,Player,90s,Total - Cmp,Total - Att,Total - Cmp%,Total - TotDist,Total - PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
1104,Alban Lafont,1.7,49,66,74.2,1144,741,16,16,100.0,24,24,100.0,8,25,32.0,0,0.0,0.0,0.0,0,0,0,0,0
1105,Aissa Laidouni,3.4,96,131,73.3,1708,499,40,51,78.4,44,55,80.0,9,17,52.9,3,0.4,0.9,+2.6,6,9,5,2,14
1106,Konrad Laimer,3.8,249,279,89.2,3537,931,155,169,91.7,88,95,92.6,5,8,62.5,0,1.0,1.1,-1.0,6,20,5,2,27
1107,Kenny Lala,7.0,279,372,75.0,5750,2175,93,112,83.0,132,176,75.0,51,73,69.9,1,0.9,1.0,+0.1,8,25,12,7,27
1108,Adam Lallana,1.3,72,78,92.3,882,160,51,55,92.7,16,16,100.0,1,1,100.0,0,0.1,0.1,-0.1,3,1,1,0,6
1110,Erik Lamela,3.7,84,104,80.8,1056,267,51,58,87.9,25,31,80.6,1,4,25.0,0,0.9,0.6,-0.9,10,4,5,2,9
1111,Mohamed Lamine Bayo,1.5,22,34,64.7,252,39,15,21,71.4,5,6,83.3,0,2,0.0,0,0.0,0.0,0.0,0,1,1,0,1
1112,Tariq Lamptey,1.5,87,98,88.8,1213,256,49,53,92.5,29,33,87.9,4,6,66.7,2,0.4,0.1,+1.6,2,3,2,0,6
1114,Julien Laporte,7.0,309,344,89.8,6311,2256,90,93,96.8,171,181,94.5,42,61,68.9,0,0.0,0.1,0.0,0,25,2,1,21
1115,Cyle Larin,2.4,24,37,64.9,326,56,12,18,66.7,10,13,76.9,1,1,100.0,0,0.1,0.0,-0.1,3,0,1,0,1
1116,Yasser Larouci,2.2,43,58,74.1,565,250,29,32,90.6,9,12,75.0,2,6,33.3,0,0.0,0.0,0.0,0,4,0,0,5
1118,Hugo Larsson,3.8,158,189,83.6,2523,809,78,84,92.9,66,77,85.7,9,19,47.4,0,0.3,0.2,-0.3,2,8,3,1,11
1119,Jamaal Lascelles,1.2,81,93,87.1,1399,299,27,29,93.1,51,56,91.1,3,8,37.5,0,0.0,0.0,0.0,1,1,0,0,0
1120,Juanmi Latasa,5.7,50,111,45.0,624,108,27,59,45.8,13,32,40.6,3,5,60.0,0,0.3,0.3,-0.3,4,5,3,0,6
1121,Toni Lato,3.6,101,138,73.2,1553,499,61,72,84.7,26,43,60.5,10,17,58.8,1,0.7,0.3,+0.3,3,3,2,2,1
1122,Armand Lauriente,6.1,128,177,72.3,1980,732,74,88,84.1,39,55,70.9,8,20,40.0,1,0.5,0.7,+0.5,12,9,10,1,18
1123,Lazaro,0.7,16,22,72.7,222,53,10,12,83.3,6,6,100.0,0,3,0.0,0,0.0,0.0,0.0,1,0,0,0,1
1124,Valentino Lazaro,4.3,156,211,73.9,2596,1110,76,85,89.4,60,83,72.3,14,29,48.3,0,0.5,0.3,-0.5,10,16,2,1,18
1125,Darko Lazovic,2.7,62,102,60.8,1095,464,27,35,77.1,28,42,66.7,6,19,31.6,0,0.0,0.1,0.0,1,5,2,0,8
1126,Manuel Lazzari,2.7,144,171,84.2,2220,591,76,81,93.8,60,68,88.2,7,10,70.0,1,0.4,0.3,+0.6,3,8,4,3,13
1127,Theo Le Bris,3.3,99,132,75.0,1470,371,54,65,83.1,40,56,71.4,2,4,50.0,0,0.1,0.1,-0.1,2,6,5,0,17
1129,Julien Le Cardinal,0.6,23,32,71.9,435,201,6,8,75.0,12,15,80.0,4,7,57.1,0,0.0,0.0,0.0,0,2,0,0,4
1130,Jeremy Le Douaron,6.4,73,128,57.0,1046,210,43,65,66.2,23,35,65.7,3,7,42.9,0,0.2,0.4,-0.2,3,2,4,3,6
1131,Enzo Le Fee,3.8,196,224,87.5,3009,848,110,121,90.9,65,72,90.3,12,17,70.6,0,0.3,0.7,-0.3,5,16,4,2,23
1132,Vincent Le Goff,5.4,222,282,78.7,3377,1278,122,136,89.7,78,102,76.5,15,30,50.0,1,0.9,0.8,+0.1,8,15,3,0,14
1133,Robin Le Normand,6.7,361,413,87.4,6978,1894,112,122,91.8,218,238,91.6,29,45,64.4,0,0.0,0.0,0.0,1,18,0,0,26
1134,Rafael Leao,5.7,119,159,74.8,1868,495,60,72,83.3,49,63,77.8,7,15,46.7,3,1.6,1.5,+1.4,11,12,9,4,19
1135,Adrien Lebeau,0.2,5,8,62.5,83,34,2,4,50.0,1,1,100.0,1,1,100.0,0,0.1,0.1,-0.1,1,0,0,0,0
1136,Benjamin Lecomte,7.0,137,235,58.3,4216,3473,16,17,94.1,58,62,93.5,63,154,40.9,1,0.4,0.0,+0.6,1,2,0,0,0
1137,Jeremias Ledesma,8.0,157,283,55.5,6310,5558,18,19,94.7,47,48,97.9,92,214,43.0,0,0.0,0.0,0.0,0,9,0,0,0
1138,Pierre Lees-Melou,7.0,300,373,80.4,6195,1867,118,130,90.8,119,144,82.6,57,85,67.1,0,0.3,0.4,-0.3,6,27,5,0,46
1139,Diogo Leite,5.7,263,323,81.4,5233,2066,93,103,90.3,136,153,88.9,32,57,56.1,0,0.1,0.3,-0.1,3,32,2,1,33
1140,Maxim Leitsch,0.8,16,19,84.2,386,160,3,4,75.0,10,12,83.3,3,3,100.0,0,0.0,0.0,0.0,0,3,0,0,1
1141,Florian Lejeune,8.0,326,416,78.4,7625,3634,90,101,89.1,163,178,91.6,70,127,55.1,0,0.2,0.1,-0.2,3,35,1,0,26
1142,Inigo Lekue,3.2,131,170,77.1,2121,862,62,72,86.1,65,77,84.4,3,15,20.0,0,0.0,0.1,0.0,1,12,1,1,15
1144,Thomas Lemar,1.8,71,84,84.5,1019,285,41,46,89.1,25,29,86.2,2,6,33.3,0,0.0,0.1,0.0,1,10,1,0,13
1145,Mario Lemina,6.9,221,267,82.8,3449,946,122,134,91.0,77,92,83.7,16,27,59.3,0,0.0,0.1,0.0,2,10,2,1,16
1146,Alvaro Lemos,2.2,119,148,80.4,1751,397,72,77,93.5,41,52,78.8,5,13,38.5,0,0.0,0.1,0.0,0,11,2,0,15
1147,Bernd Leno,7.0,273,324,84.3,6591,3941,54,54,100.0,171,172,99.4,48,97,49.5,0,0.0,0.0,0.0,0,7,0,0,0
1148,Christopher Lenz,0.2,9,12,75.0,160,42,2,3,66.7,7,7,100.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,1
1150,Johann Lepenant,2.5,142,163,87.1,2606,609,57,63,90.5,65,74,87.8,14,17,82.4,0,0.1,0.1,-0.1,2,17,0,0,18
1151,Jefferson Lerma,4.0,157,195,80.5,2367,704,91,99,91.9,56,72,77.8,8,16,50.0,0,0.6,0.4,-0.6,6,17,2,0,13
1152,Leo Leroy,1.3,46,57,80.7,788,390,23,27,85.2,17,20,85.0,5,6,83.3,1,0.7,0.1,+0.3,2,6,2,0,10
1153,Robert Lewandowski,7.4,110,159,69.2,1468,291,70,89,78.7,26,41,63.4,6,9,66.7,3,0.8,0.4,+2.2,8,8,4,0,18
1154,Jamie Leweling,1.3,35,43,81.4,486,164,22,25,88.0,7,10,70.0,3,3,100.0,0,0.5,0.5,-0.5,3,1,1,1,2
1155,Rico Lewis,0.9,41,47,87.2,605,74,26,29,89.7,13,13,100.0,2,4,50.0,0,0.0,0.0,0.0,0,2,0,0,3
1156,Keane Lewis-Potter,2.5,49,66,74.2,750,152,26,34,76.5,17,23,73.9,4,6,66.7,0,0.1,0.3,-0.1,1,1,4,1,6
1157,Philipp Lienhart,6.0,353,427,82.7,7112,2621,123,136,90.4,183,200,91.5,46,85,54.1,0,0.0,0.1,0.0,0,18,1,0,15
1158,Matthijs de Ligt,0.9,60,65,92.3,1211,497,18,18,100.0,35,36,97.2,7,11,63.6,0,0.0,0.0,0.0,0,4,0,0,2
1159,Victor Lindelof,4.9,307,330,93.0,5011,1184,134,142,94.4,157,161,97.5,12,20,60.0,0,0.2,0.2,-0.2,4,12,1,0,12
1160,Jesper Lindstrom,1.1,46,54,85.2,616,197,30,31,96.8,10,12,83.3,3,4,75.0,0,0.2,0.2,-0.2,1,4,3,1,5
1162,Karol Linetty,2.1,79,99,79.8,1386,346,38,46,82.6,28,32,87.5,10,14,71.4,0,0.1,0.1,-0.1,1,12,1,0,15
1165,Dejan Ljubicic,5.8,176,218,80.7,2735,825,98,110,89.1,55,67,82.1,17,24,70.8,0,0.6,0.6,-0.6,3,14,6,1,28
1166,Javier Llabres,0.9,14,23,60.9,254,51,5,6,83.3,6,11,54.5,2,3,66.7,0,0.1,0.1,-0.1,2,0,1,1,1
1167,Diego Llorente,4.8,291,332,87.7,5342,1732,102,107,95.3,162,179,90.5,25,37,67.6,1,0.5,0.1,+0.5,1,9,1,0,15
1168,Marcos Llorente,5.2,149,194,76.8,1899,480,100,114,87.7,36,43,83.7,4,9,44.4,0,0.5,0.7,-0.5,4,9,6,2,19
1170,Gautier Lloris,7.0,322,362,89.0,5866,2177,119,127,93.7,176,188,93.6,22,39,56.4,0,0.0,0.0,0.0,0,16,1,0,26
1171,Abou Lo,0.8,36,37,97.3,746,205,10,10,100.0,24,24,100.0,2,2,100.0,0,0.0,0.0,0.0,0,1,0,0,0
1172,Giovani Lo Celso,0.2,28,32,87.5,429,106,16,18,88.9,9,9,100.0,2,2,100.0,0,0.0,0.0,0.0,1,2,0,0,3
1173,Stanislav Lobotka,6.5,424,451,94.0,6498,2167,233,245,95.1,154,162,95.1,24,30,80.0,0,0.1,0.5,-0.1,1,45,8,1,38
1174,Manuel Locatelli,6.8,349,412,84.7,6814,2211,135,147,91.8,159,170,93.5,48,77,62.3,1,0.3,0.4,+0.7,7,40,7,2,43
1175,Bradley Locko,7.0,281,348,80.7,4974,1605,131,151,86.8,113,137,82.5,27,37,73.0,1,0.4,0.4,+0.6,4,24,9,8,26
1176,Tom Lockyer,5.6,141,201,70.1,3322,1523,29,40,72.5,79,91,86.8,31,62,50.0,0,0.0,0.1,0.0,1,20,1,0,23
1177,Renan Lodi,6.0,240,307,78.2,3753,1089,122,133,91.7,94,121,77.7,15,33,45.5,0,0.4,0.4,-0.4,4,10,4,0,21
1178,Ruben Loftus-Cheek,4.8,145,177,81.9,1820,457,101,114,88.6,33,41,80.5,3,7,42.9,1,0.9,0.9,+0.1,5,17,0,0,17
1179,Andy Logbo,2.2,23,29,79.3,269,31,13,17,76.5,5,6,83.3,1,2,50.0,0,0.1,0.2,-0.1,3,2,0,0,2
1180,Enzo Loiodice,6.7,258,321,80.4,3312,834,173,198,87.4,57,73,78.1,12,19,63.2,0,0.2,0.3,-0.2,4,21,4,0,23
1181,Sean Longstaff,4.0,143,181,79.0,2373,856,79,95,83.2,45,53,84.9,15,21,71.4,1,0.9,0.6,+0.1,5,21,7,2,26
1182,Ademola Lookman,3.9,98,136,72.1,1243,326,65,74,87.8,21,32,65.6,3,13,23.1,0,0.2,0.3,-0.2,5,5,6,0,15
1183,Noah Loosli,0.7,23,30,76.7,329,110,12,12,100.0,9,11,81.8,1,5,20.0,0,0.0,0.0,0.0,0,2,0,0,1
1184,Anthony Lopes,4.0,104,139,74.8,3004,2273,18,18,100.0,42,43,97.7,43,77,55.8,0,0.0,0.0,0.0,0,1,0,0,0
1185,David Lopez,7.7,458,506,90.5,8033,2645,175,187,93.6,248,263,94.3,27,44,61.4,0,0.1,0.1,-0.1,1,13,1,0,20
1186,Diego Lopez,5.7,118,180,65.6,1789,403,64,84,76.2,47,68,69.1,4,11,36.4,0,0.6,0.3,-0.6,9,5,3,1,16
1187,Fermin Lopez,1.0,45,54,83.3,638,147,34,36,94.4,3,6,50.0,6,9,66.7,0,0.1,0.1,-0.1,1,5,3,0,7
1188,Javi Lopez,2.2,83,131,63.4,1414,608,44,53,83.0,24,38,63.2,11,29,37.9,1,0.9,0.5,+0.1,3,11,4,3,9
1189,Maxime Lopez,0.8,32,40,80.0,559,152,12,13,92.3,15,20,75.0,4,5,80.0,0,0.0,0.0,0.0,0,3,0,0,1
1190,Maxime Lopez,1.6,124,136,91.2,2097,777,46,48,95.8,61,64,95.3,9,15,60.0,0,0.2,0.2,-0.2,3,23,2,0,18
1191,Pau Lopez,7.0,171,229,74.7,4368,2766,25,25,100.0,107,108,99.1,37,94,39.4,0,0.0,0.0,0.0,0,4,0,0,0
1192,Unai Lopez,4.2,185,227,81.5,3543,965,85,93,91.4,67,78,85.9,30,48,62.5,2,0.9,0.5,+1.1,4,16,4,1,10
1193,Dion Lopy,4.6,205,239,85.8,4142,1126,74,82,90.2,93,104,89.4,34,45,75.6,0,0.1,0.1,-0.1,2,19,0,0,26
1194,Anthony Losilla,5.1,140,175,80.0,2144,665,67,85,78.8,63,73,86.3,4,9,44.4,0,0.2,0.3,-0.2,3,9,3,1,23
1196,Jordan Lotomba,3.0,111,137,81.0,1597,647,67,73,91.8,33,46,71.7,4,8,50.0,0,0.1,0.1,-0.1,1,8,1,1,5
1197,Matteo Lovato,6.9,204,256,79.7,3604,1675,82,91,90.1,100,119,84.0,17,34,50.0,0,0.2,0.2,-0.2,2,19,2,1,21
1198,Sandi Lovric,5.8,172,210,81.9,2940,743,90,102,88.2,56,69,81.2,18,26,69.2,0,1.2,0.8,-1.2,11,17,4,3,20
1199,Max Lowe,1.4,14,24,58.3,195,112,8,13,61.5,5,7,71.4,1,1,100.0,0,0.0,0.0,0.0,1,2,0,0,4
1201,Lucas,1.4,34,43,79.1,570,174,13,13,100.0,14,20,70.0,3,5,60.0,0,0.1,0.1,-0.1,1,0,2,1,2
1202,Lorenzo Lucca,5.7,47,84,56.0,584,66,24,43,55.8,14,24,58.3,1,1,100.0,1,0.5,0.2,+0.5,10,2,1,0,3
1203,Jhon Lucumi,4.7,303,328,92.4,5594,1764,120,125,96.0,144,150,96.0,34,44,77.3,0,0.2,0.1,-0.2,2,28,0,0,20
1204,Jose Luis Gaya,6.3,235,317,74.1,4460,1534,110,124,88.7,99,120,82.5,24,60,40.0,0,0.9,0.4,-0.9,12,16,6,4,21
1205,Jose Luis Morales,2.5,36,46,78.3,491,83,24,27,88.9,9,10,90.0,2,4,50.0,0,0.0,0.0,0.0,1,1,0,0,2
1206,Jose Luis Palomino,0.0,8,11,72.7,137,66,4,5,80.0,2,3,66.7,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,1
1207,Douglas Luiz,6.4,331,388,85.3,5826,1469,135,146,92.5,146,169,86.4,36,53,67.9,0,0.4,0.8,-0.4,6,32,12,2,39
1208,Romelu Lukaku,4.1,68,89,76.4,870,120,38,50,76.0,21,24,87.5,1,1,100.0,0,0.1,0.2,-0.1,2,2,2,1,5
1209,Castello Lukeba,3.4,185,202,91.6,3093,929,71,75,94.7,111,114,97.4,2,10,20.0,0,0.0,0.0,0.0,0,4,0,0,4
1210,Dodi Lukebakio,2.9,60,75,80.0,966,203,29,32,90.6,20,24,83.3,6,12,50.0,0,0.1,0.2,-0.1,2,3,4,1,12
1211,Sasa Lukic,2.9,137,150,91.3,2232,451,58,65,89.2,69,71,97.2,6,8,75.0,0,0.1,0.1,-0.1,2,8,1,0,11
1212,Andriy Lunin,2.0,63,67,94.0,1387,874,16,16,100.0,34,35,97.1,13,16,81.3,0,0.0,0.0,0.0,0,0,0,0,0
1213,Sebastiano Luperto,7.0,257,292,88.0,4817,1605,87,97,89.7,151,163,92.6,15,27,55.6,0,0.0,0.0,0.0,0,10,0,0,13
1214,Charalambos Lykogiannis,2.3,88,117,75.2,1463,377,49,52,94.2,31,39,79.5,7,23,30.4,0,0.2,0.1,-0.2,3,8,2,2,10
1215,Senne Lynen,2.4,77,88,87.5,1295,406,37,43,86.0,35,37,94.6,5,7,71.4,1,0.5,0.1,+0.5,2,6,1,0,4
1216,Ian Maatsen,0.9,34,50,68.0,478,162,20,26,76.9,7,15,46.7,2,3,66.7,0,0.1,0.1,-0.1,2,5,1,1,3
1217,Alexis Mac Allister,5.8,334,378,88.4,5297,1482,172,185,93.0,133,143,93.0,22,36,61.1,1,0.3,0.7,+0.7,3,18,6,0,34
1218,Deiver Machado,5.1,172,224,76.8,2632,848,93,110,84.5,65,81,80.2,7,18,38.9,0,0.4,0.2,-0.4,6,15,6,3,14
1219,Darwin Machis,4.1,77,118,65.3,1375,451,36,42,85.7,29,43,67.4,11,25,44.0,0,0.4,0.7,-0.4,6,3,5,4,7
1220,James Maddison,6.6,324,416,77.9,5510,1822,168,185,90.8,117,154,76.0,33,63,52.4,4,1.9,2.5,+2.1,21,35,27,1,75
1222,Noni Madueke,0.5,37,44,84.1,425,94,29,30,96.7,5,8,62.5,1,3,33.3,0,0.0,0.1,0.0,0,1,1,1,2
1223,Pablo Maffeo,6.4,138,218,63.3,2278,1000,70,83,84.3,52,79,65.8,12,41,29.3,0,0.3,0.4,-0.3,4,10,3,3,15
1224,Soungoutou Magassa,6.9,397,458,86.7,7464,2747,148,162,91.4,201,218,92.2,41,63,65.1,0,0.1,0.1,-0.1,1,37,1,0,42
1225,Giulio Maggiore,2.8,80,109,73.4,1245,315,38,49,77.6,36,41,87.8,3,9,33.3,0,0.2,0.0,-0.2,2,9,1,0,8
1226,Matej Maglica,3.3,133,176,75.6,2668,980,48,54,88.9,65,78,83.3,20,44,45.5,0,0.0,0.1,0.0,1,14,0,0,10
1227,Giangiacomo Magnani,7.0,188,233,80.7,4186,1247,48,58,82.8,106,120,88.3,33,51,64.7,0,0.0,0.2,0.0,2,13,0,0,17
1228,Hugo Magnetti,5.2,161,185,87.0,2570,454,70,80,87.5,77,84,91.7,5,8,62.5,0,0.4,0.5,-0.4,7,19,2,1,20
1229,Yohann Magnin,2.9,133,161,82.6,2299,477,57,66,86.4,57,69,82.6,15,18,83.3,0,0.0,0.1,0.0,0,13,1,0,17
1230,Frank Magri,3.3,46,70,65.7,650,202,22,31,71.0,18,26,69.2,1,3,33.3,0,0.1,0.1,-0.1,2,3,1,0,6
1231,Harry Maguire,0.3,16,22,72.7,414,174,2,3,66.7,7,8,87.5,5,8,62.5,0,0.0,0.0,0.0,0,2,0,0,2
1232,Arne Maier,0.3,9,12,75.0,170,78,5,5,100.0,2,3,66.7,2,3,66.7,0,0.0,0.0,0.0,0,1,0,0,0
1233,Habib Maiga,0.9,34,42,81.0,555,170,14,17,82.4,17,19,89.5,2,4,50.0,0,0.0,0.0,0.0,0,3,0,0,3
1234,Mike Maignan,5.0,223,274,81.4,5570,3830,46,46,100.0,113,114,99.1,62,107,57.9,0,0.0,0.0,0.0,0,4,0,0,0
1235,Linton Maina,3.5,84,122,68.9,1070,277,62,73,84.9,16,26,61.5,4,7,57.1,0,0.3,0.6,-0.3,5,6,3,0,10
1236,Patrick Mainka,6.0,211,248,85.1,4619,1972,48,60,80.0,126,136,92.6,36,49,73.5,0,0.0,0.2,0.0,0,15,0,0,23
1237,Ainsley Maitland-Niles,2.5,98,116,84.5,1548,375,36,40,90.0,48,56,85.7,4,8,50.0,0,0.1,0.1,-0.1,1,7,2,0,13
1238,Lovro Majer,0.2,14,16,87.5,277,96,7,8,87.5,5,6,83.3,2,2,100.0,0,0.3,0.1,-0.3,2,1,0,0,0
1239,Lovro Majer,5.1,139,189,73.5,2078,567,74,80,92.5,50,70,71.4,7,16,43.8,1,0.3,0.3,+0.7,6,12,6,0,24
1240,Jean-Victor Makengo,2.1,79,93,84.9,1047,192,38,41,92.7,31,35,88.6,1,3,33.3,0,0.0,0.1,0.0,0,4,2,0,7
1241,Antoine Makoumbou,6.9,264,291,90.7,4483,1040,128,136,94.1,103,112,92.0,27,31,87.1,0,0.1,0.1,-0.1,3,22,5,0,34
1242,Nemanja Maksimovic,7.9,173,221,78.3,2309,359,94,106,88.7,54,68,79.4,8,20,40.0,0,0.0,0.5,0.0,0,13,0,0,17
1243,Youssef Maleh,5.0,126,159,79.2,1913,744,72,76,94.7,39,52,75.0,9,18,50.0,0,0.5,0.3,-0.5,5,17,6,1,23
1244,Donyell Malen,5.1,110,154,71.4,1524,395,71,80,88.8,26,40,65.0,6,14,42.9,0,0.9,1.0,-0.9,3,8,11,3,14
1245,Ruslan Malinovskyi,2.3,58,79,73.4,1067,390,22,29,75.9,28,33,84.8,6,13,46.2,0,0.1,0.1,-0.1,1,5,2,0,13
1246,Lennard Maloney,5.9,156,212,73.6,3112,607,43,59,72.9,91,105,86.7,17,37,45.9,0,0.3,0.1,-0.3,2,11,0,0,12
1249,Giorgi Mamardashvili,8.0,111,210,52.9,3199,2525,21,21,100.0,52,55,94.5,37,133,27.8,0,0.0,0.0,0.0,0,1,0,0,0
1251,Gianluca Mancini,6.4,363,425,85.4,6830,2472,142,150,94.7,182,202,90.1,39,68,57.4,0,0.1,0.3,-0.1,2,31,4,1,25
1252,Steve Mandanda,7.0,242,297,81.5,5916,3314,37,37,100.0,163,164,99.4,42,96,43.8,0,0.0,0.0,0.0,0,2,0,0,1
1253,Aissa Mandi,3.1,156,172,90.7,3109,1540,62,69,89.9,68,72,94.4,25,28,89.3,0,0.7,0.3,-0.7,2,18,3,0,13
1254,Rolando Mandragora,3.9,166,196,84.7,2964,905,74,84,88.1,64,72,88.9,22,29,75.9,1,0.5,0.1,+0.5,1,26,2,0,29
1255,Orel Mangala,5.3,146,169,86.4,2224,529,78,86,90.7,60,66,90.9,6,9,66.7,0,0.0,0.0,0.0,2,5,0,0,10
1256,Braydon Manu,0.9,13,17,76.5,184,21,7,8,87.5,6,7,85.7,0,1,0.0,0,0.0,0.0,0.0,1,2,0,0,1
1257,Benson Manuel,0.7,18,24,75.0,245,10,10,10,100.0,7,9,77.8,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1258,Faitout Maouassa,0.3,7,11,63.6,127,51,4,6,66.7,3,3,100.0,0,1,0.0,0,0.0,0.1,0.0,1,0,1,1,0
1259,Solly March,4.2,115,148,77.7,1856,400,67,80,83.8,30,36,83.3,14,21,66.7,0,0.2,0.5,-0.2,5,6,6,0,17
1260,Riccardo Marchizza,7.0,222,292,76.0,3774,1988,93,109,85.3,106,127,83.5,18,41,43.9,2,0.5,0.5,+1.5,7,16,5,3,17
1261,Gian Marco Ferrari,0.4,23,29,79.3,449,197,10,11,90.9,12,15,80.0,1,2,50.0,0,0.0,0.0,0.0,0,3,0,0,2
1262,Oscar de Marcos,5.4,292,376,77.7,4789,2071,147,161,91.3,112,138,81.2,25,52,48.1,2,0.6,0.7,+1.4,4,30,8,4,42
1263,Jose Mari,0.2,16,21,76.2,322,49,5,5,100.0,8,9,88.9,2,4,50.0,0,0.0,0.0,0.0,2,4,0,0,1
1264,Pablo Mari,5.5,279,303,92.1,5651,1916,84,91,92.3,162,169,95.9,31,41,75.6,0,0.1,0.1,-0.1,1,13,0,0,10
1265,Jose Maria Gimenez,2.6,78,93,83.9,1763,895,21,25,84.0,43,46,93.5,14,20,70.0,0,0.0,0.0,0.0,1,8,0,0,4
1268,Rafa Marin,5.1,178,217,82.0,3544,1491,64,71,90.1,84,97,86.6,28,45,62.2,0,0.1,0.1,-0.1,2,20,1,0,22
1269,Razvan Marin,4.5,158,214,73.8,2888,872,77,90,85.6,48,60,80.0,27,46,58.7,0,0.9,0.4,-0.9,7,17,3,1,19
1270,Diego Marino,1.0,23,27,85.2,429,237,11,11,100.0,10,10,100.0,2,6,33.3,0,0.0,0.0,0.0,0,1,0,0,0
1271,Guillermo Maripan,4.0,192,217,88.5,3812,1276,46,51,90.2,127,136,93.4,15,24,62.5,0,0.0,0.0,0.0,0,9,0,0,13
1272,Mika Marmol,5.5,362,405,89.4,6093,2407,153,163,93.9,188,201,93.5,16,33,48.5,0,0.0,0.0,0.0,0,8,0,0,11
1274,Omar Marmoush,3.9,57,84,67.9,840,159,33,37,89.2,17,26,65.4,5,10,50.0,0,1.2,1.6,-1.2,7,4,2,1,4
1275,Marquinhos,1.0,32,43,74.4,477,123,20,24,83.3,11,12,91.7,1,5,20.0,0,0.5,0.2,-0.5,3,2,2,0,4
1276,Marquinhos,5.1,550,576,95.5,9963,2784,211,218,96.8,284,293,96.9,46,54,85.2,0,0.3,0.4,-0.3,4,49,1,0,35
1277,Agustin Martegani,3.5,118,138,85.5,1744,467,66,69,95.7,33,38,86.8,10,13,76.9,0,0.4,0.3,-0.4,4,14,3,0,14
1278,Eric Martel,2.8,86,102,84.3,1286,318,40,44,90.9,36,39,92.3,4,9,44.4,0,0.0,0.1,0.0,1,5,2,1,5
1279,Roger Marti,6.0,66,109,60.6,905,121,38,57,66.7,25,36,69.4,1,5,20.0,0,0.2,0.2,-0.2,2,2,1,0,5
1280,Anthony Martial,1.9,49,56,87.5,548,118,36,37,97.3,10,10,100.0,0,1,0.0,0,0.2,0.1,-0.2,5,2,2,0,6
1281,Aaron Martin,2.1,58,85,68.2,966,373,30,32,93.8,20,31,64.5,6,16,37.5,0,0.0,0.1,0.0,0,3,1,1,5
1282,Ivan Martin,5.3,199,228,87.3,2832,524,106,117,90.6,68,71,95.8,11,16,68.8,0,0.2,0.2,-0.2,6,10,2,1,12
1283,Jonas Martin,1.9,122,142,85.9,2105,516,50,61,82.0,53,57,93.0,12,14,85.7,0,0.3,0.2,-0.3,3,9,2,0,11
1284,Gabriel Martinelli,4.0,133,175,76.0,2148,435,77,87,88.5,41,53,77.4,13,24,54.2,2,0.3,0.6,+1.7,4,6,6,0,14
1285,Arnau Martinez,4.1,183,204,89.7,2725,930,102,104,98.1,71,80,88.8,5,10,50.0,1,0.6,0.6,+0.4,4,10,3,0,11
1286,Emiliano Martinez,6.0,193,243,79.4,4611,2821,44,45,97.8,108,110,98.2,40,85,47.1,0,0.0,0.0,0.0,0,1,0,0,0
1287,Inigo Martinez,1.0,84,97,86.6,1564,551,34,41,82.9,41,44,93.2,7,9,77.8,0,0.0,0.0,0.0,0,8,0,0,9
1288,Josep Martinez,7.0,162,247,65.6,5784,4615,12,12,100.0,68,72,94.4,81,159,50.9,0,0.0,0.0,0.0,0,7,0,0,0
1289,Lautaro Martinez,6.1,124,157,79.0,1808,477,72,82,87.8,35,43,81.4,8,13,61.5,1,0.3,0.3,+0.7,6,11,3,0,19
1290,Lisandro Martinez,4.2,245,266,92.1,4183,1287,109,110,99.1,115,120,95.8,18,31,58.1,1,0.1,0.1,+0.9,3,26,1,0,26
1291,Lucas Martinez Quarta,5.0,194,248,78.2,4153,1490,52,60,86.7,109,124,87.9,30,52,57.7,0,0.1,0.2,-0.1,3,21,1,0,27
1292,Adam Marusic,6.7,330,401,82.3,5112,2082,183,206,88.8,126,147,85.7,14,33,42.4,0,0.1,0.3,-0.1,3,38,5,2,27
1293,Marvin,1.4,57,74,77.0,899,126,30,35,85.7,24,31,77.4,2,5,40.0,0,0.3,0.3,-0.3,3,1,4,2,3
1294,Omar Mascarell,2.5,74,86,86.0,1322,493,38,41,92.7,24,28,85.7,11,14,78.6,0,0.0,0.0,0.0,0,6,2,0,11
1295,Erhan Masovic,6.0,150,191,78.5,2627,756,62,81,76.5,65,71,91.5,13,25,52.0,0,0.0,0.1,0.0,1,14,2,0,13
1296,Roberto Massimo,0.7,26,33,78.8,420,109,12,15,80.0,11,12,91.7,2,3,66.7,0,0.0,0.0,0.0,0,1,0,0,3
1297,Clinton Mata,4.2,203,247,82.2,4011,1552,76,81,93.8,97,107,90.7,25,50,50.0,0,0.0,0.1,0.0,0,10,0,0,9
1298,Jaime Mata,3.5,71,103,68.9,853,175,49,53,92.5,14,28,50.0,2,13,15.4,0,0.1,0.3,-0.1,2,5,3,1,5
1300,Pape Matar Sarr,5.2,269,305,88.2,3928,924,148,156,94.9,88,100,88.0,15,20,75.0,1,0.8,0.6,+0.2,6,30,3,0,39
