,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G+A,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK
1658,Alberto Martín,es ESP,MF,Leganés,La Liga,27.0,1989.0,16.0,14.0,1189.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
1659,Jonas Martin,fr FRA,MF,Betis,La Liga,26.0,1990.0,20.0,15.0,1153.0,12.8,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.16,0.0,0.16,0.16,0.16
1660,Marvin Martin,fr FRA,"FW,MF",Dijon,Ligue 1,28.0,1988.0,12.0,4.0,499.0,5.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.18
1661,Cuco Martina,cw CUW,DF,Southampton,Premier League,26.0,1989.0,9.0,6.0,592.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662,Álex Martínez,es ESP,DF,Betis,La Liga,25.0,1990.0,14.0,11.0,967.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1664,Carlos Martínez,es ESP,DF,Real Sociedad,La Liga,30.0,1986.0,10.0,10.0,869.0,9.7,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.21,0.21,0.0,0.21
1665,Emiliano Martínez,ar ARG,GK,Arsenal,Premier League,23.0,1992.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1666,Iñigo Martínez,es ESP,DF,Real Sociedad,La Liga,25.0,1991.0,34.0,34.0,2997.0,33.3,3.0,2.0,5.0,3.0,0.0,0.0,10.0,1.0,0.09,0.06,0.15,0.09,0.15
1667,Javi Martínez,es ESP,DF,Bayern Munich,Bundesliga,27.0,1988.0,25.0,25.0,2131.0,23.7,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.04,0.04,0.08,0.04,0.08
1668,Josef Martínez,ve VEN,FW,Torino,Serie A,23.0,1993.0,11.0,4.0,533.0,5.9,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.17,0.0,0.17,0.17,0.17
1669,Pablo Martinez,fr FRA,DF,Angers,Ligue 1,27.0,1989.0,9.0,6.0,622.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1670,Bruno Martins Indi,nl NED,DF,Stoke City,Premier League,24.0,1992.0,35.0,35.0,3146.0,35.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.03,0.0,0.03,0.03,0.03
1671,Luís Martins,pt POR,DF,Granada,La Liga,24.0,1992.0,2.0,1.0,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1672,Jonathan Martins Pereira,fr FRA,DF,Guingamp,Ligue 1,30.0,1986.0,13.0,12.0,1010.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
1673,Joris Marveaux,mq MTQ,MF,Montpellier,Ligue 1,33.0,1982.0,8.0,4.0,366.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1674,Sylvain Marveaux,fr FRA,"MF,FW",Lorient,Ligue 1,30.0,1986.0,24.0,24.0,1907.0,21.2,5.0,7.0,12.0,5.0,0.0,0.0,1.0,0.0,0.24,0.33,0.57,0.24,0.57
1675,Omar Mascarell,es ESP,MF,Eint Frankfurt,Bundesliga,23.0,1993.0,28.0,27.0,2450.0,27.2,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
1676,Javier Mascherano,ar ARG,DF,Barcelona,La Liga,32.0,1984.0,25.0,20.0,1921.0,21.3,1.0,3.0,4.0,0.0,1.0,1.0,6.0,0.0,0.05,0.14,0.19,0.0,0.14
1677,Andrea Masiello,it ITA,DF,Atalanta,Serie A,30.0,1986.0,35.0,34.0,2926.0,32.5,3.0,1.0,4.0,3.0,0.0,0.0,9.0,0.0,0.09,0.03,0.12,0.09,0.12
1678,Adam Masina,ma MAR,DF,Bologna,Serie A,22.0,1994.0,32.0,28.0,2428.0,27.0,1.0,1.0,2.0,1.0,0.0,0.0,6.0,1.0,0.04,0.04,0.07,0.04,0.07
1679,Brandon Mason,eng ENG,DF,Watford,Premier League,18.0,1997.0,2.0,1.0,113.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680,Ryan Mason,eng ENG,MF,Hull City,Premier League,25.0,1991.0,16.0,11.0,927.0,10.3,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.1,0.1,0.19,0.1,0.19
1681,Arthur Masuaku,cd COD,"DF,MF",West Ham,Premier League,22.0,1993.0,13.0,11.0,972.0,10.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09,0.09,0.0,0.09
1682,Juan Mata,es ESP,"MF,FW",Manchester Utd,Premier League,28.0,1988.0,25.0,19.0,1614.0,17.9,6.0,3.0,9.0,6.0,0.0,0.0,3.0,0.0,0.33,0.17,0.5,0.33,0.5
1683,Jean-Philippe Mateta,fr FRA,FW,Lyon,Ligue 1,19.0,1997.0,2.0,1.0,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1684,Christian Mathenia,de GER,GK,Hamburger SV,Bundesliga,24.0,1992.0,14.0,14.0,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1685,Jérémy Mathieu,fr FRA,DF,Barcelona,La Liga,32.0,1983.0,13.0,12.0,1039.0,11.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09
1686,Boris Mathis,fr FRA,FW,Metz,Ligue 1,18.0,1997.0,2.0,0.0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1687,Nemanja Matić,rs SRB,MF,Chelsea,Premier League,27.0,1988.0,35.0,30.0,2694.0,29.9,1.0,7.0,8.0,1.0,0.0,0.0,4.0,0.0,0.03,0.23,0.27,0.03,0.27
1688,Joël Matip,cm CMR,DF,Liverpool,Premier League,24.0,1991.0,29.0,27.0,2457.0,27.3,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.04,0.0,0.04,0.04,0.04
1690,Marvin Matip,cm CMR,DF,Ingolstadt 04,Bundesliga,30.0,1985.0,33.0,33.0,2969.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1691,Ryder Matos,br BRA,"FW,MF",Udinese,Serie A,23.0,1993.0,20.0,4.0,556.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1692,Alessandro Matri,it ITA,FW,Sassuolo,Serie A,31.0,1984.0,31.0,16.0,1456.0,16.2,8.0,0.0,8.0,8.0,0.0,0.0,1.0,0.0,0.49,0.0,0.49,0.49,0.49
1693,Blaise Matuidi,fr FRA,MF,Paris S-G,Ligue 1,29.0,1987.0,34.0,26.0,2415.0,26.8,4.0,4.0,8.0,4.0,0.0,0.0,4.0,0.0,0.15,0.15,0.3,0.15,0.3
1694,José Mauri,it ITA,MF,Empoli,Serie A,20.0,1996.0,14.0,10.0,869.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1695,Mërgim Mavraj,al ALB,DF,Hamburger SV,Bundesliga,30.0,1986.0,14.0,14.0,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1696,Mërgim Mavraj,al ALB,DF,Köln,Bundesliga,30.0,1986.0,16.0,16.0,1440.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1697,Rio Mavuba,fr FRA,MF,Lille,Ligue 1,32.0,1984.0,18.0,14.0,1117.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
1698,Alfie Mawson,eng ENG,DF,Swansea City,Premier League,22.0,1994.0,27.0,27.0,2430.0,27.0,4.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.15,0.0,0.15,0.15,0.15
1699,Philipp Max,de GER,"MF,DF",Augsburg,Bundesliga,22.0,1993.0,25.0,20.0,1813.0,20.1,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.05,0.1,0.15,0.05,0.15
1700,Eric Maxim Choupo-Moting,cm CMR,"MF,FW",Schalke 04,Bundesliga,27.0,1989.0,23.0,19.0,1686.0,18.7,3.0,4.0,7.0,2.0,1.0,2.0,1.0,0.0,0.16,0.21,0.37,0.11,0.32
1701,Maxwell,br BRA,DF,Paris S-G,Ligue 1,34.0,1981.0,20.0,19.0,1713.0,19.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.32
1702,Borja Mayoral,es ESP,FW,Wolfsburg,Bundesliga,19.0,1997.0,19.0,3.0,388.0,4.3,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.46,0.0,0.46,0.46,0.46
1703,Youssef Maziz,fr FRA,MF,Metz,Ligue 1,18.0,1998.0,1.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704,Luca Mazzitelli,it ITA,MF,Sassuolo,Serie A,20.0,1995.0,17.0,12.0,1044.0,11.6,1.0,2.0,3.0,1.0,0.0,0.0,8.0,0.0,0.09,0.17,0.26,0.09,0.26
1705,Kylian Mbappé,fr FRA,"FW,MF",Monaco,Ligue 1,17.0,1998.0,29.0,17.0,1498.0,16.6,15.0,7.0,22.0,15.0,0.0,0.0,2.0,0.0,0.9,0.42,1.32,0.9,1.32
1706,Ibrahima Mbaye,sn SEN,DF,Bologna,Serie A,21.0,1994.0,16.0,11.0,1068.0,11.9,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.08,0.08,0.0,0.08
1707,Isaac Mbenza,be BEL,MF,Montpellier,Ligue 1,20.0,1996.0,16.0,12.0,945.0,10.5,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.29,0.1,0.38,0.29,0.38
1708,Dieumerci Mbokani,cd COD,FW,Hull City,Premier League,30.0,1985.0,12.0,8.0,764.0,8.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12
1709,James McArthur,sct SCO,MF,Crystal Palace,Premier League,28.0,1987.0,29.0,24.0,1999.0,22.2,5.0,3.0,8.0,5.0,0.0,0.0,5.0,0.0,0.23,0.14,0.36,0.23,0.36
1710,Gareth McAuley,nir NIR,DF,West Brom,Premier League,36.0,1979.0,36.0,36.0,3140.0,34.9,6.0,1.0,7.0,6.0,0.0,0.0,5.0,0.0,0.17,0.03,0.2,0.17,0.2
1711,Oliver McBurnie,sct SCO,FW,Swansea City,Premier League,20.0,1996.0,5.0,0.0,82.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1712,James McCarthy,ie IRL,MF,Everton,Premier League,25.0,1990.0,12.0,7.0,613.0,6.8,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.15,0.15,0.29,0.15,0.29
1713,James McClean,ie IRL,"MF,FW",West Brom,Premier League,27.0,1989.0,34.0,13.0,1477.0,16.4,1.0,2.0,3.0,1.0,0.0,0.0,9.0,0.0,0.06,0.12,0.18,0.06,0.18
1714,Levan Mchedlidze,ge GEO,FW,Empoli,Serie A,26.0,1990.0,15.0,11.0,944.0,10.5,6.0,0.0,6.0,6.0,0.0,0.0,3.0,0.0,0.57,0.0,0.57,0.57,0.57
1716,Weston McKennie,us USA,MF,Schalke 04,Bundesliga,17.0,1998.0,1.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1717,Paddy McNair,nir NIR,MF,Sunderland,Premier League,21.0,1995.0,9.0,5.0,353.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1718,Sam McQueen,eng ENG,DF,Southampton,Premier League,21.0,1995.0,13.0,5.0,616.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719,Scott McTominay,sct SCO,MF,Manchester Utd,Premier League,19.0,1996.0,2.0,1.0,97.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1720,Gary Medel,cl CHI,"DF,MF",Inter,Serie A,28.0,1987.0,26.0,26.0,2163.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1721,Carl Medjani,dz ALG,DF,Leganés,La Liga,31.0,1985.0,8.0,7.0,595.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1722,Álvaro Medrán,es ESP,MF,Valencia,La Liga,22.0,1994.0,16.0,10.0,950.0,10.6,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.19,0.0,0.19,0.19,0.19
1723,Ben Mee,eng ENG,DF,Burnley,Premier League,26.0,1989.0,34.0,34.0,3015.0,33.5,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.03,0.0,0.03,0.03,0.03
1724,Jonas Meffert,de GER,MF,Freiburg,Bundesliga,21.0,1994.0,1.0,1.0,57.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1725,Riccardo Meggiorini,it ITA,FW,Chievo,Serie A,30.0,1985.0,27.0,20.0,1769.0,19.7,3.0,0.0,3.0,3.0,0.0,0.0,6.0,0.0,0.15,0.0,0.15,0.15,0.15
1726,Admir Mehmedi,ch SUI,"MF,FW",Leverkusen,Bundesliga,25.0,1991.0,22.0,16.0,1258.0,14.0,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,0.21,0.07,0.29,0.21,0.29
1727,Alexander Meier,de GER,"FW,MF",Eint Frankfurt,Bundesliga,33.0,1983.0,21.0,15.0,1393.0,15.5,5.0,2.0,7.0,5.0,0.0,2.0,1.0,0.0,0.32,0.13,0.45,0.32,0.45
1728,Federico Melchiorri,it ITA,FW,Cagliari,Serie A,29.0,1987.0,10.0,4.0,467.0,5.2,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.58,0.0,0.58,0.58,0.58
1729,Filippo Melegoni,it ITA,MF,Atalanta,Serie A,17.0,1999.0,1.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1730,Óscar Melendo,es ESP,MF,Espanyol,La Liga,18.0,1997.0,11.0,2.0,307.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1731,Felipe Melo,br BRA,MF,Inter,Serie A,33.0,1983.0,5.0,1.0,179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
1732,Memphis,nl NED,"FW,MF",Manchester Utd,Premier League,22.0,1994.0,4.0,0.0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1733,Memphis,nl NED,"MF,FW",Lyon,Ligue 1,22.0,1994.0,17.0,13.0,1188.0,13.2,5.0,6.0,11.0,5.0,0.0,0.0,1.0,0.0,0.38,0.45,0.83,0.38,0.83
1734,Ledian Memushaj,al ALB,MF,Pescara,Serie A,29.0,1986.0,36.0,35.0,2952.0,32.8,1.0,3.0,4.0,1.0,0.0,2.0,3.0,0.0,0.03,0.09,0.12,0.03,0.12
1735,Pedro Mendes,pt POR,DF,Rennes,Ligue 1,25.0,1990.0,19.0,19.0,1664.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
1736,Ryan Mendes,cv CPV,"MF,FW",Lille,Ligue 1,26.0,1990.0,7.0,2.0,236.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737,Tiago Mendes,pt POR,MF,Atlético Madrid,La Liga,35.0,1981.0,12.0,5.0,452.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.2,0.0,0.2,0.2,0.2
1738,Édgar Méndez,es ESP,"MF,FW",Alavés,La Liga,26.0,1990.0,27.0,18.0,1612.0,17.9,4.0,1.0,5.0,3.0,1.0,1.0,6.0,0.0,0.22,0.06,0.28,0.17,0.22
1739,Alexandre Mendy,gw GNB,FW,Guingamp,Ligue 1,22.0,1994.0,22.0,5.0,814.0,9.0,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.33,0.0,0.33,0.33,0.33
1740,Benjamin Mendy,fr FRA,DF,Monaco,Ligue 1,22.0,1994.0,25.0,24.0,2056.0,22.8,0.0,5.0,5.0,0.0,0.0,0.0,6.0,1.0,0.0,0.22,0.22,0.0,0.22
1742,Nampalys Mendy,sn SEN,MF,Leicester City,Premier League,24.0,1992.0,4.0,4.0,269.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1743,Hamza Mendyl,ma MAR,"DF,MF",Lille,Ligue 1,18.0,1997.0,1.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1744,Jérémy Ménez,fr FRA,FW,Bordeaux,Ligue 1,29.0,1987.0,26.0,17.0,1472.0,16.4,3.0,3.0,6.0,3.0,0.0,1.0,4.0,1.0,0.18,0.18,0.37,0.18,0.37
1745,Gabriel Mercado,ar ARG,DF,Sevilla,La Liga,29.0,1987.0,29.0,26.0,2184.0,24.3,3.0,1.0,4.0,3.0,0.0,0.0,10.0,0.0,0.12,0.04,0.16,0.12,0.16
1746,Jorge Meré,es ESP,DF,Sporting Gijón,La Liga,19.0,1997.0,31.0,31.0,2773.0,30.8,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
1747,Fran Mérida,es ESP,MF,Osasuna,La Liga,26.0,1990.0,15.0,9.0,812.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.11,0.0,0.11,0.11,0.11
1748,Mikel Merino,es ESP,DF,Dortmund,Bundesliga,20.0,1996.0,8.0,2.0,298.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1749,Sabin Merino,es ESP,"FW,MF",Athletic Club,La Liga,24.0,1992.0,13.0,5.0,440.0,4.9,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.2,0.41,0.61,0.2,0.61
1750,Dries Mertens,be BEL,FW,Napoli,Serie A,29.0,1987.0,35.0,28.0,2558.0,28.4,28.0,9.0,37.0,26.0,2.0,3.0,6.0,0.0,0.99,0.32,1.3,0.91,1.23
1751,Per Mertesacker,de GER,DF,Arsenal,Premier League,31.0,1984.0,1.0,0.0,38.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752,Roque Mesa,es ESP,MF,Las Palmas,La Liga,27.0,1989.0,35.0,34.0,3033.0,33.7,1.0,2.0,3.0,1.0,0.0,0.0,14.0,0.0,0.03,0.06,0.09,0.03,0.09
1753,Djamel Mesbah,dz ALG,DF,Crotone,Serie A,31.0,1984.0,10.0,8.0,680.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1754,Walid Mesloub,dz ALG,MF,Lorient,Ligue 1,30.0,1985.0,21.0,11.0,1181.0,13.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.08,0.08,0.0,0.08
1755,Lionel Messi,ar ARG,FW,Barcelona,La Liga,29.0,1987.0,34.0,32.0,2830.0,31.4,37.0,9.0,46.0,31.0,6.0,7.0,6.0,0.0,1.18,0.29,1.46,0.99,1.27
1756,Thomas Meunier,be BEL,DF,Paris S-G,Ligue 1,24.0,1991.0,22.0,18.0,1695.0,18.8,1.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0,0.05,0.21,0.27,0.05,0.27
1757,Mexer,mz MOZ,DF,Rennes,Ligue 1,27.0,1988.0,23.0,20.0,1817.0,20.2,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.05,0.05,0.1,0.05,0.1
1758,Max Meyer,de GER,"MF,FW",Schalke 04,Bundesliga,20.0,1995.0,27.0,18.0,1666.0,18.5,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.05,0.05,0.11,0.05,0.11
1759,David Meyler,ie IRL,"MF,DF",Hull City,Premier League,27.0,1989.0,20.0,9.0,962.0,10.7,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.09,0.09,0.19,0.09,0.19
1760,Senna Miangue,be BEL,DF,Cagliari,Serie A,19.0,1997.0,4.0,0.0,137.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1761,Senna Miangue,be BEL,DF,Inter,Serie A,19.0,1997.0,3.0,1.0,124.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762,Michel,br BRA,DF,Las Palmas,La Liga,26.0,1990.0,25.0,24.0,2085.0,23.2,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.17,0.17,0.0,0.17
1763,Mathieu Michel,fr FRA,GK,Angers,Ligue 1,24.0,1991.0,23.0,23.0,2070.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1764,Clément Michelin,fr FRA,"MF,DF",Toulouse,Ligue 1,19.0,1997.0,8.0,6.0,480.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1765,Tom Mickel,de GER,GK,Hamburger SV,Bundesliga,27.0,1989.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1766,Giulio Migliaccio,it ITA,"DF,MF",Atalanta,Serie A,35.0,1981.0,3.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1768,Simon Mignolet,be BEL,GK,Liverpool,Premier League,28.0,1988.0,28.0,28.0,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1769,Guido Milán,ar ARG,DF,Metz,Ligue 1,29.0,1987.0,22.0,18.0,1734.0,19.3,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.05,0.0,0.05,0.05,0.05
1770,Hrvoje Milić,hr CRO,"MF,DF",Fiorentina,Serie A,27.0,1989.0,17.0,16.0,1250.0,13.9,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.29,0.29,0.0,0.29
1771,Hrvoje Miličević,ba BIH,DF,Pescara,Serie A,23.0,1993.0,3.0,1.0,133.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1772,Arkadiusz Milik,pl POL,FW,Napoli,Serie A,22.0,1994.0,17.0,4.0,559.0,6.2,5.0,1.0,6.0,5.0,0.0,0.0,1.0,0.0,0.81,0.16,0.97,0.81,0.97
1773,Sergej Milinković-Savić,rs SRB,MF,Lazio,Serie A,21.0,1995.0,34.0,31.0,2727.0,30.3,4.0,7.0,11.0,4.0,0.0,0.0,8.0,0.0,0.13,0.23,0.36,0.13,0.36
1774,Luka Milivojević,rs SRB,MF,Crystal Palace,Premier League,25.0,1991.0,14.0,14.0,1224.0,13.6,2.0,1.0,3.0,0.0,2.0,2.0,4.0,0.0,0.15,0.07,0.22,0.0,0.07
1775,James Milner,eng ENG,DF,Liverpool,Premier League,30.0,1986.0,36.0,36.0,3154.0,35.0,7.0,3.0,10.0,0.0,7.0,8.0,5.0,0.0,0.2,0.09,0.29,0.0,0.09
1776,Alexander Milošević,se SWE,DF,Darmstadt 98,Bundesliga,24.0,1992.0,18.0,18.0,1597.0,17.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1777,Santi Mina,es ESP,"FW,MF",Valencia,La Liga,20.0,1995.0,29.0,13.0,1410.0,15.7,6.0,2.0,8.0,6.0,0.0,0.0,2.0,0.0,0.38,0.13,0.51,0.38,0.51
1778,Tyrone Mings,eng ENG,DF,Bournemouth,Premier League,23.0,1993.0,7.0,5.0,506.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779,Rafa Mir,es ESP,FW,Valencia,La Liga,19.0,1997.0,2.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1780,Kevin Mirallas,be BEL,"FW,MF",Everton,Premier League,28.0,1987.0,35.0,23.0,2074.0,23.0,4.0,7.0,11.0,4.0,0.0,0.0,2.0,0.0,0.17,0.3,0.48,0.17,0.48
1781,Miranda,br BRA,DF,Inter,Serie A,31.0,1984.0,32.0,32.0,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1782,Antonio Mirante,it ITA,GK,Bologna,Serie A,33.0,1983.0,21.0,21.0,1879.0,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1783,Simone Missiroli,it ITA,MF,Sassuolo,Serie A,30.0,1986.0,13.0,9.0,761.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1784,Demetri Mitchell,eng ENG,DF,Manchester Utd,Premier League,19.0,1997.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785,Alexandru Mitriță,ro ROU,"MF,FW",Pescara,Serie A,21.0,1995.0,15.0,4.0,553.0,6.1,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.16,0.33,0.49,0.16,0.49
1786,Maximilian Mittelstädt,de GER,"DF,MF",Hertha BSC,Bundesliga,19.0,1997.0,12.0,5.0,466.0,5.2,0.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.19,0.19,0.0,0.19
