,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK
702,Jermain Defoe,GBR,FW,Sunderland,eng Premier League,32.0,1982.0,33.0,28.0,2550.0,28.3,15.0,1.0,14.0,1.0,1.0,3.0,0.0,0.53,0.04,0.56,0.49,0.53
703,Grégoire Defrel,MTQ,FW,Sassuolo,it Serie A,24.0,1991.0,33.0,24.0,2050.0,22.8,7.0,3.0,7.0,0.0,0.0,3.0,1.0,0.31,0.13,0.44,0.31,0.44
704,Romain Del Castillo,FRA,"FW,MF",Lyon,fr Ligue 1,19.0,1996.0,2.0,0.0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
705,Damien Delaney,IRL,DF,Crystal Palace,eng Premier League,34.0,1981.0,32.0,32.0,2880.0,32.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,0.06,0.09,0.16,0.06,0.16
706,Jonathan Delaplace,FRA,MF,Caen,fr Ligue 1,29.0,1986.0,22.0,21.0,1560.0,17.3,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.12,0.12,0.0,0.12
707,Fabio Della Giovanna,ITA,DF,Inter,it Serie A,18.0,1997.0,1.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708,Andy Delort,DZA,FW,Caen,fr Ligue 1,23.0,1991.0,36.0,34.0,3137.0,34.9,12.0,2.0,8.0,4.0,5.0,5.0,0.0,0.34,0.06,0.4,0.23,0.29
709,Fabian Delph,GBR,MF,Manchester City,eng Premier League,25.0,1989.0,17.0,8.0,753.0,8.4,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.24,0.24
710,Mana Dembélé,MLI,FW,Guingamp,fr Ligue 1,26.0,1988.0,13.0,4.0,432.0,4.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
711,Mousa Dembélé,BEL,MF,Tottenham,eng Premier League,28.0,1987.0,29.0,27.0,2265.0,25.2,3.0,1.0,3.0,0.0,0.0,3.0,0.0,0.12,0.04,0.16,0.12,0.16
712,Ousmane Dembélé,FRA,"MF,FW",Rennes,fr Ligue 1,18.0,1997.0,26.0,22.0,1900.0,21.1,12.0,5.0,11.0,1.0,1.0,1.0,0.0,0.57,0.24,0.81,0.52,0.76
713,Martín Demichelis,ARG,DF,Manchester City,eng Premier League,34.0,1980.0,20.0,10.0,1021.0,11.3,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
714,Johannes van den Bergh,DEU,MF,Hertha BSC,de Bundesliga,28.0,1986.0,13.0,1.0,236.0,2.6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.38,0.38,0.0,0.38
715,Germán Denis,ARG,FW,Atalanta,it Serie A,33.0,1981.0,15.0,12.0,974.0,10.8,4.0,1.0,3.0,1.0,2.0,0.0,0.0,0.37,0.09,0.46,0.28,0.37
716,Memphis Depay,NLD,MF,Manchester Utd,eng Premier League,21.0,1994.0,29.0,16.0,1484.0,16.5,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.12,0.0,0.12,0.12,0.12
717,Mathieu Deplagne,FRA,DF,Montpellier,fr Ligue 1,23.0,1991.0,25.0,21.0,1798.0,20.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
718,Rafael van der Vaart,NLD,MF,Betis,es La Liga,32.0,1983.0,7.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
719,Gregory van der Wiel,NLD,DF,Paris S-G,fr Ligue 1,27.0,1988.0,17.0,16.0,1378.0,15.3,2.0,3.0,2.0,0.0,0.0,2.0,0.0,0.13,0.2,0.33,0.13,0.33
720,Mattia Destro,ITA,FW,Bologna,it Serie A,24.0,1991.0,27.0,25.0,2132.0,23.7,8.0,3.0,6.0,2.0,3.0,9.0,0.0,0.34,0.13,0.46,0.25,0.38
721,Gerard Deulofeu,ESP,"MF,FW",Everton,eng Premier League,21.0,1994.0,26.0,16.0,1383.0,15.4,2.0,8.0,2.0,0.0,0.0,2.0,0.0,0.13,0.52,0.65,0.13,0.65
722,Antoine Devaux,FRA,MF,Reims,fr Ligue 1,30.0,1985.0,33.0,33.0,2810.0,31.2,1.0,1.0,1.0,0.0,0.0,8.0,3.0,0.03,0.03,0.06,0.03,0.06
723,Deyverson,BRA,FW,Levante,es La Liga,24.0,1991.0,33.0,24.0,2160.0,24.0,9.0,1.0,9.0,0.0,0.0,14.0,2.0,0.37,0.04,0.42,0.37,0.42
724,Jean Deza,PER,"MF,FW",Montpellier,fr Ligue 1,22.0,1993.0,7.0,2.0,193.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725,Antonio Di Gaudio,ITA,"MF,FW",Carpi,it Serie A,25.0,1989.0,29.0,16.0,1505.0,16.7,3.0,3.0,3.0,0.0,0.0,2.0,0.0,0.18,0.18,0.36,0.18,0.36
726,Lorenzo Di Livio,ITA,MF,Roma,it Serie A,18.0,1997.0,1.0,0.0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
728,Ángel Di María,ARG,"FW,MF",Paris S-G,fr Ligue 1,27.0,1988.0,29.0,26.0,2122.0,23.6,10.0,18.0,10.0,0.0,0.0,0.0,0.0,0.42,0.76,1.19,0.42,1.19
729,Antonio Di Natale,ITA,FW,Udinese,it Serie A,37.0,1977.0,23.0,12.0,1148.0,12.8,2.0,4.0,1.0,1.0,1.0,0.0,0.0,0.16,0.31,0.47,0.08,0.39
730,Franco Di Santo,ARG,FW,Schalke 04,de Bundesliga,26.0,1989.0,25.0,13.0,1301.0,14.5,2.0,1.0,2.0,0.0,0.0,3.0,0.0,0.14,0.07,0.21,0.14,0.21
731,Issiar Dia,SEN,FW,Gazélec Ajaccio,fr Ligue 1,28.0,1987.0,11.0,5.0,358.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,Cheick Diabaté,MLI,FW,Bordeaux,fr Ligue 1,27.0,1988.0,22.0,17.0,1440.0,16.0,10.0,4.0,9.0,1.0,1.0,0.0,1.0,0.62,0.25,0.87,0.56,0.81
733,Abou Diaby,FRA,MF,Marseille,fr Ligue 1,29.0,1986.0,3.0,2.0,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
734,Fallou Diagne,SEN,DF,Rennes,fr Ligue 1,25.0,1989.0,22.0,21.0,1858.0,20.6,5.0,0.0,3.0,2.0,2.0,7.0,0.0,0.24,0.0,0.24,0.15,0.15
735,Modibo Diakité,FRA,DF,Frosinone,it Serie A,28.0,1987.0,18.0,18.0,1620.0,18.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.06,0.0,0.06,0.06,0.06
736,Modibo Diakité,FRA,DF,Sampdoria,it Serie A,28.0,1987.0,8.0,7.0,651.0,7.2,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
737,Abdoulaye Diallo,SEN,GK,Rennes,fr Ligue 1,23.0,1992.0,7.0,7.0,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
738,Mustapha Diallo,SEN,MF,Guingamp,fr Ligue 1,29.0,1986.0,30.0,21.0,1913.0,21.3,1.0,2.0,1.0,0.0,0.0,12.0,0.0,0.05,0.09,0.14,0.05,0.14
739,Sadio Diallo,GIN,"MF,FW",Bastia,fr Ligue 1,24.0,1990.0,15.0,9.0,711.0,7.9,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.25,0.25,0.51,0.25,0.51
740,Alessandro Diamanti,ITA,"FW,MF",Watford,eng Premier League,32.0,1983.0,3.0,0.0,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
741,Alessandro Diamanti,ITA,"FW,MF",Atalanta,it Serie A,32.0,1983.0,16.0,9.0,857.0,9.5,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.11,0.11,0.21,0.11,0.21
742,Lassana Diarra,FRA,MF,Marseille,fr Ligue 1,30.0,1985.0,26.0,25.0,2084.0,23.2,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.04,0.04,0.09,0.04,0.09
743,Amadou Diawara,GIN,MF,Bologna,it Serie A,18.0,1997.0,34.0,31.0,2731.0,30.3,0.0,1.0,0.0,0.0,0.0,11.0,2.0,0.0,0.03,0.03,0.0,0.03
744,Júnior Díaz,CRI,DF,Darmstadt 98,de Bundesliga,31.0,1983.0,12.0,9.0,868.0,9.6,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
745,Marcelo Díaz,CHL,MF,Celta Vigo,es La Liga,28.0,1986.0,14.0,10.0,985.0,10.9,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.09,0.09,0.0,0.09
746,Marcelo Díaz,CHL,MF,Hamburger SV,de Bundesliga,28.0,1986.0,11.0,4.0,466.0,5.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
747,Néstor Díaz,ESP,GK,Celta Vigo,es La Liga,23.0,1992.0,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
748,Daniel Didavi,DEU,"MF,FW",Stuttgart,de Bundesliga,25.0,1990.0,31.0,30.0,2420.0,26.9,13.0,3.0,11.0,2.0,2.0,9.0,1.0,0.48,0.11,0.6,0.41,0.52
749,Étienne Didot,FRA,MF,Toulouse,fr Ligue 1,32.0,1983.0,23.0,21.0,1642.0,18.2,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.11,0.11,0.0,0.11
750,Serey Die,CIV,MF,Stuttgart,de Bundesliga,30.0,1984.0,23.0,23.0,1815.0,20.2,1.0,2.0,1.0,0.0,0.0,9.0,1.0,0.05,0.1,0.15,0.05,0.15
751,Diego,BRA,"MF,FW",Reims,fr Ligue 1,27.0,1988.0,23.0,15.0,1448.0,16.1,3.0,3.0,2.0,1.0,1.0,4.0,0.0,0.19,0.19,0.37,0.12,0.31
752,Dennis Diekmeier,DEU,DF,Hamburger SV,de Bundesliga,25.0,1989.0,22.0,15.0,1447.0,16.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
754,Eric Dier,GBR,MF,Tottenham,eng Premier League,21.0,1994.0,37.0,37.0,3263.0,36.3,3.0,2.0,3.0,0.0,0.0,10.0,0.0,0.08,0.06,0.14,0.08,0.14
755,Charles Diers,FRA,MF,Angers,fr Ligue 1,34.0,1981.0,15.0,5.0,488.0,5.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18
756,Tim Dierßen,DEU,MF,Hannover 96,de Bundesliga,19.0,1996.0,1.0,0.0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
757,Didier Digard,FRA,MF,Betis,es La Liga,29.0,1986.0,8.0,2.0,298.0,3.3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
758,Lucas Digne,FRA,DF,Roma,it Serie A,22.0,1993.0,33.0,32.0,2857.0,31.7,3.0,3.0,3.0,0.0,0.0,4.0,0.0,0.09,0.09,0.19,0.09,0.19
759,Ismaël Diomandé,CIV,MF,Caen,fr Ligue 1,22.0,1992.0,6.0,5.0,406.0,4.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
760,Ismaël Diomandé,CIV,MF,Saint-Étienne,fr Ligue 1,22.0,1992.0,7.0,3.0,305.0,3.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
761,Federico Dionisi,ITA,FW,Frosinone,it Serie A,28.0,1987.0,32.0,28.0,2443.0,27.1,9.0,4.0,8.0,1.0,1.0,11.0,1.0,0.33,0.15,0.48,0.29,0.44
762,Issa Diop,FRA,DF,Toulouse,fr Ligue 1,18.0,1997.0,21.0,21.0,1890.0,21.0,1.0,0.0,1.0,0.0,0.0,5.0,2.0,0.05,0.0,0.05,0.05,0.05
763,Papakouli Diop,SEN,MF,Espanyol,es La Liga,29.0,1986.0,30.0,29.0,2481.0,27.6,3.0,1.0,3.0,0.0,0.0,15.0,1.0,0.11,0.04,0.15,0.11,0.15
764,Assane Dioussé,SEN,MF,Empoli,it Serie A,17.0,1997.0,15.0,9.0,864.0,9.6,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
765,Nabil Dirar,MAR,"MF,FW",Monaco,fr Ligue 1,29.0,1986.0,20.0,20.0,1548.0,17.2,2.0,9.0,2.0,0.0,0.0,2.0,1.0,0.12,0.52,0.64,0.12,0.64
766,Sylvain Distin,FRA,DF,Bournemouth,eng Premier League,37.0,1977.0,12.0,9.0,843.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
767,Brice Dja Djédjé,CIV,DF,Marseille,fr Ligue 1,24.0,1990.0,19.0,17.0,1476.0,16.4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
768,Constant Djakpa,CIV,"DF,MF",Eint Frankfurt,de Bundesliga,28.0,1986.0,12.0,8.0,752.0,8.4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
769,Koffi Djidji,CIV,DF,Nantes,fr Ligue 1,22.0,1992.0,22.0,20.0,1794.0,19.9,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
770,Alexander Djiku,GHA,DF,Bastia,fr Ligue 1,20.0,1994.0,20.0,19.0,1510.0,16.8,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
771,Papy Djilobodji,SEN,DF,Werder Bremen,de Bundesliga,26.0,1988.0,14.0,14.0,1260.0,14.0,2.0,1.0,2.0,0.0,0.0,6.0,0.0,0.14,0.07,0.21,0.14,0.21
772,Berat Djimsiti,ALB,DF,Atalanta,it Serie A,22.0,1993.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
773,Johan Djourou,CHE,DF,Hamburger SV,de Bundesliga,28.0,1987.0,26.0,26.0,2292.0,25.5,2.0,0.0,2.0,0.0,0.0,7.0,1.0,0.08,0.0,0.08,0.08,0.08
774,Dodô,BRA,"MF,DF",Sampdoria,it Serie A,23.0,1992.0,17.0,16.0,1420.0,15.8,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.06,0.06,0.0,0.06
775,Joe Dodoo,GBR,"FW,MF",Leicester City,eng Premier League,20.0,1995.0,1.0,0.0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
776,Jaume Doménech,ESP,GK,Valencia,es La Liga,24.0,1990.0,17.0,17.0,1530.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
777,Álvaro Domínguez,ESP,DF,M'Gladbach,de Bundesliga,26.0,1989.0,6.0,5.0,473.0,5.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
778,Juan Domínguez,ESP,MF,La Coruña,es La Liga,25.0,1990.0,5.0,2.0,185.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780,Maurizio Domizzi,ITA,DF,Udinese,it Serie A,35.0,1980.0,5.0,3.0,272.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
781,Giulio Donati,ITA,DF,Mainz 05,de Bundesliga,25.0,1990.0,11.0,11.0,933.0,10.4,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
782,Giulio Donati,ITA,DF,Leverkusen,de Bundesliga,25.0,1990.0,12.0,10.0,931.0,10.3,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
783,Ji Dong-won,KOR,"MF,FW",Augsburg,de Bundesliga,24.0,1991.0,21.0,7.0,791.0,8.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
784,Gianluigi Donnarumma,ITA,GK,Milan,it Serie A,16.0,1999.0,30.0,30.0,2628.0,29.2,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
785,Godfred Donsah,GHA,MF,Bologna,it Serie A,19.0,1996.0,20.0,18.0,1344.0,14.9,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.13,0.13,0.27,0.13,0.27
786,Férébory Doré,COG,"FW,MF",Angers,fr Ligue 1,26.0,1989.0,9.0,7.0,619.0,6.9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
787,Dória,BRA,DF,Granada,es La Liga,20.0,1994.0,8.0,7.0,622.0,6.9,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
788,Graham Dorrans,SYC,MF,Norwich City,eng Premier League,28.0,1987.0,21.0,14.0,1287.0,14.3,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.07,0.07,0.0,0.07
789,Jonathan dos Santos,MEX,MF,Villarreal,es La Liga,25.0,1990.0,26.0,20.0,1758.0,19.5,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.05,0.05,0.0,0.05
790,Laurent Dos Santos,FRA,DF,Guingamp,fr Ligue 1,21.0,1993.0,9.0,6.0,601.0,6.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
791,Mauro dos Santos,ARG,DF,Eibar,es La Liga,26.0,1989.0,31.0,30.0,2682.0,29.8,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.03,0.03,0.0,0.03
792,Bas Dost,NLD,FW,Wolfsburg,de Bundesliga,26.0,1989.0,22.0,14.0,1364.0,15.2,8.0,2.0,7.0,1.0,1.0,0.0,0.0,0.53,0.13,0.66,0.46,0.59
793,Nicolas Douchez,FRA,GK,Paris S-G,fr Ligue 1,35.0,1980.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
794,Abdoulaye Doucouré,MLI,MF,Granada,es La Liga,22.0,1993.0,15.0,13.0,1157.0,12.9,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.16,0.16,0.0,0.16
795,Abdoulaye Doucouré,MLI,"MF,FW",Rennes,fr Ligue 1,22.0,1993.0,16.0,11.0,947.0,10.5,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.19,0.19,0.38,0.19,0.38
796,Douglas,BRA,DF,Barcelona,es La Liga,24.0,1990.0,1.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
797,Seydou Doumbia,CIV,FW,Newcastle Utd,eng Premier League,27.0,1987.0,3.0,0.0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798,Tongo Doumbia,MLI,MF,Toulouse,fr Ligue 1,25.0,1989.0,25.0,22.0,1888.0,21.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.05,0.05,0.1,0.05,0.1
799,Kieran Dowell,GBR,MF,Everton,eng Premier League,17.0,1997.0,2.0,1.0,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,Boukary Dramé,SEN,"DF,MF",Atalanta,it Serie A,30.0,1985.0,25.0,25.0,2050.0,22.8,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
801,Julian Draxler,DEU,MF,Wolfsburg,de Bundesliga,21.0,1993.0,21.0,19.0,1517.0,16.9,5.0,5.0,5.0,0.0,0.0,4.0,1.0,0.3,0.3,0.59,0.3,0.59
802,Julian Draxler,DEU,MF,Schalke 04,de Bundesliga,21.0,1993.0,3.0,3.0,252.0,2.8,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.36,0.0,0.36,0.36,0.36
803,Dejan Dražić,SRB,MF,Celta Vigo,es La Liga,19.0,1995.0,6.0,1.0,105.0,1.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
804,Matthieu Dreyer,FRA,GK,Troyes,fr Ligue 1,26.0,1989.0,15.0,15.0,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806,Danny Drinkwater,GBR,MF,Leicester City,eng Premier League,25.0,1990.0,35.0,35.0,3033.0,33.7,3.0,7.0,3.0,0.0,0.0,4.0,1.0,0.09,0.21,0.3,0.09,0.3
807,Josip Drmić,CHE,MF,Hamburger SV,de Bundesliga,22.0,1992.0,6.0,5.0,418.0,4.6,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.22,0.0,0.22,0.22,0.22
808,Josip Drmić,CHE,FW,M'Gladbach,de Bundesliga,22.0,1992.0,13.0,4.0,448.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2
809,Jaroslav Drobný,CZE,GK,Hamburger SV,de Bundesliga,35.0,1979.0,10.0,9.0,847.0,9.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
810,Óscar Duarte,CRI,"DF,MF",Espanyol,es La Liga,26.0,1989.0,14.0,13.0,1195.0,13.3,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.08,0.0,0.08,0.08,0.08
811,Rubén Duarte,ESP,DF,Espanyol,es La Liga,19.0,1995.0,22.0,21.0,1863.0,20.7,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.05,0.05,0.0,0.05
812,Leo Dubois,FRA,DF,Nantes,fr Ligue 1,20.0,1994.0,24.0,22.0,1982.0,22.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
813,David Ducourtioux,FRA,MF,Gazélec Ajaccio,fr Ligue 1,37.0,1978.0,33.0,29.0,2654.0,29.5,0.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,0.1,0.1,0.0,0.1
814,Duda,PRT,MF,Málaga,es La Liga,35.0,1980.0,26.0,10.0,1072.0,11.9,1.0,1.0,1.0,0.0,1.0,5.0,0.0,0.08,0.08,0.17,0.08,0.17
815,Paul Dummett,GB-WLS,DF,Newcastle Utd,eng Premier League,23.0,1991.0,23.0,23.0,1892.0,21.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.05,0.0,0.05,0.05,0.05
816,Alfred Duncan,GHA,MF,Sassuolo,it Serie A,22.0,1993.0,33.0,27.0,2488.0,27.6,1.0,5.0,1.0,0.0,0.0,5.0,0.0,0.04,0.18,0.22,0.04,0.22
817,Maxime Dupé,FRA,GK,Nantes,fr Ligue 1,22.0,1993.0,7.0,7.0,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818,Erik Durm,DEU,"DF,MF",Dortmund,de Bundesliga,23.0,1992.0,14.0,10.0,865.0,9.6,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.1,0.1,0.21,0.1,0.21
819,Paulo Dybala,ARG,FW,Juventus,it Serie A,21.0,1993.0,34.0,29.0,2443.0,27.1,19.0,9.0,13.0,6.0,6.0,1.0,0.0,0.7,0.33,1.03,0.48,0.81
820,Nathan Dyer,GBR,"FW,MF",Leicester City,eng Premier League,27.0,1987.0,12.0,0.0,220.0,2.4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.41,0.0,0.41,0.41,0.41
821,Nathan Dyer,GBR,"FW,MF",Swansea City,eng Premier League,27.0,1987.0,1.0,0.0,19.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74,4.74,0.0,4.74
822,Edin Džeko,BIH,FW,Roma,it Serie A,29.0,1986.0,31.0,21.0,1959.0,21.8,8.0,6.0,6.0,2.0,2.0,4.0,1.0,0.37,0.28,0.64,0.28,0.55
823,Blerim Džemaili,CHE,MF,Genoa,it Serie A,29.0,1986.0,27.0,22.0,1780.0,19.8,3.0,2.0,3.0,0.0,0.0,7.0,1.0,0.15,0.1,0.25,0.15,0.25
824,Patrick Ebert,DEU,MF,Rayo Vallecano,es La Liga,28.0,1987.0,9.0,7.0,555.0,6.2,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
825,Elderson Echiéjilé,NGA,DF,Monaco,fr Ligue 1,27.0,1988.0,20.0,18.0,1569.0,17.4,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.06,0.06,0.0,0.06
826,Edenílson,BRA,MF,Udinese,it Serie A,25.0,1989.0,29.0,26.0,2204.0,24.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
827,Éder,PRT,FW,Swansea City,eng Premier League,27.0,1987.0,13.0,2.0,276.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,Éder,ITA,FW,Sampdoria,it Serie A,28.0,1986.0,19.0,19.0,1639.0,18.2,12.0,2.0,9.0,3.0,3.0,2.0,0.0,0.66,0.11,0.77,0.49,0.6
829,Éder,ITA,"FW,MF",Inter,it Serie A,28.0,1986.0,14.0,8.0,751.0,8.3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.12,0.0,0.12,0.12,0.12
830,Éder,PRT,FW,Lille,fr Ligue 1,27.0,1987.0,13.0,12.0,1071.0,11.9,6.0,4.0,5.0,1.0,1.0,1.0,0.0,0.5,0.34,0.84,0.42,0.76
832,Simone Edera,ITA,MF,Torino,it Serie A,18.0,1997.0,2.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833,Maximilian Eggestein,DEU,"MF,FW",Werder Bremen,de Bundesliga,18.0,1996.0,7.0,2.0,174.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834,Albin Ekdal,SWE,MF,Hamburger SV,de Bundesliga,26.0,1989.0,14.0,14.0,1138.0,12.6,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
835,Borja Ekiza,ESP,DF,Eibar,es La Liga,27.0,1988.0,4.0,2.0,189.0,2.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
836,Rob Elliot,IRL,GK,Newcastle Utd,eng Premier League,29.0,1986.0,21.0,21.0,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
