,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK
1428,Erwin Koffi,FRA,FW,Lorient,fr Ligue 1,20.0,1995.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1430,Florian Kohls,DEU,MF,Hertha BSC,de Bundesliga,20.0,1995.0,1.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1431,Dominik Kohr,DEU,MF,Augsburg,de Bundesliga,21.0,1994.0,31.0,30.0,2479.0,27.5,0.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,0.11,0.11,0.0,0.11
1432,Koke,ESP,MF,Atlético Madrid,es La Liga,23.0,1992.0,35.0,34.0,2967.0,33.0,5.0,12.0,5.0,0.0,0.0,4.0,0.0,0.15,0.36,0.52,0.15,0.52
1433,Aleksandar Kolarov,SRB,DF,Manchester City,eng Premier League,29.0,1985.0,29.0,25.0,2283.0,25.4,3.0,3.0,3.0,0.0,1.0,3.0,0.0,0.12,0.12,0.24,0.12,0.24
1434,Sead Kolašinac,BIH,"DF,MF",Schalke 04,de Bundesliga,22.0,1993.0,23.0,18.0,1574.0,17.5,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.06,0.0,0.06,0.06,0.06
1435,Timothée Kolodziejczak,FRA,DF,Sevilla,es La Liga,23.0,1991.0,29.0,26.0,2385.0,26.5,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
1436,Vincent Kompany,BEL,DF,Manchester City,eng Premier League,29.0,1986.0,14.0,13.0,1179.0,13.1,2.0,0.0,2.0,0.0,0.0,5.0,0.0,0.15,0.0,0.15,0.15,0.15
1437,Geoffrey Kondogbia,CAF,MF,Inter,it Serie A,22.0,1993.0,26.0,23.0,1988.0,22.1,1.0,0.0,1.0,0.0,0.0,6.0,1.0,0.05,0.0,0.05,0.05,0.05
1438,Arouna Koné,CIV,"MF,FW",Everton,eng Premier League,31.0,1983.0,25.0,16.0,1456.0,16.2,5.0,4.0,5.0,0.0,0.0,1.0,0.0,0.31,0.25,0.56,0.31,0.56
1439,Bakary Koné,BFA,DF,Lyon,fr Ligue 1,27.0,1988.0,6.0,4.0,432.0,4.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1440,Lamine Koné,CIV,DF,Sunderland,eng Premier League,26.0,1989.0,15.0,15.0,1314.0,14.6,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.14,0.07,0.21,0.14,0.21
1441,Lamine Koné,CIV,DF,Lorient,fr Ligue 1,26.0,1989.0,18.0,17.0,1552.0,17.2,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
1442,Mory Koné,CIV,DF,Troyes,fr Ligue 1,21.0,1994.0,3.0,3.0,238.0,2.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.38,0.0,0.38
1443,Panagiotis Kone,GRC,MF,Udinese,it Serie A,28.0,1987.0,5.0,2.0,232.0,2.6,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.39,0.39,0.0,0.39
1444,Panagiotis Kone,GRC,MF,Fiorentina,it Serie A,28.0,1987.0,1.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445,Youssouf Koné,MLI,DF,Lille,fr Ligue 1,20.0,1995.0,1.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1446,Abdoulay Konko,FRA,DF,Lazio,it Serie A,31.0,1984.0,18.0,17.0,1529.0,17.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1447,Yevhen Konoplyanka,UKR,MF,Sevilla,es La Liga,25.0,1989.0,32.0,15.0,1620.0,18.0,4.0,2.0,3.0,1.0,1.0,4.0,0.0,0.22,0.11,0.33,0.17,0.28
1448,Julian Korb,DEU,"DF,MF",M'Gladbach,de Bundesliga,23.0,1992.0,17.0,14.0,1265.0,14.1,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.07,0.07,0.14,0.07,0.14
1449,Laurent Koscielny,FRA,DF,Arsenal,eng Premier League,29.0,1985.0,33.0,33.0,2845.0,31.6,4.0,0.0,4.0,0.0,0.0,3.0,0.0,0.13,0.0,0.13,0.13,0.13
1450,Filip Kostić,SRB,MF,Stuttgart,de Bundesliga,22.0,1992.0,30.0,30.0,2592.0,28.8,5.0,5.0,4.0,1.0,1.0,5.0,0.0,0.17,0.17,0.35,0.14,0.31
1451,Christian Kouakou,CIV,FW,Caen,fr Ligue 1,24.0,1991.0,6.0,0.0,129.0,1.4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7,0.0,0.7,0.7,0.7
1452,Kalidou Koulibaly,SEN,DF,Napoli,it Serie A,24.0,1991.0,33.0,32.0,2888.0,32.1,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
1453,Cheikhou Kouyaté,SEN,MF,West Ham,eng Premier League,25.0,1989.0,34.0,34.0,3007.0,33.4,5.0,2.0,5.0,0.0,0.0,5.0,1.0,0.15,0.06,0.21,0.15,0.21
1454,Mateo Kovačić,HRV,MF,Real Madrid,es La Liga,21.0,1994.0,25.0,8.0,1037.0,11.5,0.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.17,0.17,0.0,0.17
1456,Libor Kozák,CZE,FW,Aston Villa,eng Premier League,26.0,1989.0,4.0,3.0,258.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1457,Vincent Koziello,FRA,MF,Nice,fr Ligue 1,19.0,1995.0,35.0,32.0,2701.0,30.0,3.0,6.0,3.0,0.0,0.0,9.0,0.0,0.1,0.2,0.3,0.1,0.3
1458,Thomas Kraft,DEU,GK,Hertha BSC,de Bundesliga,27.0,1988.0,6.0,6.0,495.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1459,Emil Krafth,SWE,DF,Bologna,it Serie A,20.0,1994.0,4.0,2.0,146.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1460,Oliver Kragl,DEU,"FW,MF",Frosinone,it Serie A,25.0,1990.0,15.0,12.0,925.0,10.3,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.1,0.0,0.1,0.1,0.1
1461,Andrej Kramarić,HRV,"FW,MF",Leicester City,eng Premier League,24.0,1991.0,2.0,0.0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1462,Andrej Kramarić,HRV,FW,Hoffenheim,de Bundesliga,24.0,1991.0,15.0,12.0,1085.0,12.1,5.0,2.0,4.0,1.0,2.0,1.0,1.0,0.41,0.17,0.58,0.33,0.5
1463,Christoph Kramer,DEU,MF,Leverkusen,de Bundesliga,24.0,1991.0,28.0,28.0,2397.0,26.6,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.04,0.04,0.0,0.04
1464,Matías Kranevitter,ARG,MF,Atlético Madrid,es La Liga,22.0,1993.0,8.0,3.0,329.0,3.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1465,Artem Kravets,UKR,FW,Stuttgart,de Bundesliga,26.0,1989.0,15.0,5.0,593.0,6.6,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.15,0.3,0.46,0.15,0.46
1466,Dario Krešić,HRV,GK,Leverkusen,de Bundesliga,31.0,1984.0,1.0,1.0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1467,Rene Krhin,SVN,MF,Granada,es La Liga,25.0,1990.0,24.0,16.0,1434.0,15.9,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1468,Bojan Krkić,ESP,"MF,FW",Stoke City,eng Premier League,24.0,1990.0,27.0,22.0,1697.0,18.9,7.0,1.0,5.0,2.0,2.0,2.0,0.0,0.37,0.05,0.42,0.27,0.32
1469,Michael Krohn-Dehli,DNK,MF,Sevilla,es La Liga,32.0,1983.0,27.0,16.0,1663.0,18.5,1.0,3.0,1.0,0.0,0.0,3.0,0.0,0.05,0.16,0.22,0.05,0.22
1470,Felix Kroos,DEU,MF,Werder Bremen,de Bundesliga,24.0,1991.0,8.0,2.0,257.0,2.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1471,Toni Kroos,DEU,MF,Real Madrid,es La Liga,25.0,1990.0,32.0,32.0,2738.0,30.4,1.0,10.0,1.0,0.0,0.0,3.0,0.0,0.03,0.33,0.36,0.03,0.36
1472,Nenad Krstičić,SRB,MF,Sampdoria,it Serie A,25.0,1990.0,10.0,6.0,544.0,6.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.17,0.17,0.0,0.17
1473,Tim Krul,NLD,GK,Newcastle Utd,eng Premier League,27.0,1988.0,8.0,8.0,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1474,Rade Krunić,BIH,MF,Empoli,it Serie A,21.0,1993.0,15.0,5.0,499.0,5.5,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.18,0.0,0.18,0.18,0.18
1475,Max Kruse,DEU,"FW,MF",Wolfsburg,de Bundesliga,27.0,1988.0,32.0,28.0,2420.0,26.9,6.0,6.0,6.0,0.0,0.0,3.0,0.0,0.22,0.22,0.45,0.22,0.45
1476,Robbie Kruse,AUS,"FW,MF",Stuttgart,de Bundesliga,26.0,1988.0,3.0,0.0,102.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1477,Robbie Kruse,AUS,MF,Leverkusen,de Bundesliga,26.0,1988.0,9.0,2.0,348.0,3.9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1478,Grzegorz Krychowiak,POL,MF,Sevilla,es La Liga,25.0,1990.0,26.0,25.0,2270.0,25.2,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1479,Juraj Kucka,SVK,MF,Genoa,it Serie A,28.0,1987.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1480,Juraj Kucka,SVK,MF,Milan,it Serie A,28.0,1987.0,29.0,24.0,2077.0,23.1,1.0,3.0,1.0,0.0,0.0,11.0,0.0,0.04,0.13,0.17,0.04,0.17
1482,Kevin Kurányi,DEU,FW,Hoffenheim,de Bundesliga,33.0,1982.0,14.0,5.0,527.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1483,Jasmin Kurtić,SVN,MF,Atalanta,it Serie A,26.0,1989.0,32.0,30.0,2404.0,26.7,2.0,0.0,2.0,0.0,0.0,6.0,1.0,0.07,0.0,0.07,0.07,0.07
1484,Layvin Kurzawa,FRA,DF,Paris S-G,fr Ligue 1,22.0,1992.0,16.0,14.0,1289.0,14.3,3.0,3.0,3.0,0.0,0.0,1.0,0.0,0.21,0.21,0.42,0.21,0.42
1485,Layvin Kurzawa,FRA,DF,Monaco,fr Ligue 1,22.0,1992.0,3.0,3.0,228.0,2.5,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.39,0.79,1.18,0.39,1.18
1486,Zdravko Kuzmanović,SRB,MF,Udinese,it Serie A,27.0,1987.0,16.0,13.0,1131.0,12.6,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1487,Enock Kwateng,FRA,DF,Nantes,fr Ligue 1,18.0,1997.0,2.0,0.0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1488,Grejohn Kyei,FRA,FW,Reims,fr Ligue 1,19.0,1995.0,16.0,7.0,727.0,8.1,3.0,2.0,2.0,1.0,1.0,3.0,0.0,0.37,0.25,0.62,0.25,0.5
1489,Alberto de la Bella,ESP,DF,Real Sociedad,es La Liga,29.0,1985.0,15.0,14.0,1248.0,13.9,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.14,0.14,0.0,0.14
1490,Antonino La Gumina,ITA,FW,Palermo,it Serie A,19.0,1996.0,3.0,0.0,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1491,Zakarie Labidi,FRA,MF,Lyon,fr Ligue 1,20.0,1995.0,3.0,0.0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1492,Gaëtan Laborde,FRA,"FW,MF",Bordeaux,fr Ligue 1,21.0,1994.0,1.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1493,Alexandre Lacazette,FRA,FW,Lyon,fr Ligue 1,24.0,1991.0,34.0,34.0,2957.0,32.9,21.0,3.0,19.0,2.0,2.0,5.0,0.0,0.64,0.09,0.73,0.58,0.67
1494,Mehdi Lacen,DZA,MF,Getafe,es La Liga,31.0,1984.0,31.0,31.0,2660.0,29.6,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
1495,Kyle Lafferty,NIC,FW,Norwich City,eng Premier League,27.0,1987.0,1.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1496,Ángel Lafita,ESP,MF,Getafe,es La Liga,30.0,1984.0,14.0,12.0,1014.0,11.3,3.0,2.0,3.0,0.0,0.0,5.0,0.0,0.27,0.18,0.44,0.27,0.44
1497,Alban Lafont,FRA,GK,Toulouse,fr Ligue 1,16.0,1999.0,24.0,24.0,2144.0,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1498,Roberto Lago,ESP,DF,Getafe,es La Liga,29.0,1985.0,17.0,17.0,1367.0,15.2,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.13,0.13,0.0,0.13
1499,Philipp Lahm,DEU,"DF,MF",Bayern Munich,de Bundesliga,31.0,1983.0,26.0,25.0,2195.0,24.4,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.04,0.04,0.08,0.04,0.08
1500,Aïssa Laïdouni,TUN,DF,Angers,fr Ligue 1,18.0,1996.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1501,Adam Lallana,GBR,"MF,FW",Liverpool,eng Premier League,27.0,1988.0,30.0,23.0,2107.0,23.4,4.0,6.0,4.0,0.0,0.0,2.0,0.0,0.17,0.26,0.43,0.17,0.43
1502,Eugenio Lamanna,ITA,GK,Genoa,it Serie A,25.0,1989.0,13.0,13.0,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1503,Rickie Lambert,GBR,FW,West Brom,eng Premier League,33.0,1982.0,19.0,5.0,625.0,6.9,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.14,0.14,0.29,0.0,0.14
1504,Érik Lamela,ARG,MF,Tottenham,eng Premier League,23.0,1992.0,34.0,28.0,2371.0,26.3,5.0,9.0,5.0,0.0,0.0,9.0,0.0,0.19,0.34,0.53,0.19,0.53
1505,Mitchell Langerak,AUS,GK,Stuttgart,de Bundesliga,26.0,1988.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1506,Sebastian Langkamp,DEU,DF,Hertha BSC,de Bundesliga,27.0,1988.0,22.0,22.0,1878.0,20.9,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.05,0.05,0.0,0.05
1508,Manuel Lanzini,ARG,MF,West Ham,eng Premier League,22.0,1993.0,26.0,23.0,1910.0,21.2,6.0,2.0,6.0,0.0,0.0,3.0,0.0,0.28,0.09,0.38,0.28,0.38
1509,Aymeric Laporte,ESP,DF,Athletic Club,es La Liga,21.0,1994.0,26.0,25.0,2211.0,24.6,3.0,1.0,3.0,0.0,0.0,9.0,2.0,0.12,0.04,0.16,0.12,0.16
1510,Danilo Larangeira,BRA,DF,Udinese,it Serie A,31.0,1984.0,34.0,34.0,2947.0,32.7,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0
1511,Mohamed Larbi,TUN,"MF,FW",Gazélec Ajaccio,fr Ligue 1,27.0,1987.0,30.0,26.0,2278.0,25.3,8.0,3.0,7.0,1.0,1.0,0.0,0.0,0.32,0.12,0.43,0.28,0.4
1512,Karim Laribi,TUN,MF,Sassuolo,it Serie A,24.0,1991.0,11.0,6.0,484.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1513,Seb Larsson,SWE,MF,Sunderland,eng Premier League,30.0,1985.0,18.0,6.0,554.0,6.2,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.16,0.16,0.0,0.16
1514,Kevin Lasagna,ITA,"FW,MF",Carpi,it Serie A,22.0,1992.0,36.0,8.0,1504.0,16.7,5.0,2.0,5.0,0.0,0.0,1.0,0.0,0.3,0.12,0.42,0.3,0.42
1515,Jamaal Lascelles,GBR,DF,Newcastle Utd,eng Premier League,21.0,1993.0,18.0,10.0,1152.0,12.8,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.16,0.0,0.16,0.16,0.16
1516,Paul Lasne,FRA,MF,Montpellier,fr Ligue 1,26.0,1989.0,9.0,6.0,517.0,5.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1517,Pierre-Michel Lasogga,DEU,FW,Hamburger SV,de Bundesliga,23.0,1991.0,30.0,21.0,1751.0,19.5,8.0,2.0,6.0,2.0,2.0,5.0,0.0,0.41,0.1,0.51,0.31,0.41
1518,Danny Latza,DEU,MF,Mainz 05,de Bundesliga,25.0,1989.0,27.0,20.0,1858.0,20.6,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.1,0.1,0.0,0.1
1519,Laure,ESP,DF,La Coruña,es La Liga,30.0,1985.0,23.0,16.0,1549.0,17.2,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1520,Vincent Laurini,FRA,DF,Empoli,it Serie A,26.0,1989.0,25.0,24.0,1949.0,21.7,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.05,0.0,0.05,0.05,0.05
1521,Wesley Lautoa,NCL,DF,Lorient,fr Ligue 1,27.0,1987.0,13.0,11.0,1009.0,11.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1522,Ezequiel Lavezzi,ARG,"FW,MF",Paris S-G,fr Ligue 1,30.0,1985.0,16.0,3.0,437.0,4.9,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.41,0.0,0.41,0.41,0.41
1523,Valentin Lavigne,FRA,FW,Lorient,fr Ligue 1,21.0,1994.0,6.0,1.0,155.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1524,Diego Laxalt,URY,"MF,FW",Genoa,it Serie A,22.0,1993.0,35.0,35.0,3072.0,34.1,3.0,4.0,3.0,0.0,0.0,3.0,0.0,0.09,0.12,0.21,0.09,0.21
1525,Miguel Layún,MEX,"MF,DF",Watford,eng Premier League,27.0,1988.0,3.0,2.0,131.0,1.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.69,0.0,0.69,0.69,0.69
1526,Achraf Lazaar,MAR,"MF,DF",Palermo,it Serie A,23.0,1992.0,30.0,26.0,2292.0,25.5,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.04,0.08,0.12,0.04,0.12
1527,Darko Lazović,SRB,FW,Genoa,it Serie A,24.0,1990.0,15.0,6.0,650.0,7.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.28,0.0,0.28
1528,Andrea Lazzari,ITA,MF,Carpi,it Serie A,30.0,1984.0,8.0,3.0,346.0,3.8,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.26,0.0,0.26,0.26,0.26
1529,Mickaël Le Bihan,FRA,FW,Nice,fr Ligue 1,25.0,1990.0,3.0,1.0,137.0,1.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.66,0.66,1.31,0.66,1.31
1530,Vincent Le Goff,FRA,DF,Lorient,fr Ligue 1,25.0,1989.0,27.0,19.0,1785.0,19.8,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1531,Maxime Le Marchand,FRA,DF,Nice,fr Ligue 1,25.0,1989.0,26.0,26.0,2196.0,24.4,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.04,0.0,0.04,0.04,0.04
1532,Nicola Leali,ITA,GK,Frosinone,it Serie A,22.0,1993.0,33.0,33.0,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1534,Jordan Leborgne,GLP,"MF,FW",Caen,fr Ligue 1,19.0,1995.0,14.0,7.0,663.0,7.4,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.14,0.14,0.0,0.14
1535,Jean-Louis Leca,FRA,GK,Bastia,fr Ligue 1,29.0,1985.0,34.0,34.0,2989.0,33.2,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1536,Mathew Leckie,AUS,FW,Ingolstadt 04,de Bundesliga,24.0,1991.0,32.0,28.0,2471.0,27.5,3.0,0.0,3.0,0.0,1.0,9.0,0.0,0.11,0.0,0.11,0.11,0.11
1537,Benjamin Lecomte,FRA,GK,Lorient,fr Ligue 1,24.0,1991.0,37.0,37.0,3241.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1538,Joe Ledley,GB-WLS,MF,Crystal Palace,eng Premier League,28.0,1987.0,19.0,11.0,981.0,10.9,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.09,0.0,0.09,0.09,0.09
1539,Matthias Lehmann,DEU,MF,Köln,de Bundesliga,32.0,1983.0,32.0,31.0,2773.0,30.8,0.0,2.0,0.0,0.0,0.0,7.0,1.0,0.0,0.06,0.06,0.0,0.06
1540,Moritz Leitner,DEU,MF,Dortmund,de Bundesliga,22.0,1992.0,9.0,2.0,326.0,3.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.28,0.0,0.28
1541,Lucas Leiva,BRA,"MF,DF",Liverpool,eng Premier League,28.0,1987.0,27.0,21.0,1953.0,21.7,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.05,0.05,0.0,0.05
1542,Jonathan Leko,GBR,MF,West Brom,eng Premier League,16.0,1999.0,5.0,3.0,271.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.33
1543,Iñigo Lekue,ESP,"DF,MF",Athletic Club,es La Liga,22.0,1993.0,20.0,12.0,1159.0,12.9,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.08,0.0,0.08,0.08,0.08
1544,Reynald Lemaître,FRA,DF,Guingamp,fr Ligue 1,32.0,1983.0,6.0,5.0,450.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1545,Thomas Lemar,FRA,"MF,FW",Monaco,fr Ligue 1,19.0,1995.0,26.0,20.0,1805.0,20.1,5.0,3.0,5.0,0.0,0.0,1.0,0.0,0.25,0.15,0.4,0.25,0.4
1546,Mario Lemina,GAB,MF,Juventus,it Serie A,21.0,1993.0,10.0,7.0,729.0,8.1,2.0,0.0,1.0,1.0,0.0,4.0,0.0,0.25,0.0,0.25,0.12,0.12
1547,Mario Lemina,GAB,MF,Marseille,fr Ligue 1,21.0,1993.0,4.0,4.0,334.0,3.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1548,Jérôme Lemoigne,FRA,MF,Gazélec Ajaccio,fr Ligue 1,32.0,1983.0,31.0,27.0,2461.0,27.3,0.0,1.0,0.0,0.0,0.0,14.0,1.0,0.0,0.04,0.04,0.0,0.04
1549,Fabien Lemoine,FRA,MF,Saint-Étienne,fr Ligue 1,28.0,1987.0,33.0,29.0,2452.0,27.2,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.04,0.04,0.0,0.04
1550,Mauricio Lemos,URY,DF,Las Palmas,es La Liga,19.0,1995.0,10.0,8.0,736.0,8.2,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1551,Ermir Lenjani,ALB,"DF,FW",Rennes,fr Ligue 1,25.0,1989.0,1.0,0.0,78.0,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,1.15,0.0,1.15
1552,Ermir Lenjani,ALB,"DF,MF",Nantes,fr Ligue 1,25.0,1989.0,20.0,15.0,1393.0,15.5,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.06,0.06,0.13,0.06,0.13
1553,Aaron Lennon,GBR,"MF,FW",Everton,eng Premier League,28.0,1987.0,25.0,17.0,1538.0,17.1,5.0,0.0,5.0,0.0,0.0,1.0,0.0,0.29,0.0,0.29,0.29,0.29
1554,Bernd Leno,DEU,GK,Leverkusen,de Bundesliga,23.0,1992.0,33.0,33.0,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1555,Jeremain Lens,NLD,"MF,FW",Sunderland,eng Premier League,27.0,1987.0,20.0,14.0,1294.0,14.4,3.0,3.0,3.0,0.0,0.0,4.0,1.0,0.21,0.21,0.42,0.21,0.42
1556,Pedro León,ESP,MF,Getafe,es La Liga,28.0,1986.0,31.0,23.0,1845.0,20.5,2.0,4.0,2.0,0.0,1.0,5.0,0.0,0.1,0.2,0.29,0.1,0.29
1557,Jefferson Lerma,COL,"MF,DF",Levante,es La Liga,20.0,1994.0,33.0,31.0,2682.0,29.8,1.0,2.0,1.0,0.0,0.0,11.0,0.0,0.03,0.07,0.1,0.03,0.1
1558,Joleon Lescott,GBR,DF,West Brom,eng Premier League,32.0,1982.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1560,Joleon Lescott,GBR,DF,Aston Villa,eng Premier League,32.0,1982.0,30.0,30.0,2629.0,29.2,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.03,0.0,0.03,0.03,0.03
1561,Alexandre Letellier,FRA,GK,Angers,fr Ligue 1,24.0,1990.0,17.0,17.0,1530.0,17.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.35,0.35,0.0,0.35
