Player,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK,Expected - xG,Expected - npxG,Expected - xAG,Expected - npxG+xAG,Per 90 Minutes - xG,Per 90 Minutes - xAG,Per 90 Minutes - xG+xAG,Per 90 Minutes - npxG,Per 90 Minutes - npxG+xAG,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - xG,Expected - npxG,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG
Weston McKennie,1802,USA,MF,Juventus,it Serie A,22.0,1998.0,21.0,15.0,1369.0,15.2,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.2,0.0,0.2,0.2,0.2,2.3,2.3,1.5,3.8,0.15,0.1,0.25,0.15,0.25,1802,USA,MF,Juventus,it Serie A,22.0,1998.0,15.2,3.0,23.0,5.0,21.7,1.51,0.33,0.13,0.6,16.5,0.0,0.0,0.0,2.3,2.3,0.1,0.7,0.7
Stuart McKinstry,1803,SYC,MF,Leeds United,eng Premier League,18.0,2002.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1803,SYC,MF,Leeds United,eng Premier League,18.0,2002.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Kenny McLean,1804,SYC,MF,Norwich City,eng Premier League,29.0,1992.0,31.0,29.0,2706.0,30.1,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.03,0.0,0.03,0.03,0.03,2.2,2.2,0.9,3.2,0.07,0.03,0.1,0.07,0.1,1804,SYC,MF,Norwich City,eng Premier League,29.0,1992.0,30.1,1.0,33.0,6.0,18.2,1.1,0.2,0.03,0.17,20.4,0.0,0.0,0.0,2.2,2.2,0.07,-1.2,-1.2
Dwight McNeil,1805,GBR,MF,Burnley,eng Premier League,21.0,1999.0,38.0,35.0,3107.0,34.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03,0.03,0.0,0.03,2.9,2.9,5.3,8.3,0.09,0.15,0.24,0.09,0.24,1805,GBR,MF,Burnley,eng Premier League,21.0,1999.0,34.5,0.0,52.0,15.0,28.8,1.51,0.43,0.0,0.0,22.8,4.0,0.0,0.0,2.9,2.9,0.06,-2.9,-2.9
Scott McTominay,1806,SYC,MF,Manchester Utd,eng Premier League,24.0,1996.0,30.0,28.0,2387.0,26.5,1.0,1.0,1.0,0.0,0.0,9.0,0.0,0.04,0.04,0.08,0.04,0.08,1.8,1.8,2.2,4.0,0.07,0.08,0.15,0.07,0.15,1806,SYC,MF,Manchester Utd,eng Premier League,24.0,1996.0,26.5,1.0,27.0,7.0,25.9,1.02,0.26,0.04,0.14,20.9,0.0,0.0,0.0,1.8,1.8,0.07,-0.8,-0.8
Gary Medel,1807,CHL,DF,Bologna,it Serie A,33.0,1987.0,33.0,32.0,2823.0,31.4,0.0,1.0,0.0,0.0,0.0,10.0,1.0,0.0,0.03,0.03,0.0,0.03,0.2,0.2,0.4,0.6,0.01,0.01,0.02,0.01,0.02,1807,CHL,DF,Bologna,it Serie A,33.0,1987.0,31.4,0.0,2.0,0.0,0.0,0.06,0.0,0.0,,11.6,0.0,0.0,0.0,0.2,0.2,0.09,-0.2,-0.2
Facundo Medina,1808,ARG,DF,Lens,fr Ligue 1,22.0,1999.0,31.0,30.0,2593.0,28.8,1.0,0.0,1.0,0.0,0.0,11.0,0.0,0.03,0.0,0.03,0.03,0.03,1.4,1.4,0.4,1.8,0.05,0.01,0.06,0.05,0.06,1808,ARG,DF,Lens,fr Ligue 1,22.0,1999.0,28.8,1.0,9.0,2.0,22.2,0.31,0.07,0.11,0.5,9.9,0.0,0.0,0.0,1.4,1.4,0.16,-0.4,-0.4
Nathan de Medina,1809,BEL,DF,Arminia,de Bundesliga,23.0,1997.0,19.0,7.0,775.0,8.6,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.04,0.0,0.04,0.04,0.04,1809,BEL,DF,Arminia,de Bundesliga,23.0,1997.0,8.6,0.0,5.0,1.0,20.0,0.58,0.12,0.0,0.0,20.8,0.0,0.0,0.0,0.3,0.3,0.06,-0.3,-0.3
Ben Mee,1810,GBR,DF,Burnley,eng Premier League,31.0,1989.0,21.0,21.0,1839.0,20.4,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.15,0.0,0.15,0.15,0.15,2.5,2.5,1.2,3.8,0.12,0.06,0.18,0.12,0.18,1810,GBR,DF,Burnley,eng Premier League,31.0,1989.0,20.4,3.0,19.0,4.0,21.1,0.93,0.2,0.16,0.75,8.7,0.0,0.0,0.0,2.5,2.5,0.13,0.5,0.5
Admir Mehmedi,1811,CHE,DF,Wolfsburg,de Bundesliga,30.0,1991.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1811,CHE,DF,Wolfsburg,de Bundesliga,30.0,1991.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Hannibal Mejbri,1812,TUN,FW,Manchester Utd,eng Premier League,18.0,2003.0,2.0,1.0,68.0,0.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.11,0.0,0.11,0.11,0.11,1812,TUN,FW,Manchester Utd,eng Premier League,18.0,2003.0,0.8,0.0,1.0,1.0,100.0,1.32,1.32,0.0,0.0,22.9,0.0,0.0,0.0,0.1,0.1,0.08,-0.1,-0.1
Farid El Melali,1813,DZA,FW,Angers,fr Ligue 1,24.0,1997.0,2.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.33,0.0,0.33,0.33,0.33,1813,DZA,FW,Angers,fr Ligue 1,24.0,1997.0,0.2,0.0,1.0,0.0,0.0,6.43,0.0,0.0,,19.8,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1
Filippo Melegoni,1814,ITA,"MF,FW",Genoa,it Serie A,22.0,1999.0,25.0,10.0,980.0,10.9,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.09,0.0,0.09,0.09,0.09,0.9,0.9,1.4,2.3,0.08,0.13,0.21,0.08,0.21,1814,ITA,"MF,FW",Genoa,it Serie A,22.0,1999.0,10.9,1.0,13.0,7.0,53.8,1.19,0.64,0.08,0.14,22.1,1.0,0.0,0.0,0.9,0.9,0.07,0.1,0.1
Óscar Melendo,1815,ESP,"MF,FW",Espanyol,es La Liga,23.0,1997.0,21.0,14.0,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.7,2.3,0.05,0.16,0.21,0.05,0.21,1815,ESP,"MF,FW",Espanyol,es La Liga,23.0,1997.0,11.0,0.0,8.0,0.0,0.0,0.73,0.0,0.0,,17.5,0.0,0.0,0.0,0.5,0.5,0.07,-0.5,-0.5
Gonzalo Melero,1816,ESP,MF,Levante,es La Liga,27.0,1994.0,29.0,20.0,1692.0,18.8,7.0,2.0,5.0,2.0,2.0,5.0,0.0,0.37,0.11,0.48,0.27,0.37,4.2,2.6,1.1,3.7,0.22,0.06,0.28,0.14,0.2,1816,ESP,MF,Levante,es La Liga,27.0,1994.0,18.8,7.0,20.0,9.0,45.0,1.06,0.48,0.25,0.56,17.1,0.0,2.0,2.0,4.2,2.6,0.13,2.8,2.4
Birger Meling,1817,NOR,DF,Rennes,fr Ligue 1,26.0,1994.0,31.0,20.0,1829.0,20.3,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.2,0.2,0.0,0.2,0.3,0.3,2.3,2.6,0.02,0.11,0.13,0.02,0.13,1817,NOR,DF,Rennes,fr Ligue 1,26.0,1994.0,20.3,0.0,3.0,1.0,33.3,0.15,0.05,0.0,0.0,16.2,0.0,0.0,0.0,0.3,0.3,0.12,-0.3,-0.3
Arthur Melo,1818,BRA,MF,Juventus,it Serie A,24.0,1996.0,20.0,11.0,962.0,10.7,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.6,0.02,0.03,0.06,0.02,0.06,1818,BRA,MF,Juventus,it Serie A,24.0,1996.0,10.7,0.0,2.0,0.0,0.0,0.19,0.0,0.0,,19.5,0.0,0.0,0.0,0.3,0.3,0.13,-0.3,-0.3
Houboulang Mendes,1820,FRA,DF,Lorient,fr Ligue 1,23.0,1998.0,36.0,36.0,3220.0,35.8,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.03,0.03,0.0,0.03,1.3,1.3,1.4,2.7,0.04,0.04,0.08,0.04,0.08,1820,FRA,DF,Lorient,fr Ligue 1,23.0,1998.0,35.8,0.0,21.0,5.0,23.8,0.59,0.14,0.0,0.0,19.6,0.0,0.0,0.0,1.3,1.3,0.06,-1.3,-1.3
Nuno Mendes,1821,PRT,DF,Paris S-G,fr Ligue 1,19.0,2002.0,27.0,18.0,1658.0,18.4,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.05,0.05,0.0,0.05,0.4,0.4,2.9,3.3,0.02,0.16,0.18,0.02,0.18,1821,PRT,DF,Paris S-G,fr Ligue 1,19.0,2002.0,18.4,0.0,7.0,1.0,14.3,0.38,0.05,0.0,0.0,20.6,0.0,0.0,0.0,0.4,0.4,0.06,-0.4,-0.4
Pedro Mendes,1822,PRT,DF,Montpellier,fr Ligue 1,30.0,1990.0,1.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.52,0.52,0.0,0.52,1822,PRT,DF,Montpellier,fr Ligue 1,30.0,1990.0,0.2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Thiago Mendes,1823,BRA,"MF,DF",Lyon,fr Ligue 1,29.0,1992.0,29.0,21.0,1863.0,20.7,1.0,1.0,1.0,0.0,0.0,3.0,1.0,0.05,0.05,0.1,0.05,0.1,1.0,1.0,1.5,2.5,0.05,0.07,0.12,0.05,0.12,1823,BRA,"MF,DF",Lyon,fr Ligue 1,29.0,1992.0,20.7,1.0,16.0,4.0,25.0,0.77,0.19,0.06,0.25,25.5,4.0,0.0,0.0,1.0,1.0,0.06,0.0,0.0
Tomás Mendes,1824,ESP,MF,Alavés,es La Liga,16.0,2004.0,1.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1824,ESP,MF,Alavés,es La Liga,16.0,2004.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Brais Méndez,1825,ESP,MF,Celta Vigo,es La Liga,24.0,1997.0,37.0,36.0,3021.0,33.6,4.0,5.0,4.0,0.0,0.0,8.0,0.0,0.12,0.15,0.27,0.12,0.27,5.2,5.2,3.6,8.8,0.16,0.11,0.26,0.16,0.26,1825,ESP,MF,Celta Vigo,es La Liga,24.0,1997.0,33.6,4.0,56.0,16.0,28.6,1.67,0.48,0.07,0.25,19.3,3.0,0.0,0.0,5.2,5.2,0.09,-1.2,-1.2
Édgar Méndez,1826,ESP,"FW,MF",Alavés,es La Liga,31.0,1990.0,32.0,17.0,1614.0,17.9,1.0,1.0,1.0,0.0,0.0,6.0,0.0,0.06,0.06,0.11,0.06,0.11,1.9,1.9,2.5,4.4,0.11,0.14,0.25,0.11,0.25,1826,ESP,"FW,MF",Alavés,es La Liga,31.0,1990.0,17.9,1.0,25.0,8.0,32.0,1.39,0.45,0.04,0.13,19.3,0.0,0.0,0.0,1.9,1.9,0.08,-0.9,-0.9
Arial Mendy,1827,SEN,"DF,FW",Clermont Foot,fr Ligue 1,26.0,1994.0,18.0,9.0,792.0,8.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.7,2.3,0.07,0.19,0.26,0.07,0.26,1827,SEN,"DF,FW",Clermont Foot,fr Ligue 1,26.0,1994.0,8.8,0.0,10.0,3.0,30.0,1.14,0.34,0.0,0.0,21.6,0.0,0.0,0.0,0.6,0.6,0.06,-0.6,-0.6
Batista Mendy,1828,FRA,"MF,DF",Angers,fr Ligue 1,21.0,2000.0,34.0,27.0,2413.0,26.8,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.04,0.04,0.07,0.04,0.07,0.7,0.7,0.9,1.6,0.03,0.03,0.06,0.03,0.06,1828,FRA,"MF,DF",Angers,fr Ligue 1,21.0,2000.0,26.8,1.0,14.0,6.0,42.9,0.52,0.22,0.07,0.17,21.7,0.0,0.0,0.0,0.7,0.7,0.05,0.3,0.3
Benjamin Mendy,1829,FRA,DF,Manchester City,eng Premier League,27.0,1994.0,1.0,1.0,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.28,0.28,0.0,0.28,1829,FRA,DF,Manchester City,eng Premier League,27.0,1994.0,0.9,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Edouard Mendy,1830,SEN,GK,Chelsea,eng Premier League,29.0,1992.0,34.0,34.0,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1830,SEN,GK,Chelsea,eng Premier League,29.0,1992.0,34.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Ferland Mendy,1831,FRA,DF,Real Madrid,es La Liga,26.0,1995.0,22.0,20.0,1734.0,19.3,2.0,1.0,2.0,0.0,0.0,4.0,0.0,0.1,0.05,0.16,0.1,0.16,1.1,1.1,1.7,2.8,0.06,0.09,0.14,0.06,0.14,1831,FRA,DF,Real Madrid,es La Liga,26.0,1995.0,19.3,2.0,12.0,5.0,41.7,0.62,0.26,0.17,0.4,19.4,0.0,0.0,0.0,1.1,1.1,0.09,0.9,0.9
Nampalys Mendy,1832,SEN,MF,Leicester City,eng Premier League,29.0,1992.0,14.0,12.0,1032.0,11.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.01,0.0,0.01,1832,SEN,MF,Leicester City,eng Premier League,29.0,1992.0,11.5,0.0,1.0,1.0,100.0,0.09,0.09,0.0,0.0,25.3,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
Gideon Mensah,1833,GHA,DF,Bordeaux,fr Ligue 1,23.0,1998.0,23.0,13.0,1208.0,13.4,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.15,0.15,0.0,0.15,0.1,0.1,2.0,2.1,0.01,0.15,0.16,0.01,0.16,1833,GHA,DF,Bordeaux,fr Ligue 1,23.0,1998.0,13.4,0.0,2.0,0.0,0.0,0.15,0.0,0.0,,11.2,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1
Jorge Meré,1834,ESP,DF,Köln,de Bundesliga,24.0,1997.0,8.0,5.0,490.0,5.4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,1834,ESP,DF,Köln,de Bundesliga,24.0,1997.0,5.4,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Alex Meret,1835,ITA,GK,Napoli,it Serie A,24.0,1997.0,7.0,7.0,619.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1835,ITA,GK,Napoli,it Serie A,24.0,1997.0,6.9,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Fran Mérida,1836,ESP,MF,Espanyol,es La Liga,31.0,1990.0,10.0,3.0,266.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.06,0.06,0.12,0.06,0.12,1836,ESP,MF,Espanyol,es La Liga,31.0,1990.0,3.0,0.0,4.0,0.0,0.0,1.35,0.0,0.0,,22.6,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2
Mikel Merino,1837,ESP,MF,Real Sociedad,es La Liga,25.0,1996.0,34.0,33.0,2890.0,32.1,3.0,2.0,3.0,0.0,0.0,8.0,0.0,0.09,0.06,0.16,0.09,0.16,4.5,4.5,4.0,8.5,0.14,0.12,0.27,0.14,0.27,1837,ESP,MF,Real Sociedad,es La Liga,25.0,1996.0,32.1,3.0,45.0,15.0,33.3,1.4,0.47,0.07,0.2,17.3,0.0,0.0,0.0,4.5,4.5,0.1,-1.5,-1.5
Quentin Merlin,1838,FRA,"DF,MF",Nantes,fr Ligue 1,19.0,2002.0,28.0,21.0,1926.0,21.4,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.09,0.14,0.23,0.09,0.23,0.6,0.6,3.3,3.9,0.03,0.15,0.18,0.03,0.18,1838,FRA,"DF,MF",Nantes,fr Ligue 1,19.0,2002.0,21.4,2.0,11.0,4.0,36.4,0.51,0.19,0.18,0.5,23.1,1.0,0.0,0.0,0.6,0.6,0.06,1.4,1.4
Martín Merquelanz,1839,ESP,"FW,MF",Rayo Vallecano,es La Liga,26.0,1995.0,4.0,3.0,173.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,1.2,0.08,0.53,0.61,0.08,0.61,1839,ESP,"FW,MF",Rayo Vallecano,es La Liga,26.0,1995.0,1.9,0.0,2.0,0.0,0.0,1.04,0.0,0.0,,20.9,1.0,0.0,0.0,0.2,0.2,0.08,-0.2,-0.2
Yıldırım Mert Çetin,1840,TUR,MF,Hellas Verona,it Serie A,24.0,1997.0,2.0,0.0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1840,TUR,MF,Hellas Verona,it Serie A,24.0,1997.0,0.5,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Dries Mertens,1841,BEL,"FW,MF",Napoli,it Serie A,34.0,1987.0,30.0,16.0,1384.0,15.4,11.0,1.0,10.0,1.0,1.0,2.0,0.0,0.72,0.07,0.78,0.65,0.72,5.0,4.2,3.5,7.7,0.33,0.23,0.55,0.27,0.5,1841,BEL,"FW,MF",Napoli,it Serie A,34.0,1987.0,15.4,11.0,44.0,19.0,43.2,2.86,1.24,0.23,0.53,18.4,4.0,1.0,1.0,5.0,4.2,0.1,6.0,5.8
Illan Meslier,1842,FRA,GK,Leeds United,eng Premier League,21.0,2000.0,38.0,38.0,3384.0,37.6,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1842,FRA,GK,Leeds United,eng Premier League,21.0,2000.0,37.6,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Lionel Messi,1843,ARG,"FW,MF",Paris S-G,fr Ligue 1,34.0,1987.0,26.0,24.0,2153.0,23.9,6.0,14.0,6.0,0.0,0.0,0.0,0.0,0.25,0.59,0.84,0.25,0.84,11.3,11.3,9.2,20.6,0.47,0.39,0.86,0.47,0.86,1843,ARG,"FW,MF",Paris S-G,fr Ligue 1,34.0,1987.0,23.9,6.0,89.0,29.0,32.6,3.72,1.21,0.07,0.21,19.1,16.0,0.0,0.0,11.3,11.3,0.13,-5.3,-5.3
Junior Messias,1844,BRA,"FW,MF",Milan,it Serie A,30.0,1991.0,26.0,14.0,1428.0,15.9,5.0,2.0,5.0,0.0,0.0,2.0,0.0,0.32,0.13,0.44,0.32,0.44,3.7,3.7,2.2,5.9,0.23,0.14,0.37,0.23,0.37,1844,BRA,"FW,MF",Milan,it Serie A,30.0,1991.0,15.9,5.0,44.0,17.0,38.6,2.77,1.07,0.11,0.29,18.0,0.0,0.0,0.0,3.7,3.7,0.09,1.3,1.3
Thomas Meunier,1846,BEL,DF,Dortmund,de Bundesliga,29.0,1991.0,17.0,17.0,1402.0,15.6,2.0,4.0,2.0,0.0,0.0,4.0,0.0,0.13,0.26,0.39,0.13,0.39,1.5,1.5,2.6,4.1,0.1,0.17,0.27,0.1,0.27,1846,BEL,DF,Dortmund,de Bundesliga,29.0,1991.0,15.6,2.0,18.0,6.0,33.3,1.16,0.39,0.11,0.33,14.3,0.0,0.0,0.0,1.5,1.5,0.09,0.5,0.5
Mexer,1847,MOZ,DF,Bordeaux,fr Ligue 1,32.0,1988.0,16.0,14.0,1227.0,13.6,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.07,0.0,0.07,0.07,0.07,0.4,0.4,0.0,0.4,0.03,0.0,0.03,0.03,0.03,1847,MOZ,DF,Bordeaux,fr Ligue 1,32.0,1988.0,13.6,1.0,5.0,1.0,20.0,0.37,0.07,0.2,1.0,17.2,0.0,0.0,0.0,0.4,0.4,0.07,0.6,0.6
Marco Meyerhöfer,1848,DEU,DF,Greuther Fürth,de Bundesliga,25.0,1995.0,26.0,25.0,2280.0,25.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,1.2,1.2,0.9,2.1,0.05,0.04,0.08,0.05,0.08,1848,DEU,DF,Greuther Fürth,de Bundesliga,25.0,1995.0,25.3,1.0,10.0,2.0,20.0,0.39,0.08,0.1,0.5,17.2,0.0,0.0,0.0,1.2,1.2,0.12,-0.2,-0.2
Matt Miazga,1849,USA,DF,Alavés,es La Liga,26.0,1995.0,11.0,9.0,833.0,9.3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.8,0.06,0.02,0.08,0.06,0.08,1849,USA,DF,Alavés,es La Liga,26.0,1995.0,9.3,0.0,7.0,3.0,42.9,0.76,0.32,0.0,0.0,12.6,0.0,0.0,0.0,0.5,0.5,0.08,-0.5,-0.5
Kingsley Michael,1850,NGA,MF,Bologna,it Serie A,21.0,1999.0,2.0,1.0,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,1850,NGA,MF,Bologna,it Serie A,21.0,1999.0,0.8,0.0,1.0,1.0,100.0,1.18,1.18,0.0,0.0,35.6,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Sven Michel,1851,DEU,FW,Union Berlin,de Bundesliga,31.0,1990.0,13.0,2.0,338.0,3.8,3.0,1.0,3.0,0.0,0.0,2.0,0.0,0.8,0.27,1.07,0.8,1.07,1.6,1.6,1.2,2.8,0.43,0.31,0.74,0.43,0.74,1851,DEU,FW,Union Berlin,de Bundesliga,31.0,1990.0,3.8,3.0,9.0,3.0,33.3,2.4,0.8,0.33,1.0,16.9,0.0,0.0,0.0,1.6,1.6,0.18,1.4,1.4
Edouard Michut,1852,FRA,MF,Paris S-G,fr Ligue 1,18.0,2003.0,5.0,0.0,70.0,0.8,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.29,1.29,0.0,1.29,0.0,0.0,0.1,0.1,0.0,0.16,0.16,0.0,0.16,1852,FRA,MF,Paris S-G,fr Ligue 1,18.0,2003.0,0.8,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Miguel,1853,ESP,"FW,MF",Alavés,es La Liga,21.0,1999.0,22.0,10.0,829.0,9.2,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.11,0.11,0.22,0.11,0.22,2.5,2.5,0.2,2.7,0.27,0.02,0.29,0.27,0.29,1853,ESP,"FW,MF",Alavés,es La Liga,21.0,1999.0,9.2,1.0,22.0,4.0,18.2,2.39,0.43,0.05,0.25,14.4,0.0,0.0,0.0,2.5,2.5,0.11,-1.5,-1.5
Valentin Mihaila,1854,ROU,"MF,FW",Atalanta,it Serie A,21.0,2000.0,5.0,0.0,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.07,0.0,0.07,0.07,0.07,1854,ROU,"MF,FW",Atalanta,it Serie A,21.0,2000.0,0.8,0.0,1.0,1.0,100.0,1.18,1.18,0.0,0.0,20.2,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1
Mikael,1855,BRA,"FW,MF",Salernitana,it Serie A,22.0,1999.0,7.0,0.0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.26,0.0,0.26,0.26,0.26,1855,BRA,"FW,MF",Salernitana,it Serie A,22.0,1999.0,1.0,0.0,3.0,0.0,0.0,3.1,0.0,0.0,,17.5,0.0,0.0,0.0,0.2,0.2,0.08,-0.2,-0.2
Hilmir Mikaelsson,1856,ISL,FW,Venezia,it Serie A,17.0,2004.0,1.0,0.0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1856,ISL,FW,Venezia,it Serie A,17.0,2004.0,0.2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Georges Mikautadze,1857,GEO,FW,Metz,fr Ligue 1,20.0,2000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,23.17,0.0,23.17,23.17,23.17,1857,GEO,FW,Metz,fr Ligue 1,20.0,2000.0,0.0,0.0,2.0,0.0,0.0,180.0,0.0,0.0,,21.2,0.0,0.0,0.0,0.3,0.3,0.14,-0.3,-0.3
William Mikelbrencis,1858,FRA,DF,Metz,fr Ligue 1,17.0,2004.0,9.0,8.0,610.0,6.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,0.3,0.3,0.4,0.7,0.04,0.06,0.1,0.04,0.1,1858,FRA,DF,Metz,fr Ligue 1,17.0,2004.0,6.8,0.0,6.0,1.0,16.7,0.89,0.15,0.0,0.0,25.9,0.0,0.0,0.0,0.3,0.3,0.05,-0.3,-0.3
