,Player,Squad,90s,Performance - CrdY,Performance - CrdR,Performance - 2CrdY,Performance - Fls,Performance - Fld,Performance - Off,Performance - Crs,Performance - Int,Performance - TklW,Performance - PKwon,Performance - PKcon,Performance - OG,Performance - Recov,Aerial Duels - Won,Aerial Duels - Lost,Aerial Duels - Won%
58,Trent Alexander-Arnold,Liverpool,17.5,3,0,0,12,1,3,102,28,25,0,0,0,133,5,17,22.7
59,Alexis,Alavés,24.3,6,0,0,20,14,2,6,30,24,0,0,1,112,28,18,60.9
60,Alisson,Roma,37.0,1,0,0,1,3,0,0,2,0,0,0,0,69,7,0,100.0
61,Allan,Napoli,31.7,2,0,0,37,47,0,29,28,68,0,0,0,244,11,33,25.0
62,Joe Allen,Stoke City,34.9,8,0,0,49,49,0,37,58,62,0,0,0,244,36,59,37.9
63,Dele Alli,Tottenham,32.9,7,0,0,43,84,5,18,19,30,1,0,0,181,28,49,36.4
64,Junior Alonso,Lille,30.9,3,0,0,34,9,0,7,56,31,0,0,1,219,91,43,67.9
65,Jose Alonso Lara,Sevilla,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
66,Marcos Alonso,Chelsea,31.7,6,0,0,26,31,8,96,47,33,0,0,0,193,59,52,53.2
67,Ricky Alvarez,Sampdoria,3.0,0,0,0,5,4,0,21,2,2,0,0,0,15,6,8,42.9
68,Sergio Alvarez,Celta Vigo,16.4,0,0,0,0,5,0,0,0,0,0,0,0,25,5,1,83.3
69,Yeray Alvarez,Athletic Club,7.5,2,0,0,12,10,0,1,11,7,0,0,0,66,13,12,52.0
70,Dani Alves,Paris S-G,22.9,7,1,0,38,34,4,99,28,57,0,0,0,160,16,19,45.7
71,Ibrahim Amadou,Lille,26.7,3,1,0,23,17,0,4,41,29,0,1,0,177,33,27,55.0
72,Eloi Amagat,Girona,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
73,Morgan Amalfitano,Rennes,8.3,2,2,1,8,14,0,19,4,5,0,0,0,39,2,12,14.3
74,Romain Amalfitano,Dijon,30.0,5,0,0,35,52,0,20,85,37,0,0,0,228,13,29,31.0
75,Daniel Amartey,Leicester City,5.4,1,2,1,5,7,0,0,7,4,0,0,0,30,10,7,58.8
76,Jordi Amat,Betis,22.7,7,2,1,38,10,0,0,38,23,0,2,1,112,29,30,49.2
78,Amath,Getafe,31.8,9,0,0,72,62,10,21,33,53,0,0,0,183,19,47,28.8
79,Jordan Amavi,Marseille,24.4,7,0,0,30,22,1,60,45,35,0,1,0,170,42,21,66.7
80,Stephan Ambrosius,Hamburger SV,0.5,0,0,0,0,0,1,0,1,0,0,0,0,3,0,2,0.0
81,Kelvin Amian,Toulouse,35.0,3,1,0,28,15,0,43,45,43,0,1,0,155,36,38,48.6
82,Nadiem Amiri,Hoffenheim,19.4,4,0,0,42,38,3,49,17,26,0,0,0,106,6,14,30.0
83,Ethan Ampadu,Chelsea,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,33.3
84,Nordin Amrabat,Watford,2.2,0,0,0,6,2,2,9,0,3,0,0,0,8,3,6,33.3
85,Nordin Amrabat,Leganés,18.0,6,1,1,54,36,25,61,5,10,0,1,0,76,12,23,34.3
86,Jon Ander Serantes,Leganés,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
87,Joachim Andersen,Sampdoria,6.1,0,0,0,3,4,0,0,9,3,0,0,0,33,17,2,89.5
88,Felipe Anderson,Lazio,12.9,0,0,0,9,15,0,74,11,21,0,0,0,72,3,12,20.0
89,Florin Andone,La Coruña,18.2,6,0,0,59,19,17,17,3,7,0,0,0,50,32,70,31.4
90,Nicolas Andrade,Hellas Verona,36.0,2,1,0,2,11,0,0,2,1,0,1,0,39,6,1,85.7
91,Benjamin Andre,Rennes,33.5,11,1,1,72,48,1,21,57,54,0,0,0,259,187,151,55.3
92,Marco Andreolli,Cagliari,20.3,5,0,0,29,8,0,4,30,17,0,0,0,58,45,27,62.5
93,Yoann Andreu,Angers,23.0,4,0,0,21,15,0,59,37,30,0,0,0,145,31,23,57.4
94,Miguel Angel Guerrero,Leganés,16.0,3,0,0,36,23,13,1,9,5,0,0,0,37,42,41,50.6
95,Jose Angel,Eibar,27.0,4,0,0,20,17,1,226,38,44,0,0,0,187,36,29,55.4
96,Miguel Angel Moya,Real Sociedad,8.5,0,0,0,1,0,0,0,2,0,0,1,0,22,2,0,100.0
97,Miguel Angel Rubio,Getafe,0.3,0,0,0,1,1,0,0,0,0,0,0,0,2,3,1,75.0
98,Gabriele Angella,Udinese,9.9,3,0,0,18,4,0,2,21,13,0,3,0,56,30,13,69.8
99,Cristian Ansaldi,Torino,20.8,6,2,1,26,36,0,78,20,33,1,1,0,121,5,13,27.8
100,Luca Antei,Benevento,6.6,1,1,0,10,7,0,1,26,14,0,0,0,28,7,4,63.6
101,Mirco Antenucci,SPAL,28.6,1,0,0,36,70,33,33,11,13,1,0,0,85,21,44,32.3
102,Waldemar Anton,Hannover 96,25.3,1,0,0,20,30,0,8,39,49,0,1,0,154,73,46,61.3
104,Luca Antonelli,Milan,1.6,1,0,0,1,4,1,0,1,1,0,0,0,6,1,1,50.0
105,Michail Antonio,West Ham,15.0,1,0,0,17,30,7,55,13,9,1,0,0,71,43,53,44.8
106,Mirko Antonucci,Roma,0.3,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0.0
107,Vitorino Antunes,Getafe,31.1,14,0,0,50,36,1,149,58,44,0,0,0,172,18,23,43.9
108,Dennis Aogo,Stuttgart,21.7,5,0,0,33,12,0,104,29,26,0,1,0,96,11,12,47.8
109,Houssem Aouar,Lyon,27.0,1,0,0,20,46,6,14,39,42,0,0,0,198,22,30,42.3
110,Alberto Aquilani,Las Palmas,14.4,4,0,0,18,14,1,7,23,19,0,0,0,94,11,13,45.8
111,Mauro Arambarri,Getafe,23.6,9,1,1,49,42,0,6,25,41,0,0,0,166,17,31,35.4
112,Guilherme Arana,Sevilla,2.1,0,0,0,2,2,0,3,5,2,0,0,1,19,2,3,40.0
113,Charles Aranguiz,Leverkusen,25.6,4,0,0,41,52,1,22,48,61,0,1,0,177,13,29,31.0
114,Luiz Araujo,Lille,22.4,5,0,0,28,25,6,69,16,31,0,0,0,101,5,14,26.3
115,Sergio Araujo,Las Palmas,0.4,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0.0
116,Anaitz Arbilla,Eibar,26.8,8,0,0,26,11,0,11,78,30,0,2,1,238,44,35,55.7
117,Alphonse Areola,Paris S-G,34.0,0,0,0,0,2,0,0,0,0,0,0,0,88,7,0,100.0
118,Scott Arfield,Burnley,14.8,3,0,0,21,14,1,8,11,26,0,0,0,83,11,30,26.8
119,Samuel Armenteros,Benevento,4.8,1,0,0,8,3,9,1,1,2,0,0,0,7,7,18,28.0
120,Yoel Armougom,Caen,1.5,0,0,0,2,2,0,9,1,1,0,0,0,5,3,3,50.0
121,Jose Arnaiz,Barcelona,0.1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0
122,Marko Arnautovic,West Ham,25.7,5,1,0,35,29,43,61,13,16,0,0,0,103,22,39,36.1
123,Maximilian Arnold,Wolfsburg,27.3,9,1,0,52,80,3,114,28,41,0,1,0,127,21,34,38.2
124,Jann-Fiete Arp,Hamburger SV,9.4,1,0,0,22,18,3,2,2,5,0,0,0,17,18,46,28.1
125,Alejandro Arribas,La Coruña,3.0,0,0,0,5,2,0,0,6,2,0,1,1,15,2,4,33.3
126,Kepa Arrizabalaga,Athletic Club,30.0,3,0,0,1,7,0,0,2,0,0,1,0,47,5,1,83.3
127,Harry Arter,Bournemouth,10.7,4,0,0,9,15,0,5,9,16,0,0,0,66,6,2,75.0
128,Aythami Artiles,Las Palmas,2.0,0,0,0,0,1,0,0,2,2,0,0,0,9,5,0,100.0
130,Kwadwo Asamoah,Juventus,17.4,4,0,0,13,30,1,31,18,21,0,0,0,100,11,8,57.9
131,Takuma Asano,Stuttgart,8.0,1,0,0,11,8,13,11,3,5,0,0,0,32,6,31,16.2
132,Santiago Ascacibar,Stuttgart,26.5,11,1,1,34,58,0,7,47,65,1,0,0,161,27,36,42.9
133,Sergio Asenjo,Villarreal,23.0,3,0,0,2,3,0,0,0,2,0,1,0,32,7,1,87.5
134,Marco Asensio,Real Madrid,20.5,2,0,0,9,27,3,106,9,17,0,0,0,77,3,3,50.0
135,Iago Aspas,Celta Vigo,32.6,9,0,0,23,62,11,62,23,22,1,0,0,137,15,40,27.3
136,Benoit Assou-Ekotto,Metz,11.7,2,2,1,11,9,1,21,46,9,0,0,0,86,3,8,27.3
137,Simon Asta,Augsburg,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
138,Davide Astori,Fiorentina,25.0,5,0,0,22,22,1,18,51,31,0,1,0,188,50,24,67.6
139,Christian Atsu,Newcastle Utd,19.8,1,0,0,10,26,6,57,13,16,0,0,0,107,13,68,16.0
140,Pierre-Emerick Aubameyang,Arsenal,11.7,0,0,0,1,8,10,16,3,4,0,0,0,29,8,28,22.2
141,Pierre-Emerick Aubameyang,Dortmund,15.7,1,1,1,17,8,14,23,3,5,1,0,0,16,24,31,43.6
142,Jean-Kevin Augustin,RB Leipzig,14.1,1,0,0,21,43,13,12,4,11,2,0,0,29,17,51,25.0
143,Ludwig Augustinsson,Werder Bremen,28.1,3,0,0,29,14,4,117,39,34,0,0,0,90,42,44,48.8
144,Yann Aurel Bisseck,Köln,1.7,0,0,0,1,1,0,1,3,2,0,0,0,6,5,2,71.4
145,Serge Aurier,Tottenham,15.9,2,2,1,21,16,2,68,31,27,0,1,0,89,48,29,62.3
146,Charlie Austin,Southampton,11.5,2,0,0,16,16,14,2,1,5,0,0,0,29,38,71,34.9
147,Danilo Avelar,Amiens,19.2,2,0,0,23,19,1,64,37,33,1,0,0,106,48,25,65.8
148,Felipe Avenatti,Bologna,5.2,1,0,0,7,3,0,6,1,4,0,0,0,18,28,29,49.1
149,Durel Avounou,Caen,7.2,1,0,0,7,5,2,21,10,11,0,0,0,42,5,8,38.5
150,Chidozie Awaziem,Nantes,16.8,2,1,0,22,12,0,2,16,30,0,0,0,102,31,28,52.5
151,Andre Ayew,West Ham,9.9,2,0,0,6,17,3,8,4,14,0,0,0,52,17,50,25.4
152,Andre Ayew,Swansea City,10.6,3,0,0,18,19,3,8,5,10,1,0,0,41,28,48,36.8
153,Jordan Ayew,Swansea City,31.7,2,1,0,63,87,8,45,24,60,0,0,0,141,50,120,29.4
154,Karim Azamoum,Troyes,25.0,5,1,0,58,17,0,64,26,57,0,1,0,133,71,59,54.6
156,Cesar Azpilicueta,Chelsea,37.0,1,0,0,25,13,1,80,54,59,0,0,1,207,80,53,60.2
157,Ludovic Baal,Rennes,12.9,0,0,0,11,15,1,23,15,27,0,0,0,104,28,14,66.7
158,Khouma Babacar,Fiorentina,5.0,1,0,0,9,12,8,5,2,4,1,0,0,18,6,11,35.3
159,Khouma Babacar,Sassuolo,8.3,0,0,0,18,16,5,2,3,6,0,0,0,22,13,31,29.5
160,Carlos Bacca,Villarreal,27.7,9,0,0,22,20,40,11,8,2,0,0,0,54,23,38,37.7
161,Milan Badelj,Fiorentina,26.1,9,2,1,49,26,1,14,71,41,0,0,0,198,24,31,43.6
162,Holger Badstuber,Stuttgart,24.1,2,0,0,22,17,0,2,41,32,0,0,0,119,58,30,65.9
163,Dylan Bahamboula,Dijon,0.3,0,0,0,2,0,0,1,0,0,0,0,0,1,2,0,100.0
164,Fares Bahlouli,Lille,3.4,2,0,0,12,10,3,35,1,8,0,0,0,15,1,3,25.0
165,Stephane Bahoken,Strasbourg,18.5,5,0,0,46,20,21,42,9,11,0,1,0,48,28,54,34.1
166,Daniel Baier,Augsburg,28.2,6,0,0,45,57,0,29,57,62,0,0,0,213,29,38,43.3
167,Leon Bailey,Leverkusen,24.6,2,0,0,26,31,5,196,15,12,0,0,0,131,23,26,46.9
168,Eric Bailly,Manchester Utd,11.1,2,0,0,10,9,0,0,25,10,0,0,1,58,17,8,68.0
169,Leighton Baines,Everton,21.2,1,0,0,7,17,1,75,25,13,0,0,0,87,14,20,41.2
170,Riad Bajic,Udinese,0.9,0,0,0,1,0,1,0,0,0,0,0,0,1,2,3,40.0
171,Marvin Bakalorz,Hannover 96,22.8,4,0,0,33,53,3,11,20,25,0,0,0,91,32,27,54.2
172,Cedric Bakambu,Villarreal,14.0,5,0,0,40,19,11,12,3,7,0,0,0,38,17,41,29.3
173,Tiemoue Bakayoko,Chelsea,23.6,4,2,1,50,24,2,5,37,41,0,0,0,169,40,34,54.1
174,Zakaria Bakkali,La Coruña,10.1,5,0,0,14,20,4,36,4,10,0,0,0,46,4,11,26.7
175,Ridle Baku,Mainz 05,2.6,1,0,0,5,4,1,3,3,3,0,0,0,16,2,5,28.6
176,Keita Balde,Monaco,16.4,3,1,1,23,27,14,39,6,8,0,0,0,72,15,28,34.9
177,Sam Baldock,Brighton,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
178,Gareth Bale,Real Madrid,20.0,5,0,0,25,16,13,55,12,13,2,0,0,37,33,29,53.2
179,Mikel Balenziaga,Athletic Club,17.2,1,0,0,21,16,0,50,17,24,0,0,0,91,15,13,53.6
180,Andrija Balic,Udinese,12.0,2,0,0,15,10,1,38,16,9,0,0,0,105,8,8,50.0
182,Ivan Balliu,Metz,21.7,6,0,0,23,35,2,51,27,22,0,0,0,112,25,23,52.1
183,Fode Ballo-Toure,Lille,22.8,5,1,0,29,19,7,44,28,36,0,2,1,132,26,30,46.4
184,Florent Balmont,Dijon,9.6,3,0,0,9,16,0,18,8,9,0,0,0,78,0,2,0.0
185,Leon Balogun,Mainz 05,13.0,5,1,1,23,4,0,2,32,32,0,2,0,52,43,28,60.6
186,Mario Balotelli,Nice,25.2,10,1,0,60,72,23,17,8,4,1,0,0,42,31,27,53.4
187,Abdoulaye Bamba,Angers,17.0,2,0,0,21,18,2,35,11,22,0,1,0,81,17,13,56.7
188,Jonathan Bamba,Saint-Étienne,28.6,1,0,0,30,48,20,107,19,21,2,0,0,160,24,44,35.3
189,Yacine Bammou,Nantes,8.1,2,1,1,19,8,5,17,6,11,0,0,0,52,10,20,33.3
190,Ever Banega,Sevilla,26.7,9,1,0,42,51,2,145,12,53,0,0,0,244,10,13,43.5
191,Mattia Bani,Chievo,14.6,5,1,0,19,12,1,5,27,20,0,0,0,65,39,25,60.9
192,Beni Baningime,Everton,2.2,1,0,0,4,1,0,0,2,2,0,0,0,9,1,2,33.3
193,Leo Baptistao,Espanyol,29.7,4,0,0,48,49,14,34,23,34,0,0,0,128,46,60,43.4
194,Sekou Baradji,Amiens,0.1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,100.0
195,Antonin Barak,Udinese,30.1,5,0,0,47,24,0,34,18,38,0,0,0,172,30,29,50.8
196,Andrea Barberis,Crotone,33.7,1,0,0,30,21,1,88,58,44,0,0,0,199,40,51,44.0
197,Mariano Barbosa,Villarreal,12.5,0,0,0,0,3,0,0,1,0,0,0,0,20,1,0,100.0
198,Enis Bardhi,Levante,17.6,8,0,0,39,25,3,55,16,26,0,0,0,93,4,15,21.1
199,Phil Bardsley,Burnley,12.5,5,0,0,22,19,0,19,22,16,0,1,0,61,26,27,49.1
200,Nicolo Barella,Cagliari,32.8,14,2,1,78,64,1,107,45,69,0,1,0,244,30,20,60.0
201,Philipp Bargfrede,Werder Bremen,20.7,5,0,0,42,27,0,4,47,45,0,0,0,139,39,35,52.7
202,Ross Barkley,Chelsea,1.4,0,0,0,1,1,0,2,0,0,0,0,0,3,2,2,50.0
203,Aymen Barkok,Eint Frankfurt,3.5,1,0,0,6,2,3,4,2,11,0,0,0,21,4,9,30.8
204,Ashley Barnes,Burnley,24.1,10,0,0,53,71,26,16,2,14,0,0,0,87,81,218,27.1
205,Harvey Barnes,Leicester City,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,100.0
206,Antonio Barragan,Betis,26.4,7,0,0,51,19,4,92,24,42,0,1,0,131,44,19,69.8
208,Antonio Barreca,Torino,5.2,0,1,0,4,2,2,12,5,8,0,1,0,27,7,2,77.8
209,Edgar Barreto,Sampdoria,21.8,5,2,1,29,24,0,35,21,42,0,1,0,118,31,41,43.1
210,Barri,Getafe,1.3,0,0,0,3,0,0,0,1,0,0,0,0,6,2,3,40.0
211,Musa Barrow,Atalanta,4.9,0,0,0,3,3,3,8,1,2,0,0,0,10,6,10,37.5
212,Gareth Barry,West Brom,21.4,4,0,0,28,29,1,28,14,19,0,0,0,148,32,36,47.1
213,Fin Bartels,Werder Bremen,12.5,0,0,0,10,15,5,13,7,9,0,0,0,32,8,12,40.0
214,Kyle Bartley,Swansea City,2.6,2,0,0,5,1,0,0,4,2,0,0,0,3,14,3,82.4
215,Marc Bartra,Betis,15.8,6,0,0,20,16,0,2,32,28,0,0,0,113,51,23,68.9
216,Marc Bartra,Dortmund,9.0,1,0,0,10,9,1,7,28,19,0,0,0,41,36,18,66.7
217,Andrea Barzagli,Juventus,16.1,2,0,0,10,10,0,3,17,15,0,0,1,88,22,16,57.9
218,Daniele Baselli,Torino,28.0,13,2,1,53,52,3,27,57,33,0,0,0,199,33,29,53.2
219,Nicolas Basin,Metz,3.5,1,0,0,2,3,0,8,8,7,0,0,0,19,6,3,66.7
220,Dusan Basta,Lazio,8.6,0,0,0,5,4,3,29,13,7,0,0,0,49,3,9,25.0
221,Gil Bastiao Dias,Fiorentina,13.2,1,0,0,24,15,4,17,19,31,0,0,0,76,9,18,33.3
222,Gil Bastiao Dias,Monaco,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
223,Samuel Bastien,Chievo,15.1,3,2,1,17,15,3,12,18,13,0,0,0,74,15,28,34.9
224,Borja Baston,Málaga,10.9,2,0,0,16,7,9,5,3,7,1,0,0,20,26,38,40.6
225,Alessandro Bastoni,Atalanta,1.0,0,0,0,2,6,0,0,1,2,0,0,0,6,0,3,0.0
226,Bastos,Lazio,15.6,4,0,0,13,4,0,0,24,24,0,2,0,102,20,18,52.6
227,Michy Batshuayi,Chelsea,4.0,0,0,0,4,3,6,0,1,4,0,0,1,9,7,14,33.3
228,Michy Batshuayi,Dortmund,9.3,2,0,0,17,3,12,0,0,6,0,0,0,14,16,20,44.4
229,Moritz Bauer,Stoke City,14.5,4,0,0,19,20,1,39,12,17,0,0,0,54,18,22,45.0
230,Robert Bauer,Werder Bremen,10.6,4,0,0,13,11,0,16,21,25,0,0,0,54,9,13,40.9
231,Oliver Baumann,Hoffenheim,34.0,0,0,0,0,5,0,0,1,0,0,0,0,83,8,1,88.9
232,Timo Baumgartl,Stuttgart,29.0,4,0,0,40,28,1,8,34,71,0,1,0,109,73,44,62.4
234,Julian Baumgartlinger,Leverkusen,15.5,3,0,0,18,26,0,2,18,37,1,0,0,100,14,16,46.7
235,Jon Bautista,Real Sociedad,2.0,0,0,0,6,1,1,0,0,0,0,0,0,5,7,9,43.8
236,Paul Baysse,Málaga,13.8,1,0,0,20,7,3,0,20,16,0,0,0,56,34,22,60.7
237,Paul Baysse,Bordeaux,6.3,0,1,0,7,1,0,1,7,2,0,1,0,42,24,13,64.9
238,Noah Joel Sarenren Bazee,Hannover 96,1.3,1,0,0,3,5,2,5,0,0,0,0,0,3,3,4,42.9
239,Herve Bazile,Caen,9.7,1,0,0,15,15,5,107,15,15,0,0,0,53,4,10,28.6
240,Riechedly Bazoer,Wolfsburg,6.6,2,0,0,11,13,2,3,8,7,1,0,0,21,2,9,18.2
241,Enrico Bearzotti,Hellas Verona,4.6,0,0,0,2,2,0,14,4,2,0,1,0,17,2,5,28.6
242,Claudio Beauvue,Leganés,18.6,4,0,0,30,27,17,11,2,3,0,0,0,31,67,108,38.3
243,Bebe,Eibar,4.1,0,0,0,8,4,3,47,3,7,0,0,0,19,2,2,50.0
244,Ihlas Bebou,Hannover 96,23.8,3,0,0,20,43,7,55,24,29,0,0,0,125,60,60,50.0
245,Andreas Beck,Stuttgart,21.4,5,0,0,34,47,1,69,19,29,0,0,0,80,47,43,52.2
246,Henri Bedimo,Marseille,0.5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,100.0
247,Jan Bednarek,Southampton,4.7,1,0,0,3,1,0,0,5,3,0,0,0,28,7,17,29.2
248,Asmir Begovic,Bournemouth,38.0,2,0,0,2,7,0,0,2,0,0,1,0,23,8,2,80.0
249,Valon Behrami,Udinese,15.5,5,0,0,46,23,0,1,22,46,0,0,0,108,15,7,68.2
250,Vid Belec,Benevento,12.4,1,1,0,1,3,0,0,1,0,0,1,0,10,4,1,80.0
251,Vid Belec,Sampdoria,2.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0
252,Ishak Belfodil,Werder Bremen,15.0,1,0,0,64,14,21,23,1,6,0,0,0,34,73,66,52.5
253,Stefan Bell,Mainz 05,24.2,8,0,0,45,19,1,1,46,25,0,0,1,107,83,47,63.8
254,Karim Bellarabi,Leverkusen,12.7,2,0,0,19,21,3,56,13,17,0,0,0,58,2,6,25.0
255,Hector Bellerin,Arsenal,33.9,5,0,0,36,7,4,64,23,43,0,2,0,175,35,57,38.0
256,Francois Bellugou,Troyes,24.2,6,1,0,31,12,0,4,28,33,0,0,0,149,49,52,48.5
