,Player,Squad,90s,SCA - SCA,SCA - SCA90,SCA Types - PassLive,SCA Types - PassDead,SCA Types - TO,SCA Types - Sh,SCA Types - Fld,SCA Types - Def,GCA - GCA,GCA - GCA90,GCA Types - PassLive,GCA Types - PassDead,GCA Types - TO,GCA Types - Sh,GCA Types - Fld,GCA Types - Def
73,Skelly Alvero,Lyon,4.7,12,2.54,7,1,1,2,1,0,0,0.00,0,0,0,0,0,0
74,Papa Amadou Diallo,Metz,2.2,4,1.79,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0
75,Selim Amallah,Valencia,4.2,9,2.13,3,0,3,0,3,0,1,0.24,1,0,0,0,0,0
76,Amath,Mallorca,4.1,12,2.91,3,0,3,2,3,1,0,0.00,0,0,0,0,0,0
78,Lorenzo Amatucci,Fiorentina,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
79,Zeki Amdouni,Burnley,11.7,28,2.38,13,0,4,6,3,2,3,0.26,1,0,2,0,0,0
80,Bruno Amione,Hellas Verona,5.9,3,0.51,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
81,Michael Amir Murillo,Marseille,4.1,3,0.72,2,0,0,0,1,0,1,0.24,1,0,0,0,0,0
82,Nadiem Amiri,Leverkusen,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
83,Sofyan Amrabat,Manchester Utd,5.8,8,1.38,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0
84,Joachim Andersen,Crystal Palace,16.0,25,1.56,21,1,0,3,0,0,2,0.12,2,0,0,0,0,0
85,Elliot Anderson,Newcastle Utd,4.6,14,3.07,13,0,1,0,0,0,1,0.22,1,0,0,0,0,0
86,Felipe Anderson,Lazio,11.8,40,3.38,34,0,2,2,0,2,7,0.59,6,0,0,0,0,1
87,Benjamin Andre,Lille,13.3,24,1.80,19,1,0,0,2,2,1,0.08,0,0,0,0,1,0
88,Komnen Andric,Clermont Foot,1.4,4,2.86,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
89,Robert Andrich,Leverkusen,2.7,2,0.73,2,0,0,0,0,0,1,0.37,1,0,0,0,0,0
90,Miguel Angel Rubio,Granada,6.2,2,0.32,2,0,0,0,0,0,1,0.16,1,0,0,0,0,0
91,Fabrizio Angileri,Getafe,0.9,4,4.56,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0
92,Jaidon Anthony,Bournemouth,1.7,3,1.78,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0
93,Waldemar Anton,Stuttgart,14.0,15,1.07,11,0,0,2,1,1,3,0.21,2,0,0,1,0,0
94,Michail Antonio,West Ham,9.0,18,1.99,13,0,3,0,1,1,5,0.55,4,0,1,0,0,0
95,Antony,Manchester Utd,7.6,28,3.67,25,0,1,0,2,0,0,0.00,0,0,0,0,0,0
96,Christopher Antwi-Adjei,Bochum,5.6,15,2.67,11,2,0,2,0,0,1,0.18,1,0,0,0,0,0
97,Houssem Aouar,Roma,4.7,18,3.86,9,4,1,2,2,0,0,0.00,0,0,0,0,0,0
98,Stredair Appuah,Nantes,0.3,2,6.92,0,0,1,1,0,0,0,0.00,0,0,0,0,0,0
99,Mauro Arambarri,Getafe,3.8,9,2.39,8,0,0,0,0,1,0,0.00,0,0,0,0,0,0
100,Julian Araujo,Las Palmas,9.1,15,1.65,11,2,1,0,0,1,1,0.11,1,0,0,0,0,0
101,Ronald Araujo,Barcelona,8.4,8,0.96,7,0,1,0,0,0,0,0.00,0,0,0,0,0,0
102,Cameron Archer,Sheffield Utd,11.4,24,2.10,19,0,2,1,1,1,0,0.00,0,0,0,0,0,0
104,Cameron Archer,Aston Villa,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
105,Alphonse Areola,West Ham,14.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
106,Adu Ares,Athletic Club,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
107,Jesus Areso,Osasuna,11.1,20,1.79,17,2,1,0,0,0,2,0.18,2,0,0,0,0,0
108,Yoel Armougom,Clermont Foot,0.2,1,6.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
109,Jose Arnaiz,Osasuna,3.2,11,3.41,1,4,1,1,4,0,0,0.00,0,0,0,0,0,0
110,Hakon Arnar Haraldsson,Lille,4.2,10,2.37,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0
111,Marko Arnautovic,Inter,1.9,6,3.23,6,0,0,0,0,0,1,0.54,1,0,0,0,0,0
112,Maximilian Arnold,Wolfsburg,9.9,22,2.23,13,8,1,0,0,0,0,0.00,0,0,0,0,0,0
113,Mohamed El Arouch,Lyon,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
114,Sergio Arribas,Almería,11.4,39,3.43,28,5,1,1,4,0,0,0.00,0,0,0,0,0,0
115,Kepa Arrizabalaga,Real Madrid,10.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
116,Arthur,Leverkusen,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
117,Takuma Asano,Bochum,11.6,35,3.01,23,0,3,3,5,1,2,0.17,1,0,0,1,0,0
118,Marco Asensio,Paris S-G,2.7,13,4.81,13,0,0,0,0,0,2,0.74,2,0,0,0,0,0
119,Kristjan Asllani,Inter,1.3,2,1.54,2,0,0,0,0,0,1,0.77,1,0,0,0,0,0
120,Joel Asoro,Metz,6.1,10,1.63,6,0,2,0,2,0,3,0.49,1,0,1,0,1,0
121,Iago Aspas,Celta Vigo,13.2,88,6.66,54,19,5,6,4,0,5,0.38,1,2,1,1,0,0
122,Lorenz Assignon,Rennes,10.9,38,3.48,27,3,4,0,2,2,6,0.55,3,0,2,0,1,0
123,Youcef Atal,Nice,4.0,12,3.01,9,0,1,1,1,0,1,0.25,1,0,0,0,0,0
124,Valentin Atangana Edoa,Reims,1.7,2,1.16,0,0,0,1,0,1,0,0.00,0,0,0,0,0,0
125,Arthur Atta,Metz,1.3,4,3.16,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
126,Noah Atubolu,Freiburg,14.0,1,0.07,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
127,Pierre-Emerick Aubameyang,Marseille,11.6,31,2.66,20,0,2,7,2,0,7,0.60,5,0,1,1,0,0
128,Tommaso Augello,Cagliari,10.7,25,2.33,16,8,0,0,0,1,0,0.00,0,0,0,0,0,0
130,Yann Aurel Bisseck,Inter,1.2,4,3.50,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0
131,Serge Aurier,Nott'ham Forest,9.3,15,1.62,12,1,1,0,1,0,2,0.22,2,0,0,0,0,0
132,Ezequiel Avila,Osasuna,8.3,34,4.11,23,7,0,3,1,0,6,0.73,3,2,0,1,0,0
133,Taiwo Awoniyi,Nott'ham Forest,7.4,20,2.71,16,0,1,0,2,1,5,0.68,4,0,1,0,0,0
134,Andre Ayew,Le Havre,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
135,Jordan Ayew,Crystal Palace,14.6,38,2.61,20,0,2,6,9,1,7,0.48,5,0,1,0,1,0
136,Neil El Aynaoui,Lens,4.3,9,2.10,5,0,0,1,2,1,0,0.00,0,0,0,0,0,0
137,Sardar Azmoun,Roma,2.1,5,2.41,3,0,1,1,0,0,2,0.96,1,0,0,1,0,0
138,Cesar Azpilicueta,Atlético Madrid,8.7,13,1.49,13,0,0,0,0,0,1,0.11,1,0,0,0,0,0
139,Paulo Azzi,Cagliari,5.2,9,1.74,6,0,1,1,0,1,0,0.00,0,0,0,0,0,0
140,Oussama El Azzouzi,Bologna,2.2,3,1.36,2,0,0,0,1,0,1,0.45,1,0,0,0,0,0
141,Abdellah Baallal,Clermont Foot,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
142,Iddrisu Baba,Almería,9.3,12,1.29,11,0,0,0,0,1,0,0.00,0,0,0,0,0,0
143,Srdan Babic,Almería,1.0,3,3.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
144,Aliou Badara Balde,Nice,0.4,1,2.73,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0
145,Loic Bade,Sevilla,9.8,13,1.32,12,0,0,1,0,0,3,0.30,2,0,0,1,0,0
146,Milan Badelj,Genoa,9.7,15,1.54,13,0,0,1,1,0,4,0.41,3,0,0,1,0,0
147,Matthias Bader,Darmstadt 98,8.7,22,2.52,18,1,0,1,1,1,2,0.23,2,0,0,0,0,0
148,Benoit Badiashile,Chelsea,3.0,3,1.00,3,0,0,0,0,0,1,0.33,1,0,0,0,0,0
149,Alex Baena,Villarreal,11.8,59,5.01,41,9,5,3,0,1,7,0.59,5,2,0,0,0,0
150,Jaime Baez,Frosinone,5.0,14,2.80,5,6,1,0,2,0,2,0.40,1,0,0,0,1,0
151,Leon Bailey,Aston Villa,6.6,26,3.95,19,1,2,4,0,0,4,0.61,3,0,0,1,0,0
152,Nedim Bajrami,Sassuolo,6.5,21,3.23,15,2,1,2,0,1,3,0.46,2,0,0,1,0,0
153,Tiemoue Bakayoko,Lorient,4.6,2,0.43,2,0,0,0,0,0,1,0.22,1,0,0,0,0,0
154,Mitchel Bakker,Atalanta,2.5,2,0.80,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
156,Ridle Baku,Wolfsburg,8.1,24,2.95,23,0,0,0,1,0,1,0.12,1,0,0,0,0,0
157,Dilane Bakwa,Strasbourg,8.2,24,2.91,9,8,2,2,3,0,0,0.00,0,0,0,0,0,0
158,Tommaso Baldanzi,Empoli,6.8,27,3.98,19,2,2,0,4,0,1,0.15,1,0,0,0,0,0
159,Alejandro Balde,Barcelona,11.3,20,1.77,19,0,1,0,0,0,3,0.27,3,0,0,0,0,0
160,George Baldock,Sheffield Utd,6.3,10,1.60,6,2,1,0,1,0,2,0.32,1,0,0,0,1,0
161,Carlos Baleba,Brighton,5.3,5,0.94,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
162,Carlos Baleba,Lille,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
163,Leonardo Balerdi,Marseille,8.4,7,0.83,7,0,0,0,0,0,1,0.12,1,0,0,0,0,0
164,Ivan Balliu,Rayo Vallecano,13.9,24,1.73,20,3,1,0,0,0,1,0.07,0,1,0,0,0,0
165,Fode Ballo-Toure,Fulham,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
166,Folarin Balogun,Monaco,8.4,28,3.34,21,0,4,1,2,0,4,0.48,3,0,1,0,0,0
167,Jonathan Bamba,Celta Vigo,14.7,61,4.14,53,0,5,1,2,0,3,0.20,3,0,0,0,0,0
168,Lameck Banda,Lecce,8.8,33,3.75,18,2,7,6,0,0,1,0.11,1,0,0,0,0,0
169,Mamady Bangre,Toulouse,1.1,7,6.43,6,0,1,0,0,0,1,0.92,1,0,0,0,0,0
170,Mattia Bani,Genoa,10.0,2,0.20,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
171,Leo Baptistao,Almería,7.6,8,1.05,4,0,0,1,3,0,1,0.13,0,0,0,0,1,0
172,Shandon Baptiste,Brentford,2.1,3,1.41,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0
173,Antonin Barak,Fiorentina,1.2,6,4.91,4,0,0,1,0,1,0,0.00,0,0,0,0,0,0
174,Francisco Barbosa,Betis,2.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
175,Bradley Barcola,Lyon,3.0,5,1.67,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
176,Bradley Barcola,Paris S-G,5.0,28,5.56,23,0,4,1,0,0,4,0.79,4,0,0,0,0,0
177,Melvin Bard,Nice,14.1,25,1.78,20,2,0,1,0,2,3,0.21,3,0,0,0,0,0
178,Nicolo Barella,Inter,12.9,50,3.88,47,0,2,0,0,1,8,0.62,6,0,2,0,0,0
179,Kike Barja,Osasuna,2.7,9,3.36,7,0,1,1,0,0,1,0.37,1,0,0,0,0,0
180,Ross Barkley,Luton Town,8.9,21,2.35,10,4,3,1,2,1,4,0.45,3,0,0,0,1,0
182,Aymen Barkok,Mainz 05,3.5,15,4.29,10,2,1,1,1,0,1,0.29,1,0,0,0,0,0
183,Harvey Barnes,Newcastle Utd,2.1,6,2.89,4,0,1,0,1,0,1,0.48,1,0,0,0,0,0
184,Leandro Barreiro Martins,Mainz 05,13.9,27,1.95,19,1,1,2,2,2,2,0.14,2,0,0,0,0,0
185,Enzo Barrenechea,Frosinone,12.1,17,1.41,15,0,1,1,0,0,0,0.00,0,0,0,0,0,0
186,Ander Barrenetxea,Real Sociedad,9.1,22,2.41,15,0,3,2,2,0,3,0.33,1,0,0,2,0,0
187,Pablo Barrios,Atlético Madrid,6.3,19,3.03,17,0,1,1,0,0,1,0.16,1,0,0,0,0,0
188,Davide Bartesaghi,Milan,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
189,Marc Bartra,Betis,2.5,3,1.20,2,0,0,1,0,0,1,0.40,0,0,0,1,0,0
190,Federico Baschirotto,Lecce,13.6,7,0.51,5,1,0,1,0,0,1,0.07,1,0,0,0,0,0
191,Chris Basham,Sheffield Utd,3.6,3,0.84,1,0,0,1,1,0,0,0.00,0,0,0,0,0,0
192,Calvin Bassey,Fulham,9.4,3,0.32,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
193,Alessandro Bastoni,Inter,8.9,26,2.90,21,1,0,1,2,1,1,0.11,1,0,0,0,0,0
194,Simone Bastoni,Empoli,2.8,7,2.52,5,2,0,0,0,0,0,0.00,0,0,0,0,0,0
195,Daniel Batz,Mainz 05,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
196,Maximilian Bauer,Augsburg,5.5,3,0.55,1,0,0,2,0,0,0,0.00,0,0,0,0,0,0
197,Elias Baum,Eint Frankfurt,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
198,Oliver Baumann,Hoffenheim,14.0,2,0.14,1,1,0,0,0,0,1,0.07,0,1,0,0,0,0
199,Christoph Baumgartner,RB Leipzig,5.9,22,3.76,11,0,2,4,4,1,2,0.34,0,0,0,1,1,0
200,Bebe,Rayo Vallecano,1.0,3,2.84,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
201,Ihlas Bebou,Hoffenheim,6.3,13,2.08,10,0,1,1,1,0,0,0.00,0,0,0,0,0,0
202,Adrian Beck,Heidenheim,5.6,16,2.87,10,0,2,3,0,1,2,0.36,1,0,0,1,0,0
203,Sheraldo Becker,Union Berlin,6.5,26,3.99,20,0,2,2,2,0,4,0.61,2,0,0,1,1,0
204,Donny van de Beek,Manchester Utd,0.0,1,30.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
205,Yanis Begraoui,Toulouse,3.2,7,2.17,3,0,0,0,3,1,1,0.31,1,0,0,0,0,0
206,Kevin Behrens,Union Berlin,10.6,27,2.56,18,0,0,2,6,1,2,0.19,1,0,0,0,1,0
208,Maximilian Beier,Hoffenheim,10.1,25,2.49,9,0,3,5,8,0,5,0.50,0,0,1,2,2,0
209,Jeremie Bela,Clermont Foot,0.5,4,7.50,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0
210,Amari'i Bell,Luton Town,10.2,13,1.27,12,0,0,0,0,1,2,0.20,2,0,0,0,0,0
211,Stefan Bell,Mainz 05,6.4,5,0.78,5,0,0,0,0,0,1,0.16,1,0,0,0,0,0
212,Raoul Bellanova,Torino,13.1,28,2.14,22,1,2,1,1,1,3,0.23,3,0,0,0,0,0
213,Jean-Ricner Bellegarde,Wolves,4.1,16,3.86,9,2,4,0,1,0,2,0.48,1,0,1,0,0,0
214,Jean-Ricner Bellegarde,Strasbourg,3.0,6,2.01,4,0,2,0,0,0,3,1.00,2,0,1,0,0,0
215,Hector Bellerin,Betis,10.2,14,1.37,11,2,0,0,1,0,0,0.00,0,0,0,0,0,0
216,Jude Bellingham,Real Madrid,13.3,55,4.12,44,0,4,3,4,0,7,0.52,5,0,0,2,0,0
217,Jeanoel Belocian,Rennes,9.2,7,0.76,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0
218,Andrea Belotti,Roma,5.3,17,3.19,8,0,2,2,4,1,6,1.13,3,0,2,1,0,0
219,Fran Beltran,Celta Vigo,11.3,16,1.42,15,0,0,1,0,0,1,0.09,1,0,0,0,0,0
220,Lucas Beltran,Fiorentina,5.6,18,3.25,14,0,2,0,1,1,5,0.90,4,0,1,0,0,0
221,Eliesse Ben Seghir,Monaco,0.4,2,5.29,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0
222,Anis Ben Slimane,Sheffield Utd,1.7,6,3.60,4,0,1,0,0,1,0,0.00,0,0,0,0,0,0
223,Wissam Ben Yedder,Monaco,10.2,30,2.94,25,0,1,2,1,1,2,0.20,2,0,0,0,0,0
224,Carlos Benavidez,Alavés,4.0,6,1.48,2,0,0,0,2,2,0,0.00,0,0,0,0,0,0
225,Ismael Bennacer,Milan,0.5,1,2.05,1,0,0,0,0,0,1,2.05,1,0,0,0,0,0
226,Said Benrahma,West Ham,5.4,22,4.04,20,0,2,0,0,0,1,0.18,1,0,0,0,0,0
227,Ramy Bensebaini,Dortmund,9.1,20,2.20,13,1,1,1,4,0,3,0.33,3,0,0,0,0,0
228,Nabil Bentaleb,Lille,6.4,6,0.93,4,1,0,0,1,0,0,0.00,0,0,0,0,0,0
229,Rodrigo Bentancur,Tottenham,1.0,2,2.00,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
230,Daniel Bentley,Wolves,1.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
231,Domenico Berardi,Sassuolo,11.8,53,4.48,40,2,1,6,3,1,5,0.42,3,0,0,1,1,0
232,Yuri Berchiche,Athletic Club,6.9,10,1.45,9,1,0,0,0,0,2,0.29,2,0,0,0,0,0
234,Alex Berenguer,Athletic Club,5.0,24,4.84,10,11,1,1,0,1,2,0.40,0,1,0,0,0,1
235,Bartosz Bereszynski,Empoli,6.4,8,1.26,7,0,0,0,1,0,0,0.00,0,0,0,0,0,0
236,Johann Berg Gudmundsson,Burnley,7.2,31,4.28,17,11,0,1,2,0,1,0.14,1,0,0,0,0,0
237,Sander Berge,Burnley,12.8,20,1.57,19,0,0,0,1,0,2,0.16,2,0,0,0,0,0
238,Etrit Berisha,Empoli,13.0,2,0.15,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
239,Mergim Berisha,Hoffenheim,1.6,4,2.48,2,0,1,1,0,0,0,0.00,0,0,0,0,0,0
240,Mergim Berisha,Augsburg,1.4,5,3.69,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0
241,Bernardo,Bochum,14.0,14,1.00,12,0,0,0,2,0,1,0.07,1,0,0,0,0,0
242,Victor Bernth Kristiansen,Bologna,8.3,17,2.05,12,1,2,2,0,0,2,0.24,1,0,0,1,0,0
243,Matus Bero,Bochum,5.2,10,1.91,6,0,0,2,1,1,0,0.00,0,0,0,0,0,0
244,Luke Berry,Luton Town,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
245,Jan-Niklas Beste,Heidenheim,12.2,54,4.43,16,30,1,3,4,0,13,1.07,4,6,0,1,2,0
