,Player,Squad,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - xG,Expected - npxG,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG
29,Ruben Aguilar,Lens,9.5,0,7,2,28.6,0.73,0.21,0.00,0.00,18.1,0,0,0,0.6,0.6,0.08,-0.6,-0.6
30,Naouirou Ahamada,Crystal Palace,1.4,0,2,0,0.0,1.48,0.00,0.00,0.0,21.4,0,0,0,0.2,0.2,0.08,-0.2,-0.2
31,Anel Ahmedhodzic,Sheffield Utd,11.5,0,8,1,12.5,0.70,0.09,0.00,0.00,13.3,0,0,0,0.9,0.9,0.11,-0.9,-0.9
32,Joseph Aidoo,Celta Vigo,4.5,0,3,0,0.0,0.66,0.00,0.00,0.0,15.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
33,Ola Aina,Nott'ham Forest,9.0,1,4,1,25.0,0.45,0.11,0.25,1.00,25.5,0,0,0,0.1,0.1,0.03,+0.9,+0.9
34,Rayan Ait Nouri,Wolves,9.9,0,8,0,0.0,0.81,0.00,0.00,0.0,15.4,0,0,0,1.2,1.2,0.16,-1.2,-1.2
35,Tosin Aiyegun,Lorient,5.3,2,4,2,50.0,0.76,0.38,0.50,1.00,15.5,0,0,0,1.5,1.5,0.37,+0.5,+0.5
36,Kristoffer Ajer,Brentford,8.1,0,6,1,16.7,0.74,0.12,0.00,0.00,9.0,0,0,0,0.7,0.7,0.11,-0.7,-0.7
37,Ludovic Ajorque,Mainz 05,8.8,1,16,4,25.0,1.83,0.46,0.06,0.25,13.5,0,0,2,3.9,2.4,0.15,-2.9,-1.4
38,Manuel Akanji,Manchester City,12.0,2,7,3,42.9,0.58,0.25,0.29,0.67,17.9,0,0,0,0.6,0.6,0.09,+1.4,+1.4
39,Marley Ake,Udinese,0.1,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
40,Nathan Ake,Manchester City,8.2,2,8,3,37.5,0.98,0.37,0.25,0.67,7.8,0,0,0,1.1,1.1,0.14,+0.9,+0.9
41,Ilias Akhomach,Villarreal,4.4,0,5,1,20.0,1.13,0.23,0.00,0.00,18.7,0,0,0,0.6,0.6,0.13,-0.6,-0.6
42,Sergio Akieme,Almería,13.0,2,6,5,83.3,0.46,0.38,0.33,0.40,13.1,0,0,0,1.1,1.1,0.18,+0.9,+0.9
43,Maghnes Akliouche,Monaco,5.0,3,14,8,57.1,2.81,1.61,0.21,0.38,15.3,0,0,0,2.0,2.0,0.15,+1.0,+1.0
44,Paul Akouokou,Betis,0.3,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
45,Paul Akouokou,Lyon,3.3,0,2,0,0.0,0.61,0.00,0.00,0.0,15.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
46,Jean-Daniel Akpa-Akpro,Monza,0.4,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
47,Kevin Akpoguma,Hoffenheim,6.3,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
48,David Alaba,Real Madrid,12.4,0,13,3,23.1,1.04,0.24,0.00,0.00,20.5,6,0,0,0.9,0.9,0.07,-0.9,-0.9
49,Luis Alberto,Lazio,12.8,3,26,9,34.6,2.03,0.70,0.12,0.33,21.8,2,0,0,2.4,2.4,0.09,+0.6,+0.6
50,Raul Albiol,Villarreal,12.8,0,3,1,33.3,0.23,0.08,0.00,0.00,7.1,0,0,0,0.4,0.4,0.14,-0.4,-0.4
52,Ruben Alcaraz,Cádiz,14.0,1,11,2,18.2,0.79,0.14,0.09,0.50,21.7,2,0,0,0.5,0.5,0.04,+0.5,+0.5
53,Omar Alderete,Getafe,6.8,0,6,0,0.0,0.88,0.00,0.00,0.0,16.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2
54,Ivan Alejo,Cádiz,10.8,0,4,2,50.0,0.37,0.18,0.00,0.00,25.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2
55,Carles Alena,Getafe,6.5,1,11,4,36.4,1.70,0.62,0.09,0.25,17.6,0,0,0,1.0,1.0,0.09,0.0,0.0
56,Trent Alexander-Arnold,Liverpool,12.6,2,20,4,20.0,1.58,0.32,0.10,0.50,26.1,3,0,0,0.8,0.8,0.04,+1.2,+1.2
57,Mohamed Ali Cho,Real Sociedad,2.8,0,3,0,0.0,1.08,0.00,0.00,0.0,17.4,0,0,0,0.4,0.4,0.13,-0.4,-0.4
58,Yanis Ali Issoufou,Montpellier,0.1,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
59,Faride Alidou,Köln,3.0,0,4,2,50.0,1.33,0.66,0.00,0.00,17.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2
60,Nabil Alioui,Le Havre,10.4,4,23,8,34.8,2.22,0.77,0.17,0.50,19.0,1,0,0,1.9,1.9,0.08,+2.1,+2.1
61,Alisson,Liverpool,14.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
62,Jim Allevinah,Clermont Foot,11.3,0,15,3,20.0,1.33,0.27,0.00,0.00,17.1,0,0,0,0.9,0.9,0.06,-0.9,-0.9
63,Domingos Andre Ribeiro Almeida,Valencia,5.3,0,5,2,40.0,0.94,0.38,0.00,0.00,20.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2
64,Miguel Almiron,Newcastle Utd,12.0,2,24,8,33.3,2.01,0.67,0.08,0.25,17.4,0,0,0,2.4,2.4,0.10,-0.4,-0.4
65,Pontus Almqvist,Lecce,10.3,2,16,7,43.8,1.55,0.68,0.13,0.29,19.4,0,0,0,0.9,0.9,0.05,+1.1,+1.1
66,Marcos Alonso,Barcelona,1.8,0,3,2,66.7,1.67,1.11,0.00,0.00,20.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
67,Adria Altimira,Villarreal,5.1,0,1,0,0.0,0.19,0.00,0.00,0.0,27.2,0,0,0,0.0,0.0,0.03,0.0,0.0
68,Sergi Altimira,Betis,1.8,0,1,0,0.0,0.55,0.00,0.00,0.0,23.8,0,0,0,0.0,0.0,0.04,0.0,0.0
69,Edson Alvarez,West Ham,11.1,0,9,1,11.1,0.81,0.09,0.00,0.00,21.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4
70,Gaston Alvarez,Getafe,13.0,1,6,2,33.3,0.46,0.15,0.17,0.50,15.9,0,0,0,0.3,0.3,0.05,+0.7,+0.7
71,Julian Alvarez,Manchester City,14.6,4,40,13,32.5,2.73,0.89,0.10,0.31,19.7,10,0,0,4.0,4.0,0.10,0.0,0.0
72,Yeray Alvarez,Athletic Club,2.1,0,3,1,33.3,1.46,0.49,0.00,0.00,11.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1
73,Skelly Alvero,Lyon,4.7,1,9,3,33.3,1.90,0.63,0.11,0.33,22.9,0,0,0,0.4,0.4,0.05,+0.6,+0.6
74,Papa Amadou Diallo,Metz,2.2,0,1,1,100.0,0.45,0.45,0.00,0.00,40.3,0,0,0,0.0,0.0,0.02,0.0,0.0
75,Selim Amallah,Valencia,4.2,0,8,3,37.5,1.89,0.71,0.00,0.00,21.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3
76,Amath,Mallorca,4.1,0,12,2,16.7,2.92,0.49,0.00,0.00,14.1,0,0,0,1.6,1.6,0.13,-1.6,-1.6
78,Lorenzo Amatucci,Fiorentina,0.2,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
79,Zeki Amdouni,Burnley,11.7,2,26,13,50.0,2.21,1.11,0.08,0.15,17.5,0,0,0,2.4,2.4,0.09,-0.4,-0.4
80,Bruno Amione,Hellas Verona,5.9,0,4,2,50.0,0.68,0.34,0.00,0.00,10.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
81,Michael Amir Murillo,Marseille,4.1,1,2,1,50.0,0.48,0.24,0.50,1.00,12.0,0,0,0,0.4,0.4,0.20,+0.6,+0.6
82,Nadiem Amiri,Leverkusen,0.1,0,1,0,0.0,8.18,0.00,0.00,0.0,13.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1
83,Sofyan Amrabat,Manchester Utd,5.8,0,2,0,0.0,0.34,0.00,0.00,0.0,23.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
84,Joachim Andersen,Crystal Palace,16.0,2,13,7,53.8,0.81,0.44,0.15,0.29,13.0,1,0,0,1.1,1.1,0.08,+0.9,+0.9
85,Elliot Anderson,Newcastle Utd,4.6,0,7,2,28.6,1.53,0.44,0.00,0.00,14.0,0,0,0,0.7,0.7,0.11,-0.7,-0.7
86,Felipe Anderson,Lazio,11.8,1,18,3,16.7,1.52,0.25,0.06,0.33,16.3,0,0,0,2.1,2.1,0.12,-1.1,-1.1
87,Benjamin Andre,Lille,13.3,2,11,4,36.4,0.83,0.30,0.18,0.50,18.0,0,0,0,1.5,1.5,0.13,+0.5,+0.5
88,Komnen Andric,Clermont Foot,1.4,0,2,0,0.0,1.43,0.00,0.00,0.0,19.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
89,Robert Andrich,Leverkusen,2.7,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
90,Miguel Angel Rubio,Granada,6.2,1,2,1,50.0,0.32,0.16,0.50,1.00,7.3,0,0,0,0.5,0.5,0.23,+0.5,+0.5
91,Fabrizio Angileri,Getafe,0.9,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
92,Jaidon Anthony,Bournemouth,1.7,0,2,1,50.0,1.18,0.59,0.00,0.00,24.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
93,Waldemar Anton,Stuttgart,14.0,0,12,3,25.0,0.86,0.21,0.00,0.00,16.6,0,0,0,0.6,0.6,0.05,-0.6,-0.6
94,Michail Antonio,West Ham,9.0,2,9,4,44.4,1.00,0.44,0.22,0.50,12.8,0,0,0,1.8,1.8,0.21,+0.2,+0.2
95,Antony,Manchester Utd,7.6,0,22,4,18.2,2.88,0.52,0.00,0.00,19.0,0,0,0,1.4,1.4,0.06,-1.4,-1.4
96,Christopher Antwi-Adjei,Bochum,5.6,1,16,5,31.3,2.86,0.89,0.06,0.20,18.7,0,0,0,1.4,1.4,0.09,-0.4,-0.4
97,Houssem Aouar,Roma,4.7,2,7,4,57.1,1.50,0.86,0.29,0.50,13.7,0,0,0,1.2,1.2,0.17,+0.8,+0.8
98,Stredair Appuah,Nantes,0.3,0,3,0,0.0,10.38,0.00,0.00,0.0,20.9,0,0,0,0.4,0.4,0.14,-0.4,-0.4
99,Mauro Arambarri,Getafe,3.8,0,9,2,22.2,2.39,0.53,0.00,0.00,21.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5
100,Julian Araujo,Las Palmas,9.1,1,5,2,40.0,0.55,0.22,0.20,0.50,20.3,0,0,0,0.6,0.6,0.13,+0.4,+0.4
101,Ronald Araujo,Barcelona,8.4,1,6,4,66.7,0.72,0.48,0.17,0.25,18.1,0,0,0,0.6,0.6,0.10,+0.4,+0.4
102,Cameron Archer,Sheffield Utd,11.4,2,17,5,29.4,1.49,0.44,0.12,0.40,18.3,0,0,0,1.4,1.4,0.09,+0.6,+0.6
104,Cameron Archer,Aston Villa,0.1,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
105,Alphonse Areola,West Ham,14.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
106,Adu Ares,Athletic Club,0.3,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
107,Jesus Areso,Osasuna,11.1,0,2,1,50.0,0.18,0.09,0.00,0.00,19.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
108,Yoel Armougom,Clermont Foot,0.2,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
109,Jose Arnaiz,Osasuna,3.2,1,12,4,33.3,3.72,1.24,0.08,0.25,24.1,3,0,0,0.6,0.6,0.05,+0.4,+0.4
110,Hakon Arnar Haraldsson,Lille,4.2,0,1,1,100.0,0.24,0.24,0.00,0.00,16.4,0,0,0,0.1,0.1,0.11,-0.1,-0.1
111,Marko Arnautovic,Inter,1.9,0,2,0,0.0,1.07,0.00,0.00,0.0,17.0,0,0,0,0.2,0.2,0.09,-0.2,-0.2
112,Maximilian Arnold,Wolfsburg,9.9,0,8,4,50.0,0.81,0.41,0.00,0.00,29.6,4,0,0,0.3,0.3,0.04,-0.3,-0.3
113,Mohamed El Arouch,Lyon,0.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
114,Sergio Arribas,Almería,11.4,5,33,12,36.4,2.91,1.06,0.15,0.42,16.3,0,0,0,5.1,5.1,0.16,-0.1,-0.1
115,Kepa Arrizabalaga,Real Madrid,10.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
116,Arthur,Leverkusen,0.4,0,1,1,100.0,2.65,2.65,0.00,0.00,28.3,0,0,0,0.0,0.0,0.02,0.0,0.0
117,Takuma Asano,Bochum,11.6,4,32,13,40.6,2.75,1.12,0.13,0.31,13.6,0,0,0,4.0,4.0,0.12,0.0,0.0
118,Marco Asensio,Paris S-G,2.7,2,7,3,42.9,2.58,1.11,0.29,0.67,20.8,0,0,0,1.0,1.0,0.14,+1.0,+1.0
119,Kristjan Asllani,Inter,1.3,0,3,0,0.0,2.29,0.00,0.00,0.0,23.0,1,0,0,0.2,0.2,0.05,-0.2,-0.2
120,Joel Asoro,Metz,6.1,2,3,2,66.7,0.49,0.33,0.67,1.00,13.7,0,0,0,0.5,0.5,0.16,+1.5,+1.5
121,Iago Aspas,Celta Vigo,13.2,1,42,12,28.6,3.18,0.91,0.02,0.08,19.0,4,0,2,5.5,3.9,0.09,-4.5,-2.9
122,Lorenz Assignon,Rennes,10.9,1,11,4,36.4,1.01,0.37,0.09,0.25,22.9,0,0,0,0.4,0.4,0.04,+0.6,+0.6
123,Youcef Atal,Nice,4.0,1,4,1,25.0,1.00,0.25,0.25,1.00,22.6,0,0,0,0.1,0.1,0.03,+0.9,+0.9
124,Valentin Atangana Edoa,Reims,1.7,0,2,1,50.0,1.16,0.58,0.00,0.00,22.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
125,Arthur Atta,Metz,1.3,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
126,Noah Atubolu,Freiburg,14.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
127,Pierre-Emerick Aubameyang,Marseille,11.6,5,35,11,31.4,3.01,0.94,0.11,0.36,16.4,1,1,1,6.8,6.0,0.17,-1.8,-2.0
128,Tommaso Augello,Cagliari,10.7,0,4,2,50.0,0.37,0.19,0.00,0.00,25.6,1,0,0,0.1,0.1,0.02,-0.1,-0.1
130,Yann Aurel Bisseck,Inter,1.2,0,1,0,0.0,0.87,0.00,0.00,0.0,7.7,0,0,0,0.0,0.0,0.02,0.0,0.0
131,Serge Aurier,Nott'ham Forest,9.3,0,6,1,16.7,0.65,0.11,0.00,0.00,16.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2
132,Ezequiel Avila,Osasuna,8.3,1,24,6,25.0,2.91,0.73,0.04,0.17,21.2,0,0,0,1.9,1.9,0.08,-0.9,-0.9
133,Taiwo Awoniyi,Nott'ham Forest,7.4,4,12,5,41.7,1.62,0.68,0.33,0.80,9.2,0,0,0,3.6,3.6,0.30,+0.4,+0.4
134,Andre Ayew,Le Havre,0.2,0,2,0,0.0,12.00,0.00,0.00,0.0,13.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1
135,Jordan Ayew,Crystal Palace,14.6,1,28,9,32.1,1.92,0.62,0.04,0.11,16.7,0,0,0,1.9,1.9,0.07,-0.9,-0.9
136,Neil El Aynaoui,Lens,4.3,1,10,5,50.0,2.33,1.17,0.10,0.20,13.4,0,0,0,1.8,1.8,0.18,-0.8,-0.8
137,Sardar Azmoun,Roma,2.1,1,7,1,14.3,3.33,0.48,0.14,1.00,15.0,0,0,0,1.2,1.2,0.17,-0.2,-0.2
138,Cesar Azpilicueta,Atlético Madrid,8.7,0,2,2,100.0,0.23,0.23,0.00,0.00,20.3,0,0,0,0.6,0.6,0.32,-0.6,-0.6
139,Paulo Azzi,Cagliari,5.2,0,14,1,7.1,2.70,0.19,0.00,0.00,20.4,0,0,0,0.9,0.9,0.06,-0.9,-0.9
140,Oussama El Azzouzi,Bologna,2.2,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
141,Abdellah Baallal,Clermont Foot,0.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
142,Iddrisu Baba,Almería,9.3,0,4,1,25.0,0.43,0.11,0.00,0.00,26.8,0,0,0,0.5,0.5,0.11,-0.5,-0.5
143,Srdan Babic,Almería,1.0,0,1,0,0.0,1.00,0.00,0.00,0.0,11.6,0,0,0,0.0,0.0,0.04,0.0,0.0
144,Aliou Badara Balde,Nice,0.4,0,2,2,100.0,5.45,5.45,0.00,0.00,20.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1
145,Loic Bade,Sevilla,9.8,0,9,3,33.3,0.91,0.30,0.00,0.00,11.4,0,0,0,0.6,0.6,0.07,-0.6,-0.6
146,Milan Badelj,Genoa,9.7,0,8,2,25.0,0.82,0.21,0.00,0.00,18.6,0,0,0,0.4,0.4,0.05,-0.4,-0.4
147,Matthias Bader,Darmstadt 98,8.7,1,7,1,14.3,0.80,0.11,0.14,1.00,22.5,0,0,0,0.3,0.3,0.04,+0.7,+0.7
148,Benoit Badiashile,Chelsea,3.0,0,2,1,50.0,0.67,0.33,0.00,0.00,11.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1
149,Alex Baena,Villarreal,11.8,1,34,15,44.1,2.89,1.27,0.03,0.07,20.2,1,0,0,3.2,3.2,0.10,-2.2,-2.2
150,Jaime Baez,Frosinone,5.0,0,8,1,12.5,1.60,0.20,0.00,0.00,24.8,1,0,0,0.2,0.2,0.03,-0.2,-0.2
151,Leon Bailey,Aston Villa,6.6,5,21,8,38.1,3.19,1.21,0.24,0.63,15.5,0,0,0,2.7,2.7,0.13,+2.3,+2.3
152,Nedim Bajrami,Sassuolo,6.5,1,18,6,33.3,2.76,0.92,0.06,0.17,21.4,1,0,0,1.0,1.0,0.05,0.0,0.0
153,Tiemoue Bakayoko,Lorient,4.6,0,2,1,50.0,0.43,0.22,0.00,0.00,21.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1
154,Mitchel Bakker,Atalanta,2.5,0,1,0,0.0,0.39,0.00,0.00,0.0,12.7,0,0,0,0.0,0.0,0.04,0.0,0.0
156,Ridle Baku,Wolfsburg,8.1,0,10,3,30.0,1.23,0.37,0.00,0.00,16.1,0,0,0,0.6,0.6,0.06,-0.6,-0.6
157,Dilane Bakwa,Strasbourg,8.2,0,12,4,33.3,1.46,0.49,0.00,0.00,20.3,1,0,0,0.8,0.8,0.06,-0.8,-0.8
158,Tommaso Baldanzi,Empoli,6.8,1,11,4,36.4,1.62,0.59,0.09,0.25,19.0,0,0,0,2.0,2.0,0.18,-1.0,-1.0
159,Alejandro Balde,Barcelona,11.3,0,2,1,50.0,0.18,0.09,0.00,0.00,26.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
160,George Baldock,Sheffield Utd,6.3,0,1,0,0.0,0.16,0.00,0.00,0.0,22.2,0,0,0,0.0,0.0,0.02,0.0,0.0
161,Carlos Baleba,Brighton,5.3,0,7,2,28.6,1.32,0.38,0.00,0.00,26.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3
162,Carlos Baleba,Lille,0.7,0,2,1,50.0,2.95,1.48,0.00,0.00,30.4,0,0,0,0.0,0.0,0.02,0.0,0.0
163,Leonardo Balerdi,Marseille,8.4,1,3,2,66.7,0.36,0.24,0.33,0.50,12.3,0,0,0,0.2,0.2,0.07,+0.8,+0.8
164,Ivan Balliu,Rayo Vallecano,13.9,0,3,2,66.7,0.22,0.14,0.00,0.00,18.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2
165,Fode Ballo-Toure,Fulham,0.4,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
166,Folarin Balogun,Monaco,8.4,4,26,9,34.6,3.10,1.07,0.15,0.44,15.4,0,0,2,3.8,2.2,0.09,+0.2,+1.8
167,Jonathan Bamba,Celta Vigo,14.7,2,29,11,37.9,1.97,0.75,0.07,0.18,18.5,0,0,0,2.4,2.4,0.08,-0.4,-0.4
168,Lameck Banda,Lecce,8.8,2,27,16,59.3,3.06,1.82,0.07,0.13,19.9,1,0,0,1.8,1.8,0.07,+0.2,+0.2
169,Mamady Bangre,Toulouse,1.1,0,3,0,0.0,2.76,0.00,0.00,0.0,16.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1
170,Mattia Bani,Genoa,10.0,1,3,2,66.7,0.30,0.20,0.33,0.50,6.6,0,0,0,0.8,0.8,0.25,+0.2,+0.2
171,Leo Baptistao,Almería,7.6,3,20,8,40.0,2.64,1.06,0.15,0.38,16.7,0,0,0,2.9,2.9,0.14,+0.1,+0.1
172,Shandon Baptiste,Brentford,2.1,1,1,1,100.0,0.47,0.47,1.00,1.00,3.7,0,0,0,0.7,0.7,0.70,+0.3,+0.3
173,Antonin Barak,Fiorentina,1.2,0,4,1,25.0,3.27,0.82,0.00,0.00,24.1,0,0,0,0.3,0.3,0.07,-0.3,-0.3
174,Francisco Barbosa,Betis,2.5,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
175,Bradley Barcola,Lyon,3.0,0,2,0,0.0,0.67,0.00,0.00,0.0,18.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1
176,Bradley Barcola,Paris S-G,5.0,1,10,3,30.0,1.99,0.60,0.10,0.33,13.4,0,0,0,1.8,1.8,0.18,-0.8,-0.8
177,Melvin Bard,Nice,14.1,0,4,0,0.0,0.28,0.00,0.00,0.0,28.0,0,0,0,0.1,0.1,0.01,-0.1,-0.1
178,Nicolo Barella,Inter,12.9,1,14,3,21.4,1.09,0.23,0.07,0.33,18.0,0,0,0,1.7,1.7,0.12,-0.7,-0.7
