,Player,Squad,90s,Att,Pass Types - Live,Pass Types - Dead,Pass Types - FK,Pass Types - TB,Pass Types - Sw,Pass Types - Crs,Pass Types - TI,Pass Types - CK,Corner Kicks - In,Corner Kicks - Out,Corner Kicks - Str,Outcomes - Cmp,Outcomes - Off,Outcomes - Blocks
29,Alvaro Aguirre,Rayo Vallecano,0.1,3,2,1,0,0,0,0,1,0,0,0,0,3,0,0
30,Naouirou Ahamada,Stuttgart,0.7,32,32,0,0,0,0,0,0,0,0,0,0,28,0,0
31,Anel Ahmedhodzic,Bordeaux,15.0,858,826,31,23,0,7,6,8,0,0,0,0,766,1,3
32,Jean-Eudes Aholou,Strasbourg,11.2,412,404,8,8,1,2,6,0,0,0,0,0,339,0,11
33,Joseph Aidoo,Celta Vigo,29.3,1567,1531,32,13,1,11,3,19,0,0,0,0,1270,4,9
34,Ola Aina,Torino,16.0,755,600,151,9,1,0,34,142,0,0,0,0,535,4,30
35,Rayan Ait Nouri,Wolves,20.3,1025,811,211,10,1,7,96,172,29,11,16,0,763,3,19
36,Kristoffer Ajer,Brentford,22.2,892,734,154,6,2,3,17,148,0,0,0,0,627,4,28
37,Ludovic Ajorque,Strasbourg,30.4,906,880,24,1,5,10,17,2,0,0,0,0,653,2,16
38,Manuel Akanji,Dortmund,25.1,2013,1944,66,59,1,26,3,7,0,0,0,0,1819,3,10
39,Carlos Akapo,Cádiz,20.5,832,672,158,18,1,3,45,140,0,0,0,0,611,2,20
40,Marley Ake,Juventus,0.9,16,16,0,0,0,0,1,0,0,0,0,0,12,0,1
41,Nathan Ake,Manchester City,10.3,878,836,41,15,1,2,1,26,0,0,0,0,796,1,5
42,Ilias Akhomach,Barcelona,1.4,55,55,0,0,1,0,6,0,0,0,0,0,45,0,2
43,Maghnes Akliouche,Monaco,0.6,22,22,0,0,0,0,1,0,0,0,0,0,20,0,0
44,Paul Akouokou,Betis,5.7,325,320,4,4,0,3,1,0,0,0,0,0,284,1,4
45,Jean-Daniel Akpa-Akpro,Lazio,3.5,106,106,0,0,0,0,0,0,0,0,0,0,89,0,8
46,Kevin Akpoguma,Hoffenheim,17.0,917,742,172,13,0,7,31,159,0,0,0,0,691,3,24
47,David Alaba,Real Madrid,29.4,1968,1888,74,34,4,2,40,34,3,3,0,0,1788,6,9
48,Sofiane Alakouch,Metz,1.8,103,90,13,1,0,1,2,12,0,0,0,0,83,0,7
49,Tomas Alarcon,Cádiz,15.8,572,503,65,29,2,15,64,3,33,14,14,0,398,4,18
50,Lucas Alario,Leverkusen,7.3,171,159,12,0,1,1,1,2,0,0,0,0,115,0,9
52,Jordi Alba,Barcelona,29.4,2795,2416,365,96,13,12,121,268,1,0,0,0,2334,14,38
53,Josue Albert,Clermont Foot,0.2,6,5,1,0,0,0,0,1,0,0,0,0,5,0,0
54,Luis Alberto,Lazio,26.1,1970,1751,211,82,18,9,143,12,104,47,40,0,1626,8,29
55,Raul Albiol,Villarreal,27.4,1560,1502,57,55,0,12,3,1,0,0,0,0,1339,1,12
56,Marc Albrighton,Leicester City,12.6,558,452,101,15,2,3,78,48,37,27,6,0,347,5,27
57,Paco Alcacer,Villarreal,8.7,175,151,22,0,2,2,1,2,0,0,0,0,123,2,5
58,Thiago Alcantara,Liverpool,17.0,1508,1488,18,10,4,17,4,4,1,0,1,0,1340,2,13
59,Ruben Alcaraz,Cádiz,12.3,667,623,43,34,3,16,23,2,7,1,3,0,556,1,13
60,Omar Alderete,Valencia,26.7,961,899,57,52,0,41,4,2,0,0,0,0,580,5,6
61,Ivan Alejo,Cádiz,11.8,329,319,9,3,0,2,97,6,0,0,0,0,193,1,18
62,Dogan Alemdar,Rennes,12.0,391,293,98,28,0,1,0,0,0,0,0,0,287,0,0
63,Carles Alena,Getafe,25.8,869,827,39,24,2,10,44,2,11,5,5,0,683,3,25
64,Trent Alexander-Arnold,Liverpool,31.7,2757,2204,548,93,17,69,273,324,131,29,89,0,2039,5,34
65,Mohamed Ali Cho,Angers,20.4,314,304,9,2,1,0,23,3,0,0,0,0,220,1,12
66,Alisson,Liverpool,36.0,1388,1154,234,62,0,3,0,0,0,0,0,0,1214,0,0
67,Allan,Everton,24.3,982,912,66,19,1,2,10,10,0,0,0,0,778,4,26
68,Jim Allevinah,Clermont Foot,16.5,545,524,16,3,1,5,34,4,9,5,1,0,416,5,18
69,Dele Alli,Tottenham,7.3,228,210,17,4,1,1,5,4,0,0,0,0,177,1,6
70,Dele Alli,Everton,3.8,157,140,14,3,3,1,1,5,1,0,0,0,114,3,4
71,Miguel Almiron,Newcastle Utd,19.1,511,500,8,3,0,2,20,3,0,0,0,0,402,3,19
72,Marcos Alonso,Chelsea,24.1,1486,1190,293,27,2,8,149,199,67,38,23,0,1142,3,39
73,Giorgio Altare,Cagliari,16.3,799,712,83,12,0,3,27,71,0,0,0,0,531,4,11
74,Hugo Alvarez,Celta Vigo,0.1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
75,Yeray Alvarez,Athletic Club,20.7,1019,966,51,50,0,10,3,1,0,0,0,0,832,2,9
76,Dani Alves,Barcelona,12.2,1089,925,159,32,6,14,75,93,34,12,16,0,915,5,11
78,Steven Alzate,Brighton,4.5,233,230,3,2,1,0,0,1,0,0,0,0,204,0,4
79,Ibrahim Amadou,Metz,9.0,439,430,9,9,0,5,0,0,0,0,0,0,384,0,2
80,Emmanuel Amankwaa Akurugu,Getafe,0.9,39,31,8,0,0,0,4,8,0,0,0,0,26,0,1
81,Daniel Amartey,Leicester City,23.6,1546,1516,28,19,0,2,0,9,0,0,0,0,1399,2,16
82,Amath,Mallorca,9.8,202,196,5,0,2,0,7,3,1,0,0,0,159,1,9
83,Jordan Amavi,Nice,4.6,319,272,46,4,0,2,6,42,0,0,0,0,269,1,5
84,Jordan Amavi,Marseille,1.4,86,69,17,2,0,2,2,15,0,0,0,0,74,0,1
85,Wisdom Amey,Bologna,0.8,29,25,4,4,0,0,0,0,0,0,0,0,20,0,0
86,Kelvin Amian,Spezia,29.4,1133,862,267,18,1,1,24,249,0,0,0,0,887,4,35
87,Nadiem Amiri,Genoa,7.6,299,255,41,13,2,0,20,2,12,2,7,0,222,3,3
88,Nadiem Amiri,Leverkusen,4.1,222,209,12,2,0,2,8,3,6,1,5,0,183,1,5
89,Ethan Ampadu,Venezia,25.4,1165,1037,123,41,4,10,20,80,0,0,0,0,867,5,26
90,Sofyan Amrabat,Fiorentina,10.5,716,685,31,31,1,9,6,0,0,0,0,0,645,0,8
91,Joachim Andersen,Crystal Palace,32.4,2351,2252,95,86,3,32,8,5,0,0,0,0,1911,4,11
92,Felipe Anderson,Lazio,32.1,1436,1342,90,6,5,6,86,32,13,8,3,0,1118,4,36
93,Sebastian Andersson,Köln,14.0,234,227,7,0,0,1,9,1,0,0,0,0,147,0,10
94,Florin Andone,Cádiz,2.0,38,32,6,0,0,0,0,0,0,0,0,0,25,0,1
95,Andres Andrade Cedeno,Arminia,11.6,535,441,93,5,1,1,21,88,0,0,0,0,350,1,18
96,Benjamin Andre,Lille,30.6,1766,1705,55,44,4,19,19,11,0,0,0,0,1404,6,33
97,Fredrik Andre Bjorkan,Hertha BSC,3.9,166,131,35,3,1,0,5,32,0,0,0,0,133,0,5
98,Marcos Andre,Valencia,10.8,184,173,8,0,2,2,3,2,0,0,0,0,122,3,2
99,Robert Andrich,Leverkusen,20.2,1011,987,18,16,8,1,6,2,0,0,0,0,811,6,9
100,Jose Angel,Osasuna,12.0,785,629,154,23,0,32,46,131,0,0,0,0,590,2,9
101,Angelino,RB Leipzig,25.5,1516,1201,304,47,0,6,187,205,52,26,9,0,1082,11,20
102,Ebenezer Annan,Bologna,0.3,11,8,3,0,0,0,1,3,0,0,0,0,4,0,0
104,Cristian Ansaldi,Torino,7.7,407,318,86,8,2,4,57,68,10,4,2,0,285,3,4
105,Janis Antiste,Spezia,8.8,215,195,19,0,1,0,12,6,0,0,0,0,136,1,6
106,Waldemar Anton,Stuttgart,28.8,1826,1744,80,45,1,20,11,32,0,0,0,0,1541,2,14
107,Josep Antoni Gaya,Mallorca,0.6,28,26,2,1,0,0,0,0,0,0,0,0,23,0,0
108,Michail Antonio,West Ham,33.0,702,675,20,2,4,9,63,16,0,0,0,0,438,7,39
109,Christopher Antwi-Adjei,Bochum,12.6,253,223,29,1,3,0,29,27,1,0,0,0,153,1,20
110,Houssem Aouar,Lyon,27.8,1446,1379,64,23,13,10,21,15,10,6,0,0,1243,3,29
111,Adil Aouchiche,Saint-Étienne,12.0,614,550,61,18,1,18,68,3,38,14,14,0,457,3,14
112,Dennis Appiah,Nantes,23.3,1001,856,141,10,1,0,38,131,0,0,0,0,756,4,18
113,Mauro Arambarri,Getafe,29.6,1266,1104,157,88,0,32,116,2,66,28,34,0,933,5,29
114,Mattia Aramu,Venezia,23.3,795,603,184,43,6,6,144,21,66,33,28,0,524,8,24
115,Charles Aranguiz,Leverkusen,17.5,1094,1035,53,44,7,13,9,8,1,0,1,0,916,6,27
116,Nestor Araujo,Celta Vigo,29.1,1555,1509,41,38,0,8,3,3,0,0,0,0,1326,5,8
117,Ronald Araujo,Barcelona,25.2,1662,1566,92,47,0,21,7,44,0,0,0,0,1491,4,6
118,Cameron Archer,Aston Villa,0.3,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
119,Alphonse Areola,West Ham,1.0,40,23,17,3,0,0,0,0,0,0,0,0,21,0,0
120,Jesus Areso,Osasuna,2.1,73,40,33,0,0,0,2,33,0,0,0,0,49,0,0
121,Matias Arezo,Granada,1.8,38,35,3,1,0,0,4,1,0,0,0,0,18,0,1
122,Santiago Arias,Granada,4.9,218,166,50,1,0,0,15,49,0,0,0,0,153,2,2
123,Adam Armstrong,Southampton,15.7,324,283,40,0,4,1,18,2,0,0,0,0,229,1,6
124,Stuart Armstrong,Southampton,16.4,744,701,40,3,3,2,35,8,2,0,1,0,590,3,25
125,Marko Arnautovic,Bologna,29.9,908,851,51,1,4,1,12,9,0,0,0,0,659,6,24
126,Maximilian Arnold,Wolfsburg,33.3,1869,1602,255,145,5,40,182,7,102,63,33,1,1453,12,21
127,Kepa Arrizabalaga,Chelsea,4.0,138,110,28,7,0,0,0,0,0,0,0,0,115,0,0
128,Tolgay Arslan,Udinese,18.4,677,649,28,19,2,2,33,1,7,2,5,0,532,0,13
130,Arthur,Fiorentina,8.3,142,126,16,0,1,2,2,0,0,0,0,0,110,0,5
131,Santiago Arzamendia,Cádiz,5.2,170,145,21,4,0,1,18,12,5,3,2,0,105,4,4
132,Takuma Asano,Bochum,17.9,378,372,5,0,4,2,34,4,0,0,0,0,244,1,24
133,Santiago Ascacibar,Hertha BSC,26.4,1168,1100,63,55,1,4,2,6,0,0,0,0,959,5,24
134,Sergio Asenjo,Villarreal,6.0,228,166,60,4,0,1,0,0,0,0,0,0,185,2,0
135,Alejandro Asensio,Rayo Vallecano,0.1,8,8,0,0,0,1,1,0,0,0,0,0,7,0,0
136,Marco Asensio,Real Madrid,19.2,894,809,80,14,0,14,71,16,45,26,3,0,731,5,24
137,Harrison Ashby,West Ham,0.1,7,6,1,0,0,0,0,1,0,0,0,0,7,0,0
138,Kristoffer Askildsen,Sampdoria,8.4,226,215,8,5,0,1,2,2,0,0,0,0,147,3,5
139,Fisnik Asllani,Hoffenheim,0.1,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0
140,Kristjan Asllani,Empoli,15.0,779,718,60,36,1,6,29,4,19,9,7,0,638,1,7
141,Iago Aspas,Celta Vigo,34.3,1371,1266,97,38,11,17,108,18,32,21,5,0,968,8,47
142,Lorenz Assignon,Rennes,6.8,383,300,81,4,0,0,21,77,0,0,0,0,306,2,13
143,Simon Asta,Greuther Fürth,8.7,401,308,92,2,0,2,16,90,0,0,0,0,282,1,13
144,Youcef Atal,Nice,12.7,738,617,120,8,4,2,54,111,1,0,0,0,556,1,17
145,Pierre-Emerick Aubameyang,Arsenal,11.5,208,204,2,0,2,0,11,1,0,0,0,0,137,2,9
146,Pierre-Emerick Aubameyang,Barcelona,12.0,238,218,20,0,2,0,5,0,0,0,0,0,176,0,7
147,Emil Audero,Sampdoria,28.4,1005,698,300,88,0,2,0,0,0,0,0,0,706,7,0
148,Tommaso Augello,Sampdoria,26.6,1368,1094,271,34,1,3,74,233,4,0,0,0,1050,3,48
149,Jean-Kevin Augustin,Nantes,0.9,14,12,2,0,0,0,0,0,0,0,0,0,11,0,0
150,Ludwig Augustinsson,Sevilla,8.8,551,442,107,7,0,3,47,81,19,0,15,1,437,2,10
151,Serge Aurier,Villarreal,11.2,742,646,94,10,0,2,27,84,0,0,0,0,623,2,12
152,Ezequiel Avila,Osasuna,20.8,556,526,24,6,2,12,79,8,4,2,1,0,307,6,21
153,Taiwo Awoniyi,Union Berlin,24.2,474,458,12,0,5,0,10,2,0,0,0,0,313,4,17
154,Ramzi Aya,Salernitana,1.5,27,20,7,2,0,0,1,5,0,0,0,0,19,0,0
156,Jordan Ayew,Crystal Palace,22.4,754,738,14,3,8,2,74,9,2,0,0,0,576,2,30
157,Kaan Ayhan,Sassuolo,15.0,871,824,43,37,3,12,2,3,0,0,0,0,790,4,2
158,Luke Ayling,Leeds United,25.2,1592,1412,171,36,5,24,31,134,0,0,0,0,1224,9,29
159,Karim Azamoum,Troyes,4.3,148,139,9,2,0,0,1,7,0,0,0,0,102,0,5
160,Sardar Azmoun,Leverkusen,4.0,108,103,3,0,3,0,2,0,0,0,0,0,79,2,3
161,Cesar Azpilicueta,Chelsea,23.0,1787,1627,153,25,1,0,47,128,0,0,0,0,1486,7,31
162,Iddrisu Baba,Mallorca,21.5,779,760,17,16,0,6,5,1,0,0,0,0,617,2,19
163,Carlos Bacca,Granada,5.7,99,92,7,0,1,0,4,2,0,0,0,0,62,0,3
164,Daniel Bachmann,Watford,12.0,364,237,125,38,0,0,0,0,0,0,0,0,216,2,0
165,Loic Bade,Rennes,10.9,729,718,10,8,0,4,2,2,0,0,0,0,655,1,1
166,Milan Badelj,Genoa,31.6,1575,1522,43,39,4,12,10,4,0,0,0,0,1230,10,28
167,Edgar Badia,Elche,24.0,830,542,286,76,0,0,0,0,0,0,0,0,565,2,0
168,Benoit Badiashile,Monaco,20.4,1380,1352,27,24,1,15,1,3,0,0,0,0,1212,1,8
169,Youssouph Badji,Brest,1.5,35,34,1,0,0,0,1,0,0,0,0,0,22,0,1
170,Miguel Baeza,Celta Vigo,0.0,5,5,0,0,0,0,1,0,0,0,0,0,4,0,0
171,Nicola Bagnolini,Bologna,0.0,4,1,3,2,0,0,0,0,0,0,0,0,0,0,0
172,Issa Bah,Venezia,0.1,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
173,Stephane Bahoken,Angers,12.2,218,203,15,0,1,0,10,2,0,0,0,0,157,0,10
174,Leon Bailey,Aston Villa,8.5,226,209,16,1,1,3,33,4,11,10,1,0,150,1,8
175,Eric Bailly,Manchester Utd,2.4,85,81,4,4,0,1,0,0,0,0,0,0,68,0,1
176,Denys Bain,Brest,2.0,84,81,3,3,0,1,0,0,0,0,0,0,79,0,0
177,Stefan Bajic,Saint-Étienne,5.7,186,127,58,14,0,1,0,0,0,0,0,0,130,1,0
178,Nedim Bajrami,Empoli,22.8,898,730,163,32,5,4,156,8,97,40,47,0,621,5,31
179,Cedric Bakambu,Marseille,4.0,67,62,5,0,0,0,3,1,0,0,0,0,50,0,0
180,Abdoulaye Bakayoko,Saint-Étienne,3.4,136,132,4,4,0,0,0,0,0,0,0,0,93,0,4
182,Tiemoue Bakayoko,Milan,5.6,304,303,1,1,0,2,1,0,0,0,0,0,269,0,3
183,Mitchel Bakker,Leverkusen,20.2,1228,1046,181,15,2,6,37,166,0,0,0,0,994,1,28
184,Ridle Baku,Wolfsburg,27.2,1338,1109,222,17,2,5,73,200,5,1,0,0,1011,7,31
185,Dilane Bakwa,Bordeaux,0.5,14,13,1,0,0,0,0,0,0,0,0,0,7,0,0
186,Tommaso Baldanzi,Empoli,0.2,6,6,0,0,0,0,1,0,0,0,0,0,5,0,0
187,Alejandro Balde,Barcelona,2.1,150,143,7,2,0,0,6,5,0,0,0,0,138,0,2
188,Ibrahima Balde,Lens,0.6,11,9,2,0,0,0,1,1,0,0,0,0,7,0,0
189,Keita Balde,Cagliari,13.7,260,248,12,1,1,1,8,0,0,0,0,0,187,0,6
190,Gareth Bale,Real Madrid,3.1,65,62,0,0,0,1,3,0,0,0,0,0,45,3,2
191,Mikel Balenziaga,Athletic Club,22.5,1013,794,217,20,0,5,51,197,0,0,0,0,765,2,23
192,Leonardo Balerdi,Marseille,10.6,819,794,25,25,0,4,0,0,0,0,0,0,753,0,3
193,Ivan Balliu,Rayo Vallecano,35.0,1796,1331,460,33,1,7,111,426,1,1,0,0,1350,5,48
194,Fode Ballo-Toure,Milan,5.0,272,234,37,6,0,0,18,31,0,0,0,0,230,1,4
195,Folarin Balogun,Arsenal,0.8,9,9,0,0,1,0,0,0,0,0,0,0,4,0,1
196,Abdoulaye Bamba,Angers,5.1,183,138,45,3,0,0,10,42,0,0,0,0,140,0,6
197,Jonathan Bamba,Lille,27.0,1148,1003,139,33,3,4,115,37,69,27,33,0,866,6,37
198,Patrick Bamford,Leeds United,6.2,108,89,19,0,1,0,3,1,0,0,0,0,88,0,3
199,Filippo Bandinelli,Empoli,21.7,733,700,26,4,4,6,68,14,6,1,1,0,537,7,21
200,Mattia Bani,Genoa,13.5,469,425,42,34,0,0,1,0,0,0,0,0,333,2,7
201,Simon Banza,Lens,1.4,31,29,1,0,0,1,1,0,0,0,0,0,18,1,1
202,Shandon Baptiste,Brentford,10.1,308,305,3,1,0,0,8,2,0,0,0,0,257,0,3
203,Antonin Barak,Hellas Verona,26.0,1107,1081,17,5,2,4,13,6,0,0,0,0,876,9,37
204,Barbero,Osasuna,0.2,11,10,1,0,0,0,0,0,0,0,0,0,7,0,0
205,Danilo Barbosa,Nice,1.0,42,41,1,1,0,0,0,0,0,0,0,0,32,0,0
206,Barcia,Granada,0.8,22,22,0,0,0,0,0,0,0,0,0,0,8,0,0
208,Bradley Barcola,Lyon,2.9,81,80,1,0,0,0,4,0,0,0,0,0,57,0,5
209,Melvin Bard,Nice,28.8,1878,1578,297,30,0,4,87,267,0,0,0,0,1508,3,39
210,Enis Bardhi,Levante,18.9,749,639,103,32,9,15,87,15,52,17,21,0,529,7,19
211,Francesco Bardi,Bologna,2.0,49,30,18,5,0,0,0,0,0,0,0,0,33,1,0
212,Keidi Bare,Espanyol,16.5,886,845,36,34,2,15,7,2,0,0,0,0,761,5,12
213,Nicolo Barella,Inter,32.4,1876,1836,31,17,11,15,66,14,0,0,0,0,1554,9,44
214,Kike Barja,Osasuna,9.6,374,355,16,3,1,4,55,11,2,0,0,0,249,3,14
215,Ross Barkley,Chelsea,2.0,128,121,7,0,1,0,7,0,7,0,6,0,106,0,4
216,Aymen Barkok,Eint Frankfurt,1.8,70,59,11,0,0,2,2,9,2,1,1,0,52,0,0
217,Ashley Barnes,Burnley,9.0,198,191,1,0,1,1,2,0,0,0,0,0,122,6,6
218,Harvey Barnes,Leicester City,23.3,756,747,7,0,7,2,45,5,0,0,0,0,550,2,24
219,Antonio Barragan,Elche,11.3,542,421,121,36,0,6,33,81,4,1,2,0,423,0,5
220,Leandro Barreiro Martins,Mainz 05,19.9,536,525,6,5,2,1,8,1,0,0,0,0,375,5,18
221,Ander Barrenetxea,Real Sociedad,6.1,184,184,0,0,1,1,8,0,0,0,0,0,129,0,11
222,Jacob Barrett Laursen,Arminia,18.1,783,574,209,23,0,3,54,169,17,7,2,0,541,0,33
223,Musa Barrow,Bologna,23.7,923,821,99,26,7,15,112,10,59,40,5,0,698,3,15
224,Abdourahmane Barry,Greuther Fürth,2.3,111,90,20,3,0,0,7,17,0,0,0,0,85,1,5
225,Marc Bartra,Betis,22.1,1131,1089,34,32,2,23,0,2,0,0,0,0,926,8,5
226,Daniele Baselli,Torino,1.7,89,82,7,3,0,0,5,0,2,0,2,0,64,0,1
227,Daniele Baselli,Cagliari,3.2,151,131,20,9,1,0,17,1,10,7,3,0,110,0,3
228,Toma Basic,Lazio,10.9,451,436,14,6,0,1,15,0,0,0,0,0,386,1,5
229,Toma Basic,Bordeaux,2.3,95,84,11,2,1,0,18,0,9,5,3,0,67,0,2
230,Amine Bassi,Metz,2.0,117,99,18,8,0,1,16,1,9,4,3,0,85,0,4
231,Alvaro Bastida,Cádiz,2.2,53,52,1,0,0,0,0,0,0,0,0,0,41,0,2
232,Alessandro Bastoni,Inter,25.7,1810,1684,120,58,2,29,29,30,2,0,0,0,1599,6,25
234,Simone Bastoni,Spezia,25.4,1224,1015,201,55,8,13,113,108,38,14,20,0,876,8,37
235,Lewis Bate,Leeds United,1.6,61,60,1,0,0,1,0,0,0,0,0,0,45,0,3
236,Rodrigo Battaglia,Mallorca,13.1,515,483,29,27,0,3,1,1,0,0,0,0,427,3,9
237,Maximilian Bauer,Greuther Fürth,18.8,897,849,45,42,0,3,1,2,0,0,0,0,723,3,8
238,Oliver Baumann,Hoffenheim,33.0,1523,1232,286,70,0,2,0,0,0,0,0,0,1225,5,2
239,Timo Baumgartl,Union Berlin,24.1,1205,1134,66,57,0,10,10,4,0,0,0,0,950,5,8
240,Julian Baumgartlinger,Leverkusen,1.0,70,68,2,1,0,0,1,0,0,0,0,0,62,0,0
241,Christoph Baumgartner,Hoffenheim,21.0,729,695,32,6,4,4,35,23,2,1,0,0,514,2,18
242,Jon Bautista,Real Sociedad,0.5,7,5,2,0,0,0,0,0,0,0,0,0,6,0,0
243,Paul Baysse,Bordeaux,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0
244,Noah Joel Sarenren Bazee,Augsburg,2.7,51,48,3,0,0,0,10,3,0,0,0,0,30,0,6
245,Bebe,Rayo Vallecano,9.6,332,289,42,17,2,5,87,4,20,11,7,0,208,1,14
246,Ihlas Bebou,Hoffenheim,23.2,629,561,65,1,0,1,49,58,0,0,0,0,431,3,31
247,Rodrigo Becao,Udinese,34.8,1428,1270,157,49,1,3,17,105,0,0,0,0,1117,1,16
248,Mads Bech Sorensen,Brentford,9.3,514,435,78,6,0,0,10,72,0,0,0,0,393,1,9
249,Sheraldo Becker,Union Berlin,19.5,605,597,6,1,3,2,123,2,1,0,0,0,374,2,28
250,Jan Bednarek,Southampton,29.2,1490,1399,90,45,0,6,1,43,0,0,0,0,1201,1,5
251,Donny van de Beek,Manchester Utd,0.8,34,33,0,0,1,0,0,0,0,0,0,0,26,1,2
252,Donny van de Beek,Everton,5.4,250,240,9,1,1,1,6,1,1,1,0,0,206,1,4
253,Asmir Begovic,Everton,3.0,85,46,39,8,0,0,0,0,0,0,0,0,39,0,1
254,Valon Behrami,Genoa,3.5,66,63,3,1,1,0,2,2,0,0,0,0,44,0,3
255,Kevin Behrens,Union Berlin,5.5,195,194,0,0,0,0,2,0,0,0,0,0,125,1,3
256,Youcef Belaili,Brest,9.2,390,327,60,19,4,4,50,10,31,21,6,0,271,3,14
257,Vid Belec,Salernitana,21.5,575,329,245,63,0,0,0,0,0,0,0,0,367,1,1
258,Ishak Belfodil,Hertha BSC,18.2,471,432,36,1,1,0,12,2,0,0,0,0,327,3,16
260,Haris Belkebla,Brest,25.7,986,949,35,17,0,9,11,6,0,0,0,0,826,2,17
261,Stefan Bell,Mainz 05,31.8,1545,1495,45,39,0,4,16,6,0,0,0,0,1180,5,21
262,Armel Bella Kotchap,Bochum,19.6,739,719,18,10,0,9,2,8,0,0,0,0,565,2,4
263,Raoul Bellanova,Cagliari,27.7,933,837,95,4,0,6,96,91,0,0,0,0,667,1,29
264,Karim Bellarabi,Leverkusen,7.6,268,257,11,0,2,1,25,8,3,0,2,0,200,0,10
265,Jean-Ricner Bellegarde,Strasbourg,25.9,1073,1021,46,20,5,7,54,1,25,13,8,0,876,6,22
266,Hector Bellerin,Betis,22.0,1048,845,200,18,1,4,42,182,0,0,0,0,804,3,27
267,Jude Bellingham,Dortmund,31.0,1517,1475,33,23,12,18,14,9,1,0,0,0,1256,9,25
268,George Bello,Arminia,4.8,171,134,37,0,1,0,11,35,2,0,2,0,130,0,0
269,Jeanoel Belocian,Rennes,0.1,10,10,0,0,0,0,0,0,0,0,0,0,8,0,0
270,Andrea Belotti,Torino,15.2,369,341,25,2,2,4,13,1,0,0,0,0,252,3,17
271,Fran Beltran,Celta Vigo,28.9,1893,1821,70,54,1,31,17,2,6,0,4,0,1716,2,16
272,Hatem Ben Arfa,Lille,3.5,153,134,18,3,1,0,7,1,6,0,6,0,132,1,1
