,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches - Touches,Touches - Def Pen,Touches - Def 3rd,Touches - Mid 3rd,Touches - Att 3rd,Touches - Att Pen,Touches - Live,Take-Ons - Att,Take-Ons - Succ,Take-Ons - Succ%,Take-Ons - Tkld,Take-Ons - Tkld%,Carries - Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - 1/3,Carries - CPA,Carries - Mis,Carries - Dis,Receiving - Rec,Receiving - PrgR
1250,Hamed Junior Traorè,ci CIV,MF,Empoli,Serie A,18.0,2000.0,25.1,1292.0,31.0,200.0,689.0,441.0,46.0,1292.0,70.0,43.0,61.4,27.0,38.6,826.0,5841.0,3301.0,87.0,64.0,12.0,46.0,48.0,878.0,93.0
1251,Vinicius Júnior,br BRA,"FW,MF",Real Madrid,La Liga,18.0,2000.0,9.7,464.0,1.0,33.0,117.0,324.0,82.0,464.0,70.0,41.0,58.6,29.0,41.4,379.0,3227.0,1876.0,76.0,28.0,48.0,27.0,24.0,383.0,141.0
1252,Musa Juwara,gm GAM,FW,Chievo,Serie A,16.0,2001.0,0.1,8.0,0.0,2.0,4.0,2.0,0.0,8.0,1.0,0.0,0.0,1.0,100.0,8.0,62.0,15.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0
1253,Mathias Jørgensen,dk DEN,DF,Huddersfield,Premier League,28.0,1990.0,23.9,1445.0,104.0,666.0,735.0,51.0,23.0,1445.0,4.0,3.0,75.0,1.0,25.0,722.0,3283.0,2022.0,21.0,7.0,1.0,7.0,6.0,802.0,6.0
1254,Sory Kaba,gn GUI,"FW,MF",Dijon,Ligue 1,23.0,1995.0,2.6,104.0,1.0,9.0,45.0,51.0,9.0,104.0,13.0,5.0,38.5,8.0,61.5,61.0,299.0,77.0,2.0,4.0,2.0,12.0,11.0,86.0,28.0
1255,Ozan Kabak,tr TUR,DF,Stuttgart,Bundesliga,18.0,2000.0,15.0,726.0,74.0,314.0,377.0,45.0,18.0,726.0,16.0,14.0,87.5,2.0,12.5,361.0,2084.0,1308.0,13.0,11.0,1.0,11.0,4.0,403.0,4.0
1256,Christian Kabasele,be BEL,DF,Watford,Premier League,27.0,1991.0,17.6,783.0,120.0,404.0,354.0,27.0,17.0,783.0,1.0,0.0,0.0,1.0,100.0,354.0,1496.0,665.0,1.0,0.0,0.0,6.0,0.0,391.0,1.0
1257,Elias Kachunga,cd COD,"FW,MF",Huddersfield,Premier League,26.0,1992.0,13.1,452.0,12.0,72.0,201.0,185.0,23.0,452.0,26.0,10.0,38.5,16.0,61.5,249.0,1656.0,666.0,29.0,19.0,6.0,21.0,20.0,299.0,66.0
1258,Pavel Kadeřábek,cz CZE,DF,Hoffenheim,Bundesliga,26.0,1992.0,27.9,1690.0,84.0,401.0,744.0,554.0,63.0,1690.0,16.0,8.0,50.0,8.0,50.0,848.0,4481.0,2585.0,74.0,63.0,1.0,28.0,13.0,1035.0,224.0
1259,Shinji Kagawa,jp JPN,MF,Dortmund,Bundesliga,29.0,1989.0,1.1,81.0,0.0,1.0,51.0,31.0,2.0,81.0,0.0,0.0,,0.0,,50.0,236.0,103.0,0.0,3.0,0.0,1.0,2.0,75.0,6.0
1260,Florian Kainz,at AUT,FW,Werder Bremen,Bundesliga,25.0,1992.0,4.1,255.0,5.0,36.0,105.0,116.0,7.0,255.0,12.0,5.0,41.7,7.0,58.3,159.0,955.0,435.0,19.0,9.0,3.0,12.0,12.0,192.0,47.0
1261,Gaël Kakuta,cd COD,"MF,FW",Rayo Vallecano,La Liga,27.0,1991.0,8.0,368.0,4.0,54.0,161.0,160.0,19.0,367.0,30.0,16.0,53.3,14.0,46.7,236.0,1454.0,692.0,27.0,15.0,4.0,25.0,12.0,263.0,64.0
1262,Nikola Kalinić,hr CRO,FW,Atlético Madrid,La Liga,30.0,1988.0,7.1,164.0,0.0,11.0,63.0,91.0,27.0,164.0,3.0,0.0,0.0,3.0,100.0,87.0,349.0,90.0,5.0,5.0,3.0,21.0,5.0,129.0,43.0
1263,Salomon Kalou,ci CIV,"FW,MF",Hertha BSC,Bundesliga,32.0,1985.0,25.7,1003.0,28.0,108.0,491.0,422.0,94.0,1000.0,77.0,55.0,71.4,22.0,28.6,687.0,4562.0,2351.0,77.0,74.0,26.0,74.0,59.0,731.0,184.0
1264,Samuel Kalu,ng NGA,FW,Bordeaux,Ligue 1,20.0,1997.0,14.2,785.0,5.0,92.0,295.0,416.0,53.0,784.0,89.0,46.0,51.7,43.0,48.3,533.0,3448.0,1780.0,62.0,40.0,22.0,35.0,40.0,571.0,134.0
1265,François Kamano,gn GUI,"FW,MF",Bordeaux,Ligue 1,22.0,1996.0,28.5,1256.0,4.0,115.0,646.0,523.0,92.0,1252.0,82.0,39.0,47.6,43.0,52.4,889.0,6392.0,3260.0,109.0,79.0,32.0,71.0,59.0,994.0,221.0
1266,Aboubakar Kamara,mr MTN,FW,Fulham,Premier League,23.0,1995.0,7.7,352.0,5.0,35.0,108.0,210.0,33.0,350.0,20.0,12.0,60.0,8.0,40.0,187.0,1450.0,639.0,24.0,19.0,12.0,23.0,13.0,248.0,93.0
1267,Boubacar Kamara,fr FRA,DF,Marseille,Ligue 1,18.0,1999.0,26.8,1709.0,122.0,840.0,803.0,83.0,17.0,1709.0,15.0,10.0,66.7,5.0,33.3,1046.0,5696.0,3511.0,19.0,16.0,0.0,8.0,7.0,1077.0,7.0
1268,Hassane Kamara,ci CIV,"DF,FW",Reims,Ligue 1,24.0,1994.0,10.3,597.0,34.0,226.0,286.0,93.0,10.0,597.0,29.0,22.0,75.9,7.0,24.1,299.0,2272.0,1290.0,24.0,16.0,5.0,16.0,10.0,320.0,17.0
1269,Marcin Kamiński,pl POL,DF,Düsseldorf,Bundesliga,26.0,1992.0,27.0,1378.0,167.0,754.0,592.0,41.0,18.0,1378.0,1.0,1.0,100.0,0.0,0.0,752.0,4123.0,2537.0,25.0,6.0,3.0,6.0,1.0,861.0,6.0
1270,Patrick Kammerbauer,de GER,FW,Freiburg,Bundesliga,21.0,1997.0,0.0,6.0,1.0,1.0,0.0,5.0,0.0,6.0,0.0,0.0,,0.0,,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
1271,Kevin Kampl,si SVN,MF,RB Leipzig,Bundesliga,27.0,1990.0,23.5,1739.0,24.0,184.0,1074.0,507.0,22.0,1739.0,33.0,25.0,75.8,8.0,24.2,903.0,6300.0,3425.0,84.0,55.0,7.0,29.0,24.0,1149.0,67.0
1272,Harry Kane,eng ENG,FW,Tottenham,Premier League,25.0,1993.0,26.9,903.0,18.0,37.0,407.0,471.0,142.0,899.0,82.0,40.0,48.8,42.0,51.2,625.0,3718.0,1478.0,59.0,47.0,32.0,80.0,44.0,723.0,194.0
1274,Wilfried Kanga,ci CIV,FW,Angers,Ligue 1,20.0,1998.0,5.5,150.0,2.0,5.0,63.0,82.0,33.0,150.0,6.0,4.0,66.7,2.0,33.3,84.0,389.0,134.0,7.0,4.0,6.0,20.0,7.0,120.0,46.0
1275,Lee Kangin,kr KOR,"MF,FW",Valencia,La Liga,17.0,2001.0,0.3,25.0,0.0,5.0,11.0,10.0,0.0,25.0,0.0,0.0,,0.0,,18.0,124.0,72.0,2.0,1.0,0.0,2.0,0.0,19.0,2.0
1276,N'Golo Kanté,fr FRA,MF,Chelsea,Premier League,27.0,1991.0,34.4,2431.0,44.0,372.0,1214.0,865.0,68.0,2431.0,57.0,32.0,56.1,25.0,43.9,1317.0,7203.0,3759.0,82.0,92.0,9.0,56.0,54.0,1769.0,159.0
1277,Stefanos Kapino,gr GRE,GK,Werder Bremen,Bundesliga,24.0,1994.0,0.5,17.0,16.0,17.0,0.0,0.0,0.0,17.0,0.0,0.0,,0.0,,11.0,66.0,38.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
1278,Wilfrid Kaptoum,cm CMR,MF,Betis,La Liga,22.0,1996.0,8.6,407.0,8.0,67.0,260.0,88.0,7.0,407.0,27.0,19.0,70.4,8.0,29.6,241.0,1475.0,766.0,16.0,16.0,2.0,14.0,8.0,297.0,17.0
1279,Kenan Karaman,tr TUR,"FW,MF",Düsseldorf,Bundesliga,24.0,1994.0,10.2,399.0,10.0,38.0,184.0,181.0,53.0,399.0,28.0,18.0,64.3,10.0,35.7,257.0,1555.0,684.0,32.0,17.0,12.0,37.0,16.0,316.0,87.0
1280,Yann Karamoh,fr FRA,"FW,MF",Inter,Serie A,20.0,1998.0,0.1,6.0,0.0,0.0,3.0,4.0,1.0,6.0,1.0,1.0,100.0,0.0,0.0,6.0,45.0,20.0,0.0,3.0,0.0,1.0,0.0,6.0,3.0
1281,Yann Karamoh,fr FRA,FW,Bordeaux,Ligue 1,20.0,1998.0,13.6,716.0,6.0,59.0,341.0,339.0,40.0,716.0,81.0,44.0,54.3,37.0,45.7,490.0,3310.0,1746.0,59.0,37.0,18.0,39.0,37.0,551.0,102.0
1282,Ibrahim Karamoko,fr FRA,MF,Chievo,Serie A,17.0,2001.0,0.7,27.0,1.0,3.0,15.0,9.0,2.0,27.0,3.0,1.0,33.3,2.0,66.7,13.0,68.0,35.0,1.0,0.0,0.0,0.0,0.0,16.0,2.0
1283,Orestis Karnezis,gr GRE,GK,Napoli,Serie A,33.0,1985.0,9.0,261.0,236.0,260.0,1.0,0.0,0.0,261.0,0.0,0.0,,0.0,,132.0,679.0,427.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0
1284,Rick Karsdorp,nl NED,DF,Roma,Serie A,23.0,1995.0,6.6,460.0,20.0,118.0,245.0,105.0,2.0,460.0,9.0,7.0,77.8,2.0,22.2,228.0,1397.0,842.0,20.0,19.0,1.0,5.0,6.0,267.0,28.0
1285,Grigoris Kastanos,cy CYP,MF,Juventus,Serie A,20.0,1998.0,0.7,26.0,0.0,6.0,8.0,12.0,1.0,26.0,1.0,1.0,100.0,0.0,0.0,13.0,57.0,29.0,1.0,0.0,1.0,2.0,1.0,16.0,1.0
1286,Eiji Kawashima,jp JPN,GK,Strasbourg,Ligue 1,35.0,1983.0,1.0,40.0,36.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0,,0.0,,19.0,96.0,56.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0
1287,Beram Kayal,il ISR,MF,Brighton,Premier League,30.0,1988.0,10.4,415.0,47.0,138.0,225.0,64.0,9.0,415.0,20.0,11.0,55.0,9.0,45.0,193.0,1146.0,564.0,16.0,12.0,0.0,14.0,10.0,198.0,11.0
1288,Moise Kean,it ITA,FW,Juventus,Serie A,18.0,2000.0,6.0,165.0,1.0,15.0,63.0,91.0,34.0,165.0,24.0,9.0,37.5,15.0,62.5,118.0,727.0,221.0,11.0,6.0,8.0,22.0,10.0,126.0,42.0
1289,Michael Keane,eng ENG,DF,Everton,Premier League,25.0,1993.0,33.0,1974.0,243.0,1029.0,876.0,77.0,47.0,1974.0,7.0,6.0,85.7,1.0,14.3,994.0,5048.0,3003.0,11.0,6.0,0.0,10.0,4.0,1130.0,2.0
1290,Neeskens Kebano,cd COD,"FW,MF",Fulham,Premier League,26.0,1992.0,1.2,47.0,3.0,5.0,19.0,26.0,2.0,47.0,5.0,4.0,80.0,1.0,20.0,29.0,245.0,146.0,6.0,3.0,1.0,6.0,3.0,31.0,17.0
1291,Thilo Kehrer,de GER,DF,Paris S-G,Ligue 1,21.0,1996.0,21.1,1632.0,123.0,554.0,947.0,136.0,22.0,1632.0,4.0,4.0,100.0,0.0,0.0,945.0,4564.0,2715.0,31.0,15.0,2.0,8.0,7.0,1145.0,44.0
1292,Jules Keita,gn GUI,"FW,MF",Dijon,Ligue 1,20.0,1998.0,5.1,226.0,2.0,15.0,57.0,162.0,33.0,226.0,39.0,16.0,41.0,23.0,59.0,160.0,1511.0,596.0,25.0,16.0,15.0,21.0,11.0,165.0,63.0
1293,Naby Keïta,gn GUI,"MF,FW",Liverpool,Premier League,23.0,1995.0,15.4,1226.0,29.0,122.0,738.0,385.0,49.0,1226.0,43.0,24.0,55.8,19.0,44.2,847.0,5298.0,2959.0,68.0,78.0,10.0,35.0,29.0,951.0,79.0
1294,Keko,es ESP,"MF,FW",Valladolid,La Liga,26.0,1991.0,17.0,749.0,14.0,127.0,280.0,355.0,51.0,749.0,53.0,30.0,56.6,23.0,43.4,421.0,2970.0,1490.0,64.0,31.0,12.0,37.0,21.0,472.0,125.0
1295,Martin Kelly,eng ENG,DF,Crystal Palace,Premier League,28.0,1990.0,12.3,513.0,104.0,308.0,196.0,13.0,6.0,513.0,1.0,0.0,0.0,1.0,100.0,207.0,1179.0,785.0,4.0,2.0,0.0,5.0,1.0,248.0,1.0
1296,Marc-Oliver Kempf,de GER,DF,Stuttgart,Bundesliga,23.0,1995.0,22.5,1350.0,160.0,597.0,696.0,61.0,19.0,1350.0,6.0,2.0,33.3,4.0,66.7,573.0,3304.0,2069.0,20.0,6.0,0.0,12.0,4.0,711.0,4.0
1297,Kenedy,br BRA,"MF,DF",Newcastle Utd,Premier League,22.0,1996.0,15.0,761.0,20.0,164.0,355.0,251.0,25.0,760.0,55.0,30.0,54.5,25.0,45.5,424.0,2762.0,1152.0,30.0,23.0,8.0,42.0,40.0,419.0,66.0
1298,Jonjoe Kenny,eng ENG,DF,Everton,Premier League,21.0,1997.0,8.8,692.0,37.0,188.0,322.0,186.0,4.0,692.0,10.0,5.0,50.0,5.0,50.0,312.0,1231.0,645.0,16.0,13.0,1.0,7.0,9.0,331.0,35.0
1300,Christophe Kerbrat,fr FRA,DF,Guingamp,Ligue 1,31.0,1986.0,23.3,1136.0,138.0,530.0,581.0,32.0,13.0,1136.0,4.0,3.0,75.0,1.0,25.0,453.0,2525.0,1546.0,10.0,8.0,3.0,10.0,3.0,532.0,3.0
1301,Sebastian Kerk,de GER,"MF,FW",Nürnberg,Bundesliga,24.0,1994.0,13.1,598.0,26.0,144.0,243.0,219.0,15.0,598.0,7.0,4.0,57.1,3.0,42.9,227.0,1092.0,551.0,10.0,12.0,1.0,17.0,14.0,326.0,53.0
1302,Franck Kessié,ci CIV,MF,Milan,Serie A,21.0,1996.0,33.5,2090.0,83.0,359.0,1172.0,592.0,93.0,2087.0,63.0,44.0,69.8,19.0,30.2,1400.0,7414.0,3621.0,72.0,62.0,20.0,70.0,40.0,1558.0,159.0
1303,Saîf-Eddine Khaoui,tn TUN,"MF,FW",Caen,Ligue 1,23.0,1995.0,15.0,629.0,6.0,70.0,391.0,177.0,20.0,629.0,41.0,24.0,58.5,17.0,41.5,348.0,1848.0,836.0,21.0,16.0,2.0,33.0,23.0,410.0,60.0
1304,Wahbi Khazri,tn TUN,"FW,MF",Saint-Étienne,Ligue 1,27.0,1991.0,31.3,1477.0,5.0,72.0,627.0,797.0,129.0,1473.0,80.0,46.0,57.5,34.0,42.5,787.0,4829.0,2364.0,80.0,53.0,33.0,88.0,69.0,971.0,235.0
1305,Rani Khedira,de GER,"DF,MF",Augsburg,Bundesliga,24.0,1994.0,29.2,1594.0,151.0,748.0,744.0,114.0,27.0,1594.0,6.0,2.0,33.3,4.0,66.7,784.0,3732.0,1589.0,14.0,9.0,1.0,20.0,9.0,902.0,27.0
1306,Sami Khedira,de GER,MF,Juventus,Serie A,31.0,1987.0,7.8,438.0,14.0,68.0,257.0,119.0,28.0,438.0,1.0,0.0,0.0,1.0,100.0,277.0,1127.0,468.0,9.0,10.0,2.0,8.0,4.0,322.0,32.0
1307,Isaac Kiese Thelin,se SWE,"FW,MF",Leverkusen,Bundesliga,26.0,1992.0,2.0,61.0,4.0,6.0,31.0,24.0,8.0,61.0,1.0,1.0,100.0,0.0,0.0,21.0,58.0,7.0,0.0,0.0,0.0,8.0,4.0,51.0,8.0
1308,Kike,es ESP,FW,Eibar,La Liga,28.0,1989.0,14.4,598.0,6.0,29.0,216.0,355.0,90.0,598.0,14.0,6.0,42.9,8.0,57.1,330.0,1289.0,340.0,13.0,12.0,7.0,61.0,28.0,475.0,128.0
1309,Max Kilman,eng ENG,DF,Wolves,Premier League,21.0,1997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1310,Joshua Kimmich,de GER,"DF,MF",Bayern Munich,Bundesliga,23.0,1995.0,34.0,3311.0,88.0,651.0,1673.0,1016.0,53.0,3311.0,62.0,38.0,61.3,24.0,38.7,1948.0,11570.0,5837.0,128.0,103.0,9.0,41.0,25.0,2315.0,252.0
1311,Presnel Kimpembe,fr FRA,DF,Paris S-G,Ligue 1,22.0,1995.0,22.3,1676.0,98.0,542.0,1058.0,88.0,7.0,1676.0,13.0,5.0,38.5,8.0,61.5,1071.0,5924.0,3373.0,23.0,24.0,1.0,8.0,12.0,1233.0,6.0
1312,Joshua King,no NOR,"FW,MF",Bournemouth,Premier League,26.0,1992.0,32.9,1289.0,26.0,142.0,563.0,626.0,160.0,1283.0,126.0,65.0,51.6,61.0,48.4,926.0,7079.0,3563.0,131.0,87.0,46.0,113.0,96.0,983.0,248.0
1313,Sofian Kiyine,ma MAR,"MF,DF",Chievo,Serie A,20.0,1997.0,9.1,498.0,14.0,100.0,246.0,161.0,17.0,498.0,43.0,28.0,65.1,15.0,34.9,312.0,2139.0,1198.0,35.0,24.0,9.0,23.0,15.0,329.0,42.0
1314,Simon Kjær,dk DEN,DF,Sevilla,La Liga,29.0,1989.0,22.3,1171.0,186.0,722.0,425.0,28.0,20.0,1171.0,0.0,0.0,,0.0,,572.0,2394.0,1186.0,2.0,1.0,0.0,4.0,1.0,642.0,2.0
1315,Davy Klaassen,nl NED,MF,Werder Bremen,Bundesliga,25.0,1993.0,31.3,1588.0,61.0,294.0,837.0,474.0,37.0,1588.0,27.0,17.0,63.0,10.0,37.0,731.0,3142.0,1336.0,28.0,33.0,4.0,43.0,18.0,966.0,112.0
1316,Felix Klaus,de GER,"FW,MF",Wolfsburg,Bundesliga,25.0,1992.0,4.9,203.0,0.0,35.0,76.0,96.0,27.0,203.0,5.0,3.0,60.0,2.0,40.0,115.0,647.0,301.0,8.0,4.0,4.0,12.0,5.0,139.0,37.0
1317,Ragnar Klavan,ee EST,DF,Cagliari,Serie A,32.0,1985.0,13.7,755.0,91.0,385.0,355.0,22.0,4.0,755.0,1.0,1.0,100.0,0.0,0.0,407.0,2613.0,1581.0,14.0,12.0,1.0,6.0,4.0,449.0,3.0
1318,Tim Kleindienst,de GER,FW,Freiburg,Bundesliga,22.0,1995.0,2.2,91.0,7.0,13.0,47.0,33.0,11.0,91.0,5.0,3.0,60.0,2.0,40.0,52.0,251.0,87.0,2.0,5.0,1.0,7.0,3.0,69.0,11.0
1319,Lukas Klostermann,de GER,DF,RB Leipzig,Bundesliga,22.0,1996.0,22.3,1284.0,74.0,366.0,571.0,360.0,40.0,1284.0,16.0,7.0,43.8,9.0,56.3,444.0,2858.0,1585.0,43.0,31.0,10.0,11.0,8.0,596.0,109.0
1320,Justin Kluivert,nl NED,FW,Roma,Serie A,19.0,1999.0,14.9,650.0,8.0,73.0,220.0,369.0,59.0,650.0,54.0,24.0,44.4,29.0,53.7,424.0,3325.0,1748.0,68.0,41.0,22.0,44.0,23.0,467.0,168.0
1321,Lukas Klünter,de GER,DF,Hertha BSC,Bundesliga,22.0,1996.0,6.6,333.0,24.0,95.0,170.0,73.0,6.0,333.0,20.0,10.0,50.0,10.0,50.0,180.0,1371.0,688.0,23.0,14.0,3.0,8.0,4.0,157.0,25.0
1322,Robin Knoche,de GER,DF,Wolfsburg,Bundesliga,26.0,1992.0,31.0,2358.0,234.0,1235.0,1082.0,54.0,25.0,2358.0,10.0,8.0,80.0,2.0,20.0,1500.0,8782.0,5327.0,28.0,12.0,1.0,11.0,5.0,1603.0,7.0
1323,Anthony Knockaert,fr FRA,"MF,FW",Brighton,Premier League,26.0,1991.0,20.4,960.0,16.0,173.0,404.0,410.0,50.0,960.0,64.0,31.0,48.4,33.0,51.6,568.0,3891.0,1758.0,56.0,31.0,19.0,52.0,31.0,595.0,119.0
1324,Törles Knöll,de GER,"FW,MF",Nürnberg,Bundesliga,20.0,1997.0,4.1,133.0,1.0,17.0,65.0,53.0,16.0,133.0,8.0,5.0,62.5,3.0,37.5,61.0,244.0,103.0,4.0,3.0,0.0,16.0,4.0,81.0,18.0
1326,Gregor Kobel,ch SUI,GK,Hoffenheim,Bundesliga,20.0,1997.0,1.0,47.0,42.0,47.0,0.0,0.0,0.0,47.0,0.0,0.0,,0.0,,26.0,203.0,111.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0
1327,Gregor Kobel,ch SUI,GK,Augsburg,Bundesliga,20.0,1997.0,15.4,564.0,492.0,560.0,4.0,0.0,0.0,564.0,1.0,1.0,100.0,0.0,0.0,316.0,1668.0,928.0,0.0,0.0,0.0,0.0,0.0,236.0,0.0
1328,Robin Koch,de GER,"MF,DF",Freiburg,Bundesliga,22.0,1996.0,21.1,1101.0,108.0,427.0,621.0,56.0,11.0,1101.0,10.0,7.0,70.0,3.0,30.0,496.0,2454.0,1374.0,5.0,6.0,1.0,11.0,14.0,665.0,6.0
1329,Kenan Kodro,ba BIH,"FW,MF",Athletic Club,La Liga,24.0,1993.0,1.8,65.0,0.0,5.0,34.0,27.0,6.0,65.0,2.0,1.0,50.0,1.0,50.0,38.0,126.0,29.0,1.0,1.0,0.0,7.0,5.0,56.0,16.0
1330,Dominik Kohr,de GER,MF,Leverkusen,Bundesliga,24.0,1994.0,10.8,646.0,32.0,161.0,373.0,118.0,14.0,646.0,9.0,4.0,44.4,5.0,55.6,247.0,1350.0,663.0,16.0,15.0,4.0,10.0,11.0,388.0,17.0
1331,Djégui Koita,fr FRA,DF,Guingamp,Ligue 1,18.0,1999.0,1.9,83.0,9.0,44.0,37.0,2.0,2.0,83.0,0.0,0.0,,0.0,,34.0,228.0,145.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0
1332,Koke,es ESP,MF,Atlético Madrid,La Liga,26.0,1992.0,28.7,2335.0,48.0,398.0,1248.0,697.0,27.0,2335.0,17.0,13.0,76.5,4.0,23.5,1293.0,4773.0,2184.0,24.0,30.0,4.0,30.0,39.0,1689.0,72.0
1333,Aleksandar Kolarov,rs SRB,DF,Roma,Serie A,32.0,1985.0,32.3,2377.0,125.0,645.0,1061.0,698.0,40.0,2374.0,55.0,31.0,56.4,24.0,43.6,1225.0,7207.0,4656.0,105.0,70.0,16.0,28.0,17.0,1482.0,177.0
1334,Sead Kolašinac,ba BIH,"DF,MF",Arsenal,Premier League,25.0,1993.0,21.0,1416.0,40.0,330.0,602.0,492.0,79.0,1416.0,24.0,13.0,54.2,11.0,45.8,658.0,3388.0,2102.0,74.0,38.0,24.0,31.0,17.0,862.0,179.0
1335,Randal Kolo Muani,fr FRA,FW,Nantes,Ligue 1,19.0,1998.0,1.4,51.0,2.0,5.0,22.0,26.0,8.0,51.0,4.0,1.0,25.0,3.0,75.0,33.0,202.0,82.0,3.0,3.0,2.0,6.0,9.0,38.0,15.0
1336,Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,Ligue 1,26.0,1991.0,35.4,2316.0,149.0,990.0,1078.0,261.0,32.0,2316.0,19.0,12.0,63.2,7.0,36.8,1060.0,5902.0,4016.0,43.0,22.0,2.0,22.0,5.0,1484.0,56.0
1337,Vincent Kompany,be BEL,DF,Manchester City,Premier League,32.0,1986.0,13.6,1349.0,88.0,462.0,848.0,42.0,10.0,1349.0,4.0,3.0,75.0,1.0,25.0,905.0,4951.0,2821.0,17.0,15.0,0.0,5.0,0.0,1069.0,3.0
1338,Ghislain Konan,ci CIV,DF,Reims,Ligue 1,22.0,1995.0,20.0,1279.0,75.0,431.0,587.0,291.0,4.0,1279.0,53.0,25.0,47.2,28.0,52.8,552.0,4511.0,2779.0,88.0,62.0,2.0,35.0,15.0,592.0,57.0
1339,Ibrahima Konaté,fr FRA,DF,RB Leipzig,Bundesliga,19.0,1999.0,27.0,1362.0,113.0,588.0,727.0,64.0,22.0,1362.0,26.0,22.0,84.6,4.0,15.4,579.0,4084.0,2569.0,33.0,16.0,1.0,19.0,10.0,646.0,5.0
1340,Moussa Konaté,sn SEN,FW,Amiens,Ligue 1,25.0,1993.0,20.8,596.0,15.0,45.0,266.0,291.0,77.0,593.0,24.0,15.0,62.5,9.0,37.5,374.0,1875.0,631.0,25.0,10.0,17.0,67.0,25.0,464.0,133.0
1341,Geoffrey Kondogbia,cf CTA,MF,Valencia,La Liga,25.0,1993.0,13.8,914.0,49.0,221.0,595.0,105.0,12.0,914.0,24.0,22.0,91.7,2.0,8.3,525.0,3155.0,1324.0,14.0,16.0,0.0,15.0,20.0,643.0,10.0
1342,Kouadio Koné,fr FRA,MF,Toulouse,Ligue 1,17.0,2001.0,0.8,50.0,0.0,5.0,42.0,3.0,0.0,50.0,0.0,0.0,,0.0,,40.0,151.0,37.0,0.0,0.0,0.0,5.0,2.0,45.0,3.0
1343,Lamine Koné,ci CIV,DF,Strasbourg,Ligue 1,29.0,1989.0,23.9,1266.0,99.0,590.0,647.0,41.0,15.0,1266.0,10.0,8.0,80.0,2.0,20.0,760.0,5060.0,3004.0,33.0,11.0,1.0,14.0,9.0,816.0,6.0
1344,Youssouf Koné,ml MLI,DF,Lille,Ligue 1,23.0,1995.0,19.0,1313.0,53.0,390.0,664.0,270.0,5.0,1313.0,27.0,17.0,63.0,10.0,37.0,672.0,3636.0,2335.0,49.0,57.0,0.0,17.0,9.0,742.0,76.0
1345,Terence Kongolo,nl NED,DF,Huddersfield,Premier League,24.0,1994.0,30.2,1634.0,138.0,748.0,724.0,175.0,30.0,1634.0,18.0,10.0,55.6,8.0,44.4,762.0,3209.0,1869.0,25.0,23.0,4.0,17.0,4.0,919.0,42.0
1346,Yevhen Konoplyanka,ua UKR,"FW,MF",Schalke 04,Bundesliga,28.0,1989.0,7.3,280.0,3.0,31.0,101.0,153.0,21.0,280.0,22.0,14.0,63.6,8.0,36.4,176.0,1931.0,1055.0,36.0,19.0,13.0,11.0,4.0,204.0,51.0
1347,Pascal Köpke,de GER,"FW,MF",Hertha BSC,Bundesliga,22.0,1995.0,0.8,41.0,0.0,2.0,20.0,19.0,5.0,41.0,1.0,1.0,100.0,0.0,0.0,31.0,211.0,101.0,8.0,3.0,4.0,3.0,6.0,33.0,5.0
1348,Julian Korb,de GER,DF,Hannover 96,Bundesliga,26.0,1992.0,11.2,685.0,43.0,216.0,305.0,170.0,7.0,685.0,11.0,4.0,36.4,7.0,63.6,255.0,1238.0,748.0,19.0,18.0,3.0,14.0,3.0,325.0,44.0
1349,Laurent Koscielny,fr FRA,DF,Arsenal,Premier League,32.0,1985.0,14.8,1056.0,130.0,548.0,494.0,23.0,12.0,1056.0,1.0,1.0,100.0,0.0,0.0,569.0,3249.0,1690.0,8.0,2.0,0.0,4.0,3.0,698.0,3.0
1350,Filip Kostić,rs SRB,"DF,FW",Eint Frankfurt,Bundesliga,25.0,1992.0,32.8,2007.0,53.0,390.0,860.0,800.0,93.0,2007.0,93.0,58.0,62.4,35.0,37.6,860.0,6888.0,4237.0,156.0,76.0,47.0,58.0,46.0,969.0,225.0
1352,Christian Kouamé,ci CIV,FW,Genoa,Serie A,20.0,1997.0,34.1,1386.0,30.0,134.0,527.0,746.0,173.0,1386.0,83.0,43.0,51.8,40.0,48.2,829.0,4641.0,2110.0,74.0,50.0,22.0,102.0,80.0,1084.0,271.0
1353,Tomáš Koubek,cz CZE,GK,Rennes,Ligue 1,25.0,1992.0,32.5,985.0,817.0,981.0,4.0,0.0,0.0,985.0,1.0,1.0,100.0,0.0,0.0,471.0,2950.0,1902.0,0.0,0.0,0.0,0.0,0.0,342.0,0.0
