,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches - Touches,Touches - Def Pen,Touches - Def 3rd,Touches - Mid 3rd,Touches - Att 3rd,Touches - Att Pen,Touches - Live,Take-Ons - Att,Take-Ons - Succ,Take-Ons - Succ%,Take-Ons - Tkld,Take-Ons - Tkld%,Carries - Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - 1/3,Carries - CPA,Carries - Mis,Carries - Dis,Receiving - Rec,Receiving - PrgR
28,Antonis Aidonis,de GER,DF,Stuttgart,Bundesliga,17.0,2001.0,0.9,46.0,0.0,6.0,18.0,22.0,1.0,46.0,1.0,0.0,0.0,1.0,100.0,14.0,49.0,28.0,0.0,0.0,0.0,1.0,0.0,17.0,3.0
29,Ola Aina,ng NGA,DF,Torino,Serie A,21.0,1996.0,24.0,1497.0,63.0,382.0,699.0,444.0,35.0,1497.0,61.0,30.0,49.2,31.0,50.8,658.0,4369.0,2412.0,62.0,56.0,6.0,35.0,23.0,761.0,96.0
30,Youssef Aït Bennasser,ma MAR,MF,Saint-Étienne,Ligue 1,22.0,1996.0,10.4,748.0,12.0,174.0,494.0,87.0,2.0,748.0,16.0,11.0,68.8,5.0,31.3,382.0,1634.0,900.0,6.0,2.0,0.0,6.0,7.0,557.0,12.0
31,Youssef Aït Bennasser,ma MAR,MF,Monaco,Ligue 1,22.0,1996.0,11.9,841.0,34.0,217.0,566.0,73.0,0.0,841.0,14.0,12.0,85.7,2.0,14.3,542.0,2920.0,1654.0,21.0,20.0,0.0,11.0,7.0,564.0,13.0
32,Rayan Aït Nouri,dz ALG,"DF,MF",Angers,Ligue 1,17.0,2001.0,0.6,41.0,2.0,5.0,25.0,11.0,2.0,41.0,0.0,0.0,,0.0,,17.0,100.0,79.0,3.0,1.0,1.0,0.0,0.0,27.0,2.0
33,Ludovic Ajorque,fr FRA,FW,Strasbourg,Ligue 1,24.0,1994.0,17.0,620.0,11.0,32.0,338.0,255.0,69.0,620.0,18.0,10.0,55.6,8.0,44.4,318.0,1204.0,334.0,11.0,13.0,4.0,41.0,23.0,482.0,126.0
34,Manuel Akanji,ch SUI,DF,Dortmund,Bundesliga,23.0,1995.0,24.5,2068.0,143.0,758.0,1249.0,68.0,17.0,2068.0,12.0,8.0,66.7,4.0,33.3,1445.0,8650.0,5018.0,24.0,13.0,1.0,9.0,6.0,1592.0,11.0
35,Carlos Akapo,gq EQG,DF,Huesca,La Liga,25.0,1993.0,11.4,566.0,39.0,184.0,255.0,133.0,14.0,566.0,14.0,8.0,57.1,6.0,42.9,228.0,1687.0,1091.0,33.0,29.0,9.0,8.0,3.0,261.0,28.0
36,Nathan Aké,nl NED,DF,Bournemouth,Premier League,23.0,1995.0,37.9,2205.0,305.0,1260.0,813.0,141.0,50.0,2205.0,5.0,3.0,60.0,2.0,40.0,1299.0,6617.0,3890.0,20.0,18.0,2.0,18.0,6.0,1307.0,25.0
37,Sergio Akieme,es ESP,DF,Rayo Vallecano,La Liga,20.0,1997.0,2.0,107.0,7.0,32.0,49.0,27.0,0.0,107.0,2.0,2.0,100.0,0.0,0.0,60.0,364.0,204.0,5.0,5.0,0.0,4.0,4.0,65.0,9.0
38,Chadrac Akolo,cd COD,"MF,FW",Stuttgart,Bundesliga,23.0,1995.0,5.8,230.0,0.0,23.0,116.0,93.0,15.0,230.0,14.0,7.0,50.0,7.0,50.0,137.0,728.0,356.0,14.0,8.0,4.0,16.0,11.0,157.0,40.0
39,Kevin Akpoguma,ng NGA,DF,Hoffenheim,Bundesliga,23.0,1995.0,5.5,345.0,37.0,142.0,197.0,9.0,0.0,345.0,1.0,1.0,100.0,0.0,0.0,187.0,841.0,452.0,4.0,2.0,0.0,4.0,3.0,198.0,0.0
40,Kevin Akpoguma,ng NGA,DF,Hannover 96,Bundesliga,23.0,1995.0,3.5,208.0,12.0,82.0,119.0,9.0,0.0,208.0,2.0,2.0,100.0,0.0,0.0,126.0,696.0,392.0,2.0,3.0,0.0,2.0,2.0,132.0,0.0
41,David Alaba,at AUT,DF,Bayern Munich,Bundesliga,26.0,1992.0,28.1,2385.0,46.0,464.0,1199.0,743.0,62.0,2385.0,39.0,29.0,74.4,10.0,25.6,1302.0,6461.0,3325.0,87.0,63.0,11.0,26.0,19.0,1651.0,240.0
42,Sofiane Alakouch,ma MAR,DF,Nîmes,Ligue 1,20.0,1998.0,21.1,1382.0,55.0,390.0,633.0,367.0,17.0,1382.0,34.0,21.0,61.8,13.0,38.2,607.0,3159.0,1978.0,43.0,36.0,6.0,31.0,16.0,705.0,64.0
43,Lucas Alario,ar ARG,"FW,MF",Leverkusen,Bundesliga,25.0,1992.0,14.1,572.0,14.0,62.0,238.0,274.0,80.0,572.0,15.0,5.0,33.3,10.0,66.7,284.0,1102.0,347.0,12.0,5.0,7.0,41.0,24.0,460.0,86.0
44,Jordi Alba,es ESP,DF,Barcelona,La Liga,29.0,1989.0,33.2,2976.0,95.0,683.0,1300.0,1018.0,91.0,2976.0,22.0,16.0,72.7,6.0,27.3,1710.0,6503.0,3731.0,63.0,59.0,20.0,27.0,23.0,2096.0,372.0
45,Luis Alberto,es ESP,"MF,FW",Lazio,Serie A,25.0,1992.0,22.1,1747.0,11.0,137.0,817.0,821.0,51.0,1746.0,41.0,24.0,58.5,17.0,41.5,1056.0,6301.0,3855.0,100.0,112.0,13.0,48.0,43.0,1212.0,132.0
46,Raúl Albiol,es ESP,DF,Napoli,Serie A,32.0,1985.0,19.0,1292.0,130.0,529.0,735.0,31.0,7.0,1292.0,2.0,1.0,50.0,1.0,50.0,758.0,3466.0,1959.0,4.0,4.0,0.0,5.0,2.0,889.0,2.0
47,Miiko Albornoz,cl CHI,"DF,MF",Hannover 96,Bundesliga,27.0,1990.0,18.4,1154.0,54.0,337.0,541.0,288.0,15.0,1154.0,25.0,7.0,28.0,18.0,72.0,522.0,2613.0,1244.0,34.0,24.0,5.0,27.0,18.0,644.0,75.0
48,Marc Albrighton,eng ENG,"FW,MF",Leicester City,Premier League,28.0,1989.0,18.1,1005.0,39.0,203.0,416.0,402.0,27.0,1005.0,55.0,20.0,36.4,35.0,63.6,633.0,3260.0,1410.0,54.0,30.0,3.0,35.0,23.0,656.0,172.0
49,Paco Alcácer,es ESP,FW,Dortmund,Bundesliga,24.0,1993.0,13.5,396.0,6.0,17.0,171.0,210.0,68.0,395.0,8.0,6.0,75.0,2.0,25.0,195.0,709.0,289.0,12.0,9.0,9.0,19.0,13.0,287.0,70.0
50,Pedro Alcalá,es ESP,DF,Girona,La Liga,29.0,1989.0,20.8,1110.0,178.0,647.0,435.0,35.0,18.0,1110.0,5.0,4.0,80.0,1.0,20.0,530.0,2477.0,1404.0,13.0,7.0,1.0,7.0,5.0,600.0,3.0
52,Thiago Alcántara,es ESP,MF,Bayern Munich,Bundesliga,27.0,1991.0,26.8,2830.0,39.0,488.0,1865.0,505.0,29.0,2830.0,67.0,57.0,85.1,10.0,14.9,1698.0,8863.0,4874.0,49.0,60.0,4.0,21.0,28.0,2094.0,56.0
53,Rubén Alcaraz,es ESP,MF,Valladolid,La Liga,27.0,1991.0,33.1,2152.0,93.0,559.0,1332.0,288.0,21.0,2151.0,30.0,23.0,76.7,7.0,23.3,1201.0,6376.0,3051.0,45.0,33.0,3.0,33.0,40.0,1324.0,21.0
54,Toby Alderweireld,be BEL,DF,Tottenham,Premier League,29.0,1989.0,32.5,2690.0,270.0,1244.0,1360.0,107.0,18.0,2690.0,2.0,1.0,50.0,1.0,50.0,1848.0,8658.0,4863.0,25.0,25.0,0.0,6.0,0.0,1922.0,5.0
55,Álex Alegría,es ESP,"FW,MF",Rayo Vallecano,La Liga,25.0,1992.0,1.6,56.0,0.0,4.0,27.0,25.0,8.0,56.0,8.0,6.0,75.0,2.0,25.0,36.0,183.0,78.0,4.0,3.0,3.0,10.0,4.0,41.0,7.0
56,Alexis Alegue,fr FRA,FW,Nantes,Ligue 1,21.0,1996.0,0.1,3.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,,0.0,,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
57,Iván Alejo,es ESP,MF,Getafe,La Liga,23.0,1995.0,1.6,67.0,1.0,12.0,30.0,27.0,1.0,67.0,10.0,4.0,40.0,6.0,60.0,41.0,462.0,177.0,7.0,7.0,0.0,4.0,5.0,42.0,10.0
58,Carles Aleñá,es ESP,MF,Barcelona,La Liga,20.0,1998.0,7.1,644.0,2.0,48.0,387.0,215.0,11.0,644.0,18.0,12.0,66.7,6.0,33.3,481.0,2498.0,1154.0,18.0,25.0,3.0,12.0,14.0,574.0,38.0
59,Rúnar Alex Rúnarsson,is ISL,GK,Dijon,Ligue 1,23.0,1995.0,25.0,917.0,733.0,911.0,7.0,0.0,0.0,917.0,2.0,2.0,100.0,0.0,0.0,406.0,2210.0,1483.0,0.0,0.0,0.0,3.0,0.0,368.0,0.0
60,Alexander,ar ARG,FW,Leganés,La Liga,29.0,1988.0,0.1,11.0,0.0,5.0,2.0,4.0,0.0,11.0,0.0,0.0,,0.0,,6.0,7.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0
61,Trent Alexander-Arnold,eng ENG,DF,Liverpool,Premier League,19.0,1998.0,27.4,2514.0,70.0,528.0,1210.0,798.0,39.0,2514.0,27.0,14.0,51.9,13.0,48.1,1416.0,5548.0,3296.0,70.0,64.0,7.0,41.0,14.0,1538.0,174.0
62,Rachid Alioui,ma MAR,FW,Nîmes,Ligue 1,26.0,1992.0,13.9,525.0,8.0,28.0,219.0,280.0,43.0,525.0,12.0,7.0,58.3,5.0,41.7,249.0,1297.0,628.0,24.0,25.0,4.0,16.0,12.0,365.0,79.0
63,Alisson,br BRA,GK,Liverpool,Premier League,25.0,1992.0,38.0,1347.0,1118.0,1338.0,10.0,0.0,0.0,1347.0,2.0,2.0,100.0,0.0,0.0,838.0,3680.0,2466.0,1.0,1.0,0.0,0.0,1.0,675.0,0.0
64,Bobby Allain,fr FRA,GK,Dijon,Ligue 1,26.0,1991.0,13.0,509.0,427.0,509.0,0.0,0.0,0.0,509.0,0.0,0.0,,0.0,,231.0,1692.0,1287.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0
65,Allan,br BRA,MF,Napoli,Serie A,27.0,1991.0,29.1,2582.0,70.0,466.0,1711.0,439.0,26.0,2582.0,64.0,41.0,64.1,23.0,35.9,1757.0,8379.0,4562.0,49.0,66.0,14.0,34.0,42.0,1876.0,45.0
66,Allan,br BRA,MF,Eint Frankfurt,Bundesliga,21.0,1997.0,2.0,81.0,1.0,13.0,51.0,21.0,1.0,81.0,1.0,1.0,100.0,0.0,0.0,35.0,242.0,116.0,4.0,4.0,1.0,3.0,1.0,47.0,3.0
67,Dele Alli,eng ENG,MF,Tottenham,Premier League,22.0,1996.0,20.3,1320.0,32.0,147.0,674.0,514.0,91.0,1320.0,54.0,29.0,53.7,25.0,46.3,857.0,4278.0,1961.0,48.0,39.0,14.0,49.0,29.0,948.0,153.0
68,Miguel Almirón,py PAR,MF,Newcastle Utd,Premier League,24.0,1994.0,8.4,380.0,7.0,56.0,157.0,175.0,25.0,380.0,14.0,7.0,50.0,7.0,50.0,215.0,1714.0,1037.0,31.0,16.0,6.0,22.0,6.0,240.0,45.0
69,Júnior Alonso,py PAR,"DF,MF",Celta Vigo,La Liga,25.0,1993.0,6.0,386.0,24.0,121.0,202.0,65.0,8.0,386.0,4.0,1.0,25.0,3.0,75.0,196.0,649.0,336.0,6.0,10.0,0.0,6.0,3.0,231.0,19.0
70,Marcos Alonso,es ESP,DF,Chelsea,Premier League,27.0,1990.0,30.7,2631.0,109.0,668.0,1137.0,843.0,70.0,2631.0,33.0,17.0,51.5,15.0,45.5,1446.0,7514.0,4482.0,102.0,81.0,7.0,32.0,28.0,1681.0,230.0
71,Mickaël Alphonse,gp GLP,DF,Dijon,Ligue 1,29.0,1989.0,6.3,375.0,23.0,108.0,154.0,116.0,8.0,375.0,6.0,4.0,66.7,2.0,33.3,159.0,1141.0,649.0,21.0,13.0,2.0,10.0,3.0,194.0,38.0
72,Sergio Álvarez,es ESP,"DF,MF",Eibar,La Liga,26.0,1992.0,11.9,619.0,49.0,178.0,405.0,42.0,6.0,619.0,2.0,1.0,50.0,1.0,50.0,276.0,1152.0,482.0,7.0,2.0,0.0,2.0,6.0,330.0,3.0
73,Sergio Álvarez,es ESP,GK,Celta Vigo,La Liga,31.0,1986.0,13.0,490.0,444.0,489.0,1.0,0.0,0.0,490.0,0.0,0.0,,0.0,,221.0,1397.0,1043.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0
74,Yeray Álvarez,es ESP,DF,Athletic Club,La Liga,23.0,1995.0,29.0,1628.0,172.0,772.0,819.0,55.0,23.0,1628.0,6.0,5.0,83.3,1.0,16.7,755.0,4481.0,2747.0,18.0,14.0,1.0,10.0,8.0,902.0,2.0
75,Bruno Alves,pt POR,DF,Parma,Serie A,36.0,1981.0,32.5,1564.0,277.0,898.0,601.0,75.0,28.0,1564.0,3.0,3.0,100.0,0.0,0.0,739.0,4057.0,2384.0,4.0,4.0,0.0,6.0,1.0,811.0,5.0
76,Dani Alves,br BRA,"MF,DF",Paris S-G,Ligue 1,35.0,1983.0,18.0,1745.0,24.0,244.0,1012.0,506.0,36.0,1745.0,30.0,16.0,53.3,14.0,46.7,1049.0,4226.0,2553.0,41.0,47.0,5.0,22.0,24.0,1389.0,131.0
78,Alfons Amade,de GER,MF,Hoffenheim,Bundesliga,18.0,1999.0,0.1,5.0,1.0,1.0,2.0,2.0,1.0,5.0,0.0,0.0,,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
79,Ibrahim Amadou,fr FRA,"MF,DF",Sevilla,La Liga,25.0,1993.0,8.5,451.0,31.0,153.0,258.0,45.0,5.0,451.0,6.0,5.0,83.3,1.0,16.7,222.0,942.0,458.0,3.0,5.0,0.0,6.0,8.0,268.0,13.0
80,Romain Amalfitano,fr FRA,"MF,FW",Dijon,Ligue 1,28.0,1989.0,28.0,1407.0,58.0,284.0,878.0,261.0,11.0,1407.0,51.0,27.0,52.9,24.0,47.1,791.0,4983.0,2345.0,44.0,42.0,4.0,53.0,36.0,912.0,62.0
81,Daniel Amartey,gh GHA,DF,Leicester City,Premier League,23.0,1994.0,7.1,518.0,43.0,193.0,272.0,54.0,3.0,518.0,4.0,2.0,50.0,2.0,50.0,293.0,1124.0,608.0,8.0,9.0,1.0,3.0,4.0,276.0,8.0
82,Jordi Amat,id IDN,DF,Rayo Vallecano,La Liga,26.0,1992.0,30.7,1595.0,145.0,758.0,816.0,42.0,10.0,1595.0,28.0,24.0,85.7,4.0,14.3,907.0,5429.0,3118.0,22.0,13.0,0.0,18.0,6.0,913.0,3.0
83,Amath,sn SEN,MF,Getafe,La Liga,22.0,1996.0,11.1,387.0,10.0,65.0,153.0,177.0,42.0,387.0,45.0,20.0,44.4,25.0,55.6,222.0,1738.0,801.0,30.0,24.0,12.0,36.0,26.0,231.0,72.0
84,Jordan Amavi,fr FRA,DF,Marseille,Ligue 1,24.0,1994.0,24.2,1641.0,79.0,461.0,807.0,401.0,20.0,1641.0,43.0,23.0,53.5,20.0,46.5,806.0,4782.0,2657.0,74.0,66.0,5.0,37.0,25.0,817.0,98.0
85,Kelvin Amian,fr FRA,DF,Toulouse,Ligue 1,20.0,1998.0,32.0,1548.0,121.0,531.0,758.0,280.0,11.0,1548.0,39.0,24.0,61.5,15.0,38.5,655.0,3921.0,2519.0,46.0,48.0,4.0,31.0,20.0,721.0,59.0
86,Nadiem Amiri,de GER,MF,Hoffenheim,Bundesliga,21.0,1996.0,8.4,469.0,7.0,64.0,257.0,155.0,18.0,469.0,27.0,20.0,74.1,7.0,25.9,271.0,1802.0,853.0,22.0,20.0,6.0,11.0,13.0,331.0,36.0
87,Yanis Ammour,fr FRA,MF,Montpellier,Ligue 1,19.0,1999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Luke Amos,eng ENG,MF,Tottenham,Premier League,21.0,1997.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Joachim Andersen,dk DEN,DF,Sampdoria,Serie A,22.0,1996.0,32.0,2328.0,277.0,1033.0,1260.0,52.0,17.0,2328.0,16.0,15.0,93.8,1.0,6.3,1363.0,8170.0,5150.0,25.0,12.0,1.0,10.0,6.0,1585.0,3.0
90,Felipe Anderson,br BRA,"MF,FW",West Ham,Premier League,25.0,1993.0,33.8,2319.0,29.0,269.0,1148.0,954.0,107.0,2319.0,156.0,76.0,48.7,80.0,51.3,1397.0,10958.0,6130.0,201.0,158.0,52.0,97.0,54.0,1622.0,253.0
91,Florin Andone,ro ROU,FW,Brighton,Premier League,25.0,1993.0,9.8,345.0,15.0,50.0,143.0,161.0,46.0,345.0,37.0,9.0,24.3,28.0,75.7,210.0,1186.0,368.0,13.0,11.0,11.0,48.0,33.0,237.0,62.0
92,Benjamin André,fr FRA,MF,Rennes,Ligue 1,27.0,1990.0,27.7,1884.0,61.0,342.0,1165.0,397.0,46.0,1884.0,32.0,21.0,65.6,11.0,34.4,946.0,4992.0,2430.0,52.0,33.0,3.0,55.0,39.0,1181.0,86.0
93,Marco Andreolli,it ITA,DF,Cagliari,Serie A,32.0,1986.0,1.2,84.0,12.0,42.0,41.0,1.0,1.0,84.0,0.0,0.0,,0.0,,33.0,125.0,79.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0
94,Marco Andreolli,it ITA,DF,Chievo,Serie A,32.0,1986.0,7.2,314.0,43.0,183.0,128.0,5.0,2.0,314.0,0.0,0.0,,0.0,,146.0,530.0,273.0,1.0,1.0,0.0,1.0,1.0,182.0,0.0
95,Yoann Andreu,fr FRA,DF,Angers,Ligue 1,29.0,1989.0,0.0,4.0,1.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0,,0.0,,2.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
96,José Ángel,es ESP,DF,Eibar,La Liga,28.0,1989.0,33.6,2485.0,92.0,597.0,1189.0,734.0,12.0,2485.0,61.0,45.0,73.8,16.0,26.2,1137.0,6323.0,3094.0,78.0,81.0,7.0,22.0,19.0,1197.0,75.0
97,Miguel Ángel Moyá,es ESP,GK,Real Sociedad,La Liga,34.0,1984.0,11.0,389.0,319.0,385.0,5.0,0.0,0.0,389.0,1.0,1.0,100.0,0.0,0.0,183.0,925.0,668.0,0.0,1.0,1.0,1.0,0.0,184.0,0.0
98,Cristian Ansaldi,ar ARG,"DF,MF",Torino,Serie A,31.0,1986.0,20.1,1159.0,37.0,233.0,474.0,479.0,36.0,1159.0,80.0,53.0,66.3,27.0,33.8,632.0,5111.0,2846.0,96.0,60.0,9.0,48.0,33.0,660.0,108.0
99,Mirco Antenucci,it ITA,FW,SPAL,Serie A,33.0,1984.0,23.7,764.0,4.0,46.0,330.0,398.0,73.0,762.0,42.0,20.0,47.6,22.0,52.4,557.0,2886.0,996.0,41.0,26.0,14.0,77.0,45.0,611.0,172.0
100,Waldemar Anton,de GER,DF,Hannover 96,Bundesliga,22.0,1996.0,34.0,2154.0,263.0,1062.0,1029.0,86.0,30.0,2154.0,26.0,17.0,65.4,9.0,34.6,1165.0,7513.0,4224.0,35.0,20.0,3.0,22.0,15.0,1227.0,17.0
101,Luca Antonelli,it ITA,DF,Empoli,Serie A,31.0,1987.0,8.4,490.0,37.0,142.0,240.0,110.0,18.0,490.0,7.0,5.0,71.4,2.0,28.6,259.0,1496.0,937.0,26.0,20.0,4.0,12.0,4.0,277.0,28.0
