,# Pl,Poss,90s,Touches - Touches,Touches - Def Pen,Touches - Def 3rd,Touches - Mid 3rd,Touches - Att 3rd,Touches - Att Pen,Touches - Live,Take-Ons - Att,Take-Ons - Succ,Take-Ons - Succ%,Take-Ons - Tkld,Take-Ons - Tkld%,Carries - Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - 1/3,Carries - CPA,Carries - Mis,Carries - Dis,Receiving - Rec,Receiving - PrgR
33,29,48.8,38.0,22160,2563,7461,9519,5414,758,22151,592,269,45.4,238,40.2,12249,68133,35319,662,471,124,536,379,13846,1316
34,25,39.9,38.0,17947,1980,5769,8366,3992,589,17939,456,217,47.6,189,41.4,8694,41812,20506,365,292,78,504,268,9604,989
35,29,51.3,38.0,22397,2619,7918,9753,4932,761,22388,728,341,46.8,311,42.7,13365,73974,38669,725,497,167,467,330,15020,1364
36,36,41.2,38.0,18056,2231,6320,7844,4147,636,18055,627,274,43.7,275,43.9,8665,47590,22382,503,359,103,577,329,9350,1051
37,32,42.0,34.0,17023,2095,6263,7457,3531,612,17016,711,323,45.4,316,44.4,8139,43026,19959,413,269,132,521,301,8796,905
38,31,48.3,34.0,19434,2364,6926,8417,4271,705,19425,577,249,43.2,268,46.4,10627,53164,25890,457,330,138,551,258,11634,1168
39,25,55.7,38.0,25128,2720,8300,11127,5922,953,25123,494,216,43.7,200,40.5,14972,75152,38723,668,492,141,505,261,17526,1613
40,29,49.6,38.0,22810,2432,7514,10435,5077,817,22804,625,291,46.6,255,40.8,12888,66636,34490,673,496,145,583,350,15118,1389
41,27,49.9,34.0,20320,2232,7198,8697,4630,751,20316,521,226,43.4,236,45.3,11017,58246,28164,522,383,117,485,287,12123,1240
42,24,52.1,38.0,25453,2536,8100,12315,5243,769,25445,612,285,46.6,239,39.1,14379,73160,36610,683,484,182,528,290,18009,1368
43,29,41.3,38.0,18839,2129,6291,8105,4660,606,18833,559,240,42.9,245,43.8,9288,51809,25326,515,366,119,626,329,9976,1219
44,29,47.0,38.0,21642,2125,6971,9290,5587,796,21639,688,268,39.0,328,47.7,11342,55021,27062,555,379,146,602,421,12329,1418
45,28,47.7,38.0,23125,2681,8408,10293,4641,688,23119,620,291,46.9,245,39.5,12503,63356,31619,580,363,175,548,313,14797,1294
46,29,55.6,38.0,24935,2026,6456,12750,5964,841,24926,666,326,48.9,255,38.3,19150,112844,52786,738,732,160,526,302,17645,1821
47,27,52.0,34.0,21877,2184,7160,10575,4338,702,21870,714,352,49.3,268,37.5,12070,67165,36395,678,469,187,524,327,14558,1232
48,26,60.5,38.0,26767,2074,7054,13386,6573,1010,26755,826,400,48.4,330,40.0,20538,112069,52803,798,705,206,537,398,19056,1959
49,28,60.8,38.0,28399,2310,8119,13329,7149,1252,28395,691,320,46.3,282,40.8,17146,82458,41527,719,569,234,584,413,19921,1974
50,30,46.6,38.0,22605,2854,8346,10039,4473,695,22599,916,406,44.3,388,42.4,16379,97993,47864,753,592,175,596,332,14727,1322
51,29,58.1,38.0,27048,2207,7251,13396,6634,1041,27040,895,398,44.5,401,44.8,20488,110348,50615,709,719,233,618,371,18817,1868
52,27,53.7,34.0,22583,2744,8415,10217,4133,720,22577,548,240,43.8,226,41.2,13046,62465,31728,518,396,143,493,304,15408,1159
53,27,44.8,34.0,18471,1946,6200,8219,4257,780,18465,495,224,45.3,220,44.4,9265,44936,20625,364,275,106,552,251,9946,1139
54,31,41.1,38.0,18171,2351,6553,8032,3792,524,18166,556,293,52.7,198,35.6,9509,50982,24564,476,341,94,498,302,10356,935
55,24,64.7,38.0,29895,2170,7410,14372,8301,1277,29885,702,334,47.6,239,34.0,19120,104039,56163,987,753,279,406,298,22992,2054
56,26,53.7,38.0,24848,2639,8093,10389,6570,1036,24845,730,317,43.4,338,46.3,14245,70351,37126,711,515,239,497,293,16447,1578
57,30,56.7,38.0,24839,2007,6525,11697,6878,1000,24832,742,356,48.0,320,43.1,18366,107143,52090,759,639,172,598,360,16633,1895
58,30,55.6,38.0,23856,2177,7373,11143,5617,891,23851,800,368,46.0,324,40.5,13802,78895,41728,795,584,182,595,320,15792,1576
59,27,48.2,38.0,22398,2069,5963,10799,5891,918,22390,678,318,46.9,283,41.7,15973,91223,44561,719,590,183,550,345,14273,1802
60,31,45.8,38.0,20469,2351,6847,9513,4378,670,20462,780,338,43.3,321,41.2,13886,80186,37309,556,494,150,594,362,12321,1243
61,31,55.2,38.0,24603,2753,8855,11185,4768,680,24597,596,282,47.3,237,39.8,14329,79216,38961,708,500,152,575,309,17052,1350
62,29,45.9,38.0,21497,2310,6504,10417,4849,726,21492,788,378,48.0,333,42.3,14771,86725,40556,705,483,154,553,350,13142,1547
63,27,61.8,38.0,28410,2012,7168,13935,7548,1084,28400,798,337,42.2,361,45.2,17977,89551,46645,907,663,237,566,339,20948,1789
64,27,52.3,38.0,22106,2088,6757,9053,6516,1161,22100,783,349,44.6,322,41.1,12021,64166,32968,694,493,227,576,363,13803,1599
65,34,51.5,38.0,25011,2520,8118,11897,5306,801,25004,822,420,51.1,330,40.1,18764,107128,51614,774,663,168,547,384,17175,1517
66,33,37.6,38.0,17912,2715,7420,6953,3755,611,17906,569,254,44.6,235,41.3,8674,46411,24008,435,308,111,537,275,9452,847
67,26,48.0,38.0,20888,2287,6397,9352,5331,709,20883,626,313,50.0,247,39.5,11200,58263,28888,545,416,128,590,316,12580,1338
68,26,60.7,38.0,30202,2265,7245,15502,7723,1130,30195,976,454,46.5,423,43.3,24951,129073,62262,810,842,238,445,392,23544,2015
69,28,51.2,38.0,21773,2061,6266,9706,6029,699,21765,660,296,44.8,290,43.9,12216,65376,33507,703,547,131,554,374,13384,1377
70,25,58.1,34.0,24322,2220,7782,11436,5327,834,24315,697,345,49.5,270,38.7,15273,73350,36506,599,440,168,525,316,16801,1437
71,26,60.9,38.0,28884,2415,7781,12859,8464,1151,28872,971,475,48.9,379,39.0,19025,100381,53186,1008,735,338,490,297,21956,2000
72,30,54.6,38.0,23231,2283,6890,10794,5762,798,23227,680,307,45.1,293,43.1,13362,70912,36738,692,499,187,607,368,15101,1463
73,34,48.7,38.0,22018,2275,6937,10012,5357,823,22010,800,347,43.4,370,46.3,15457,92007,44472,712,535,187,675,379,13524,1704
74,32,55.4,38.0,25212,2030,6550,12749,6163,1000,25209,784,410,52.3,308,39.3,19035,109626,51641,774,709,208,565,337,17479,1906
75,30,48.6,38.0,21861,2055,7183,10374,4566,789,21851,677,274,40.5,315,46.5,12407,68172,34789,684,490,170,559,318,14018,1198
76,30,44.9,38.0,20527,2604,7592,9096,4060,495,20525,599,264,44.1,261,43.6,11169,57765,27404,519,409,86,564,303,12529,1076
77,40,46.1,38.0,20460,2511,7278,9134,4272,585,20458,543,260,47.9,222,40.9,11329,55044,26171,466,354,82,572,335,12492,1118
78,31,49.2,38.0,22100,2484,7486,9584,5249,817,22090,653,299,45.8,270,41.3,13042,71240,36974,761,527,204,533,364,14664,1552
79,35,46.0,34.0,17260,2252,6541,7024,3912,677,17255,515,198,38.4,250,48.5,8384,42807,19961,415,295,66,513,274,9126,928
80,35,52.6,38.0,22999,2284,7140,10069,5984,741,22994,604,269,44.5,257,42.5,13542,67133,32550,558,520,122,515,312,15242,1497
81,36,44.5,38.0,21095,2639,7452,8998,4880,712,21091,756,358,47.4,318,42.1,11323,61000,29819,588,453,131,567,400,12216,1112
82,34,47.4,38.0,20952,2701,7867,8357,4959,692,20948,653,278,42.6,304,46.6,10996,60775,29636,553,397,114,659,366,12304,1156
83,29,45.9,38.0,21567,2088,6402,10381,5043,755,21560,708,340,48.0,277,39.1,14701,85310,39876,610,604,131,589,313,13215,1340
84,30,50.2,34.0,20930,2407,7525,9226,4438,738,20925,734,337,45.9,319,43.5,11707,63068,31698,609,440,161,563,336,13345,1261
85,28,53.2,38.0,23243,2286,7273,10798,5380,733,23241,668,303,45.4,276,41.3,13094,71281,34612,684,527,182,618,314,15247,1317
86,29,50.0,38.0,23836,2734,8571,10329,5135,842,23830,663,303,45.7,288,43.4,13676,71282,36837,692,465,189,521,356,15864,1436
87,29,51.3,38.0,23432,2448,7418,10853,5373,773,23428,668,283,42.4,302,45.2,16785,92186,43533,648,533,150,554,303,15271,1723
88,32,42.6,38.0,20380,2819,7826,8833,3993,590,20375,792,365,46.1,347,43.8,14238,84027,38482,638,481,144,531,341,12642,1224
89,30,48.0,38.0,21183,2463,7415,9101,4912,849,21181,770,330,42.9,350,45.5,12105,65755,33221,646,461,163,641,336,13268,1344
90,28,43.8,34.0,17952,2108,6656,7246,4222,622,17945,415,182,43.9,180,43.4,9245,45321,21951,375,228,90,435,244,10177,990
91,28,52.0,38.0,21621,2061,6446,9155,6255,822,21613,747,352,47.1,307,41.1,12239,69490,37661,786,630,166,555,338,13469,1457
92,36,48.7,38.0,20748,2571,7370,9027,4583,638,20744,718,309,43.0,318,44.3,11499,64338,32319,610,451,147,589,316,12521,1233
93,32,56.9,38.0,23815,2621,7659,10213,6179,911,23808,871,435,49.9,345,39.6,14391,81455,45472,846,570,239,552,343,16363,1617
94,25,49.3,34.0,20465,2390,7294,9382,3965,671,20459,516,233,45.2,228,44.2,10736,52169,25197,412,317,104,503,246,12329,1130
95,25,42.1,38.0,20411,2362,6898,8702,4994,756,20403,607,242,39.9,266,43.8,10539,57433,28201,614,413,165,460,355,12256,1266
96,28,50.6,34.0,20053,2304,7013,8781,4423,694,20046,600,256,42.7,268,44.7,11350,55720,28117,455,301,103,560,272,12444,1294
97,32,49.9,38.0,22539,2921,8544,9262,4960,686,22536,772,375,48.6,302,39.1,12373,67215,35065,610,421,142,516,327,14452,1331
