,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G+A,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Expected - xG,Expected - npxG,Expected - xAG,Expected - npxG+xAG,Progression - PrgC,Progression - PrgP,Progression - PrgR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK,Per 90 Minutes - xG,Per 90 Minutes - xAG,Per 90 Minutes - xG+xAG,Per 90 Minutes - npxG,Per 90 Minutes - npxG+xAG
11,Tyler Adams,US,"MF,DF",RB Leipzig,Bundesliga,20,1999,14,10,953,10.6,0,0,0,0,0,0,0,0,0.4,0.4,0.6,1.0,11,34,49,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.10,0.04,0.10
12,Sargis Adamyan,AM,"FW,MF",Hoffenheim,Bundesliga,26,1993,15,6,746,8.3,5,1,6,5,0,0,1,0,5.9,5.9,0.6,6.5,19,16,67,0.60,0.12,0.72,0.60,0.72,0.71,0.08,0.78,0.71,0.78
13,Antonio Adan,ES,GK,Atlético Madrid,La Liga,32,1987,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14,Bobby Adekanye,NL,FW,Lazio,Serie A,20,1999,11,0,188,2.1,1,0,1,1,0,0,1,0,1.4,1.4,0.2,1.6,6,2,12,0.48,0.00,0.48,0.48,0.48,0.65,0.09,0.74,0.65,0.74
15,Claud Adjapong,IT,DF,Hellas Verona,Serie A,21,1998,5,2,231,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,4,5,16,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09
16,Amine Adli,MA,"MF,FW",Toulouse,Ligue 1,19,2000,4,0,46,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,4,3,5,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13
17,Yacine Adli,FR,MF,Bordeaux,Ligue 1,19,2000,21,11,1020,11.3,3,3,6,3,0,0,3,0,0.8,0.8,2.2,3.0,38,65,47,0.26,0.26,0.53,0.26,0.53,0.07,0.19,0.26,0.07,0.26
18,Adrian,ES,GK,Liverpool,Premier League,32,1987,11,9,875,9.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
19,Aritz Aduriz,ES,"FW,MF",Athletic Club,La Liga,38,1981,14,0,208,2.3,1,0,1,1,0,1,3,0,1.6,0.8,0.0,0.8,2,6,15,0.43,0.00,0.43,0.43,0.43,0.67,0.00,0.67,0.33,0.33
20,Lumor Agbenyenu,GH,DF,Mallorca,La Liga,22,1996,23,20,1805,20.1,1,0,1,1,0,0,5,1,0.3,0.3,1.6,1.9,60,69,66,0.05,0.00,0.05,0.05,0.05,0.01,0.08,0.09,0.01,0.09
21,Martin Agirregabiria,ES,DF,Alavés,La Liga,23,1996,31,23,2099,23.3,1,1,2,1,0,0,5,1,0.8,0.8,0.7,1.5,26,56,49,0.04,0.04,0.09,0.04,0.09,0.03,0.03,0.07,0.03,0.07
22,Lucien Agoume,FR,MF,Inter,Serie A,17,2002,3,0,68,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,7,2,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11
23,Kevin Agudelo,CO,"MF,FW",Fiorentina,Serie A,20,1998,3,1,64,0.7,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,1,4,8,0.00,0.00,0.00,0.00,0.00,0.26,0.14,0.40,0.26,0.40
24,Kevin Agudelo,CO,"MF,FW",Genoa,Serie A,20,1998,10,7,666,7.4,1,1,2,1,0,0,5,1,1.2,1.2,1.6,2.8,39,41,34,0.14,0.14,0.27,0.14,0.27,0.17,0.21,0.38,0.17,0.38
26,Nayef Aguerd,MA,DF,Dijon,Ligue 1,23,1996,11,11,957,10.6,1,0,1,1,0,0,2,0,0.3,0.3,0.0,0.3,0,27,0,0.09,0.00,0.09,0.09,0.09,0.03,0.00,0.03,0.03,0.03
27,Sergio Aguero,AR,FW,Manchester City,Premier League,31,1988,24,18,1452,16.1,16,3,19,14,2,3,1,0,14.5,12.1,2.3,14.4,35,34,105,0.99,0.19,1.18,0.87,1.05,0.90,0.14,1.04,0.75,0.89
28,Ruben Aguilar,FR,DF,Monaco,Ligue 1,26,1993,19,11,1072,11.9,0,2,2,0,0,0,2,2,0.2,0.2,1.8,2.0,32,52,80,0.00,0.17,0.17,0.00,0.17,0.02,0.15,0.17,0.02,0.17
29,Emmanuel Agyemang-Badu,GH,MF,Hellas Verona,Serie A,28,1990,10,2,230,2.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,2,7,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
30,Jean-Eudes Aholou,CI,MF,Saint-Étienne,Ligue 1,25,1994,11,8,630,7.0,1,1,2,1,0,0,3,1,0.7,0.7,0.5,1.2,14,34,15,0.14,0.14,0.29,0.14,0.29,0.10,0.08,0.17,0.10,0.17
31,Joseph Aidoo,GH,DF,Celta Vigo,La Liga,23,1995,32,27,2502,27.8,0,1,1,0,0,0,4,0,1.0,1.0,0.7,1.8,17,89,2,0.00,0.04,0.04,0.00,0.04,0.04,0.03,0.06,0.04,0.06
32,Ola Aina,NG,DF,Torino,Serie A,22,1996,32,20,2079,23.1,0,2,2,0,0,0,8,0,0.4,0.4,2.5,2.9,86,80,80,0.00,0.09,0.09,0.00,0.09,0.02,0.11,0.13,0.02,0.13
33,Youssef Ait Bennasser,MA,MF,Bordeaux,Ligue 1,23,1996,12,6,536,6.0,0,1,1,0,0,0,1,0,0.1,0.1,0.1,0.2,6,47,6,0.00,0.17,0.17,0.00,0.17,0.01,0.02,0.03,0.01,0.03
34,Rayan Ait Nouri,DZ,DF,Angers,Ligue 1,18,2001,17,16,1282,14.2,0,2,2,0,0,0,3,0,0.2,0.2,0.7,0.8,45,56,69,0.00,0.14,0.14,0.00,0.14,0.01,0.05,0.06,0.01,0.06
35,Albian Ajeti,CH,FW,West Ham,Premier League,22,1997,9,0,139,1.5,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,0,0,10,0.00,0.00,0.00,0.00,0.00,0.11,0.05,0.16,0.11,0.16
36,Ludovic Ajorque,FR,FW,Strasbourg,Ligue 1,25,1994,26,24,2058,22.9,8,4,12,7,1,1,3,0,7.2,6.4,2.8,9.2,21,30,137,0.35,0.17,0.52,0.31,0.48,0.31,0.12,0.43,0.28,0.40
37,Manuel Akanji,CH,DF,Dortmund,Bundesliga,24,1995,29,25,2309,25.7,0,1,1,0,0,0,2,0,0.4,0.4,0.4,0.9,18,104,6,0.00,0.04,0.04,0.00,0.04,0.02,0.02,0.03,0.02,0.03
38,Marley Ake,FR,"FW,MF",Marseille,Ligue 1,18,2001,9,0,99,1.1,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,4,6,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12
39,Nathan Ake,NL,DF,Bournemouth,Premier League,24,1995,29,29,2503,27.8,2,2,4,2,0,0,2,0,3.0,3.0,2.2,5.1,12,81,7,0.07,0.07,0.14,0.07,0.14,0.11,0.08,0.18,0.11,0.18
40,Chadrac Akolo,CD,"FW,MF",Amiens,Ligue 1,24,1995,15,5,544,6.0,2,1,3,2,0,0,1,0,1.1,1.1,1.3,2.5,11,26,53,0.33,0.17,0.50,0.33,0.50,0.19,0.22,0.41,0.19,0.41
41,Kevin Akpoguma,NG,DF,Hoffenheim,Bundesliga,24,1995,18,12,1142,12.7,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,7,32,5,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
42,David Alaba,AT,DF,Bayern Munich,Bundesliga,27,1992,28,27,2498,27.8,1,1,2,1,0,0,0,0,1.0,1.0,2.4,3.3,69,285,42,0.04,0.04,0.07,0.04,0.07,0.03,0.08,0.12,0.03,0.12
43,Sofiane Alakouch,MA,DF,Nîmes,Ligue 1,21,1998,17,17,1400,15.6,0,0,0,0,0,0,3,0,0.9,0.9,0.4,1.4,32,78,39,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.09,0.06,0.09
44,Lucas Alario,AR,FW,Leverkusen,Bundesliga,26,1992,24,11,1174,13.0,7,1,8,6,1,1,6,0,7.3,6.5,1.6,8.1,7,16,63,0.54,0.08,0.61,0.46,0.54,0.56,0.12,0.68,0.50,0.62
45,Jordi Alba,ES,DF,Barcelona,La Liga,30,1989,27,25,2187,24.3,2,5,7,2,0,0,7,0,1.4,1.4,4.3,5.7,42,150,244,0.08,0.21,0.29,0.08,0.29,0.06,0.18,0.23,0.06,0.23
46,Luis Alberto,ES,MF,Lazio,Serie A,26,1992,36,36,3113,34.6,6,15,21,5,1,1,5,0,6.6,5.8,11.4,17.2,203,371,163,0.17,0.43,0.61,0.14,0.58,0.19,0.33,0.52,0.17,0.50
47,Raul Albiol,ES,DF,Villarreal,La Liga,33,1985,36,36,3237,36.0,1,0,1,1,0,0,9,0,2.3,2.3,0.3,2.5,11,118,4,0.03,0.00,0.03,0.03,0.03,0.06,0.01,0.07,0.06,0.07
48,Marc Albrighton,EN,"MF,DF",Leicester City,Premier League,29,1989,20,9,867,9.6,0,3,3,0,0,0,2,0,0.4,0.4,2.2,2.6,20,45,94,0.00,0.31,0.31,0.00,0.31,0.04,0.22,0.27,0.04,0.27
49,Paco Alcacer,ES,FW,Villarreal,La Liga,25,1993,13,11,924,10.3,4,1,5,4,0,0,1,0,3.7,3.7,1.4,5.2,13,15,50,0.39,0.10,0.49,0.39,0.49,0.36,0.14,0.50,0.36,0.50
50,Paco Alcacer,ES,FW,Dortmund,Bundesliga,25,1993,11,6,530,5.9,5,1,6,5,0,0,0,0,3.9,3.9,0.9,4.8,1,8,37,0.85,0.17,1.02,0.85,1.02,0.67,0.14,0.81,0.67,0.81
52,Thiago Alcantara,ES,MF,Bayern Munich,Bundesliga,28,1991,24,20,1771,19.7,3,0,3,3,0,0,7,0,2.4,2.4,0.9,3.3,27,230,43,0.15,0.00,0.15,0.15,0.15,0.12,0.05,0.17,0.12,0.17
53,Ruben Alcaraz,ES,MF,Valladolid,La Liga,28,1991,27,20,1927,21.4,2,2,4,2,0,0,10,0,1.9,1.9,1.0,2.9,26,100,21,0.09,0.09,0.19,0.09,0.19,0.09,0.05,0.13,0.09,0.13
54,Toby Alderweireld,BE,DF,Tottenham,Premier League,30,1989,33,33,2957,32.9,2,2,4,2,0,0,7,0,0.7,0.7,1.3,2.1,11,96,10,0.06,0.06,0.12,0.06,0.12,0.02,0.04,0.06,0.02,0.06
55,Haitam Aleesami,NO,DF,Amiens,Ligue 1,28,1991,22,21,1916,21.3,1,1,2,1,0,0,4,0,0.4,0.4,1.2,1.6,21,120,72,0.05,0.05,0.09,0.05,0.09,0.02,0.06,0.07,0.02,0.07
56,Alex Alegria,ES,FW,Mallorca,La Liga,26,1992,6,0,109,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
57,Carles Alena,ES,MF,Barcelona,La Liga,21,1998,4,2,172,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,16,2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
58,Carles Alena,ES,"MF,FW",Betis,La Liga,21,1998,17,7,735,8.2,1,0,1,1,0,0,1,0,1.4,1.4,0.1,1.5,15,50,25,0.12,0.00,0.12,0.12,0.12,0.17,0.01,0.19,0.17,0.19
59,Runar Alex Runarsson,IS,GK,Dijon,Ligue 1,24,1995,11,9,901,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
60,Trent Alexander-Arnold,EN,DF,Liverpool,Premier League,20,1998,38,35,3175,35.3,4,13,17,4,0,0,5,0,2.8,2.8,10.9,13.7,98,247,226,0.11,0.37,0.48,0.11,0.48,0.08,0.31,0.39,0.08,0.39
61,Enrico Alfonso,IT,GK,Brescia,Serie A,31,1988,4,4,279,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
62,Rachid Alioui,MA,FW,Angers,Ligue 1,27,1992,28,17,1563,17.4,6,1,7,6,0,0,1,0,5.2,5.2,1.3,6.5,24,35,108,0.35,0.06,0.40,0.35,0.40,0.30,0.07,0.37,0.30,0.37
63,Alisson,BR,GK,Liverpool,Premier League,26,1992,29,29,2543,28.3,0,1,1,0,0,0,0,1,0.0,0.0,0.3,0.3,0,1,0,0.00,0.04,0.04,0.00,0.04,0.00,0.01,0.01,0.00,0.01
64,Allan,BR,MF,Napoli,Serie A,28,1991,23,16,1280,14.2,2,1,3,2,0,0,3,0,0.5,0.5,1.1,1.6,25,82,53,0.14,0.07,0.21,0.14,0.21,0.04,0.08,0.11,0.04,0.11
65,Dele Alli,EN,"MF,FW",Tottenham,Premier League,23,1996,25,21,1847,20.5,8,4,12,7,1,1,2,0,8.1,7.3,3.5,10.8,56,69,152,0.39,0.19,0.58,0.34,0.54,0.40,0.17,0.56,0.36,0.53
66,Miguel Almiron,PY,"MF,FW",Newcastle Utd,Premier League,25,1994,36,35,3021,33.6,4,2,6,4,0,0,5,0,6.7,6.7,3.0,9.7,120,77,160,0.12,0.06,0.18,0.12,0.18,0.20,0.09,0.29,0.20,0.29
67,Marcos Alonso,ES,DF,Chelsea,Premier League,28,1990,18,15,1430,15.9,4,2,6,4,0,0,4,0,2.6,2.6,2.6,5.2,62,69,155,0.25,0.13,0.38,0.25,0.38,0.16,0.17,0.33,0.16,0.33
68,Mickael Alphonse,GP,DF,Dijon,Ligue 1,30,1989,17,15,1378,15.3,0,1,1,0,0,0,2,0,0.2,0.2,0.7,0.9,37,44,45,0.00,0.07,0.07,0.00,0.07,0.01,0.05,0.06,0.01,0.06
69,Sergio Alvarez,ES,"MF,DF",Eibar,La Liga,27,1992,18,14,1147,12.7,0,0,0,0,0,0,6,0,0.2,0.2,0.1,0.4,6,40,6,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
70,Sergio Alvarez,ES,GK,Celta Vigo,La Liga,32,1986,2,2,180,2.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
71,Yeray Alvarez,ES,DF,Athletic Club,La Liga,24,1995,32,32,2810,31.2,0,0,0,0,0,0,2,0,1.3,1.3,0.8,2.1,29,110,4,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07
72,Bruno Alves,PT,DF,Parma,Serie A,37,1981,33,31,2671,29.7,0,0,0,0,0,0,4,0,1.3,1.3,0.5,1.8,6,99,11,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06
73,Steven Alzate,CO,"MF,DF",Brighton,Premier League,20,1998,19,12,1188,13.2,0,0,0,0,0,0,1,0,1.2,1.2,0.7,2.0,34,66,92,0.00,0.00,0.00,0.00,0.00,0.09,0.06,0.15,0.09,0.15
74,Ibrahim Amadou,FR,"DF,MF",Norwich City,Premier League,26,1993,11,8,759,8.4,0,0,0,0,0,0,1,0,0.8,0.8,0.0,0.8,4,13,1,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.10,0.09,0.10
75,Ibrahim Amadou,FR,MF,Leganés,La Liga,26,1993,10,9,770,8.6,0,0,0,0,0,0,2,0,0.7,0.7,0.0,0.8,9,20,10,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.09,0.08,0.09
76,Romain Amalfitano,FR,MF,Dijon,Ligue 1,29,1989,26,18,1695,18.8,1,1,2,1,0,0,5,0,0.4,0.4,1.2,1.7,24,94,28,0.05,0.05,0.11,0.05,0.11,0.02,0.07,0.09,0.02,0.09
78,Amath,SN,MF,Getafe,La Liga,23,1996,7,0,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
79,Jordan Amavi,FR,DF,Marseille,Ligue 1,25,1994,26,24,2164,24.0,1,1,2,1,0,0,9,0,0.7,0.7,1.0,1.7,62,72,92,0.04,0.04,0.08,0.04,0.08,0.03,0.04,0.07,0.03,0.07
80,Thierry Ambrose,GP,FW,Metz,Ligue 1,22,1997,18,4,548,6.1,0,0,0,0,0,0,1,0,1.2,1.2,0.5,1.7,31,23,49,0.00,0.00,0.00,0.00,0.00,0.19,0.09,0.27,0.19,0.27
81,Kelvin Amian,FR,DF,Toulouse,Ligue 1,21,1998,20,17,1633,18.1,0,2,2,0,0,0,3,0,0.4,0.4,0.6,1.0,38,68,27,0.00,0.11,0.11,0.00,0.11,0.02,0.03,0.05,0.02,0.05
82,Nadiem Amiri,DE,"MF,FW",Leverkusen,Bundesliga,22,1996,30,22,1857,20.6,1,2,3,1,0,0,3,0,2.2,2.2,6.3,8.4,53,106,95,0.05,0.10,0.15,0.05,0.15,0.10,0.30,0.41,0.10,0.41
83,Ethan Ampadu,WL,DF,RB Leipzig,Bundesliga,18,2000,3,0,81,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,3,0,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11
84,Opoku Ampomah,GH,"FW,MF",Düsseldorf,Bundesliga,23,1996,12,5,500,5.6,0,0,0,0,0,0,1,0,0.7,0.7,0.3,1.0,23,12,50,0.00,0.00,0.00,0.00,0.00,0.13,0.06,0.19,0.13,0.19
85,Sofyan Amrabat,MA,MF,Hellas Verona,Serie A,22,1996,34,33,2919,32.4,1,1,2,0,1,1,10,2,2.0,1.3,2.4,3.6,84,199,52,0.03,0.03,0.06,0.00,0.03,0.06,0.07,0.14,0.04,0.11
86,Joachim Andersen,DK,DF,Lyon,Ligue 1,23,1996,18,17,1531,17.0,1,0,1,1,0,0,3,0,0.9,0.9,0.2,1.1,6,79,1,0.06,0.00,0.06,0.06,0.06,0.06,0.01,0.07,0.06,0.07
87,Djavan Anderson,NL,"FW,DF",Lazio,Serie A,24,1995,6,2,167,1.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,4,0,4,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
88,Felipe Anderson,BR,"MF,FW",West Ham,Premier League,26,1993,25,20,1497,16.6,1,4,5,1,0,0,1,0,2.5,2.5,3.1,5.6,106,100,132,0.06,0.24,0.30,0.06,0.30,0.15,0.18,0.34,0.15,0.34
89,Sebastian Andersson,SE,FW,Union Berlin,Bundesliga,28,1991,33,31,2682,29.8,12,1,13,11,1,2,5,0,11.9,10.3,1.9,12.2,34,54,204,0.40,0.03,0.44,0.37,0.40,0.40,0.06,0.46,0.35,0.41
90,Florin Andone,RO,FW,Brighton,Premier League,26,1993,3,1,73,0.8,1,0,1,1,0,0,0,1,0.4,0.4,0.1,0.4,2,0,4,1.23,0.00,1.23,1.23,1.23,0.45,0.06,0.51,0.45,0.51
91,Benjamin Andre,FR,MF,Lille,Ligue 1,28,1990,26,23,2054,22.8,2,1,3,2,0,0,6,0,0.9,0.9,0.9,1.8,25,130,47,0.09,0.04,0.13,0.09,0.13,0.04,0.04,0.08,0.04,0.08
92,Lorenzo Andrenacci,IT,GK,Brescia,Serie A,24,1995,6,5,531,5.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
93,Robert Andrich,DE,MF,Union Berlin,Bundesliga,24,1994,30,30,2572,28.6,1,2,3,1,0,0,13,1,2.6,2.6,2.1,4.7,25,151,31,0.03,0.07,0.10,0.03,0.10,0.09,0.07,0.16,0.09,0.16
94,Victorien Angban,CI,MF,Metz,Ligue 1,22,1996,20,11,1029,11.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,25,70,17,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
95,Miguel Angel Guerrero,ES,FW,Leganés,La Liga,29,1990,13,9,790,8.8,1,0,1,1,0,1,0,0,2.6,1.8,0.6,2.4,10,17,37,0.11,0.00,0.11,0.11,0.11,0.30,0.07,0.37,0.21,0.28
96,Jose Angel,ES,DF,Eibar,La Liga,29,1989,28,27,2360,26.2,1,1,2,1,0,0,4,0,0.8,0.8,2.8,3.6,50,154,62,0.04,0.04,0.08,0.04,0.08,0.03,0.11,0.14,0.03,0.14
97,Miguel Angel Moya,ES,GK,Real Sociedad,La Liga,35,1984,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
98,Angelino,ES,DF,Manchester City,Premier League,22,1997,6,4,423,4.7,0,0,0,0,0,0,1,0,0.2,0.2,1.5,1.7,21,41,70,0.00,0.00,0.00,0.00,0.00,0.05,0.32,0.36,0.05,0.36
99,Angelino,ES,"DF,FW",RB Leipzig,Bundesliga,22,1997,13,12,1095,12.2,1,2,3,1,0,0,2,0,0.9,0.9,2.0,2.9,24,56,92,0.08,0.16,0.25,0.08,0.25,0.07,0.16,0.24,0.07,0.24
100,Faustino Anjorin,EN,FW,Chelsea,Premier League,17,2001,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11
101,Peter Ankersen,DK,DF,Genoa,Serie A,28,1990,19,11,1063,11.8,0,1,1,0,0,0,2,0,0.4,0.4,0.6,1.0,16,36,65,0.00,0.08,0.08,0.00,0.08,0.04,0.05,0.08,0.04,0.08
102,Cristian Ansaldi,AR,"DF,MF",Torino,Serie A,32,1986,27,21,1768,19.6,4,4,8,4,0,0,9,0,1.9,1.9,3.3,5.2,90,66,124,0.20,0.20,0.41,0.20,0.41,0.09,0.17,0.26,0.09,0.26
104,Janis Antiste,FR,MF,Toulouse,Ligue 1,16,2002,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.37,0.37,0.37
105,Michail Antonio,JM,FW,West Ham,Premier League,29,1990,24,19,1768,19.6,10,3,13,9,1,1,3,0,12.9,12.1,3.7,15.9,53,39,178,0.51,0.15,0.66,0.46,0.61,0.66,0.19,0.85,0.62,0.81
106,Antonito,ES,"DF,MF",Valladolid,La Liga,31,1987,15,11,1029,11.4,0,0,0,0,0,0,1,0,0.1,0.1,0.9,1.0,22,30,45,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.09,0.01,0.09
107,Mirko Antonucci,IT,"FW,MF",Roma,Serie A,20,1999,2,0,82,0.9,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2,1,6,0.00,0.00,0.00,0.00,0.00,0.21,0.04,0.25,0.21,0.25
108,Vitorino Antunes,PT,MF,Getafe,La Liga,32,1987,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
109,Christopher Antwi-Adjei,GH,"MF,FW",Paderborn 07,Bundesliga,25,1994,34,28,2470,27.4,1,2,3,1,0,0,2,0,3.8,3.8,4.2,8.0,114,68,155,0.04,0.07,0.11,0.04,0.11,0.14,0.15,0.29,0.14,0.29
110,Anuar,MA,"MF,FW",Valladolid,La Liga,24,1995,11,1,189,2.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,10,2,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
