,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Min,Playing Time - Mn/MP,Playing Time - Min%,Playing Time - 90s,Starts - Starts,Starts - Mn/Start,Starts - Compl,Subs - Subs,Subs - Mn/Sub,Subs - unSub,Team Success - PPM,Team Success - onG,Team Success - onGA,Team Success - +/-,Team Success - +/-90,Team Success - On-Off,Team Success (xG) - onxG,Team Success (xG) - onxGA,Team Success (xG) - xG+/-,Team Success (xG) - xG+/-90,Team Success (xG) - On-Off
13,Francesco Acerbi,it ITA,DF,Lazio,Serie A,33.0,1988.0,30.0,2536.0,85.0,74.2,28.2,29.0,87.0,27.0,1.0,7.0,0.0,1.67,59.0,48.0,11.0,0.39,-0.42,38.1,35.9,2.1,0.08,-0.48
14,Ragnar Ache,de GER,"MF,FW",Eint Frankfurt,Bundesliga,23.0,1998.0,13.0,259.0,20.0,8.5,2.9,1.0,72.0,0.0,12.0,16.0,6.0,1.23,5.0,4.0,1.0,0.35,0.51,3.7,4.7,-1.0,-0.35,-0.21
15,Mohamed Achi,fr FRA,MF,Nantes,Ligue 1,19.0,2002.0,1.0,10.0,10.0,0.3,0.1,0.0,,0.0,1.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,-0.18,0.0,0.0,0.0,0.14,0.33
16,Marcos Acuña,ar ARG,DF,Sevilla,La Liga,29.0,1991.0,31.0,2260.0,73.0,66.1,25.1,26.0,83.0,17.0,5.0,22.0,1.0,1.87,32.0,13.0,19.0,0.76,0.45,29.6,19.2,10.4,0.41,0.8
17,Marius Adamonis,lt LTU,GK,Lazio,Serie A,24.0,1997.0,0.0,,,,,0.0,,0.0,0.0,,36.0,,,,,,,,,,,
18,Che Adams,sct SCO,FW,Southampton,Premier League,25.0,1996.0,30.0,2039.0,68.0,59.6,22.7,23.0,82.0,13.0,7.0,22.0,4.0,1.03,25.0,40.0,-15.0,-0.66,-0.08,28.5,36.1,-7.7,-0.34,0.16
19,Tyler Adams,us USA,MF,RB Leipzig,Bundesliga,22.0,1999.0,24.0,1351.0,56.0,44.2,15.0,12.0,84.0,8.0,12.0,29.0,6.0,1.88,27.0,14.0,13.0,0.87,-0.29,28.5,18.6,10.0,0.66,-0.1
20,Sargis Adamyan,am ARM,"FW,MF",Hoffenheim,Bundesliga,28.0,1993.0,13.0,331.0,25.0,10.8,3.7,2.0,76.0,0.0,11.0,16.0,3.0,1.85,8.0,6.0,2.0,0.54,0.68,7.7,4.3,3.4,0.92,0.91
21,Omotayo Adaramola,ie IRL,DF,Crystal Palace,Premier League,17.0,2003.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
22,Martin Adeline,fr FRA,"MF,FW",Reims,Ligue 1,17.0,2003.0,8.0,352.0,44.0,10.3,3.9,2.0,76.0,1.0,6.0,34.0,3.0,1.13,4.0,5.0,-1.0,-0.26,-0.26,3.4,4.9,-1.5,-0.39,-0.18
23,Amine Adli,fr FRA,"FW,MF",Leverkusen,Bundesliga,21.0,2000.0,25.0,1256.0,50.0,41.0,14.0,13.0,75.0,3.0,12.0,23.0,0.0,1.76,24.0,23.0,1.0,0.07,-1.52,23.3,18.9,4.4,0.31,-0.4
24,Yacine Adli,fr FRA,"MF,FW",Bordeaux,Ligue 1,21.0,2000.0,36.0,2260.0,63.0,66.1,25.1,25.0,78.0,10.0,11.0,28.0,1.0,0.75,33.0,59.0,-26.0,-1.04,-0.03,26.6,43.4,-16.8,-0.67,-0.27
26,Adrián,es ESP,GK,Liverpool,Premier League,34.0,1987.0,0.0,,,,,0.0,,0.0,0.0,,5.0,,,,,,,,,,,
27,Michel Aebischer,ch SUI,MF,Bologna,Serie A,24.0,1997.0,12.0,443.0,37.0,13.0,4.9,4.0,76.0,2.0,8.0,18.0,4.0,1.42,3.0,2.0,1.0,0.2,0.57,4.6,7.8,-3.2,-0.65,-0.52
28,Felix Afena-Gyan,gh GHA,"FW,MF",Roma,Serie A,18.0,2003.0,17.0,668.0,39.0,19.5,7.4,6.0,66.0,0.0,11.0,25.0,8.0,1.65,13.0,9.0,4.0,0.54,0.15,11.2,7.0,4.2,0.56,-0.18
29,Martin Agirregabiria,es ESP,DF,Alavés,La Liga,25.0,1996.0,24.0,1616.0,67.0,47.3,18.0,17.0,83.0,11.0,7.0,28.0,13.0,0.96,13.0,31.0,-18.0,-1.0,-0.2,16.7,26.7,-10.1,-0.56,-0.08
30,Julen Agirrezabala,es ESP,GK,Athletic Club,La Liga,20.0,2000.0,4.0,360.0,90.0,10.5,4.0,4.0,90.0,4.0,0.0,,10.0,1.25,5.0,5.0,0.0,0.0,-0.21,4.2,5.3,-1.1,-0.27,-0.63
31,Vittorio Agostinelli,it ITA,MF,Fiorentina,Serie A,19.0,2002.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
32,Lucien Agoume,fr FRA,MF,Inter,Serie A,19.0,2002.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
33,Lucien Agoume,fr FRA,MF,Brest,Ligue 1,19.0,2002.0,27.0,1868.0,69.0,54.6,20.8,21.0,83.0,13.0,6.0,21.0,4.0,1.3,27.0,32.0,-5.0,-0.24,-0.07,27.5,31.5,-3.9,-0.19,0.33
34,Kevin Agudelo,co COL,"FW,MF",Genoa,Serie A,22.0,1998.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,,,,,,
35,Kevin Agudelo,co COL,"MF,FW",Spezia,Serie A,22.0,1998.0,23.0,1237.0,54.0,36.2,13.7,12.0,77.0,3.0,11.0,28.0,0.0,0.91,16.0,23.0,-7.0,-0.51,0.44,15.2,23.7,-8.4,-0.61,0.04
36,Nayef Aguerd,ma MAR,DF,Rennes,Ligue 1,25.0,1996.0,31.0,2735.0,88.0,80.0,30.4,31.0,88.0,28.0,0.0,,0.0,1.94,66.0,29.0,37.0,1.22,0.56,49.4,33.1,16.2,0.53,0.06
37,Sergio Agüero,ar ARG,FW,Barcelona,La Liga,33.0,1988.0,4.0,151.0,38.0,4.4,1.7,2.0,65.0,1.0,2.0,11.0,0.0,1.0,1.0,2.0,-1.0,-0.6,-1.45,3.4,1.7,1.7,1.01,0.26
38,Ruben Aguilar,fr FRA,DF,Monaco,Ligue 1,28.0,1993.0,28.0,2140.0,76.0,62.6,23.8,22.0,88.0,19.0,6.0,33.0,8.0,1.96,44.0,24.0,20.0,0.84,0.49,37.2,25.0,12.2,0.51,0.04
39,Álvaro Aguirre,es ESP,FW,Rayo Vallecano,La Liga,21.0,2000.0,1.0,9.0,9.0,0.3,0.1,0.0,,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.1,0.0,-0.43,-0.29
40,Naouirou Ahamada,fr FRA,"MF,DF",Stuttgart,Bundesliga,19.0,2002.0,3.0,61.0,20.0,2.0,0.7,0.0,,0.0,3.0,20.0,9.0,0.0,1.0,1.0,0.0,0.0,0.54,0.8,0.7,0.1,0.17,0.48
41,Aymeric Ahmed,km COM,MF,Strasbourg,Ligue 1,17.0,2003.0,0.0,,,,,0.0,,0.0,0.0,,4.0,,,,,,,,,,,
42,Anel Ahmedhodzic,ba BIH,DF,Bordeaux,Ligue 1,22.0,1999.0,15.0,1350.0,90.0,39.5,15.0,15.0,90.0,15.0,0.0,,0.0,0.67,18.0,38.0,-20.0,-1.33,-0.51,20.0,22.9,-2.9,-0.19,0.63
43,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,Ligue 1,27.0,1994.0,25.0,1004.0,40.0,29.4,11.2,11.0,64.0,0.0,14.0,22.0,6.0,1.76,17.0,12.0,5.0,0.45,0.0,16.5,12.7,3.7,0.33,0.02
44,Joseph Aidoo,gh GHA,DF,Celta Vigo,La Liga,25.0,1995.0,32.0,2637.0,82.0,77.1,29.3,30.0,87.0,24.0,2.0,7.0,3.0,1.22,35.0,31.0,4.0,0.14,0.6,34.1,33.1,1.0,0.03,0.44
45,Ola Aina,ng NGA,DF,Torino,Serie A,24.0,1996.0,21.0,1437.0,68.0,42.0,16.0,17.0,80.0,7.0,4.0,19.0,12.0,1.29,17.0,19.0,-2.0,-0.13,-0.44,19.9,16.5,3.5,0.22,-0.07
46,Rayan Aït Nouri,dz ALG,"DF,MF",Wolves,Premier League,20.0,2001.0,23.0,1828.0,79.0,53.5,20.3,20.0,89.0,17.0,3.0,13.0,12.0,1.13,25.0,26.0,-1.0,-0.05,0.18,18.6,33.6,-15.0,-0.74,-0.49
47,Kristoffer Ajer,no NOR,DF,Brentford,Premier League,23.0,1998.0,24.0,1995.0,83.0,58.3,22.2,23.0,85.0,17.0,1.0,45.0,3.0,1.29,28.0,31.0,-3.0,-0.14,0.18,27.7,29.8,-2.1,-0.09,-0.05
48,Ludovic Ajorque,fr FRA,FW,Strasbourg,Ligue 1,27.0,1994.0,36.0,2738.0,76.0,80.1,30.4,31.0,84.0,20.0,5.0,26.0,0.0,1.64,46.0,36.0,10.0,0.33,-0.6,44.6,34.1,10.5,0.35,0.13
49,Manuel Akanji,ch SUI,DF,Dortmund,Bundesliga,26.0,1995.0,26.0,2261.0,87.0,73.9,25.1,25.0,89.0,23.0,1.0,45.0,0.0,2.0,64.0,44.0,20.0,0.8,-0.67,47.9,38.0,10.0,0.4,-0.48
50,Carlos Akapo,gq EQG,DF,Cádiz,La Liga,28.0,1993.0,25.0,1844.0,74.0,53.9,20.5,21.0,84.0,14.0,4.0,21.0,5.0,1.08,15.0,27.0,-12.0,-0.59,-0.36,21.0,25.1,-4.1,-0.2,0.07
52,Marley Aké,fr FRA,"FW,MF",Juventus,Serie A,20.0,2001.0,4.0,77.0,19.0,2.3,0.9,0.0,,0.0,4.0,19.0,8.0,0.5,1.0,4.0,-3.0,-3.51,-4.13,0.7,3.4,-2.7,-3.16,-3.59
53,Nathan Aké,nl NED,DF,Manchester City,Premier League,26.0,1995.0,14.0,923.0,66.0,27.0,10.3,10.0,82.0,8.0,4.0,25.0,22.0,2.64,19.0,3.0,16.0,1.56,-0.49,20.3,5.3,15.0,1.46,-0.31
54,Ilias Akhomach,es ESP,FW,Barcelona,La Liga,17.0,2004.0,2.0,124.0,62.0,3.6,1.4,2.0,62.0,0.0,0.0,,3.0,3.0,1.0,0.0,1.0,0.73,-0.07,1.8,0.3,1.4,1.04,0.29
55,Maghnes Akliouche,fr FRA,"MF,FW",Monaco,Ligue 1,19.0,2002.0,7.0,54.0,8.0,1.6,0.6,0.0,,0.0,7.0,8.0,4.0,1.57,1.0,2.0,-1.0,-1.67,-2.36,1.0,1.2,-0.2,-0.37,-0.88
56,Paul Akouokou,ci CIV,MF,Betis,La Liga,23.0,1997.0,8.0,516.0,65.0,15.1,5.7,6.0,82.0,2.0,2.0,11.0,19.0,1.38,7.0,3.0,4.0,0.7,0.14,5.8,4.6,1.3,0.22,-0.06
57,Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,Serie A,28.0,1992.0,10.0,315.0,32.0,9.2,3.5,4.0,62.0,0.0,6.0,11.0,21.0,1.5,6.0,8.0,-2.0,-0.57,-1.18,2.5,6.0,-3.5,-1.01,-1.33
58,Kevin Akpoguma,ng NGA,"DF,FW",Hoffenheim,Bundesliga,26.0,1995.0,26.0,1527.0,59.0,49.9,17.0,19.0,71.0,5.0,7.0,24.0,4.0,1.5,33.0,30.0,3.0,0.18,0.47,28.4,26.6,1.8,0.11,0.0
59,David Alaba,at AUT,DF,Real Madrid,La Liga,29.0,1992.0,30.0,2642.0,88.0,77.3,29.4,30.0,88.0,27.0,0.0,,0.0,2.3,60.0,26.0,34.0,1.16,-0.58,53.3,31.4,21.9,0.75,0.06
60,Sofiane Alakouch,ma MAR,"DF,MF",Metz,Ligue 1,23.0,1998.0,4.0,158.0,40.0,4.6,1.8,0.0,,0.0,4.0,40.0,13.0,1.0,0.0,2.0,-2.0,-1.14,-0.26,1.6,3.2,-1.6,-0.92,-0.04
61,Jony Álamo,es ESP,MF,Elche,La Liga,19.0,2001.0,0.0,,,,,0.0,,0.0,0.0,,8.0,,,,,,,,,,,
62,Tomás Alarcón,cl CHI,MF,Cádiz,La Liga,22.0,1999.0,23.0,1425.0,62.0,41.7,15.8,16.0,81.0,9.0,7.0,19.0,5.0,0.96,12.0,23.0,-11.0,-0.69,-0.47,12.8,21.4,-8.6,-0.54,-0.54
63,Lucas Alario,ar ARG,FW,Leverkusen,Bundesliga,28.0,1992.0,27.0,655.0,24.0,21.4,7.3,5.0,79.0,3.0,22.0,12.0,2.0,1.74,17.0,9.0,8.0,1.1,0.16,16.8,8.5,8.3,1.13,0.75
64,Jordi Alba,es ESP,DF,Barcelona,La Liga,32.0,1989.0,30.0,2644.0,88.0,77.3,29.4,30.0,88.0,26.0,0.0,,1.0,2.0,54.0,32.0,22.0,0.75,-0.18,50.4,28.2,22.2,0.76,-0.03
65,Josué Albert,gf GUF,DF,Clermont Foot,Ligue 1,29.0,1992.0,2.0,22.0,11.0,0.6,0.2,0.0,,0.0,2.0,11.0,15.0,0.5,0.0,1.0,-1.0,-4.09,-3.3,1.0,0.3,0.7,2.85,3.08
66,Luis Alberto,es ESP,MF,Lazio,Serie A,28.0,1992.0,34.0,2353.0,69.0,68.8,26.1,27.0,80.0,11.0,7.0,29.0,1.0,1.74,51.0,35.0,16.0,0.61,0.36,37.3,29.0,8.2,0.32,0.37
67,Raúl Albiol,es ESP,DF,Villarreal,La Liga,35.0,1985.0,28.0,2465.0,88.0,72.1,27.4,28.0,88.0,26.0,0.0,,6.0,1.5,42.0,25.0,17.0,0.62,-0.23,42.3,29.6,12.8,0.47,-0.16
68,Julian Albrecht,de GER,MF,Hertha BSC,Bundesliga,19.0,2001.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
69,Marc Albrighton,eng ENG,"FW,DF",Leicester City,Premier League,31.0,1989.0,17.0,1132.0,67.0,33.1,12.6,11.0,90.0,11.0,6.0,24.0,17.0,1.35,17.0,24.0,-7.0,-0.56,-0.95,13.3,24.6,-11.3,-0.9,-0.89
70,Paco Alcácer,es ESP,FW,Villarreal,La Liga,27.0,1993.0,18.0,787.0,44.0,23.0,8.7,10.0,65.0,0.0,8.0,17.0,8.0,1.44,16.0,11.0,5.0,0.57,-0.15,13.9,10.9,3.1,0.35,-0.21
71,Thiago Alcántara,es ESP,MF,Liverpool,Premier League,30.0,1991.0,25.0,1534.0,61.0,44.9,17.0,17.0,80.0,5.0,8.0,22.0,1.0,2.64,43.0,7.0,36.0,2.11,0.59,42.7,10.9,31.9,1.87,0.77
72,Rubén Alcaraz,es ESP,MF,Cádiz,La Liga,30.0,1991.0,14.0,1105.0,79.0,32.3,12.3,12.0,87.0,10.0,2.0,31.0,0.0,1.21,10.0,12.0,-2.0,-0.16,0.38,14.6,12.7,1.9,0.15,0.56
73,Omar Alderete,py PAR,DF,Valencia,La Liga,24.0,1996.0,29.0,2403.0,83.0,70.3,26.7,28.0,84.0,20.0,1.0,45.0,3.0,1.21,32.0,34.0,-2.0,-0.07,0.19,26.7,32.1,-5.4,-0.2,0.1
74,Ryan Alebiousu,eng ENG,DF,Arsenal,Premier League,19.0,2001.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
75,Iván Alejo,es ESP,"MF,FW",Cádiz,La Liga,26.0,1995.0,20.0,1065.0,53.0,31.1,11.8,11.0,73.0,2.0,9.0,29.0,7.0,1.2,14.0,9.0,5.0,0.42,1.23,11.8,12.4,-0.6,-0.05,0.26
76,Pedro Alemañ,es ESP,MF,Valencia,La Liga,19.0,2002.0,0.0,,,,,0.0,,0.0,0.0,,4.0,,,,,,,,,,,
78,Doğan Alemdar,tr TUR,GK,Rennes,Ligue 1,18.0,2002.0,12.0,1080.0,90.0,31.6,12.0,12.0,90.0,12.0,0.0,,7.0,1.58,29.0,13.0,16.0,1.33,0.33,20.4,14.0,6.4,0.53,0.01
79,Carles Aleñá,es ESP,MF,Getafe,La Liga,23.0,1998.0,33.0,2320.0,70.0,67.8,25.8,30.0,76.0,6.0,3.0,15.0,1.0,1.12,23.0,20.0,3.0,0.12,1.02,18.0,23.5,-5.6,-0.22,0.09
80,Ajibola Alese,eng ENG,DF,West Ham,Premier League,20.0,2001.0,0.0,,,,,0.0,,0.0,0.0,,11.0,,,,,,,,,,,
81,Trent Alexander-Arnold,eng ENG,DF,Liverpool,Premier League,22.0,1998.0,32.0,2853.0,89.0,83.4,31.7,32.0,89.0,30.0,0.0,,2.0,2.38,80.0,22.0,58.0,1.83,0.24,74.1,30.0,44.1,1.39,-0.32
82,Alfon,es ESP,FW,Celta Vigo,La Liga,22.0,1999.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
83,Ángel Algobia,es ESP,MF,Getafe,La Liga,22.0,1999.0,0.0,,,,,0.0,,0.0,0.0,,3.0,,,,,,,,,,,
84,Mohamed Ali Cho,fr FRA,FW,Angers,Ligue 1,17.0,2004.0,32.0,1837.0,57.0,53.7,20.4,21.0,76.0,0.0,11.0,23.0,0.0,1.19,27.0,25.0,2.0,0.1,0.84,26.2,23.8,2.4,0.12,0.45
85,Rachid Alioui,ma MAR,FW,Angers,Ligue 1,29.0,1992.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
86,Alisson,br BRA,GK,Liverpool,Premier League,28.0,1992.0,36.0,3240.0,90.0,94.7,36.0,36.0,90.0,36.0,0.0,,0.0,2.44,87.0,24.0,63.0,1.75,-0.75,84.1,32.1,52.0,1.44,-0.02
87,Allan,br BRA,MF,Everton,Premier League,30.0,1991.0,28.0,2183.0,78.0,63.8,24.3,25.0,85.0,17.0,3.0,23.0,5.0,1.14,26.0,38.0,-12.0,-0.49,0.31,27.5,32.8,-5.4,-0.22,0.42
88,Jim Allevinah,ga GAB,FW,Clermont Foot,Ligue 1,26.0,1995.0,30.0,1488.0,50.0,43.5,16.5,13.0,77.0,3.0,17.0,29.0,1.0,0.93,15.0,32.0,-17.0,-1.03,-0.38,18.8,23.4,-4.5,-0.27,-0.11
89,Dele Alli,eng ENG,MF,Tottenham,Premier League,25.0,1996.0,10.0,657.0,66.0,19.2,7.3,8.0,80.0,5.0,2.0,11.0,9.0,1.4,6.0,13.0,-7.0,-0.96,-2.13,8.6,11.2,-2.6,-0.35,-1.15
90,Dele Alli,eng ENG,"MF,FW",Everton,Premier League,25.0,1996.0,11.0,338.0,31.0,9.9,3.8,1.0,66.0,0.0,10.0,27.0,7.0,0.91,7.0,10.0,-3.0,-0.8,-0.21,3.7,8.5,-4.7,-1.26,-0.98
91,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,Premier League,27.0,1994.0,30.0,1716.0,57.0,50.2,19.1,19.0,78.0,5.0,11.0,21.0,6.0,1.2,16.0,32.0,-16.0,-0.84,-0.73,16.6,30.6,-14.0,-0.73,-0.47
92,Marcos Alonso,es ESP,DF,Chelsea,Premier League,30.0,1990.0,28.0,2167.0,77.0,63.4,24.1,25.0,83.0,16.0,3.0,28.0,6.0,1.64,42.0,22.0,20.0,0.83,-0.82,37.0,21.2,15.9,0.66,-0.36
93,Giorgio Altare,it ITA,DF,Cagliari,Serie A,22.0,1998.0,19.0,1466.0,77.0,42.9,16.3,17.0,82.0,12.0,2.0,34.0,18.0,0.95,14.0,23.0,-9.0,-0.55,0.6,17.6,24.8,-7.2,-0.44,0.23
94,Gastón Álvarez,uy URU,DF,Getafe,La Liga,21.0,2000.0,0.0,,,,,0.0,,0.0,0.0,,15.0,,,,,,,,,,,
95,Hugo Álvarez,es ESP,FW,Celta Vigo,La Liga,18.0,2003.0,1.0,11.0,11.0,0.3,0.1,0.0,,0.0,1.0,11.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,2.18,2.26
96,Iker Álvarez,ad AND,GK,Villarreal,La Liga,20.0,2001.0,0.0,,,,,0.0,,0.0,0.0,,10.0,,,,,,,,,,,
97,Yeray Álvarez,es ESP,DF,Athletic Club,La Liga,26.0,1995.0,22.0,1860.0,85.0,54.4,20.7,21.0,88.0,20.0,1.0,15.0,6.0,1.23,20.0,20.0,0.0,0.0,-0.4,27.4,19.5,7.9,0.38,0.19
98,Dani Alves,br BRA,DF,Barcelona,La Liga,38.0,1983.0,14.0,1098.0,78.0,32.1,12.2,13.0,84.0,6.0,1.0,5.0,3.0,2.5,26.0,10.0,16.0,1.31,0.77,20.1,10.7,9.3,0.76,0.0
99,Steven Alzate,co COL,MF,Brighton,Premier League,22.0,1998.0,9.0,404.0,45.0,11.8,4.5,5.0,69.0,1.0,4.0,15.0,18.0,1.11,3.0,7.0,-4.0,-0.89,-0.95,3.5,7.0,-3.5,-0.78,-0.98
100,Ibrahim Amadou,fr FRA,"DF,MF",Metz,Ligue 1,28.0,1993.0,10.0,812.0,81.0,23.7,9.0,10.0,81.0,7.0,0.0,,1.0,0.4,3.0,13.0,-10.0,-1.11,-0.28,5.4,13.2,-7.8,-0.86,0.02
101,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,La Liga,19.0,2001.0,3.0,79.0,26.0,2.3,0.9,1.0,63.0,0.0,2.0,8.0,8.0,1.0,2.0,1.0,1.0,1.14,1.38,0.6,1.0,-0.4,-0.42,-0.18
102,Daniel Amartey,gh GHA,DF,Leicester City,Premier League,26.0,1994.0,28.0,2123.0,76.0,62.1,23.6,23.0,88.0,22.0,5.0,20.0,6.0,1.5,35.0,40.0,-5.0,-0.21,-0.77,26.0,36.3,-10.3,-0.44,-0.35
104,Amath,sn SEN,"FW,MF",Mallorca,La Liga,25.0,1996.0,19.0,884.0,47.0,25.8,9.8,9.0,68.0,1.0,10.0,27.0,4.0,0.89,10.0,13.0,-3.0,-0.31,0.55,11.3,11.9,-0.7,-0.07,0.28
105,Jordan Amavi,fr FRA,DF,Nice,Ligue 1,27.0,1994.0,8.0,413.0,52.0,12.1,4.6,4.0,77.0,1.0,4.0,27.0,5.0,2.25,9.0,3.0,6.0,1.31,1.01,8.6,2.3,6.2,1.35,1.14
106,Jordan Amavi,fr FRA,"DF,FW",Marseille,Ligue 1,27.0,1994.0,2.0,128.0,64.0,3.7,1.4,2.0,64.0,0.0,0.0,,14.0,1.0,1.0,1.0,0.0,0.0,-0.68,0.3,1.4,-1.2,-0.82,-1.38
107,Giuseppe Ambrosino,it ITA,FW,Napoli,Serie A,17.0,2003.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
108,Wisdom Amey,it ITA,DF,Bologna,Serie A,15.0,2005.0,1.0,71.0,71.0,2.1,0.8,1.0,71.0,0.0,0.0,,4.0,3.0,1.0,0.0,1.0,1.27,1.59,0.7,0.6,0.1,0.12,0.33
109,Kelvin Amian,fr FRA,DF,Spezia,Serie A,23.0,1998.0,32.0,2646.0,83.0,77.4,29.4,31.0,84.0,26.0,1.0,45.0,1.0,1.0,36.0,56.0,-20.0,-0.68,0.48,32.4,48.0,-15.6,-0.53,0.48
110,Nadiem Amiri,de GER,"MF,FW",Genoa,Serie A,24.0,1996.0,13.0,683.0,53.0,20.0,7.6,9.0,65.0,2.0,4.0,25.0,0.0,1.0,4.0,10.0,-6.0,-0.79,0.1,7.6,10.3,-2.7,-0.35,0.12
111,Nadiem Amiri,de GER,"MF,FW",Leverkusen,Bundesliga,24.0,1996.0,13.0,369.0,28.0,12.1,4.1,3.0,80.0,1.0,10.0,13.0,5.0,2.0,6.0,6.0,0.0,0.0,-1.1,7.3,6.0,1.3,0.33,-0.25
112,Ethan Ampadu,wls WAL,"MF,DF",Venezia,Serie A,20.0,2000.0,29.0,2282.0,79.0,66.7,25.4,26.0,84.0,18.0,3.0,34.0,0.0,0.69,20.0,44.0,-24.0,-0.95,-0.08,22.2,47.5,-25.3,-1.0,-0.2
113,Sofyan Amrabat,ma MAR,MF,Fiorentina,Serie A,24.0,1996.0,23.0,944.0,41.0,27.6,10.5,8.0,84.0,6.0,15.0,18.0,8.0,1.78,12.0,13.0,-1.0,-0.1,-0.42,11.5,11.0,0.5,0.05,-0.64
114,Joachim Andersen,dk DEN,DF,Crystal Palace,Premier League,25.0,1996.0,34.0,2916.0,86.0,85.3,32.4,32.0,90.0,31.0,2.0,22.0,0.0,1.32,44.0,37.0,7.0,0.22,0.75,40.4,35.8,4.6,0.14,-0.04
