,Player,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - xG,Expected - npxG,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG
1854,William Mikelbrencis,6.8,0,6,1,16.7,0.89,0.15,0.00,0.00,25.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2
1855,Nikola Milenkovic,32.5,1,23,9,39.1,0.71,0.28,0.04,0.11,16.3,0,0,0,2.1,2.1,0.09,-1.1,-1.1
1856,Arkadiusz Milik,15.7,7,53,19,35.8,3.37,1.21,0.11,0.32,13.8,2,1,1,8.2,7.4,0.14,-1.2,-1.4
1857,Sergej Milinkovic-Savic,34.4,11,75,31,41.3,2.18,0.90,0.15,0.35,17.5,7,0,0,7.3,7.3,0.10,+3.7,+3.7
1859,Eder Militao,33.7,1,33,8,24.2,0.98,0.24,0.03,0.13,16.8,0,0,0,2.5,2.5,0.08,-1.5,-1.5
1861,Luis Milla,30.8,3,19,3,15.8,0.62,0.10,0.00,0.00,25.6,3,3,3,3.7,1.3,0.07,-0.7,-1.3
1862,Pere Milla,18.3,8,29,14,48.3,1.59,0.77,0.28,0.57,13.1,0,0,0,4.9,4.9,0.17,+3.1,+3.1
1864,James Milner,9.5,0,10,2,20.0,1.06,0.21,0.00,0.00,23.8,0,0,0,0.4,0.4,0.04,-0.4,-0.4
1865,Santi Mina,26.3,7,59,21,35.6,2.24,0.80,0.12,0.33,14.8,1,0,1,8.5,7.7,0.13,-1.5,-0.7
1866,Yerry Mina,9.4,0,6,2,33.3,0.64,0.21,0.00,0.00,10.8,0,0,0,0.3,0.3,0.05,-0.3,-0.3
1867,Takumi Minamino,2.1,3,7,4,57.1,3.39,1.94,0.43,0.75,15.2,0,0,0,1.6,1.6,0.23,+1.4,+1.4
1868,Tyrone Mings,35.4,1,21,5,23.8,0.59,0.14,0.05,0.20,12.3,0,0,0,1.6,1.6,0.08,-0.6,-0.6
1869,Oscar Mingueza,9.9,0,2,1,50.0,0.20,0.10,0.00,0.00,7.3,0,0,0,0.3,0.3,0.15,-0.3,-0.3
1870,Rafa Mir,20.1,10,62,22,35.5,3.09,1.10,0.16,0.45,13.0,0,0,0,7.5,7.5,0.12,+2.5,+2.5
1872,Jorge Miramon,22.0,1,7,2,28.6,0.32,0.09,0.14,0.50,18.1,0,0,0,0.4,0.4,0.05,+0.6,+0.6
1873,Aleksei Miranchuk,8.6,2,14,4,28.6,1.63,0.47,0.14,0.50,18.1,0,0,0,1.4,1.4,0.10,+0.6,+0.6
1874,Juan Miranda,8.7,0,6,2,33.3,0.69,0.23,0.00,0.00,26.5,2,0,0,0.2,0.2,0.03,-0.2,-0.2
1877,Stefan Mitrovic,29.6,0,4,1,25.0,0.13,0.03,0.00,0.00,12.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2
1879,Henrikh Mkhitaryan,27.7,5,55,16,29.1,1.98,0.58,0.09,0.31,21.5,0,0,0,3.9,3.9,0.07,+1.1,+1.1
1880,Jakub Moder,18.9,0,28,6,21.4,1.48,0.32,0.00,0.00,16.6,2,0,0,2.6,2.6,0.09,-2.6,-2.6
1881,Anthony Modeste,29.0,20,106,43,40.6,3.66,1.49,0.18,0.44,12.2,0,1,1,18.0,17.2,0.16,+2.0,+1.8
1882,Marco Modolo,4.4,0,1,1,100.0,0.23,0.23,0.00,0.00,8.1,0,0,0,0.2,0.2,0.22,-0.2,-0.2
1883,Luka Modric,22.6,2,26,10,38.5,1.15,0.44,0.04,0.10,22.0,1,1,1,2.5,1.7,0.06,-0.5,-0.7
1884,Terem Moffi,30.1,8,58,20,34.5,1.93,0.66,0.10,0.30,16.0,0,2,2,11.1,9.5,0.16,-3.1,-3.5
1885,Kevin Mohwald,3.9,0,10,2,20.0,2.54,0.51,0.00,0.00,22.3,0,0,0,0.6,0.6,0.06,-0.6,-0.6
1886,Dion Moise Sahi,1.4,0,5,2,40.0,3.52,1.41,0.00,0.00,11.5,0,0,0,0.6,0.6,0.12,-0.6,-0.6
1887,Johan Mojica,31.7,2,16,3,18.8,0.50,0.09,0.13,0.67,24.1,0,0,0,0.8,0.8,0.05,+1.2,+1.2
1889,Jorge Molina,21.8,10,45,22,48.9,2.06,1.01,0.22,0.45,14.0,0,0,1,6.4,5.6,0.12,+3.6,+4.4
1890,Nahuel Molina,29.3,7,44,16,36.4,1.50,0.55,0.16,0.44,20.5,2,0,0,3.8,3.8,0.09,+3.2,+3.2
1892,Florent Mollet,29.2,6,55,17,30.9,1.88,0.58,0.11,0.35,21.5,12,0,0,4.3,4.3,0.08,+1.7,+1.7
1893,Jon Moncayola,32.4,2,41,12,29.3,1.27,0.37,0.05,0.17,25.5,2,0,0,2.3,2.3,0.06,-0.3,-0.3
1894,Monchu,7.4,0,8,1,12.5,1.08,0.13,0.00,0.00,22.8,1,0,0,0.4,0.4,0.06,-0.4,-0.4
1895,Thomas Monconduit,25.0,3,36,12,33.3,1.44,0.48,0.08,0.25,25.6,0,0,0,1.5,1.5,0.04,+1.5,+1.5
1896,Gonzalo Montiel,11.8,1,5,1,20.0,0.42,0.08,0.20,1.00,17.1,0,0,0,0.3,0.3,0.06,+0.7,+0.7
1899,Angel Montoro,14.8,1,21,5,23.8,1.42,0.34,0.05,0.20,23.7,0,0,0,1.4,1.4,0.07,-0.4,-0.4
1900,Martin Montoya,5.8,0,5,2,40.0,0.87,0.35,0.00,0.00,20.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3
1902,Alvaro Morata,25.6,9,60,24,40.0,2.35,0.94,0.13,0.33,13.1,1,1,1,8.8,8.1,0.13,+0.2,-0.1
1906,Alberto Moreno,13.6,3,22,10,45.5,1.62,0.74,0.14,0.30,18.0,1,0,0,3.1,3.1,0.14,-0.1,-0.1
1907,Alex Moreno,26.7,5,27,8,29.6,1.01,0.30,0.19,0.63,16.5,0,0,0,3.8,3.8,0.14,+1.2,+1.2
1908,Gerard Moreno,13.2,9,36,13,36.1,2.72,0.98,0.22,0.62,15.4,0,1,2,7.4,5.8,0.16,+1.6,+2.2
1909,Tete Morente,18.1,3,28,8,28.6,1.54,0.44,0.11,0.38,18.5,0,0,0,3.0,3.0,0.11,0.0,0.0
1910,Ilaix Moriba,9.1,0,14,5,35.7,1.54,0.55,0.00,0.00,19.6,1,0,0,0.7,0.7,0.05,-0.7,-0.7
1911,Ilaix Moriba,0.4,0,1,1,100.0,2.81,2.81,0.00,0.00,27.1,0,0,0,0.0,0.0,0.03,0.0,0.0
1912,Manu Morlanes,12.7,2,8,2,25.0,0.63,0.16,0.25,1.00,19.8,0,0,0,0.7,0.7,0.08,+1.3,+1.3
1913,Raul Moro,2.2,0,2,1,50.0,0.90,0.45,0.00,0.00,13.6,0,0,0,0.5,0.5,0.23,-0.5,-0.5
1914,Loren Moron,6.3,1,10,2,20.0,1.60,0.32,0.10,0.50,20.8,0,0,0,0.7,0.7,0.07,+0.3,+0.3
1918,Lebo Mothiba,5.8,2,5,2,40.0,0.86,0.34,0.20,0.50,15.4,0,1,1,2.1,1.3,0.25,-0.1,-0.3
1922,Aimen Moueffek,4.8,0,4,1,25.0,0.83,0.21,0.00,0.00,27.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1
1924,Youssoufa Moukoko,2.5,2,8,3,37.5,3.23,1.21,0.25,0.67,14.4,0,0,0,1.5,1.5,0.19,+0.5,+0.5
1927,Steve Mounie,25.7,9,72,23,31.9,2.80,0.90,0.10,0.30,12.8,0,2,2,11.8,10.2,0.15,-2.8,-3.2
1928,Mason Mount,26.3,11,75,27,36.0,2.86,1.03,0.13,0.37,17.9,6,1,1,8.0,7.2,0.10,+3.0,+2.8
1929,Lucas Moura,19.7,2,37,11,29.7,1.88,0.56,0.05,0.18,16.7,0,0,0,2.7,2.7,0.07,-0.7,-0.7
1930,Lys Mousset,1.8,0,2,1,50.0,1.13,0.56,0.00,0.00,21.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1
1931,Joao Moutinho,33.0,2,20,7,35.0,0.61,0.21,0.10,0.29,24.3,4,0,0,1.3,1.3,0.06,+0.7,+0.7
1932,Samuel Moutoussamy,16.8,0,14,6,42.9,0.83,0.36,0.00,0.00,16.9,0,0,0,1.8,1.8,0.13,-1.8,-1.8
1933,Toni Moya,15.4,0,12,2,16.7,0.78,0.13,0.00,0.00,26.2,2,0,0,1.3,1.3,0.10,-1.3,-1.3
1935,Nordi Mukiele,20.5,1,22,7,31.8,1.07,0.34,0.05,0.14,12.7,0,0,0,1.9,1.9,0.09,-0.9,-0.9
1936,Mert Muldur,22.7,0,9,4,44.4,0.40,0.18,0.00,0.00,22.2,0,0,0,0.5,0.5,0.06,-0.5,-0.5
1938,Thomas Muller,28.4,8,55,26,47.3,1.94,0.91,0.15,0.31,13.2,0,0,0,10.5,10.5,0.20,-2.5,-2.5
1940,Marshall Munetsi,20.9,5,32,13,40.6,1.53,0.62,0.16,0.38,17.0,0,0,0,4.0,4.0,0.13,+1.0,+1.0
1941,Iker Muniain,30.9,4,38,17,44.7,1.23,0.55,0.08,0.18,19.3,6,1,3,5.8,3.4,0.09,-1.8,-0.4
1943,Luis Muriel,17.1,9,55,16,29.1,3.22,0.94,0.13,0.44,18.8,5,2,2,7.1,5.6,0.10,+1.9,+1.4
1944,Jeison Murillo,12.4,0,6,1,16.7,0.48,0.08,0.00,0.00,15.8,0,0,0,0.5,0.5,0.08,-0.5,-0.5
1945,Vedat Muriqi,2.4,0,4,2,50.0,1.67,0.84,0.00,0.00,15.5,0,0,0,0.4,0.4,0.10,-0.4,-0.4
1946,Vedat Muriqi,16.0,5,49,16,32.7,3.07,1.00,0.06,0.19,15.6,0,2,2,5.3,3.7,0.08,-0.3,-0.7
1947,Jacob Murphy,16.4,1,27,5,18.5,1.65,0.31,0.04,0.20,19.3,1,0,0,2.2,2.2,0.08,-1.2,-1.2
1948,Nicola Murru,10.9,1,3,1,33.3,0.27,0.09,0.33,1.00,16.4,0,0,0,0.1,0.1,0.03,+0.9,+0.9
1950,Yunus Musah,14.0,1,7,2,28.6,0.50,0.14,0.14,0.50,14.5,0,0,0,0.5,0.5,0.07,+0.5,+0.5
1952,Jamal Musiala,16.3,5,41,15,36.6,2.52,0.92,0.12,0.33,16.1,0,0,0,4.1,4.1,0.10,+0.9,+0.9
1954,Shkodran Mustafi,7.3,1,4,2,50.0,0.55,0.27,0.25,0.50,17.0,0,0,0,0.1,0.1,0.03,+0.9,+0.9
1956,Enock Mwepu,11.1,2,19,8,42.1,1.72,0.72,0.11,0.25,20.0,0,0,0,2.1,2.1,0.11,-0.1,-0.1
1957,Vitaliy Mykolenko,11.7,1,8,2,25.0,0.68,0.17,0.13,0.50,19.0,0,0,0,0.5,0.5,0.06,+0.5,+0.5
1958,Joakim Maehle,16.3,1,21,4,19.0,1.28,0.24,0.05,0.25,18.8,0,0,0,2.0,2.0,0.10,-1.0,-1.0
1960,Obite N'Dicka,31.7,4,26,5,19.2,0.82,0.16,0.15,0.80,9.0,0,0,0,2.6,2.6,0.10,+1.4,+1.4
1961,Kevin N'Doram,13.7,0,7,1,14.3,0.51,0.07,0.00,0.00,16.6,0,0,0,1.1,1.1,0.15,-1.1,-1.1
1963,Vital N'Simba,31.0,1,19,5,26.3,0.61,0.16,0.05,0.20,26.3,0,0,0,0.7,0.7,0.03,+0.3,+0.3
1964,Nacho,17.3,3,10,3,30.0,0.58,0.17,0.30,1.00,12.0,0,0,0,1.3,1.3,0.13,+1.7,+1.7
1965,Mickael Nade,28.5,1,7,1,14.3,0.25,0.04,0.14,1.00,10.1,0,0,0,1.5,1.5,0.21,-0.5,-0.5
1967,Nahitan Nandez,16.9,0,20,2,10.0,1.18,0.12,0.00,0.00,20.5,0,0,0,0.8,0.8,0.04,-0.8,-0.8
1971,Matija Nastasic,2.4,0,1,1,100.0,0.41,0.41,0.00,0.00,7.0,0,0,0,0.1,0.1,0.11,-0.1,-0.1
1972,Roberto Navarro,2.2,0,7,3,42.9,3.17,1.36,0.00,0.00,16.1,0,0,0,0.5,0.5,0.07,-0.5,-0.5
1973,Ximo Navarro,15.0,0,10,3,30.0,0.67,0.20,0.00,0.00,18.1,0,0,0,0.6,0.6,0.06,-0.6,-0.6
1974,Jesus Navas,19.8,0,10,1,10.0,0.50,0.05,0.00,0.00,22.8,0,0,0,0.4,0.4,0.04,-0.4,-0.4
1978,Wilfred Ndidi,18.0,0,14,4,28.6,0.78,0.22,0.00,0.00,19.7,0,0,0,0.7,0.7,0.05,-0.7,-0.7
1979,Tanguy Ndombele,5.4,1,9,3,33.3,1.67,0.56,0.11,0.33,17.4,0,0,0,0.4,0.4,0.05,+0.6,+0.6
1982,Paul Nebel,2.5,0,3,1,33.3,1.18,0.39,0.00,0.00,11.5,0,0,0,0.5,0.5,0.16,-0.5,-0.5
1983,Alvaro Negredo,24.0,7,64,25,39.1,2.67,1.04,0.08,0.20,16.6,1,2,3,7.3,4.9,0.08,-0.3,+0.1
1986,Ilija Nestorovski,2.1,1,5,1,20.0,2.39,0.48,0.20,1.00,13.6,0,0,0,0.8,0.8,0.16,+0.2,+0.2
1988,Pedro Neto,5.2,1,17,4,23.5,3.28,0.77,0.06,0.25,19.7,1,0,0,1.5,1.5,0.09,-0.5,-0.5
1989,Luca Netz,15.5,0,14,5,35.7,0.90,0.32,0.00,0.00,15.2,0,0,0,2.1,2.1,0.15,-2.1,-2.1
1991,Florian Neuhaus,23.6,4,48,19,39.6,2.04,0.81,0.08,0.21,21.3,1,0,0,4.9,4.9,0.11,-0.9,-0.9
1992,Carlos Neva,23.4,0,6,1,16.7,0.26,0.04,0.00,0.00,18.7,0,0,0,1.0,1.0,0.17,-1.0,-1.0
1993,Ruben Neves,29.6,4,42,16,38.1,1.42,0.54,0.10,0.25,27.4,4,0,0,1.1,1.1,0.03,+2.9,+2.9
1994,Neymar,20.6,13,50,25,50.0,2.43,1.22,0.20,0.40,19.2,8,3,4,10.8,7.7,0.15,+2.2,+2.3
1995,Yvan Neyou,10.4,0,6,2,33.3,0.58,0.19,0.00,0.00,30.7,1,0,0,0.1,0.1,0.02,-0.1,-0.1
1997,Jessic Ngankam,3.8,2,9,5,55.6,2.38,1.32,0.22,0.40,13.3,0,0,0,1.8,1.8,0.20,+0.2,+0.2
1998,Opa Nguette,11.6,2,23,7,30.4,1.98,0.60,0.09,0.29,16.7,0,0,0,2.2,2.2,0.09,-0.2,-0.2
2000,Sikou Niakate,7.3,0,4,1,25.0,0.54,0.14,0.00,0.00,17.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2002,Moussa Niakhate,28.5,4,10,3,30.0,0.35,0.11,0.20,0.67,15.1,0,2,2,3.9,2.3,0.23,+0.1,-0.3
2003,Ibrahima Niane,17.6,3,42,9,21.4,2.39,0.51,0.05,0.22,17.9,1,1,1,3.7,2.9,0.07,-0.7,-0.9
2004,M'Baye Niang,8.6,3,26,11,42.3,3.01,1.27,0.12,0.27,15.9,1,0,0,3.3,3.3,0.13,-0.3,-0.3
2005,Tanguy Nianzou,6.5,1,6,1,16.7,0.93,0.15,0.17,1.00,13.0,0,0,0,0.4,0.4,0.06,+0.6,+0.6
2007,Florian Niederlechner,12.9,5,28,12,42.9,2.16,0.93,0.18,0.42,12.0,0,0,0,5.0,5.0,0.18,0.0,0.0
2008,Havard Nielsen,15.2,2,28,10,35.7,1.84,0.66,0.07,0.20,13.5,0,0,0,2.0,2.0,0.07,0.0,0.0
2009,Saul Niguez,5.3,0,5,1,20.0,0.94,0.19,0.00,0.00,23.1,0,0,0,0.3,0.3,0.07,-0.3,-0.3
2012,Joakim Nilsson,30.4,2,5,3,60.0,0.16,0.10,0.40,0.67,15.6,0,0,0,0.4,0.4,0.09,+1.6,+1.6
2013,Casimir Ninga,4.5,0,9,2,22.2,1.98,0.44,0.00,0.00,12.3,0,0,0,0.8,0.8,0.09,-0.8,-0.8
2014,Fernando Nino,9.8,2,23,13,56.5,2.34,1.32,0.09,0.15,12.2,0,0,0,3.8,3.8,0.17,-1.8,-1.8
2015,Eddie Nketiah,9.3,5,29,13,44.8,3.13,1.40,0.17,0.38,14.6,0,0,0,4.4,4.4,0.15,+0.6,+0.6
2017,Christopher Nkunku,30.3,20,81,39,48.1,2.68,1.29,0.23,0.49,16.3,8,1,1,16.1,15.3,0.19,+3.9,+3.7
2018,Felix Nmecha,3.6,0,9,5,55.6,2.51,1.39,0.00,0.00,21.3,0,0,0,0.8,0.8,0.09,-0.8,-0.8
2019,Lukas Nmecha,18.1,8,52,22,42.3,2.88,1.22,0.15,0.36,12.8,0,0,0,8.8,8.8,0.17,-0.8,-0.8
2022,Nolito,15.4,2,20,9,45.0,1.30,0.59,0.10,0.22,16.6,1,0,0,2.9,2.9,0.15,-0.9,-0.9
2023,Arnaud Nordin,20.8,4,45,20,44.4,2.16,0.96,0.09,0.20,17.2,0,0,0,3.5,3.5,0.08,+0.5,+0.5
2025,Mathias Normann,18.3,1,26,5,19.2,1.42,0.27,0.04,0.20,28.2,6,0,0,0.9,0.9,0.04,+0.1,+0.1
2028,Hugo Novoa,1.5,1,2,2,100.0,1.32,1.32,0.50,0.50,13.1,0,0,0,1.0,1.0,0.48,0.0,0.0
2029,Soma Novothny,0.9,1,3,1,33.3,3.38,1.13,0.33,1.00,10.2,0,0,0,0.6,0.6,0.21,+0.4,+0.4
2031,Randy Ntekja,16.2,3,29,8,27.6,1.79,0.49,0.10,0.38,13.3,0,0,0,3.4,3.4,0.12,-0.4,-0.4
2033,Kasim Nuhu,0.1,0,1,1,100.0,18.00,18.00,0.00,0.00,9.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
2034,Unai Nunez,6.9,0,6,1,16.7,0.87,0.14,0.00,0.00,8.5,0,0,0,0.8,0.8,0.14,-0.8,-0.8
2036,Bram Nuytinck,22.6,1,10,3,30.0,0.44,0.13,0.10,0.33,8.9,0,0,0,1.2,1.2,0.12,-0.2,-0.2
2037,Simeon Nwankwo,9.4,1,20,6,30.0,2.14,0.64,0.05,0.17,10.9,0,0,0,3.2,3.2,0.16,-2.2,-2.2
2038,Gerzino Nyamsi,33.2,0,28,6,21.4,0.84,0.18,0.00,0.00,10.7,0,0,0,2.1,2.1,0.08,-2.1,-2.1
2040,M'Bala Nzola,11.9,2,22,13,59.1,1.85,1.10,0.09,0.15,14.0,0,0,0,2.4,2.4,0.11,-0.4,-0.4
2041,Christian Norgaard,33.9,3,27,8,29.6,0.80,0.24,0.11,0.38,14.1,0,0,0,3.8,3.8,0.14,-0.8,-0.8
2043,Joel Obi,12.7,0,10,2,20.0,0.79,0.16,0.00,0.00,10.7,0,0,0,1.3,1.3,0.13,-1.3,-1.3
2045,Lucas Ocampos,23.6,6,51,16,31.4,2.16,0.68,0.12,0.38,16.8,0,0,0,5.9,5.9,0.12,+0.1,+0.1
2046,Bastian Oczipka,10.4,0,5,1,20.0,0.48,0.10,0.00,0.00,16.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3
2048,Alvaro Odriozola,19.3,1,4,2,50.0,0.21,0.10,0.25,0.50,11.9,0,0,0,1.3,1.3,0.32,-0.3,-0.3
2049,Angelo Ogbonna,10.2,1,3,1,33.3,0.29,0.10,0.33,1.00,12.6,0,0,0,0.3,0.3,0.11,+0.7,+0.7
2050,Florent Ogier,27.0,1,7,3,42.9,0.26,0.11,0.14,0.33,11.6,0,0,0,0.7,0.7,0.10,+0.3,+0.3
2052,David Okereke,22.8,7,40,19,47.5,1.75,0.83,0.18,0.37,15.6,0,0,0,5.0,5.0,0.12,+2.0,+2.0
2054,Masaya Okugawa,28.1,8,32,15,46.9,1.14,0.53,0.25,0.53,16.5,0,0,0,3.9,3.9,0.13,+4.1,+4.1
2055,Lucas Olaza,3.3,1,4,1,25.0,1.22,0.31,0.25,1.00,17.7,0,0,0,0.7,0.7,0.22,+0.3,+0.3
2058,Michael Olise,12.7,2,19,10,52.6,1.50,0.79,0.11,0.20,17.0,2,0,0,1.7,1.7,0.09,+0.3,+0.3
2060,Brian Olivan,24.3,1,19,7,36.8,0.78,0.29,0.05,0.14,22.1,1,0,1,1.8,1.0,0.05,-0.8,0.0
2061,Sergio Oliveira,9.9,2,11,5,45.5,1.11,0.50,0.09,0.20,25.2,2,1,1,1.3,0.5,0.05,+0.7,+0.5
2062,Mathias Olivera,31.1,1,24,7,29.2,0.77,0.22,0.04,0.14,12.0,0,0,0,2.4,2.0,0.08,-1.4,-1.0
2063,Dani Olmo,8.3,3,22,12,54.5,2.66,1.45,0.14,0.25,19.2,0,0,0,1.9,1.9,0.09,+1.1,+1.1
2067,Andrew Omobamidele,4.2,1,2,1,50.0,0.47,0.24,0.50,1.00,8.3,0,0,0,0.2,0.2,0.12,+0.8,+0.8
2068,Amadou Onana,15.1,1,15,6,40.0,0.99,0.40,0.07,0.17,14.5,0,0,0,2.6,2.6,0.17,-1.6,-1.6
2069,Jean Onana,20.4,3,21,4,19.0,1.03,0.20,0.14,0.75,23.4,0,0,0,1.4,1.4,0.07,+1.6,+1.6
2070,Karim Onisiwo,26.2,5,65,19,29.2,2.48,0.72,0.08,0.26,13.6,0,0,0,8.2,8.2,0.13,-3.2,-3.2
2071,Javier Ontiveros,0.4,0,2,1,50.0,4.62,2.31,0.00,0.00,22.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2073,Frank Onyeka,11.6,0,16,5,31.3,1.38,0.43,0.00,0.00,18.0,0,0,0,0.8,0.8,0.05,-0.8,-0.8
2074,Willi Orban,29.4,2,21,8,38.1,0.72,0.27,0.10,0.25,12.0,0,0,0,2.8,2.8,0.15,-0.8,-0.8
2075,Divock Origi,1.5,3,10,5,50.0,6.77,3.38,0.30,0.60,14.9,0,0,0,1.5,1.5,0.15,+1.5,+1.5
2076,Riccardo Orsolini,19.8,6,51,16,31.4,2.57,0.81,0.08,0.25,18.8,5,2,2,6.4,4.8,0.09,-0.4,-0.8
2078,Pedro Ortiz,0.1,0,1,1,100.0,12.86,12.86,0.00,0.00,9.0,0,0,0,0.3,0.3,0.25,-0.3,-0.3
2080,Victor Osimhen,22.0,14,91,29,31.9,4.13,1.32,0.15,0.48,14.2,0,0,0,10.5,10.5,0.12,+3.5,+3.5
2083,Patrick Osterhage,6.7,0,4,1,25.0,0.60,0.15,0.00,0.00,23.5,0,0,0,0.3,0.3,0.08,-0.3,-0.3
2085,Otavio,12.7,0,12,3,25.0,0.94,0.24,0.00,0.00,30.2,0,0,0,0.4,0.4,0.03,-0.4,-0.4
2087,Dango Ouattara,9.0,1,24,8,33.3,2.66,0.89,0.04,0.13,17.5,0,0,0,2.1,2.1,0.09,-1.1,-1.1
2088,Remi Oudin,19.3,4,57,16,28.1,2.95,0.83,0.07,0.25,21.6,2,0,0,3.0,3.0,0.05,+1.0,+1.0
2090,Azzedine Ounahi,18.1,2,26,4,15.4,1.43,0.22,0.08,0.50,23.3,0,0,0,2.0,2.0,0.08,0.0,0.0
2091,Adam Ounas,3.6,0,13,2,15.4,3.59,0.55,0.00,0.00,18.7,0,0,0,0.7,0.7,0.05,-0.7,-0.7
2093,Reece Oxford,29.9,2,14,4,28.6,0.47,0.13,0.14,0.50,9.2,0,0,0,2.2,2.2,0.16,-0.2,-0.2
2094,Alex Oxlade-Chamberlain,8.7,2,21,3,14.3,2.41,0.34,0.10,0.67,21.5,0,0,0,1.3,1.3,0.06,+0.7,+0.7
2095,Mikel Oyarzabal,18.6,9,37,12,32.4,1.99,0.65,0.14,0.42,19.0,5,4,5,9.3,5.4,0.15,-0.3,-0.4
2096,Ambroise Oyongo,7.3,1,6,3,50.0,0.82,0.41,0.17,0.33,22.8,1,0,0,0.3,0.3,0.04,+0.7,+0.7
2097,Salih Ozcan,25.7,2,27,6,22.2,1.05,0.23,0.07,0.33,16.0,0,0,0,1.9,1.9,0.07,+0.1,+0.1
2098,Levin Oztunali,6.4,0,7,2,28.6,1.10,0.31,0.00,0.00,20.7,0,0,0,0.7,0.7,0.10,-0.7,-0.7
2101,Goncalo Paciencia,5.7,3,27,7,25.9,4.71,1.22,0.07,0.29,19.2,0,1,2,3.5,1.9,0.07,-0.5,+0.1
2103,Simone Pafundi,0.3,0,1,1,100.0,3.91,3.91,0.00,0.00,21.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1
2104,Vincent Pajot,25.7,1,14,2,14.3,0.55,0.08,0.07,0.50,20.0,0,0,0,0.9,0.9,0.07,+0.1,+0.1
2106,Exequiel Palacios,12.2,2,10,4,40.0,0.82,0.33,0.20,0.50,30.8,0,0,0,0.8,0.8,0.08,+1.2,+1.2
2108,Isaac Palazon Camacho,25.4,2,58,12,20.7,2.28,0.47,0.03,0.17,21.8,6,0,0,3.1,3.1,0.05,-1.1,-1.1
2109,Nicolas Pallois,27.2,1,8,2,25.0,0.29,0.07,0.13,0.50,12.5,0,0,0,0.4,0.4,0.05,+0.6,+0.6
2110,Cole Palmer,1.4,0,4,1,25.0,2.93,0.73,0.00,0.00,21.6,0,0,0,0.4,0.4,0.11,-0.4,-0.4
2113,Emerson Palmieri,25.2,1,16,5,31.3,0.64,0.20,0.06,0.20,22.7,6,0,0,0.9,0.9,0.06,+0.1,+0.1
2115,Goran Pandev,9.4,0,6,3,50.0,0.64,0.32,0.00,0.00,16.2,0,0,0,0.5,0.5,0.09,-0.5,-0.5
2117,Milos Pantovic,17.0,4,22,10,45.5,1.29,0.59,0.14,0.30,18.0,0,1,1,6.0,5.2,0.24,-2.0,-2.2
2120,Lucas Paqueta,30.0,9,86,33,38.4,2.87,1.10,0.09,0.24,19.4,3,1,1,9.8,9.0,0.11,-0.8,-1.0
2123,Leandro Paredes,9.3,1,8,2,25.0,0.86,0.21,0.13,0.50,27.3,0,0,0,0.4,0.4,0.05,+0.6,+0.6
2124,Daniel Parejo,30.0,2,15,5,33.3,0.50,0.17,0.07,0.20,24.8,3,1,1,1.5,0.7,0.05,+0.5,+0.3
2125,Fabiano Parisi,16.4,0,16,4,25.0,0.97,0.24,0.00,0.00,21.8,0,0,0,0.7,0.7,0.04,-0.7,-0.7
2127,Thomas Partey,22.5,2,44,9,20.5,1.95,0.40,0.05,0.22,22.5,2,0,0,2.8,2.8,0.06,-0.8,-0.8
2128,Mario Pasalic,22.2,13,49,20,40.8,2.20,0.90,0.27,0.65,11.9,0,0,0,8.7,8.7,0.18,+4.3,+4.3
2129,Felix Passlack,5.2,1,3,1,33.3,0.57,0.19,0.33,1.00,16.7,0,0,0,0.1,0.1,0.05,+0.9,+0.9
2130,Javier Pastore,5.8,0,8,2,25.0,1.37,0.34,0.00,0.00,18.1,0,0,0,0.5,0.5,0.06,-0.5,-0.5
2132,Patric,18.3,1,6,2,33.3,0.33,0.11,0.17,0.50,9.2,0,0,0,0.9,0.9,0.14,+0.1,+0.1
2134,Paulinho,13.5,4,27,14,51.9,2.00,1.03,0.15,0.29,13.7,0,0,0,4.1,4.1,0.15,-0.1,-0.1
2135,Gabriel Paulista,17.7,2,6,3,50.0,0.34,0.17,0.33,0.67,16.5,0,0,0,0.8,0.8,0.13,+1.2,+1.2
2136,Benjamin Pavard,23.1,0,18,3,16.7,0.78,0.13,0.00,0.00,21.5,0,0,0,0.7,0.7,0.04,-0.7,-0.7
2137,Strahinja Pavlovic,5.0,0,5,1,20.0,1.00,0.20,0.00,0.00,9.9,0,0,0,0.5,0.5,0.11,-0.5,-0.5
2138,Leonardo Pavoletti,16.9,5,36,11,30.6,2.13,0.65,0.14,0.45,10.6,0,0,0,6.6,6.6,0.18,-1.6,-1.6
2139,Dimitri Payet,28.8,12,61,18,29.5,2.12,0.62,0.08,0.28,24.4,24,7,7,10.6,5.1,0.08,+1.4,-0.1
