Player,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK,Expected - xG,Expected - npxG,Expected - xAG,Expected - npxG+xAG,Per 90 Minutes - xG,Per 90 Minutes - xAG,Per 90 Minutes - xG+xAG,Per 90 Minutes - npxG,Per 90 Minutes - npxG+xAG,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - xG,Expected - npxG,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG
Arnau Martinez,1454,ESP,"DF,MF",Girona,La Liga,19.0,2003.0,11.0,10.0,811.0,9.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.22,0.11,0.33,0.22,0.33,1.3,1.3,1.2,2.5,0.15,0.13,0.28,0.15,0.28,1454,ESP,"DF,MF",Girona,La Liga,19.0,2003.0,9.0,2.0,12.0,2.0,16.7,1.33,0.22,0.17,1.0,12.2,0.0,0.0,0.0,1.3,1.3,0.11,0.7,0.7
Emiliano Martínez,1456,ARG,GK,Aston Villa,Premier League,30.0,1992.0,14.0,14.0,1204.0,13.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.01,0.01,0.0,0.01,1456,ARG,GK,Aston Villa,Premier League,30.0,1992.0,13.4,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Iñigo Martínez,1457,ESP,DF,Athletic Club,La Liga,31.0,1991.0,9.0,9.0,810.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.8,0.06,0.03,0.09,0.06,0.09,1457,ESP,DF,Athletic Club,La Liga,31.0,1991.0,9.0,0.0,7.0,1.0,14.3,0.78,0.11,0.0,0.0,15.8,2.0,0.0,0.0,0.6,0.6,0.08,-0.6,-0.6
Lautaro Martínez,1458,ARG,FW,Inter,Serie A,25.0,1997.0,14.0,13.0,1132.0,12.6,7.0,2.0,6.0,1.0,1.0,1.0,0.0,0.56,0.16,0.72,0.48,0.64,6.2,5.4,2.4,7.8,0.49,0.19,0.68,0.43,0.62,1458,ARG,FW,Inter,Serie A,25.0,1997.0,12.6,7.0,47.0,17.0,36.2,3.74,1.35,0.13,0.35,16.0,0.0,1.0,1.0,6.2,5.4,0.11,0.8,0.6
Lisandro Martínez,1459,ARG,DF,Manchester Utd,Premier League,24.0,1998.0,13.0,13.0,1114.0,12.4,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.01,0.0,0.01,0.01,0.01,1459,ARG,DF,Manchester Utd,Premier League,24.0,1998.0,12.4,0.0,3.0,0.0,0.0,0.24,0.0,0.0,,19.4,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Lucas Martínez Quarta,1460,ARG,DF,Fiorentina,Serie A,26.0,1996.0,13.0,12.0,1046.0,11.6,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.09,0.0,0.09,0.09,0.09,1.2,1.2,0.2,1.4,0.1,0.02,0.12,0.1,0.12,1460,ARG,DF,Fiorentina,Serie A,26.0,1996.0,11.6,1.0,12.0,6.0,50.0,1.03,0.52,0.08,0.17,13.5,0.0,0.0,0.0,1.2,1.2,0.1,-0.2,-0.2
Gelson Martins,1461,PRT,"FW,MF",Monaco,Ligue 1,27.0,1995.0,4.0,1.0,111.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,0.3,0.1,0.4,0.3,0.4,1461,PRT,"FW,MF",Monaco,Ligue 1,27.0,1995.0,1.2,0.0,5.0,2.0,40.0,4.05,1.62,0.0,0.0,14.7,0.0,0.0,0.0,0.4,0.4,0.07,-0.4,-0.4
Adam Marušić,1462,MNE,DF,Lazio,Serie A,30.0,1992.0,13.0,13.0,1147.0,12.7,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.08,0.08,0.0,0.08,0.1,0.1,0.3,0.4,0.01,0.02,0.03,0.01,0.03,1462,MNE,DF,Lazio,Serie A,30.0,1992.0,12.7,0.0,6.0,4.0,66.7,0.47,0.31,0.0,0.0,26.0,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1
Omar Mascarell,1463,ESP,MF,Elche,La Liga,29.0,1993.0,12.0,12.0,1014.0,11.3,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.0,0.02,0.02,0.0,0.02,1463,ESP,MF,Elche,La Liga,29.0,1993.0,11.3,0.0,2.0,0.0,0.0,0.18,0.0,0.0,,22.1,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Adam Masina,1464,MAR,DF,Udinese,Serie A,28.0,1994.0,4.0,4.0,304.0,3.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.3,0.0,0.0,0.1,0.1,0.01,0.03,0.04,0.01,0.04,1464,MAR,DF,Udinese,Serie A,28.0,1994.0,3.4,1.0,1.0,1.0,100.0,0.3,0.3,1.0,1.0,13.1,0.0,0.0,0.0,0.0,0.0,0.03,1.0,1.0
Jordi Masip,1465,ESP,GK,Valladolid,La Liga,33.0,1989.0,9.0,9.0,810.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1465,ESP,GK,Valladolid,La Liga,33.0,1989.0,9.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Erhan Mašović,1466,SRB,DF,Bochum,Bundesliga,23.0,1998.0,11.0,7.0,715.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.04,0.04,0.0,0.04,1466,SRB,DF,Bochum,Bundesliga,23.0,1998.0,7.9,0.0,1.0,0.0,0.0,0.13,0.0,0.0,,14.5,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Yanis Massolin,1467,FRA,MF,Clermont Foot,Ligue 1,20.0,2002.0,2.0,0.0,38.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1467,FRA,MF,Clermont Foot,Ligue 1,20.0,2002.0,0.4,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Jaime Mata,1468,ESP,FW,Getafe,La Liga,34.0,1988.0,6.0,0.0,42.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,1468,ESP,FW,Getafe,La Liga,34.0,1988.0,0.5,0.0,1.0,0.0,0.0,2.14,0.0,0.0,,12.6,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Eliot Matazo,1469,BEL,"MF,FW",Monaco,Ligue 1,20.0,2002.0,7.0,4.0,355.0,3.9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,1469,BEL,"MF,FW",Monaco,Ligue 1,20.0,2002.0,3.9,0.0,1.0,1.0,100.0,0.25,0.25,0.0,0.0,27.8,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Jean-Philippe Mateta,1470,FRA,FW,Crystal Palace,Premier League,25.0,1997.0,10.0,2.0,251.0,2.8,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.36,0.0,0.36,0.36,0.36,1.2,1.2,0.5,1.7,0.42,0.18,0.6,0.42,0.6,1470,FRA,FW,Crystal Palace,Premier League,25.0,1997.0,2.8,1.0,11.0,4.0,36.4,3.94,1.43,0.09,0.25,13.2,0.0,0.0,0.0,1.2,1.2,0.11,-0.2,-0.2
Nemanja Matić,1471,SRB,MF,Roma,Serie A,34.0,1988.0,14.0,7.0,764.0,8.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.12,0.12,0.0,0.12,0.4,0.4,1.0,1.3,0.04,0.11,0.16,0.04,0.16,1471,SRB,MF,Roma,Serie A,34.0,1988.0,8.5,0.0,5.0,1.0,20.0,0.59,0.12,0.0,0.0,17.7,0.0,0.0,0.0,0.4,0.4,0.07,-0.4,-0.4
Joël Matip,1472,CMR,DF,Liverpool,Premier League,31.0,1991.0,4.0,3.0,259.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1472,CMR,DF,Liverpool,Premier League,31.0,1991.0,2.9,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Henning Matriciani,1473,DEU,DF,Schalke 04,Bundesliga,22.0,2000.0,7.0,7.0,606.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.01,0.01,0.0,0.01,1473,DEU,DF,Schalke 04,Bundesliga,22.0,2000.0,6.7,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Chrislain Matsima,1474,FRA,"DF,MF",Lorient,Ligue 1,20.0,2002.0,2.0,0.0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1474,FRA,"DF,MF",Lorient,Ligue 1,20.0,2002.0,0.2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Azor Matusiwa,1475,NLD,MF,Reims,Ligue 1,24.0,1998.0,8.0,8.0,693.0,7.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,0.01,0.05,0.06,0.01,0.06,1475,NLD,MF,Reims,Ligue 1,24.0,1998.0,7.7,0.0,3.0,2.0,66.7,0.39,0.26,0.0,0.0,29.8,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
Neal Maupay,1476,FRA,FW,Everton,Premier League,26.0,1996.0,9.0,5.0,480.0,5.3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.19,0.0,0.19,0.19,0.19,1.7,1.7,0.4,2.1,0.32,0.08,0.4,0.32,0.4,1476,FRA,FW,Everton,Premier League,26.0,1996.0,5.3,1.0,11.0,3.0,27.3,2.06,0.56,0.09,0.33,12.2,0.0,0.0,0.0,1.7,1.7,0.15,-0.7,-0.7
Stephy Mavididi,1477,GBR,FW,Montpellier,Ligue 1,24.0,1998.0,5.0,4.0,259.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.12,0.0,0.12,0.12,0.12,1477,GBR,FW,Montpellier,Ligue 1,24.0,1998.0,2.9,0.0,6.0,2.0,33.3,2.08,0.69,0.0,0.0,16.6,0.0,0.0,0.0,0.4,0.4,0.06,-0.4,-0.4
Konstantinos Mavropanos,1478,GRC,DF,Stuttgart,Bundesliga,24.0,1997.0,13.0,13.0,1147.0,12.7,2.0,1.0,2.0,0.0,0.0,5.0,0.0,0.16,0.08,0.24,0.16,0.24,2.7,2.7,0.9,3.5,0.21,0.07,0.28,0.21,0.28,1478,GRC,DF,Stuttgart,Bundesliga,24.0,1997.0,12.7,2.0,25.0,8.0,32.0,1.96,0.63,0.08,0.25,14.4,0.0,0.0,0.0,2.7,2.7,0.11,-0.7,-0.7
Eric Maxim Choupo-Moting,1479,CMR,FW,Bayern Munich,Bundesliga,33.0,1989.0,9.0,5.0,431.0,4.8,5.0,2.0,5.0,0.0,1.0,0.0,0.0,1.04,0.42,1.46,1.04,1.46,2.8,2.0,0.9,2.9,0.59,0.19,0.77,0.42,0.61,1479,CMR,FW,Bayern Munich,Bundesliga,33.0,1989.0,4.8,5.0,12.0,7.0,58.3,2.51,1.46,0.42,0.71,14.4,0.0,0.0,1.0,2.8,2.0,0.17,2.2,3.0
Luís Maximiano,1480,PRT,GK,Lazio,Serie A,23.0,1999.0,1.0,1.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1480,PRT,GK,Lazio,Serie A,23.0,1999.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Fernand Mayembo,1482,COG,DF,Ajaccio,Ligue 1,26.0,1996.0,4.0,3.0,284.0,3.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.15,0.0,0.15,0.15,0.15,1482,COG,DF,Ajaccio,Ligue 1,26.0,1996.0,3.2,0.0,2.0,0.0,0.0,0.63,0.0,0.0,,6.5,0.0,0.0,0.0,0.5,0.5,0.24,-0.5,-0.5
Borja Mayoral,1483,ESP,FW,Getafe,La Liga,25.0,1997.0,14.0,14.0,1105.0,12.3,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.08,0.0,0.08,0.08,0.08,2.2,1.4,1.1,2.6,0.18,0.09,0.27,0.12,0.21,1483,ESP,FW,Getafe,La Liga,25.0,1997.0,12.3,1.0,16.0,3.0,18.8,1.3,0.24,0.06,0.33,14.8,0.0,0.0,1.0,2.2,1.4,0.09,-1.2,-0.4
Noussair Mazraoui,1484,MAR,DF,Bayern Munich,Bundesliga,24.0,1997.0,11.0,6.0,556.0,6.2,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.49,0.0,0.49,0.3,0.3,0.8,1.1,0.05,0.12,0.18,0.05,0.18,1484,MAR,DF,Bayern Munich,Bundesliga,24.0,1997.0,6.2,0.0,4.0,0.0,0.0,0.65,0.0,0.0,,19.6,0.0,0.0,0.0,0.3,0.3,0.08,-0.3,-0.3
Pasquale Mazzocchi,1485,ITA,DF,Salernitana,Serie A,27.0,1995.0,14.0,14.0,1141.0,12.7,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.16,0.16,0.32,0.16,0.32,0.9,0.9,2.1,3.0,0.07,0.16,0.24,0.07,0.24,1485,ITA,DF,Salernitana,Serie A,27.0,1995.0,12.7,2.0,11.0,3.0,27.3,0.87,0.24,0.18,0.67,20.0,0.0,0.0,0.0,0.9,0.9,0.08,1.1,1.1
Kevin Mbabu,1486,CHE,"DF,FW",Fulham,Premier League,27.0,1995.0,6.0,1.0,144.0,1.6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.62,0.62,0.0,0.62,0.0,0.0,0.4,0.4,0.0,0.25,0.25,0.0,0.25,1486,CHE,"DF,FW",Fulham,Premier League,27.0,1995.0,1.6,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Kylian Mbappé,1487,FRA,FW,Paris S-G,Ligue 1,23.0,1998.0,13.0,12.0,1052.0,11.7,11.0,2.0,10.0,1.0,2.0,2.0,0.0,0.94,0.17,1.11,0.86,1.03,9.8,8.2,4.4,12.5,0.83,0.37,1.21,0.7,1.07,1487,FRA,FW,Paris S-G,Ligue 1,23.0,1998.0,11.7,11.0,57.0,26.0,45.6,4.88,2.22,0.18,0.38,15.6,0.0,1.0,2.0,9.8,8.2,0.14,1.2,1.8
Mamadou Mbaye,1488,SEN,DF,Cádiz,La Liga,24.0,1998.0,3.0,3.0,209.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.05,0.0,0.05,0.05,0.05,1488,SEN,DF,Cádiz,La Liga,24.0,1998.0,2.3,0.0,1.0,0.0,0.0,0.43,0.0,0.0,,6.5,0.0,0.0,0.0,0.1,0.1,0.1,-0.1,-0.1
Chancel Mbemba,1489,COD,DF,Marseille,Ligue 1,28.0,1994.0,14.0,14.0,1215.0,13.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,1.0,1.0,0.0,1.1,0.08,0.0,0.08,0.08,0.08,1489,COD,DF,Marseille,Ligue 1,28.0,1994.0,13.5,1.0,10.0,4.0,40.0,0.74,0.3,0.1,0.25,13.3,0.0,0.0,0.0,1.0,1.0,0.1,0.0,0.0
Bryan Mbeumo,1490,CMR,FW,Brentford,Premier League,23.0,1999.0,14.0,14.0,1047.0,11.6,3.0,1.0,2.0,1.0,1.0,2.0,0.0,0.26,0.09,0.34,0.17,0.26,3.5,2.7,1.5,4.2,0.3,0.13,0.43,0.23,0.36,1490,CMR,FW,Brentford,Premier League,23.0,1999.0,11.6,3.0,25.0,11.0,44.0,2.15,0.95,0.08,0.18,18.0,0.0,1.0,1.0,3.5,2.7,0.11,-0.5,-0.7
Nathanael Mbuku,1491,FRA,"FW,MF",Reims,Ligue 1,20.0,2002.0,6.0,0.0,66.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.12,0.0,0.12,0.12,0.12,1491,FRA,"FW,MF",Reims,Ligue 1,20.0,2002.0,0.7,0.0,2.0,0.0,0.0,2.73,0.0,0.0,,21.0,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
John McGinn,1492,SYC,MF,Aston Villa,Premier League,28.0,1994.0,14.0,11.0,966.0,10.7,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7,1.7,0.09,0.07,0.16,0.09,0.16,1492,SYC,MF,Aston Villa,Premier League,28.0,1994.0,10.7,0.0,18.0,4.0,22.2,1.68,0.37,0.0,0.0,24.1,0.0,0.0,0.0,1.0,1.0,0.06,-1.0,-1.0
Scott McKenna,1493,SYC,DF,Nott'ham Forest,Premier League,25.0,1996.0,14.0,14.0,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.8,0.9,0.01,0.06,0.06,0.01,0.06,1493,SYC,DF,Nott'ham Forest,Premier League,25.0,1996.0,14.0,0.0,2.0,0.0,0.0,0.14,0.0,0.0,,8.2,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
Weston McKennie,1494,USA,MF,Juventus,Serie A,24.0,1998.0,11.0,9.0,716.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.13,0.13,0.25,0.13,0.25,0.9,0.9,0.7,1.6,0.11,0.08,0.2,0.11,0.2,1494,USA,MF,Juventus,Serie A,24.0,1998.0,8.0,1.0,8.0,4.0,50.0,1.01,0.5,0.13,0.25,10.1,0.0,0.0,0.0,0.9,0.9,0.11,0.1,0.1
Dwight McNeil,1495,GBR,"FW,DF",Everton,Premier League,22.0,1999.0,14.0,7.0,660.0,7.3,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.27,0.0,0.27,0.27,0.27,0.5,0.5,1.2,1.7,0.07,0.16,0.23,0.07,0.23,1495,GBR,"FW,DF",Everton,Premier League,22.0,1999.0,7.3,2.0,9.0,2.0,22.2,1.23,0.27,0.22,1.0,16.9,0.0,0.0,0.0,0.5,0.5,0.06,1.5,1.5
Scott McTominay,1496,SYC,MF,Manchester Utd,Premier League,25.0,1996.0,11.0,6.0,604.0,6.7,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,0.06,0.03,0.09,0.06,0.09,1496,SYC,MF,Manchester Utd,Premier League,25.0,1996.0,6.7,0.0,4.0,1.0,25.0,0.6,0.15,0.0,0.0,11.9,0.0,0.0,0.0,0.4,0.4,0.1,-0.4,-0.4
Gary Medel,1497,CHL,"MF,DF",Bologna,Serie A,35.0,1987.0,14.0,13.0,1059.0,11.8,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.08,0.08,0.0,0.08,0.0,0.0,0.2,0.3,0.0,0.02,0.02,0.0,0.02,1497,CHL,"MF,DF",Bologna,Serie A,35.0,1987.0,11.8,0.0,1.0,0.0,0.0,0.08,0.0,0.0,,30.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Facundo Medina,1498,ARG,DF,Lens,Ligue 1,23.0,1999.0,13.0,13.0,1135.0,12.6,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.08,0.08,0.16,0.08,0.16,1.5,1.5,0.5,2.0,0.12,0.04,0.16,0.12,0.16,1498,ARG,DF,Lens,Ligue 1,23.0,1999.0,12.6,1.0,7.0,2.0,28.6,0.56,0.16,0.14,0.5,11.4,0.0,0.0,0.0,1.5,1.5,0.22,-0.5,-0.5
Ben Mee,1499,GBR,DF,Brentford,Premier League,33.0,1989.0,13.0,13.0,1118.0,12.4,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.16,0.0,0.16,0.16,0.16,1.2,1.2,0.1,1.3,0.1,0.0,0.1,0.1,0.1,1499,GBR,DF,Brentford,Premier League,33.0,1989.0,12.4,2.0,10.0,3.0,30.0,0.81,0.24,0.2,0.67,8.9,0.0,0.0,0.0,1.2,1.2,0.12,0.8,0.8
Soualiho Meïté,1500,FRA,MF,Cremonese,Serie A,28.0,1994.0,9.0,8.0,628.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.03,0.02,0.05,0.03,0.05,1500,FRA,MF,Cremonese,Serie A,28.0,1994.0,7.0,0.0,6.0,0.0,0.0,0.86,0.0,0.0,,20.9,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2
Farid El Melali,1501,DZA,"DF,FW",Angers,Ligue 1,25.0,1997.0,4.0,1.0,106.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.05,0.07,0.12,0.05,0.12,1501,DZA,"DF,FW",Angers,Ligue 1,25.0,1997.0,1.2,0.0,1.0,0.0,0.0,0.85,0.0,0.0,,20.2,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1
Gonzalo Melero,1502,ESP,MF,Almería,La Liga,28.0,1994.0,8.0,7.0,536.0,6.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.17,0.34,0.5,0.17,0.5,0.4,0.4,0.5,1.0,0.07,0.09,0.16,0.07,0.16,1502,ESP,MF,Almería,La Liga,28.0,1994.0,6.0,1.0,6.0,2.0,33.3,1.01,0.34,0.17,0.5,16.0,0.0,0.0,0.0,0.4,0.4,0.07,0.6,0.6
Birger Meling,1503,NOR,"DF,FW",Rennes,Ligue 1,27.0,1994.0,9.0,2.0,279.0,3.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1503,NOR,"DF,FW",Rennes,Ligue 1,27.0,1994.0,3.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Houboulang Mendes,1504,FRA,DF,Almería,La Liga,24.0,1998.0,7.0,6.0,498.0,5.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.18,0.0,0.0,0.3,0.3,0.0,0.06,0.06,0.0,0.06,1504,FRA,DF,Almería,La Liga,24.0,1998.0,5.5,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Nuno Mendes,1505,PRT,"DF,MF",Paris S-G,Ligue 1,20.0,2002.0,11.0,7.0,662.0,7.4,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.14,0.27,0.41,0.14,0.41,0.6,0.6,1.6,2.2,0.08,0.21,0.3,0.08,0.3,1505,PRT,"DF,MF",Paris S-G,Ligue 1,20.0,2002.0,7.4,1.0,5.0,4.0,80.0,0.68,0.54,0.2,0.25,11.3,0.0,0.0,0.0,0.6,0.6,0.12,0.4,0.4
Thiago Mendes,1506,BRA,"DF,MF",Lyon,Ligue 1,30.0,1992.0,13.0,13.0,1077.0,12.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.08,0.08,0.0,0.08,0.1,0.1,0.2,0.3,0.01,0.02,0.03,0.01,0.03,1506,BRA,"DF,MF",Lyon,Ligue 1,30.0,1992.0,12.0,0.0,2.0,0.0,0.0,0.17,0.0,0.0,,19.1,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
Brais Méndez,1508,ESP,MF,Real Sociedad,La Liga,25.0,1997.0,14.0,13.0,1121.0,12.5,6.0,2.0,6.0,0.0,0.0,4.0,0.0,0.48,0.16,0.64,0.48,0.64,2.7,2.7,1.4,4.1,0.22,0.11,0.33,0.22,0.33,1508,ESP,MF,Real Sociedad,La Liga,25.0,1997.0,12.5,6.0,30.0,12.0,40.0,2.41,0.96,0.2,0.5,20.4,5.0,0.0,0.0,2.7,2.7,0.09,3.3,3.3
Antoine Mendy,1509,FRA,DF,Nice,Ligue 1,18.0,2004.0,2.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1509,FRA,DF,Nice,Ligue 1,18.0,2004.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Arial Mendy,1510,SEN,DF,Clermont Foot,Ligue 1,28.0,1994.0,5.0,1.0,223.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.02,0.03,0.05,0.02,0.05,1510,SEN,DF,Clermont Foot,Ligue 1,28.0,1994.0,2.5,0.0,2.0,0.0,0.0,0.81,0.0,0.0,,20.6,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Batista Mendy,1511,FRA,"MF,DF",Angers,Ligue 1,22.0,2000.0,13.0,13.0,1034.0,11.5,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.4,0.02,0.01,0.04,0.02,0.04,1511,FRA,"MF,DF",Angers,Ligue 1,22.0,2000.0,11.5,0.0,3.0,0.0,0.0,0.26,0.0,0.0,,12.7,0.0,0.0,0.0,0.3,0.3,0.09,-0.3,-0.3
