,# Pl,Playing Time - MP,Playing Time - Min,Playing Time - Mn/MP,Playing Time - Min%,Playing Time - 90s,Starts - Starts,Starts - Mn/Start,Starts - Compl,Subs - Subs,Subs - Mn/Sub,Subs - unSub,Team Success - PPM,Team Success - onG,Team Success - onGA,Team Success - +/-,Team Success - +/-90,Team Success (xG) - onxG,Team Success (xG) - onxGA,Team Success (xG) - xG+/-,Team Success (xG) - xG+/-90
63,25,38,3420,90,100,38.0,418,82,247,169,19,256,2.03,86,41,45,1.18,67.7,42.6,25.2,0.66
64,27,38,3420,90,100,38.0,418,85,306,109,19,209,1.18,46,62,-16,-0.42,43.4,58.3,-14.9,-0.39
65,31,38,3420,90,100,38.0,418,83,277,137,21,196,1.37,50,53,-3,-0.08,48.0,55.6,-7.7,-0.2
66,33,38,3420,90,100,38.0,418,83,269,148,19,190,0.92,40,71,-31,-0.82,43.3,64.2,-20.9,-0.55
67,28,38,3420,90,100,38.0,418,81,240,173,20,247,1.16,37,48,-11,-0.29,38.7,47.8,-9.0,-0.24
68,33,38,3420,90,100,38.0,418,82,254,160,20,179,2.16,86,28,58,1.53,80.1,40.6,39.5,1.04
69,42,38,3420,90,100,38.0,418,80,251,167,24,272,0.53,39,83,-44,-1.16,42.5,61.0,-18.5,-0.49
70,25,34,3060,90,100,34.0,374,81,222,154,22,143,1.91,60,32,28,0.82,64.4,29.4,35.0,1.03
71,30,38,3420,90,100,38.0,418,82,279,137,23,217,2.21,67,28,39,1.03,61.5,37.6,23.9,0.63
72,30,38,3420,90,100,38.0,418,81,240,177,21,235,1.63,59,38,21,0.55,60.7,39.2,21.5,0.57
73,29,38,3420,90,100,38.0,418,82,266,145,21,195,1.11,42,50,-8,-0.21,32.7,59.0,-26.3,-0.69
74,32,38,3420,90,100,38.0,418,82,259,154,20,187,1.53,52,40,12,0.32,47.8,38.1,9.7,0.26
75,31,38,3420,90,100,38.0,418,83,263,153,20,262,1.63,68,58,10,0.26,65.3,45.6,19.7,0.52
76,40,38,3420,90,100,38.0,418,80,242,176,23,164,1.21,42,54,-12,-0.32,48.7,50.1,-1.3,-0.04
77,27,38,3420,90,100,38.0,418,82,263,153,22,295,1.37,52,54,-2,-0.05,45.4,56.1,-10.7,-0.28
78,28,38,3420,90,100,38.0,418,80,235,180,22,267,1.63,64,56,8,0.21,58.4,55.4,3.0,0.08
79,42,34,3060,90,100,34.0,374,83,257,117,23,181,0.47,25,86,-61,-1.79,28.7,69.2,-40.5,-1.19
80,26,38,3420,90,100,38.0,418,81,233,184,20,266,2.03,53,33,20,0.53,54.4,34.8,19.6,0.52
81,27,38,3420,90,100,38.0,418,83,315,103,25,198,0.61,20,63,-43,-1.13,32.6,62.2,-29.6,-0.78
82,29,38,3420,90,100,38.0,418,85,314,101,19,215,1.13,47,68,-21,-0.55,41.2,53.1,-11.8,-0.31
83,35,38,3420,90,100,38.0,418,80,234,180,22,268,1.03,52,72,-20,-0.53,46.6,65.1,-18.5,-0.49
84,26,38,3420,90,100,38.0,418,84,271,144,17,196,1.11,49,58,-9,-0.24,52.8,50.7,2.1,0.06
85,29,34,3060,90,100,34.0,374,81,217,156,21,150,1.32,56,55,1,0.03,51.4,52.1,-0.8,-0.02
86,29,38,3420,90,100,38.0,418,83,269,147,20,280,0.97,50,69,-19,-0.5,50.0,62.0,-11.9,-0.31
87,24,38,3420,90,100,38.0,418,85,305,112,20,204,1.63,68,45,23,0.61,53.1,49.1,4.0,0.1
88,33,38,3420,90,100,38.0,418,83,272,146,20,272,1.05,42,58,-16,-0.42,45.7,52.6,-6.9,-0.18
89,27,34,3060,90,100,34.0,374,82,227,146,19,150,1.47,50,43,7,0.21,46.9,42.8,4.1,0.12
90,30,38,3420,90,100,38.0,418,83,263,150,19,283,1.13,50,53,-3,-0.08,42.6,52.2,-9.6,-0.25
91,32,38,3420,90,100,38.0,418,81,246,170,21,246,0.82,34,57,-23,-0.61,40.1,52.9,-12.8,-0.34
92,29,38,3420,90,100,38.0,418,82,253,165,20,238,1.53,60,44,16,0.42,56.4,42.5,13.9,0.37
93,27,34,3060,90,100,34.0,374,82,231,144,20,162,0.91,36,57,-21,-0.62,32.9,53.2,-20.3,-0.6
94,30,38,3420,90,100,38.0,418,84,311,104,22,211,0.68,35,76,-41,-1.08,35.8,67.9,-32.0,-0.84
95,24,38,3420,90,100,38.0,418,86,316,99,17,214,1.71,62,47,15,0.39,55.4,48.7,6.7,0.18
96,26,34,3060,90,100,34.0,374,85,243,128,15,173,1.79,61,37,24,0.71,49.0,42.1,6.9,0.2
97,27,38,3420,90,100,38.0,418,85,313,106,19,204,1.18,36,52,-16,-0.42,36.5,49.5,-13.0,-0.34
