Player,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK,Expected - xG,Expected - npxG,Expected - xAG,Expected - npxG+xAG,Per 90 Minutes - xG,Per 90 Minutes - xAG,Per 90 Minutes - xG+xAG,Per 90 Minutes - npxG,Per 90 Minutes - npxG+xAG
Claud Adjapong,16,ITA,"DF,FW",Sassuolo,it Serie A,19.0,1998.0,16.0,14.0,1220.0,13.6,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.1,1.9,0.06,0.08,0.14,0.06,0.14
René Adler,17,DEU,GK,Mainz 05,de Bundesliga,32.0,1985.0,14.0,14.0,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.02,0.02,0.0,0.02
Yacine Adli,18,FRA,FW,Paris S-G,fr Ligue 1,17.0,2000.0,1.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ali Adnan Kadhim,19,IRQ,"DF,FW",Udinese,it Serie A,23.0,1993.0,23.0,18.0,1674.0,18.6,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.05,0.05,0.0,0.05,0.5,0.5,1.7,2.2,0.03,0.09,0.12,0.03,0.12
Adrián,20,ESP,GK,West Ham,eng Premier League,30.0,1987.0,19.0,19.0,1710.0,19.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aritz Aduriz,21,ESP,FW,Athletic Club,es La Liga,36.0,1981.0,33.0,21.0,2152.0,23.9,9.0,1.0,6.0,3.0,5.0,5.0,0.0,0.38,0.04,0.42,0.25,0.29,11.1,7.6,1.5,9.0,0.47,0.06,0.53,0.32,0.38
Ibrahim Afellay,22,NLD,MF,Stoke City,eng Premier League,31.0,1986.0,6.0,1.0,166.0,1.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benik Afobe,23,COD,FW,Bournemouth,eng Premier League,24.0,1993.0,17.0,5.0,611.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,0.1,1.8,0.27,0.02,0.3,0.27,0.3
Martin Agirregabiria,24,ESP,DF,Alavés,es La Liga,21.0,1996.0,21.0,20.0,1828.0,20.3,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.2,0.2,0.0,0.2,0.1,0.1,1.5,1.6,0.0,0.08,0.08,0.0,0.08
Imanol Agirretxe,26,ESP,FW,Real Sociedad,es La Liga,30.0,1987.0,11.0,2.0,232.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.0,1.2,0.45,0.0,0.45,0.45,0.45
Sergio Agüero,27,ARG,FW,Manchester City,eng Premier League,29.0,1988.0,25.0,22.0,1963.0,21.8,21.0,6.0,17.0,4.0,4.0,2.0,0.0,0.96,0.28,1.24,0.78,1.05,16.2,13.1,5.6,18.7,0.75,0.26,1.0,0.6,0.86
Ruben Aguilar,28,FRA,DF,Montpellier,fr Ligue 1,24.0,1993.0,31.0,27.0,2459.0,27.3,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.07,0.07,0.0,0.07,0.7,0.7,3.7,4.4,0.03,0.13,0.16,0.03,0.16
Matías Aguirregaray,29,URY,DF,Las Palmas,es La Liga,28.0,1989.0,15.0,14.0,1153.0,12.8,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,1.2,0.05,0.05,0.1,0.05,0.1
Jean-Eudes Aholou,30,CIV,MF,Strasbourg,fr Ligue 1,23.0,1994.0,35.0,35.0,3006.0,33.4,5.0,0.0,5.0,0.0,0.0,4.0,0.0,0.15,0.0,0.15,0.15,0.15,2.2,2.2,1.0,3.3,0.07,0.03,0.1,0.07,0.1
Ailton,31,BRA,"DF,MF",Stuttgart,de Bundesliga,22.0,1995.0,5.0,1.0,108.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.03,0.11,0.14,0.03,0.14
Youssef Aït Bennasser,32,MAR,MF,Caen,fr Ligue 1,21.0,1996.0,27.0,25.0,2047.0,22.7,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.5,0.03,0.03,0.06,0.03,0.06
Arlind Ajeti,33,ALB,DF,Crotone,it Serie A,23.0,1993.0,21.0,15.0,1271.0,14.1,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.07,0.07,0.0,0.07,0.9,0.9,1.0,1.9,0.07,0.07,0.14,0.07,0.14
Manuel Akanji,34,CHE,DF,Dortmund,de Bundesliga,22.0,1995.0,11.0,10.0,904.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.02,0.01,0.03,0.02,0.03
Nathan Aké,35,NLD,DF,Bournemouth,eng Premier League,22.0,1995.0,38.0,37.0,3353.0,37.3,2.0,3.0,2.0,0.0,0.0,5.0,0.0,0.05,0.08,0.13,0.05,0.13,1.4,1.4,1.9,3.4,0.04,0.05,0.09,0.04,0.09
Ager Aketxe,36,ESP,MF,Athletic Club,es La Liga,23.0,1993.0,3.0,0.0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.15,0.0,0.15,0.15,0.15
Chadrac Akolo,37,COD,"MF,FW",Stuttgart,de Bundesliga,22.0,1995.0,22.0,13.0,1102.0,12.2,5.0,0.0,5.0,0.0,1.0,2.0,0.0,0.41,0.0,0.41,0.41,0.41,4.7,4.0,1.0,4.9,0.39,0.08,0.47,0.32,0.4
Kevin Akpoguma,38,NGA,DF,Hoffenheim,de Bundesliga,22.0,1995.0,22.0,17.0,1690.0,18.8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.05,0.0,0.05,0.2,0.2,1.4,1.6,0.01,0.07,0.09,0.01,0.09
David Alaba,39,AUT,DF,Bayern Munich,de Bundesliga,25.0,1992.0,23.0,17.0,1551.0,17.2,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.12,0.12,0.23,0.12,0.23,1.3,1.3,2.3,3.5,0.07,0.13,0.2,0.07,0.2
Lucas Alario,40,ARG,FW,Leverkusen,de Bundesliga,24.0,1992.0,23.0,17.0,1550.0,17.2,9.0,4.0,8.0,1.0,2.0,4.0,1.0,0.52,0.23,0.75,0.46,0.7,10.5,8.9,1.8,10.8,0.61,0.11,0.72,0.52,0.63
David Alba,41,ESP,DF,Getafe,es La Liga,18.0,1999.0,1.0,1.0,61.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordi Alba,42,ESP,DF,Barcelona,es La Liga,28.0,1989.0,33.0,30.0,2744.0,30.5,2.0,8.0,2.0,0.0,0.0,7.0,0.0,0.07,0.26,0.33,0.07,0.33,2.1,2.1,6.1,8.3,0.07,0.2,0.27,0.07,0.27
Raúl Albentosa,43,ESP,DF,La Coruña,es La Liga,28.0,1988.0,20.0,19.0,1748.0,19.4,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.05,0.0,0.05,0.05,0.05,1.5,1.5,0.2,1.6,0.08,0.01,0.08,0.08,0.08
Luis Alberto,44,ESP,"FW,MF",Lazio,it Serie A,24.0,1992.0,34.0,32.0,2669.0,29.7,11.0,14.0,10.0,1.0,2.0,5.0,0.0,0.37,0.47,0.84,0.34,0.81,7.2,5.7,11.8,17.4,0.24,0.4,0.64,0.19,0.59
Raúl Albiol,45,ESP,DF,Napoli,it Serie A,31.0,1985.0,31.0,30.0,2742.0,30.5,3.0,1.0,3.0,0.0,0.0,7.0,0.0,0.1,0.03,0.13,0.1,0.13,1.4,1.4,1.3,2.6,0.04,0.04,0.09,0.04,0.09
Miiko Albornoz,46,CHL,"DF,MF",Hannover 96,de Bundesliga,26.0,1990.0,10.0,7.0,703.0,7.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.4,1.6,0.02,0.18,0.21,0.02,0.21
Marc Albrighton,47,GBR,"MF,FW",Leicester City,eng Premier League,27.0,1989.0,34.0,30.0,2538.0,28.2,2.0,7.0,2.0,0.0,0.0,5.0,1.0,0.07,0.25,0.32,0.07,0.32,1.6,1.6,5.7,7.3,0.06,0.2,0.26,0.06,0.26
Paco Alcácer,48,ESP,"MF,FW",Barcelona,es La Liga,23.0,1993.0,17.0,8.0,695.0,7.7,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.52,0.39,0.91,0.52,0.91,3.9,3.9,2.1,6.0,0.51,0.27,0.78,0.51,0.78
Pedro Alcalá,49,ESP,DF,Girona,es La Liga,28.0,1989.0,8.0,8.0,689.0,7.7,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.13,0.0,0.13,0.13,0.13,1.0,1.0,0.2,1.2,0.13,0.03,0.16,0.13,0.16
Thiago Alcántara,50,ESP,"MF,FW",Bayern Munich,de Bundesliga,26.0,1991.0,19.0,12.0,1247.0,13.9,2.0,2.0,2.0,0.0,0.0,3.0,0.0,0.14,0.14,0.29,0.14,0.29,2.5,2.5,1.9,4.4,0.18,0.14,0.32,0.18,0.32
David Alcibiade,52,FRA,DF,Nantes,fr Ligue 1,25.0,1991.0,3.0,2.0,208.0,2.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.0,0.43,0.1,0.1,0.4,0.4,0.03,0.16,0.19,0.03,0.19
Toby Alderweireld,53,BEL,DF,Tottenham,eng Premier League,28.0,1989.0,14.0,13.0,1178.0,13.1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,0.03,0.01,0.04,0.03,0.04
Steve Aldo One,54,CMR,DF,La Coruña,es La Liga,22.0,1995.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Álex Alegría,55,ESP,FW,Levante,es La Liga,24.0,1992.0,9.0,8.0,628.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.2,1.3,0.16,0.03,0.19,0.16,0.19
Iván Alejo,56,ESP,"MF,FW",Eibar,es La Liga,22.0,1995.0,22.0,14.0,1102.0,12.2,1.0,3.0,1.0,0.0,0.0,5.0,0.0,0.08,0.25,0.33,0.08,0.33,0.5,0.5,2.1,2.6,0.04,0.17,0.21,0.04,0.21
Alexander,57,ARG,"MF,FW",Leganés,es La Liga,28.0,1988.0,13.0,13.0,1060.0,11.8,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.17,0.17,0.34,0.08,0.25,2.2,1.4,2.5,3.9,0.19,0.21,0.4,0.12,0.33
Trent Alexander-Arnold,58,GBR,DF,Liverpool,eng Premier League,18.0,1998.0,19.0,18.0,1573.0,17.5,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.06,0.06,0.11,0.06,0.11,1.0,1.0,2.6,3.6,0.05,0.15,0.21,0.05,0.21
Alexis,59,ESP,DF,Alavés,es La Liga,31.0,1985.0,28.0,25.0,2184.0,24.3,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.04,0.0,0.04,0.04,0.04,1.2,1.2,0.3,1.5,0.05,0.01,0.06,0.05,0.06
Alisson,60,BRA,GK,Roma,it Serie A,24.0,1992.0,37.0,37.0,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allan,61,BRA,MF,Napoli,it Serie A,26.0,1991.0,38.0,32.0,2850.0,31.7,4.0,5.0,4.0,0.0,0.0,2.0,0.0,0.13,0.16,0.28,0.13,0.28,3.8,3.8,3.6,7.3,0.12,0.11,0.23,0.12,0.23
Joe Allen,62,GB-WLS,MF,Stoke City,eng Premier League,27.0,1990.0,36.0,36.0,3139.0,34.9,2.0,6.0,2.0,0.0,0.0,8.0,0.0,0.06,0.17,0.23,0.06,0.23,1.8,1.8,2.8,4.6,0.05,0.08,0.13,0.05,0.13
Dele Alli,63,GBR,"MF,FW",Tottenham,eng Premier League,21.0,1996.0,36.0,34.0,2958.0,32.9,9.0,10.0,9.0,0.0,0.0,7.0,0.0,0.27,0.3,0.58,0.27,0.58,9.1,9.1,8.2,17.3,0.28,0.25,0.53,0.28,0.53
Júnior Alonso,64,PRY,DF,Lille,fr Ligue 1,24.0,1993.0,34.0,30.0,2781.0,30.9,2.0,1.0,2.0,0.0,0.0,3.0,0.0,0.06,0.03,0.1,0.06,0.1,1.1,1.1,0.5,1.7,0.04,0.02,0.05,0.04,0.05
José Alonso Lara,65,ESP,MF,Sevilla,es La Liga,17.0,2000.0,1.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcos Alonso,66,ESP,"DF,MF",Chelsea,eng Premier League,26.0,1990.0,33.0,33.0,2855.0,31.7,7.0,2.0,7.0,0.0,0.0,6.0,0.0,0.22,0.06,0.28,0.22,0.28,4.1,4.1,2.8,7.0,0.13,0.09,0.22,0.13,0.22
Ricky Álvarez,67,ARG,MF,Sampdoria,it Serie A,29.0,1988.0,12.0,2.0,267.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.34,0.34,0.67,0.34,0.67,0.4,0.4,0.5,0.9,0.14,0.17,0.31,0.14,0.31
Sergio Álvarez,68,ESP,GK,Celta Vigo,es La Liga,30.0,1986.0,17.0,16.0,1476.0,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
Yeray Álvarez,69,ESP,DF,Athletic Club,es La Liga,22.0,1995.0,8.0,7.0,675.0,7.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02
Dani Alves,70,BRA,DF,Paris S-G,fr Ligue 1,34.0,1983.0,25.0,23.0,2063.0,22.9,1.0,7.0,1.0,0.0,0.0,7.0,1.0,0.04,0.31,0.35,0.04,0.35,1.4,1.4,5.0,6.3,0.06,0.22,0.28,0.06,0.28
Ibrahim Amadou,71,FRA,"MF,DF",Lille,fr Ligue 1,24.0,1993.0,30.0,30.0,2405.0,26.7,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.4,1.3,0.03,0.01,0.05,0.03,0.05
Eloi Amagat,72,ESP,MF,Girona,es La Liga,32.0,1985.0,2.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.2,0.0,1.2,1.2,1.2
Morgan Amalfitano,73,FRA,"MF,FW",Rennes,fr Ligue 1,32.0,1985.0,14.0,10.0,746.0,8.3,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.5,0.12,0.06,0.18,0.12,0.18
Romain Amalfitano,74,FRA,MF,Dijon,fr Ligue 1,27.0,1989.0,33.0,31.0,2703.0,30.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.1,0.1,0.0,0.1,0.3,0.3,1.8,2.2,0.01,0.06,0.07,0.01,0.07
Daniel Amartey,75,GHA,DF,Leicester City,eng Premier League,22.0,1994.0,8.0,6.0,487.0,5.4,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordi Amat,76,ESP,"DF,MF",Betis,es La Liga,25.0,1992.0,25.0,24.0,2045.0,22.7,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,0.02,0.0,0.02,0.02,0.02
Amath,78,SEN,"MF,FW",Getafe,es La Liga,21.0,1996.0,37.0,36.0,2859.0,31.8,3.0,3.0,3.0,0.0,0.0,9.0,0.0,0.09,0.09,0.19,0.09,0.19,4.4,4.4,2.7,7.2,0.14,0.09,0.23,0.14,0.23
Jordan Amavi,79,FRA,DF,Marseille,fr Ligue 1,23.0,1994.0,27.0,24.0,2193.0,24.4,0.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,0.21,0.21,0.0,0.21,0.6,0.6,2.0,2.6,0.02,0.08,0.11,0.02,0.11
Stephan Ambrosius,80,GHA,DF,Hamburger SV,de Bundesliga,18.0,1998.0,1.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kelvin Amian,81,FRA,DF,Toulouse,fr Ligue 1,19.0,1998.0,36.0,35.0,3154.0,35.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,0.03,0.03,0.06,0.03,0.06,1.4,1.4,1.1,2.4,0.04,0.03,0.07,0.04,0.07
Nadiem Amiri,82,DEU,MF,Hoffenheim,de Bundesliga,20.0,1996.0,28.0,19.0,1744.0,19.4,2.0,3.0,2.0,0.0,0.0,4.0,0.0,0.1,0.15,0.26,0.1,0.26,2.9,2.9,3.4,6.4,0.15,0.18,0.33,0.15,0.33
Ethan Ampadu,83,GB-WLS,DF,Chelsea,eng Premier League,16.0,2000.0,1.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nordin Amrabat,84,MAR,FW,Watford,eng Premier League,30.0,1987.0,3.0,3.0,198.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.02,0.06,0.09,0.02,0.09
Jon Ander Serantes,86,ESP,GK,Leganés,es La Liga,27.0,1989.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joachim Andersen,87,DNK,DF,Sampdoria,it Serie A,21.0,1996.0,7.0,6.0,546.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02
Felipe Anderson,88,BRA,"FW,MF",Lazio,it Serie A,24.0,1993.0,21.0,9.0,1162.0,12.9,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.31,0.46,0.77,0.31,0.77,2.8,2.8,4.3,7.1,0.22,0.33,0.55,0.22,0.55
Florin Andone,89,ROU,FW,La Coruña,es La Liga,24.0,1993.0,29.0,16.0,1636.0,18.2,7.0,3.0,7.0,0.0,1.0,6.0,0.0,0.39,0.17,0.55,0.39,0.55,11.4,10.6,0.9,11.5,0.63,0.05,0.68,0.58,0.63
Nícolas Andrade,90,BRA,GK,Hellas Verona,it Serie A,29.0,1988.0,36.0,36.0,3240.0,36.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
Benjamin André,91,FRA,MF,Rennes,fr Ligue 1,26.0,1990.0,34.0,34.0,3011.0,33.5,3.0,3.0,3.0,0.0,0.0,11.0,1.0,0.09,0.09,0.18,0.09,0.18,4.3,4.3,1.9,6.2,0.13,0.06,0.19,0.13,0.19
Marco Andreolli,92,ITA,DF,Cagliari,it Serie A,31.0,1986.0,23.0,20.0,1829.0,20.3,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.01,0.0,0.01,0.01,0.01
Yoann Andreu,93,FRA,DF,Angers,fr Ligue 1,28.0,1989.0,23.0,23.0,2070.0,23.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.04,0.09,0.13,0.04,0.13,0.1,0.1,1.9,2.0,0.01,0.08,0.09,0.01,0.09
Miguel Ángel Guerrero,94,ESP,FW,Leganés,es La Liga,27.0,1990.0,22.0,15.0,1442.0,16.0,4.0,3.0,4.0,0.0,1.0,3.0,0.0,0.25,0.19,0.44,0.25,0.44,5.7,4.9,1.5,6.4,0.35,0.09,0.45,0.31,0.4
José Ángel,95,ESP,DF,Eibar,es La Liga,27.0,1989.0,30.0,28.0,2426.0,27.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.3,0.3,0.0,0.3,0.5,0.5,4.1,4.6,0.02,0.15,0.17,0.02,0.17
Miguel Ángel Moyá,96,ESP,GK,Real Sociedad,es La Liga,33.0,1984.0,9.0,9.0,764.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miguel Ángel Rubio,97,ESP,DF,Getafe,es La Liga,19.0,1998.0,1.0,0.0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriele Angella,98,ITA,DF,Udinese,it Serie A,28.0,1989.0,12.0,9.0,893.0,9.9,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.03,0.0,0.03,0.03,0.03
