,# Pl,90s,Total - Cmp,Total - Att,Total - Cmp%,Total - TotDist,Total - PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
11,29,38.0,17953,21622,83.0,317893,104614,8266,9140,90.4,7380,8393,87.9,1914,3161,60.6,43,35.2,31.5,7.8,317,1228,234,64,1506
12,30,38.0,13650,17588,77.6,261157,105790,5623,6507,86.4,5876,6928,84.8,1845,3258,56.6,18,24.3,24.4,-6.3,251,1092,230,56,1344
13,31,38.0,14603,18593,78.5,252690,96297,6999,7973,87.8,5226,6258,83.5,1688,2992,56.4,36,35.9,37.0,0.1,352,1029,273,89,1501
14,22,38.0,13450,17962,74.9,251392,100287,5626,6838,82.3,5928,7241,81.9,1638,3176,51.6,36,29.1,30.3,6.9,348,1220,291,67,1526
15,24,38.0,11838,16372,72.3,227791,89034,4898,5881,83.3,4601,5764,79.8,1872,3610,51.9,25,26.2,22.5,-1.2,283,885,193,65,1230
16,24,38.0,10524,15340,68.6,209049,89786,4349,5306,82.0,4168,5417,76.9,1695,3719,45.6,26,23.6,23.5,2.4,278,974,213,89,1103
17,26,38.0,11621,16218,71.7,231998,98324,4643,5656,82.1,4717,5983,78.8,1939,3567,54.4,19,29.6,27.6,-10.6,335,1115,217,107,1548
18,29,38.0,12229,16722,73.1,234578,98391,5081,6076,83.6,5083,6443,78.9,1758,3401,51.7,21,27.4,29.3,-6.4,278,1094,268,94,1348
19,23,38.0,16981,21071,80.6,315102,108746,7248,8226,88.1,7245,8294,87.4,2110,3577,59.0,45,43.0,36.8,2.0,332,1239,309,87,1595
20,26,38.0,18967,23101,82.1,329238,111578,8564,9566,89.5,7753,8910,87.0,1892,3091,61.2,42,41.5,43.3,0.5,482,1431,398,74,1998
21,25,38.0,12721,16994,74.9,235170,93428,5507,6412,85.9,5064,6241,81.1,1739,3351,51.9,20,25.2,24.6,-5.2,296,995,271,114,1358
22,29,38.0,10315,14929,69.1,196863,88263,4263,5279,80.8,4356,5643,77.2,1408,3131,45.0,21,23.4,22.9,-2.4,265,976,210,80,1250
23,28,38.0,11809,16114,73.3,208774,89985,5714,6694,85.4,4344,5524,78.6,1358,2967,45.8,26,33.3,28.6,-7.3,331,1037,273,58,1308
24,26,38.0,13255,17343,76.4,252900,98450,5622,6542,85.9,5304,6356,83.4,1928,3450,55.9,36,29.2,27.3,6.8,319,958,271,76,1320
25,30,34.0,16710,20632,81.0,293803,101995,7227,8196,88.2,7279,8418,86.5,1632,2896,56.4,44,48.9,45.1,-4.9,365,1364,323,67,1712
26,27,38.0,12725,17961,70.8,260469,98595,5088,6219,81.8,4938,6299,78.4,2360,4474,52.7,31,30.2,29.0,0.8,333,1287,257,138,1468
27,28,34.0,11467,15568,73.7,226658,92883,4363,5297,82.4,5076,6225,81.5,1727,3161,54.6,34,30.7,31.3,3.3,282,994,259,75,1292
28,25,38.0,12753,17192,74.2,233639,90369,5919,6877,86.1,4810,5905,81.5,1687,3420,49.3,24,27.8,28.2,-3.8,290,1036,232,85,1276
29,30,38.0,11953,16472,72.6,221336,88831,5380,6360,84.6,4511,5598,80.6,1579,3385,46.6,26,24.7,24.5,1.3,263,1044,211,70,1161
30,27,38.0,15445,19625,78.7,275319,103061,6651,7613,87.4,6736,7966,84.6,1596,2977,53.6,32,37.9,32.5,-5.9,464,1224,334,97,1695
31,29,34.0,11137,15106,73.7,228706,93188,3820,4709,81.1,5268,6373,82.7,1748,3318,52.7,21,25.0,25.0,-4.0,277,875,191,57,1061
32,33,38.0,13335,17652,75.5,255078,101643,5468,6436,85.0,5846,7081,82.6,1763,3353,52.6,18,31.9,30.8,-13.9,316,1209,288,91,1475
33,32,38.0,8531,13193,64.7,168983,76721,3726,4705,79.2,2960,4155,71.2,1522,3394,44.8,27,29.6,25.5,-2.6,255,884,257,67,1092
34,25,38.0,11843,16037,73.8,235817,90648,5017,5865,85.5,4565,5639,81.0,1992,3751,53.1,31,34.4,34.8,-3.4,326,982,223,113,1215
35,23,38.0,13835,17950,77.1,247420,98077,6273,7172,87.5,4949,6091,81.3,1871,3271,57.2,27,30.0,30.6,-3.0,316,1049,239,71,1519
36,29,34.0,10836,15211,71.2,205265,85675,4376,5334,82.0,4736,6120,77.4,1435,2908,49.3,18,24.1,28.4,-6.1,271,967,251,88,1283
37,26,34.0,10896,15033,72.5,205987,91079,4337,5385,80.5,4669,5853,79.8,1524,2855,53.4,26,30.7,32.7,-4.7,312,870,219,75,1237
38,32,38.0,11540,15669,73.6,217853,88425,5051,5956,84.8,4456,5516,80.8,1663,3290,50.5,19,21.1,17.1,-2.1,242,795,172,66,1077
39,25,34.0,11790,15682,75.2,234644,92326,4360,5252,83.0,5395,6453,83.6,1774,3238,54.8,32,27.8,26.3,4.2,232,1000,182,65,1219
40,26,34.0,13876,17437,79.6,258752,103013,5627,6473,86.9,6192,7146,86.6,1686,2997,56.3,47,36.6,37.6,10.4,372,1079,287,72,1351
41,25,38.0,12036,16822,71.5,222821,88700,5283,6357,83.1,4787,6127,78.1,1549,3270,47.4,19,23.7,19.8,-4.7,260,937,180,77,1210
42,22,38.0,18939,22926,82.6,314570,111145,9314,10231,91.0,7242,8531,84.9,1718,2834,60.6,34,43.8,42.7,-9.8,451,1399,365,96,1877
43,24,38.0,20215,23688,85.3,370631,112593,8311,9107,91.3,8854,9858,89.8,2422,3461,70.0,39,37.9,36.6,1.1,405,1387,312,97,1704
44,31,34.0,11807,15875,74.4,224920,93638,4862,5777,84.2,4971,6084,81.7,1622,3082,52.6,24,29.8,35.0,-5.8,271,1046,239,68,1331
45,32,38.0,12784,16975,75.3,238481,93125,5792,6770,85.6,4835,5966,81.0,1822,3322,54.8,30,40.0,35.1,-10.0,343,1090,272,85,1477
46,36,38.0,15824,19788,80.0,270275,100124,7765,8727,89.0,5854,6917,84.6,1657,2998,55.3,15,24.8,27.8,-9.8,293,1030,255,61,1332
47,24,38.0,16436,20347,80.8,285651,107655,7668,8659,88.6,6466,7570,85.4,1760,2905,60.6,51,45.8,41.1,5.2,446,1393,372,96,1802
48,28,38.0,10383,14887,69.7,193941,83789,4971,5989,83.0,3631,4767,76.2,1500,3243,46.3,23,30.0,27.0,-7.0,291,926,190,75,1111
49,27,38.0,12357,17124,72.2,226357,89044,5532,6632,83.4,4543,5830,77.9,1720,3430,50.1,38,34.9,31.1,3.1,297,1010,225,72,1271
50,33,38.0,10715,14768,72.6,200058,84435,4844,5740,84.4,4091,5116,80.0,1493,3025,49.4,28,31.8,22.5,-3.8,287,979,272,87,1286
51,24,34.0,14731,18621,79.1,263442,98501,6811,7849,86.8,5991,7066,84.8,1620,2828,57.3,46,42.4,42.3,3.6,382,1201,312,78,1661
52,25,38.0,16258,20060,81.0,282286,106486,7206,8104,88.9,6582,7610,86.5,1704,2899,58.8,31,29.7,26.5,1.3,341,1163,227,55,1581
53,27,38.0,20367,24900,81.8,367077,125520,8322,9359,88.9,9546,10936,87.3,1998,3478,57.4,58,52.7,47.7,5.3,488,1763,464,67,2236
54,26,38.0,17480,20965,83.4,298018,102181,8234,9136,90.1,6925,7866,88.0,1706,2672,63.8,62,43.9,35.2,18.1,418,1136,275,64,1670
55,27,34.0,14595,18200,80.2,267763,97277,6123,7012,87.3,6427,7380,87.1,1695,2915,58.1,26,35.0,33.4,-9.0,338,1106,257,54,1385
56,27,34.0,10267,14181,72.4,197157,83821,4248,5190,81.8,4319,5344,80.8,1436,2823,50.9,27,25.5,29.7,1.5,302,901,189,63,1116
57,37,38.0,11424,15769,72.4,215599,89948,5144,6089,84.5,4252,5405,78.7,1693,3361,50.4,15,26.3,23.6,-11.3,291,949,213,97,1169
58,25,38.0,26164,29961,87.3,421270,127277,13122,14165,92.6,10259,11378,90.2,1810,2720,66.5,85,57.9,60.7,27.1,498,2026,525,44,2570
59,27,38.0,17765,21865,81.2,292678,102023,8463,9383,90.2,6387,7424,86.0,1751,3131,55.9,53,40.5,42.2,12.5,377,1324,357,73,1564
60,26,38.0,17221,21066,81.7,272251,98077,8681,9593,90.5,5569,6587,84.5,1662,2886,57.6,54,55.9,47.1,-1.9,461,1074,320,111,1586
61,36,38.0,12673,16957,74.7,265927,110510,4630,5534,83.7,5622,6870,81.8,2313,4029,57.4,27,30.0,29.0,-3.0,330,1466,244,95,1518
62,23,38.0,18086,21918,82.5,340658,119741,7209,8007,90.0,8362,9452,88.5,2212,3595,61.5,28,35.3,34.7,-7.3,455,1597,364,93,2016
63,32,38.0,14444,18393,78.5,263591,98294,6363,7301,87.2,6012,7190,83.6,1744,3055,57.1,56,43.1,34.5,12.9,360,1190,271,77,1742
64,23,38.0,13612,17725,76.8,253505,102038,6161,7085,87.0,5149,6322,81.4,1958,3351,58.4,28,31.0,27.0,-3.0,375,1127,246,94,1572
65,30,38.0,11823,16263,72.7,209615,94610,5523,6495,85.0,4195,5342,78.5,1537,3144,48.9,24,29.4,32.3,-5.4,352,1024,262,109,1405
66,23,38.0,25306,29387,86.1,387545,129909,14135,15275,92.5,8157,9320,87.5,1928,2961,65.1,45,50.8,43.0,-5.8,524,2054,425,57,2468
67,27,38.0,11071,15659,70.7,199740,86134,5153,6161,83.6,4100,5358,76.5,1385,3119,44.4,29,32.1,26.1,-3.1,321,911,220,75,1145
68,31,38.0,20210,23523,85.9,358679,117946,9093,9894,91.9,8522,9445,90.2,2086,3115,67.0,35,31.9,31.8,3.1,358,1289,214,45,1637
69,28,38.0,23215,26436,87.8,360851,116681,11662,12571,92.8,7845,8702,90.2,1983,2700,73.4,75,65.1,63.1,9.9,460,1523,505,82,2068
70,23,34.0,14318,18354,78.0,239390,95405,7181,8287,86.7,5238,6383,82.1,1371,2539,54.0,43,39.6,42.6,3.4,374,1173,284,49,1591
71,24,38.0,20954,24496,85.5,358580,120201,10538,11420,92.3,7559,8541,88.5,2276,3309,68.8,65,62.8,58.8,2.2,550,1845,512,122,2383
72,27,38.0,16973,20838,81.5,305627,106582,7580,8448,89.7,6886,7927,86.9,2025,3358,60.3,47,38.9,35.6,8.1,389,1253,313,103,1605
73,28,38.0,13834,17996,76.9,248468,92927,6125,7052,86.9,5344,6426,83.2,1742,3267,53.3,32,33.0,30.1,-1.0,332,1148,192,65,1505
74,27,38.0,17482,21620,80.9,317322,114883,7481,8436,88.7,7193,8436,85.3,2187,3498,62.5,37,46.7,41.5,-9.7,489,1571,391,112,1989
75,30,38.0,15064,19124,78.8,271838,100875,6795,7751,87.7,6024,7118,84.6,1847,3173,58.2,31,35.4,32.9,-4.4,315,1092,233,54,1552
76,27,38.0,16259,20378,79.8,288968,110770,7299,8261,88.4,6773,7932,85.4,1761,3256,54.1,33,35.5,32.8,-2.5,333,1274,321,62,1627
77,28,38.0,11605,15909,72.9,235466,95474,4262,5148,82.8,5348,6629,80.7,1819,3460,52.6,16,27.7,25.9,-11.7,362,1105,231,82,1492
78,24,34.0,12134,15744,77.1,234185,86567,4613,5429,85.0,5868,7010,83.7,1509,2762,54.6,33,31.4,28.0,1.6,312,829,195,55,1248
79,31,38.0,16366,20571,79.6,280397,106920,8012,9022,88.8,6227,7403,84.1,1648,2973,55.4,35,42.8,36.9,-7.8,395,1304,343,56,1824
80,26,38.0,14336,19027,75.3,248346,90480,6923,7931,87.3,5463,6720,81.3,1497,3220,46.5,23,29.5,31.3,-6.5,343,1154,288,77,1609
81,29,38.0,12213,15961,76.5,234078,88899,4909,5657,86.8,5287,6253,84.6,1690,3200,52.8,14,21.5,21.4,-7.5,253,982,198,60,1218
82,30,38.0,10122,14569,69.5,194245,88499,4435,5386,82.3,3825,5023,76.1,1514,3194,47.4,28,27.4,25.8,0.6,288,921,230,60,1150
83,25,38.0,12776,16942,75.4,244597,93595,5386,6276,85.8,4960,6017,82.4,1992,3633,54.8,26,29.8,28.8,-3.8,315,929,245,82,1289
84,26,34.0,12150,16172,75.1,236442,91682,4778,5625,84.9,5520,6643,83.1,1628,3245,50.2,22,26.3,26.3,-4.3,250,953,201,76,1026
85,26,38.0,13223,17437,75.8,247025,93673,5802,6660,87.1,5291,6513,81.2,1760,3374,52.2,20,20.2,19.7,-0.2,223,973,190,57,1194
86,27,38.0,14584,18605,78.4,260991,97027,6629,7542,87.9,5756,6887,83.6,1726,3032,56.9,36,35.1,29.8,0.9,342,1014,282,70,1425
87,25,38.0,19284,23695,81.4,363818,126442,7604,8618,88.2,9105,10458,87.1,2278,3694,61.7,51,49.0,43.6,2.0,462,1793,394,63,2249
88,25,38.0,11368,15755,72.2,215845,96757,4992,6041,82.6,4492,5705,78.7,1613,3169,50.9,24,29.1,31.1,-5.1,304,1172,227,103,1473
89,25,38.0,12006,16326,73.5,220755,91015,5311,6283,84.5,4514,5565,81.1,1673,3244,51.6,21,26.5,24.9,-5.5,270,979,229,75,1333
90,27,38.0,12720,16838,75.5,244773,97767,5097,6015,84.7,5647,6840,82.6,1734,3255,53.3,27,29.4,23.8,-2.4,330,965,242,81,1364
91,25,38.0,14289,18004,79.4,262219,98454,6215,7101,87.5,6045,7114,85.0,1688,2915,57.9,45,39.9,33.5,5.1,354,1223,307,75,1563
92,32,38.0,14995,18797,79.8,271846,102257,6901,7805,88.4,5966,7033,84.8,1827,3099,59.0,45,42.0,31.8,3.0,372,1157,246,60,1453
93,29,38.0,12758,17513,72.8,225604,93079,6170,7329,84.2,4621,5948,77.7,1528,3090,49.4,27,29.2,29.4,-2.2,320,1071,285,79,1455
94,25,34.0,12065,16175,74.6,240785,94937,4518,5560,81.3,5538,6710,82.5,1821,3184,57.2,27,31.6,29.4,-4.6,328,1114,237,80,1473
95,24,38.0,10495,15004,69.9,201340,89346,4694,5597,83.9,3898,5098,76.5,1590,3408,46.7,24,25.9,26.9,-1.9,272,967,228,115,1106
96,27,38.0,11779,16197,72.7,221883,87777,5113,6041,84.6,4678,5850,80.0,1633,3407,47.9,29,24.9,22.7,4.1,278,989,233,78,1179
97,29,34.0,12870,16577,77.6,260372,100288,4605,5437,84.7,5952,6940,85.8,2061,3507,58.8,26,21.5,25.3,4.5,249,1046,194,62,1304
