,Player,Squad,Playing Time - MP,Playing Time - Starts,Playing Time - Min,90s,Performance - GA,Performance - GA90,Performance - SoTA,Performance - Saves,Performance - Save%,Performance - W,Performance - D,Performance - L,Performance - CS,Performance - CS%,Penalty Kicks - PKatt,Penalty Kicks - PKA,Penalty Kicks - PKsv,Penalty Kicks - PKm,Penalty Kicks - Save%
31,Koen Casteels,Wolfsburg,26,26,2340,26.0,38,1.46,105,67,67.6,11,6,9,5,19.2,4,4,0,0,0.0
32,Churripi,Valladolid,3,3,244,2.7,3,1.11,13,10,76.9,1,0,2,1,33.3,0,0,0,0,0.0
33,Jasper Cillessen,Valencia,24,24,2096,23.3,30,1.29,109,78,78.0,10,7,7,5,20.8,8,6,2,0,25.0
34,Yannis Clementia,Nice,2,2,180,2.0,2,1.00,7,5,85.7,2,0,0,0,0.0,1,1,0,0,0.0
35,Simone Colombi,Parma,4,4,360,4.0,4,1.00,19,15,84.2,1,1,2,1,25.0,2,1,0,1,0.0
36,Andrea Consigli,Sassuolo,31,31,2790,31.0,55,1.77,145,92,66.9,12,5,14,5,16.1,8,7,1,0,12.5
37,Angelo da Costa Junior,Bologna,1,1,90,1.0,1,1.00,2,1,50.0,0,1,0,0,0.0,0,0,0,0,0.0
38,Benoit Costil,Bordeaux,28,28,2520,28.0,34,1.21,108,74,70.4,9,10,9,6,21.4,3,2,1,0,33.3
39,Thibaut Courtois,Real Madrid,34,34,3060,34.0,20,0.59,96,76,79.2,23,8,3,18,52.9,0,0,0,0,0.0
40,Alessio Cragno,Cagliari,16,16,1440,16.0,21,1.31,89,68,77.5,2,6,8,3,18.8,2,1,1,0,50.0
41,Ivan Cuellar,Leganés,27,27,2429,27.0,33,1.22,99,65,67.7,7,9,11,7,25.9,2,1,1,0,50.0
42,Paul Delecroix,Metz,2,1,135,1.5,4,2.67,6,2,50.0,0,0,1,0,0.0,1,1,0,0,0.0
43,Lucas Dias,Nîmes,4,3,316,3.5,6,1.71,19,13,68.4,0,2,1,1,33.3,0,0,0,0,0.0
44,Marko Dmitrovic,Eibar,35,35,3150,35.0,51,1.46,122,71,61.5,9,9,17,10,28.6,5,4,1,0,20.0
45,Jaume Domenech,Valencia,15,14,1324,14.7,23,1.56,81,58,72.8,4,4,6,3,21.4,1,1,0,0,0.0
46,Gianluigi Donnarumma,Milan,36,36,3201,35.6,42,1.18,141,96,73.0,18,9,9,12,33.3,8,4,4,0,50.0
47,Bartlomiej Dragowski,Fiorentina,31,31,2790,31.0,43,1.39,139,94,73.4,7,12,12,8,25.8,8,6,2,0,25.0
48,Martin Dubravka,Newcastle Utd,38,38,3420,38.0,58,1.53,195,139,71.3,11,11,16,11,28.9,2,2,0,0,0.0
49,Ederson,Manchester City,35,35,3071,34.1,28,0.82,95,68,73.7,24,3,8,16,45.7,3,3,0,0,0.0
50,Aaron Escandell,Granada,3,3,270,3.0,3,1.00,14,11,78.6,1,0,2,1,33.3,0,0,0,0,0.0
52,Lukasz Fabianski,West Ham,25,25,2117,23.5,34,1.45,104,71,70.2,8,7,10,5,20.0,4,3,1,0,25.0
53,Fabricio,Mallorca,2,2,90,1.0,3,3.00,6,3,66.7,0,0,1,0,0.0,1,1,0,0,0.0
54,Ralf Fahrmann,Norwich City,1,1,21,0.2,1,4.29,2,1,100.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
55,Wladimiro Falcone,Sampdoria,2,2,180,2.0,5,2.50,13,8,69.2,0,1,1,0,0.0,1,1,0,0,0.0
56,Aitor Fernandez,Levante,36,36,3240,36.0,51,1.42,205,153,76.6,12,7,17,5,13.9,5,3,2,0,40.0
57,Andres Fernandez,Villarreal,4,4,360,4.0,8,2.00,19,12,73.7,1,2,1,1,25.0,3,3,0,0,0.0
58,Mark Flekken,Freiburg,10,10,900,10.0,14,1.40,69,55,79.7,4,3,3,3,30.0,1,0,0,1,0.0
59,Ben Foster,Watford,38,38,3420,38.0,64,1.68,178,116,68.5,8,10,20,9,23.7,9,8,1,0,11.1
60,Daniel Fuzato,Roma,1,1,90,1.0,1,1.00,2,1,50.0,1,0,0,0,0.0,0,0,0,0,0.0
61,Gabriel,Lecce,34,34,2997,33.3,76,2.28,227,152,70.9,6,8,20,2,5.9,12,10,2,0,16.7
62,Paulo Gazzaniga,Tottenham,18,17,1613,17.9,26,1.45,82,56,72.0,5,5,7,2,11.8,4,3,1,0,25.0
63,David de Gea,Manchester Utd,38,38,3420,38.0,36,0.95,131,96,74.8,18,12,8,13,34.2,3,3,0,0,0.0
64,Rafal Gikiewicz,Union Berlin,33,33,2970,33.0,54,1.64,159,105,67.9,12,5,16,8,24.2,4,3,1,0,25.0
65,Mauro Goicoechea,Toulouse,2,2,180,2.0,5,2.50,13,8,61.5,0,0,2,0,0.0,0,0,0,0,0.0
66,Pierluigi Gollini,Atalanta,33,33,2884,32.0,42,1.31,120,81,70.0,19,9,5,8,24.2,6,6,0,0,0.0
67,Alfred Gomis,Dijon,19,19,1620,18.0,20,1.11,81,62,76.5,6,7,6,6,31.6,1,1,0,0,0.0
68,Vicente Guaita,Crystal Palace,35,35,3150,35.0,42,1.20,149,109,71.8,11,9,15,10,28.6,1,0,0,1,0.0
69,Peter Gulacsi,RB Leipzig,32,32,2880,32.0,34,1.06,116,82,72.4,16,12,4,10,31.3,2,2,0,0,0.0
70,Angus Gunn,Southampton,10,10,900,10.0,25,2.50,55,30,58.2,2,2,6,2,20.0,2,2,0,0,0.0
71,Regis Gurtner,Amiens,28,28,2520,28.0,50,1.79,142,93,65.5,4,11,13,5,17.9,1,1,0,0,0.0
72,Samir Handanovic,Inter,35,35,3150,35.0,32,0.91,110,78,72.7,22,10,3,13,37.1,3,2,1,0,33.3
73,Tom Heaton,Aston Villa,20,20,1794,19.9,35,1.76,102,68,68.6,6,3,11,4,20.0,3,3,0,0,0.0
74,Dean Henderson,Sheffield Utd,36,36,3240,36.0,33,0.92,128,94,75.0,14,11,11,13,36.1,3,1,1,1,50.0
75,Wayne Hennessey,Crystal Palace,3,3,270,3.0,8,2.67,23,15,65.2,0,1,2,0,0.0,0,0,0,0,0.0
76,Sergio Herrera,Osasuna,19,18,1655,18.4,27,1.47,80,53,67.5,7,3,8,7,38.9,1,1,0,0,0.0
78,Iago Herrerin,Athletic Club,5,4,425,4.7,9,1.91,19,10,52.6,0,3,1,0,0.0,0,0,0,0,0.0
79,Marwin Hitz,Dortmund,4,3,290,3.2,1,0.31,7,6,85.7,2,1,0,3,100.0,0,0,0,0,0.0
80,Timo Horn,Köln,34,34,3060,34.0,69,2.03,156,87,58.3,10,6,18,6,17.6,6,4,2,0,33.3
81,Lukas Hradecky,Leverkusen,34,34,3060,34.0,44,1.29,143,99,70.6,19,6,9,10,29.4,2,2,0,0,0.0
82,Jannik Huth,Paderborn 07,6,6,540,6.0,17,2.83,33,16,51.5,0,1,5,0,0.0,1,1,0,0,0.0
83,Rune Jarstein,Hertha BSC,29,29,2547,28.3,46,1.63,143,99,72.7,11,5,13,9,31.0,7,7,0,0,0.0
84,Jesse Joronen,Brescia,29,29,2610,29.0,59,2.03,181,124,72.4,5,6,18,5,17.2,10,9,1,0,10.0
85,Lovre Kalinic,Toulouse,4,4,306,3.4,4,1.18,15,11,73.3,0,1,3,1,25.0,0,0,0,0,0.0
86,Stefanos Kapino,Werder Bremen,1,1,90,1.0,2,2.00,5,3,60.0,0,1,0,0,0.0,0,0,0,0,0.0
87,Florian Kastenmeier,Düsseldorf,17,17,1530,17.0,31,1.82,78,49,62.8,2,9,6,2,11.8,3,2,1,0,33.3
88,Tomas Koubek,Augsburg,24,24,2160,24.0,51,2.12,122,72,58.2,6,6,12,4,16.7,1,0,1,0,100.0
89,Thomas Kraft,Hertha BSC,4,4,360,4.0,9,2.25,19,10,52.6,0,3,1,0,0.0,0,0,0,0,0.0
90,Tim Krul,Norwich City,36,36,3240,36.0,68,1.89,195,128,66.7,5,6,25,5,13.9,5,3,2,0,40.0
91,Alban Lafont,Nantes,27,27,2430,27.0,29,1.07,95,64,72.6,11,4,12,10,37.0,6,3,2,1,40.0
92,Gautier Larsonneur,Brest,27,27,2398,26.6,34,1.28,132,96,76.5,7,10,10,7,25.9,5,3,2,0,40.0
93,Benjamin Lecomte,Monaco,28,28,2520,28.0,44,1.57,134,91,71.6,11,7,10,7,25.0,6,6,0,0,0.0
94,Nicolas Lemaitre,Reims,1,1,90,1.0,3,3.00,4,1,50.0,0,0,1,0,0.0,1,1,0,0,0.0
95,Bernd Leno,Arsenal,30,30,2649,29.4,39,1.33,151,111,78.1,9,13,8,7,23.3,7,6,1,0,14.3
96,Donovan Leon,Brest,2,1,122,1.4,3,2.21,11,8,81.8,1,0,0,1,100.0,1,1,0,0,0.0
97,Karlo Letica,SPAL,10,10,900,10.0,29,2.90,65,36,55.4,0,1,9,0,0.0,1,0,1,0,100.0
98,Hugo Lloris,Tottenham,21,21,1807,20.1,21,1.05,99,78,80.8,11,6,4,6,28.6,3,2,1,0,33.3
99,Anthony Lopes,Lyon,26,26,2340,26.0,25,0.96,86,64,73.3,10,7,9,8,30.8,3,2,0,1,0.0
100,Diego Lopez,Espanyol,36,36,3232,35.9,58,1.62,160,103,67.5,4,9,23,4,11.1,7,6,1,0,14.3
101,Pau Lopez,Roma,32,32,2880,32.0,45,1.41,132,86,72.0,18,6,8,5,15.6,9,8,1,0,11.1
102,Andreas Luthe,Augsburg,10,10,900,10.0,12,1.20,33,22,63.6,3,3,4,3,30.0,0,0,0,0,0.0
104,Mike Maignan,Lille,28,28,2520,28.0,27,0.96,83,58,72.3,15,4,9,12,42.9,6,4,1,1,20.0
105,Steve Mandanda,Marseille,27,27,2371,26.3,27,1.02,92,67,75.0,15,8,4,11,40.7,4,4,0,0,0.0
106,Daniel Martin,Betis,6,5,531,5.9,12,2.03,24,12,50.0,1,0,4,1,20.0,0,0,0,0,0.0
107,David Martin,West Ham,5,4,436,4.8,6,1.24,21,15,71.4,2,0,2,2,50.0,0,0,0,0,0.0
108,Emiliano Martinez,Arsenal,9,8,771,8.6,9,1.05,42,33,81.0,5,1,2,3,37.5,1,1,0,0,0.0
109,Jordi Masip,Valladolid,35,35,3150,35.0,39,1.11,125,85,73.6,8,15,12,11,31.4,7,6,1,0,14.3
110,Alex McCarthy,Southampton,28,28,2520,28.0,35,1.25,113,78,69.9,13,5,10,7,25.0,2,1,1,0,50.0
111,Michael McGovern,Norwich City,2,1,159,1.8,6,3.40,13,6,53.8,0,0,1,0,0.0,1,0,1,0,100.0
112,Edouard Mendy,Rennes,24,24,2160,24.0,19,0.79,79,60,79.7,13,5,6,9,37.5,4,3,1,0,25.0
113,Alex Meret,Napoli,22,21,1951,21.7,33,1.52,84,51,66.7,9,5,7,3,14.3,6,5,1,0,16.7
114,Antonio Mirante,Roma,5,5,450,5.0,5,1.00,24,19,83.3,2,1,2,2,40.0,1,1,0,0,0.0
115,Simon Moore,Sheffield Utd,2,2,180,2.0,6,3.00,11,5,45.5,0,1,1,0,0.0,0,0,0,0,0.0
116,Jessy Moulin,Saint-Étienne,5,5,450,5.0,4,0.80,23,19,91.3,2,2,1,2,40.0,2,2,0,0,0.0
117,Florian Muller,Mainz 05,13,12,1125,12.5,25,2.00,66,40,65.2,3,2,7,2,16.7,3,2,1,0,33.3
118,Juan Musso,Udinese,38,38,3420,38.0,51,1.34,194,141,77.8,12,9,17,14,36.8,10,8,2,0,20.0
119,Yvon Mvogo,RB Leipzig,2,2,180,2.0,3,1.50,5,2,40.0,2,0,0,0,0.0,0,0,0,0,0.0
120,Keylor Navas,Paris S-G,21,21,1890,21.0,18,0.86,66,49,72.7,17,2,2,11,52.4,0,0,0,0,0.0
121,Neto,Barcelona,2,2,180,2.0,2,1.00,3,1,33.3,1,1,0,1,50.0,0,0,0,0,0.0
122,Manuel Neuer,Bayern Munich,33,33,2970,33.0,31,0.94,110,79,74.5,25,4,4,15,45.5,4,3,1,0,25.0
123,Moritz Nicolas,Union Berlin,1,1,90,1.0,4,4.00,8,4,50.0,0,0,1,0,0.0,0,0,0,0,0.0
124,Alexander Nubel,Schalke 04,26,26,2315,25.7,40,1.56,118,80,69.5,8,9,9,5,19.2,4,4,0,0,0.0
125,Orjan Nyland,Aston Villa,7,5,539,6.0,12,2.00,27,15,55.6,0,2,3,1,20.0,0,0,0,0,0.0
126,Jan Oblak,Atlético Madrid,38,38,3395,37.7,27,0.72,111,87,78.4,18,16,4,17,44.7,4,3,0,1,0.0
127,Oier Olazabal,Espanyol,2,2,180,2.0,0,0.00,3,3,100.0,1,1,0,2,100.0,0,0,0,0,0.0
128,Robin Olsen,Cagliari,17,17,1524,16.9,24,1.42,89,67,77.5,8,5,4,4,23.5,4,4,0,0,0.0
130,David Ospina,Napoli,17,17,1469,16.3,17,1.04,54,37,72.2,9,3,5,4,23.5,2,2,0,0,0.0
131,Alexandre Oukidja,Metz,27,27,2385,26.5,31,1.17,129,98,78.3,8,10,9,8,29.6,3,3,0,0,0.0
132,Fernando Pacheco,Alavés,27,27,2358,26.2,37,1.41,102,62,71.6,7,7,13,6,22.2,11,8,3,0,27.3
133,Daniele Padelli,Inter,4,4,270,3.0,4,1.33,8,4,62.5,2,0,1,1,25.0,1,1,0,0,0.0
134,Miquel Parera,Mallorca,1,1,90,1.0,2,2.00,5,3,60.0,0,1,0,0,0.0,0,0,0,0,0.0
135,Rui Patricio,Wolves,38,38,3420,38.0,40,1.05,129,88,69.8,15,14,9,13,34.2,3,1,2,0,66.7
136,Jiri Pavlenka,Werder Bremen,33,33,2970,33.0,67,2.03,169,105,60.9,8,6,19,4,12.1,1,1,0,0,0.0
137,Gianluca Pegolo,Sassuolo,5,5,450,5.0,4,0.80,27,24,85.2,2,2,1,2,40.0,0,0,0,0,0.0
138,Yohann Pele,Marseille,2,1,149,1.7,2,1.21,7,4,71.4,1,0,0,0,0.0,1,0,1,0,100.0
139,Philipp Pentke,Hoffenheim,4,4,360,4.0,4,1.00,21,17,85.7,2,0,2,1,25.0,1,1,0,0,0.0
140,Juan Perez,Osasuna,2,2,180,2.0,3,1.50,9,6,77.8,1,1,0,0,0.0,1,1,0,0,0.0
141,Samu Perez,Valladolid,1,0,26,0.3,1,3.46,1,0,100.0,0,0,0,0,0.0,1,1,0,0,0.0
142,Mattia Perin,Genoa,21,21,1890,21.0,38,1.81,103,66,64.1,8,4,9,5,23.8,2,1,0,1,0.0
143,Pavao Pervan,Wolfsburg,8,8,720,8.0,8,1.00,37,30,81.1,2,4,2,3,37.5,1,1,0,0,0.0
144,Danijel Petkovic,Angers,2,2,180,2.0,1,0.50,7,6,85.7,1,0,1,1,50.0,0,0,0,0,0.0
145,Denis Petric,Nantes,1,1,90,1.0,2,2.00,6,4,66.7,0,0,1,0,0.0,0,0,0,0,0.0
146,Jordan Pickford,Everton,38,38,3420,38.0,56,1.47,147,94,63.9,13,10,15,9,23.7,4,3,0,1,0.0
147,Carlo Pinsoglio,Juventus,1,0,19,0.2,0,0.00,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0
148,Nick Pope,Burnley,38,38,3420,38.0,50,1.32,167,117,72.5,15,9,14,15,39.5,5,4,1,0,20.0
149,Ionut Radu,Genoa,17,17,1530,17.0,35,2.06,98,64,70.4,2,5,10,2,11.8,7,6,0,1,0.0
150,Boris Radunovic,Hellas Verona,3,3,270,3.0,8,2.67,15,7,60.0,1,0,2,1,33.3,2,2,0,0,0.0
151,Rafael,Cagliari,6,5,454,5.0,11,2.18,17,6,47.1,1,1,3,0,0.0,3,2,0,1,0.0
152,Predrag Rajkovic,Reims,27,27,2430,27.0,18,0.67,87,65,80.5,10,11,6,12,44.4,5,1,4,0,80.0
153,Aaron Ramsdale,Bournemouth,37,37,3330,37.0,62,1.68,187,124,69.5,9,7,21,5,13.5,6,5,1,0,16.7
154,Darren Randolph,West Ham,2,2,180,2.0,5,2.50,11,6,63.6,0,1,1,0,0.0,1,1,0,0,0.0
156,Manolo Reina,Mallorca,36,36,3240,36.0,60,1.67,179,119,74.3,9,5,22,5,13.9,15,14,1,0,6.7
157,Pepe Reina,Aston Villa,12,12,1080,12.0,20,1.67,53,32,66.0,3,3,6,2,16.7,3,2,1,0,33.3
158,Pepe Reina,Milan,2,2,90,1.0,1,1.00,6,4,83.3,1,0,0,0,0.0,1,0,1,0,100.0
159,Alex Remiro,Real Sociedad,25,25,2250,25.0,32,1.28,93,60,73.1,11,4,10,6,24.0,8,7,1,0,12.5
160,Baptiste Reynet,Toulouse,23,22,2034,22.6,49,2.17,118,68,61.0,3,3,16,2,9.1,5,3,2,0,40.0
161,Sergio Rico,Paris S-G,2,2,180,2.0,4,2.00,10,6,60.0,2,0,0,0,0.0,0,0,0,0,0.0
162,Roberto,West Ham,8,7,687,7.6,17,2.23,51,35,68.6,0,1,6,0,0.0,1,1,0,0,0.0
163,Roberto,Alavés,9,8,790,8.8,19,2.16,54,35,70.4,2,1,5,2,25.0,3,3,0,0,0.0
164,Joel Robles,Betis,33,33,2887,32.1,48,1.50,130,83,71.5,9,11,13,5,15.2,11,11,0,0,0.0
165,Antonio Rosati,Torino,1,1,90,1.0,1,1.00,5,4,80.0,0,1,0,0,0.0,0,0,0,0,0.0
166,Francesco Rossi,Atalanta,1,0,11,0.1,1,8.18,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0
167,Ruben,Osasuna,19,18,1583,17.6,24,1.36,54,30,61.1,5,9,4,4,22.2,3,3,0,0,0.0
168,Stephane Ruffier,Saint-Étienne,22,22,1980,22.0,40,1.82,100,60,63.0,6,4,12,3,13.6,4,3,0,1,0.0
169,Geronimo Rulli,Montpellier,25,25,2250,25.0,27,1.08,119,91,79.8,11,7,7,8,32.0,5,3,2,0,40.0
170,Mathew Ryan,Brighton,38,38,3420,38.0,54,1.42,168,116,69.0,9,14,15,9,23.7,2,2,0,0,0.0
171,Frederik Ronnow,Eint Frankfurt,9,9,810,9.0,14,1.56,49,35,75.5,2,3,4,1,11.1,2,2,0,0,0.0
172,Romain Salin,Rennes,5,4,360,4.0,5,1.25,19,13,73.7,2,0,2,1,25.0,1,0,1,0,100.0
173,Kasper Schmeichel,Leicester City,38,38,3420,38.0,41,1.08,135,94,75.6,18,8,12,13,34.2,10,8,2,0,20.0
174,Markus Schubert,Schalke 04,9,8,742,8.2,18,2.18,55,37,70.9,1,3,4,2,25.0,2,2,0,0,0.0
175,Alexander Schwolow,Freiburg,24,24,2091,23.2,32,1.38,118,86,75.4,9,6,9,4,16.7,3,3,0,0,0.0
176,Matz Sels,Strasbourg,27,27,2430,27.0,32,1.19,104,71,75.0,11,5,11,8,29.6,7,6,1,0,14.3
177,Luigi Sepe,Parma,34,34,3060,34.0,53,1.56,193,137,75.6,13,6,15,5,14.7,9,6,3,0,33.3
178,Rui Silva,Granada,35,35,3150,35.0,42,1.20,142,99,73.2,15,8,12,12,34.3,5,4,1,0,20.0
179,Marco Silvestri,Hellas Verona,35,35,3150,35.0,43,1.23,159,117,77.4,11,13,11,9,25.7,7,7,0,0,0.0
180,Unai Simon,Athletic Club,34,34,2991,33.2,29,0.87,109,82,78.0,13,9,12,12,35.3,7,5,0,2,0.0
182,Salvatore Sirigu,Torino,36,36,3240,36.0,64,1.78,197,135,72.1,11,6,19,7,19.4,10,9,1,0,10.0
183,Antonio Sivera,Alavés,3,3,270,3.0,3,1.00,5,2,60.0,1,1,1,1,33.3,1,1,0,0,0.0
184,Lukasz Skorupski,Bologna,37,37,3330,37.0,64,1.73,187,123,69.0,12,10,15,2,5.4,8,6,1,1,14.3
185,Dennis Smarsch,Hertha BSC,2,1,151,1.7,4,2.38,11,7,63.6,0,0,1,0,0.0,0,0,0,0,0.0
186,Yann Sommer,M'Gladbach,34,34,3060,34.0,40,1.18,158,117,75.3,20,5,9,7,20.6,2,1,1,0,50.0
187,David Soria,Getafe,38,38,3420,38.0,37,0.97,109,73,70.6,14,12,12,15,39.5,6,5,1,0,16.7
188,Juan Soriano,Leganés,11,11,990,11.0,18,1.64,39,22,66.7,1,3,7,1,9.1,5,5,0,0,0.0
189,Marco Sportiello,Atalanta,6,5,525,5.8,5,0.86,18,13,72.2,4,0,1,2,40.0,0,0,0,0,0.0
190,Jed Steer,Aston Villa,1,1,7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,Zack Steffen,Düsseldorf,17,17,1530,17.0,36,2.12,99,63,64.6,4,3,10,2,11.8,2,1,1,0,50.0
192,Thomas Strakosha,Lazio,38,38,3420,38.0,42,1.11,154,112,77.3,24,6,8,11,28.9,9,7,1,1,12.5
193,Wojciech Szczesny,Juventus,29,29,2591,28.8,33,1.15,129,95,80.6,19,4,6,11,37.9,10,8,1,1,11.1
194,Ciprian Tatarusanu,Lyon,2,2,180,2.0,2,1.00,11,9,81.8,1,0,1,1,50.0,0,0,0,0,0.0
195,Marc-Andre ter Stegen,Barcelona,36,36,3240,36.0,36,1.00,116,79,74.1,24,6,6,14,38.9,7,6,1,0,14.3
196,Pietro Terracciano,Fiorentina,7,7,624,6.9,5,0.72,23,18,91.3,5,1,1,2,28.6,3,3,0,0,0.0
197,Demba Thiam,SPAL,2,2,180,2.0,4,2.00,16,12,81.3,0,1,1,0,0.0,1,1,0,0,0.0
198,Niclas Thiede,Freiburg,1,0,69,0.8,1,1.30,4,3,75.0,0,0,0,0,0.0,0,0,0,0,0.0
199,Kevin Trapp,Eint Frankfurt,22,22,1980,22.0,38,1.73,105,69,64.8,11,3,8,4,18.2,1,1,0,0,0.0
200,Mark Travers,Bournemouth,1,1,90,1.0,3,3.00,5,2,40.0,0,0,1,0,0.0,0,0,0,0,0.0
201,Stefano Turati,Sassuolo,2,2,180,2.0,4,2.00,12,8,75.0,0,2,0,0,0.0,1,1,0,0,0.0
202,Samir Ujkani,Torino,1,1,90,1.0,3,3.00,6,3,66.7,0,0,1,0,0.0,1,1,0,0,0.0
203,Sven Ulreich,Bayern Munich,2,2,90,1.0,1,1.00,3,2,66.7,1,0,0,0,0.0,0,0,0,0,0.0
204,Tomas Vaclik,Sevilla,33,33,2925,32.5,31,0.95,96,65,69.8,15,12,6,12,36.4,3,2,1,0,33.3
205,Koke Vegas,Levante,2,2,180,2.0,2,1.00,10,8,80.0,2,0,0,1,50.0,1,0,0,1,0.0
206,Mauro Vigorito,Lecce,5,4,423,4.7,9,1.91,29,20,72.4,3,0,1,1,25.0,1,1,0,0,0.0
208,Ivan Villar,Celta Vigo,4,3,280,3.1,5,1.61,11,6,54.5,0,1,2,1,33.3,0,0,0,0,0.0
209,Felix Wiedwald,Eint Frankfurt,3,3,270,3.0,8,2.67,20,12,60.0,0,0,3,0,0.0,0,0,0,0,0.0
210,Yoel,Eibar,4,4,270,3.0,5,1.67,16,10,68.8,2,0,1,1,25.0,1,0,1,0,100.0
211,Robin Zentner,Mainz 05,22,22,1935,21.5,40,1.86,115,75,66.1,8,2,12,3,13.6,2,1,1,0,50.0
212,Leopold Zingerle,Paderborn 07,28,28,2520,28.0,57,2.04,152,96,64.5,4,7,17,5,17.9,4,3,1,0,25.0
