,Player,Squad,90s,Tackles - Tkl,Tackles - TklW,Tackles - Def 3rd,Tackles - Mid 3rd,Tackles - Att 3rd,Challenges - Tkl,Challenges - Att,Challenges - Tkl%,Challenges - Lost,Blocks - Blocks,Blocks - Sh,Blocks - Pass,Int,Tkl+Int,Clr,Err
113,Charles Aranguiz,Leverkusen,21.0,48,30,21,22,5,21,66,31.8,45,31,2,29,25,73,27,1
114,Luiz Araujo,Lille,8.7,23,17,8,9,6,9,24,37.5,15,6,1,5,3,26,4,0
115,Nestor Araujo,Celta Vigo,29.8,42,22,32,9,1,18,22,81.8,4,32,21,11,35,77,153,1
116,Anaitz Arbilla,Eibar,21.7,31,24,25,5,1,17,27,63.0,10,12,5,7,46,77,92,2
117,Joaquin Ardaiz,Frosinone,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
118,Alphonse Areola,Paris S-G,21.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,4,1
119,Santiago Arias,Atlético Madrid,19.7,48,32,31,16,1,20,31,64.5,11,14,2,12,34,82,43,0
120,Lorenzo Ariaudo,Frosinone,18.7,20,14,15,4,1,6,10,60.0,4,31,20,11,14,34,103,0
121,Nicolo Armini,Lazio,0.4,1,1,0,1,0,1,2,50.0,1,1,0,1,0,1,0,0
122,Yoel Armougom,Caen,20.6,31,21,20,9,2,15,29,51.7,14,9,3,6,21,52,66,0
123,Stuart Armstrong,Southampton,15.9,28,20,14,6,8,8,42,19.0,34,14,0,14,12,40,12,0
124,Jose Arnaiz,Leganés,1.3,1,1,1,0,0,0,3,0.0,3,0,0,0,2,3,1,0
125,Marko Arnautovic,West Ham,22.1,9,5,4,3,2,1,7,14.3,6,4,2,2,3,12,6,0
126,Maximilian Arnold,Wolfsburg,31.9,52,30,21,27,4,21,61,34.4,40,31,10,21,35,87,48,1
127,Kepa Arrizabalaga,Chelsea,36.0,1,1,1,0,0,1,2,50.0,1,1,0,1,0,1,4,2
128,Harry Arter,Cardiff City,22.2,62,37,27,26,9,16,46,34.8,30,33,5,28,21,83,21,2
130,Kwadwo Asamoah,Inter,29.7,44,26,22,14,8,29,51,56.9,22,21,4,17,40,84,46,1
131,Takuma Asano,Hannover 96,7.8,5,3,1,1,3,1,6,16.7,5,9,0,9,2,7,2,0
132,Santiago Ascacibar,Stuttgart,27.0,78,50,43,29,6,34,74,45.9,40,48,10,38,43,121,34,1
133,Sergio Asenjo,Villarreal,32.0,0,0,0,0,0,0,1,0.0,1,0,0,0,3,3,26,2
134,Marco Asensio,Real Madrid,19.8,12,8,3,5,4,2,24,8.3,22,16,1,15,14,26,7,0
135,Iago Aspas,Celta Vigo,25.0,16,11,4,8,4,4,20,20.0,16,14,0,14,16,32,5,0
136,Simon Asta,Augsburg,1.0,6,3,4,2,0,2,2,100.0,0,2,1,1,3,9,1,0
137,Youcef Atal,Nice,25.1,68,44,34,25,9,34,67,50.7,33,38,8,30,56,124,42,0
138,Christian Atsu,Newcastle Utd,16.6,24,15,9,11,4,5,16,31.3,11,13,3,10,7,31,16,0
139,Pierre-Emerick Aubameyang,Arsenal,30.3,21,17,6,9,6,8,28,28.6,20,26,0,26,8,29,22,0
140,Emil Audero,Sampdoria,36.0,4,3,4,0,0,3,3,100.0,0,0,0,0,1,5,21,4
141,Jean-Kevin Augustin,RB Leipzig,5.1,2,0,0,0,2,0,1,0.0,1,6,0,6,3,5,0,0
142,Ludwig Augustinsson,Werder Bremen,33.6,53,31,25,22,6,23,39,59.0,16,37,11,26,38,91,86,1
143,Serge Aurier,Tottenham,6.3,20,12,12,4,4,8,15,53.3,7,8,2,6,7,27,20,0
144,Charlie Austin,Southampton,10.9,13,7,3,6,4,6,11,54.5,5,12,2,10,2,15,13,0
145,Ezequiel Avila,Huesca,22.2,18,10,7,7,4,4,26,15.4,22,21,2,19,13,31,22,0
146,Jordan Ayew,Crystal Palace,13.1,38,23,12,19,7,6,20,30.0,14,16,0,16,7,45,6,0
147,Kaan Ayhan,Düsseldorf,27.2,53,29,38,15,0,23,47,48.9,24,34,16,18,59,112,118,3
148,Floyd Ayite,Fulham,5.3,4,4,2,1,1,2,6,33.3,4,8,1,7,7,11,5,0
149,Cesar Azpilicueta,Chelsea,37.8,105,60,52,40,13,38,67,56.7,29,63,16,47,43,148,91,3
150,Abdoulaye Ba,Rayo Vallecano,23.4,46,33,37,8,1,29,39,74.4,10,32,18,14,29,75,165,4
151,Florian Baak,Hertha BSC,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
152,Ludovic Baal,Rennes,1.4,4,3,3,1,0,0,0,0.0,0,1,0,1,2,6,1,0
153,Khouma Babacar,Sassuolo,16.5,7,3,2,5,0,2,10,20.0,8,8,2,6,3,10,25,1
154,Ryan Babel,Fulham,13.9,8,4,1,5,2,3,9,33.3,6,12,0,12,6,14,13,1
156,Carlos Bacca,Villarreal,14.1,4,2,1,2,1,0,5,0.0,5,4,0,4,8,12,5,0
157,Juninho Bacuna,Huddersfield,15.7,46,29,22,19,5,22,54,40.7,32,21,1,20,24,70,12,1
158,Leandro Bacuna,Cardiff City,6.2,15,10,5,7,3,8,22,36.4,14,5,2,3,15,30,9,0
159,Milan Badelj,Lazio,12.7,33,20,10,19,4,16,37,43.2,21,27,9,18,33,66,20,1
160,Benoit Badiashile,Monaco,19.6,25,18,18,7,0,17,25,68.0,8,12,5,7,21,46,79,2
161,Holger Badstuber,Stuttgart,5.8,12,4,8,4,0,7,8,87.5,1,6,2,4,9,21,21,1
162,Stephane Bahoken,Angers,27.4,15,7,0,10,5,3,21,14.3,18,35,3,32,8,23,5,0
163,Daniel Baier,Augsburg,31.3,62,39,21,37,4,24,66,36.4,42,27,8,19,60,122,48,2
164,Leon Bailey,Leverkusen,21.3,15,11,9,2,4,6,20,30.0,14,20,0,20,14,29,11,0
165,Eric Bailly,Manchester Utd,7.1,15,9,14,1,0,8,10,80.0,2,9,4,5,13,28,39,1
166,Leighton Baines,Everton,4.2,8,6,4,3,1,4,6,66.7,2,2,0,2,2,10,8,0
167,Marvin Bakalorz,Hannover 96,16.3,18,11,7,9,2,6,36,16.7,30,29,4,25,28,46,47,0
168,Tiemoue Bakayoko,Milan,25.6,69,43,22,40,7,26,62,41.9,36,34,5,29,50,119,42,2
169,Ridle Baku,Mainz 05,10.4,18,9,6,9,3,2,7,28.6,5,13,1,12,8,26,9,0
170,Fabian Balbuena,West Ham,22.4,40,20,34,6,0,16,42,38.1,26,23,15,8,53,93,175,0
171,Keita Balde,Inter,9.9,10,6,4,2,4,2,9,22.2,7,8,0,8,3,13,1,0
172,Gareth Bale,Real Madrid,19.8,16,8,5,7,4,6,20,30.0,14,19,3,16,11,27,13,0
173,Mikel Balenziaga,Athletic Club,5.8,10,6,7,1,2,5,8,62.5,3,6,2,4,2,12,21,0
174,Andrija Balic,Udinese,0.3,1,0,0,0,1,0,1,0.0,1,0,0,0,0,1,1,0
175,Fode Ballo-Toure,Lille,17.7,47,35,26,19,2,21,32,65.6,11,25,7,18,27,74,42,2
176,Fode Ballo-Toure,Monaco,17.7,46,31,26,16,4,20,40,50.0,20,20,2,18,28,74,38,2
177,Florent Balmont,Dijon,12.0,29,16,16,10,3,9,36,25.0,27,13,2,11,6,35,8,0
178,Leon Balogun,Brighton,6.6,12,6,11,1,0,8,9,88.9,1,5,3,2,17,29,32,1
179,Mario Balotelli,Nice,8.4,1,0,0,1,0,1,4,25.0,3,9,1,8,1,2,8,0
180,Mario Balotelli,Marseille,10.4,5,3,1,3,1,2,7,28.6,5,8,2,6,3,8,6,0
182,Abdoulaye Bamba,Angers,28.6,51,29,31,14,6,24,44,54.5,20,20,4,16,37,88,86,0
183,Jonathan Bamba,Lille,33.4,29,19,7,17,5,13,39,33.3,26,24,1,23,41,70,18,0
184,Sol Bamba,Cardiff City,27.5,74,42,44,30,0,31,55,56.4,24,72,32,40,82,156,181,3
185,Yacine Bammou,Caen,10.3,14,7,7,4,3,3,8,37.5,5,14,3,11,9,23,17,0
186,Ever Banega,Sevilla,29.6,71,50,32,35,4,20,70,28.6,50,26,5,21,28,99,28,0
187,Mattia Bani,Chievo,29.0,67,40,46,21,0,27,40,67.5,13,51,35,16,57,124,162,2
188,Leo Baptistao,Espanyol,13.7,22,14,11,5,6,8,27,29.6,19,17,0,17,8,30,14,0
189,Antonin Barak,Udinese,3.7,9,6,4,5,0,2,11,18.2,9,4,0,4,2,11,2,0
190,Federico Barba,Chievo,27.6,30,14,21,9,0,8,21,38.1,13,29,15,14,65,95,129,0
191,Danilo Barbosa,Nice,17.2,29,20,13,13,3,6,17,35.3,11,17,2,15,15,44,25,1
192,Enis Bardhi,Levante,31.5,70,43,30,34,6,28,87,32.2,59,35,3,32,31,101,36,1
193,Francesco Bardi,Frosinone,3.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0
194,Phil Bardsley,Burnley,18.6,32,19,15,14,3,12,21,57.1,9,25,12,13,31,63,68,1
195,Nicolo Barella,Cagliari,34.5,99,65,38,41,20,30,82,36.6,52,61,2,59,38,137,27,0
196,Philipp Bargfrede,Werder Bremen,12.0,23,15,9,12,2,10,28,35.7,18,35,11,24,34,57,45,1
197,Antonino Barilla,Parma,29.1,64,36,40,17,7,19,53,35.8,34,40,13,27,36,100,50,1
198,Ross Barkley,Chelsea,13.8,15,10,5,7,3,4,14,28.6,10,8,1,7,9,24,17,2
199,Aymen Barkok,Düsseldorf,5.7,13,6,4,9,0,4,19,21.1,15,8,1,7,4,17,3,0
200,Ashley Barnes,Burnley,26.5,28,17,4,17,7,6,29,20.7,23,29,8,21,2,30,25,0
201,Harvey Barnes,Leicester City,11.2,10,6,5,4,1,4,6,66.7,2,7,1,6,3,13,7,0
202,Antonio Barragan,Betis,10.4,14,8,9,4,1,2,12,16.7,10,15,4,11,5,19,30,2
203,Antonio Barreca,Newcastle Utd,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
204,Antonio Barreca,Monaco,6.6,11,8,8,3,0,7,11,63.6,4,3,2,1,7,18,18,0
205,Leandro Barreiro Martins,Mainz 05,1.0,4,4,2,0,2,1,2,50.0,1,0,0,0,2,6,1,0
206,Ander Barrenetxea,Real Sociedad,4.4,7,2,2,0,5,2,8,25.0,6,8,0,8,4,11,1,0
208,Edgar Barreto,Sampdoria,8.7,28,19,15,6,7,10,26,38.5,16,11,3,8,17,45,7,0
209,Musa Barrow,Atalanta,6.7,9,5,5,3,1,4,6,66.7,2,4,0,4,0,9,2,0
210,Fin Bartels,Werder Bremen,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0
211,Marc Bartra,Betis,32.5,86,55,55,26,5,41,76,53.9,35,46,21,25,60,146,132,2
212,Andrea Barzagli,Juventus,2.9,1,1,0,1,0,1,2,50.0,1,2,2,0,4,5,10,0
213,Daniele Baselli,Torino,26.4,65,45,22,34,9,16,44,36.4,28,30,6,24,34,99,32,0
214,Toma Basic,Bordeaux,14.8,32,16,5,21,6,11,31,35.5,20,13,1,12,9,41,22,1
215,Thomas Basila,Nantes,1.0,2,1,1,1,0,0,0,0.0,0,2,1,1,0,2,8,0
216,Borja Baston,Alavés,16.0,16,7,4,9,3,2,24,8.3,22,16,5,11,4,20,10,0
217,Alessandro Bastoni,Parma,18.8,25,12,20,5,0,6,15,40.0,9,26,18,8,22,47,96,0
218,Bastos,Lazio,12.7,22,17,16,4,2,17,27,63.0,10,16,8,8,7,29,49,1
219,Michy Batshuayi,Crystal Palace,8.3,2,1,1,1,0,1,2,50.0,1,8,3,5,3,5,0,0
220,Michy Batshuayi,Valencia,5.9,1,1,0,1,0,0,3,0.0,3,5,2,3,0,1,3,0
221,Robert Bauer,Nürnberg,19.1,48,29,32,13,3,20,39,51.3,19,19,5,14,28,76,80,0
222,Oliver Baumann,Hoffenheim,33.0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,2,11,5
223,Timo Baumgartl,Stuttgart,18.0,33,23,21,12,0,11,19,57.9,8,31,22,9,26,59,100,0
224,Julian Baumgartlinger,Leverkusen,17.3,52,30,24,20,8,20,45,44.4,25,18,6,12,26,78,21,1
225,Christoph Baumgartner,Hoffenheim,0.9,1,0,0,0,1,1,3,33.3,2,2,0,2,0,1,0,0
226,Jon Bautista,Real Sociedad,6.6,5,3,0,3,2,0,3,0.0,3,8,1,7,5,10,4,0
227,Paul Baysse,Bordeaux,0.8,1,0,1,0,0,0,1,0.0,1,1,1,0,1,2,6,0
228,Paul Baysse,Caen,19.9,25,14,20,5,0,13,18,72.2,5,25,20,5,31,56,113,1
229,Noah Joel Sarenren Bazee,Hannover 96,1.7,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,3,0
230,Claudio Beauvue,Caen,16.7,18,11,7,9,2,1,14,7.1,13,11,2,9,10,28,21,0
231,Bebe,Rayo Vallecano,14.5,19,9,10,4,5,9,19,47.4,10,16,1,15,9,28,16,1
232,Bebe,Eibar,0.7,0,0,0,0,0,0,0,0.0,0,1,0,1,1,1,0,0
234,Ihlas Bebou,Hannover 96,11.8,15,9,4,10,1,4,9,44.4,5,18,2,16,9,24,9,0
235,Uffe Bech,Hannover 96,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
236,Andreas Beck,Stuttgart,19.7,35,19,17,17,1,11,27,40.7,16,32,6,26,22,57,54,0
237,Jan Bednarek,Southampton,23.9,41,25,25,16,0,21,37,56.8,16,44,27,17,71,112,171,0
238,Andrea Beghetto,Frosinone,24.7,26,14,13,10,3,15,25,60.0,10,20,4,16,17,43,59,0
239,Asmir Begovic,Bournemouth,24.0,0,0,0,0,0,0,3,0.0,3,1,0,1,1,1,15,7
240,Valon Behrami,Udinese,15.1,65,38,25,34,6,18,44,40.9,26,29,12,17,18,83,26,0
241,Hanno Behrens,Nürnberg,29.3,46,26,29,17,0,21,47,44.7,26,43,13,30,33,79,49,0
242,Ishak Belfodil,Hoffenheim,20.7,13,10,5,6,2,4,16,25.0,12,6,0,6,3,16,14,0
243,Stefan Bell,Mainz 05,25.0,31,20,18,13,0,15,34,44.1,19,31,11,20,54,85,122,1
244,Karim Bellarabi,Leverkusen,11.7,13,6,7,4,2,3,19,15.8,16,13,0,13,10,23,8,0
245,Hector Bellerin,Arsenal,17.0,15,12,8,4,3,6,13,46.2,7,17,5,12,20,35,37,3
246,Andrea Belotti,Torino,36.7,33,22,8,15,10,6,30,20.0,24,36,5,31,15,48,23,0
247,Fran Beltran,Celta Vigo,16.9,23,17,8,12,3,13,31,41.9,18,19,2,17,19,42,15,1
248,Hatem Ben Arfa,Rennes,22.6,15,7,4,8,3,7,16,43.8,9,9,0,9,4,19,0,0
249,Wissam Ben Yedder,Sevilla,31.2,18,16,3,11,4,2,12,16.7,10,18,0,18,11,29,2,0
250,Diego Benaglio,Monaco,22.9,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,16,0
251,Marco Benassi,Fiorentina,25.4,30,19,8,15,7,14,41,34.1,27,16,3,13,9,39,27,1
252,Medhi Benatia,Juventus,5.0,7,6,6,1,0,3,5,60.0,2,10,5,5,16,23,18,0
253,Lars Bender,Leverkusen,15.1,43,29,20,20,3,18,35,51.4,17,26,4,22,21,64,26,0
254,Sven Bender,Leverkusen,22.1,40,25,25,15,0,18,30,60.0,12,31,14,17,52,92,98,0
255,Laszlo Benes,M'Gladbach,0.3,3,1,3,0,0,3,3,100.0,0,1,0,1,0,3,0,0
