,Player,Squad,90s,Touches - Touches,Touches - Def Pen,Touches - Def 3rd,Touches - Mid 3rd,Touches - Att 3rd,Touches - Att Pen,Touches - Live,Take-Ons - Att,Take-Ons - Succ,Take-Ons - Succ%,Take-Ons - Tkld,Take-Ons - Tkld%,Carries - Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - 1/3,Carries - CPA,Carries - Mis,Carries - Dis,Receiving - Rec,Receiving - PrgR
125,Noah Atubolu,Freiburg,11.0,454,370,452,2,0,0,454,0,0,0.0,0,0.0,273,1541,879,0,0,0,0,0,220,0
126,Pierre-Emerick Aubameyang,Marseille,9.1,271,11,30,126,118,41,271,8,4,50.0,4,50.0,190,1002,445,18,11,9,10,8,186,52
127,Tommaso Augello,Cagliari,8.8,532,24,175,227,133,4,532,10,5,50.0,3,30.0,266,1552,836,26,11,0,7,1,296,34
128,Yann Aurel Bisseck,Inter,0.1,3,0,0,2,1,1,3,1,0,0.0,1,100.0,0,0,0,0,0,0,0,0,2,0
130,Serge Aurier,Nott'ham Forest,8.3,468,34,130,240,102,11,468,12,2,16.7,10,83.3,207,925,479,10,15,1,7,7,286,25
131,Ezequiel Avila,Osasuna,6.8,335,4,29,127,182,24,335,9,2,22.2,5,55.6,171,690,290,11,10,5,8,1,222,55
132,Taiwo Awoniyi,Nott'ham Forest,7.4,188,10,20,101,73,27,188,10,6,60.0,3,30.0,103,504,199,6,5,4,25,9,135,27
133,Jordan Ayew,Crystal Palace,11.3,560,11,92,252,227,39,560,60,26,43.3,21,35.0,372,2367,963,34,27,7,31,36,405,86
134,Neil El Aynaoui,Lens,1.5,89,2,9,47,33,9,89,8,3,37.5,3,37.5,71,320,97,2,3,0,1,4,55,5
135,Sardar Azmoun,Roma,0.9,45,0,7,18,20,8,45,3,1,33.3,2,66.7,22,81,11,0,1,0,1,2,28,5
136,Cesar Azpilicueta,Atlético Madrid,6.5,538,36,169,287,83,5,538,1,0,0.0,1,100.0,323,1662,1044,17,10,3,4,3,358,19
137,Paulo Azzi,Cagliari,4.2,250,10,67,93,95,11,250,12,5,41.7,6,50.0,136,916,570,17,18,2,3,4,145,19
138,Oussama El Azzouzi,Bologna,2.2,176,10,39,118,20,3,176,1,0,0.0,1,100.0,112,500,202,2,1,0,1,1,125,6
139,Iddrisu Baba,Almería,8.2,430,19,124,279,34,3,430,9,7,77.8,1,11.1,263,1229,474,0,2,0,6,4,284,3
140,Srdan Babic,Almería,1.0,69,5,29,38,2,1,69,0,0,0.0,0,0.0,44,285,199,1,1,0,0,0,49,0
141,Aliou Badara Balde,Nice,0.4,12,0,3,3,6,1,12,2,1,50.0,1,50.0,6,60,2,0,1,0,1,0,4,0
142,Loic Bade,Sevilla,9.0,580,68,304,262,19,10,580,5,2,40.0,3,60.0,286,1550,802,5,3,1,1,1,314,0
143,Milan Badelj,Genoa,6.8,366,22,102,233,35,2,366,7,3,42.9,4,57.1,181,759,320,3,3,0,6,3,231,2
144,Matthias Bader,Darmstadt 98,7.7,458,21,165,191,105,13,458,19,8,42.1,9,47.4,243,1263,652,14,10,2,11,1,258,24
145,Alex Baena,Villarreal,8.8,518,7,61,225,236,34,518,15,4,26.7,10,66.7,340,1759,844,24,23,7,25,9,391,47
146,Jaime Baez,Frosinone,5.0,220,5,29,98,96,11,220,9,5,55.6,2,22.2,126,779,356,8,4,2,8,11,152,34
147,Leon Bailey,Aston Villa,3.8,218,3,31,83,107,29,218,27,10,37.0,14,51.9,155,1196,538,21,8,4,7,7,166,47
148,Nedim Bajrami,Sassuolo,6.1,239,5,27,105,117,17,239,13,7,53.8,6,46.2,139,1188,596,18,8,4,8,5,159,22
149,Tiemoue Bakayoko,Lorient,3.1,155,8,47,96,13,1,155,3,0,0.0,3,100.0,113,595,165,2,0,0,5,3,98,4
150,Mitchel Bakker,Atalanta,1.2,100,3,27,46,30,4,100,6,4,66.7,1,16.7,58,373,183,6,4,2,4,3,62,8
151,Ridle Baku,Wolfsburg,5.4,395,16,101,179,117,15,395,11,4,36.4,5,45.5,215,1074,503,8,10,2,13,4,234,43
152,Dilane Bakwa,Strasbourg,5.6,205,2,17,89,101,9,205,30,8,26.7,20,66.7,149,953,416,12,12,4,13,11,135,42
153,Tommaso Baldanzi,Empoli,6.8,268,0,21,121,133,22,268,22,6,27.3,13,59.1,179,1200,544,17,13,5,17,8,199,30
154,Alejandro Balde,Barcelona,10.0,667,25,157,265,254,20,667,34,17,50.0,11,32.4,394,2491,1435,47,28,11,19,12,455,83
156,George Baldock,Sheffield Utd,5.0,250,20,79,101,72,5,250,10,5,50.0,4,40.0,135,552,252,3,1,1,4,9,141,16
157,Carlos Baleba,Brighton,3.0,174,16,62,94,21,1,174,4,2,50.0,1,25.0,94,523,250,2,2,0,4,3,102,1
158,Carlos Baleba,Lille,0.7,59,1,8,39,12,0,59,0,0,0.0,0,0.0,43,203,69,1,1,0,0,2,42,1
159,Leonardo Balerdi,Marseille,5.2,376,51,180,186,11,3,376,0,0,0.0,0,0.0,273,1543,792,4,3,0,1,3,245,1
160,Ivan Balliu,Rayo Vallecano,11.0,604,31,163,283,165,10,604,10,4,40.0,5,50.0,280,1340,699,17,6,1,7,2,288,33
161,Folarin Balogun,Monaco,5.6,195,2,10,86,100,35,193,18,8,44.4,9,50.0,165,860,214,10,6,7,29,15,158,64
162,Jonathan Bamba,Celta Vigo,12.3,537,8,68,227,255,53,537,57,25,43.9,28,49.1,377,2557,1532,58,29,21,23,16,406,94
163,Lameck Banda,Lecce,6.1,237,1,29,88,128,31,237,29,13,44.8,12,41.4,175,1719,870,34,15,17,23,13,165,57
164,Mamady Bangre,Toulouse,1.0,76,2,14,24,38,10,76,4,1,25.0,3,75.0,61,457,254,8,4,2,3,4,55,9
165,Mattia Bani,Genoa,10.0,539,93,358,174,8,6,539,1,1,100.0,0,0.0,287,1269,500,3,1,0,5,0,312,1
166,Leo Baptistao,Almería,4.6,152,8,20,79,54,10,152,7,1,14.3,5,71.4,74,313,117,1,5,0,7,2,95,12
167,Shandon Baptiste,Brentford,0.2,5,2,4,1,0,0,5,0,0,0.0,0,0.0,3,14,10,0,0,0,0,0,2,0
168,Antonin Barak,Fiorentina,1.2,78,1,7,32,40,6,78,2,1,50.0,1,50.0,57,296,112,4,5,0,4,4,65,13
169,Francisco Barbosa,Betis,1.5,46,43,45,1,0,0,46,0,0,0.0,0,0.0,18,109,74,0,0,0,0,0,10,0
170,Bradley Barcola,Lyon,3.0,129,1,10,56,64,19,129,18,8,44.4,10,55.6,103,688,303,11,6,8,7,2,99,31
171,Bradley Barcola,Paris S-G,3.8,219,2,28,78,119,29,219,19,9,47.4,9,47.4,167,1132,598,18,14,11,13,3,156,64
172,Melvin Bard,Nice,11.1,808,27,270,380,173,10,808,29,16,55.2,9,31.0,568,3373,1637,29,33,2,12,6,499,32
173,Nicolo Barella,Inter,9.9,747,8,126,401,228,16,747,16,8,50.0,6,37.5,461,2254,1088,27,23,1,11,5,591,37
174,Kike Barja,Osasuna,2.7,133,5,14,48,74,12,133,18,8,44.4,8,44.4,87,575,277,14,7,5,12,5,102,30
175,Ross Barkley,Luton Town,4.9,261,11,56,144,68,7,261,13,9,69.2,3,23.1,137,900,406,8,6,1,6,8,158,5
176,Aymen Barkok,Mainz 05,2.6,161,1,13,81,67,9,161,6,1,16.7,3,50.0,97,501,266,9,2,3,7,4,120,23
177,Harvey Barnes,Newcastle Utd,2.1,87,0,7,28,54,11,87,6,3,50.0,2,33.3,63,450,322,15,2,8,2,4,67,16
178,Leandro Barreiro Martins,Mainz 05,10.9,514,23,153,269,96,25,514,12,6,50.0,5,41.7,209,784,322,8,4,2,16,5,271,15
179,Enzo Barrenechea,Frosinone,10.1,703,41,220,418,72,4,703,5,3,60.0,2,40.0,356,1368,487,1,5,0,7,4,454,8
180,Ander Barrenetxea,Real Sociedad,8.2,404,4,38,151,220,27,404,46,18,39.1,21,45.7,285,1887,719,28,24,8,29,23,300,82
182,Pablo Barrios,Atlético Madrid,5.3,349,8,84,191,78,5,349,20,15,75.0,5,25.0,233,1376,687,15,15,3,12,7,248,13
183,Davide Bartesaghi,Milan,0.3,11,1,8,2,1,0,11,0,0,0.0,0,0.0,5,28,0,0,0,0,1,0,6,2
184,Marc Bartra,Betis,2.5,141,22,86,49,7,4,141,2,2,100.0,0,0.0,91,406,215,2,3,0,1,2,90,0
185,Federico Baschirotto,Lecce,10.6,596,91,300,282,16,5,596,0,0,0.0,0,0.0,352,2148,1307,11,6,0,2,2,374,2
186,Chris Basham,Sheffield Utd,3.6,185,26,84,69,32,5,185,4,3,75.0,1,25.0,72,320,163,1,4,0,2,2,89,6
187,Calvin Bassey,Fulham,5.4,376,47,206,165,11,3,376,4,3,75.0,1,25.0,237,1195,438,2,3,1,3,2,244,4
188,Alessandro Bastoni,Inter,8.3,621,46,214,286,126,11,621,4,3,75.0,0,0.0,432,2120,1182,18,16,2,5,3,456,30
189,Simone Bastoni,Empoli,1.8,120,13,43,44,36,3,120,2,1,50.0,1,50.0,67,381,188,4,5,0,4,1,59,8
190,Maximilian Bauer,Augsburg,5.3,343,44,220,114,10,5,343,1,1,100.0,0,0.0,216,1015,551,0,1,0,2,0,222,0
191,Oliver Baumann,Hoffenheim,11.0,487,394,485,3,0,0,487,0,0,0.0,0,0.0,261,1230,662,0,0,0,0,0,217,0
192,Christoph Baumgartner,RB Leipzig,3.2,147,3,21,68,59,12,147,8,3,37.5,4,50.0,94,506,275,7,6,5,10,9,109,18
193,Bebe,Rayo Vallecano,0.7,59,2,4,20,40,3,58,10,6,60.0,4,40.0,36,405,172,7,7,2,3,1,39,10
194,Ihlas Bebou,Hoffenheim,5.6,259,10,44,90,128,17,259,19,5,26.3,12,63.2,138,588,296,10,10,5,18,5,156,41
195,Adrian Beck,Heidenheim,4.3,220,5,34,123,65,12,220,7,6,85.7,1,14.3,132,634,238,4,3,0,11,11,148,14
196,Sheraldo Becker,Union Berlin,6.5,323,6,31,101,195,24,323,13,5,38.5,8,61.5,179,1365,684,30,16,7,12,4,214,70
197,Donny van de Beek,Manchester Utd,0.0,4,0,0,2,2,2,4,0,0,0.0,0,0.0,1,1,0,0,0,0,1,0,1,1
198,Yanis Begraoui,Toulouse,3.0,127,4,14,60,57,12,127,8,6,75.0,2,25.0,95,602,235,8,5,2,10,5,92,24
199,Kevin Behrens,Union Berlin,8.8,294,11,27,120,151,44,294,5,3,60.0,2,40.0,140,538,188,4,10,1,22,9,218,52
