,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Min,Playing Time - Mn/MP,Playing Time - Min%,Playing Time - 90s,Starts - Starts,Starts - Mn/Start,Starts - Compl,Subs - Subs,Subs - Mn/Sub,Subs - unSub,Team Success - PPM,Team Success - onG,Team Success - onGA,Team Success - +/-,Team Success - +/-90,Team Success - On-Off
10,Francesco Acerbi,it ITA,DF,Sassuolo,Serie A,28.0,1988.0,38.0,3420.0,90.0,100.0,38.0,38.0,,38.0,0.0,,0.0,1.21,60.0,61.0,-1.0,-0.03,
11,Geoffrey Acheampong,gh GHA,MF,Bastia,Ligue 1,19.0,1997.0,2.0,12.0,6.0,0.4,0.1,0.0,,0.0,2.0,,8.0,0.0,0.0,1.0,-1.0,-7.5,-6.87
12,Maxwell Acosty,gh GHA,"MF,FW",Crotone,Serie A,24.0,1991.0,11.0,378.0,34.0,11.1,4.2,3.0,,1.0,8.0,,7.0,1.18,2.0,6.0,-4.0,-0.95,-0.36
13,Afriyie Acquah,gh GHA,MF,Torino,Serie A,24.0,1992.0,20.0,1077.0,54.0,31.5,12.0,13.0,,6.0,7.0,,10.0,1.5,21.0,24.0,-3.0,-0.25,-0.56
14,Charlie Adam,sct SCO,MF,Stoke City,Premier League,30.0,1985.0,24.0,1517.0,63.0,44.4,16.9,17.0,,7.0,7.0,,14.0,1.29,20.0,23.0,-3.0,-0.18,0.39
15,Marius Adamonis,lt LTU,GK,Lazio,Serie A,19.0,1997.0,0.0,,,,,0.0,,0.0,0.0,,12.0,,,,,,
16,Antonio Adán,es ESP,GK,Betis,La Liga,29.0,1987.0,37.0,3330.0,90.0,97.4,37.0,37.0,90.0,37.0,0.0,,0.0,1.03,39.0,62.0,-23.0,-0.62,-0.62
17,Tosin Adarabioyo,eng ENG,DF,Manchester City,Premier League,18.0,1997.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
18,Jordan Adéoti,bj BEN,DF,Caen,Ligue 1,27.0,1989.0,27.0,2120.0,79.0,62.0,23.6,23.0,,21.0,4.0,,5.0,0.89,25.0,41.0,-16.0,-0.68,0.22
19,Claud Adjapong,it ITA,"DF,FW",Sassuolo,Serie A,18.0,1998.0,9.0,510.0,57.0,14.9,5.7,6.0,,3.0,3.0,,24.0,1.22,13.0,16.0,-3.0,-0.53,-0.47
20,René Adler,de GER,GK,Hamburger SV,Bundesliga,31.0,1985.0,19.0,1710.0,90.0,55.9,19.0,19.0,,19.0,0.0,,0.0,1.0,15.0,38.0,-23.0,-1.21,-0.88
21,Ali Adnan Kadhim,iq IRQ,"DF,MF",Udinese,Serie A,22.0,1993.0,14.0,872.0,62.0,25.5,9.7,8.0,,8.0,6.0,,23.0,0.57,5.0,20.0,-15.0,-1.55,-1.76
22,Albert Adomah,gh GHA,MF,Middlesbrough,Premier League,28.0,1987.0,2.0,122.0,61.0,3.6,1.4,1.0,,1.0,1.0,,0.0,2.0,1.0,2.0,-1.0,-0.74,-0.06
23,Adrián,es ESP,GK,West Ham,Premier League,29.0,1987.0,16.0,1440.0,90.0,42.1,16.0,16.0,,16.0,0.0,,22.0,1.19,14.0,25.0,-11.0,-0.69,-0.41
24,Luiz Adriano,br BRA,FW,Milan,Serie A,29.0,1987.0,7.0,127.0,18.0,3.7,1.4,1.0,,0.0,6.0,,10.0,1.86,2.0,4.0,-2.0,-1.42,-1.8
26,Aritz Aduriz,es ESP,FW,Athletic Club,La Liga,35.0,1981.0,32.0,2458.0,77.0,71.9,27.3,27.0,85.0,21.0,5.0,30.0,0.0,1.66,35.0,28.0,7.0,0.26,-0.02
27,Ibrahim Afellay,nl NED,MF,Stoke City,Premier League,30.0,1986.0,12.0,384.0,32.0,11.2,4.3,3.0,,1.0,9.0,,2.0,1.25,2.0,5.0,-3.0,-0.7,-0.35
28,Akram Afif,qa QAT,MF,Sporting Gijón,La Liga,19.0,1996.0,9.0,234.0,26.0,6.8,2.6,2.0,51.0,0.0,7.0,19.0,6.0,0.44,1.0,4.0,-3.0,-1.15,-0.39
29,Benik Afobe,cd COD,FW,Bournemouth,Premier League,23.0,1993.0,31.0,1461.0,47.0,42.7,16.2,14.0,,7.0,17.0,,4.0,1.19,26.0,24.0,2.0,0.12,0.77
30,Martin Agirregabiria,es ESP,DF,Alavés,La Liga,20.0,1996.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
31,Sergio Agüero,ar ARG,FW,Manchester City,Premier League,28.0,1988.0,31.0,2403.0,78.0,70.3,26.7,25.0,,16.0,6.0,,0.0,1.94,50.0,30.0,20.0,0.75,-1.11
32,Dan Agyei,eng ENG,"FW,MF",Burnley,Premier League,19.0,1997.0,3.0,25.0,8.0,0.7,0.3,0.0,,0.0,3.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.42
33,Emmanuel Agyemang-Badu,gh GHA,MF,Udinese,Serie A,25.0,1990.0,29.0,2033.0,70.0,59.4,22.6,20.0,,17.0,9.0,,2.0,1.38,31.0,38.0,-7.0,-0.31,-0.18
34,Matteo Ahlinvi,bj BEN,MF,Guingamp,Ligue 1,17.0,1999.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
35,Ola Aina,ng NGA,"DF,MF",Chelsea,Premier League,19.0,1996.0,3.0,26.0,9.0,0.8,0.3,0.0,,0.0,3.0,,8.0,3.0,2.0,0.0,2.0,6.92,5.6
36,Youssef Aït Bennasser,ma MAR,MF,Nancy,Ligue 1,20.0,1996.0,26.0,1930.0,74.0,56.4,21.4,23.0,,16.0,3.0,,2.0,0.96,18.0,28.0,-10.0,-0.47,0.32
37,Rachid Aït-Atmane,dz ALG,MF,Sporting Gijón,La Liga,23.0,1993.0,8.0,492.0,62.0,14.4,5.5,6.0,70.0,2.0,2.0,37.0,4.0,0.5,6.0,12.0,-6.0,-1.1,-0.36
38,Arlind Ajeti,al ALB,DF,Torino,Serie A,22.0,1993.0,4.0,251.0,63.0,7.3,2.8,3.0,,2.0,1.0,,21.0,2.0,6.0,7.0,-1.0,-0.36,-0.53
39,Nathan Aké,nl NED,DF,Bournemouth,Premier League,21.0,1995.0,10.0,735.0,74.0,21.5,8.2,8.0,,8.0,2.0,,8.0,1.4,16.0,17.0,-1.0,-0.12,0.25
40,Nathan Aké,nl NED,DF,Chelsea,Premier League,21.0,1995.0,2.0,99.0,50.0,2.9,1.1,1.0,,1.0,1.0,,8.0,3.0,5.0,3.0,2.0,1.82,0.46
41,Atakan Akkaynak,de GER,MF,Leverkusen,Bundesliga,17.0,1999.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
42,Jean-Daniel Akpa-Akpro,ci CIV,"DF,MF",Toulouse,Ligue 1,23.0,1992.0,2.0,73.0,37.0,2.1,0.8,0.0,,0.0,2.0,,1.0,0.5,1.0,0.0,1.0,1.23,1.37
43,Chuba Akpom,eng ENG,"FW,MF",Arsenal,Premier League,20.0,1995.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
44,David Alaba,at AUT,DF,Bayern Munich,Bundesliga,24.0,1992.0,32.0,2506.0,78.0,81.9,27.8,29.0,,24.0,3.0,,1.0,2.38,75.0,17.0,58.0,2.08,0.62
45,Javi Álamo,es ESP,"FW,MF",Osasuna,La Liga,27.0,1988.0,2.0,13.0,7.0,0.4,0.1,0.0,,0.0,2.0,7.0,2.0,1.5,0.0,0.0,0.0,0.0,1.43
46,Jordi Alba,es ESP,DF,Barcelona,La Liga,27.0,1989.0,26.0,1968.0,76.0,57.5,21.9,21.0,89.0,19.0,5.0,21.0,8.0,2.27,69.0,24.0,45.0,2.06,-0.05
47,Raúl Albentosa,es ESP,DF,La Coruña,La Liga,27.0,1988.0,27.0,2335.0,86.0,68.3,25.9,26.0,89.0,25.0,1.0,24.0,8.0,0.93,31.0,41.0,-10.0,-0.39,0.28
48,Luis Alberto,es ESP,"MF,FW",Lazio,Serie A,23.0,1992.0,9.0,365.0,41.0,10.7,4.1,4.0,,1.0,5.0,,16.0,1.0,6.0,7.0,-1.0,-0.25,-0.95
49,Raúl Albiol,es ESP,DF,Napoli,Serie A,30.0,1985.0,26.0,2297.0,88.0,67.2,25.5,25.0,,24.0,1.0,,4.0,2.42,70.0,25.0,45.0,1.76,0.96
50,Marc Albrighton,eng ENG,MF,Leicester City,Premier League,26.0,1989.0,33.0,2411.0,73.0,70.5,26.8,29.0,,12.0,4.0,,4.0,1.15,37.0,47.0,-10.0,-0.37,0.07
52,Paco Alcácer,es ESP,FW,Barcelona,La Liga,22.0,1993.0,20.0,858.0,43.0,25.1,9.5,6.0,80.0,3.0,14.0,27.0,16.0,2.3,33.0,9.0,24.0,2.52,0.59
53,Paco Alcácer,es ESP,FW,Valencia,La Liga,22.0,1993.0,1.0,90.0,90.0,2.6,1.0,1.0,90.0,1.0,0.0,,0.0,0.0,2.0,4.0,-2.0,-2.0,-1.81
54,Thiago Alcántara,es ESP,MF,Bayern Munich,Bundesliga,25.0,1991.0,27.0,2288.0,85.0,74.8,25.4,26.0,,22.0,1.0,,3.0,2.52,68.0,15.0,53.0,2.08,0.45
55,Gabriele Aldegani,it ITA,GK,Pescara,Serie A,40.0,1976.0,0.0,,,,,0.0,,0.0,0.0,,9.0,,,,,,
56,Toby Alderweireld,be BEL,DF,Tottenham,Premier League,27.0,1989.0,30.0,2601.0,87.0,76.1,28.9,30.0,,27.0,0.0,,0.0,2.37,67.0,17.0,50.0,1.73,0.63
57,Haitam Aleesami,no NOR,"MF,DF",Palermo,Serie A,25.0,1991.0,31.0,2630.0,85.0,76.9,29.2,29.0,,28.0,2.0,,6.0,0.74,26.0,54.0,-28.0,-0.96,0.86
58,Álex Alegría,es ESP,FW,Betis,La Liga,23.0,1992.0,25.0,1438.0,58.0,42.0,16.0,15.0,81.0,8.0,10.0,23.0,7.0,1.0,14.0,26.0,-12.0,-0.75,-0.25
59,Alexis Alegue,fr FRA,FW,Nantes,Ligue 1,19.0,1996.0,2.0,18.0,9.0,0.5,0.2,0.0,,0.0,2.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.37
60,Carles Aleñá,es ESP,MF,Barcelona,La Liga,18.0,1998.0,3.0,43.0,14.0,1.3,0.5,0.0,,0.0,3.0,14.0,12.0,3.0,4.0,0.0,4.0,8.37,6.37
61,Romain Alessandrini,fr FRA,"FW,MF",Marseille,Ligue 1,27.0,1989.0,6.0,241.0,40.0,7.0,2.7,3.0,,1.0,3.0,,1.0,0.83,2.0,7.0,-5.0,-1.87,-2.46
62,Alexander,ar ARG,MF,Leganés,La Liga,27.0,1988.0,28.0,2031.0,73.0,59.4,22.6,24.0,79.0,11.0,4.0,35.0,1.0,0.93,23.0,32.0,-9.0,-0.4,0.25
63,Trent Alexander-Arnold,eng ENG,"MF,DF",Liverpool,Premier League,17.0,1998.0,7.0,167.0,24.0,4.9,1.9,2.0,,1.0,5.0,,16.0,2.29,1.0,2.0,-1.0,-0.54,-1.56
64,Alexis,es ESP,DF,Alavés,La Liga,30.0,1985.0,24.0,1819.0,76.0,53.2,20.2,19.0,90.0,18.0,5.0,22.0,5.0,1.42,25.0,29.0,-4.0,-0.2,-0.31
65,Chaker Alhadhur,km COM,"DF,MF",Caen,Ligue 1,24.0,1991.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
66,Jérémie Aliadière,fr FRA,FW,Lorient,Ligue 1,33.0,1983.0,13.0,487.0,37.0,14.2,5.4,6.0,,0.0,7.0,,3.0,1.0,6.0,9.0,-3.0,-0.55,0.15
67,Alisson,br BRA,GK,Roma,Serie A,23.0,1992.0,0.0,,,,,0.0,,0.0,0.0,,38.0,,,,,,
68,Sami Allagui,tn TUN,"FW,MF",Hertha BSC,Bundesliga,30.0,1986.0,12.0,181.0,15.0,5.9,2.0,0.0,,0.0,12.0,,17.0,0.83,4.0,5.0,-1.0,-0.5,-0.4
69,Bobby Allain,fr FRA,GK,Dijon,Ligue 1,24.0,1991.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
70,Allan,br BRA,MF,Napoli,Serie A,25.0,1991.0,29.0,1610.0,56.0,47.1,17.9,19.0,,7.0,10.0,,6.0,2.24,35.0,23.0,12.0,0.67,-1.47
71,Allan,br BRA,MF,Hertha BSC,Bundesliga,19.0,1997.0,15.0,798.0,53.0,26.1,8.9,8.0,,7.0,7.0,,13.0,1.47,6.0,15.0,-9.0,-1.02,-1.21
72,Joe Allen,wls WAL,MF,Stoke City,Premier League,26.0,1990.0,36.0,2930.0,81.0,85.7,32.6,34.0,,26.0,2.0,,0.0,1.06,32.0,49.0,-17.0,-0.52,-0.89
73,Dele Alli,eng ENG,MF,Tottenham,Premier League,20.0,1996.0,37.0,3034.0,82.0,88.7,33.7,35.0,,22.0,2.0,,0.0,2.3,79.0,22.0,57.0,1.69,0.99
74,Ryan Allsop,eng ENG,GK,Bournemouth,Premier League,24.0,1992.0,1.0,90.0,90.0,2.6,1.0,1.0,,1.0,0.0,,17.0,1.0,1.0,1.0,0.0,0.0,0.32
75,Júnior Alonso,py PAR,DF,Lille,Ligue 1,23.0,1993.0,12.0,959.0,80.0,28.0,10.7,10.0,,10.0,2.0,,4.0,1.58,15.0,13.0,2.0,0.19,0.52
76,Marcos Alonso,es ESP,MF,Chelsea,Premier League,25.0,1990.0,31.0,2693.0,87.0,78.7,29.9,30.0,,28.0,1.0,,3.0,2.58,71.0,19.0,52.0,1.74,1.74
78,Marcos Alonso,es ESP,MF,Fiorentina,Serie A,25.0,1990.0,2.0,180.0,90.0,5.3,2.0,2.0,,2.0,0.0,,0.0,1.5,2.0,2.0,0.0,0.0,-0.17
79,Xabi Alonso,es ESP,MF,Bayern Munich,Bundesliga,34.0,1981.0,27.0,1903.0,70.0,62.2,21.1,22.0,,14.0,5.0,,2.0,2.26,41.0,16.0,25.0,1.18,-2.08
80,Giorgio Altare,it ITA,DF,Milan,Serie A,17.0,1998.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
81,Halil Altıntop,tr TUR,MF,Augsburg,Bundesliga,33.0,1982.0,31.0,1605.0,52.0,52.5,17.8,17.0,,7.0,14.0,,3.0,1.1,20.0,25.0,-5.0,-0.28,0.4
82,Hamit Altıntop,tr TUR,MF,Darmstadt 98,Bundesliga,33.0,1982.0,16.0,1362.0,85.0,44.5,15.1,15.0,,15.0,1.0,,0.0,1.0,16.0,26.0,-10.0,-0.66,0.66
83,Ricky Álvarez,ar ARG,MF,Sampdoria,Serie A,28.0,1988.0,21.0,987.0,47.0,28.9,11.0,11.0,,4.0,10.0,,12.0,1.29,13.0,19.0,-6.0,-0.55,-0.55
84,Sergio Álvarez,es ESP,MF,Sporting Gijón,La Liga,24.0,1992.0,36.0,3003.0,83.0,87.8,33.4,34.0,86.0,28.0,2.0,40.0,1.0,0.83,36.0,59.0,-23.0,-0.69,0.82
85,Sergio Álvarez,es ESP,GK,Celta Vigo,La Liga,29.0,1986.0,26.0,2340.0,90.0,68.4,26.0,26.0,90.0,26.0,0.0,,9.0,1.0,33.0,52.0,-19.0,-0.73,-0.98
86,Víctor Álvarez,es ESP,DF,Espanyol,La Liga,23.0,1993.0,4.0,204.0,51.0,6.0,2.3,2.0,90.0,2.0,2.0,12.0,11.0,2.25,2.0,3.0,-1.0,-0.44,-0.44
87,Yeray Álvarez,es ESP,DF,Athletic Club,La Liga,21.0,1995.0,26.0,2271.0,87.0,66.4,25.2,25.0,90.0,25.0,1.0,21.0,3.0,1.81,39.0,29.0,10.0,0.4,0.4
88,Bruno Alves,pt POR,DF,Cagliari,Serie A,34.0,1981.0,36.0,3240.0,90.0,94.7,36.0,36.0,,35.0,0.0,,0.0,1.14,49.0,74.0,-25.0,-0.69,-2.69
89,Dani Alves,br BRA,"DF,MF",Juventus,Serie A,33.0,1983.0,19.0,1359.0,72.0,39.7,15.1,15.0,,11.0,4.0,,11.0,2.32,30.0,11.0,19.0,1.26,-0.1
90,Diego Alves,br BRA,GK,Valencia,La Liga,31.0,1985.0,33.0,2970.0,90.0,86.8,33.0,33.0,90.0,33.0,0.0,,3.0,1.21,48.0,56.0,-8.0,-0.24,-0.04
91,Ibrahim Amadou,fr FRA,MF,Lille,Ligue 1,23.0,1993.0,35.0,2952.0,84.0,86.3,32.8,34.0,,30.0,1.0,,3.0,1.31,37.0,38.0,-1.0,-0.03,1.12
92,Morgan Amalfitano,fr FRA,MF,Rennes,Ligue 1,31.0,1985.0,6.0,401.0,67.0,11.7,4.5,6.0,,3.0,0.0,,0.0,0.83,3.0,3.0,0.0,0.0,0.18
93,Morgan Amalfitano,fr FRA,"MF,FW",Lille,Ligue 1,31.0,1985.0,17.0,733.0,43.0,21.4,8.1,8.0,,4.0,9.0,,3.0,1.12,4.0,9.0,-5.0,-0.61,-0.55
94,Romain Amalfitano,fr FRA,MF,Dijon,Ligue 1,26.0,1989.0,26.0,1418.0,55.0,41.5,15.8,15.0,,7.0,11.0,,7.0,0.85,16.0,24.0,-8.0,-0.51,-0.33
95,Daniel Amartey,gh GHA,MF,Leicester City,Premier League,21.0,1994.0,24.0,1673.0,70.0,48.9,18.6,17.0,,17.0,7.0,,10.0,1.08,21.0,35.0,-14.0,-0.75,-0.7
96,Jordi Amat,id IDN,DF,Swansea City,Premier League,24.0,1992.0,17.0,1409.0,83.0,41.2,15.7,15.0,,15.0,2.0,,14.0,0.82,19.0,36.0,-17.0,-1.09,-0.73
97,Kelvin Amian,fr FRA,DF,Toulouse,Ligue 1,18.0,1998.0,22.0,1776.0,81.0,51.9,19.7,20.0,,18.0,2.0,,12.0,0.95,14.0,21.0,-7.0,-0.35,-0.52
98,Nadiem Amiri,de GER,"MF,FW",Hoffenheim,Bundesliga,19.0,1996.0,33.0,1989.0,60.0,65.0,22.1,20.0,,7.0,13.0,,1.0,1.85,38.0,20.0,18.0,0.81,0.06
99,Fernando Amorebieta,ve VEN,DF,Sporting Gijón,La Liga,31.0,1985.0,27.0,2218.0,82.0,64.9,24.6,26.0,85.0,22.0,1.0,8.0,4.0,0.74,27.0,53.0,-26.0,-1.06,-0.76
100,Nordin Amrabat,ma MAR,"MF,FW",Watford,Premier League,29.0,1987.0,29.0,2091.0,72.0,61.1,23.2,25.0,,11.0,4.0,,0.0,0.97,23.0,51.0,-28.0,-1.21,-1.21
101,Stanley Amuzie,ng NGA,DF,Sampdoria,Serie A,20.0,1996.0,0.0,,,,,0.0,,0.0,0.0,,7.0,,,,,,
102,Jon Ander Serantes,es ESP,GK,Leganés,La Liga,26.0,1989.0,13.0,1109.0,85.0,32.4,12.3,13.0,85.0,12.0,0.0,,0.0,1.0,11.0,22.0,-11.0,-0.89,-0.58
104,Felipe Anderson,br BRA,"FW,MF",Lazio,Serie A,23.0,1993.0,36.0,2908.0,81.0,85.0,32.3,33.0,,20.0,3.0,,0.0,1.78,61.0,43.0,18.0,0.56,-0.32
105,Keshi Anderson,eng ENG,"FW,MF",Crystal Palace,Premier League,21.0,1995.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,
106,Florin Andone,ro ROU,FW,La Coruña,La Liga,23.0,1993.0,37.0,2893.0,78.0,84.6,32.1,32.0,86.0,20.0,5.0,31.0,0.0,0.89,38.0,49.0,-11.0,-0.34,0.85
107,Benjamin André,fr FRA,MF,Rennes,Ligue 1,25.0,1990.0,36.0,3215.0,89.0,94.0,35.7,36.0,,32.0,0.0,,0.0,1.36,34.0,37.0,-3.0,-0.08,1.23
108,Marco Andreolli,it ITA,DF,Inter,Serie A,30.0,1986.0,6.0,362.0,60.0,10.6,4.0,4.0,,3.0,2.0,,21.0,1.5,9.0,6.0,3.0,0.75,0.16
109,Yoann Andreu,fr FRA,DF,Angers,Ligue 1,27.0,1989.0,16.0,1367.0,85.0,40.0,15.2,16.0,,15.0,0.0,,0.0,1.19,14.0,17.0,-3.0,-0.2,0.07
110,Victorien Angban,ci CIV,MF,Granada,La Liga,19.0,1996.0,10.0,682.0,68.0,19.9,7.6,8.0,75.0,3.0,2.0,40.0,12.0,0.2,5.0,21.0,-16.0,-2.11,-0.93
111,Miguel Ángel Guerrero,es ESP,FW,Leganés,La Liga,26.0,1990.0,31.0,2139.0,69.0,62.5,23.8,25.0,81.0,12.0,6.0,21.0,4.0,0.94,21.0,28.0,-7.0,-0.29,0.55
112,José Ángel,es ESP,DF,Villarreal,La Liga,26.0,1989.0,7.0,630.0,90.0,18.4,7.0,7.0,90.0,7.0,0.0,,14.0,1.86,8.0,3.0,5.0,0.71,0.13
113,Miguel Ángel Moyá,es ESP,GK,Atlético Madrid,La Liga,32.0,1984.0,9.0,770.0,86.0,22.5,8.6,8.0,90.0,8.0,1.0,50.0,14.0,2.22,15.0,6.0,9.0,1.05,-0.1
114,Gabriele Angella,it ITA,"DF,MF",Udinese,Serie A,27.0,1989.0,14.0,1017.0,73.0,29.7,11.3,10.0,,10.0,4.0,,22.0,1.93,24.0,20.0,4.0,0.35,0.84
115,Benjamin Angoua,ci CIV,DF,Guingamp,Ligue 1,29.0,1986.0,7.0,538.0,77.0,15.7,6.0,6.0,,5.0,1.0,,11.0,0.86,6.0,9.0,-3.0,-0.5,-0.38
116,Victor Anichebe,ng NGA,"FW,MF",Sunderland,Premier League,28.0,1988.0,18.0,1219.0,68.0,35.6,13.5,14.0,,12.0,4.0,,2.0,0.89,13.0,21.0,-8.0,-0.59,0.72
117,Cristian Ansaldi,ar ARG,DF,Inter,Serie A,29.0,1986.0,21.0,1500.0,71.0,43.9,16.7,17.0,,9.0,4.0,,5.0,1.67,31.0,23.0,8.0,0.48,-0.22
118,Luca Antei,it ITA,DF,Sassuolo,Serie A,24.0,1992.0,15.0,1114.0,74.0,32.6,12.4,11.0,,11.0,4.0,,15.0,1.2,24.0,21.0,3.0,0.24,0.55
119,Luca Antonelli,it ITA,DF,Milan,Serie A,29.0,1987.0,7.0,309.0,44.0,9.0,3.4,3.0,,1.0,4.0,,11.0,2.0,4.0,2.0,2.0,0.58,0.29
120,Matias Antonini Lui,br BRA,MF,Cagliari,Serie A,18.0,1998.0,0.0,,,,,0.0,,0.0,0.0,,3.0,,,,,,
121,Michail Antonio,jm JAM,"MF,FW",West Ham,Premier League,26.0,1990.0,29.0,2434.0,84.0,71.2,27.0,29.0,,22.0,0.0,,0.0,1.24,35.0,43.0,-8.0,-0.3,0.53
122,José Antonio Reyes,es ESP,"MF,FW",Espanyol,La Liga,32.0,1983.0,21.0,869.0,41.0,25.4,9.7,10.0,68.0,1.0,11.0,17.0,9.0,1.52,14.0,10.0,4.0,0.41,0.59
123,Ikechi Anya,sct SCO,"FW,MF",Watford,Premier League,28.0,1988.0,1.0,10.0,10.0,0.3,0.1,0.0,,0.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.74
124,Siniša Anđelković,si SVN,DF,Palermo,Serie A,30.0,1986.0,22.0,1836.0,83.0,53.7,20.4,21.0,,15.0,1.0,,11.0,0.91,19.0,40.0,-21.0,-1.03,0.28
125,Dennis Aogo,de GER,"MF,DF",Schalke 04,Bundesliga,29.0,1987.0,7.0,290.0,41.0,9.5,3.2,3.0,,1.0,4.0,,5.0,1.86,2.0,3.0,-1.0,-0.31,-0.51
126,Houssem Aouar,fr FRA,FW,Lyon,Ligue 1,18.0,1998.0,3.0,127.0,42.0,3.7,1.4,1.0,,1.0,2.0,,4.0,1.33,1.0,2.0,-1.0,-0.71,-1.53
127,Carlos Apna Embaló,gw GNB,"FW,MF",Palermo,Serie A,21.0,1994.0,12.0,621.0,52.0,18.2,6.9,8.0,,3.0,4.0,,12.0,0.42,6.0,13.0,-7.0,-1.01,0.18
128,Alberto Aquilani,it ITA,"MF,FW",Pescara,Serie A,32.0,1984.0,9.0,551.0,61.0,16.1,6.1,6.0,,4.0,3.0,,4.0,0.33,3.0,12.0,-9.0,-1.47,-0.37
130,Alberto Aquilani,it ITA,MF,Sassuolo,Serie A,32.0,1984.0,16.0,1237.0,77.0,36.2,13.7,14.0,,11.0,2.0,,4.0,1.69,23.0,17.0,6.0,0.44,0.89
131,Mauro Arambarri,uy URU,MF,Bordeaux,Ligue 1,20.0,1995.0,4.0,40.0,10.0,1.2,0.4,0.0,,0.0,4.0,,14.0,2.25,2.0,2.0,0.0,0.0,-0.27
132,Mattia Aramu,it ITA,FW,Torino,Serie A,21.0,1995.0,1.0,45.0,45.0,1.3,0.5,1.0,,0.0,0.0,,5.0,1.0,0.0,0.0,0.0,0.0,-0.13
133,Charles Aránguiz,cl CHI,MF,Leverkusen,Bundesliga,27.0,1989.0,26.0,1815.0,70.0,59.3,20.2,22.0,,11.0,4.0,,4.0,1.15,27.0,38.0,-11.0,-0.55,-1.2
134,Sergio Araujo,ar ARG,FW,Las Palmas,La Liga,24.0,1992.0,11.0,533.0,48.0,15.6,5.9,5.0,85.0,3.0,6.0,18.0,1.0,1.36,8.0,13.0,-5.0,-0.84,-0.35
135,Vinícius Araújo,br BRA,FW,Valencia,La Liga,23.0,1993.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
136,Álvaro Arbeloa,es ESP,DF,West Ham,Premier League,33.0,1983.0,3.0,258.0,86.0,7.5,2.9,1.0,,1.0,2.0,,0.0,0.33,2.0,9.0,-7.0,-2.44,-2.16
137,Anaitz Arbilla,es ESP,DF,Eibar,La Liga,29.0,1987.0,22.0,1574.0,72.0,46.0,17.5,17.0,85.0,13.0,5.0,24.0,3.0,1.5,32.0,20.0,12.0,0.69,1.03
