,Player,Squad,90s,Performance - CrdY,Performance - CrdR,Performance - 2CrdY,Performance - Fls,Performance - Fld,Performance - Off,Performance - Crs,Performance - Int,Performance - TklW,Performance - PKwon,Performance - PKcon,Performance - OG,Performance - Recov,Aerial Duels - Won,Aerial Duels - Lost,Aerial Duels - Won%
41,Ilias Akhomach,Villarreal,4.4,2,0,0,11,11,1,7,5,10,0,0,0,20,1,2,33.3
42,Sergio Akieme,Almería,13.0,1,0,0,11,13,1,44,7,11,0,2,0,69,6,12,33.3
43,Maghnes Akliouche,Monaco,5.0,1,0,0,11,8,0,14,3,5,0,0,0,33,2,8,20.0
44,Paul Akouokou,Betis,0.3,0,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0.0
45,Paul Akouokou,Lyon,3.3,1,0,0,8,3,0,0,6,9,0,0,0,24,8,4,66.7
46,Jean-Daniel Akpa-Akpro,Monza,0.4,0,0,0,0,1,0,0,1,0,0,0,0,4,1,0,100.0
47,Kevin Akpoguma,Hoffenheim,6.3,5,0,0,10,7,0,3,9,10,0,1,0,32,11,6,64.7
48,David Alaba,Real Madrid,12.4,2,0,0,4,0,0,17,15,9,0,0,1,61,9,8,52.9
49,Luis Alberto,Lazio,12.8,5,0,0,9,13,2,69,3,12,0,0,0,85,5,8,38.5
50,Raul Albiol,Villarreal,12.8,3,0,0,9,5,0,0,10,9,0,0,0,39,29,22,56.9
52,Ruben Alcaraz,Cádiz,14.0,7,0,0,44,34,0,7,12,23,0,0,0,93,18,19,48.6
53,Omar Alderete,Getafe,6.8,3,1,0,8,7,0,2,3,6,0,0,0,37,13,17,43.3
54,Ivan Alejo,Cádiz,10.8,8,0,0,28,31,5,74,2,9,0,0,0,51,10,5,66.7
55,Carles Alena,Getafe,6.5,4,0,0,8,10,3,19,3,5,0,0,0,35,7,9,43.8
56,Trent Alexander-Arnold,Liverpool,12.6,3,0,0,4,3,0,72,15,12,0,0,0,97,4,4,50.0
57,Mohamed Ali Cho,Real Sociedad,2.8,0,0,0,5,6,3,11,1,3,0,0,0,16,3,6,33.3
58,Yanis Ali Issoufou,Montpellier,0.1,0,0,0,1,1,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
59,Faride Alidou,Köln,3.0,1,0,0,5,5,0,10,3,1,0,0,0,13,5,8,38.5
60,Nabil Alioui,Le Havre,10.4,1,0,0,10,19,5,47,3,2,0,0,0,35,9,9,50.0
61,Alisson,Liverpool,14.0,1,0,0,1,3,0,0,0,0,0,0,0,22,4,1,80.0
62,Jim Allevinah,Clermont Foot,11.3,0,0,0,8,17,1,33,9,10,0,0,0,62,8,10,44.4
63,Domingos Andre Ribeiro Almeida,Valencia,5.3,0,0,0,6,12,0,9,2,6,0,0,0,19,1,8,11.1
64,Miguel Almiron,Newcastle Utd,12.0,1,0,0,9,13,3,9,7,14,0,0,0,47,2,4,33.3
65,Pontus Almqvist,Lecce,10.3,1,0,0,7,19,1,11,6,12,1,0,0,30,4,9,30.8
66,Marcos Alonso,Barcelona,1.8,0,0,0,4,3,0,8,4,3,0,0,0,11,2,1,66.7
67,Adria Altimira,Villarreal,5.1,1,0,0,5,3,0,4,3,3,0,0,0,24,2,2,50.0
68,Sergi Altimira,Betis,1.8,0,0,0,3,1,0,0,2,4,0,0,0,14,0,1,0.0
69,Edson Alvarez,West Ham,11.1,7,0,0,17,4,1,3,16,14,0,1,0,65,13,19,40.6
70,Gaston Alvarez,Getafe,13.0,3,0,0,17,6,1,12,23,19,0,0,0,86,23,17,57.5
71,Julian Alvarez,Manchester City,14.6,2,0,0,14,7,2,86,1,5,1,0,0,48,2,14,12.5
72,Yeray Alvarez,Athletic Club,2.1,1,0,0,1,2,0,0,3,5,0,0,0,12,8,2,80.0
73,Skelly Alvero,Lyon,4.7,2,0,0,12,3,0,2,2,7,0,1,0,20,9,7,56.3
74,Papa Amadou Diallo,Metz,2.2,0,0,0,1,1,2,1,3,1,0,0,0,15,4,7,36.4
75,Selim Amallah,Valencia,4.2,4,1,1,13,18,1,3,9,9,0,0,0,20,8,7,53.3
76,Amath,Mallorca,4.1,2,0,0,9,6,4,5,3,6,1,0,0,17,5,3,62.5
78,Lorenzo Amatucci,Fiorentina,0.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0
79,Zeki Amdouni,Burnley,11.7,1,0,0,8,25,1,7,3,10,0,0,0,46,9,26,25.7
80,Bruno Amione,Hellas Verona,5.9,2,0,0,10,5,0,1,8,3,0,0,0,39,17,10,63.0
81,Michael Amir Murillo,Marseille,4.1,1,0,0,3,4,4,6,4,3,0,0,0,21,7,4,63.6
82,Nadiem Amiri,Leverkusen,0.1,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0.0
83,Sofyan Amrabat,Manchester Utd,5.8,2,0,0,12,4,0,5,4,13,0,0,0,35,4,1,80.0
84,Joachim Andersen,Crystal Palace,16.0,3,0,0,14,13,1,14,15,16,0,0,0,73,39,20,66.1
85,Elliot Anderson,Newcastle Utd,4.6,0,0,0,6,7,0,3,2,6,0,0,0,18,6,4,60.0
86,Felipe Anderson,Lazio,11.8,1,0,0,13,9,2,25,15,15,0,0,0,51,3,8,27.3
87,Benjamin Andre,Lille,13.3,3,0,0,21,19,0,7,17,26,0,0,0,111,34,21,61.8
88,Komnen Andric,Clermont Foot,1.4,0,0,0,0,1,1,1,0,1,0,0,0,3,2,5,28.6
89,Robert Andrich,Leverkusen,2.7,0,0,0,2,1,0,0,5,0,0,0,0,13,3,5,37.5
90,Miguel Angel Rubio,Granada,6.2,1,0,0,8,3,0,0,12,4,0,0,0,34,21,13,61.8
91,Fabrizio Angileri,Getafe,0.9,2,1,0,0,1,0,4,2,0,0,0,0,10,1,3,25.0
92,Jaidon Anthony,Bournemouth,1.7,1,0,0,4,2,2,2,1,1,0,0,0,11,1,3,25.0
93,Waldemar Anton,Stuttgart,14.0,2,0,0,12,11,0,4,19,12,1,0,1,90,31,14,68.9
94,Michail Antonio,West Ham,9.0,2,0,0,13,15,6,10,1,4,0,0,0,23,15,31,32.6
95,Antony,Manchester Utd,7.6,3,0,0,9,19,0,13,6,5,1,0,0,48,0,10,0.0
96,Christopher Antwi-Adjei,Bochum,5.6,3,0,0,4,1,6,21,0,4,0,0,0,13,4,10,28.6
97,Houssem Aouar,Roma,4.7,3,0,0,6,6,0,10,4,9,0,0,0,28,6,5,54.5
98,Stredair Appuah,Nantes,0.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0
99,Mauro Arambarri,Getafe,3.8,2,0,0,18,3,0,6,2,2,0,0,0,27,5,8,38.5
100,Julian Araujo,Las Palmas,9.1,3,0,0,9,3,2,11,7,12,0,0,0,40,21,14,60.0
101,Ronald Araujo,Barcelona,8.4,2,0,0,12,7,0,6,4,7,0,0,0,38,24,11,68.6
102,Cameron Archer,Sheffield Utd,11.4,1,0,0,7,18,7,2,1,4,0,0,0,40,5,21,19.2
104,Cameron Archer,Aston Villa,0.1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0
105,Alphonse Areola,West Ham,14.0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,100.0
106,Adu Ares,Athletic Club,0.3,1,0,0,1,1,0,1,0,2,0,0,0,2,0,0,0.0
107,Jesus Areso,Osasuna,11.1,1,0,0,13,5,1,39,8,11,0,0,0,55,13,5,72.2
108,Yoel Armougom,Clermont Foot,0.2,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0.0
109,Jose Arnaiz,Osasuna,3.2,0,0,0,2,9,1,11,1,0,0,0,0,17,3,4,42.9
110,Hakon Arnar Haraldsson,Lille,4.2,2,0,0,5,6,1,1,1,3,0,0,0,16,1,2,33.3
111,Marko Arnautovic,Inter,1.9,0,0,0,4,1,1,0,2,1,0,0,0,5,2,1,66.7
112,Maximilian Arnold,Wolfsburg,9.9,5,0,0,11,10,0,39,11,10,0,0,0,62,2,8,20.0
113,Mohamed El Arouch,Lyon,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
114,Sergio Arribas,Almería,11.4,0,0,0,7,19,0,27,8,9,0,0,0,45,14,13,51.9
115,Kepa Arrizabalaga,Real Madrid,10.0,1,0,0,0,2,0,0,0,0,0,0,0,11,1,0,100.0
116,Arthur,Leverkusen,0.4,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0.0
117,Takuma Asano,Bochum,11.6,1,0,0,8,12,10,17,2,2,0,0,0,35,7,29,19.4
118,Marco Asensio,Paris S-G,2.7,0,0,0,1,1,0,5,0,1,0,0,0,7,1,0,100.0
119,Kristjan Asllani,Inter,1.3,0,0,0,1,1,0,4,4,0,0,0,0,12,1,2,33.3
120,Joel Asoro,Metz,6.1,1,0,0,12,15,1,8,2,7,1,0,0,20,9,9,50.0
121,Iago Aspas,Celta Vigo,13.2,4,0,0,5,24,5,86,5,1,0,0,0,43,2,13,13.3
122,Lorenz Assignon,Rennes,10.9,4,0,0,22,15,1,21,8,12,1,0,0,64,11,15,42.3
123,Youcef Atal,Nice,4.0,2,0,0,3,4,0,6,4,3,0,0,0,28,2,2,50.0
124,Valentin Atangana Edoa,Reims,1.7,0,0,0,7,1,0,0,2,5,0,0,0,11,3,8,27.3
125,Arthur Atta,Metz,1.3,0,0,0,2,2,3,0,1,2,0,0,0,5,1,1,50.0
126,Noah Atubolu,Freiburg,14.0,0,0,0,0,1,0,0,0,0,0,0,0,27,1,0,100.0
127,Pierre-Emerick Aubameyang,Marseille,11.6,1,0,0,2,7,9,8,4,4,0,0,0,36,13,25,34.2
128,Tommaso Augello,Cagliari,10.7,0,0,0,4,5,1,64,4,8,0,0,0,58,10,11,47.6
130,Yann Aurel Bisseck,Inter,1.2,0,0,0,0,1,1,1,0,1,0,0,0,4,0,2,0.0
131,Serge Aurier,Nott'ham Forest,9.3,2,0,0,8,9,0,22,9,14,0,0,0,50,30,20,60.0
132,Ezequiel Avila,Osasuna,8.3,2,2,0,6,18,4,67,4,1,0,0,0,30,10,18,35.7
133,Taiwo Awoniyi,Nott'ham Forest,7.4,1,0,0,8,7,9,1,0,3,0,0,0,27,15,23,39.5
134,Andre Ayew,Le Havre,0.2,0,1,0,2,0,0,0,0,0,0,0,0,1,1,1,50.0
135,Jordan Ayew,Crystal Palace,14.6,6,1,1,27,56,4,41,10,19,0,0,0,88,23,30,43.4
136,Neil El Aynaoui,Lens,4.3,1,0,0,10,14,0,2,7,3,0,0,0,33,5,4,55.6
137,Sardar Azmoun,Roma,2.1,1,0,0,2,1,1,0,1,4,0,0,0,14,4,4,50.0
138,Cesar Azpilicueta,Atlético Madrid,8.7,2,0,0,18,5,0,6,10,10,0,0,0,52,13,13,50.0
139,Paulo Azzi,Cagliari,5.2,0,0,0,1,1,2,24,8,5,0,0,0,28,5,8,38.5
140,Oussama El Azzouzi,Bologna,2.2,2,0,0,6,2,1,0,4,3,0,0,0,23,1,3,25.0
141,Abdellah Baallal,Clermont Foot,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
142,Iddrisu Baba,Almería,9.3,3,0,0,19,18,0,4,10,17,0,1,0,78,19,13,59.4
143,Srdan Babic,Almería,1.0,0,0,0,2,0,0,0,0,2,0,0,0,4,3,1,75.0
144,Aliou Badara Balde,Nice,0.4,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0.0
145,Loic Bade,Sevilla,9.8,1,1,0,12,3,1,0,16,14,0,0,0,57,37,16,69.8
146,Milan Badelj,Genoa,9.7,3,0,0,8,8,0,4,19,7,0,0,0,70,4,7,36.4
147,Matthias Bader,Darmstadt 98,8.7,1,0,0,6,22,0,14,14,9,0,0,0,60,5,6,45.5
148,Benoit Badiashile,Chelsea,3.0,1,0,0,2,3,0,0,3,4,0,0,0,20,8,6,57.1
149,Alex Baena,Villarreal,11.8,4,1,0,22,28,3,71,5,8,0,0,0,56,2,4,33.3
150,Jaime Baez,Frosinone,5.0,1,0,0,5,13,5,22,4,1,1,0,0,27,4,4,50.0
151,Leon Bailey,Aston Villa,6.6,1,0,0,9,6,2,21,5,2,0,0,0,37,4,9,30.8
152,Nedim Bajrami,Sassuolo,6.5,0,0,0,6,2,1,24,4,2,0,0,0,29,0,4,0.0
153,Tiemoue Bakayoko,Lorient,4.6,2,0,0,5,12,0,0,8,9,0,0,0,33,7,3,70.0
154,Mitchel Bakker,Atalanta,2.5,0,0,0,2,2,1,10,1,2,0,0,0,14,3,0,100.0
156,Ridle Baku,Wolfsburg,8.1,1,0,0,8,14,2,22,10,6,0,0,0,54,10,13,43.5
157,Dilane Bakwa,Strasbourg,8.2,2,0,0,12,26,3,41,7,10,0,0,0,42,7,10,41.2
158,Tommaso Baldanzi,Empoli,6.8,1,0,0,4,14,1,7,2,2,0,0,0,25,0,4,0.0
159,Alejandro Balde,Barcelona,11.3,1,0,0,7,8,1,23,5,7,0,0,0,51,10,8,55.6
160,George Baldock,Sheffield Utd,6.3,3,0,0,13,10,1,13,7,7,1,0,0,32,5,6,45.5
161,Carlos Baleba,Brighton,5.3,2,0,0,11,6,0,0,7,9,0,0,0,39,13,2,86.7
162,Carlos Baleba,Lille,0.7,0,0,0,2,2,0,0,2,2,0,0,0,2,0,0,0.0
163,Leonardo Balerdi,Marseille,8.4,3,1,1,7,6,0,0,20,14,0,0,0,54,23,14,62.2
164,Ivan Balliu,Rayo Vallecano,13.9,1,0,0,14,18,4,30,16,9,0,0,0,65,11,10,52.4
165,Fode Ballo-Toure,Fulham,0.4,1,0,0,1,0,0,2,3,1,0,0,0,3,0,0,0.0
166,Folarin Balogun,Monaco,8.4,1,0,0,15,15,11,6,2,1,0,0,0,25,2,12,14.3
167,Jonathan Bamba,Celta Vigo,14.7,0,0,0,9,43,5,38,9,6,0,0,0,69,5,15,25.0
168,Lameck Banda,Lecce,8.8,3,0,0,19,17,5,28,2,12,0,0,0,51,2,7,22.2
169,Mamady Bangre,Toulouse,1.1,2,0,0,3,0,1,4,4,2,0,0,0,12,1,3,25.0
170,Mattia Bani,Genoa,10.0,5,0,0,7,12,1,0,7,3,0,0,0,49,14,14,50.0
171,Leo Baptistao,Almería,7.6,3,0,0,11,19,5,12,2,7,0,0,0,34,24,33,42.1
172,Shandon Baptiste,Brentford,2.1,0,0,0,2,0,0,0,3,4,0,0,0,13,3,4,42.9
173,Antonin Barak,Fiorentina,1.2,0,0,0,1,1,0,0,0,1,0,0,0,10,3,2,60.0
174,Francisco Barbosa,Betis,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
175,Bradley Barcola,Lyon,3.0,1,0,0,4,2,2,0,2,2,0,0,0,11,9,2,81.8
176,Bradley Barcola,Paris S-G,5.0,1,0,0,7,4,1,3,4,6,0,0,0,21,5,4,55.6
177,Melvin Bard,Nice,14.1,3,0,0,19,15,0,33,20,19,0,0,0,94,11,12,47.8
178,Nicolo Barella,Inter,12.9,2,0,0,8,7,1,24,4,12,0,0,0,74,8,6,57.1
179,Kike Barja,Osasuna,2.7,2,0,0,7,3,1,17,1,2,0,0,0,14,2,3,40.0
180,Ross Barkley,Luton Town,8.9,2,0,0,8,15,0,18,8,5,0,0,0,70,15,10,60.0
182,Aymen Barkok,Mainz 05,3.5,1,0,0,14,3,0,13,2,5,0,0,0,17,10,13,43.5
183,Harvey Barnes,Newcastle Utd,2.1,1,0,0,1,7,0,6,1,0,0,0,0,6,1,2,33.3
184,Leandro Barreiro Martins,Mainz 05,13.9,4,0,0,28,18,1,3,25,21,0,0,0,79,20,38,34.5
185,Enzo Barrenechea,Frosinone,12.1,5,0,0,16,18,0,0,10,19,0,0,0,106,13,13,50.0
186,Ander Barrenetxea,Real Sociedad,9.1,0,0,0,12,13,2,21,5,4,0,0,0,45,3,13,18.8
187,Pablo Barrios,Atlético Madrid,6.3,2,0,0,9,13,0,9,14,8,0,0,0,47,8,4,66.7
188,Davide Bartesaghi,Milan,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0
189,Marc Bartra,Betis,2.5,1,0,0,4,1,0,0,3,3,0,0,0,15,4,4,50.0
190,Federico Baschirotto,Lecce,13.6,1,1,0,10,2,0,1,8,5,0,2,0,62,31,18,63.3
191,Chris Basham,Sheffield Utd,3.6,1,0,0,3,3,2,4,5,2,0,0,0,16,7,8,46.7
192,Calvin Bassey,Fulham,9.4,2,1,1,6,4,2,0,18,11,0,0,0,66,15,10,60.0
193,Alessandro Bastoni,Inter,8.9,3,0,0,13,13,0,27,7,12,0,0,0,43,12,9,57.1
194,Simone Bastoni,Empoli,2.8,0,0,0,6,3,0,15,7,7,0,0,0,20,3,2,60.0
195,Daniel Batz,Mainz 05,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
196,Maximilian Bauer,Augsburg,5.5,1,0,0,8,7,0,0,8,5,0,0,0,18,11,11,50.0
197,Elias Baum,Eint Frankfurt,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
198,Oliver Baumann,Hoffenheim,14.0,1,0,0,1,3,0,0,0,1,0,1,0,51,0,0,0.0
199,Christoph Baumgartner,RB Leipzig,5.9,2,0,0,15,14,0,4,3,6,1,0,0,21,6,15,28.6
200,Bebe,Rayo Vallecano,1.0,1,0,0,0,1,1,10,0,2,0,0,0,8,1,3,25.0
201,Ihlas Bebou,Hoffenheim,6.3,1,0,0,11,7,3,16,7,6,0,0,0,29,11,11,50.0
202,Adrian Beck,Heidenheim,5.6,1,0,0,6,6,2,3,2,5,0,0,0,22,7,15,31.8
203,Sheraldo Becker,Union Berlin,6.5,0,0,0,6,4,3,50,0,3,1,0,0,43,0,7,0.0
204,Donny van de Beek,Manchester Utd,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
205,Yanis Begraoui,Toulouse,3.2,0,0,0,5,7,1,5,5,3,0,0,0,12,4,8,33.3
206,Kevin Behrens,Union Berlin,10.6,2,0,0,19,19,7,5,2,10,0,0,0,30,70,61,53.4
208,Maximilian Beier,Hoffenheim,10.1,0,0,0,8,17,4,11,0,2,2,0,0,21,9,18,33.3
209,Jeremie Bela,Clermont Foot,0.5,0,0,0,0,1,0,8,0,0,0,0,0,2,0,1,0.0
210,Amari'i Bell,Luton Town,10.2,0,0,0,11,7,0,5,11,18,0,0,0,44,9,12,42.9
211,Stefan Bell,Mainz 05,6.4,2,0,0,9,7,1,1,5,8,0,0,0,34,23,22,51.1
212,Raoul Bellanova,Torino,13.1,4,0,0,9,23,0,64,9,7,0,0,0,57,13,16,44.8
213,Jean-Ricner Bellegarde,Wolves,4.1,0,1,0,4,7,0,15,2,3,0,0,0,17,3,3,50.0
214,Jean-Ricner Bellegarde,Strasbourg,3.0,2,0,0,3,8,0,8,4,3,0,0,0,19,0,5,0.0
215,Hector Bellerin,Betis,10.2,0,1,0,12,5,1,25,14,8,0,0,1,49,8,21,27.6
216,Jude Bellingham,Real Madrid,13.3,2,0,0,15,42,3,11,10,18,0,0,0,59,10,13,43.5
217,Jeanoel Belocian,Rennes,9.2,0,0,0,6,10,0,9,11,11,0,0,0,47,7,1,87.5
218,Andrea Belotti,Roma,5.3,0,0,0,7,17,5,4,0,4,0,0,0,9,12,15,44.4
219,Fran Beltran,Celta Vigo,11.3,2,0,0,11,7,0,4,9,10,0,0,0,67,5,13,27.8
220,Lucas Beltran,Fiorentina,5.6,1,0,0,9,8,3,2,0,7,0,0,0,8,6,28,17.6
221,Eliesse Ben Seghir,Monaco,0.4,0,0,0,0,3,0,2,0,0,0,0,0,3,0,0,0.0
222,Anis Ben Slimane,Sheffield Utd,1.7,2,0,0,2,2,0,0,1,2,0,0,0,22,3,7,30.0
223,Wissam Ben Yedder,Monaco,10.2,0,0,0,4,8,10,2,3,3,0,0,0,26,8,13,38.1
224,Carlos Benavidez,Alavés,4.0,1,0,0,13,4,1,3,7,11,0,1,0,24,19,12,61.3
225,Ismael Bennacer,Milan,0.5,1,0,0,3,0,0,0,0,0,0,0,0,4,0,3,0.0
226,Said Benrahma,West Ham,5.4,1,0,0,4,6,1,13,3,1,0,0,0,32,0,4,0.0
227,Ramy Bensebaini,Dortmund,9.1,4,1,1,14,25,0,15,12,16,0,0,1,70,11,11,50.0
228,Nabil Bentaleb,Lille,6.4,2,0,0,11,4,0,2,11,11,0,0,0,48,4,4,50.0
229,Rodrigo Bentancur,Tottenham,1.0,1,0,0,1,3,0,1,1,3,0,0,0,2,1,3,25.0
230,Daniel Bentley,Wolves,1.8,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,100.0
231,Domenico Berardi,Sassuolo,11.8,5,0,0,21,24,2,51,9,7,1,0,0,44,6,14,30.0
232,Yuri Berchiche,Athletic Club,6.9,2,0,0,7,11,0,16,7,7,0,0,0,38,12,6,66.7
234,Alex Berenguer,Athletic Club,5.0,2,0,0,8,7,4,52,1,4,0,0,0,21,12,10,54.5
235,Bartosz Bereszynski,Empoli,6.4,1,0,0,6,9,0,9,6,10,0,0,0,29,9,3,75.0
236,Johann Berg Gudmundsson,Burnley,7.2,2,0,0,5,10,0,41,10,2,0,0,0,29,9,4,69.2
237,Sander Berge,Burnley,12.8,3,0,0,19,7,1,8,8,13,0,0,0,76,33,18,64.7
238,Etrit Berisha,Empoli,13.0,0,0,0,0,2,0,0,0,0,0,0,0,25,6,0,100.0
239,Mergim Berisha,Hoffenheim,1.6,0,0,0,5,2,1,2,0,0,0,0,0,8,2,9,18.2
240,Mergim Berisha,Augsburg,1.4,0,0,0,0,3,1,1,0,0,0,0,0,1,2,1,66.7
241,Bernardo,Bochum,14.0,3,0,0,21,13,1,12,27,25,0,1,0,90,53,37,58.9
242,Victor Bernth Kristiansen,Bologna,8.3,2,0,0,14,1,1,11,3,11,0,1,0,24,8,3,72.7
243,Matus Bero,Bochum,5.2,3,0,0,15,10,1,4,1,7,0,0,0,30,4,7,36.4
244,Luke Berry,Luton Town,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
245,Jan-Niklas Beste,Heidenheim,12.2,3,0,0,10,23,1,116,8,13,1,0,0,49,3,9,25.0
246,Beto,Everton,4.6,1,0,0,10,7,1,3,0,5,0,0,0,17,30,28,51.7
247,Beto,Udinese,0.8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0.0
248,Sam Beukema,Bologna,13.0,2,0,0,12,8,0,0,7,9,0,1,0,80,23,11,67.6
249,Jordan Beyer,Burnley,10.5,5,0,0,8,4,0,0,13,16,0,0,0,45,17,17,50.0
250,Jaka Bijol,Udinese,13.0,1,0,0,18,5,0,1,14,16,0,0,0,55,47,13,78.3
251,Philip Billing,Bournemouth,11.5,3,0,0,12,10,0,17,13,13,0,0,0,57,24,14,63.2
252,Cristiano Biraghi,Fiorentina,9.5,2,0,0,20,5,0,89,7,12,0,0,0,44,4,5,44.4
253,Davide Biraschi,Genoa,1.0,0,0,0,0,2,0,0,2,3,0,0,0,4,1,0,100.0
254,Samuele Birindelli,Monza,6.3,3,0,0,7,10,0,16,6,6,0,0,0,21,4,2,66.7
