,Player,Squad,90s,Performance - CrdY,Performance - CrdR,Performance - 2CrdY,Performance - Fls,Performance - Fld,Performance - Off,Performance - Crs,Performance - Int,Performance - TklW,Performance - PKwon,Performance - PKcon,Performance - OG,Performance - Recov,Aerial Duels - Won,Aerial Duels - Lost,Aerial Duels - Won%
120,Adil Aouchiche,Saint-Étienne,19.2,2,0,0,20,31,0,130,10,20,0,0,0,100,13,28,31.7
121,Dennis Appiah,Nantes,17.3,3,0,0,16,3,1,47,25,34,0,1,0,99,30,23,56.6
122,Aritz Arambarri,Real Sociedad,0.3,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,50.0
123,Mauro Arambarri,Getafe,33.1,11,0,0,58,73,1,123,42,39,0,0,0,204,54,53,50.5
124,Charles Aranguiz,Leverkusen,18.5,4,0,0,31,25,0,4,33,23,0,0,0,122,10,16,38.5
125,Luiz Araujo,Lille,16.6,5,0,0,24,18,0,27,11,25,0,0,0,88,10,20,33.3
126,Nestor Araujo,Celta Vigo,27.0,5,0,0,30,4,0,2,43,16,0,0,0,134,61,46,57.0
127,Ronald Araujo,Barcelona,16.8,3,0,0,12,17,2,0,20,11,1,1,0,104,51,22,69.9
128,Anaitz Arbilla,Eibar,31.2,8,0,0,36,13,0,43,69,26,0,2,0,245,68,53,56.2
130,Alphonse Areola,Fulham,36.0,2,0,0,0,5,0,0,1,0,0,0,0,36,13,1,92.9
131,Santiago Arias,Leverkusen,1.0,0,0,0,1,0,0,2,1,1,0,0,0,6,0,3,0.0
132,Karim Aribi,Nîmes,3.3,0,0,0,2,2,0,2,0,2,1,0,0,7,12,39,23.5
133,Unai Arietaleanizbeaskoa,Eibar,0.5,1,0,0,3,1,1,0,0,0,0,0,0,1,0,3,0.0
134,Nicolo Armini,Lazio,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0
135,Stuart Armstrong,Southampton,30.7,3,0,0,34,35,4,40,24,41,0,0,0,175,8,17,32.0
136,Maximilian Arnold,Wolfsburg,28.7,7,1,0,39,62,0,139,49,32,0,1,0,240,39,27,59.1
137,Toluwalase Arokodare,Köln,1.2,0,0,0,1,1,2,1,1,1,0,0,0,9,9,13,40.9
138,Sergio Arribas,Real Madrid,1.5,1,0,0,1,2,2,1,4,1,0,0,0,11,2,2,50.0
139,Kepa Arrizabalaga,Chelsea,6.5,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0
140,Tolgay Arslan,Udinese,20.2,9,0,0,38,45,0,13,22,32,0,1,0,139,11,9,55.0
141,Kwadwo Asamoah,Cagliari,2.5,0,0,0,0,4,0,7,4,3,0,0,0,20,2,1,66.7
142,Santiago Ascacibar,Hertha BSC,8.5,2,0,0,10,4,0,4,13,15,0,0,0,64,9,8,52.9
143,Sergio Asenjo,Villarreal,36.0,2,0,0,1,2,0,0,0,0,0,1,0,40,7,0,100.0
144,Marco Asensio,Real Madrid,20.8,1,0,0,6,28,6,97,11,6,0,0,0,84,10,7,58.8
145,Kristoffer Askildsen,Sampdoria,1.1,2,0,0,3,1,0,1,3,0,0,0,0,5,1,1,50.0
146,Iago Aspas,Celta Vigo,31.8,9,0,0,24,53,13,28,16,3,0,1,0,113,16,45,26.2
147,Roger Assale,Dijon,9.2,0,1,0,12,27,6,6,2,8,1,0,0,24,5,16,23.8
148,Youcef Atal,Nice,10.6,1,0,0,18,27,7,51,26,12,0,0,0,63,8,20,28.6
149,Miguel Atienza,Eibar,9.3,1,0,0,10,2,0,4,9,9,0,0,0,57,25,16,61.0
150,Pierre-Emerick Aubameyang,Arsenal,25.9,2,0,0,13,18,17,38,7,8,0,0,1,65,34,58,37.0
151,Emil Audero,Sampdoria,37.0,0,0,0,0,6,0,0,1,1,0,0,0,61,6,0,100.0
152,Tommaso Augello,Sampdoria,35.7,2,1,0,13,25,2,148,32,30,0,0,0,214,41,30,57.7
153,Jean-Kevin Augustin,Nantes,0.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
154,Ludwig Augustinsson,Werder Bremen,21.7,4,0,0,15,25,3,193,20,20,0,1,1,78,46,24,65.7
156,Serge Aurier,Tottenham,17.8,0,0,0,23,15,1,35,19,33,0,1,0,111,36,40,47.4
157,Charlie Austin,West Brom,1.5,0,0,0,0,2,1,0,3,2,0,0,0,4,6,13,31.6
158,Ezequiel Avila,Osasuna,2.2,0,0,0,4,5,2,2,1,2,0,0,0,9,3,6,33.3
159,Taiwo Awoniyi,Union Berlin,15.1,0,0,0,22,20,15,4,3,3,1,0,0,44,33,76,30.3
160,Mehmet Aydin,Schalke 04,5.6,0,0,0,9,6,1,10,6,7,0,0,0,22,13,13,50.0
161,Jordan Ayew,Crystal Palace,23.3,4,0,0,45,63,5,31,16,26,0,0,0,108,29,94,23.6
162,Kaan Ayhan,Sassuolo,8.8,3,0,0,8,2,0,3,16,9,0,0,0,37,12,22,35.3
163,Luke Ayling,Leeds United,37.8,7,0,0,29,54,2,82,36,61,0,1,0,279,65,65,50.0
164,Ramon Azeez,Granada,1.1,0,0,0,1,1,0,1,1,1,0,0,0,4,4,0,100.0
165,Cesar Azpilicueta,Chelsea,24.3,5,1,0,32,14,5,37,28,28,0,0,0,131,55,44,55.6
166,Ludovic Baal,Brest,3.3,0,0,0,3,7,0,2,5,5,0,0,0,24,8,7,53.3
167,Carlos Bacca,Villarreal,8.7,1,0,0,10,6,6,7,3,5,0,0,0,19,9,13,40.9
168,Loic Bade,Lens,29.0,11,1,1,44,16,1,5,74,34,0,1,0,212,112,62,64.4
169,Milan Badelj,Genoa,26.8,7,0,0,34,32,1,15,87,27,1,0,0,228,16,12,57.1
170,Edgar Badia,Elche,30.0,0,0,0,0,3,0,0,0,0,0,0,0,50,6,2,75.0
171,Benoit Badiashile,Monaco,31.9,5,0,0,32,15,2,3,58,17,0,0,0,193,108,40,73.0
172,Alex Baena,Villarreal,1.5,0,0,0,2,4,0,4,1,3,0,0,0,3,0,2,0.0
173,Miguel Baeza,Celta Vigo,6.0,0,0,0,5,8,2,12,3,6,0,0,0,21,8,10,44.4
174,Stephane Bahoken,Angers,18.0,4,0,0,31,29,17,20,9,6,0,0,0,40,26,55,32.1
175,Leon Bailey,Leverkusen,23.8,6,0,0,24,43,15,155,9,8,0,0,0,107,18,29,38.3
176,Eric Bailly,Manchester Utd,10.2,3,0,0,10,4,0,0,13,5,0,0,0,73,24,17,58.5
177,Stefan Bajic,Saint-Étienne,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
178,Tiemoue Bakayoko,Napoli,21.8,6,1,1,36,52,1,2,36,41,1,0,0,129,44,34,56.4
179,Mitchel Bakker,Paris S-G,18.8,1,0,0,16,9,3,51,22,30,0,0,0,124,23,13,63.9
180,Ridle Baku,Wolfsburg,29.8,1,0,0,33,39,10,102,40,31,0,0,0,173,16,48,25.0
182,Ridle Baku,Mainz 05,2.0,0,0,0,1,5,0,6,3,2,0,0,0,14,1,1,50.0
183,Dilane Bakwa,Bordeaux,0.6,0,0,0,1,6,0,0,1,2,0,0,0,6,1,2,33.3
184,Fabian Balbuena,West Ham,13.3,1,1,0,12,3,0,3,25,12,0,0,0,73,21,17,55.3
185,Keita Balde,Sampdoria,13.3,4,1,0,32,35,4,8,0,6,1,1,0,25,20,41,32.8
186,George Baldock,Sheffield Utd,31.0,7,0,0,46,21,10,62,25,34,0,0,0,127,26,28,48.1
187,Gareth Bale,Tottenham,10.2,1,0,0,9,9,5,40,8,10,0,0,0,38,23,11,67.6
188,Mikel Balenziaga,Athletic Club,18.8,0,0,0,17,15,1,44,7,15,0,0,0,84,14,16,46.7
189,Leonardo Balerdi,Marseille,18.2,6,1,0,31,27,2,1,28,18,0,0,0,129,35,42,45.5
190,Fode Ballo-Toure,Monaco,7.4,2,0,0,10,12,1,39,6,17,1,0,0,37,12,10,54.5
191,Botond Balogh,Parma,1.8,1,0,0,1,0,0,0,2,7,0,0,0,5,2,3,40.0
192,Abdoulaye Bamba,Angers,15.0,2,0,0,14,6,0,48,19,17,0,1,0,82,10,9,52.6
193,Jonathan Bamba,Lille,33.2,2,0,0,27,67,3,146,24,23,1,0,0,238,15,27,35.7
194,Robson Bambu,Nice,11.6,3,1,0,19,9,1,1,10,11,0,1,0,80,19,19,50.0
195,Patrick Bamford,Leeds United,33.9,3,0,0,36,23,18,3,10,9,3,0,0,59,47,73,39.2
196,Mattia Bani,Genoa,10.2,4,0,0,13,7,1,2,27,5,0,0,0,39,32,29,52.5
197,Mattia Bani,Parma,12.7,6,0,0,16,8,0,3,33,11,0,0,0,54,34,24,58.6
198,Simon Banza,Lens,15.2,6,1,1,29,33,9,11,7,6,1,0,0,41,57,63,47.5
199,Antonin Barak,Hellas Verona,30.7,5,1,0,60,17,4,14,12,19,0,1,0,216,65,81,44.5
200,Federico Barba,Benevento,29.5,8,0,0,27,10,1,38,48,16,0,0,1,116,22,30,42.3
201,Danilo Barbosa,Nice,2.8,2,0,0,3,4,0,0,2,3,0,0,0,16,4,2,66.7
202,Barcia,Granada,1.0,1,0,0,2,1,0,1,3,1,1,0,0,7,2,0,100.0
203,Melvin Bard,Lyon,4.8,0,1,0,8,6,0,22,6,8,1,0,0,38,11,14,44.0
204,Enis Bardhi,Levante,18.7,4,0,0,27,24,4,65,21,12,0,0,0,120,5,19,20.8
205,Phil Bardsley,Burnley,3.0,2,0,0,8,4,0,10,6,5,0,0,0,14,6,2,75.0
206,Nicolo Barella,Inter,32.2,5,0,0,43,53,2,64,26,31,0,1,0,193,30,28,51.7
208,Philipp Bargfrede,Werder Bremen,0.3,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0.0
209,Kike Barja,Osasuna,15.9,2,0,0,15,23,2,72,16,5,1,0,0,103,21,15,58.3
210,Ross Barkley,Aston Villa,17.0,0,0,0,12,17,5,61,5,2,1,0,0,70,21,22,48.8
211,Ross Barkley,Chelsea,0.5,0,0,0,2,2,1,0,0,0,0,0,0,6,2,1,66.7
212,Aymen Barkok,Eint Frankfurt,10.9,5,0,0,23,7,1,41,10,15,0,1,0,75,15,24,38.5
213,Ashley Barnes,Burnley,14.8,4,0,0,46,49,17,8,5,6,1,0,0,41,60,82,42.3
214,Harvey Barnes,Leicester City,21.6,0,0,0,16,33,1,27,8,9,0,0,0,86,24,32,42.9
215,Marc Baro,Cádiz,1.0,0,0,0,1,3,0,6,2,1,0,0,0,4,0,0,0.0
216,Antonio Barragan,Elche,24.8,8,0,0,35,25,2,53,33,14,1,1,0,92,33,19,63.5
217,Antonio Barreca,Fiorentina,0.9,0,0,0,1,0,1,11,0,0,0,1,0,3,3,2,60.0
218,Leandro Barreiro Martins,Mainz 05,25.6,5,0,0,64,47,0,9,57,32,0,2,0,121,46,47,49.5
219,Ander Barrenetxea,Real Sociedad,14.5,7,0,0,40,20,4,34,6,19,0,0,0,78,3,21,12.5
220,Jacob Barrett Laursen,Arminia,12.3,1,0,0,12,12,0,21,24,12,0,0,0,50,8,18,30.8
221,Musa Barrow,Bologna,32.5,0,0,0,17,32,11,138,11,10,0,0,0,110,23,73,24.0
222,Kyle Bartley,West Brom,28.7,4,0,0,30,8,5,1,38,16,0,1,0,137,105,56,65.2
223,Paolo Bartolomei,Spezia,3.6,1,0,0,4,1,0,13,1,2,0,1,0,9,1,1,50.0
224,Marc Bartra,Betis,18.8,3,0,0,29,15,2,2,40,16,0,4,0,86,58,41,58.6
225,Daniele Baselli,Torino,4.4,2,0,0,6,9,0,14,9,7,0,0,0,39,7,7,50.0
226,Chris Basham,Sheffield Utd,28.6,5,0,0,25,28,6,25,49,42,1,1,0,158,54,61,47.0
227,Toma Basic,Bordeaux,28.9,7,0,0,42,31,2,64,32,22,0,0,0,139,25,30,45.5
228,Alvaro Bastida,Cádiz,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
229,Alessandro Bastoni,Inter,32.5,6,0,0,40,28,0,24,40,22,0,0,0,164,48,32,60.0
230,Simone Bastoni,Spezia,16.9,7,0,0,35,27,2,93,16,29,0,1,0,122,27,25,51.9
231,Bastos,Lazio,0.7,0,0,0,1,4,0,0,0,1,0,0,0,8,1,0,100.0
232,Michy Batshuayi,Crystal Palace,8.1,0,0,0,12,5,11,5,4,3,1,0,0,15,10,15,40.0
234,Rodrigo Battaglia,Alavés,27.7,10,1,0,35,30,1,3,29,16,0,0,0,139,43,22,66.2
235,Cristian Battocchio,Brest,3.9,0,0,0,1,2,0,17,4,2,0,0,0,21,1,4,20.0
236,Oliver Baumann,Hoffenheim,31.0,1,0,0,0,6,0,0,2,0,0,0,0,78,7,1,87.5
237,Julian Baumgartlinger,Leverkusen,11.9,1,0,0,11,13,0,3,12,20,0,0,0,76,22,9,71.0
238,Christoph Baumgartner,Hoffenheim,26.3,6,0,0,70,53,1,21,24,31,2,0,0,140,53,89,37.3
239,Jon Bautista,Real Sociedad,4.1,3,0,0,11,6,2,4,2,3,0,0,0,16,23,23,50.0
240,Paul Baysse,Bordeaux,29.0,5,1,1,22,15,1,2,52,18,0,1,0,129,67,51,56.8
241,Noah Joel Sarenren Bazee,Augsburg,0.4,1,0,0,2,1,1,0,1,0,0,0,0,4,2,3,40.0
242,Ihlas Bebou,Hoffenheim,24.4,3,0,0,24,32,4,44,17,9,1,0,0,90,55,83,39.9
243,Rodrigo Becao,Udinese,30.9,5,0,0,50,47,0,13,68,33,0,1,0,142,61,36,62.9
244,Sheraldo Becker,Union Berlin,12.3,2,0,0,21,14,4,52,6,4,0,0,0,78,7,22,24.1
245,Timo Becker,Schalke 04,18.2,1,0,0,9,9,0,23,22,23,0,0,0,93,19,25,43.2
246,Jan Bednarek,Southampton,34.4,5,1,0,30,13,0,0,84,19,0,1,1,205,95,53,64.2
247,Donny van de Beek,Manchester Utd,5.8,1,0,0,5,6,0,0,6,10,1,0,0,38,2,5,28.6
248,Valon Behrami,Genoa,9.9,3,1,1,28,21,0,3,9,9,1,0,0,41,12,18,40.0
249,Brian Behrendt,Arminia,0.9,0,0,0,1,0,0,1,0,0,0,0,0,6,2,3,40.0
250,Maximilian Beier,Hoffenheim,0.1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0
251,Ishak Belfodil,Hoffenheim,6.6,0,0,0,12,9,5,3,1,2,0,0,0,13,5,9,35.7
252,Erwan Belhadji,Dijon,0.3,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0.0
253,Haris Belkebla,Brest,30.3,7,1,0,38,33,0,11,57,39,0,1,0,182,23,34,40.4
254,Stefan Bell,Mainz 05,14.1,6,0,0,27,7,2,2,27,18,0,0,0,94,68,23,74.7
255,Karim Bellarabi,Leverkusen,8.9,2,0,0,23,6,9,58,12,10,0,0,0,52,2,3,40.0
