,Player,Squad,90s,Total - Cmp,Total - Att,Total - Cmp%,Total - TotDist,Total - PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,Expected - xA,Expected - A-xAG,KP,1/3,PPA,CrsPA,PrgP
2097,Ola Solbakken,Empoli,6.5,89,133,66.9,1412,443,47,66,71.2,31,41,75.6,6,12,50.0,0,0.4,0.2,-0.4,6,9,3,1,14
2098,Carlos Soler,West Ham,4.8,151,178,84.8,2306,602,83,88,94.3,50,60,83.3,11,17,64.7,1,0.5,0.4,+0.5,4,13,5,0,16
2099,Jhon Solis,Girona,3.6,177,196,90.3,2756,704,95,98,96.9,72,82,87.8,7,10,70.0,0,0.0,0.1,0.0,1,21,1,1,21
2100,Yann Sommer,Inter,13.0,410,469,87.4,9563,6287,87,87,100.0,229,232,98.7,92,144,63.9,0,0.0,0.0,0.0,0,3,0,0,0
2101,David Soria,Getafe,15.0,199,367,54.2,7771,6653,16,16,100.0,69,69,100.0,114,279,40.9,0,0.0,0.1,0.0,0,19,0,0,0
2102,Juan Soriano,Leganés,6.0,98,185,53.0,3513,2922,17,17,100.0,35,35,100.0,46,133,34.6,0,0.0,0.0,0.0,0,0,0,0,0
2103,Borna Sosa,Torino,3.9,159,190,83.7,2563,519,75,84,89.3,68,79,86.1,12,20,60.0,0,0.1,0.2,-0.1,1,9,3,2,8
2104,Ramon Sosa,Nott'ham Forest,1.5,39,57,68.4,608,168,18,24,75.0,15,22,68.2,3,5,60.0,0,0.4,0.3,-0.4,7,2,4,2,4
2106,Hugo Sotelo,Celta Vigo,6.6,473,540,87.6,8448,2140,206,218,94.5,202,216,93.5,51,83,61.4,0,0.5,0.7,-0.5,9,47,6,2,40
2107,Florian Sotoca,Lens,7.8,225,315,71.4,3307,803,125,148,84.5,72,100,72.0,17,31,54.8,0,0.5,0.8,-0.5,7,22,10,2,40
2108,Riccardo Sottil,Fiorentina,4.3,95,136,69.9,1570,178,50,60,83.3,38,57,66.7,6,13,46.2,1,0.7,0.6,+0.3,7,2,5,3,5
2109,Tomas Soucek,West Ham,9.3,254,324,78.4,4211,1148,128,155,82.6,98,121,81.0,22,32,68.8,0,0.4,0.7,-0.4,9,25,4,0,31
2110,Matias Soule,Roma,5.9,249,309,80.6,3672,761,147,161,91.3,77,101,76.2,15,25,60.0,0,0.9,1.0,-0.9,14,17,9,2,25
2111,Boubakary Soumare,Leicester City,3.3,165,187,88.2,2402,758,95,100,95.0,65,72,90.3,2,8,25.0,0,0.0,0.3,0.0,1,15,2,0,14
2112,Issa Soumare,Le Havre,6.9,116,181,64.1,1600,313,68,95,71.6,32,46,69.6,7,17,41.2,0,0.4,0.2,-0.4,8,5,4,0,14
2113,Djibril Sow,Sevilla,7.3,271,308,88.0,4177,1063,141,159,88.7,101,107,94.4,18,21,85.7,0,0.4,0.2,-0.4,8,32,4,0,38
2114,Saidou Sow,Strasbourg,11.3,577,636,90.7,10281,3407,202,213,94.8,349,367,95.1,25,49,51.0,1,0.2,0.1,+0.8,2,12,2,0,16
2115,Djed Spence,Tottenham,0.7,34,38,89.5,490,85,19,20,95.0,14,16,87.5,1,2,50.0,0,0.0,0.0,0.0,0,4,1,1,4
2116,Leonardo Spinazzola,Napoli,2.9,113,141,80.1,1795,591,60,65,92.3,43,52,82.7,7,15,46.7,1,0.6,0.6,+0.4,6,9,4,1,13
2117,Anton Stach,Hoffenheim,11.4,585,691,84.7,11431,4357,187,207,90.3,324,354,91.5,61,99,61.6,1,0.3,0.6,+0.7,7,39,8,3,55
2118,Jens Stage,Werder Bremen,6.4,213,272,78.3,3375,987,106,122,86.9,77,97,79.4,16,27,59.3,0,0.4,1.6,-0.4,3,16,8,3,28
2119,Filip Stankovic,Venezia,7.0,178,236,75.4,4257,3027,27,27,100.0,113,116,97.4,38,92,41.3,0,0.0,0.0,0.0,0,1,0,0,0
2120,Jay Stansfield,Fulham,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2121,Carl Starfelt,Celta Vigo,12.2,752,802,93.8,13466,4834,281,288,97.6,425,450,94.4,39,49,79.6,0,0.1,0.1,-0.1,2,20,1,0,30
2122,Niklas Stark,Werder Bremen,6.2,273,327,83.5,5307,2029,90,102,88.2,155,175,88.6,25,42,59.5,1,0.1,0.1,+0.9,1,20,1,0,20
2123,Lucas Stassin,Saint-Étienne,4.3,60,88,68.2,846,98,38,50,76.0,14,18,77.8,5,8,62.5,3,1.3,0.1,+1.7,6,1,1,0,5
2124,Jason Steele,Brighton,2.0,101,112,90.2,2321,1556,21,21,100.0,63,65,96.9,17,26,65.4,0,0.0,0.0,0.0,0,0,0,0,0
2125,Orri Steinn Oskarsson,Real Sociedad,3.6,35,60,58.3,416,49,28,39,71.8,7,10,70.0,0,1,0.0,0,0.0,0.0,0.0,0,1,1,0,3
2126,Pascal Stenzel,Stuttgart,1.3,71,83,85.5,1444,453,27,28,96.4,33,36,91.7,11,18,61.1,0,0.0,0.1,0.0,0,6,1,1,3
2127,Jack Stephens,Southampton,8.4,554,597,92.8,9454,2751,225,242,93.0,300,316,94.9,19,24,79.2,0,0.1,0.2,-0.1,2,40,5,0,43
2128,Leonidas Stergiou,Stuttgart,1.8,101,126,80.2,1566,474,56,61,91.8,36,44,81.8,6,11,54.5,1,0.0,0.0,+1.0,1,5,0,0,11
2129,Raheem Sterling,Arsenal,1.6,39,53,73.6,535,118,25,31,80.6,13,18,72.2,1,2,50.0,1,0.2,0.1,+0.8,3,1,1,0,6
2130,Enzo Sternal,Marseille,0.3,7,8,87.5,77,1,5,5,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,1,0,0,0,0
2132,Ross Stewart,Southampton,1.5,36,45,80.0,527,59,16,19,84.2,17,19,89.5,0,1,0.0,0,0.0,0.0,0.0,0,1,1,0,1
2133,Angelo Stiller,Stuttgart,11.3,786,882,89.1,13468,4214,357,376,94.9,352,387,91.0,64,89,71.9,2,2.2,2.8,-0.2,22,100,15,4,89
2134,Kevin Stoger,Gladbach,6.8,361,487,74.1,6347,2266,175,198,88.4,117,157,74.5,54,88,61.4,2,3.7,2.2,-1.7,35,42,22,4,50
2135,Stoichkov,Alavés,6.6,107,178,60.1,1776,582,51,70,72.9,37,57,64.9,13,29,44.8,1,1.2,0.6,-0.2,6,14,9,1,23
2136,Petar Stojanovic,Empoli,0.0,1,3,33.3,9,4,1,1,100.0,0,1,0.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2137,John Stones,Manchester City,3.2,172,197,87.3,2921,668,83,92,90.2,73,83,88.0,12,15,80.0,0,0.0,0.1,0.0,0,18,0,0,11
2138,Jorgen Strand Larsen,Wolves,11.9,97,170,57.1,1186,204,59,97,60.8,25,45,55.6,2,3,66.7,2,1.2,0.5,+0.8,8,3,3,1,9
2139,Gabriel Strefezza,Como,11.6,327,439,74.5,5244,1353,177,206,85.9,90,124,72.6,37,62,59.7,1,1.1,1.1,-0.1,21,35,10,4,43
2140,Cristhian Stuani,Girona,2.5,24,38,63.2,265,8,17,25,68.0,6,11,54.5,0,1,0.0,1,0.1,0.1,+0.9,3,0,0,0,0
2141,Alex Suarez,Las Palmas,11.9,490,578,84.8,8714,3188,193,200,96.5,256,281,91.1,33,76,43.4,0,0.0,0.0,0.0,1,12,0,0,19
2142,Denis Suarez,Villarreal,1.3,30,40,75.0,455,145,18,20,90.0,9,11,81.8,2,6,33.3,0,0.1,0.1,-0.1,3,1,0,0,4
2143,Gabriel Suazo,Toulouse,6.2,237,298,79.5,3888,1569,119,129,92.2,97,121,80.2,15,33,45.5,2,0.7,0.9,+1.3,10,17,11,5,26
2144,Luka Sucic,Real Sociedad,8.8,313,369,84.8,4711,997,184,204,90.2,96,113,85.0,21,30,70.0,1,1.0,1.3,0.0,12,23,6,1,36
2145,Yukinari Sugawara,Southampton,8.3,402,492,81.7,6449,1956,209,229,91.3,160,190,84.2,25,48,52.1,1,2.0,1.6,-1.0,12,32,12,4,39
2146,Niklas Sule,Dortmund,4.5,365,386,94.6,6289,2656,152,160,95.0,196,204,96.1,15,18,83.3,0,0.0,0.1,0.0,1,24,0,0,19
2147,Ibrahim Sulemana,Atalanta,0.3,18,20,90.0,352,64,6,7,85.7,9,10,90.0,3,3,100.0,0,0.0,0.0,0.0,0,2,0,0,1
2148,Kamaldeen Sulemana,Southampton,0.2,1,1,100.0,21,0,0,0,0.0,1,1,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2149,Crysencio Summerville,West Ham,5.3,102,140,72.9,1524,334,63,79,79.7,30,33,90.9,6,11,54.5,0,0.6,0.6,-0.6,7,4,7,4,10
2150,Tomas Suslov,Hellas Verona,7.3,122,163,74.8,2298,590,55,63,87.3,41,51,80.4,22,34,64.7,0,0.4,0.5,-0.4,6,11,6,0,22
2151,Suso,Sevilla,1.6,73,94,77.7,1244,369,36,40,90.0,25,28,89.3,8,19,42.1,0,0.3,0.3,-0.3,6,9,3,1,11
2152,Zion Suzuki,Parma,12.8,362,544,66.5,10072,7553,72,72,100.0,180,182,98.9,108,287,37.6,0,0.0,0.0,0.0,0,13,1,0,0
2153,Mattias Svanberg,Wolfsburg,4.4,51,67,76.1,763,275,30,37,81.1,15,20,75.0,3,5,60.0,1,0.9,0.7,+0.1,3,9,0,0,9
2154,Marin Sverko,Venezia,6.3,259,311,83.3,4788,2264,103,111,92.8,126,147,85.7,25,38,65.8,0,0.3,0.2,-0.3,2,24,3,0,24
2155,Mile Svilar,Roma,14.0,375,503,74.6,9925,6141,65,65,100.0,216,218,99.1,94,220,42.7,0,0.0,0.0,0.0,0,4,0,0,2
2156,Michael Svoboda,Venezia,13.3,673,787,85.5,12094,4240,250,276,90.6,378,420,90.0,38,70,54.3,0,0.6,1.2,-0.6,5,43,2,0,43
2158,Williot Swedberg,Celta Vigo,5.9,108,154,70.1,1489,318,64,81,79.0,33,50,66.0,5,8,62.5,3,1.8,1.4,+1.2,8,8,4,1,12
2159,Abakar Sylla,Strasbourg,7.2,390,447,87.2,6796,2545,142,159,89.3,226,247,91.5,18,34,52.9,0,0.0,0.1,0.0,0,9,0,0,9
2160,Issiaga Sylla,Montpellier,5.8,201,257,78.2,3313,1305,105,119,88.2,68,89,76.4,22,33,66.7,0,0.2,0.2,-0.2,2,19,7,4,19
2161,Mamadou Sylla,Valladolid,7.4,59,101,58.4,753,167,38,54,70.4,14,30,46.7,2,4,50.0,1,0.7,0.1,+0.3,6,3,2,0,6
2162,Sammie Szmodics,Ipswich Town,7.4,88,121,72.7,1459,349,44,50,88.0,34,43,79.1,8,16,50.0,0,0.1,0.2,-0.1,3,5,3,1,12
2163,Dominik Szoboszlai,Liverpool,10.3,461,544,84.7,7217,1407,258,286,90.2,146,169,86.4,38,54,70.4,1,1.7,1.6,-0.7,21,36,12,2,43
2164,Alexander Sorloth,Atlético Madrid,7.7,108,170,63.5,1310,279,64,100,64.0,27,41,65.9,3,4,75.0,2,1.3,0.4,+0.7,8,10,4,1,12
2165,Musa Al-Taamari,Montpellier,5.4,113,140,80.7,1602,312,67,75,89.3,32,40,80.0,8,9,88.9,0,0.1,0.3,-0.1,3,9,5,1,12
2166,Haris Tabakovic,Hoffenheim,3.0,39,60,65.0,519,112,24,36,66.7,9,14,64.3,2,2,100.0,0,0.2,0.1,-0.2,3,3,1,1,3
2167,Nicolas Tagliafico,Lyon,6.0,371,428,86.7,5949,1930,185,205,90.2,154,173,89.0,24,36,66.7,0,0.2,0.3,-0.2,2,31,4,1,37
2168,Jonathan Tah,Leverkusen,12.0,892,951,93.8,15559,6051,369,388,95.1,446,466,95.7,62,75,82.7,0,0.0,0.8,0.0,0,93,4,2,74
2169,Adrien Tameze,Torino,3.6,123,146,84.2,1988,457,60,71,84.5,55,60,91.7,7,11,63.6,0,0.5,0.6,-0.5,3,4,4,1,14
2170,Renato Tapia,Leganés,9.0,281,387,72.6,5007,1589,134,162,82.7,112,139,80.6,30,59,50.8,0,0.1,0.3,-0.1,3,21,4,0,25
2171,Edmond Tapsoba,Leverkusen,11.9,767,886,86.6,12846,4467,374,402,93.0,323,356,90.7,59,108,54.6,0,0.2,0.8,-0.2,3,93,5,2,78
2172,Florian Tardieu,Saint-Étienne,1.8,97,121,80.2,1741,633,45,50,90.0,37,41,90.2,14,25,56.0,0,0.0,0.0,0.0,0,14,0,0,10
2173,Mehdi Taremi,Inter,2.7,58,74,78.4,764,119,34,38,89.5,19,23,82.6,1,2,50.0,1,0.5,0.5,+0.5,2,3,3,0,7
2174,Oussama Targhalline,Le Havre,7.3,215,276,77.9,3516,1107,116,134,86.6,72,86,83.7,19,31,61.3,0,0.7,1.0,-0.7,6,35,8,2,39
2175,James Tarkowski,Everton,12.9,431,523,82.4,8885,3548,141,157,89.8,225,248,90.7,61,98,62.2,0,1.3,1.0,-1.3,9,36,4,0,30
2176,Cesar Tarrega,Valencia,11.0,401,522,76.8,8591,2845,87,103,84.5,260,293,88.7,53,111,47.7,0,0.0,0.1,0.0,1,32,0,0,30
2177,Nuno Tavares,Lazio,8.1,306,397,77.1,4907,1904,171,192,89.1,109,139,78.4,20,49,40.8,8,2.7,2.4,+5.3,17,23,17,11,39
2178,Marcus Tavernier,Bournemouth,10.9,309,434,71.2,5198,1622,147,171,86.0,131,171,76.6,26,68,38.2,3,1.9,1.8,+1.1,26,40,20,7,61
2179,Charlie Taylor,Southampton,2.3,124,147,84.4,2148,455,47,51,92.2,66,75,88.0,9,14,64.3,0,0.1,0.1,-0.1,1,6,2,1,6
2180,Jack Taylor,Ipswich Town,2.0,98,117,83.8,1773,621,48,56,85.7,38,42,90.5,11,16,68.8,0,0.1,0.2,-0.1,2,13,4,0,19
2181,Loum Tchaouna,Lazio,2.4,61,88,69.3,981,252,33,36,91.7,23,32,71.9,4,15,26.7,0,0.3,0.3,-0.3,3,5,4,1,8
2182,Jackson Tchatchoua,Hellas Verona,12.4,335,426,78.6,4923,1357,204,231,88.3,109,133,82.0,15,39,38.5,1,1.2,1.1,-0.2,17,13,6,5,24
2184,Enzo Tchato,Montpellier,9.1,349,445,78.4,5907,2024,152,177,85.9,156,185,84.3,31,60,51.7,0,0.3,0.4,-0.3,6,28,6,6,29
2185,Aurelien Tchouameni,Real Madrid,9.4,606,654,92.7,10573,3484,266,283,94.0,282,300,94.0,49,56,87.5,0,0.3,0.4,-0.3,3,86,5,0,79
2186,Alvaro Tejero,Espanyol,7.7,225,318,70.8,4256,1467,96,110,87.3,94,116,81.0,29,67,43.3,2,2.1,2.1,-0.1,21,10,12,8,21
2187,Martin Tejon,Valencia,0.5,20,26,76.9,328,95,10,12,83.3,8,10,80.0,1,2,50.0,0,0.0,0.0,0.0,1,2,0,0,4
2188,Mathys Tel,Bayern Munich,1.9,69,84,82.1,1140,189,37,45,82.2,26,28,92.9,5,8,62.5,0,0.0,0.1,0.0,0,3,1,0,5
2189,Nathan Tella,Leverkusen,2.0,53,73,72.6,662,165,35,39,89.7,14,19,73.7,0,2,0.0,1,0.1,0.2,+0.9,2,3,1,0,5
2190,Nahuel Tenaglia,Alavés,12.3,265,404,65.6,4629,2260,116,148,78.4,124,170,72.9,19,58,32.8,1,0.7,0.7,+0.3,9,25,8,3,25
2191,Casper Tengstedt,Hellas Verona,10.0,122,181,67.4,1778,332,63,81,77.8,42,58,72.4,7,18,38.9,0,0.3,0.3,-0.3,7,7,5,1,17
2192,Marc-Andre ter Stegen,Barcelona,5.5,186,203,91.6,4679,3174,17,17,100.0,125,127,98.4,44,59,74.6,0,0.0,0.0,0.0,0,1,1,0,0
2193,Filippo Terracciano,Milan,4.0,169,190,88.9,2974,609,73,79,92.4,87,94,92.6,8,14,57.1,0,0.1,0.1,-0.1,2,18,1,1,12
2194,Pietro Terracciano,Fiorentina,3.0,70,89,78.7,1552,957,18,18,100.0,40,40,100.0,11,30,36.7,0,0.0,0.0,0.0,0,0,0,0,0
2195,Ramon Terrats,Villarreal,1.4,63,78,80.8,1148,305,27,28,96.4,27,35,77.1,7,12,58.3,0,0.3,0.4,-0.3,1,7,2,1,7
2196,Martin Terrier,Leverkusen,5.1,130,154,84.4,1721,270,88,95,92.6,31,38,81.6,6,7,85.7,1,0.9,1.6,+0.1,6,4,3,1,8
2197,Tanner Tessmann,Lyon,2.4,120,138,87.0,2160,628,54,59,91.5,50,52,96.2,13,22,59.1,0,0.1,0.2,-0.1,2,13,0,0,12
2198,Kenny Tete,Fulham,12.4,536,654,82.0,8543,2747,280,305,91.8,195,240,81.3,43,67,64.2,1,0.7,0.3,+0.3,4,51,6,4,40
2199,Teddy Teuma,Reims,3.2,196,248,79.0,3077,735,107,118,90.7,62,75,82.7,16,31,51.6,0,0.4,0.5,-0.4,6,12,2,1,12
2200,Jordan Teze,Monaco,2.6,96,118,81.4,1501,524,52,57,91.2,42,50,84.0,2,4,50.0,0,0.2,0.5,-0.2,3,7,2,0,9
2201,Florian Thauvin,Udinese,8.4,212,329,64.4,3719,1300,99,121,81.8,65,112,58.0,33,66,50.0,2,1.0,1.8,+1.0,12,27,19,10,35
2202,Arthur Theate,Eint Frankfurt,10.6,450,553,81.4,8113,3123,191,205,93.2,200,233,85.8,51,97,52.6,0,0.3,0.3,-0.3,4,46,4,0,38
2203,Thiago,Brentford,0.4,12,15,80.0,209,42,4,5,80.0,7,8,87.5,1,2,50.0,0,0.0,0.0,0.0,1,1,0,0,1
2204,Malick Thiaw,Milan,7.0,432,458,94.3,8457,2695,132,135,97.8,251,262,95.8,46,55,83.6,0,0.0,0.1,0.0,0,24,0,0,27
2205,Denis Thomalla,Heidenheim,0.0,1,1,100.0,22,0,0,0,0.0,1,1,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2206,Luke Thomas,Leicester City,1.0,40,57,70.2,611,137,22,24,91.7,16,22,72.7,2,8,25.0,0,0.1,0.0,-0.1,1,4,0,0,3
2207,Sorba Thomas,Nantes,6.9,155,254,61.0,2683,924,87,106,82.1,44,73,60.3,21,60,35.0,0,1.2,1.3,-1.2,17,13,13,9,18
2208,Adrien Thomasson,Lens,11.5,470,595,79.0,7096,2052,257,297,86.5,153,189,81.0,35,60,58.3,1,3.3,2.4,-2.3,24,34,18,3,59
2210,Morten Thorsby,Genoa,8.8,131,202,64.9,1799,692,79,107,73.8,38,59,64.4,6,10,60.0,1,0.9,0.6,+0.1,17,25,6,0,26
2211,Khephren Thuram,Juventus,7.3,355,409,86.8,5750,1297,184,200,92.0,147,165,89.1,20,32,62.5,1,0.8,0.5,+0.2,7,29,4,0,36
2212,Marcus Thuram,Inter,11.4,156,220,70.9,2033,442,90,127,70.9,47,59,79.7,5,7,71.4,3,1.7,1.5,+1.3,17,9,10,2,22
2213,Youri Tielemans,Aston Villa,12.8,706,855,82.6,12195,4448,328,366,89.6,305,339,90.0,65,125,52.0,4,3.3,2.9,+0.7,31,107,14,3,92
2214,Phillip Tietz,Augsburg,8.4,130,210,61.9,1688,326,82,123,66.7,37,53,69.8,2,6,33.3,1,0.6,0.7,+0.4,12,10,3,1,17
2215,Jurrien Timber,Arsenal,9.6,311,385,80.8,4692,1489,162,186,87.1,134,167,80.2,8,15,53.3,1,0.6,0.4,+0.4,12,27,7,1,39
2216,Jean-Clair Todibo,West Ham,7.2,304,346,87.9,5799,2042,95,102,93.1,184,195,94.4,23,43,53.5,0,0.0,0.0,0.0,2,10,0,0,10
2217,Harry Toffolo,Nott'ham Forest,0.4,22,30,73.3,299,163,16,18,88.9,6,8,75.0,0,2,0.0,0,0.0,0.0,0.0,0,1,0,0,1
2218,Umut Tohumcu,Hoffenheim,3.2,92,110,83.6,1320,332,48,54,88.9,38,44,86.4,3,7,42.9,1,0.2,0.1,+0.8,2,8,0,0,11
2219,Corentin Tolisso,Lyon,8.6,419,501,83.6,6425,1961,227,265,85.7,155,174,89.1,26,36,72.2,1,2.9,1.9,-1.9,15,47,17,0,69
2220,Rafael Toloi,Atalanta,1.3,73,79,92.4,1173,461,33,35,94.3,38,39,97.4,1,2,50.0,0,0.2,0.3,-0.2,2,4,0,0,10
2221,Tiago Tomas,Wolfsburg,9.6,128,194,66.0,1834,517,73,93,78.5,47,70,67.1,4,15,26.7,0,1.0,0.4,-1.0,11,13,4,0,23
2222,Takehiro Tomiyasu,Arsenal,0.1,3,4,75.0,42,10,1,1,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1
2223,Fikayo Tomori,Milan,6.1,392,420,93.3,6566,2657,177,182,97.3,198,211,93.8,15,23,65.2,0,0.0,0.1,0.0,1,19,1,1,21
2224,Sandro Tonali,Newcastle Utd,5.9,172,225,76.4,2591,843,107,122,87.7,55,72,76.4,9,22,40.9,1,0.3,0.3,+0.7,4,19,2,0,20
2225,Pablo Torre,Barcelona,2.8,128,158,81.0,1913,475,65,73,89.0,48,54,88.9,8,16,50.0,1,0.5,0.9,+0.5,5,10,4,1,15
2226,David Torres,Valladolid,7.7,302,353,85.6,5722,2592,101,104,97.1,172,188,91.5,28,53,52.8,0,0.0,0.0,0.0,0,15,0,0,21
2227,Ferran Torres,Barcelona,4.0,87,121,71.9,1058,333,59,71,83.1,18,27,66.7,4,11,36.4,2,0.4,0.4,+1.6,5,9,7,1,12
2228,Pau Torres,Aston Villa,13.0,713,816,87.4,11815,4535,330,351,94.0,332,358,92.7,40,87,46.0,0,0.0,0.3,0.0,1,73,6,0,54
2229,Lucas Torro,Osasuna,13.5,404,553,73.1,6864,2077,189,247,76.5,165,206,80.1,36,73,49.3,0,0.3,0.4,-0.3,2,42,2,0,41
2230,Abdoulaye Toure,Le Havre,11.0,359,434,82.7,6316,1943,157,180,87.2,157,184,85.3,37,53,69.8,1,0.1,0.3,+0.9,3,40,5,2,51
2231,Birama Toure,Montpellier,3.3,101,123,82.1,1809,621,38,45,84.4,53,58,91.4,10,18,55.6,0,0.1,0.0,-0.1,3,4,0,0,9
2232,Ousmane Toure,Lille,0.1,4,6,66.7,92,47,0,0,0.0,4,6,66.7,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,2
2233,Souleymane Toure,Udinese,6.8,406,438,92.7,7209,1885,172,183,94.0,190,198,96.0,41,49,83.7,0,0.0,0.2,0.0,1,32,4,1,25
2234,Lucas Tousart,Union Berlin,1.4,17,30,56.7,302,94,9,13,69.2,6,12,50.0,2,4,50.0,0,0.0,0.0,0.0,0,0,1,0,2
2236,Conor Townsend,Ipswich Town,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,1,0,0,0,0
2237,Adama Traore,Fulham,8.2,184,255,72.2,2630,603,108,134,80.6,53,76,69.7,11,19,57.9,3,2.2,2.0,+0.8,17,14,14,7,28
2238,Hamari Traore,Real Sociedad,3.5,156,196,79.6,2747,921,71,78,91.0,68,87,78.2,16,26,61.5,1,0.2,0.2,+0.8,2,8,3,1,11
2239,Omar Traore,Heidenheim,9.5,296,439,67.4,4999,2252,157,184,85.3,102,145,70.3,30,78,38.5,1,0.4,1.0,+0.6,4,28,12,3,36
2240,Kevin Trapp,Eint Frankfurt,8.5,247,333,74.2,5684,3959,75,75,100.0,116,118,98.3,55,137,40.1,0,0.0,0.0,0.0,0,1,0,0,0
2241,Mark Travers,Bournemouth,3.0,51,72,70.8,1990,1697,4,4,100.0,21,22,95.5,26,46,56.5,0,0.0,0.0,0.0,0,0,0,0,0
2242,Oscar Trejo,Rayo Vallecano,1.9,77,97,79.4,1032,301,45,51,88.2,20,26,76.9,4,6,66.7,0,0.9,0.1,-0.9,4,7,2,0,14
2243,Philipp Treu,St. Pauli,10.5,435,530,82.1,6906,2209,230,252,91.3,171,203,84.2,26,49,53.1,1,0.9,0.8,+0.1,8,31,8,4,42
2244,Ryan Trevitt,Brentford,0.0,4,7,57.1,73,23,1,2,50.0,3,3,100.0,0,0,0.0,0,0.0,0.0,0.0,0,1,0,0,0
2245,Christopher Trimmel,Union Berlin,8.0,213,332,64.2,3996,1936,92,106,86.8,91,140,65.0,29,71,40.8,0,0.6,1.1,-0.6,15,22,8,6,24
2246,Kieran Trippier,Newcastle Utd,3.2,211,263,80.2,3724,1260,101,109,92.7,89,106,84.0,19,41,46.3,0,0.2,0.2,-0.2,3,17,2,0,21
2247,Leandro Trossard,Arsenal,8.4,178,249,71.5,3289,1069,77,100,77.0,76,96,79.2,20,32,62.5,1,1.5,0.7,-0.5,13,12,17,3,38
2248,Adrien Truffert,Rennes,9.6,357,468,76.3,5400,1622,185,212,87.3,141,185,76.2,16,38,42.1,0,0.2,0.4,-0.2,3,22,7,2,40
2249,Kostas Tsimikas,Liverpool,2.6,180,209,86.1,3020,1117,87,90,96.7,73,82,89.0,14,28,50.0,0,0.5,0.6,-0.5,3,19,2,0,28
2250,Viktor Tsyhankov,Girona,5.2,188,242,77.7,2842,791,114,130,87.7,51,67,76.1,15,27,55.6,1,0.8,1.4,+0.2,7,13,10,2,23
2251,Axel Tuanzebe,Ipswich Town,8.6,291,353,82.4,4443,1682,160,181,88.4,111,136,81.6,14,22,63.6,0,0.2,0.1,-0.2,3,25,0,0,20
2252,Stefano Turati,Monza,11.0,283,399,70.9,8838,7401,52,52,100.0,119,121,98.3,112,225,49.8,0,0.0,0.0,0.0,0,5,0,0,0
2253,Benat Turrientes,Real Sociedad,5.7,201,234,85.9,3319,718,105,117,89.7,73,80,91.3,17,28,60.7,0,0.0,0.2,0.0,0,22,1,0,26
2254,Tuta,Eint Frankfurt,11.5,530,587,90.3,9456,3415,221,230,96.1,270,282,95.7,33,61,54.1,1,0.3,0.4,+0.7,2,31,6,0,25
2255,Chrisantus Uche,Getafe,12.2,166,243,68.3,2102,487,111,142,78.2,36,57,63.2,4,12,33.3,0,0.3,0.5,-0.3,9,21,7,2,19
2256,Destiny Udogie,Tottenham,12.2,578,666,86.8,8259,2406,325,354,91.8,220,247,89.1,13,17,76.5,1,1.2,1.0,-0.2,12,52,4,1,75
2257,Manuel Ugarte Ribeiro,Manchester Utd,3.8,160,176,90.9,2725,596,70,79,88.6,81,84,96.4,9,13,69.2,0,0.3,0.1,-0.3,2,17,0,0,12
2258,Lesley Ugochukwu,Southampton,2.3,81,94,86.2,1122,169,45,46,97.8,30,34,88.2,1,3,33.3,0,0.2,0.1,-0.2,2,4,1,0,3
2259,Lukas Ullrich,Gladbach,3.2,73,110,66.4,1178,401,39,47,83.0,31,43,72.1,3,13,23.1,1,0.4,0.4,+0.6,2,1,2,1,5
2260,Sven Ulreich,Bayern Munich,1.0,25,30,83.3,551,414,10,10,100.0,10,10,100.0,5,10,50.0,0,0.0,0.0,0.0,0,1,0,0,0
2262,Enes Unal,Bournemouth,2.0,29,48,60.4,353,114,15,20,75.0,11,21,52.4,0,1,0.0,1,0.2,0.1,+0.8,3,3,3,0,8
2263,Deniz Undav,Stuttgart,7.1,150,208,72.1,2398,677,89,113,78.8,47,63,74.6,12,21,57.1,0,0.5,0.5,-0.5,5,13,8,0,31
2264,Naci Unuvar,Espanyol,0.3,13,18,72.2,193,38,7,8,87.5,3,3,100.0,2,4,50.0,0,0.0,0.1,0.0,1,1,1,1,1
2265,Dayot Upamecano,Bayern Munich,11.9,1131,1213,93.2,21159,7120,377,402,93.8,668,693,96.4,78,101,77.2,0,0.4,0.7,-0.4,4,101,2,1,79
2266,Kacper Urbanski,Bologna,2.7,106,126,84.1,1689,395,52,60,86.7,44,46,95.7,7,10,70.0,0,0.5,0.3,-0.5,9,14,5,1,15
2267,Can Uzun,Eint Frankfurt,1.1,33,39,84.6,518,206,18,20,90.0,11,13,84.6,3,4,75.0,0,0.0,0.0,0.0,0,4,2,0,8
