,Player,Squad,90s,Total - Cmp,Total - Att,Total - Cmp%,Total - TotDist,Total - PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,Expected - xA,Expected - A-xAG,KP,1/3,PPA,CrsPA,PrgP
481,Seamus Coleman,Everton,1.0,32,43,74.4,535,247,17,19,89.5,13,18,72.2,2,6,33.3,0,0.0,0.0,0.0,0,3,0,0,6
482,Nathan Collins,Brentford,13.0,661,777,85.1,12333,4381,238,278,85.6,384,415,92.5,37,73,50.7,1,1.0,0.8,0.0,4,35,2,1,51
483,Nnamdi Collins,Eint Frankfurt,3.1,147,179,82.1,2595,705,59,67,88.1,73,84,86.9,13,24,54.2,1,0.9,0.7,+0.1,1,9,1,0,14
484,Toby Collyer,Manchester Utd,0.5,15,19,78.9,235,37,8,8,100.0,4,5,80.0,2,3,66.7,0,0.1,0.0,-0.1,1,1,0,0,2
485,Lorenzo Colombo,Empoli,9.7,116,176,65.9,1666,356,71,93,76.3,31,46,67.4,8,17,47.1,1,0.7,0.2,+0.3,7,6,3,1,14
486,Andrea Colpani,Fiorentina,10.3,249,301,82.7,3893,742,144,154,93.5,83,104,79.8,15,31,48.4,1,0.8,0.9,+0.2,11,13,11,0,39
487,Levi Colwill,Chelsea,13.0,873,974,89.6,15962,6520,304,323,94.1,510,537,95.0,53,85,62.4,0,0.6,0.8,-0.6,3,48,1,0,49
488,Kingsley Coman,Bayern Munich,6.7,314,371,84.6,4946,848,171,185,92.4,119,137,86.9,19,34,55.9,2,1.9,2.3,+0.1,17,17,15,2,28
489,Eray Comert,Valladolid,9.9,359,423,84.9,7334,2449,105,122,86.1,207,226,91.6,42,65,64.6,0,0.0,0.1,0.0,0,21,0,0,21
490,Santi Comesana,Villarreal,11.2,477,544,87.7,8251,2545,221,242,91.3,215,235,91.5,35,46,76.1,2,1.0,1.2,+1.0,13,56,11,0,65
491,Pietro Comuzzo,Fiorentina,10.5,505,569,88.8,10270,2966,138,150,92.0,294,310,94.8,68,95,71.6,0,0.1,0.1,-0.1,1,28,1,0,34
492,Francisco Conceicao,Juventus,6.0,178,227,78.4,3003,466,92,109,84.4,71,83,85.5,13,24,54.2,3,3.3,3.3,-0.3,12,6,10,4,16
494,Diego Conde,Villarreal,14.0,311,397,78.3,7974,5294,60,61,98.4,178,183,97.3,72,151,47.7,1,0.2,0.0,+0.8,2,7,1,0,0
495,Tomas Conechny,Alavés,5.2,87,159,54.7,1377,491,50,76,65.8,29,49,59.2,6,20,30.0,0,0.2,0.7,-0.2,6,2,8,6,5
496,Sirlord Conteh,Heidenheim,3.2,46,71,64.8,764,274,23,32,71.9,15,20,75.0,5,10,50.0,1,1.1,0.8,-0.1,5,6,2,1,7
497,Lewis Cook,Bournemouth,11.9,424,562,75.4,7391,2282,189,218,86.7,198,233,85.0,34,94,36.2,3,2.1,1.8,+0.9,20,58,10,2,64
498,Copete,Mallorca,4.7,166,199,83.4,3228,1222,58,63,92.1,87,101,86.1,20,32,62.5,0,0.0,0.0,0.0,0,5,1,0,10
499,Diego Coppola,Hellas Verona,10.5,354,430,82.3,6547,2305,119,138,86.2,207,231,89.6,26,54,48.1,0,0.0,0.1,0.0,2,7,0,0,21
500,Derek Cornelius,Marseille,5.7,457,487,93.8,7204,2932,222,229,96.9,217,226,96.0,12,22,54.5,0,0.1,0.2,-0.1,3,22,0,0,23
501,Maxwel Cornet,Southampton,0.8,17,22,77.3,262,37,9,10,90.0,6,8,75.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0
502,Pierre Cornud,Saint-Étienne,2.5,99,117,84.6,1930,805,48,51,94.1,32,38,84.2,19,26,73.1,0,0.2,0.1,-0.2,1,9,1,0,8
503,Angel Correa,Atlético Madrid,4.5,101,145,69.7,1362,364,64,80,80.0,24,33,72.7,5,11,45.5,1,1.1,1.3,-0.1,6,8,6,1,11
504,Joaquin Correa,Inter,1.5,40,48,83.3,655,168,18,22,81.8,19,22,86.4,3,3,100.0,2,1.4,0.2,+0.6,3,5,1,0,7
505,Thierry Correia,Valencia,8.5,330,441,74.8,5750,2179,160,183,87.4,137,172,79.7,31,67,46.3,0,0.3,0.8,-0.3,5,23,12,3,44
506,Coba da Costa,Getafe,0.5,4,8,50.0,51,0,3,4,75.0,1,2,50.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
507,Danny da Costa,Mainz 05,3.9,158,200,79.0,3180,1483,60,65,92.3,75,84,89.3,23,50,46.0,1,0.3,0.4,+0.7,2,21,3,2,19
508,David Costa,Lens,3.1,98,110,89.1,1574,532,48,52,92.3,42,46,91.3,6,8,75.0,0,0.4,0.9,-0.4,6,10,7,4,20
509,Logan Costa,Villarreal,10.2,472,537,87.9,8907,3401,178,190,93.7,232,251,92.4,55,89,61.8,0,0.0,0.2,0.0,0,41,3,0,47
510,Logan Costa,Toulouse,1.0,47,56,83.9,845,482,20,20,100.0,23,26,88.5,4,9,44.4,0,0.5,0.0,-0.5,1,4,1,1,4
511,Samu Costa,Mallorca,13.2,551,674,81.8,10183,3056,237,275,86.2,235,269,87.4,71,99,71.7,2,1.0,1.0,+1.0,9,63,6,3,60
512,Vladimir Coufal,West Ham,3.0,107,144,74.3,1712,686,53,61,86.9,42,55,76.4,8,21,38.1,0,0.2,0.3,-0.2,2,8,2,1,11
513,Lassana Coulibaly,Lecce,8.9,228,258,88.4,4142,1078,93,102,91.2,101,110,91.8,29,34,85.3,0,0.4,0.1,-0.4,5,23,2,0,28
514,Lasso Coulibaly,Auxerre,0.4,9,10,90.0,111,0,6,6,100.0,3,4,75.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
515,Soumaila Coulibaly,Brest,3.6,189,215,87.9,3984,1100,50,54,92.6,115,124,92.7,22,34,64.7,0,0.0,0.0,0.0,0,6,1,0,8
516,Tanguy Coulibaly,Montpellier,4.9,95,128,74.2,1290,207,61,71,85.9,27,40,67.5,3,9,33.3,0,0.4,0.2,-0.4,8,4,0,0,6
517,Woyo Coulibaly,Parma,10.0,447,508,88.0,6831,2513,244,261,93.5,173,200,86.5,20,31,64.5,1,0.9,0.8,+0.1,7,35,4,0,38
518,Thibaut Courtois,Real Madrid,11.0,349,403,86.6,8250,5265,68,68,100.0,209,210,99.5,72,125,57.6,0,0.0,0.0,0.0,0,2,0,0,0
520,Yan Couto,Dortmund,3.3,184,233,79.0,2967,822,93,107,86.9,78,96,81.3,12,24,50.0,0,0.3,1.0,-0.3,3,23,7,4,17
521,Nicolas Cozza,Nantes,8.3,237,302,78.5,3706,1468,124,142,87.3,104,123,84.6,6,21,28.6,0,0.4,0.6,-0.4,3,18,3,0,24
522,Aaron Cresswell,West Ham,0.3,24,34,70.6,439,142,11,15,73.3,12,15,80.0,1,3,33.3,0,0.0,0.0,0.0,1,2,0,0,3
523,Charlie Cresswell,Toulouse,9.8,467,566,82.5,8567,2806,158,177,89.3,278,310,89.7,29,73,39.7,0,0.5,0.3,-0.5,1,19,1,0,25
524,Bryan Cristante,Roma,11.1,572,681,84.0,10122,2583,229,261,87.7,292,323,90.4,44,67,65.7,0,0.3,0.5,-0.3,6,63,6,0,71
525,Domen Crnigoj,Venezia,1.1,19,38,50.0,291,65,9,15,60.0,8,10,80.0,1,6,16.7,0,0.0,0.0,0.0,0,0,1,0,3
526,Juan Cruz Armada,Osasuna,6.1,169,229,73.8,2591,1329,92,105,87.6,67,92,72.8,6,22,27.3,0,0.0,0.1,0.0,1,18,0,0,19
527,Juan Cruz,Leganés,10.2,217,335,64.8,3558,1602,114,142,80.3,80,114,70.2,18,55,32.7,1,1.5,1.8,-0.5,11,18,17,8,34
528,Juan Cuadrado,Atalanta,2.3,109,132,82.6,1865,371,54,62,87.1,42,50,84.0,12,16,75.0,2,0.7,0.4,+1.3,6,4,8,1,14
529,Pau Cubarsi,Barcelona,13.3,1073,1140,94.1,20814,7177,335,352,95.2,636,660,96.4,94,115,81.7,1,0.9,0.4,+0.1,6,82,1,1,80
530,Marc Cucurella,Chelsea,10.2,556,623,89.2,8613,2394,287,305,94.1,241,268,89.9,17,30,56.7,0,0.4,1.0,-0.4,3,43,3,1,36
531,Jorge Cuenca,Fulham,0.0,1,2,50.0,21,17,0,1,0.0,1,1,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,1
532,Matheus Cunha,Wolves,11.8,263,375,70.1,4334,1523,150,178,84.3,73,97,75.3,33,68,48.5,3,3.9,2.3,-0.9,22,34,21,4,45
533,Patrick Cutrone,Como,12.2,175,244,71.7,2265,289,109,133,82.0,48,66,72.7,4,12,33.3,0,1.2,1.1,-1.2,11,6,5,1,13
534,Tomas Cvancara,Gladbach,2.4,50,66,75.8,697,180,34,40,85.0,12,15,80.0,2,3,66.7,0,0.3,0.2,-0.3,2,4,3,1,8
535,Wylan Cyprien,Parma,0.3,14,21,66.7,248,161,9,9,100.0,2,5,40.0,3,5,60.0,0,0.0,0.2,0.0,0,2,0,0,2
536,Danilo D'Ambrosio,Monza,2.4,95,112,84.8,1509,462,46,47,97.9,46,55,83.6,2,8,25.0,0,0.1,0.1,-0.1,1,0,2,2,3
537,Lucas Da Cunha,Como,6.9,296,381,77.7,4886,1166,149,165,90.3,107,127,84.3,30,63,47.6,0,1.1,1.2,-1.1,12,22,4,3,24
538,Samuel Dahl,Roma,0.5,24,28,85.7,268,95,22,23,95.7,2,4,50.0,0,1,0.0,0,0.0,0.0,0.0,0,2,1,0,2
539,Mahmoud Dahoud,Eint Frankfurt,2.2,108,130,83.1,1599,495,56,59,94.9,43,51,84.3,3,10,30.0,1,0.5,0.3,+0.5,4,5,3,0,8
540,Patson Daka,Leicester City,0.4,5,10,50.0,49,4,5,7,71.4,0,2,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
541,Ameen Al-Dakhil,Stuttgart,0.1,1,1,100.0,25,9,0,0,0.0,1,1,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,1
542,Thijs Dallinga,Bologna,2.6,52,68,76.5,749,135,31,37,83.8,16,22,72.7,2,4,50.0,0,0.1,0.1,-0.1,3,5,1,0,4
543,Diogo Dalot,Manchester Utd,12.6,595,713,83.5,10409,3405,268,299,89.6,262,295,88.8,55,90,61.1,1,1.1,1.2,-0.1,9,30,9,1,46
544,Mikkel Damsgaard,Brentford,10.3,322,446,72.2,5411,1830,169,199,84.9,119,161,73.9,30,62,48.4,4,3.6,2.4,+0.4,20,37,14,3,67
546,Flavius Daniliuc,Hellas Verona,6.3,193,231,83.5,3131,1388,93,99,93.9,84,95,88.4,12,24,50.0,0,0.1,0.1,-0.1,2,12,1,1,17
547,Danilo,Nott'ham Forest,0.2,3,3,100.0,85,6,0,0,0.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
548,Danilo,Juventus,4.5,356,383,93.0,6975,2101,106,111,95.5,208,219,95.0,40,49,81.6,0,0.1,0.4,-0.1,2,41,2,0,27
549,Arnaut Danjuma,Villarreal,2.2,23,30,76.7,359,40,11,15,73.3,10,12,83.3,1,2,50.0,0,0.0,0.0,0.0,1,1,0,0,1
550,Arnaut Danjuma,Girona,6.4,150,202,74.3,2577,597,77,87,88.5,54,72,75.0,16,25,64.0,0,0.4,0.7,-0.4,7,12,8,2,20
551,Kevin Danois,Auxerre,7.8,298,373,79.9,4894,1366,147,169,87.0,117,139,84.2,22,37,59.5,0,0.6,0.5,-0.6,11,29,4,1,55
552,Kevin Danso,Lens,8.0,411,481,85.4,7271,2510,173,188,92.0,211,230,91.7,26,53,49.1,0,0.8,0.2,-0.8,3,24,1,0,24
553,Dante,Nice,8.3,514,589,87.3,8569,3513,243,260,93.5,236,250,94.4,28,62,45.2,0,0.0,0.2,0.0,0,38,3,0,45
554,Pape Daouda Diongue,Strasbourg,0.6,27,36,75.0,313,70,15,19,78.9,6,8,75.0,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,0
555,Mohammed Daramy,Reims,0.2,4,4,100.0,40,16,4,4,100.0,0,0,0.0,0,0,0.0,0,0.1,0.2,-0.1,1,0,0,0,0
556,Bence Dardai,Wolfsburg,3.8,101,131,77.1,1571,365,56,60,93.3,33,44,75.0,8,15,53.3,1,0.8,0.5,+0.2,7,6,5,1,11
557,Sergi Darder,Mallorca,10.9,342,462,74.0,6708,2092,159,183,86.9,120,160,75.0,58,101,57.4,1,1.4,1.9,-0.4,23,46,17,8,46
558,Matteo Darmian,Inter,8.4,383,465,82.4,6526,1604,173,192,90.1,170,201,84.6,29,48,60.4,2,0.9,0.7,+1.1,8,18,7,3,19
559,Lukas Daschner,Bochum,4.2,86,131,65.6,1412,465,47,58,81.0,19,35,54.3,12,22,54.5,1,0.6,0.3,+0.4,5,8,1,0,9
560,Juan David Cabal,Juventus,5.1,307,350,87.7,5087,1427,149,159,93.7,139,153,90.8,17,27,63.0,0,0.0,0.3,0.0,1,20,3,2,17
561,Jonathan David,Lille,11.1,211,260,81.2,2860,446,133,154,86.4,68,78,87.2,4,9,44.4,0,0.3,0.9,-0.3,7,13,7,0,24
562,Alphonso Davies,Bayern Munich,10.2,678,748,90.6,9763,2337,408,431,94.7,253,272,93.0,11,19,57.9,1,1.0,1.4,0.0,20,55,12,2,66
563,Ben Davies,Tottenham,2.3,130,144,90.3,2454,1147,44,46,95.7,74,77,96.1,11,18,61.1,0,0.0,0.0,0.0,0,9,0,0,7
564,Keinan Davis,Udinese,7.6,146,190,76.8,2191,338,77,98,78.6,48,56,85.7,12,12,100.0,1,2.0,0.6,-1.0,15,11,8,0,20
565,Leif Davis,Ipswich Town,13.0,382,535,71.4,6669,2702,172,193,89.1,166,213,77.9,38,100,38.0,2,2.8,2.8,-0.8,31,18,11,3,27
566,Zuriko Davitashvili,Saint-Étienne,12.3,263,339,77.6,3950,1123,141,162,87.0,98,125,78.4,11,28,39.3,2,1.7,1.8,+0.3,22,14,10,3,28
567,Pawel Dawidowicz,Hellas Verona,4.7,211,243,86.8,3866,1300,86,90,95.6,100,110,90.9,20,35,57.1,0,0.0,0.0,0.0,0,19,0,0,16
568,Craig Dawson,Wolves,8.8,396,457,86.7,7878,2702,125,134,93.3,221,237,93.2,41,73,56.2,0,0.0,0.1,0.0,2,19,1,0,16
569,Kevin De Bruyne,Manchester City,4.5,298,380,78.4,5146,1559,160,183,87.4,103,133,77.4,33,45,73.3,1,1.9,2.3,-0.9,18,32,22,4,56
570,Charles De Ketelaere,Atalanta,9.6,329,422,78.0,4974,1350,184,219,84.0,118,145,81.4,18,30,60.0,5,3.6,2.3,+1.4,23,36,27,2,64
572,Rodrigo De Paul,Atlético Madrid,7.2,429,536,80.0,7126,2194,218,241,90.5,150,182,82.4,46,78,59.0,3,2.3,2.3,+0.7,15,53,23,7,75
573,Mattia De Sciglio,Empoli,1.9,48,61,78.7,996,271,16,18,88.9,20,27,74.1,10,13,76.9,0,0.0,0.0,0.0,1,1,1,1,3
574,Lorenzo De Silvestri,Bologna,4.8,199,237,84.0,3518,1390,87,99,87.9,95,106,89.6,15,26,57.7,0,0.2,0.3,-0.2,4,18,4,3,21
575,Thibault De Smet,Reims,1.1,42,47,89.4,839,272,15,16,93.8,22,22,100.0,5,8,62.5,0,0.0,0.0,0.0,0,5,0,0,3
576,Koni De Winter,Genoa,7.0,285,335,85.1,4931,1643,121,133,91.0,132,148,89.2,25,39,64.1,0,0.1,0.0,-0.1,2,12,1,1,18
577,Alessandro Deiola,Cagliari,6.4,145,200,72.5,2573,655,66,77,85.7,65,85,76.5,13,20,65.0,0,0.2,0.4,-0.2,2,19,3,0,20
578,Romain Del Castillo,Brest,7.4,260,375,69.3,4508,1644,129,170,75.9,85,116,73.3,36,67,53.7,2,1.5,2.3,+0.5,24,27,18,5,34
579,Enrico Del Prato,Parma,12.2,492,575,85.6,8934,2928,184,195,94.4,266,285,93.3,35,79,44.3,0,0.6,0.5,-0.6,6,17,1,1,21
580,Liam Delap,Ipswich Town,10.5,63,101,62.4,1006,267,29,44,65.9,26,38,68.4,3,6,50.0,1,0.7,0.2,+0.3,9,7,4,0,12
581,Fisayo Dele-Bashiru,Lazio,2.5,91,102,89.2,1359,181,49,56,87.5,38,40,95.0,2,4,50.0,0,0.2,0.2,-0.2,2,9,1,1,8
582,Olivier Deman,Werder Bremen,0.6,28,45,62.2,541,213,8,9,88.9,18,22,81.8,2,10,20.0,0,0.1,0.1,-0.1,1,3,1,0,4
583,Ali Dembele,Torino,0.7,24,32,75.0,356,108,11,14,78.6,10,12,83.3,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,3
584,Ousmane Dembele,Paris S-G,7.7,400,507,78.9,6288,1728,208,245,84.9,150,173,86.7,30,50,60.0,4,4.2,3.8,-0.2,26,43,27,2,65
585,Ermedin Demirovic,Stuttgart,7.9,119,165,72.1,1459,296,83,103,80.6,30,42,71.4,1,1,100.0,0,0.9,0.8,-0.9,9,7,4,0,15
586,Sepp van den Berg,Brentford,10.0,380,461,82.4,6052,2167,195,226,86.3,164,191,85.9,17,32,53.1,0,0.1,0.4,-0.1,3,24,3,1,28
587,Arthur Desmas,Le Havre,13.0,279,363,76.9,7281,4799,55,55,100.0,145,147,98.6,78,159,49.1,0,0.0,0.0,0.0,0,6,0,0,0
588,Justin Devenny,Crystal Palace,1.9,47,66,71.2,780,200,22,26,84.6,18,24,75.0,3,10,30.0,0,0.3,0.2,-0.3,3,7,1,0,4
589,Kiernan Dewsbury-Hall,Chelsea,0.5,29,37,78.4,417,50,19,23,82.6,9,11,81.8,1,3,33.3,0,0.1,0.0,-0.1,1,3,0,0,2
590,Michele Di Gregorio,Juventus,10.0,234,291,80.4,5826,3723,51,52,98.1,121,124,97.6,61,114,53.5,0,0.0,0.0,0.0,0,3,0,0,0
591,Giovanni Di Lorenzo,Napoli,14.0,678,825,82.2,10965,3967,361,399,90.5,262,311,84.2,47,77,61.0,1,2.9,2.0,-1.9,20,72,19,4,88
592,Boulaye Dia,Lazio,8.0,164,197,83.2,2493,309,85,100,85.0,63,71,88.7,9,11,81.8,2,2.2,0.7,-0.2,8,10,4,0,20
593,Mamadou Diakhon,Reims,1.6,42,54,77.8,699,99,17,20,85.0,21,27,77.8,2,2,100.0,0,0.1,0.1,-0.1,3,3,1,0,6
594,Bafode Diakite,Lille,13.0,844,913,92.4,16129,5466,256,276,92.8,514,531,96.8,64,84,76.2,1,0.1,0.2,+0.9,2,60,0,0,36
595,Oumar Diakite,Reims,10.1,164,199,82.4,2401,409,81,94,86.2,60,72,83.3,8,8,100.0,1,0.7,0.8,+0.3,8,12,10,1,27
596,Amad Diallo,Manchester Utd,7.4,298,359,83.0,4193,862,185,206,89.8,83,100,83.0,18,29,62.1,5,2.0,1.2,+3.0,19,10,17,1,29
598,Assane Diao,Betis,2.4,35,47,74.5,466,67,26,32,81.3,6,7,85.7,1,1,100.0,2,1.2,0.4,+0.8,6,1,1,1,1
599,Habib Diarra,Strasbourg,11.2,338,402,84.1,5378,1029,163,183,89.1,150,165,90.9,15,30,50.0,1,1.1,1.0,-0.1,8,29,8,2,50
600,Moussa Diarra,Alavés,7.4,256,314,81.5,4463,2027,115,128,89.8,119,138,86.2,19,35,54.3,0,0.0,0.2,0.0,0,26,5,1,36
601,Ruben Dias,Manchester City,9.1,811,866,93.6,13519,4255,362,377,96.0,392,410,95.6,42,56,75.0,0,0.3,0.7,-0.3,5,84,5,0,60
602,Krepin Diatta,Monaco,2.2,91,131,69.5,1510,516,43,57,75.4,40,53,75.5,6,12,50.0,0,0.0,0.2,0.0,1,5,3,0,9
603,Kandet Diawara,Le Havre,0.0,1,2,50.0,6,0,1,2,50.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
604,Mahamadou Diawara,Lyon,0.2,6,7,85.7,117,60,3,4,75.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1
605,Brahim Diaz,Real Madrid,3.5,139,166,83.7,1806,512,83,95,87.4,45,53,84.9,2,4,50.0,2,1.7,0.9,+0.3,9,13,6,0,19
606,Luis Diaz,Liverpool,8.5,237,280,84.6,3681,808,133,152,87.5,75,87,86.2,19,23,82.6,2,1.6,1.4,+0.4,18,17,15,1,30
607,Pedro Diaz,Rayo Vallecano,1.0,43,53,81.1,585,188,24,30,80.0,16,16,100.0,0,3,0.0,0,0.1,0.1,-0.1,2,3,2,0,7
608,Tyler Dibling,Southampton,8.3,187,235,79.6,3002,752,96,107,89.7,78,93,83.9,11,21,52.4,0,1.0,0.9,-1.0,11,18,11,0,30
609,Diego,Leganés,3.0,37,56,66.1,577,69,21,27,77.8,12,22,54.5,3,4,75.0,0,0.1,0.0,-0.1,2,4,0,0,5
610,Justin Diehl,Stuttgart,0.9,33,49,67.3,432,121,19,24,79.2,11,17,64.7,1,5,20.0,0,0.1,0.3,-0.1,1,3,1,0,5
611,Bamba Dieng,Angers,3.6,49,60,81.7,576,61,32,37,86.5,12,15,80.0,0,1,0.0,0,0.0,0.1,0.0,0,1,1,0,3
612,Eric Dier,Bayern Munich,0.5,57,58,98.3,940,290,28,28,100.0,25,26,96.2,4,4,100.0,0,0.0,0.0,0.0,0,7,1,0,4
613,Lucas Digne,Aston Villa,10.6,398,521,76.4,6523,2074,199,223,89.2,166,210,79.0,24,56,42.9,2,2.4,1.8,-0.4,15,12,15,10,19
614,Federico Dimarco,Inter,10.6,423,559,75.7,7223,1864,213,243,87.7,161,205,78.5,41,87,47.1,2,3.6,2.5,-1.6,27,21,17,12,31
615,Junior Dina Ebimbe,Eint Frankfurt,3.1,68,107,63.6,1086,255,36,56,64.3,29,42,69.0,2,5,40.0,1,0.9,0.6,+0.1,3,1,2,0,3
616,Eren Dinkci,Freiburg,6.5,173,227,76.2,2409,579,95,109,87.2,61,76,80.3,6,15,40.0,2,1.4,0.8,+0.6,16,13,7,2,19
617,Sinaly Diomande,Auxerre,7.8,243,308,78.9,4545,2236,94,109,86.2,120,135,88.9,26,47,55.3,2,0.5,0.1,+1.5,2,22,0,0,29
618,Lois Diony,Angers,0.2,1,4,25.0,9,0,1,3,33.3,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
619,Issa Diop,Fulham,5.4,240,277,86.6,4750,1818,73,81,90.1,143,154,92.9,23,40,57.5,0,0.1,0.0,-0.1,2,17,1,0,12
620,Sofiane Diop,Nice,3.3,131,169,77.5,2040,640,75,86,87.2,37,50,74.0,11,23,47.8,2,0.8,0.7,+1.2,8,12,4,0,15
621,Andy Diouf,Lens,10.5,329,437,75.3,4329,1139,205,242,84.7,93,114,81.6,12,30,40.0,1,0.8,0.9,+0.2,9,19,13,1,52
622,Yehvann Diouf,Reims,13.0,343,480,71.5,9235,6834,66,66,100.0,174,178,97.8,101,229,44.1,0,0.0,0.0,0.0,0,6,0,0,0
624,Assane Diousse,Auxerre,0.3,32,34,94.1,667,219,14,14,100.0,12,13,92.3,6,7,85.7,0,0.0,0.0,0.0,0,2,0,0,4
625,Axel Disasi,Chelsea,1.0,64,74,86.5,1011,433,33,35,94.3,26,28,92.9,4,8,50.0,0,0.0,0.0,0.0,0,2,0,0,5
626,Roman Dixon,Everton,1.0,11,19,57.9,205,111,6,8,75.0,4,8,50.0,1,3,33.3,0,0.0,0.0,0.0,0,3,0,0,0
627,Alvaro djalo,Athletic Club,4.8,51,76,67.1,771,148,29,37,78.4,17,28,60.7,4,7,57.1,0,0.7,0.5,-0.7,3,5,3,2,7
628,Djene,Getafe,11.5,299,395,75.7,5682,2408,115,141,81.6,144,177,81.4,37,66,56.1,0,0.4,0.5,-0.4,3,26,6,3,35
629,Berat Djimsiti,Atalanta,10.4,512,587,87.2,9017,2696,195,218,89.4,271,293,92.5,35,54,64.8,0,0.6,0.3,-0.6,4,32,4,1,51
630,Marko Dmitrovic,Leganés,9.0,142,302,47.0,4911,4161,21,21,100.0,64,65,98.5,57,214,26.6,0,0.0,0.0,0.0,0,9,0,0,0
631,Ritsu Doan,Freiburg,11.2,283,399,70.9,4421,1485,137,176,77.8,101,138,73.2,26,41,63.4,1,0.5,1.2,+0.5,8,25,11,3,41
632,Dodo,Fiorentina,12.9,537,688,78.1,9936,2999,198,229,86.5,287,341,84.2,45,89,50.6,0,1.8,1.7,-1.8,16,38,18,10,58
633,Danilho Doekhi,Union Berlin,12.0,310,416,74.5,5419,1957,138,160,86.3,134,160,83.8,32,77,41.6,0,0.2,0.2,-0.2,3,18,2,2,28
634,Matt Doherty,Wolves,2.4,75,106,70.8,1289,285,34,42,81.0,35,52,67.3,6,9,66.7,0,0.1,0.1,-0.1,1,4,1,0,6
635,Jeremy Doku,Manchester City,4.9,189,237,79.7,2596,451,130,150,86.7,53,66,80.3,4,5,80.0,1,1.3,1.1,-0.3,10,1,15,1,20
636,Marc Domenech,Mallorca,1.3,15,22,68.2,210,66,11,15,73.3,2,3,66.7,1,1,100.0,0,0.0,0.1,0.0,1,0,1,1,2
637,Alex Dominguez,Toulouse,0.2,8,11,72.7,255,195,2,2,100.0,2,2,100.0,3,6,50.0,0,0.0,0.0,0.0,0,0,0,0,0
638,Benjamin Dominguez,Bologna,0.8,16,24,66.7,241,31,7,9,77.8,9,13,69.2,0,2,0.0,0,0.0,0.0,0.0,0,0,1,1,0
639,Carlos Dominguez,Celta Vigo,3.8,261,297,87.9,4870,1736,75,79,94.9,163,180,90.6,15,28,53.6,0,0.0,0.1,0.0,1,18,0,0,23
640,Israel Dominguez,Sevilla,0.2,2,2,100.0,24,0,1,1,100.0,1,1,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
641,Nicolas Dominguez,Nott'ham Forest,6.7,270,323,83.6,3751,1210,165,185,89.2,81,93,87.1,9,18,50.0,0,0.0,0.3,0.0,2,24,2,0,24
642,Sergi Dominguez,Barcelona,1.9,171,180,95.0,3171,1062,57,57,100.0,106,112,94.6,7,10,70.0,0,0.0,0.0,0.0,0,13,0,0,13
643,Gianluigi Donnarumma,Paris S-G,9.0,225,258,87.2,4875,2993,55,55,100.0,131,132,99.2,38,70,54.3,0,0.0,0.0,0.0,0,1,0,0,0
644,Patrick Dorgu,Lecce,12.4,311,402,77.4,5506,1523,137,160,85.6,139,163,85.3,30,53,56.6,0,1.1,0.6,-1.1,11,29,10,5,34
645,Niklas Dorsch,Augsburg,0.4,22,26,84.6,342,77,12,12,100.0,9,12,75.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1
646,Niklas Dorsch,Heidenheim,5.1,213,251,84.9,3886,1201,93,98,94.9,85,95,89.5,25,43,58.1,1,0.7,0.4,+0.3,6,16,5,1,22
647,Alberto Dossena,Como,11.6,555,632,87.8,10609,3570,177,192,92.2,318,340,93.5,51,80,63.8,1,0.4,0.1,+0.6,1,24,0,0,27
648,Abdoulaye Doucoure,Everton,9.0,290,347,83.6,4880,841,129,148,87.2,126,143,88.1,25,30,83.3,0,0.5,0.4,-0.5,12,17,5,0,27
650,Cheick Doucoure,Crystal Palace,2.2,79,88,89.8,1285,401,36,36,100.0,32,34,94.1,7,10,70.0,0,0.0,0.0,0.0,0,5,0,0,8
651,Desire Doue,Paris S-G,4.5,200,240,83.3,2918,618,118,125,94.4,67,81,82.7,9,20,45.0,1,2.0,1.3,-1.0,14,14,10,5,24
652,Guela Doue,Strasbourg,12.0,673,812,82.9,12263,5303,253,266,95.1,356,417,85.4,53,99,53.5,0,0.0,0.2,0.0,3,43,4,3,48
653,Douglas,Nantes,10.4,459,531,86.4,7668,2393,216,239,90.4,198,218,90.8,33,48,68.8,2,0.8,0.4,+1.2,6,53,2,1,58
