Player,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK,Expected - xG,Expected - npxG,Expected - xAG,Expected - npxG+xAG,Per 90 Minutes - xG,Per 90 Minutes - xAG,Per 90 Minutes - xG+xAG,Per 90 Minutes - npxG,Per 90 Minutes - npxG+xAG
Maghnes Akliouche,39,FRA,"MF,DF",Monaco,Ligue 1,20.0,2002.0,6.0,3.0,248.0,2.8,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,0.06,0.1,0.17,0.06,0.17
Paul Akouokou,40,CIV,MF,Betis,La Liga,24.0,1997.0,5.0,2.0,205.0,2.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.04,0.0,0.04,0.04,0.04
Jean-Daniel Akpa-Akpro,41,CIV,MF,Empoli,Serie A,30.0,1992.0,5.0,0.0,139.0,1.5,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.03,0.12,0.15,0.03,0.15
Kevin Akpoguma,42,NGA,DF,Hoffenheim,Bundesliga,27.0,1995.0,12.0,7.0,746.0,8.3,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.3,0.02,0.02,0.04,0.02,0.04
David Alaba,43,AUT,DF,Real Madrid,La Liga,30.0,1992.0,13.0,12.0,1075.0,11.9,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0.08,0.25,0.33,0.08,0.33,0.5,0.5,0.7,1.3,0.05,0.06,0.11,0.05,0.11
Tomás Alarcón,44,CHL,MF,Cádiz,La Liga,23.0,1999.0,4.0,2.0,223.0,2.5,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.01,0.03,0.04,0.01,0.04
Lucas Alario,45,ARG,FW,Eint Frankfurt,Bundesliga,30.0,1992.0,9.0,2.0,238.0,2.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.38,0.0,0.38,0.38,0.38,1.2,1.2,0.0,1.3,0.47,0.01,0.48,0.47,0.48
Jordi Alba,46,ESP,DF,Barcelona,La Liga,33.0,1989.0,10.0,7.0,682.0,7.6,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.13,0.13,0.0,0.13,0.2,0.2,2.6,2.8,0.02,0.34,0.37,0.02,0.37
Luis Alberto,47,ESP,MF,Lazio,Serie A,30.0,1992.0,12.0,5.0,512.0,5.7,3.0,1.0,3.0,0.0,0.0,1.0,0.0,0.53,0.18,0.7,0.53,0.7,0.6,0.6,1.1,1.7,0.11,0.2,0.31,0.11,0.31
Raúl Albiol,48,ESP,DF,Villarreal,La Liga,37.0,1985.0,13.0,13.0,1159.0,12.9,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc Albrighton,49,GBR,MF,Leicester City,Premier League,32.0,1989.0,3.0,0.0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13
Thiago Alcántara,50,ESP,MF,Liverpool,Premier League,31.0,1991.0,7.0,7.0,554.0,6.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.6,0.01,0.09,0.1,0.01,0.1
Rubén Alcaraz,52,ESP,MF,Cádiz,La Liga,31.0,1991.0,9.0,4.0,458.0,5.1,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.8,0.08,0.08,0.16,0.08,0.16
Omar Alderete,53,PRY,DF,Getafe,La Liga,25.0,1996.0,2.0,1.0,135.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
Iván Alejo,54,ESP,"MF,FW",Cádiz,La Liga,27.0,1995.0,11.0,7.0,602.0,6.7,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.15,0.15,0.0,0.15,0.3,0.3,0.8,1.1,0.05,0.12,0.17,0.05,0.17
Doğan Alemdar,55,TUR,GK,Rennes,Ligue 1,20.0,2002.0,3.0,2.0,225.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carles Aleñá,56,ESP,MF,Getafe,La Liga,24.0,1998.0,13.0,13.0,1022.0,11.4,2.0,2.0,2.0,0.0,0.0,6.0,0.0,0.18,0.18,0.35,0.18,0.35,0.8,0.8,0.6,1.4,0.07,0.05,0.12,0.07,0.12
Trent Alexander-Arnold,57,GBR,DF,Liverpool,Premier League,24.0,1998.0,13.0,11.0,903.0,10.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.1,0.0,0.1,0.1,0.1,1.0,1.0,2.0,3.0,0.1,0.2,0.3,0.1,0.3
Alejandro Alfaro,58,ESP,MF,Elche,La Liga,20.0,2002.0,1.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ángel Algobia,59,ESP,MF,Getafe,La Liga,23.0,1999.0,8.0,4.0,362.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.02,0.04,0.06,0.02,0.06
Mohamed Ali Cho,60,FRA,FW,Real Sociedad,La Liga,18.0,2004.0,7.0,2.0,243.0,2.7,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.74,0.74,0.0,0.74,0.8,0.8,1.5,2.3,0.31,0.54,0.85,0.31,0.85
Faride Alidou,61,DEU,"DF,MF",Eint Frankfurt,Bundesliga,21.0,2001.0,8.0,0.0,122.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,0.07,0.2,0.27,0.07,0.27
Alisson,62,BRA,GK,Liverpool,Premier League,30.0,1992.0,13.0,13.0,1170.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,0.0,0.0,0.3,0.3,0.0,0.02,0.02,0.0,0.02
Jim Allevinah,63,GAB,"FW,MF",Clermont Foot,Ligue 1,27.0,1995.0,12.0,5.0,521.0,5.8,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.17,0.0,0.17,0.17,0.17,1.1,1.1,0.7,1.7,0.18,0.11,0.3,0.18,0.3
Dele Alli,64,GBR,MF,Everton,Premier League,26.0,1996.0,2.0,0.0,40.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Domingos André Ribeiro Almeida,65,PRT,"MF,FW",Valencia,La Liga,22.0,2000.0,10.0,7.0,616.0,6.8,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.15,0.29,0.44,0.15,0.44,0.5,0.5,1.1,1.6,0.07,0.17,0.23,0.07,0.23
Miguel Almirón,66,PRY,FW,Newcastle Utd,Premier League,28.0,1994.0,14.0,14.0,1165.0,12.9,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.62,0.0,0.62,0.62,0.62,4.5,4.5,0.8,5.3,0.35,0.06,0.41,0.35,0.41
Marcos Alonso,67,ESP,DF,Barcelona,La Liga,31.0,1990.0,7.0,4.0,450.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mickaël Alphonse,68,GLP,DF,Ajaccio,Ligue 1,33.0,1989.0,11.0,7.0,650.0,7.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,0.03,0.04,0.07,0.03,0.07
Gastón Álvarez,69,URY,DF,Getafe,La Liga,22.0,2000.0,7.0,4.0,429.0,4.8,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.42,0.0,0.42,0.42,0.42,0.4,0.4,0.0,0.4,0.08,0.0,0.08,0.08,0.08
Julián Álvarez,70,ARG,"FW,MF",Manchester City,Premier League,22.0,2000.0,11.0,3.0,359.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.75,0.0,0.75,0.75,0.75,1.3,1.3,0.4,1.7,0.33,0.09,0.42,0.33,0.42
Agustín Álvarez Martínez,71,URY,"FW,MF",Sassuolo,Serie A,21.0,2001.0,9.0,0.0,133.0,1.5,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.68,0.68,1.35,0.68,1.35,1.1,1.1,0.3,1.4,0.73,0.21,0.94,0.73,0.94
Yeray Álvarez,72,ESP,DF,Athletic Club,La Liga,27.0,1995.0,12.0,12.0,1056.0,11.7,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.09,0.09,0.0,0.09,0.3,0.3,0.5,0.8,0.03,0.04,0.07,0.03,0.07
Ibrahim Amadou,73,FRA,"DF,MF",Angers,Ligue 1,29.0,1993.0,6.0,4.0,401.0,4.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.01,0.01,0.03,0.01,0.03
Daniel Amartey,74,GHA,DF,Leicester City,Premier League,27.0,1994.0,11.0,9.0,825.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.06,0.06,0.0,0.06
Amath,75,SEN,"MF,FW",Mallorca,La Liga,26.0,1996.0,7.0,1.0,243.0,2.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.37,0.0,0.37,0.37,0.37,0.8,0.8,0.3,1.0,0.28,0.1,0.39,0.28,0.39
Jordan Amavi,76,FRA,DF,Getafe,La Liga,28.0,1994.0,4.0,1.0,193.0,2.1,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kelvin Amian,78,FRA,DF,Spezia,Serie A,24.0,1998.0,7.0,3.0,329.0,3.7,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.27,0.27,0.0,0.27,0.3,0.3,0.9,1.1,0.08,0.23,0.31,0.08,0.31
Bruno Amione,79,ARG,DF,Hellas Verona,Serie A,20.0,2002.0,1.0,1.0,58.0,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nadiem Amiri,81,DEU,"MF,FW",Leverkusen,Bundesliga,26.0,1996.0,10.0,2.0,336.0,3.7,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.27,0.27,0.54,0.27,0.54,0.4,0.4,0.5,0.8,0.1,0.13,0.23,0.1,0.23
Ethan Ampadu,82,GB-WLS,"DF,MF",Spezia,Serie A,22.0,2000.0,9.0,9.0,743.0,8.3,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.12,0.12,0.0,0.12,0.8,0.8,0.5,1.3,0.1,0.06,0.16,0.1,0.16
Sofyan Amrabat,83,MAR,MF,Fiorentina,Serie A,26.0,1996.0,12.0,9.0,725.0,8.1,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,0.02,0.05,0.06,0.02,0.06
Joachim Andersen,84,DNK,DF,Crystal Palace,Premier League,26.0,1996.0,12.0,12.0,1080.0,12.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.08,0.0,0.08,0.08,0.08,0.9,0.9,0.4,1.2,0.07,0.03,0.1,0.07,0.1
Elliot Anderson,85,SYC,"FW,MF",Newcastle Utd,Premier League,20.0,2002.0,7.0,0.0,103.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.42,0.45,0.86,0.42,0.86
Felipe Anderson,86,BRA,"FW,MF",Lazio,Serie A,29.0,1993.0,13.0,13.0,1037.0,11.5,3.0,2.0,3.0,0.0,0.0,1.0,0.0,0.26,0.17,0.43,0.26,0.43,1.7,1.7,2.9,4.6,0.15,0.25,0.39,0.15,0.39
Benjamin André,87,FRA,MF,Lille,Ligue 1,32.0,1990.0,13.0,13.0,1126.0,12.5,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.08,0.08,0.16,0.08,0.16,0.8,0.8,0.7,1.4,0.06,0.05,0.11,0.06,0.11
Komnen Andrić,88,SRB,FW,Clermont Foot,Ligue 1,27.0,1995.0,14.0,12.0,922.0,10.2,4.0,1.0,3.0,1.0,2.0,2.0,0.0,0.39,0.1,0.49,0.29,0.39,5.0,3.5,0.4,3.9,0.49,0.04,0.53,0.34,0.38
Robert Andrich,89,DEU,MF,Leverkusen,Bundesliga,28.0,1994.0,13.0,12.0,980.0,10.9,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.09,0.18,0.28,0.09,0.28,0.8,0.8,0.6,1.4,0.07,0.06,0.13,0.07,0.13
Angeliño,90,ESP,DF,Hoffenheim,Bundesliga,25.0,1997.0,13.0,12.0,1084.0,12.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.17,0.17,0.0,0.17,0.4,0.4,2.2,2.6,0.03,0.19,0.22,0.03,0.22
Fabrizio Angileri,91,ARG,DF,Getafe,La Liga,28.0,1994.0,8.0,7.0,510.0,5.7,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02
Jaidon Anthony,92,GBR,"FW,MF",Bournemouth,Premier League,22.0,1999.0,9.0,1.0,249.0,2.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.36,0.0,0.36,0.36,0.36,0.5,0.5,0.1,0.5,0.17,0.03,0.2,0.17,0.2
Janis Antiste,93,FRA,FW,Sassuolo,Serie A,20.0,2002.0,2.0,0.0,52.0,0.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.73,0.0,1.73,1.73,1.73,0.2,0.2,0.0,0.2,0.31,0.0,0.31,0.31,0.31
Waldemar Anton,94,DEU,DF,Stuttgart,Bundesliga,26.0,1996.0,14.0,14.0,1254.0,13.9,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.07,0.0,0.07,0.07,0.07,0.6,0.6,0.6,1.2,0.05,0.04,0.09,0.05,0.09
Marcos Antônio,95,BRA,MF,Lazio,Serie A,22.0,2000.0,6.0,2.0,194.0,2.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michail Antonio,96,JAM,FW,West Ham,Premier League,32.0,1990.0,14.0,6.0,607.0,6.7,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.3,0.15,0.44,0.3,0.44,2.0,2.0,0.4,2.4,0.3,0.06,0.36,0.3,0.36
Antony,97,BRA,"FW,MF",Manchester Utd,Premier League,22.0,2000.0,6.0,6.0,491.0,5.5,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.55,0.0,0.55,0.55,0.55,1.6,1.6,0.4,2.0,0.3,0.07,0.37,0.3,0.37
Valentin Antov,98,BGR,DF,Monza,Serie A,22.0,2000.0,4.0,1.0,172.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
