,Player,90s,Att,Pass Types - Live,Pass Types - Dead,Pass Types - FK,Pass Types - TB,Pass Types - Sw,Pass Types - Crs,Pass Types - TI,Pass Types - CK,Corner Kicks - In,Corner Kicks - Out,Corner Kicks - Str,Outcomes - Cmp,Outcomes - Off,Outcomes - Blocks
939,Daniel Ginczek,14.2,358,344,8,4,1,4,18,0,0,0,0,0,203,6,18
940,Matthias Ginter,26.4,1790,1727,56,45,0,42,9,11,0,0,0,0,1537,7,8
941,Andrei Girotto,16.4,807,788,18,16,1,11,4,2,0,0,0,0,638,1,16
942,Olivier Giroud,9.4,263,257,5,0,0,2,1,0,0,0,0,0,178,1,6
943,Kamil Glik,33.0,1633,1559,70,67,1,26,2,3,0,0,0,0,1366,4,4
944,Serge Gnabry,19.6,843,821,19,2,5,2,32,15,2,0,0,0,685,3,30
945,Joris Gnagnon,5.0,260,249,11,10,0,1,1,1,0,0,0,0,234,0,1
946,Eddy Gnahore,24.9,1163,1127,32,24,3,2,4,6,2,0,0,0,1033,4,17
947,Massimo Gobbi,13.1,618,472,145,8,0,2,21,137,0,0,0,0,456,1,16
948,Kevin Goden,3.0,109,83,26,0,0,1,3,26,0,0,0,0,66,0,1
949,Diego Godin,27.9,1056,994,54,53,1,3,0,1,0,0,0,0,844,8,3
950,Mauro Goicoechea,7.9,252,151,101,29,0,0,0,0,0,0,0,0,168,0,0
951,Edoardo Goldaniga,29.0,1160,971,184,49,0,12,21,135,0,0,0,0,842,5,15
952,Pierluigi Gollini,20.0,595,411,180,43,0,2,0,0,0,0,0,0,417,4,1
953,Aleksandr Golovin,25.4,1102,1056,39,15,3,6,67,7,17,11,5,0,861,7,24
954,Andre Gomes,22.0,1224,1181,41,16,1,28,16,6,0,0,0,0,1026,2,16
955,Angel Gomes,0.3,22,22,0,0,0,0,1,0,0,0,0,0,20,0,0
956,Ibai Gomez,6.4,281,238,42,17,2,1,62,2,22,9,9,1,197,1,12
957,Ibai Gomez,16.1,578,491,82,34,2,9,62,10,25,8,9,0,390,5,16
958,Joe Gomez,11.8,839,775,61,18,0,3,7,43,0,0,0,0,717,3,9
959,Mario Gomez,24.6,495,415,79,1,2,1,5,2,0,0,0,0,321,1,12
960,Maxi Gomez,32.9,694,609,80,0,2,10,12,4,0,0,0,0,497,5,19
962,Moi Gomez,33.9,1546,1415,122,65,2,25,113,4,52,29,14,1,1210,9,24
963,Papu Gomez,32.2,1977,1650,319,87,16,24,324,34,188,94,85,2,1492,8,43
964,Sergi Gomez,30.7,1467,1426,38,33,0,37,2,5,0,0,0,0,1240,3,19
965,Alfred Gomis,19.2,687,460,222,71,0,3,0,0,0,0,0,0,500,5,0
966,Maxime Gonalons,6.0,334,324,9,9,0,9,0,0,0,0,0,0,275,1,10
967,Anthony Goncalves,11.8,510,462,46,4,0,3,70,38,3,0,0,0,342,2,14
968,Jerome Gondorf,14.4,518,464,48,22,2,5,51,0,23,8,9,0,349,6,20
969,Alvaro Gonzalez,32.9,1528,1471,47,39,0,31,14,8,0,0,0,0,1209,10,6
970,Bruno Gonzalez,18.9,517,477,39,28,0,12,5,11,0,0,0,0,365,1,8
971,Cristo Gonzalez,0.5,11,8,2,0,0,0,0,0,0,0,0,0,10,1,0
972,Giancarlo Gonzalez,8.3,341,314,27,16,0,4,1,11,0,0,0,0,260,0,5
973,Nicolas Gonzalez,24.0,627,596,25,1,1,3,45,11,0,0,0,0,367,6,26
974,Jon Gorenc Stankovic,7.9,297,285,11,9,0,0,0,2,0,0,0,0,224,1,10
975,Leon Goretzka,22.5,1181,1140,35,6,1,7,8,15,0,0,0,0,1022,6,21
976,Mathieu Gorgelin,4.0,112,76,36,7,0,0,0,0,0,0,0,0,99,0,0
977,Mirko Gori,3.7,142,140,2,0,0,3,13,1,0,0,0,0,106,0,2
978,Andoni Gorosabel,5.1,279,216,63,3,0,0,9,60,0,0,0,0,225,0,11
979,Robin Gosens,21.6,1223,1048,166,14,0,2,86,150,2,2,0,0,918,9,27
980,Dan Gosling,19.3,980,950,29,22,3,5,6,3,0,0,0,0,776,1,25
981,Felix Gotze,1.4,34,33,0,0,0,0,1,0,0,0,0,0,24,1,1
982,Mario Gotze,18.6,903,870,30,3,9,1,27,8,0,0,0,0,720,3,32
983,Prince-Desir Gouano,29.1,1069,1043,23,23,1,12,2,0,0,0,0,0,874,3,6
984,Yoann Gourcuff,1.5,84,78,6,1,2,0,6,1,4,0,3,1,68,0,2
985,Jeffrey Gouweleeuw,23.2,1220,1149,65,60,1,27,5,5,0,0,0,0,933,6,17
986,Paolo Gozzi Iweru,1.0,55,53,2,2,0,0,0,0,0,0,0,0,50,0,0
988,Max Gradel,36.0,1305,1146,148,39,8,10,146,26,36,17,16,1,887,11,63
989,Jonathan Gradit,22.3,918,824,91,13,1,4,16,78,0,0,0,0,740,3,11
990,Samuel Grandsir,2.6,85,78,6,0,0,0,8,6,0,0,0,0,59,1,7
991,Samuel Grandsir,5.2,188,179,8,3,0,0,38,1,4,0,2,0,105,1,9
992,Alex Granell,26.6,1533,1284,237,128,3,35,173,42,66,40,21,0,1088,12,24
993,Esteban Granero,22.4,1201,1048,149,84,5,10,76,1,64,10,31,3,988,4,18
994,Karlan Grant,9.7,223,203,20,0,0,0,9,2,0,0,0,0,149,0,11
995,Alberto Grassi,5.1,119,117,2,2,0,1,3,0,0,0,0,0,94,0,6
996,Andre Gray,15.2,248,240,7,0,0,2,8,3,0,0,0,0,160,1,15
997,Demarai Gray,22.1,717,694,19,4,8,6,52,4,9,5,4,0,518,4,37
998,Mason Greenwood,1.3,61,59,2,0,1,0,1,0,2,0,0,0,51,0,1
999,Michael Gregoritsch,27.6,940,886,44,12,4,8,16,6,0,0,0,0,653,10,25
1000,Clement Grenier,29.6,1817,1651,163,86,10,31,120,5,70,35,26,2,1424,3,23
1001,Antoine Griezmann,35.5,1510,1341,160,52,22,16,101,12,61,26,20,0,1123,9,42
1002,Vincenzo Grifo,3.7,185,160,25,1,0,2,26,4,19,11,6,0,123,0,4
1003,Vincenzo Grifo,15.9,775,687,85,31,2,13,65,14,38,30,2,0,578,3,10
1004,Florian Grillitsch,26.6,1579,1502,73,58,3,18,14,14,1,0,0,0,1309,4,42
1005,Jeremy Grimm,1.9,83,81,2,2,0,3,0,0,0,0,0,0,69,0,2
1006,Pascal Gross,20.7,965,821,134,50,2,25,142,3,61,44,10,1,661,10,24
1007,Sergej Grubac,1.7,25,24,1,0,0,1,0,0,0,0,0,0,15,0,1
1008,Marko Grujic,19.8,961,946,10,10,2,7,8,0,0,0,0,0,776,5,15
1009,Vicente Guaita,19.5,597,345,244,53,0,0,0,0,0,0,0,0,299,8,1
1010,Andres Guardado,25.9,1684,1565,110,51,7,27,49,34,23,2,7,5,1453,9,21
1011,Sergi Guardiola,16.8,367,323,41,1,2,7,18,0,0,0,0,0,228,3,20
1012,Sergi Guardiola,0.3,14,14,0,0,0,0,3,0,0,0,0,0,6,0,2
1014,Metehan Guclu,0.2,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
1015,Goncalo Guedes,16.3,667,643,18,3,5,5,52,11,3,3,0,0,471,6,28
1016,Matteo Guendouzi,23.9,1625,1578,41,33,9,12,15,6,2,0,0,0,1409,6,33
1017,Javi Guerra,2.6,76,72,3,0,0,0,1,0,0,0,0,0,58,1,1
1018,Raphael Guerreiro,17.0,1165,1053,109,35,3,3,65,37,37,10,19,0,956,3,18
1019,Francis Guerrero,19.8,997,836,158,13,0,4,66,145,0,0,0,0,776,3,42
1020,Guido Guerrieri,1.0,35,25,10,1,0,0,0,0,0,0,0,0,26,0,0
1021,Ander Guevara,1.0,44,42,1,1,0,1,1,0,0,0,0,0,42,1,0
1022,Makhtar Gueye,0.6,16,14,2,0,0,0,1,0,0,0,0,0,9,0,1
1023,John Guidetti,7.0,156,147,7,0,0,0,10,1,0,0,0,0,103,2,5
1024,Josuha Guilavogui,17.4,805,790,14,13,4,14,4,1,0,0,0,0,654,1,9
1025,Frederic Guilbert,32.4,1425,1149,268,15,0,18,91,252,1,0,0,0,985,8,42
1026,Baptiste Guillaume,13.1,281,264,16,0,0,1,3,0,0,0,0,0,175,1,7
1027,Serhou Guirassy,12.3,330,324,5,1,0,2,10,0,0,0,0,0,209,1,10
1028,Peter Gulacsi,32.5,1022,695,325,102,0,5,0,0,0,0,0,0,651,2,0
1029,Manuel Gulde,19.0,876,843,30,30,0,9,0,0,0,0,0,0,717,3,11
1030,Gerard Gumbau,13.3,450,400,48,18,0,16,37,12,12,3,8,0,320,2,13
1031,Ilkay Gundogan,23.7,2108,1974,123,37,17,9,98,5,81,34,31,0,1845,11,14
1032,Angus Gunn,12.0,310,167,139,48,0,0,0,0,0,0,0,0,119,4,0
1033,Aron Gunnarsson,25.2,921,750,168,6,4,5,12,157,0,0,0,0,600,3,8
1034,Christian Gunter,32.0,1474,1066,405,39,0,9,188,316,50,30,16,0,1063,3,66
1035,Koray Gunter,9.3,358,335,23,19,1,1,2,4,0,0,0,0,298,0,3
1036,Serdar Gurler,5.4,170,160,9,1,0,0,19,3,5,1,3,0,105,1,13
1037,Ahmet Gurleyen,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
1038,Regis Gurtner,38.0,1158,656,499,170,0,2,0,0,0,0,0,0,639,3,1
1040,Gorka Guruzeta,0.6,9,8,1,0,0,0,0,0,0,0,0,0,7,0,1
1041,Luiz Gustavo,27.1,1447,1408,37,37,1,6,7,0,0,0,0,0,1279,2,12
1042,Jonathan de Guzman,17.4,952,815,130,53,8,10,108,6,71,31,21,0,690,7,22
1043,Janik Haberer,26.0,1076,1051,22,9,2,19,19,10,0,0,0,0,842,3,35
1044,Hacen,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1045,Alexander Hack,11.3,558,539,18,16,0,6,2,2,0,0,0,0,420,1,8
1046,Munir El Haddadi,11.6,347,319,26,6,1,5,21,6,3,2,0,0,243,2,14
1047,Munir El Haddadi,1.7,62,54,7,0,1,0,1,2,1,0,1,0,48,1,0
1048,Oussama Haddadi,29.7,1633,1307,322,25,1,19,118,296,1,0,0,0,1195,4,44
1049,Florent Hadergjonaj,20.5,973,803,167,13,2,7,91,154,0,0,0,0,688,3,33
1050,Benjamin Hadzic,0.3,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0
1051,Andre Hahn,22.8,562,535,23,0,0,4,82,19,0,0,0,0,299,4,47
1052,Amadou Haidara,4.2,196,191,4,2,3,4,5,1,1,0,1,0,150,1,6
1053,Oualid El Hajjam,6.0,287,228,59,4,0,0,17,55,0,0,0,0,197,0,10
1054,Achraf Hakimi,19.3,1577,1358,218,19,5,17,46,199,0,0,0,0,1341,1,52
1055,Sebastien Haller,24.2,800,752,40,2,6,0,6,2,0,0,0,0,501,8,27
1056,Emil Hallfredsson,1.5,55,54,1,1,0,1,1,0,0,0,0,0,50,0,1
1057,Emil Hallfredsson,4.4,154,150,4,3,0,6,4,1,0,0,0,0,127,0,3
1058,Marcel Halstenberg,26.8,1597,1167,422,49,1,5,149,295,78,22,46,0,1152,8,38
1059,Ben Hamer,6.1,204,139,64,12,0,1,0,0,0,0,0,0,97,1,0
1060,Romain Hamouma,17.6,574,521,52,6,3,2,90,7,33,9,23,0,397,1,26
1061,Marek Hamsik,10.2,854,831,20,17,3,14,3,1,2,0,0,0,750,3,11
1062,David Hancko,3.1,125,103,22,4,0,1,5,16,2,0,2,0,90,0,2
1063,Samir Handanovic,38.0,1167,828,338,73,0,1,0,0,0,0,0,0,979,1,0
1064,Genki Haraguchi,23.7,869,762,101,5,0,5,37,91,3,2,1,0,657,6,25
1066,Fethi Harek,2.0,62,61,1,1,0,1,0,0,0,0,0,0,43,0,0
1067,Amine Harit,12.0,436,422,12,1,0,6,3,7,0,0,0,0,347,2,12
1068,Martin Harnik,9.2,269,262,6,0,0,1,10,1,0,0,0,0,164,1,13
1069,Kadeem Harris,4.2,104,103,0,0,0,0,15,0,0,0,0,0,66,1,5
1070,Joe Hart,19.0,622,331,284,103,0,1,0,0,0,0,0,0,302,7,0
1071,Makoto Hasebe,28.0,1467,1388,75,69,2,13,2,5,0,0,0,0,1244,4,8
1072,Hans Hateboer,33.0,1838,1636,200,15,0,8,75,184,1,0,1,0,1518,2,52
1073,Kai Havertz,32.2,1827,1790,33,15,5,21,23,10,3,0,0,0,1573,4,35
1074,Isaac Hayden,20.7,749,694,50,6,5,7,11,13,0,0,0,0,586,5,14
1075,Eden Hazard,32.5,1985,1810,166,54,13,37,145,12,92,39,32,6,1581,9,47
1076,Thorgan Hazard,31.9,1392,1186,198,36,8,23,183,55,104,47,44,1,975,8,38
1077,Rhys Healey,0.6,14,10,4,0,0,0,3,4,0,0,0,0,4,0,2
1078,Tom Heaton,19.0,592,329,257,85,0,0,0,0,0,0,0,0,294,6,0
1079,Dominique Heintz,33.9,1671,1601,64,61,3,27,12,3,0,0,0,0,1361,6,18
1080,Filip Helander,19.0,767,719,45,40,0,5,2,5,0,0,0,0,605,3,6
1081,Jordan Henderson,22.1,1815,1741,69,32,7,15,38,32,0,0,0,0,1553,5,24
1082,Jeff Hendrick,22.9,690,652,35,2,4,2,24,4,2,1,0,0,503,3,30
1083,Wayne Hennessey,17.5,519,303,213,70,0,1,0,0,0,0,0,0,275,3,0
1084,Rouwen Hennings,20.4,452,413,37,1,5,3,4,2,0,0,0,0,296,2,25
1085,Benjamin Henrichs,20.3,1060,870,184,19,2,5,48,164,1,0,1,0,770,6,38
1086,Benjamin Henrichs,0.7,40,34,6,1,0,1,2,5,0,0,0,0,32,0,0
1087,Dalbert Henrique,8.6,528,441,86,12,1,6,40,74,0,0,0,0,392,1,12
1088,Uche Henry Agbo,4.1,202,199,3,3,0,3,0,0,0,0,0,0,184,0,4
1089,Christophe Herelle,32.6,2186,2108,77,67,0,16,3,10,0,0,0,0,1937,1,18
1090,Mario Hermoso,31.2,1625,1551,65,60,4,47,1,5,0,0,0,0,1355,9,11
1092,Javier Hernandez,14.8,334,301,30,2,7,2,9,0,0,0,0,0,229,3,13
1093,Lucas Hernandez,12.4,557,509,46,10,0,3,10,36,0,0,0,0,448,2,14
1094,Theo Hernandez,22.0,1167,951,213,16,2,12,58,197,0,0,0,0,937,3,34
1095,Ander Herrera,15.6,990,971,16,12,3,2,6,1,2,0,1,0,862,3,19
1096,Yangel Herrera,12.8,474,436,34,7,0,3,10,27,0,0,0,0,352,4,8
1097,Iago Herrerin,31.0,983,629,347,138,1,4,0,0,0,0,0,0,552,7,1
1098,Patrick Herrmann,12.0,529,458,70,7,0,2,70,52,11,1,9,0,393,1,12
1099,Pablo Hervias,1.8,65,56,9,1,0,0,10,3,5,1,0,0,49,0,3
1100,Pablo Hervias,2.0,80,59,21,8,0,0,31,2,11,5,5,0,45,0,3
1101,Perparim Hetemaj,24.0,966,932,30,18,1,11,57,9,2,0,0,0,745,4,35
1102,Son Heung-min,22.7,785,759,22,6,5,5,25,4,5,1,2,1,655,4,33
1103,Gonzalo Higuain,12.1,320,313,5,0,5,5,2,0,0,0,0,0,244,2,14
1104,Gonzalo Higuain,14.2,342,316,24,1,4,8,5,3,0,0,0,0,283,2,3
1105,Oscar Hiljemark,13.3,516,473,39,10,0,5,34,8,18,12,1,0,397,4,10
1106,Vitorino Hilton,35.9,1527,1433,89,71,2,22,4,18,0,0,0,0,1247,5,7
1107,Martin Hinteregger,17.5,860,819,36,33,2,9,4,3,0,0,0,0,643,5,16
1108,Martin Hinteregger,12.7,590,566,23,14,2,5,3,9,0,0,0,0,430,1,9
1109,Marwin Hitz,2.0,64,44,20,7,0,0,0,0,0,0,0,0,51,0,0
1110,Andrew Hjulsager,4.0,137,129,8,0,2,0,23,5,3,2,1,0,95,0,5
1111,Wesley Hoedt,13.0,631,598,31,26,0,18,2,5,0,0,0,0,492,2,4
1112,Wesley Hoedt,9.9,497,472,21,19,0,18,2,2,0,0,0,0,417,4,6
1113,Andre Hoffmann,11.7,494,475,18,18,0,5,0,0,0,0,0,0,431,1,2
1114,Nicolas Hofler,17.9,885,825,56,45,0,4,2,1,0,0,0,0,758,4,17
1115,Jonas Hofmann,21.2,1125,1020,99,34,2,16,56,23,41,11,20,1,910,6,20
1116,Jonathan Hogg,26.3,1556,1531,21,21,6,15,6,0,0,0,0,0,1289,4,21
1118,Junior Hoilett,23.8,537,490,41,12,2,2,85,3,26,19,4,1,338,6,24
1119,Rob Holding,9.0,618,603,15,12,0,12,1,3,0,0,0,0,540,0,2
1120,Jose Holebas,26.6,1335,850,477,77,0,8,209,285,115,62,43,0,810,8,34
1121,Lucas Holer,11.2,258,246,12,2,0,1,10,1,0,0,0,0,170,0,13
1122,Mason Holgate,4.5,256,242,14,11,0,4,0,3,0,0,0,0,197,0,3
1123,Gerrit Holtmann,1.6,30,30,0,0,1,0,5,0,0,0,0,0,16,0,8
1124,Justin Hoogma,1.2,105,101,3,1,0,0,0,2,0,0,0,0,92,1,1
1125,Lukas Hradecky,32.0,1355,1080,273,80,1,5,0,0,0,0,0,0,1066,2,2
1126,Branimir Hrgota,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1127,Benjamin Hubner,9.0,507,488,18,14,1,2,2,4,0,0,0,0,416,1,7
1128,Tomas Hubocan,0.8,26,17,9,0,0,0,0,9,0,0,0,0,19,0,0
1129,Callum Hudson-Odoi,4.4,231,226,5,0,0,2,22,2,3,0,2,1,185,0,1
1130,Will Hughes,26.9,991,969,12,3,2,2,21,0,3,0,0,0,736,10,34
1131,Vitor Hugo,27.4,1301,1251,47,46,0,12,1,1,0,0,0,0,1129,3,6
1132,Mats Hummels,19.7,1751,1717,28,21,3,10,3,7,0,0,0,0,1558,6,8
1133,Adrien Hunou,13.8,308,279,28,1,0,1,6,8,0,0,0,0,233,1,10
1134,Emerson Hyndman,0.4,23,23,0,0,0,0,0,0,0,0,0,0,16,0,1
1135,Elseid Hysaj,23.4,1771,1574,194,17,0,12,31,177,0,0,0,0,1516,3,34
1136,Suk Hyun-jun,8.8,174,166,8,0,0,0,12,0,0,0,0,0,87,0,10
1137,Pierre Hojbjerg,30.7,1835,1760,73,40,7,28,29,11,2,2,0,0,1503,2,28
1138,Simone Iacoponi,37.2,1434,1143,288,29,0,17,30,259,0,0,0,0,1040,3,55
1139,Robert Ibanez,0.8,19,19,0,0,0,1,0,0,0,0,0,0,17,0,0
1140,Roger Ibanez,0.0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
1141,Jordon Ibe,8.9,288,270,16,1,2,1,27,9,6,1,3,0,213,2,19
1142,Vedad Ibisevic,20.1,437,392,45,1,4,7,5,0,0,0,0,0,313,0,9
1144,Vicente Iborra,2.5,147,144,3,2,2,4,0,0,0,0,0,0,127,0,3
1145,Vicente Iborra,18.5,796,778,15,14,5,5,1,1,0,0,0,0,637,3,14
1146,Didier Ibrahim Ndong,8.3,334,328,6,4,1,2,6,2,0,0,0,0,271,0,7
1147,Mauro Icardi,25.2,428,385,40,1,2,2,14,2,0,0,0,0,298,3,16
1148,Salvador Ichazo,2.8,88,51,36,9,0,0,0,0,0,0,0,0,51,1,0
1149,Edgar Ie,2.7,124,110,14,3,0,0,2,11,0,0,0,0,96,0,2
1150,Edgar Ie,8.6,356,305,50,16,0,0,9,34,0,0,0,0,274,1,11
1151,Borja Iglesias,34.2,688,610,78,2,5,4,12,2,1,0,1,0,477,0,42
1152,Kelechi Iheanacho,10.5,287,276,9,2,7,0,6,4,0,0,0,0,216,2,7
1153,Jordan Ikoko,19.0,825,597,227,12,0,1,41,214,1,0,1,0,595,1,20
1154,Jonathan Ikone,31.1,951,931,15,7,19,8,23,7,1,0,0,0,687,5,41
1155,Ivo Ilicevic,0.4,14,14,0,0,0,0,0,0,0,0,0,0,11,0,0
1156,Josip Ilicic,23.8,1295,1212,78,34,12,28,66,11,26,14,10,0,999,5,37
1157,Asier Illarramendi,20.2,1267,1174,88,79,7,7,19,5,4,1,3,0,1060,5,19
1158,Stefan Ilsanker,10.4,464,438,25,21,1,4,2,4,0,0,0,0,363,1,2
1159,Giannelli Imbula,19.2,732,699,33,17,3,3,22,1,15,7,6,1,654,0,7
1160,Ciro Immobile,31.8,959,915,37,2,8,8,18,24,0,0,0,0,727,7,31
1161,Emmanuel Imorou,12.4,584,434,149,3,0,2,21,146,0,0,0,0,425,1,16
1162,Svante Ingelsson,1.1,39,34,4,0,0,0,0,4,0,0,0,0,22,1,1
1163,Roberto Inglese,21.8,402,338,59,0,0,3,15,1,0,0,0,0,260,5,22
1164,Danny Ings,18.3,409,395,11,1,5,5,14,0,0,0,0,0,281,3,14
1165,Lorenzo Insigne,23.0,1314,1236,70,13,8,17,57,17,32,20,1,0,1087,8,23
1166,Emiliano Insua,23.5,1356,1054,292,23,0,7,122,245,24,4,18,0,991,10,26
1167,Pablo Insua,8.6,246,240,6,6,0,4,0,0,0,0,0,0,192,0,1
1168,Takashi Inui,9.2,261,236,25,2,4,2,27,8,2,1,1,0,187,0,15
1170,Takashi Inui,4.2,131,123,8,2,2,1,8,2,3,0,1,0,105,0,6
1171,Artur Ionita,33.0,1156,1136,19,6,1,13,26,6,0,0,0,0,947,1,31
1172,Gorka Iraizoz,6.2,231,142,89,25,0,0,0,0,0,0,0,0,156,0,0
1173,Carlos Isaac,1.0,54,44,10,0,0,0,3,10,0,0,0,0,44,0,1
1174,Isco,13.2,982,928,46,18,6,10,42,4,22,6,8,0,834,8,20
1175,Mikael Ishak,21.3,425,359,64,1,0,3,9,5,0,0,0,0,293,2,18
1176,Wilson Isidor,0.5,10,10,0,0,0,0,2,0,0,0,0,0,4,0,3
1177,Gian-Luca Itter,1.0,49,42,7,3,0,0,2,4,0,0,0,0,41,0,2
1178,Manuel Iturra,0.8,54,53,1,1,0,2,0,0,0,0,0,0,45,0,1
1179,Ander Iturraspe,1.1,80,78,2,2,0,0,0,0,0,0,0,0,71,0,0
1180,Ivi,0.2,15,11,3,0,0,0,3,0,3,2,0,0,10,1,0
1181,Alex Iwobi,21.9,1028,1006,17,1,3,10,57,15,1,0,0,0,767,5,34
1182,Jose Izquierdo,8.8,216,211,3,0,0,0,6,3,0,0,0,0,156,2,8
1183,Armando Izzo,36.3,1882,1776,100,75,0,34,20,25,0,0,0,0,1452,6,25
1184,Koo Ja-cheol,18.2,637,630,2,2,1,8,8,0,0,0,0,0,505,5,29
1185,Lukas Jager,0.3,8,8,0,0,0,0,0,0,0,0,0,0,3,0,0
1186,Phil Jagielka,3.7,193,182,11,10,0,1,0,1,0,0,0,0,144,0,0
1187,Alireza Jahanbakhsh,11.3,308,289,15,6,1,3,23,4,5,2,0,2,201,4,17
1188,Christophe Jallet,9.8,631,552,76,10,0,4,16,66,0,0,0,0,528,3,10
1189,Jandrei,1.0,32,22,10,4,0,2,0,0,0,0,0,0,21,0,0
1190,Christoph Janker,0.8,29,28,1,0,0,0,0,1,0,0,0,0,24,0,0
1191,Marko Jankovic,0.6,28,27,1,0,0,0,2,0,1,1,0,0,23,0,0
1192,Jakub Jankto,10.7,559,531,24,9,0,4,43,6,9,3,4,0,433,4,13
1193,Daryl Janmaat,16.9,782,649,133,11,1,4,61,122,0,0,0,0,560,0,11
1194,Vincent Janssen,0.4,11,10,1,0,0,0,1,1,0,0,0,0,8,0,1
1196,Tony Jantschke,10.4,809,791,16,14,0,10,1,2,0,0,0,0,726,2,4
1197,Adnan Januzaj,13.9,557,457,97,26,3,22,118,5,66,33,26,1,369,3,22
1198,Nicolas Janvier,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
1199,Pawel Jaroszynski,15.0,844,680,156,12,1,4,67,141,3,1,0,1,573,8,26
1200,Rune Jarstein,30.5,1160,785,368,89,0,2,0,0,0,0,0,0,702,7,1
1201,Jason,25.9,837,697,132,5,3,6,68,111,8,4,4,0,559,8,41
1202,Dennis Jastrzembski,0.7,19,17,2,0,0,0,2,2,0,0,0,0,13,0,2
1203,Assil Jaziri,0.4,24,23,1,0,0,1,3,0,1,1,0,0,17,0,0
1204,Corentin Jean,7.0,204,184,18,3,0,1,27,0,8,6,2,0,144,2,8
1205,Benjamin Jeannot,16.0,437,414,21,1,0,3,11,7,0,0,0,0,309,2,14
1206,Tin Jedvaj,12.5,717,623,92,11,2,6,11,81,0,0,0,0,564,2,19
1207,Jemerson,24.7,1081,1031,47,46,1,16,0,1,0,0,0,0,937,3,10
1208,Carl Jenkinson,1.8,91,78,13,0,0,0,3,13,0,0,0,0,71,0,5
1209,Fredrik Jensen,2.3,57,54,2,0,0,0,2,2,0,0,0,0,31,1,6
1210,Mathias Jensen,2.6,81,79,2,1,0,1,3,0,1,0,1,0,61,0,1
1211,Jese,8.7,196,175,21,0,1,1,2,1,4,1,0,0,146,0,6
1212,Gabriel Jesus,11.5,362,348,13,1,2,0,4,0,0,0,0,0,294,1,12
1213,Juan Jesus,15.6,842,786,54,37,0,2,1,17,0,0,0,0,770,2,5
1214,Raul Jimenez,34.6,1097,1044,48,3,13,15,27,6,0,0,0,0,784,5,52
1215,Joaquin,18.8,976,878,95,18,0,6,92,35,40,11,8,8,779,3,20
1216,Joelinton,23.7,711,668,36,2,2,3,7,6,0,0,0,0,558,7,22
1217,Aron Johannsson,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1218,Stefan Johansen,4.6,261,246,14,10,0,2,9,1,2,1,1,0,202,1,6
1219,Jakob Johansson,7.9,393,385,7,7,0,4,1,0,0,0,0,0,341,1,3
1220,Ben Johnson,0.7,22,14,8,0,0,0,0,8,0,0,0,0,19,0,1
1222,Fabian Johnson,11.2,561,502,59,8,0,0,8,51,0,0,0,0,448,0,22
1223,Tyreke Johnson,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,Karl-Johan Johnsson,17.0,493,305,186,55,0,4,0,0,0,0,0,0,284,2,0
1225,Jonathas,6.7,152,135,17,1,0,0,3,1,0,0,0,0,97,0,7
1226,Phil Jones,14.0,760,741,19,14,0,2,1,5,0,0,0,0,702,0,3
1227,Jony,33.0,1192,863,323,97,8,27,291,118,96,42,36,1,657,6,50
1228,Joan Jordan,31.9,1875,1650,215,89,1,68,177,4,121,22,79,0,1473,10,27
1229,Bruno Jordao,1.0,43,42,1,1,0,0,0,0,0,0,0,0,36,0,0
1230,Jorginho,35.1,3133,3071,50,49,34,11,2,1,0,0,0,0,2785,12,31
1231,Willian Jose,26.3,775,722,48,4,8,30,13,2,0,0,0,0,569,5,29
1232,Joselu,6.6,212,202,10,0,1,3,3,2,0,0,0,0,130,0,4
1233,Evens Joseph,3.8,58,57,1,0,1,0,3,0,0,0,0,0,43,0,2
1234,Diogo Jota,26.2,789,752,33,0,3,1,36,4,0,0,0,0,574,4,29
1235,Aleksandar Jovanovic,12.0,334,200,132,52,0,0,0,0,0,0,0,0,158,2,0
1236,Vukasin Jovanovic,15.3,804,775,26,26,0,24,1,0,0,0,0,0,680,3,5
1237,Stevan Jovetic,4.4,128,122,5,1,5,3,2,3,0,0,0,0,86,1,4
1238,Luka Jovic,24.9,623,581,36,2,10,9,17,3,0,0,0,0,426,6,24
1239,Jozabed,12.8,716,697,14,13,1,17,8,0,1,0,0,0,597,5,14
1240,Miguel Juan Llambrich,6.0,236,179,56,4,0,3,20,52,0,0,0,0,169,1,8
1241,Juanfran,16.2,660,534,125,11,0,7,95,108,6,0,3,0,433,1,26
1242,Juanfran,17.9,973,814,154,5,0,1,49,149,0,0,0,0,774,5,23
1243,Juanmi,16.9,373,356,14,0,2,2,6,5,0,0,0,0,295,3,11
1244,Juanpe,30.7,1579,1472,100,80,0,21,4,20,0,0,0,0,1277,7,15
1245,Juanpi,7.4,235,208,25,15,2,1,14,2,8,3,2,1,169,2,4
