,Player,Squad,90s,Touches - Touches,Touches - Def Pen,Touches - Def 3rd,Touches - Mid 3rd,Touches - Att 3rd,Touches - Att Pen,Touches - Live,Take-Ons - Att,Take-Ons - Succ,Take-Ons - Succ%,Take-Ons - Tkld,Take-Ons - Tkld%,Carries - Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - 1/3,Carries - CPA,Carries - Mis,Carries - Dis,Receiving - Rec,Receiving - PrgR
28,Simon Adingra,Brighton,2.8,152,2,21,48,86,16,152,12,3,25.0,9,75.0,98,734,369,11,8,4,15,4,105,49
29,Amine Adli,Leverkusen,2.3,157,3,21,43,95,15,157,14,7,50.0,6,42.9,82,579,351,12,10,2,5,2,121,37
30,Yacine Adli,Fiorentina,5.5,416,12,74,252,95,2,416,11,4,36.4,6,54.5,235,1395,644,9,11,1,6,2,277,11
31,Adryelson,Lyon,0.0,5,1,2,3,0,0,5,0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,1,0
32,Vasilije Adzic,Juventus,0.2,12,0,1,2,9,1,12,0,0,0.0,0,0.0,6,21,5,0,1,0,0,1,8,2
33,Michel Aebischer,Bologna,4.2,234,6,33,138,64,7,234,3,1,33.3,1,33.3,127,500,180,4,6,2,4,3,165,9
34,Oladapo Afolayan,St. Pauli,8.7,339,5,41,138,165,32,339,50,24,48.0,23,46.0,222,1449,623,22,16,11,29,22,248,53
35,Emmanuel Agbadou,Reims,12.0,919,152,470,413,39,4,919,10,7,70.0,3,30.0,542,3002,1753,9,9,0,7,5,624,0
36,Asher Agbinone,Crystal Palace,0.1,8,0,0,2,6,0,8,2,0,0.0,1,50.0,5,53,23,2,0,0,0,1,5,1
37,Julen Agirrezabala,Athletic Club,11.4,366,296,365,1,0,0,366,0,0,0.0,0,0.0,200,1073,587,0,0,0,1,0,174,0
38,Lucien Agoume,Sevilla,7.7,503,20,119,309,82,6,503,12,10,83.3,2,16.7,247,1203,556,12,10,1,13,5,336,11
39,Felix Agu,Werder Bremen,8.9,463,23,144,197,123,20,463,10,3,30.0,6,60.0,251,1183,587,17,6,3,17,3,295,69
40,Alvaro Aguado,Espanyol,3.5,204,4,40,113,53,2,204,5,3,60.0,1,20.0,120,946,479,8,4,0,5,2,132,2
41,Nayef Aguerd,Real Sociedad,10.2,833,71,392,417,25,10,833,3,1,33.3,1,33.3,542,3052,1887,10,8,0,3,0,621,0
42,Ruben Aguilar,Lens,3.0,236,2,53,106,81,8,236,3,1,33.3,2,66.7,106,450,184,2,5,0,4,1,130,28
43,Honest Ahanor,Genoa,0.9,24,1,9,6,9,1,24,1,0,0.0,0,0.0,11,87,29,1,0,0,1,1,9,3
44,Erik Ahlstrand,St. Pauli,0.3,12,0,0,5,7,1,12,0,0,0.0,0,0.0,8,35,5,0,0,0,2,0,9,1
45,Jean-Eudes Aholou,Angers,10.4,520,21,125,314,85,18,520,16,7,43.8,7,43.8,249,1082,555,10,2,1,16,6,316,8
46,Joseph Aidoo,Celta Vigo,0.0,8,0,4,4,0,0,8,0,0,0.0,0,0.0,7,9,8,0,0,0,0,1,6,0
47,Ayman Aiki,Saint-Étienne,1.0,31,0,7,15,9,1,31,3,0,0.0,3,100.0,24,109,44,2,1,0,4,6,25,6
48,Ola Aina,Nott'ham Forest,12.6,722,52,243,303,190,8,722,26,11,42.3,10,38.5,320,2138,1253,27,19,4,17,8,344,24
49,Rayan Ait-Nouri,Wolves,12.2,739,46,214,334,201,27,739,44,21,47.7,16,36.4,391,2058,982,22,16,7,12,13,451,48
50,Kristoffer Ajer,Brentford,7.1,356,25,140,166,55,8,356,8,4,50.0,4,50.0,198,1238,736,14,7,0,8,6,236,12
52,Ludovic Ajorque,Brest,9.8,332,10,21,175,137,35,331,10,4,40.0,6,60.0,142,444,95,1,6,1,21,2,242,49
53,Manuel Akanji,Manchester City,10.7,942,56,234,446,262,7,942,1,1,100.0,0,0.0,606,3041,1892,24,31,0,3,5,759,6
54,Umit Akdag,Toulouse,2.5,178,14,58,113,11,0,178,1,1,100.0,0,0.0,82,303,131,2,1,0,1,0,94,6
55,Nathan Ake,Manchester City,2.3,205,14,79,88,38,3,205,0,0,0.0,0,0.0,134,565,247,5,4,1,2,2,153,2
56,Ilias Akhomach,Villarreal,6.5,292,8,44,89,162,29,292,43,19,44.2,17,39.5,200,1310,759,30,18,20,15,10,209,64
57,Sergio Akieme,Reims,9.9,483,31,184,169,134,10,483,11,6,54.5,5,45.5,236,1493,824,21,15,3,14,7,263,38
58,Maghnes Akliouche,Monaco,9.4,563,10,74,237,263,47,563,34,15,44.1,19,55.9,359,2245,1178,38,33,16,28,15,404,76
59,Clement Akpa,Auxerre,10.0,587,58,247,259,85,2,587,10,3,30.0,5,50.0,329,1819,996,18,14,0,3,3,342,23
60,David Akpan Ankeye,Genoa,0.5,9,1,2,3,4,0,9,1,1,100.0,0,0.0,6,54,8,0,1,0,0,2,10,3
61,Kevin Akpoguma,Hoffenheim,10.1,666,116,320,310,38,1,666,7,3,42.9,4,57.1,365,1597,678,7,6,0,3,2,399,8
62,Andreas Albers,St. Pauli,0.5,29,0,2,10,17,6,29,2,2,100.0,0,0.0,17,74,3,0,0,0,3,5,27,5
63,Raul Albiol,Villarreal,10.2,651,117,374,271,6,2,651,0,0,0.0,0,0.0,354,1540,756,0,1,0,3,1,448,0
64,Carlos Alcaraz,Southampton,0.1,17,0,1,8,9,2,17,2,0,0.0,2,100.0,12,112,98,4,1,0,0,0,12,1
65,Omar Alderete,Getafe,14.0,707,73,284,361,65,23,707,11,6,54.5,5,45.5,292,2110,1356,17,13,2,13,6,300,3
66,Carles Alena,Getafe,3.5,113,2,17,60,39,8,113,4,3,75.0,1,25.0,59,318,126,2,2,0,3,3,64,7
67,Trent Alexander-Arnold,Liverpool,10.4,765,31,226,326,218,13,765,15,5,33.3,9,60.0,366,1844,999,23,17,5,11,10,465,29
68,Alfon,Celta Vigo,2.9,107,0,9,21,77,27,107,14,8,57.1,6,42.9,83,528,291,17,7,9,5,6,93,39
69,Mohamed Ali Cho,Nice,8.5,343,4,31,144,177,34,343,37,8,21.6,24,64.9,215,1504,724,27,19,12,34,10,264,71
70,Faride Alidou,Hellas Verona,0.8,31,2,5,11,17,0,31,4,2,50.0,2,50.0,17,98,44,1,3,0,1,1,19,2
71,Alisson,Liverpool,5.9,227,167,223,4,0,0,227,0,0,0.0,0,0.0,151,566,312,0,0,0,0,0,162,0
72,Tadeo Allende,Celta Vigo,0.0,4,1,1,3,0,0,4,1,0,0.0,1,100.0,3,13,4,0,0,0,0,0,3,0
73,Jim Allevinah,Angers,7.6,274,7,51,122,109,26,274,16,2,12.5,14,87.5,165,1186,526,18,16,3,14,10,192,36
74,Domingos Andre Ribeiro Almeida,Valencia,5.2,286,2,33,160,97,15,286,11,6,54.5,4,36.4,163,789,351,10,11,4,9,6,198,19
75,Iker Almena,Girona,0.5,39,2,4,6,30,1,39,3,2,66.7,1,33.3,32,233,152,6,3,1,1,0,31,10
76,Miguel Almiron,Newcastle Utd,1.2,46,1,4,23,19,5,46,1,0,0.0,1,100.0,31,151,61,1,2,1,0,1,31,10
78,Pontus Almqvist,Parma,3.9,185,2,26,63,99,22,185,18,7,38.9,9,50.0,111,737,437,19,5,9,8,4,126,29
79,Marcos Alonso,Celta Vigo,10.0,858,80,345,434,90,9,858,8,3,37.5,5,62.5,589,3351,2046,22,9,1,6,2,624,21
80,Giorgio Altare,Venezia,4.0,258,29,112,119,28,5,258,3,2,66.7,1,33.3,146,676,307,3,8,0,2,5,160,4
81,Adria Altimira,Leganés,6.6,297,28,93,145,66,1,297,16,6,37.5,6,37.5,144,816,405,12,9,1,8,2,153,20
82,Sergi Altimira,Betis,9.1,657,12,120,426,116,5,657,8,7,87.5,1,12.5,402,1641,668,10,7,0,9,9,473,9
83,Edson Alvarez,West Ham,5.0,309,16,98,165,50,4,309,10,3,30.0,4,40.0,187,1061,435,4,7,1,2,5,205,4
84,Hugo Alvarez,Celta Vigo,11.6,813,18,184,314,321,55,813,52,21,40.4,30,57.7,500,2689,1577,49,28,28,19,11,536,105
85,Julian Alvarez,Atlético Madrid,9.5,386,3,33,164,192,40,386,16,7,43.8,9,56.3,235,1362,669,24,16,9,15,10,282,54
86,Yeray Alvarez,Athletic Club,8.0,561,32,220,317,26,6,561,4,2,50.0,2,50.0,305,1879,1253,6,4,0,2,3,368,0
87,Skelly Alvero,Werder Bremen,1.1,53,6,21,25,7,0,53,1,1,100.0,0,0.0,24,116,52,0,1,0,2,2,27,0
88,Selim Amallah,Valladolid,7.5,282,2,41,148,97,12,281,30,15,50.0,11,36.7,152,880,399,11,7,3,15,12,168,15
89,Amath,Valladolid,3.3,102,3,16,43,44,9,102,7,4,57.1,3,42.9,69,368,188,7,5,2,8,3,75,17
90,Jordan Amavi,Brest,8.3,586,20,180,294,118,4,586,13,7,53.8,6,46.2,297,1519,916,21,18,1,9,4,347,20
91,Aurele Amenda,Eint Frankfurt,0.8,55,9,20,31,4,1,55,1,1,100.0,0,0.0,31,122,49,1,0,0,0,0,35,1
92,Kelvin Amian,Nantes,7.9,379,27,107,166,113,6,379,8,3,37.5,5,62.5,174,829,434,15,14,1,4,6,203,28
93,Michael Amir Murillo,Marseille,10.8,730,38,248,366,121,11,730,12,6,50.0,6,50.0,399,1803,783,11,7,3,10,3,471,30
94,Nadiem Amiri,Mainz 05,10.1,782,20,146,417,228,20,781,23,10,43.5,12,52.2,407,1887,826,18,10,5,13,13,495,33
95,Samuel Amo-Ameyaw,Southampton,0.1,6,0,0,0,6,1,6,0,0,0.0,0,0.0,6,50,25,0,0,1,0,2,6,2
96,Mathis Amougou,Saint-Étienne,7.5,271,13,74,146,55,4,271,14,5,35.7,8,57.1,153,786,367,4,10,1,16,5,169,7
97,Mohamed Amoura,Wolfsburg,9.0,321,3,31,123,177,42,321,32,12,37.5,17,53.1,172,1358,799,32,15,14,18,6,204,76
98,Sofyan Amrabat,Fiorentina,2.0,140,6,24,103,14,0,140,0,0,0.0,0,0.0,84,388,196,2,0,0,1,2,103,1
99,Joachim Andersen,Crystal Palace,1.0,93,14,38,50,5,0,93,0,0,0.0,0,0.0,49,189,103,1,1,0,0,1,67,1
100,Joachim Andersen,Fulham,7.7,636,92,326,280,34,8,636,1,1,100.0,0,0.0,374,1537,808,3,4,0,1,1,440,1
101,Elliot Anderson,Nott'ham Forest,7.8,475,18,81,215,188,29,475,28,16,57.1,7,25.0,254,1318,607,18,10,7,23,12,293,35
102,Andre,Wolves,5.9,327,35,105,197,28,1,327,6,3,50.0,3,50.0,173,733,362,3,5,0,7,7,216,4
104,Benjamin Andre,Lille,10.9,832,34,156,553,128,19,832,9,3,33.3,5,55.6,422,1830,892,9,10,0,16,13,556,16
105,Marcos Andre,Valladolid,3.3,85,4,9,58,21,10,85,7,3,42.9,2,28.6,51,298,96,2,1,1,12,5,66,9
106,Robert Andrich,Leverkusen,8.3,559,23,101,354,107,10,559,3,2,66.7,0,0.0,286,1242,508,6,9,0,3,0,421,7
107,Angelino,Roma,13.0,1033,39,286,531,221,12,1033,5,2,40.0,2,40.0,582,2820,1636,25,25,3,8,5,702,62
108,Lorenzo Anghele,Juventus,0.1,5,0,0,5,1,0,5,1,1,100.0,0,0.0,3,19,3,0,1,0,0,0,4,0
109,Faustino Anjorin,Empoli,5.8,294,15,82,166,53,5,294,18,9,50.0,9,50.0,160,840,470,14,10,2,8,3,192,10
110,Waldemar Anton,Dortmund,8.7,990,76,369,568,56,15,990,6,4,66.7,1,16.7,671,3433,1716,13,12,0,8,2,780,7
111,Michail Antonio,West Ham,9.0,278,3,24,119,140,33,278,23,7,30.4,11,47.8,162,1107,648,26,12,7,34,17,210,57
112,Antoniu,Espanyol,0.7,35,0,6,16,13,3,35,2,2,100.0,0,0.0,14,78,41,1,1,1,1,2,16,4
113,Antony,Manchester Utd,0.3,17,0,3,3,11,1,17,1,0,0.0,1,100.0,8,51,36,1,1,0,1,0,9,1
114,Anuar,Valladolid,4.7,134,3,38,50,46,8,134,3,0,0.0,2,66.7,66,350,124,3,2,1,6,3,83,12
115,Dennis Appiah,Saint-Étienne,9.3,509,39,188,207,116,10,509,14,12,85.7,2,14.3,210,1039,573,20,3,3,11,7,266,38
116,Aritz Arambarri,Leganés,2.0,86,12,59,26,1,1,86,0,0,0.0,0,0.0,44,253,137,0,0,0,1,0,48,0
117,Mauro Arambarri,Getafe,10.7,406,13,67,234,107,30,404,13,6,46.2,6,46.2,183,724,261,6,0,1,27,11,223,15
118,Jon Aramburu,Real Sociedad,10.3,730,41,235,370,129,9,730,12,5,41.7,7,58.3,325,1318,654,14,8,0,13,2,363,23
119,Julian Araujo,Bournemouth,3.9,200,15,68,103,32,1,200,0,0,0.0,0,0.0,84,290,138,2,0,0,4,2,100,11
120,Cameron Archer,Southampton,7.8,170,8,28,76,68,28,169,13,5,38.5,8,61.5,95,495,233,10,3,8,18,11,113,33
121,Carlens Arcus,Angers,11.0,555,37,198,266,97,5,555,9,4,44.4,5,55.6,248,1183,615,19,10,1,5,8,294,32
122,Alphonse Areola,West Ham,7.5,303,246,299,4,0,0,303,0,0,0.0,0,0.0,166,726,360,0,0,0,0,0,151,0
123,Adu Ares,Athletic Club,0.2,11,0,2,3,6,1,11,1,0,0.0,1,100.0,8,44,29,1,1,0,0,2,11,2
124,Jesus Areso,Osasuna,13.8,743,56,189,293,267,9,743,24,10,41.7,12,50.0,321,1913,975,40,24,4,21,9,369,63
125,David Arguelles,Getafe,0.1,7,0,2,2,3,0,7,0,0,0.0,0,0.0,3,30,12,1,0,0,0,0,3,0
126,Joe Aribo,Southampton,7.5,408,17,97,193,123,20,408,23,8,34.8,14,60.9,234,1363,757,20,12,5,9,7,295,29
127,Adam Armstrong,Southampton,6.9,224,6,26,73,125,33,223,10,3,30.0,7,70.0,146,702,305,16,5,5,7,10,167,55
128,Harrison Armstrong,Everton,0.0,4,0,0,2,2,1,4,0,0,0.0,0,0.0,3,9,0,0,0,0,0,0,4,0
130,Jose Arnaiz,Osasuna,0.4,27,1,4,11,13,2,27,2,0,0.0,1,50.0,17,80,41,2,0,1,0,1,16,3
131,Hakon Arnar Haraldsson,Lille,2.2,206,2,23,115,69,8,206,5,3,60.0,2,40.0,133,740,367,8,5,1,6,3,159,15
132,Marko Arnautovic,Inter,0.8,35,1,4,12,19,5,35,0,0,0.0,0,0.0,17,76,38,1,0,1,0,1,26,13
133,Maximilian Arnold,Wolfsburg,10.4,529,32,117,315,102,2,529,2,1,50.0,1,50.0,206,854,312,1,1,0,6,3,277,4
134,Jann-Fiete Arp,Holstein Kiel,3.8,121,1,13,48,61,15,119,12,4,33.3,7,58.3,57,316,140,4,5,0,14,9,68,22
135,Kepa Arrizabalaga,Bournemouth,8.0,274,216,270,4,0,0,274,0,0,0.0,0,0.0,163,791,448,0,0,0,0,0,126,0
136,Arthur,Leverkusen,1.2,86,1,11,45,30,4,86,0,0,0.0,0,0.0,39,199,114,3,2,1,1,0,51,11
137,Takuma Asano,Mallorca,3.5,114,2,19,37,62,20,114,9,3,33.3,5,55.6,71,512,301,16,7,7,7,2,79,20
138,Raul Asencio,Real Madrid,2.7,196,32,141,54,2,2,196,2,1,50.0,0,0.0,123,615,334,2,1,1,0,2,139,1
139,Marco Asensio,Paris S-G,6.6,362,2,20,174,173,37,362,7,3,42.9,3,42.9,253,1249,579,18,13,8,3,5,314,49
140,Kristjan Asllani,Inter,2.6,312,6,60,208,45,4,312,0,0,0.0,0,0.0,196,979,483,6,6,0,2,0,263,9
141,Iago Aspas,Celta Vigo,11.9,593,4,46,299,258,37,590,20,10,50.0,7,35.0,432,2201,1024,34,25,9,23,10,493,82
142,Yaser Asprilla,Girona,4.4,284,3,23,122,143,17,284,22,9,40.9,9,40.9,182,1204,514,20,13,8,12,7,216,50
143,Lorenz Assignon,Rennes,7.5,466,25,101,213,154,16,466,22,8,36.4,14,63.6,223,1379,861,28,17,4,17,10,272,52
144,Dehmaine Assoumani,Nantes,0.4,44,0,6,22,16,3,44,2,1,50.0,1,50.0,28,179,89,2,1,1,3,1,28,10
145,Valentin Atangana Edoa,Reims,12.2,589,40,199,318,81,11,589,23,12,52.2,9,39.1,314,2067,944,16,18,2,16,10,379,12
146,Arthur Atta,Udinese,0.7,53,0,5,34,14,2,53,3,1,33.3,2,66.7,37,244,86,0,0,0,0,4,43,7
147,Noah Atubolu,Freiburg,10.0,496,363,493,4,0,0,496,0,0,0.0,0,0.0,299,1636,865,0,0,0,0,0,292,0
148,Emil Audero,Como,8.0,269,219,268,1,0,0,269,0,0,0.0,0,0.0,177,821,476,0,0,0,0,0,162,0
149,Tommaso Augello,Cagliari,10.9,682,41,238,253,203,3,682,24,12,50.0,11,45.8,292,1599,764,23,11,0,11,11,345,42
150,Carlos Augusto,Inter,2.9,187,12,55,94,38,3,187,2,0,0.0,2,100.0,100,513,227,5,3,1,2,5,136,16
151,Yann Aurel Bisseck,Inter,5.3,469,34,143,259,68,11,469,2,0,0.0,2,100.0,336,1807,839,13,13,1,3,2,382,18
152,Ezequiel Avila,Betis,5.0,239,3,15,102,126,28,239,7,3,42.9,4,57.1,124,504,215,9,6,3,21,3,161,36
153,Taiwo Awoniyi,Nott'ham Forest,1.9,66,2,8,21,38,11,66,3,1,33.3,2,66.7,31,164,90,3,4,1,8,6,41,10
154,Yasin Ayari,Brighton,7.3,428,18,90,218,127,19,428,26,9,34.6,9,34.6,225,1164,502,11,7,4,19,10,279,31
156,Florian Aye,Auxerre,3.4,96,4,12,50,34,8,96,2,2,100.0,0,0.0,39,215,60,2,2,0,9,2,61,13
157,Andre Ayew,Le Havre,5.1,132,6,15,73,47,11,132,4,2,50.0,1,25.0,59,256,66,2,2,1,8,12,89,15
158,Jordan Ayew,Crystal Palace,0.2,12,0,0,7,5,1,12,0,0,0.0,0,0.0,6,25,12,0,0,0,0,1,9,1
159,Jordan Ayew,Leicester City,6.6,266,7,33,137,103,25,265,24,7,29.2,15,62.5,175,1092,442,10,8,2,23,10,193,28
160,Neil El Aynaoui,Lens,2.1,131,6,33,72,29,4,131,2,1,50.0,1,50.0,66,312,135,3,3,1,2,5,88,7
161,Ayman Azhil,Dortmund,0.3,9,0,2,4,3,0,9,1,0,0.0,1,100.0,4,12,0,0,0,0,1,1,5,1
162,Adam Aznou,Bayern Munich,0.1,13,0,0,4,9,0,13,0,0,0.0,0,0.0,10,27,14,0,2,0,0,0,12,2
163,Cesar Azpilicueta,Atlético Madrid,5.3,428,21,135,235,59,6,428,0,0,0.0,0,0.0,230,1114,808,7,9,0,3,0,310,6
164,Paulo Azzi,Cagliari,4.7,242,19,66,97,84,8,242,13,8,61.5,4,30.8,119,804,450,15,10,3,3,4,135,26
165,Papa Ba,Girona,0.5,20,1,5,10,5,1,20,2,1,50.0,1,50.0,9,69,24,1,0,1,1,1,14,2
166,Shavy Babicka,Toulouse,4.8,173,4,20,64,96,21,173,17,7,41.2,7,41.2,114,603,328,10,7,3,12,8,117,48
167,Aliou Badara Balde,Bochum,1.0,43,0,2,18,25,2,43,9,2,22.2,6,66.7,30,207,129,2,4,0,5,3,29,5
168,Loic Bade,Sevilla,10.2,772,107,495,261,19,8,772,11,8,72.7,2,18.2,441,2097,905,1,3,0,8,4,513,1
169,Milan Badelj,Genoa,9.2,556,29,133,353,75,6,556,10,5,50.0,3,30.0,277,994,406,5,7,1,11,5,368,9
170,Benoit Badiashile,Chelsea,1.8,178,13,67,103,9,0,178,1,0,0.0,1,100.0,100,404,264,3,4,0,0,0,127,2
171,Alex Baena,Villarreal,11.2,607,7,79,242,298,31,606,20,7,35.0,9,45.0,368,2022,1160,27,33,3,16,13,410,60
172,Leon Bailey,Aston Villa,6.8,281,10,44,73,170,31,281,23,7,30.4,11,47.8,181,1223,573,28,9,17,20,17,201,55
173,Eric Bailly,Villarreal,5.9,327,47,165,154,9,4,327,3,3,100.0,0,0.0,164,907,446,1,4,0,5,0,205,0
174,Theo Bair,Auxerre,4.2,131,5,8,52,71,21,131,2,0,0.0,2,100.0,57,231,84,3,1,1,4,1,85,16
175,Cedric Bakambu,Betis,3.0,83,1,1,35,47,13,83,4,1,25.0,2,50.0,42,143,44,1,1,2,7,6,62,19
176,Mitchel Bakker,Atalanta,0.2,10,0,2,5,3,0,10,0,0,0.0,0,0.0,6,23,15,0,0,0,0,0,7,1
177,Mitchel Bakker,Lille,3.8,275,8,57,128,91,12,275,7,4,57.1,3,42.9,147,663,375,17,6,3,4,3,179,33
178,Ridle Baku,Wolfsburg,10.0,497,12,81,236,185,26,497,11,3,27.3,7,63.6,256,1233,455,10,7,4,11,9,299,67
179,Dilane Bakwa,Strasbourg,12.6,604,12,79,255,276,34,604,47,16,34.0,28,59.6,397,2710,1326,50,34,19,22,19,449,97
180,Tommaso Baldanzi,Roma,4.3,228,1,18,87,127,23,228,19,7,36.8,11,57.9,150,1055,523,20,17,6,7,4,166,23
182,Alejandro Balde,Barcelona,10.3,641,20,135,328,188,13,641,50,20,40.0,18,36.0,393,2651,1211,37,20,2,14,12,445,80
183,Carlos Baleba,Brighton,7.5,444,18,87,264,105,5,444,17,10,58.8,6,35.3,238,1398,687,11,15,1,7,11,266,5
184,Leonardo Balerdi,Marseille,9.0,907,61,356,537,20,3,907,8,7,87.5,1,12.5,584,2980,2026,7,7,2,7,8,700,1
185,Ivan Balliu,Rayo Vallecano,6.6,331,23,114,156,66,3,331,4,2,50.0,1,25.0,135,469,196,5,3,2,6,1,156,9
186,Botond Balogh,Parma,12.7,708,154,429,269,12,4,708,0,0,0.0,0,0.0,351,1597,913,4,2,0,7,1,414,0
187,Folarin Balogun,Monaco,5.2,157,0,3,60,95,42,157,9,3,33.3,5,55.6,107,561,275,13,6,6,26,7,134,57
188,Mario Balotelli,Genoa,0.5,12,1,2,5,5,0,12,0,0,0.0,0,0.0,6,35,16,0,1,0,1,0,9,2
189,Abdoulaye Bamba,Angers,4.8,226,25,121,100,5,1,226,1,1,100.0,0,0.0,136,557,238,0,0,0,2,1,143,0
190,Jonathan Bamba,Celta Vigo,8.0,431,7,68,217,155,19,431,33,13,39.4,17,51.5,281,1744,861,28,15,6,17,13,319,58
191,Mohamed Bamba,Reims,0.0,3,0,1,1,1,0,3,0,0,0.0,0,0.0,2,4,4,0,1,0,0,0,2,0
192,Samuel Bamba,Bochum,0.1,14,0,0,5,9,0,14,2,0,0.0,2,100.0,11,48,5,0,0,0,3,0,11,4
193,Lameck Banda,Lecce,5.6,196,4,34,75,93,16,196,24,8,33.3,12,50.0,133,1304,680,20,8,14,13,7,132,36
194,Daniel Bandeira,Hellas Verona,3.8,228,11,67,141,24,0,228,1,1,100.0,0,0.0,127,653,309,1,2,0,2,6,140,3
195,Mattia Bani,Genoa,5.9,332,53,210,117,7,4,332,2,1,50.0,0,0.0,186,834,406,3,1,0,1,0,231,2
196,Scott Banks,St. Pauli,0.6,21,2,5,6,11,5,21,4,2,50.0,1,25.0,11,91,40,2,1,3,0,1,11,4
197,Antonin Barak,Fiorentina,0.6,25,1,2,11,12,3,25,1,0,0.0,1,100.0,20,117,35,2,1,0,1,0,20,5
198,Federico Barba,Como,3.6,255,30,136,110,9,3,255,0,0,0.0,0,0.0,169,881,512,4,1,0,1,1,182,2
199,Valentin Barco,Sevilla,3.2,236,4,45,92,100,3,236,13,3,23.1,9,69.2,123,545,254,4,4,0,6,4,142,13
200,Bradley Barcola,Paris S-G,10.0,522,1,32,159,336,94,522,73,22,30.1,45,61.6,353,2613,1523,65,27,47,31,8,414,138
201,Melvin Bard,Nice,6.2,361,20,124,182,63,9,361,16,9,56.3,7,43.8,176,1081,563,13,8,4,6,2,203,12
