,Player,Squad,Playing Time - MP,Playing Time - Min,Playing Time - Mn/MP,Playing Time - Min%,Playing Time - 90s,Starts - Starts,Starts - Mn/Start,Starts - Compl,Subs - Subs,Subs - Mn/Sub,Subs - unSub,Team Success - PPM,Team Success - onG,Team Success - onGA,Team Success - +/-,Team Success - +/-90,Team Success - On-Off,Team Success (xG) - onxG,Team Success (xG) - onxGA,Team Success (xG) - xG+/-,Team Success (xG) - xG+/-90,Team Success (xG) - On-Off
10,Tammy Abraham,Roma,37,3084,83,90.2,34.3,36,85,23,1,32,0,1.70,54,38,+16,+0.47,+0.47,59.3,33.2,+26.1,+0.76,+0.59
11,Luis Abram,Granada,8,560,70,16.4,6.2,6,80,4,2,39,12,1.38,8,5,+3,+0.48,+1.11,5.2,7.2,-1.9,-0.31,+0.33
12,Salim Abubakar,Sassuolo,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Francesco Acerbi,Lazio,30,2536,85,74.2,28.2,29,87,27,1,7,0,1.67,59,48,+11,+0.39,-0.42,38.1,35.9,+2.1,+0.08,-0.48
14,Ragnar Ache,Eint Frankfurt,13,259,20,8.5,2.9,1,72,0,12,16,6,1.23,5,4,+1,+0.35,+0.51,3.7,4.7,-1.0,-0.35,-0.21
15,Mohamed Achi,Nantes,1,10,10,0.3,0.1,0,0.0,0,1,10,4,1.00,0,0,0,0.00,-0.18,0.0,0.0,0.0,+0.14,+0.33
16,Marcos Acuna,Sevilla,31,2260,73,66.1,25.1,26,83,17,5,22,1,1.87,32,13,+19,+0.76,+0.45,29.6,19.2,+10.4,+0.41,+0.80
17,Marius Adamonis,Lazio,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Che Adams,Southampton,30,2039,68,59.6,22.7,23,82,13,7,22,4,1.03,25,40,-15,-0.66,-0.08,28.5,36.1,-7.7,-0.34,+0.16
19,Tyler Adams,RB Leipzig,24,1351,56,44.2,15.0,12,84,8,12,29,6,1.88,27,14,+13,+0.87,-0.29,28.5,18.6,+10.0,+0.66,-0.10
20,Sargis Adamyan,Hoffenheim,13,331,25,10.8,3.7,2,76,0,11,16,3,1.85,8,6,+2,+0.54,+0.68,7.7,4.3,+3.4,+0.92,+0.91
21,Omotayo Adaramola,Crystal Palace,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Martin Adeline,Reims,8,352,44,10.3,3.9,2,76,1,6,34,3,1.13,4,5,-1,-0.26,-0.26,3.4,4.9,-1.5,-0.39,-0.18
23,Amine Adli,Leverkusen,25,1256,50,41.0,14.0,13,75,3,12,23,0,1.76,24,23,+1,+0.07,-1.52,23.3,18.9,+4.4,+0.31,-0.40
24,Yacine Adli,Bordeaux,36,2260,63,66.1,25.1,25,78,10,11,28,1,0.75,33,59,-26,-1.04,-0.03,26.6,43.4,-16.8,-0.67,-0.27
26,Adrian,Liverpool,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Michel Aebischer,Bologna,12,443,37,13.0,4.9,4,76,2,8,18,4,1.42,3,2,+1,+0.20,+0.57,4.6,7.8,-3.2,-0.65,-0.52
28,Felix Afena-Gyan,Roma,17,668,39,19.5,7.4,6,66,0,11,25,8,1.65,13,9,+4,+0.54,+0.15,11.2,7.0,+4.2,+0.56,-0.18
29,Martin Agirregabiria,Alavés,24,1616,67,47.3,18.0,17,83,11,7,28,13,0.96,13,31,-18,-1.00,-0.20,16.7,26.7,-10.1,-0.56,-0.08
30,Julen Agirrezabala,Athletic Club,4,360,90,10.5,4.0,4,90,4,0,0.0,10,1.25,5,5,0,0.00,-0.21,4.2,5.3,-1.1,-0.27,-0.63
31,Vittorio Agostinelli,Fiorentina,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Lucien Agoume,Inter,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Lucien Agoume,Brest,27,1868,69,54.6,20.8,21,83,13,6,21,4,1.30,27,32,-5,-0.24,-0.07,27.5,31.5,-3.9,-0.19,+0.33
34,Kevin Agudelo,Genoa,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Kevin Agudelo,Spezia,23,1237,54,36.2,13.7,12,77,3,11,28,0,0.91,16,23,-7,-0.51,+0.44,15.2,23.7,-8.4,-0.61,+0.04
36,Nayef Aguerd,Rennes,31,2735,88,80.0,30.4,31,88,28,0,0.0,0,1.94,66,29,+37,+1.22,+0.56,49.4,33.1,+16.2,+0.53,+0.06
37,Sergio Aguero,Barcelona,4,151,38,4.4,1.7,2,65,1,2,11,0,1.00,1,2,-1,-0.60,-1.45,3.4,1.7,+1.7,+1.01,+0.26
38,Ruben Aguilar,Monaco,28,2140,76,62.6,23.8,22,88,19,6,33,8,1.96,44,24,+20,+0.84,+0.49,37.2,25.0,+12.2,+0.51,+0.04
39,Alvaro Aguirre,Rayo Vallecano,1,9,9,0.3,0.1,0,0.0,0,1,9,0,0.00,0,0,0,0.00,+0.29,0.0,0.1,0.0,-0.43,-0.29
40,Naouirou Ahamada,Stuttgart,3,61,20,2.0,0.7,0,0.0,0,3,20,9,0.00,1,1,0,0.00,+0.54,0.8,0.7,+0.1,+0.17,+0.48
41,Aymeric Ahmed,Strasbourg,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Anel Ahmedhodzic,Bordeaux,15,1350,90,39.5,15.0,15,90,15,0,0.0,0,0.67,18,38,-20,-1.33,-0.51,20.0,22.9,-2.9,-0.19,+0.63
43,Jean-Eudes Aholou,Strasbourg,25,1004,40,29.4,11.2,11,64,0,14,22,6,1.76,17,12,+5,+0.45,0.00,16.5,12.7,+3.7,+0.33,+0.02
44,Joseph Aidoo,Celta Vigo,32,2637,82,77.1,29.3,30,87,24,2,7,3,1.22,35,31,+4,+0.14,+0.60,34.1,33.1,+1.0,+0.03,+0.44
45,Ola Aina,Torino,21,1437,68,42.0,16.0,17,80,7,4,19,12,1.29,17,19,-2,-0.13,-0.44,19.9,16.5,+3.5,+0.22,-0.07
46,Rayan Ait Nouri,Wolves,23,1828,79,53.5,20.3,20,89,17,3,13,12,1.13,25,26,-1,-0.05,+0.18,18.6,33.6,-15.0,-0.74,-0.49
47,Kristoffer Ajer,Brentford,24,1995,83,58.3,22.2,23,85,17,1,45,3,1.29,28,31,-3,-0.14,+0.18,27.7,29.8,-2.1,-0.09,-0.05
48,Ludovic Ajorque,Strasbourg,36,2738,76,80.1,30.4,31,84,20,5,26,0,1.64,46,36,+10,+0.33,-0.60,44.6,34.1,+10.5,+0.35,+0.13
49,Manuel Akanji,Dortmund,26,2261,87,73.9,25.1,25,89,23,1,45,0,2.00,64,44,+20,+0.80,-0.67,47.9,38.0,+10.0,+0.40,-0.48
50,Carlos Akapo,Cádiz,25,1844,74,53.9,20.5,21,84,14,4,21,5,1.08,15,27,-12,-0.59,-0.36,21.0,25.1,-4.1,-0.20,+0.07
52,Marley Ake,Juventus,4,77,19,2.3,0.9,0,0.0,0,4,19,8,0.50,1,4,-3,-3.51,-4.13,0.7,3.4,-2.7,-3.16,-3.59
53,Nathan Ake,Manchester City,14,923,66,27.0,10.3,10,82,8,4,25,22,2.64,19,3,+16,+1.56,-0.49,20.3,5.3,+15.0,+1.46,-0.31
54,Ilias Akhomach,Barcelona,2,124,62,3.6,1.4,2,62,0,0,0.0,3,3.00,1,0,+1,+0.73,-0.07,1.8,0.3,+1.4,+1.04,+0.29
55,Maghnes Akliouche,Monaco,7,54,8,1.6,0.6,0,0.0,0,7,8,4,1.57,1,2,-1,-1.67,-2.36,1.0,1.2,-0.2,-0.37,-0.88
56,Paul Akouokou,Betis,8,516,65,15.1,5.7,6,82,2,2,11,19,1.38,7,3,+4,+0.70,+0.14,5.8,4.6,+1.3,+0.22,-0.06
57,Jean-Daniel Akpa-Akpro,Lazio,10,315,32,9.2,3.5,4,62,0,6,11,21,1.50,6,8,-2,-0.57,-1.18,2.5,6.0,-3.5,-1.01,-1.33
58,Kevin Akpoguma,Hoffenheim,26,1527,59,49.9,17.0,19,71,5,7,24,4,1.50,33,30,+3,+0.18,+0.47,28.4,26.6,+1.8,+0.11,0.00
59,David Alaba,Real Madrid,30,2642,88,77.3,29.4,30,88,27,0,0.0,0,2.30,60,26,+34,+1.16,-0.58,53.3,31.4,+21.9,+0.75,+0.06
60,Sofiane Alakouch,Metz,4,158,40,4.6,1.8,0,0.0,0,4,40,13,1.00,0,2,-2,-1.14,-0.26,1.6,3.2,-1.6,-0.92,-0.04
61,Jony Alamo,Elche,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Tomas Alarcon,Cádiz,23,1425,62,41.7,15.8,16,81,9,7,19,5,0.96,12,23,-11,-0.69,-0.47,12.8,21.4,-8.6,-0.54,-0.54
63,Lucas Alario,Leverkusen,27,655,24,21.4,7.3,5,79,3,22,12,2,1.74,17,9,+8,+1.10,+0.16,16.8,8.5,+8.3,+1.13,+0.75
64,Jordi Alba,Barcelona,30,2644,88,77.3,29.4,30,88,26,0,0.0,1,2.00,54,32,+22,+0.75,-0.18,50.4,28.2,+22.2,+0.76,-0.03
65,Josue Albert,Clermont Foot,2,22,11,0.6,0.2,0,0.0,0,2,11,15,0.50,0,1,-1,-4.09,-3.30,1.0,0.3,+0.7,+2.85,+3.08
66,Luis Alberto,Lazio,34,2353,69,68.8,26.1,27,80,11,7,29,1,1.74,51,35,+16,+0.61,+0.36,37.3,29.0,+8.2,+0.32,+0.37
67,Raul Albiol,Villarreal,28,2465,88,72.1,27.4,28,88,26,0,0.0,6,1.50,42,25,+17,+0.62,-0.23,42.3,29.6,+12.8,+0.47,-0.16
68,Julian Albrecht,Hertha BSC,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Marc Albrighton,Leicester City,17,1132,67,33.1,12.6,11,90,11,6,24,17,1.35,17,24,-7,-0.56,-0.95,13.3,24.6,-11.3,-0.90,-0.89
70,Paco Alcacer,Villarreal,18,787,44,23.0,8.7,10,65,0,8,17,8,1.44,16,11,+5,+0.57,-0.15,13.9,10.9,+3.1,+0.35,-0.21
71,Thiago Alcantara,Liverpool,25,1534,61,44.9,17.0,17,80,5,8,22,1,2.64,43,7,+36,+2.11,+0.59,42.7,10.9,+31.9,+1.87,+0.77
72,Ruben Alcaraz,Cádiz,14,1105,79,32.3,12.3,12,87,10,2,31,0,1.21,10,12,-2,-0.16,+0.38,14.6,12.7,+1.9,+0.15,+0.56
73,Omar Alderete,Valencia,29,2403,83,70.3,26.7,28,84,20,1,45,3,1.21,32,34,-2,-0.07,+0.19,26.7,32.1,-5.4,-0.20,+0.10
74,Ryan Alebiosu,Arsenal,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,Ivan Alejo,Cádiz,20,1065,53,31.1,11.8,11,73,2,9,29,7,1.20,14,9,+5,+0.42,+1.23,11.8,12.4,-0.6,-0.05,+0.26
76,Pedro Aleman,Valencia,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Dogan Alemdar,Rennes,12,1080,90,31.6,12.0,12,90,12,0,0.0,7,1.58,29,13,+16,+1.33,+0.33,20.4,14.0,+6.4,+0.53,+0.01
79,Carles Alena,Getafe,33,2320,70,67.8,25.8,30,76,6,3,15,1,1.12,23,20,+3,+0.12,+1.02,18.0,23.5,-5.6,-0.22,+0.09
80,Ajibola Alese,West Ham,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Trent Alexander-Arnold,Liverpool,32,2853,89,83.4,31.7,32,89,30,0,0.0,2,2.38,80,22,+58,+1.83,+0.24,74.1,30.0,+44.1,+1.39,-0.32
82,Alfon,Celta Vigo,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Angel Algobia,Getafe,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Mohamed Ali Cho,Angers,32,1837,57,53.7,20.4,21,76,0,11,23,0,1.19,27,25,+2,+0.10,+0.84,26.2,23.8,+2.4,+0.12,+0.45
85,Rachid Alioui,Angers,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Alisson,Liverpool,36,3240,90,94.7,36.0,36,90,36,0,0.0,0,2.44,87,24,+63,+1.75,-0.75,84.1,32.1,+52.0,+1.44,-0.02
87,Allan,Everton,28,2183,78,63.8,24.3,25,85,17,3,23,5,1.14,26,38,-12,-0.49,+0.31,27.5,32.8,-5.4,-0.22,+0.42
88,Jim Allevinah,Clermont Foot,30,1488,50,43.5,16.5,13,77,3,17,29,1,0.93,15,32,-17,-1.03,-0.38,18.8,23.4,-4.5,-0.27,-0.11
89,Dele Alli,Tottenham,10,657,66,19.2,7.3,8,80,5,2,11,9,1.40,6,13,-7,-0.96,-2.13,8.6,11.2,-2.6,-0.35,-1.15
90,Dele Alli,Everton,11,338,31,9.9,3.8,1,66,0,10,27,7,0.91,7,10,-3,-0.80,-0.21,3.7,8.5,-4.7,-1.26,-0.98
91,Miguel Almiron,Newcastle Utd,30,1716,57,50.2,19.1,19,78,5,11,21,6,1.20,16,32,-16,-0.84,-0.73,16.6,30.6,-14.0,-0.73,-0.47
92,Marcos Alonso,Chelsea,28,2167,77,63.4,24.1,25,83,16,3,28,6,1.64,42,22,+20,+0.83,-0.82,37.0,21.2,+15.9,+0.66,-0.36
93,Giorgio Altare,Cagliari,19,1466,77,42.9,16.3,17,82,12,2,34,18,0.95,14,23,-9,-0.55,+0.60,17.6,24.8,-7.2,-0.44,+0.23
94,Gaston Alvarez,Getafe,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,Hugo Alvarez,Celta Vigo,1,11,11,0.3,0.1,0,0.0,0,1,11,5,3.00,0,0,0,0.00,0.00,0.3,0.0,+0.3,+2.18,+2.26
96,Iker Alvarez,Villarreal,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,Yeray Alvarez,Athletic Club,22,1860,85,54.4,20.7,21,88,20,1,15,6,1.23,20,20,0,0.00,-0.40,27.4,19.5,+7.9,+0.38,+0.19
98,Dani Alves,Barcelona,14,1098,78,32.1,12.2,13,84,6,1,5,3,2.50,26,10,+16,+1.31,+0.77,20.1,10.7,+9.3,+0.76,0.00
99,Steven Alzate,Brighton,9,404,45,11.8,4.5,5,69,1,4,15,18,1.11,3,7,-4,-0.89,-0.95,3.5,7.0,-3.5,-0.78,-0.98
100,Ibrahim Amadou,Metz,10,812,81,23.7,9.0,10,81,7,0,0.0,1,0.40,3,13,-10,-1.11,-0.28,5.4,13.2,-7.8,-0.86,+0.02
101,Emmanuel Amankwaa Akurugu,Getafe,3,79,26,2.3,0.9,1,63,0,2,8,8,1.00,2,1,+1,+1.14,+1.38,0.6,1.0,-0.4,-0.42,-0.18
102,Daniel Amartey,Leicester City,28,2123,76,62.1,23.6,23,88,22,5,20,6,1.50,35,40,-5,-0.21,-0.77,26.0,36.3,-10.3,-0.44,-0.35
104,Amath,Mallorca,19,884,47,25.8,9.8,9,68,1,10,27,4,0.89,10,13,-3,-0.31,+0.55,11.3,11.9,-0.7,-0.07,+0.28
105,Jordan Amavi,Nice,8,413,52,12.1,4.6,4,77,1,4,27,5,2.25,9,3,+6,+1.31,+1.01,8.6,2.3,+6.2,+1.35,+1.14
106,Jordan Amavi,Marseille,2,128,64,3.7,1.4,2,64,0,0,0.0,14,1.00,1,1,0,0.00,-0.68,0.3,1.4,-1.2,-0.82,-1.38
107,Giuseppe Ambrosino,Napoli,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,Wisdom Amey,Bologna,1,71,71,2.1,0.8,1,71,0,0,0.0,4,3.00,1,0,+1,+1.27,+1.59,0.7,0.6,+0.1,+0.12,+0.33
109,Kelvin Amian,Spezia,32,2646,83,77.4,29.4,31,84,26,1,45,1,1.00,36,56,-20,-0.68,+0.48,32.4,48.0,-15.6,-0.53,+0.48
110,Nadiem Amiri,Genoa,13,683,53,20.0,7.6,9,65,2,4,25,0,1.00,4,10,-6,-0.79,+0.10,7.6,10.3,-2.7,-0.35,+0.12
111,Nadiem Amiri,Leverkusen,13,369,28,12.1,4.1,3,80,1,10,13,5,2.00,6,6,0,0.00,-1.10,7.3,6.0,+1.3,+0.33,-0.25
112,Ethan Ampadu,Venezia,29,2282,79,66.7,25.4,26,84,18,3,34,0,0.69,20,44,-24,-0.95,-0.08,22.2,47.5,-25.3,-1.00,-0.20
113,Sofyan Amrabat,Fiorentina,23,944,41,27.6,10.5,8,84,6,15,18,8,1.78,12,13,-1,-0.10,-0.42,11.5,11.0,+0.5,+0.05,-0.64
114,Joachim Andersen,Crystal Palace,34,2916,86,85.3,32.4,32,90,31,2,22,0,1.32,44,37,+7,+0.22,+0.75,40.4,35.8,+4.6,+0.14,-0.04
115,Elliot Anderson,Newcastle Utd,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Felipe Anderson,Lazio,38,2888,76,84.4,32.1,33,82,16,5,36,0,1.68,61,50,+11,+0.34,-1.01,47.6,39.9,+7.7,+0.24,+0.24
117,Sebastian Andersson,Köln,26,1257,48,41.1,14.0,13,77,3,13,20,1,1.38,15,17,-2,-0.14,-0.39,19.2,20.8,-1.6,-0.12,-0.17
118,Florin Andone,Brighton,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Florin Andone,Cádiz,5,176,35,5.1,2.0,1,66,0,4,28,14,0.20,1,7,-6,-3.07,-2.79,1.2,4.4,-3.2,-1.63,-1.48
120,Andres Andrade Cedeno,Arminia,17,1046,62,34.2,11.6,12,81,9,5,15,9,1.00,12,18,-6,-0.52,+0.38,8.2,21.4,-13.2,-1.14,-0.09
121,Benjamin Andre,Lille,33,2752,83,80.5,30.6,33,83,21,0,0.0,0,1.36,35,41,-6,-0.20,-1.00,40.5,30.4,+10.1,+0.33,+0.27
122,Fredrik Andre Bjorkan,Hertha BSC,9,353,39,11.5,3.9,2,90,2,7,25,1,0.56,4,16,-12,-3.06,-2.33,4.4,11.7,-7.3,-1.87,-1.41
123,Marcos Andre,Valencia,29,973,34,28.5,10.8,8,76,2,21,18,3,1.31,19,16,+3,+0.28,+0.57,13.6,12.9,+0.8,+0.07,+0.42
124,Lorenzo Andrenacci,Genoa,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Lluis Andreu,Elche,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,Robert Andrich,Leverkusen,26,1817,70,59.4,20.2,21,81,14,5,22,1,1.92,48,31,+17,+0.84,-0.32,34.3,24.6,+9.7,+0.48,-0.17
127,Angel,Granada,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,Jose Angel,Osasuna,23,1083,47,31.7,12.0,12,78,4,11,13,12,1.04,14,20,-6,-0.50,-0.19,13.6,22.0,-8.4,-0.70,-0.65
130,Vincent Angelini,Watford,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,Angelino,RB Leipzig,29,2298,79,75.1,25.5,26,86,21,3,20,2,1.66,48,31,+17,+0.67,-1.46,45.5,30.8,+14.6,+0.57,-0.59
132,Samuele Angori,Torino,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Ebenezer Annan,Bologna,1,25,25,0.7,0.3,0,0.0,0,1,25,2,0.00,0,1,-1,-3.60,-3.33,0.4,0.7,-0.3,-0.97,-0.77
134,Cristian Ansaldi,Torino,19,691,36,20.2,7.7,5,74,2,14,23,10,1.21,12,12,0,0.00,-0.16,9.6,11.0,-1.4,-0.18,-0.55
135,Janis Antiste,Spezia,18,796,44,23.3,8.8,9,70,2,9,18,17,0.72,8,23,-15,-1.70,-1.18,13.1,14.3,-1.3,-0.14,+0.65
136,Andrei Anton,Torino,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,Waldemar Anton,Stuttgart,29,2595,89,84.8,28.8,29,89,27,0,0.0,0,1.07,35,48,-13,-0.45,+0.52,38.2,44.8,-6.6,-0.23,+0.46
138,Josep Antoni Gaya,Mallorca,1,58,58,1.7,0.6,1,58,0,0,0.0,17,0.00,1,4,-3,-4.66,-4.01,0.8,1.9,-1.1,-1.73,-1.48
139,Michail Antonio,West Ham,36,2971,83,86.9,33.0,34,85,23,2,33,1,1.56,55,43,+12,+0.36,+0.96,45.8,43.7,+2.1,+0.06,+0.91
140,Christopher Antwi-Adjei,Bochum,25,1130,45,36.9,12.6,12,77,3,13,16,4,1.04,13,18,-5,-0.40,+0.02,15.4,20.3,-4.9,-0.42,+0.04
141,Houssem Aouar,Lyon,36,2504,70,73.2,27.8,29,81,17,7,21,0,1.64,47,37,+10,+0.36,-0.13,50.8,41.7,+9.2,+0.33,+0.01
142,Adil Aouchiche,Saint-Étienne,35,1081,31,31.6,12.0,11,61,0,24,17,2,0.83,14,25,-11,-0.92,+0.01,13.7,21.5,-7.7,-0.65,-0.18
143,Dennis Appiah,Nantes,32,2099,66,61.4,23.3,22,87,19,10,18,4,1.50,31,27,+4,+0.17,-0.03,25.9,33.2,-7.3,-0.31,-0.33
144,Mauro Arambarri,Getafe,31,2663,86,77.9,29.6,31,86,27,0,0.0,0,1.23,31,27,+4,+0.14,+1.56,25.0,28.2,-3.2,-0.11,+0.62
145,Mattia Aramu,Venezia,32,2100,66,61.4,23.3,25,75,7,7,31,0,0.81,24,39,-15,-0.64,+0.72,24.8,39.9,-15.1,-0.65,+0.74
146,Arana,Villarreal,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,Charles Aranguiz,Leverkusen,26,1578,61,51.6,17.5,16,84,10,10,23,0,2.12,46,22,+24,+1.37,+0.82,34.2,21.6,+12.6,+0.72,+0.36
148,Nestor Araujo,Celta Vigo,34,2617,77,76.5,29.1,29,87,24,5,19,3,1.26,32,30,+2,+0.07,+0.29,30.3,32.0,-1.7,-0.06,+0.04
149,Ronald Araujo,Barcelona,30,2272,76,66.4,25.2,25,86,22,5,25,1,2.13,48,29,+19,+0.75,-0.11,42.2,23.8,+18.4,+0.73,-0.11
150,Ivan Arboleda,Rayo Vallecano,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,Cameron Archer,Aston Villa,3,27,9,0.8,0.3,0,0.0,0,3,9,9,1.00,1,0,+1,+3.33,+3.41,0.2,0.8,-0.6,-2.11,-2.00
152,Alphonse Areola,West Ham,1,90,90,2.6,1.0,1,90,1,0,0.0,37,0.00,0,1,-1,-1.00,-1.27,0.3,1.9,-1.6,-1.59,-1.58
153,Jesus Areso,Osasuna,3,188,63,5.5,2.1,2,86,1,1,16,15,1.00,2,5,-3,-1.44,-1.13,1.2,5.2,-4.0,-1.90,-1.74
154,Simone Aresti,Cagliari,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
