,Player,Squad,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - xG,Expected - npxG,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG
82,Yeray Alvarez,Athletic Club,21.6,1,10,1,10.0,0.46,0.05,0.10,1.00,14.4,0,0,0,0.6,0.6,0.06,+0.4,+0.4
83,Bruno Alves,Parma,18.1,1,10,3,30.0,0.55,0.17,0.10,0.33,23.5,3,0,0,0.4,0.4,0.04,+0.6,+0.6
84,Steven Alzate,Brighton,10.0,1,7,2,28.6,0.70,0.20,0.14,0.50,18.7,0,0,0,0.8,0.8,0.12,+0.2,+0.2
85,Ibrahim Amadou,Angers,16.7,0,15,5,33.3,0.90,0.30,0.00,0.00,20.3,0,0,0,1.5,1.5,0.10,-1.5,-1.5
86,Romain Amalfitano,Dijon,1.3,0,2,0,0.0,1.55,0.00,0.00,0.0,30.3,0,0,0,0.0,0.0,0.02,0.0,0.0
87,Emmanuel Amankwaa Akurugu,Getafe,0.5,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
88,Daniel Amartey,Leicester City,8.0,1,3,1,33.3,0.37,0.12,0.33,1.00,10.6,0,0,0,0.4,0.4,0.12,+0.6,+0.6
89,Jordan Amavi,Marseille,9.0,1,4,1,25.0,0.44,0.11,0.25,1.00,11.8,0,0,0,0.2,0.2,0.06,+0.8,+0.8
90,Thierry Ambrose,Metz,8.4,0,19,6,31.6,2.27,0.72,0.00,0.00,20.0,0,0,0,1.0,1.0,0.05,-1.0,-1.0
91,Wisdom Amey,Bologna,0.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
92,Nadiem Amiri,Leverkusen,21.0,2,42,14,33.3,2.00,0.67,0.05,0.14,24.4,3,0,0,2.2,2.2,0.05,-0.2,-0.2
93,Ethan Ampadu,Sheffield Utd,23.2,0,7,2,28.6,0.30,0.09,0.00,0.00,19.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3
94,Sofyan Amrabat,Fiorentina,27.1,0,10,3,30.0,0.37,0.11,0.00,0.00,21.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4
95,Jon Ander Garrido,Cádiz,8.9,0,5,1,20.0,0.56,0.11,0.00,0.00,14.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3
96,Joachim Andersen,Fulham,30.3,1,13,3,23.1,0.43,0.10,0.08,0.33,16.4,1,0,0,1.2,1.2,0.09,-0.2,-0.2
97,Joachim Andersen,Lyon,2.1,0,5,0,0.0,2.34,0.00,0.00,0.0,21.9,1,0,0,0.3,0.3,0.07,-0.3,-0.3
98,Djavan Anderson,Lazio,0.8,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
99,Elliot Anderson,Newcastle Utd,0.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
100,Felipe Anderson,West Ham,0.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
101,Sebastian Andersson,Köln,12.5,3,39,13,33.3,3.12,1.04,0.05,0.15,13.0,0,1,1,6.2,5.4,0.14,-3.2,-3.4
102,Nicolas Andrade,Udinese,2.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
104,Benjamin Andre,Lille,32.1,0,19,7,36.8,0.59,0.22,0.00,0.00,15.2,0,0,0,1.6,1.6,0.08,-1.6,-1.6
105,Marcos Andre,Valladolid,13.1,4,32,12,37.5,2.45,0.92,0.13,0.33,13.3,0,0,0,4.9,4.9,0.15,-0.9,-0.9
106,Robert Andrich,Union Berlin,28.1,5,41,9,22.0,1.46,0.32,0.12,0.56,24.0,4,0,0,2.6,2.6,0.06,+2.4,+2.4
107,Victorien Angban,Metz,18.6,0,6,1,16.7,0.32,0.05,0.00,0.00,22.1,0,0,0,0.5,0.5,0.08,-0.5,-0.5
108,Angel,Granada,1.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
109,Jose Angel,Eibar,10.0,0,2,0,0.0,0.20,0.00,0.00,0.0,30.2,0,0,0,0.0,0.0,0.02,0.0,0.0
110,Miguel Angel Rubio,Valladolid,1.5,0,1,0,0.0,0.67,0.00,0.00,0.0,8.5,0,0,0,0.1,0.1,0.11,-0.1,-0.1
111,Angelino,RB Leipzig,24.0,4,35,13,37.1,1.46,0.54,0.11,0.31,16.1,4,0,0,4.2,4.2,0.12,-0.2,-0.2
112,Davide Angelo Ghislandi,Atalanta,0.1,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
113,Philip Ankhrah,Hellas Verona,0.1,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
114,Cristian Ansaldi,Torino,21.6,1,17,6,35.3,0.79,0.28,0.00,0.00,23.5,4,1,1,1.9,1.1,0.07,-0.9,-1.1
115,Waldemar Anton,Stuttgart,30.1,0,12,4,33.3,0.40,0.13,0.00,0.00,14.9,0,0,0,1.3,1.3,0.10,-1.3,-1.3
116,Michail Antonio,West Ham,21.9,10,63,22,34.9,2.87,1.00,0.16,0.45,13.4,0,0,0,12.9,12.9,0.22,-2.9,-2.9
117,Jose Antonio Miranda,Getafe,0.3,0,1,0,0.0,3.46,0.00,0.00,0.0,7.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1
118,Valentin Antov,Bologna,2.6,0,1,0,0.0,0.39,0.00,0.00,0.0,31.1,0,0,0,0.0,0.0,0.02,0.0,0.0
119,Houssem Aouar,Lyon,19.8,7,68,25,36.8,3.44,1.26,0.07,0.20,16.6,0,2,2,9.9,8.3,0.12,-2.9,-3.3
120,Adil Aouchiche,Saint-Étienne,19.2,2,26,12,46.2,1.35,0.62,0.08,0.17,20.8,2,0,0,3.4,3.4,0.13,-1.4,-1.4
121,Dennis Appiah,Nantes,17.3,0,6,0,0.0,0.35,0.00,0.00,0.0,18.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3
122,Aritz Arambarri,Real Sociedad,0.3,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
123,Mauro Arambarri,Getafe,33.1,3,46,9,19.6,1.39,0.27,0.07,0.33,26.5,6,0,0,2.1,2.1,0.05,+0.9,+0.9
124,Charles Aranguiz,Leverkusen,18.5,0,4,2,50.0,0.22,0.11,0.00,0.00,10.1,0,0,0,0.6,0.6,0.14,-0.6,-0.6
125,Luiz Araujo,Lille,16.6,4,49,10,20.4,2.95,0.60,0.08,0.40,23.2,1,0,0,3.7,3.7,0.07,+0.3,+0.3
126,Nestor Araujo,Celta Vigo,27.0,0,6,0,0.0,0.22,0.00,0.00,0.0,11.3,0,0,0,0.4,0.4,0.06,-0.4,-0.4
127,Ronald Araujo,Barcelona,16.8,2,12,4,33.3,0.72,0.24,0.17,0.50,11.7,0,0,0,1.8,1.8,0.15,+0.2,+0.2
128,Anaitz Arbilla,Eibar,31.2,0,27,2,7.4,0.87,0.06,0.00,0.00,27.1,5,0,0,1.8,1.8,0.07,-1.8,-1.8
130,Alphonse Areola,Fulham,36.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
131,Santiago Arias,Leverkusen,1.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
132,Karim Aribi,Nîmes,3.3,0,8,2,25.0,2.45,0.61,0.00,0.00,13.5,0,0,0,0.8,0.8,0.10,-0.8,-0.8
133,Unai Arietaleanizbeaskoa,Eibar,0.5,0,1,0,0.0,1.91,0.00,0.00,0.0,30.3,0,0,0,0.0,0.0,0.02,0.0,0.0
134,Nicolo Armini,Lazio,0.1,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
135,Stuart Armstrong,Southampton,30.7,4,55,11,20.0,1.79,0.36,0.07,0.36,21.6,0,0,0,2.7,2.7,0.05,+1.3,+1.3
136,Maximilian Arnold,Wolfsburg,28.7,3,55,15,27.3,1.91,0.52,0.05,0.20,29.4,12,0,0,2.4,2.4,0.04,+0.6,+0.6
137,Toluwalase Arokodare,Köln,1.2,0,3,1,33.3,2.41,0.80,0.00,0.00,10.2,0,0,0,0.2,0.2,0.08,-0.2,-0.2
138,Sergio Arribas,Real Madrid,1.5,0,1,1,100.0,0.67,0.67,0.00,0.00,26.1,0,0,0,0.0,0.0,0.02,0.0,0.0
139,Kepa Arrizabalaga,Chelsea,6.5,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
140,Tolgay Arslan,Udinese,20.2,3,22,6,27.3,1.09,0.30,0.14,0.50,21.5,0,0,0,0.9,0.9,0.04,+2.1,+2.1
141,Kwadwo Asamoah,Cagliari,2.5,0,2,1,50.0,0.80,0.40,0.00,0.00,23.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1
142,Santiago Ascacibar,Hertha BSC,8.5,1,7,3,42.9,0.83,0.35,0.14,0.33,21.0,0,0,0,0.3,0.3,0.04,+0.7,+0.7
143,Sergio Asenjo,Villarreal,36.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
144,Marco Asensio,Real Madrid,20.8,5,39,11,28.2,1.88,0.53,0.13,0.45,19.7,3,0,0,3.8,3.8,0.10,+1.2,+1.2
145,Kristoffer Askildsen,Sampdoria,1.1,0,1,0,0.0,0.95,0.00,0.00,0.0,24.4,0,0,0,0.0,0.0,0.03,0.0,0.0
146,Iago Aspas,Celta Vigo,31.8,14,45,21,46.7,1.41,0.66,0.20,0.43,15.9,6,5,5,12.4,8.5,0.19,+1.6,+0.5
147,Roger Assale,Dijon,9.2,1,11,3,27.3,1.20,0.33,0.09,0.33,16.8,0,0,0,1.2,1.2,0.11,-0.2,-0.2
148,Youcef Atal,Nice,10.6,1,8,5,62.5,0.75,0.47,0.13,0.20,18.1,0,0,0,0.4,0.4,0.05,+0.6,+0.6
149,Miguel Atienza,Eibar,9.3,0,5,0,0.0,0.54,0.00,0.00,0.0,15.1,0,0,0,0.3,0.3,0.06,-0.3,-0.3
150,Pierre-Emerick Aubameyang,Arsenal,25.9,10,55,19,34.5,2.12,0.73,0.15,0.42,14.0,0,2,2,10.2,8.6,0.16,-0.2,-0.6
151,Emil Audero,Sampdoria,37.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
152,Tommaso Augello,Sampdoria,35.7,1,8,2,25.0,0.22,0.06,0.13,0.50,19.3,0,0,0,0.3,0.3,0.04,+0.7,+0.7
153,Jean-Kevin Augustin,Nantes,0.4,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
154,Ludwig Augustinsson,Werder Bremen,21.7,0,16,5,31.3,0.74,0.23,0.00,0.00,19.1,3,0,0,0.9,0.9,0.05,-0.9,-0.9
156,Serge Aurier,Tottenham,17.8,2,15,6,40.0,0.84,0.34,0.13,0.33,17.5,0,0,0,1.1,1.1,0.07,+0.9,+0.9
157,Charlie Austin,West Brom,1.5,0,3,0,0.0,1.96,0.00,0.00,0.0,20.3,0,0,0,0.4,0.4,0.15,-0.4,-0.4
158,Ezequiel Avila,Osasuna,2.2,0,8,2,25.0,3.56,0.89,0.00,0.00,22.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4
159,Taiwo Awoniyi,Union Berlin,15.1,5,30,13,43.3,1.99,0.86,0.17,0.38,11.2,0,0,0,6.1,6.1,0.21,-1.1,-1.1
160,Mehmet Aydin,Schalke 04,5.6,0,1,0,0.0,0.18,0.00,0.00,0.0,28.1,0,0,0,0.0,0.0,0.03,0.0,0.0
161,Jordan Ayew,Crystal Palace,23.3,1,26,11,42.3,1.12,0.47,0.04,0.09,17.6,0,0,0,2.2,2.2,0.08,-1.2,-1.2
162,Kaan Ayhan,Sassuolo,8.8,0,5,0,0.0,0.57,0.00,0.00,0.0,16.6,2,0,0,0.5,0.5,0.10,-0.5,-0.5
163,Luke Ayling,Leeds United,37.8,0,24,6,25.0,0.64,0.16,0.00,0.00,18.7,0,0,0,1.7,1.7,0.07,-1.7,-1.7
164,Ramon Azeez,Granada,1.1,0,2,0,0.0,1.78,0.00,0.00,0.0,14.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1
165,Cesar Azpilicueta,Chelsea,24.3,1,11,4,36.4,0.45,0.16,0.09,0.25,16.9,0,0,0,0.7,0.7,0.06,+0.3,+0.3
166,Ludovic Baal,Brest,3.3,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
167,Carlos Bacca,Villarreal,8.7,5,20,12,60.0,2.29,1.37,0.25,0.42,15.8,0,0,0,3.2,3.2,0.16,+1.8,+1.8
168,Loic Bade,Lens,29.0,0,11,3,27.3,0.38,0.10,0.00,0.00,15.2,0,0,0,1.0,1.0,0.09,-1.0,-1.0
169,Milan Badelj,Genoa,26.8,1,17,4,23.5,0.64,0.15,0.06,0.25,25.3,0,0,0,0.8,0.8,0.05,+0.2,+0.2
170,Edgar Badia,Elche,30.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
171,Benoit Badiashile,Monaco,31.9,2,24,4,16.7,0.75,0.13,0.08,0.50,14.9,0,0,0,2.3,2.3,0.10,-0.3,-0.3
172,Alex Baena,Villarreal,1.5,0,2,1,50.0,1.31,0.66,0.00,0.00,26.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
173,Miguel Baeza,Celta Vigo,6.0,1,11,2,18.2,1.82,0.33,0.09,0.50,13.9,0,0,0,1.6,1.6,0.18,-0.6,-0.6
174,Stephane Bahoken,Angers,18.0,6,59,23,39.0,3.29,1.28,0.10,0.26,16.1,0,0,1,8.3,7.5,0.13,-2.3,-1.5
175,Leon Bailey,Leverkusen,23.8,9,58,21,36.2,2.44,0.88,0.16,0.43,20.5,3,0,0,6.2,6.2,0.11,+2.8,+2.8
176,Eric Bailly,Manchester Utd,10.2,0,2,0,0.0,0.20,0.00,0.00,0.0,11.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
177,Stefan Bajic,Saint-Étienne,1.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
178,Tiemoue Bakayoko,Napoli,21.8,2,16,4,25.0,0.73,0.18,0.13,0.50,18.0,0,0,0,1.1,1.1,0.07,+0.9,+0.9
