,Player,Squad,90s,Tackles - Tkl,Tackles - TklW,Tackles - Def 3rd,Tackles - Mid 3rd,Tackles - Att 3rd,Challenges - Tkl,Challenges - Att,Challenges - Tkl%,Challenges - Lost,Blocks - Blocks,Blocks - Sh,Blocks - Pass,Int,Tkl+Int,Clr,Err
27,Sergio Aguero,Barcelona,1.7,1,1,0,0,1,0,2,0.0,2,0,0,0,0,1,0,0
28,Ruben Aguilar,Monaco,23.8,78,53,39,32,7,43,68,63.2,25,19,4,15,44,122,57,0
29,Alvaro Aguirre,Rayo Vallecano,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
30,Naouirou Ahamada,Stuttgart,0.7,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,0,0
31,Anel Ahmedhodzic,Bordeaux,15.0,38,26,27,9,2,20,31,64.5,11,16,8,8,22,60,44,0
32,Jean-Eudes Aholou,Strasbourg,11.2,16,9,4,9,3,5,19,26.3,14,8,1,7,19,35,7,0
33,Joseph Aidoo,Celta Vigo,29.3,39,26,28,10,1,17,31,54.8,14,23,13,10,38,77,96,3
34,Ola Aina,Torino,16.0,27,19,11,10,6,15,23,65.2,8,17,3,14,28,55,30,0
35,Rayan Ait Nouri,Wolves,20.3,64,36,46,15,3,22,44,50.0,22,24,2,22,22,86,39,1
36,Kristoffer Ajer,Brentford,22.2,29,18,21,6,2,13,21,61.9,8,19,11,8,26,55,74,0
37,Ludovic Ajorque,Strasbourg,30.4,36,25,5,19,12,7,40,17.5,33,28,3,25,8,44,31,1
38,Manuel Akanji,Dortmund,25.1,33,23,20,11,2,22,32,68.8,10,26,15,11,35,68,58,0
39,Carlos Akapo,Cádiz,20.5,43,31,26,15,2,21,37,56.8,16,26,7,19,51,94,61,0
40,Marley Ake,Juventus,0.9,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,0
41,Nathan Ake,Manchester City,10.3,16,9,7,8,1,6,8,75.0,2,7,5,2,8,24,23,0
42,Ilias Akhomach,Barcelona,1.4,2,0,0,1,1,0,0,0.0,0,0,0,0,0,2,0,0
43,Maghnes Akliouche,Monaco,0.6,2,0,0,2,0,0,1,0.0,1,2,0,2,0,2,0,0
44,Paul Akouokou,Betis,5.7,14,9,5,7,2,8,12,66.7,4,6,0,6,11,25,6,0
45,Jean-Daniel Akpa-Akpro,Lazio,3.5,17,10,7,9,1,7,12,58.3,5,4,2,2,2,19,6,0
46,Kevin Akpoguma,Hoffenheim,17.0,33,19,16,11,6,16,28,57.1,12,32,2,30,20,53,29,2
47,David Alaba,Real Madrid,29.4,23,13,15,6,2,9,19,47.4,10,26,15,11,22,45,70,1
48,Sofiane Alakouch,Metz,1.8,7,4,3,4,0,2,5,40.0,3,4,0,4,1,8,4,0
49,Tomas Alarcon,Cádiz,15.8,31,20,17,10,4,10,31,32.3,21,19,7,12,30,61,31,0
50,Lucas Alario,Leverkusen,7.3,6,5,0,2,4,2,5,40.0,3,5,0,5,1,7,6,0
52,Jordi Alba,Barcelona,29.4,47,34,12,26,9,27,47,57.4,20,26,6,20,33,80,41,1
53,Josue Albert,Clermont Foot,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,2,0
54,Luis Alberto,Lazio,26.1,29,17,8,11,10,8,52,15.4,44,32,4,28,13,42,7,0
55,Raul Albiol,Villarreal,27.4,26,15,20,5,1,14,18,77.8,4,24,15,9,21,47,126,1
56,Marc Albrighton,Leicester City,12.6,31,19,16,9,6,10,47,21.3,37,15,3,12,14,45,20,0
57,Paco Alcacer,Villarreal,8.7,9,3,2,4,3,1,5,20.0,4,7,0,7,6,15,1,0
58,Thiago Alcantara,Liverpool,17.0,48,29,14,24,10,10,42,23.8,32,22,2,20,26,74,13,2
59,Ruben Alcaraz,Cádiz,12.3,41,20,14,24,3,22,45,48.9,23,10,2,8,13,54,14,0
60,Omar Alderete,Valencia,26.7,53,34,34,17,2,34,53,64.2,19,30,18,12,35,88,153,0
61,Ivan Alejo,Cádiz,11.8,33,15,21,10,2,15,44,34.1,29,12,0,12,8,41,17,0
62,Dogan Alemdar,Rennes,12.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,9,1
63,Carles Alena,Getafe,25.8,27,19,11,13,3,9,48,18.8,39,21,2,19,15,42,16,0
64,Trent Alexander-Arnold,Liverpool,31.7,40,23,19,13,8,27,60,45.0,33,22,4,18,43,83,40,0
65,Mohamed Ali Cho,Angers,20.4,10,5,1,4,5,5,17,29.4,12,17,1,16,8,18,0,1
66,Alisson,Liverpool,36.0,3,1,3,0,0,3,5,60.0,2,1,0,1,0,3,28,1
67,Allan,Everton,24.3,74,44,28,39,7,34,105,32.4,71,40,9,31,23,97,39,1
68,Jim Allevinah,Clermont Foot,16.5,18,13,8,8,2,5,18,27.8,13,11,0,11,6,24,4,0
69,Dele Alli,Tottenham,7.3,14,8,10,3,1,5,17,29.4,12,22,5,17,6,20,16,0
70,Dele Alli,Everton,3.8,7,2,3,4,0,0,4,0.0,4,7,2,5,6,13,10,0
71,Miguel Almiron,Newcastle Utd,19.1,47,29,23,17,7,11,44,25.0,33,14,1,13,20,67,13,0
72,Marcos Alonso,Chelsea,24.1,41,29,20,12,9,17,36,47.2,19,29,5,24,43,84,53,0
73,Giorgio Altare,Cagliari,16.3,39,28,18,18,3,21,26,80.8,5,17,5,12,30,69,70,0
74,Hugo Alvarez,Celta Vigo,0.1,1,0,1,0,0,0,0,0.0,0,0,0,0,0,1,1,0
75,Yeray Alvarez,Athletic Club,20.7,24,14,15,8,1,10,18,55.6,8,21,16,5,45,69,97,0
76,Dani Alves,Barcelona,12.2,30,19,13,13,4,14,26,53.8,12,10,3,7,11,41,10,2
78,Steven Alzate,Brighton,4.5,10,4,4,5,1,4,7,57.1,3,2,1,1,10,20,10,0
79,Ibrahim Amadou,Metz,9.0,16,8,10,6,0,8,15,53.3,7,4,2,2,14,30,26,0
80,Emmanuel Amankwaa Akurugu,Getafe,0.9,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,0
81,Daniel Amartey,Leicester City,23.6,26,13,19,7,0,19,29,65.5,10,30,22,8,21,47,93,4
82,Amath,Mallorca,9.8,21,11,11,6,4,7,17,41.2,10,12,0,12,7,28,7,0
83,Jordan Amavi,Nice,4.6,16,10,8,7,1,10,17,58.8,7,3,1,2,15,31,7,0
84,Jordan Amavi,Marseille,1.4,6,5,3,1,2,5,10,50.0,5,1,0,1,1,7,3,0
85,Wisdom Amey,Bologna,0.8,3,2,1,1,1,2,3,66.7,1,2,0,2,3,6,1,0
86,Kelvin Amian,Spezia,29.4,66,42,43,18,5,30,41,73.2,11,39,21,18,32,98,75,0
87,Nadiem Amiri,Genoa,7.6,6,4,2,2,2,2,9,22.2,7,7,0,7,0,6,0,0
88,Nadiem Amiri,Leverkusen,4.1,8,4,3,2,3,4,8,50.0,4,4,2,2,5,13,0,0
89,Ethan Ampadu,Venezia,25.4,67,43,37,27,3,24,58,41.4,34,49,19,30,51,118,76,0
90,Sofyan Amrabat,Fiorentina,10.5,24,13,9,13,2,11,19,57.9,8,25,8,17,5,29,6,1
91,Joachim Andersen,Crystal Palace,32.4,30,23,21,9,0,16,27,59.3,11,29,19,10,37,67,125,3
92,Felipe Anderson,Lazio,32.1,71,45,30,33,8,27,99,27.3,72,65,6,59,20,91,16,0
93,Sebastian Andersson,Köln,14.0,11,7,0,3,8,3,9,33.3,6,8,0,8,3,14,14,0
94,Florin Andone,Cádiz,2.0,1,1,1,0,0,0,1,0.0,1,2,0,2,0,1,1,0
95,Andres Andrade Cedeno,Arminia,11.6,27,16,18,8,1,17,35,48.6,18,16,7,9,19,46,44,0
96,Benjamin Andre,Lille,30.6,123,69,49,65,9,51,113,45.1,62,49,11,38,50,173,56,0
97,Fredrik Andre Bjorkan,Hertha BSC,3.9,12,10,7,4,1,7,9,77.8,2,6,2,4,6,18,8,0
98,Marcos Andre,Valencia,10.8,15,11,4,6,5,5,16,31.3,11,15,0,15,7,22,13,0
99,Robert Andrich,Leverkusen,20.2,33,17,18,14,1,14,28,50.0,14,19,7,12,31,64,46,0
100,Jose Angel,Osasuna,12.0,20,13,9,9,2,9,14,64.3,5,6,1,5,10,30,21,0
101,Angelino,RB Leipzig,25.5,28,21,14,13,1,14,30,46.7,16,24,3,21,29,57,40,0
102,Ebenezer Annan,Bologna,0.3,1,1,1,0,0,0,0,0.0,0,0,0,0,1,2,1,0
104,Cristian Ansaldi,Torino,7.7,20,9,11,7,2,10,13,76.9,3,9,1,8,6,26,10,0
105,Janis Antiste,Spezia,8.8,18,11,6,6,6,5,13,38.5,8,7,1,6,4,22,6,0
106,Waldemar Anton,Stuttgart,28.8,40,26,22,15,3,19,32,59.4,13,27,16,11,32,72,116,1
107,Josep Antoni Gaya,Mallorca,0.6,0,0,0,0,0,0,0,0.0,0,1,0,1,1,1,3,1
108,Michail Antonio,West Ham,33.0,23,17,5,9,9,7,18,38.9,11,19,1,18,3,26,13,0
109,Christopher Antwi-Adjei,Bochum,12.6,21,18,7,8,6,6,26,23.1,20,12,0,12,1,22,8,0
110,Houssem Aouar,Lyon,27.8,46,30,9,25,12,27,54,50.0,27,26,1,25,20,66,5,0
111,Adil Aouchiche,Saint-Étienne,12.0,13,6,5,5,3,5,33,15.2,28,18,1,17,17,30,4,0
112,Dennis Appiah,Nantes,23.3,55,34,35,18,2,28,48,58.3,20,30,13,17,27,82,74,0
113,Mauro Arambarri,Getafe,29.6,62,37,19,32,11,20,68,29.4,48,35,5,30,32,94,18,0
114,Mattia Aramu,Venezia,23.3,20,15,5,9,6,8,33,24.2,25,20,2,18,8,28,19,0
115,Charles Aranguiz,Leverkusen,17.5,45,25,18,21,6,22,52,42.3,30,24,4,20,33,78,21,0
116,Nestor Araujo,Celta Vigo,29.1,22,14,17,5,0,9,21,42.9,12,17,10,7,27,49,105,2
117,Ronald Araujo,Barcelona,25.2,41,23,29,12,0,21,25,84.0,4,37,20,17,23,64,66,1
118,Cameron Archer,Aston Villa,0.3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
119,Alphonse Areola,West Ham,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0
120,Jesus Areso,Osasuna,2.1,3,3,2,1,0,0,2,0.0,2,0,0,0,0,3,2,1
121,Matias Arezo,Granada,1.8,5,3,2,1,2,4,9,44.4,5,1,0,1,1,6,1,0
122,Santiago Arias,Granada,4.9,12,5,8,3,1,4,9,44.4,5,8,4,4,5,17,10,0
123,Adam Armstrong,Southampton,15.7,10,4,2,2,6,0,6,0.0,6,13,1,12,3,13,6,0
124,Stuart Armstrong,Southampton,16.4,27,19,15,6,6,9,23,39.1,14,10,1,9,8,35,15,0
125,Marko Arnautovic,Bologna,29.9,17,9,1,11,5,7,30,23.3,23,13,2,11,7,24,17,0
126,Maximilian Arnold,Wolfsburg,33.3,37,20,19,16,2,20,50,40.0,30,43,15,28,37,74,55,0
127,Kepa Arrizabalaga,Chelsea,4.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,0
128,Tolgay Arslan,Udinese,18.4,35,20,15,16,4,19,50,38.0,31,17,4,13,13,48,23,1
130,Arthur,Fiorentina,8.3,9,5,2,5,2,4,7,57.1,3,4,1,3,1,10,8,0
131,Santiago Arzamendia,Cádiz,5.2,14,6,6,5,3,6,13,46.2,7,6,0,6,4,18,7,0
132,Takuma Asano,Bochum,17.9,11,6,3,6,2,5,19,26.3,14,14,1,13,7,18,7,0
133,Santiago Ascacibar,Hertha BSC,26.4,93,54,50,37,6,38,89,42.7,51,31,6,25,41,134,42,0
134,Sergio Asenjo,Villarreal,6.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,6,0
135,Alejandro Asensio,Rayo Vallecano,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
136,Marco Asensio,Real Madrid,19.2,12,8,6,4,2,4,18,22.2,14,8,1,7,12,24,6,1
137,Harrison Ashby,West Ham,0.1,0,0,0,0,0,0,0,0.0,0,1,0,1,1,1,1,0
138,Kristoffer Askildsen,Sampdoria,8.4,18,6,7,11,0,9,19,47.4,10,14,7,7,15,33,15,0
139,Fisnik Asllani,Hoffenheim,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
140,Kristjan Asllani,Empoli,15.0,18,9,9,8,1,11,29,37.9,18,16,7,9,19,37,15,1
141,Iago Aspas,Celta Vigo,34.3,14,7,1,5,8,4,24,16.7,20,23,2,21,11,25,19,0
142,Lorenz Assignon,Rennes,6.8,15,10,11,3,1,5,9,55.6,4,3,1,2,11,26,19,0
143,Simon Asta,Greuther Fürth,8.7,13,6,4,5,4,4,8,50.0,4,14,2,12,8,21,16,0
144,Youcef Atal,Nice,12.7,29,19,17,10,2,14,25,56.0,11,13,2,11,32,61,21,0
145,Pierre-Emerick Aubameyang,Arsenal,11.5,11,5,6,4,1,3,10,30.0,7,12,1,11,0,11,4,0
146,Pierre-Emerick Aubameyang,Barcelona,12.0,2,2,0,1,1,0,5,0.0,5,9,1,8,2,4,4,0
147,Emil Audero,Sampdoria,28.4,3,1,3,0,0,3,5,60.0,2,0,0,0,2,5,17,2
148,Tommaso Augello,Sampdoria,26.6,36,20,22,8,6,17,29,58.6,12,19,4,15,29,65,68,1
149,Jean-Kevin Augustin,Nantes,0.9,1,0,0,0,1,0,3,0.0,3,1,0,1,0,1,0,0
150,Ludwig Augustinsson,Sevilla,8.8,18,14,11,3,4,8,13,61.5,5,10,3,7,5,23,21,0
151,Serge Aurier,Villarreal,11.2,14,9,11,2,1,4,7,57.1,3,14,7,7,11,25,25,0
152,Ezequiel Avila,Osasuna,20.8,17,7,6,7,4,7,21,33.3,14,14,2,12,13,30,15,1
153,Taiwo Awoniyi,Union Berlin,24.2,11,7,3,6,2,1,9,11.1,8,11,2,9,2,13,29,0
154,Ramzi Aya,Salernitana,1.5,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,4,0
156,Jordan Ayew,Crystal Palace,22.4,47,30,20,20,7,17,31,54.8,14,33,3,30,15,62,15,0
157,Kaan Ayhan,Sassuolo,15.0,20,12,14,6,0,7,15,46.7,8,20,14,6,13,33,57,0
158,Luke Ayling,Leeds United,25.2,74,42,46,23,5,51,97,52.6,46,46,25,21,28,102,52,1
159,Karim Azamoum,Troyes,4.3,6,5,4,2,0,3,5,60.0,2,4,2,2,1,7,10,0
160,Sardar Azmoun,Leverkusen,4.0,3,1,0,2,1,0,5,0.0,5,2,0,2,0,3,8,0
161,Cesar Azpilicueta,Chelsea,23.0,51,28,18,27,6,16,35,45.7,19,32,9,23,23,74,65,1
162,Iddrisu Baba,Mallorca,21.5,57,30,31,23,3,25,43,58.1,18,19,5,14,24,81,34,1
163,Carlos Bacca,Granada,5.7,4,4,2,0,2,0,3,0.0,3,5,0,5,1,5,5,0
164,Daniel Bachmann,Watford,12.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,5,0
165,Loic Bade,Rennes,10.9,6,5,4,2,0,3,5,60.0,2,12,10,2,12,18,48,0
166,Milan Badelj,Genoa,31.6,64,37,25,30,9,34,80,42.5,46,39,7,32,85,149,43,0
167,Edgar Badia,Elche,24.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,16,2
168,Benoit Badiashile,Monaco,20.4,36,19,21,15,0,14,23,60.9,9,18,12,6,28,64,68,1
169,Youssouph Badji,Brest,1.5,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0
170,Miguel Baeza,Celta Vigo,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
171,Nicola Bagnolini,Bologna,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
172,Issa Bah,Venezia,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
173,Stephane Bahoken,Angers,12.2,13,8,2,7,4,1,9,11.1,8,15,0,15,3,16,3,0
174,Leon Bailey,Aston Villa,8.5,17,11,6,8,3,6,13,46.2,7,10,1,9,1,18,2,0
175,Eric Bailly,Manchester Utd,2.4,5,4,4,0,1,3,4,75.0,1,4,2,2,3,8,11,0
176,Denys Bain,Brest,2.0,3,3,1,2,0,1,1,100.0,0,3,1,2,3,6,5,0
177,Stefan Bajic,Saint-Étienne,5.7,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,0
178,Nedim Bajrami,Empoli,22.8,21,14,5,13,3,4,14,28.6,10,11,0,11,3,24,8,0
179,Cedric Bakambu,Marseille,4.0,2,0,1,0,1,0,3,0.0,3,2,0,2,0,2,1,0
180,Abdoulaye Bakayoko,Saint-Étienne,3.4,15,9,13,2,0,8,12,66.7,4,5,4,1,12,27,15,0
182,Tiemoue Bakayoko,Milan,5.6,19,13,9,7,3,5,16,31.3,11,8,1,7,9,28,10,2
183,Mitchel Bakker,Leverkusen,20.2,33,22,16,12,5,20,34,58.8,14,13,2,11,23,56,42,3
184,Ridle Baku,Wolfsburg,27.2,62,37,30,24,8,25,65,38.5,40,43,1,42,21,83,52,1
185,Dilane Bakwa,Bordeaux,0.5,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,1,0
186,Tommaso Baldanzi,Empoli,0.2,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0
187,Alejandro Balde,Barcelona,2.1,2,1,1,0,1,0,0,0.0,0,2,2,0,1,3,1,0
188,Ibrahima Balde,Lens,0.6,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
189,Keita Balde,Cagliari,13.7,8,4,1,5,2,1,10,10.0,9,6,0,6,4,12,6,0
190,Gareth Bale,Real Madrid,3.1,2,1,1,0,1,1,4,25.0,3,2,0,2,2,4,1,0
191,Mikel Balenziaga,Athletic Club,22.5,33,24,15,15,3,25,43,58.1,18,27,4,23,21,54,79,0
192,Leonardo Balerdi,Marseille,10.6,9,6,9,0,0,5,14,35.7,9,11,4,7,19,28,30,0
193,Ivan Balliu,Rayo Vallecano,35.0,45,22,25,11,9,19,31,61.3,12,24,5,19,39,84,64,0
194,Fode Ballo-Toure,Milan,5.0,18,14,5,13,0,4,9,44.4,5,6,2,4,3,21,5,0
195,Folarin Balogun,Arsenal,0.8,1,1,0,0,1,0,0,0.0,0,1,0,1,0,1,1,0
196,Abdoulaye Bamba,Angers,5.1,6,5,6,0,0,4,11,36.4,7,5,1,4,9,15,13,0
197,Jonathan Bamba,Lille,27.0,30,12,13,9,8,13,36,36.1,23,24,1,23,21,51,10,0
198,Patrick Bamford,Leeds United,6.2,1,0,0,1,0,0,3,0.0,3,8,2,6,2,3,8,0
199,Filippo Bandinelli,Empoli,21.7,33,20,10,17,6,15,31,48.4,16,22,5,17,10,43,37,2
200,Mattia Bani,Genoa,13.5,23,13,17,6,0,14,18,77.8,4,19,11,8,20,43,76,0
201,Simon Banza,Lens,1.4,2,1,0,0,2,0,2,0.0,2,1,0,1,1,3,2,0
202,Shandon Baptiste,Brentford,10.1,14,4,9,4,1,6,15,40.0,9,10,0,10,11,25,12,0
203,Antonin Barak,Hellas Verona,26.0,18,8,9,8,1,5,17,29.4,12,32,5,27,6,24,26,0
204,Barbero,Osasuna,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0
205,Danilo Barbosa,Nice,1.0,0,0,0,0,0,0,0,0.0,0,1,1,0,2,2,10,0
206,Barcia,Granada,0.8,0,0,0,0,0,0,0,0.0,0,1,1,0,1,1,0,1
208,Bradley Barcola,Lyon,2.9,7,4,2,3,2,1,8,12.5,7,7,1,6,2,9,1,0
209,Melvin Bard,Nice,28.8,59,37,38,17,4,41,63,65.1,22,33,10,23,51,110,56,0
210,Enis Bardhi,Levante,18.9,29,12,12,14,3,12,35,34.3,23,13,2,11,10,39,7,0
211,Francesco Bardi,Bologna,2.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
212,Keidi Bare,Espanyol,16.5,27,17,14,12,1,11,31,35.5,20,20,10,10,15,42,26,1
213,Nicolo Barella,Inter,32.4,63,42,17,35,11,29,55,52.7,26,26,2,24,21,84,8,2
214,Kike Barja,Osasuna,9.6,15,11,4,7,4,8,22,36.4,14,10,1,9,9,24,4,0
215,Ross Barkley,Chelsea,2.0,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0
216,Aymen Barkok,Eint Frankfurt,1.8,6,2,2,3,1,2,7,28.6,5,4,1,3,5,11,6,0
217,Ashley Barnes,Burnley,9.0,11,2,2,7,2,2,9,22.2,7,8,1,7,2,13,5,0
218,Harvey Barnes,Leicester City,23.3,31,16,9,11,11,7,23,30.4,16,24,1,23,5,36,7,0
219,Antonio Barragan,Elche,11.3,21,14,13,7,1,11,17,64.7,6,5,3,2,17,38,34,0
220,Leandro Barreiro Martins,Mainz 05,19.9,63,32,23,27,13,29,50,58.0,21,23,6,17,32,95,23,0
221,Ander Barrenetxea,Real Sociedad,6.1,15,10,9,6,0,8,18,44.4,10,7,0,7,2,17,2,0
222,Jacob Barrett Laursen,Arminia,18.1,16,12,10,6,0,8,21,38.1,13,19,7,12,28,44,43,0
223,Musa Barrow,Bologna,23.7,12,4,4,4,4,6,20,30.0,14,20,1,19,6,18,8,0
224,Abdourahmane Barry,Greuther Fürth,2.3,6,4,3,3,0,5,7,71.4,2,5,2,3,4,10,1,0
225,Marc Bartra,Betis,22.1,39,14,18,17,4,19,35,54.3,16,39,22,17,33,72,105,1
226,Daniele Baselli,Torino,1.7,3,3,2,0,1,2,6,33.3,4,0,0,0,1,4,2,0
227,Daniele Baselli,Cagliari,3.2,6,5,3,1,2,1,5,20.0,4,2,0,2,2,8,5,0
228,Toma Basic,Lazio,10.9,12,8,3,9,0,5,17,29.4,12,13,4,9,4,16,21,0
229,Toma Basic,Bordeaux,2.3,2,2,1,0,1,0,4,0.0,4,4,1,3,2,4,0,0
230,Amine Bassi,Metz,2.0,6,3,2,3,1,1,3,33.3,2,5,0,5,0,6,0,0
231,Alvaro Bastida,Cádiz,2.2,7,4,2,4,1,4,5,80.0,1,1,0,1,3,10,1,0
232,Alessandro Bastoni,Inter,25.7,44,25,28,13,3,17,34,50.0,17,22,12,10,35,79,59,1
234,Simone Bastoni,Spezia,25.4,52,34,28,17,7,21,65,32.3,44,38,11,27,30,82,31,0
235,Lewis Bate,Leeds United,1.6,1,0,0,0,1,0,8,0.0,8,1,0,1,1,2,1,0
236,Rodrigo Battaglia,Mallorca,13.1,32,16,13,19,0,15,30,50.0,15,21,10,11,10,42,36,0
237,Maximilian Bauer,Greuther Fürth,18.8,28,15,17,10,1,11,28,39.3,17,24,14,10,29,57,99,0
238,Oliver Baumann,Hoffenheim,33.0,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,19,1
239,Timo Baumgartl,Union Berlin,24.1,59,28,34,21,4,31,47,66.0,16,27,11,16,37,96,58,0
240,Julian Baumgartlinger,Leverkusen,1.0,3,1,2,1,0,1,2,50.0,1,1,0,1,2,5,0,0
241,Christoph Baumgartner,Hoffenheim,21.0,28,15,14,7,7,13,32,40.6,19,24,3,21,8,36,16,0
242,Jon Bautista,Real Sociedad,0.5,3,0,0,3,0,0,1,0.0,1,1,0,1,1,4,1,0
243,Paul Baysse,Bordeaux,0.1,1,1,0,1,0,0,0,0.0,0,0,0,0,0,1,1,0
244,Noah Joel Sarenren Bazee,Augsburg,2.7,5,2,2,2,1,3,4,75.0,1,8,2,6,1,6,4,0
245,Bebe,Rayo Vallecano,9.6,6,5,1,3,2,4,16,25.0,12,18,0,18,3,9,6,0
246,Ihlas Bebou,Hoffenheim,23.2,22,14,5,12,5,7,21,33.3,14,20,3,17,12,34,25,0
247,Rodrigo Becao,Udinese,34.8,81,46,49,30,2,34,60,56.7,26,45,20,25,42,123,89,3
248,Mads Bech Sorensen,Brentford,9.3,8,7,6,2,0,6,7,85.7,1,9,6,3,6,14,25,0
249,Sheraldo Becker,Union Berlin,19.5,9,6,3,4,2,6,18,33.3,12,11,0,11,2,11,4,0
250,Jan Bednarek,Southampton,29.2,32,15,18,13,1,19,33,57.6,14,48,27,21,72,104,141,0
251,Donny van de Beek,Manchester Utd,0.8,6,4,4,1,1,1,2,50.0,1,5,1,4,2,8,1,0
252,Donny van de Beek,Everton,5.4,15,7,8,6,1,6,13,46.2,7,6,2,4,6,21,4,0
253,Asmir Begovic,Everton,3.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,0
254,Valon Behrami,Genoa,3.5,3,1,0,2,1,0,7,0.0,7,4,1,3,1,4,4,0
255,Kevin Behrens,Union Berlin,5.5,3,2,1,1,1,0,4,0.0,4,3,0,3,3,6,7,0
