,Player,Squad,90s,Performance - CrdY,Performance - CrdR,Performance - 2CrdY,Performance - Fls,Performance - Fld,Performance - Off,Performance - Crs,Performance - Int,Performance - TklW,Performance - PKwon,Performance - PKcon,Performance - OG,Performance - Recov,Aerial Duels - Won,Aerial Duels - Lost,Aerial Duels - Won%
22,Julen Agirrezabala,Athletic Club,4.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0
23,Lucien Agoume,Brest,20.8,6,0,0,31,14,0,5,52,31,0,1,0,148,26,29,47.3
24,Kevin Agudelo,Spezia,13.7,2,1,0,36,24,0,22,8,26,0,0,0,67,15,14,51.7
26,Nayef Aguerd,Rennes,30.4,3,1,0,20,16,1,1,24,18,1,2,0,154,95,51,65.1
27,Sergio Aguero,Barcelona,1.7,0,0,0,1,2,1,3,0,1,0,0,0,3,3,2,60.0
28,Ruben Aguilar,Monaco,23.8,4,0,0,32,29,1,64,44,53,0,0,1,157,33,40,45.2
29,Alvaro Aguirre,Rayo Vallecano,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0
30,Naouirou Ahamada,Stuttgart,0.7,0,0,0,2,1,0,0,0,0,0,0,0,4,1,3,25.0
31,Anel Ahmedhodzic,Bordeaux,15.0,6,0,0,21,10,0,6,22,26,0,0,0,108,18,13,58.1
32,Jean-Eudes Aholou,Strasbourg,11.2,2,0,0,21,20,0,6,19,9,0,0,0,77,14,5,73.7
33,Joseph Aidoo,Celta Vigo,29.3,1,0,0,10,18,1,3,38,26,0,0,1,164,62,47,56.9
34,Ola Aina,Torino,16.0,4,0,0,18,28,1,34,28,19,0,0,0,101,17,25,40.5
35,Rayan Ait Nouri,Wolves,20.3,4,0,0,14,20,3,96,22,36,1,0,0,128,17,13,56.7
36,Kristoffer Ajer,Brentford,22.2,5,0,0,12,16,0,17,26,18,0,0,0,109,49,31,61.3
37,Ludovic Ajorque,Strasbourg,30.4,5,1,0,40,36,14,17,8,25,2,0,1,86,127,102,55.5
38,Manuel Akanji,Dortmund,25.1,3,0,0,19,24,1,3,35,23,0,0,1,164,51,35,59.3
39,Carlos Akapo,Cádiz,20.5,4,0,0,23,25,2,45,51,31,0,1,0,112,37,32,53.6
40,Marley Ake,Juventus,0.9,1,0,0,6,2,0,1,1,0,0,0,0,3,1,0,100.0
41,Nathan Ake,Manchester City,10.3,0,0,0,9,2,0,1,8,9,0,0,0,43,37,12,75.5
42,Ilias Akhomach,Barcelona,1.4,0,0,0,3,4,0,6,0,0,0,0,0,11,1,2,33.3
43,Maghnes Akliouche,Monaco,0.6,1,0,0,4,1,1,1,0,0,0,0,0,2,1,2,33.3
44,Paul Akouokou,Betis,5.7,2,1,0,13,2,0,1,11,9,0,0,0,42,6,2,75.0
45,Jean-Daniel Akpa-Akpro,Lazio,3.5,1,0,0,13,8,0,0,2,10,0,1,0,13,4,4,50.0
46,Kevin Akpoguma,Hoffenheim,17.0,5,0,0,25,23,4,31,20,19,0,1,0,100,17,20,45.9
47,David Alaba,Real Madrid,29.4,2,0,0,16,6,2,40,22,13,0,0,0,141,14,22,38.9
48,Sofiane Alakouch,Metz,1.8,1,0,0,5,7,0,2,1,4,0,0,0,6,0,1,0.0
49,Tomas Alarcon,Cádiz,15.8,5,0,0,19,9,1,64,30,20,0,2,0,107,15,19,44.1
50,Lucas Alario,Leverkusen,7.3,2,0,0,8,8,7,1,1,5,1,0,0,13,19,23,45.2
52,Jordi Alba,Barcelona,29.4,11,0,0,26,19,11,121,33,34,0,0,0,214,13,23,36.1
53,Josue Albert,Clermont Foot,0.2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0
54,Luis Alberto,Lazio,26.1,5,0,0,13,26,1,143,13,17,0,0,0,136,6,12,33.3
55,Raul Albiol,Villarreal,27.4,8,0,0,18,12,2,3,21,15,0,0,0,137,41,27,60.3
56,Marc Albrighton,Leicester City,12.6,3,0,0,6,13,2,78,14,19,0,0,0,65,4,13,23.5
57,Paco Alcacer,Villarreal,8.7,1,0,0,5,7,8,1,6,3,0,0,0,28,10,25,28.6
58,Thiago Alcantara,Liverpool,17.0,2,0,0,19,13,0,4,26,29,0,0,0,126,31,12,72.1
59,Ruben Alcaraz,Cádiz,12.3,7,0,0,30,35,1,23,13,20,0,1,0,86,22,23,48.9
60,Omar Alderete,Valencia,26.7,15,0,0,42,7,0,4,35,34,0,2,0,158,69,39,63.9
61,Ivan Alejo,Cádiz,11.8,7,0,0,37,33,5,97,8,15,0,1,0,74,11,12,47.8
62,Dogan Alemdar,Rennes,12.0,1,0,0,0,0,0,0,0,0,0,0,0,18,1,0,100.0
63,Carles Alena,Getafe,25.8,6,1,0,50,37,1,44,15,19,0,0,0,129,13,25,34.2
64,Trent Alexander-Arnold,Liverpool,31.7,2,0,0,12,7,11,273,43,23,0,0,0,235,15,13,53.6
65,Mohamed Ali Cho,Angers,20.4,6,2,2,32,44,10,23,8,5,0,0,0,61,15,59,20.3
66,Alisson,Liverpool,36.0,0,0,0,0,2,0,0,0,1,0,0,1,80,15,1,93.8
67,Allan,Everton,24.3,7,1,0,30,22,0,10,23,44,1,0,0,191,11,15,42.3
68,Jim Allevinah,Clermont Foot,16.5,1,0,0,16,34,2,34,6,13,0,1,0,65,16,23,41.0
69,Dele Alli,Tottenham,7.3,1,0,0,12,11,2,5,6,8,1,0,0,40,7,11,38.9
70,Dele Alli,Everton,3.8,3,0,0,9,7,2,1,6,2,0,0,0,24,9,8,52.9
71,Miguel Almiron,Newcastle Utd,19.1,2,0,0,17,25,9,20,20,29,0,0,0,96,5,14,26.3
72,Marcos Alonso,Chelsea,24.1,8,0,0,25,28,3,149,43,29,0,1,0,139,40,28,58.8
73,Giorgio Altare,Cagliari,16.3,5,0,0,35,10,1,27,30,28,0,1,0,126,46,34,57.5
74,Hugo Alvarez,Celta Vigo,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
75,Yeray Alvarez,Athletic Club,20.7,6,0,0,23,13,1,3,45,14,0,0,0,141,56,41,57.7
76,Dani Alves,Barcelona,12.2,2,1,0,27,6,0,75,11,19,0,1,0,98,9,8,52.9
78,Steven Alzate,Brighton,4.5,0,0,0,6,4,0,0,10,4,0,0,0,39,4,8,33.3
79,Ibrahim Amadou,Metz,9.0,4,0,0,11,4,0,0,14,8,0,0,0,48,7,8,46.7
80,Emmanuel Amankwaa Akurugu,Getafe,0.9,0,0,0,1,1,0,4,0,0,0,0,0,4,2,2,50.0
81,Daniel Amartey,Leicester City,23.6,4,0,0,14,8,1,0,21,13,0,0,0,145,33,37,47.1
82,Amath,Mallorca,9.8,5,0,0,19,18,6,7,7,11,0,0,0,34,5,20,20.0
83,Jordan Amavi,Nice,4.6,1,0,0,2,4,0,6,15,10,0,0,0,29,10,9,52.6
84,Jordan Amavi,Marseille,1.4,0,0,0,3,1,0,2,1,5,0,0,0,3,3,5,37.5
85,Wisdom Amey,Bologna,0.8,0,0,0,1,2,0,0,3,2,0,0,0,4,3,1,75.0
86,Kelvin Amian,Spezia,29.4,9,2,1,36,14,1,24,32,42,0,0,0,105,41,29,58.6
87,Nadiem Amiri,Genoa,7.6,0,0,0,7,19,1,20,0,4,0,0,0,40,3,7,30.0
88,Nadiem Amiri,Leverkusen,4.1,0,0,0,2,11,0,8,5,4,0,0,0,30,1,3,25.0
89,Ethan Ampadu,Venezia,25.4,13,2,1,46,27,0,20,51,43,0,0,0,157,66,33,66.7
90,Sofyan Amrabat,Fiorentina,10.5,6,0,0,25,14,0,6,5,13,0,0,0,67,6,13,31.6
91,Joachim Andersen,Crystal Palace,32.4,4,0,0,19,8,1,8,37,23,0,0,1,152,56,48,53.8
92,Felipe Anderson,Lazio,32.1,2,0,0,43,37,7,86,20,45,0,0,0,150,11,20,35.5
93,Sebastian Andersson,Köln,14.0,3,0,0,23,18,5,9,3,7,0,0,0,32,53,60,46.9
94,Florin Andone,Cádiz,2.0,1,0,0,3,2,3,0,0,1,0,0,0,6,7,11,38.9
95,Andres Andrade Cedeno,Arminia,11.6,4,0,0,14,2,1,21,19,16,0,1,0,80,28,27,50.9
96,Benjamin Andre,Lille,30.6,12,1,1,67,57,2,19,50,69,0,2,0,296,97,81,54.5
97,Fredrik Andre Bjorkan,Hertha BSC,3.9,1,0,0,3,3,0,5,6,10,0,0,0,29,1,5,16.7
98,Marcos Andre,Valencia,10.8,3,0,0,23,22,4,3,7,11,1,0,0,34,41,51,44.6
99,Robert Andrich,Leverkusen,20.2,5,1,0,40,15,2,6,31,17,0,0,0,126,30,24,55.6
100,Jose Angel,Osasuna,12.0,2,1,0,10,5,0,46,10,13,0,0,0,78,10,6,62.5
101,Angelino,RB Leipzig,25.5,3,0,0,15,35,4,187,29,21,0,0,0,155,11,21,34.4
102,Ebenezer Annan,Bologna,0.3,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0.0
104,Cristian Ansaldi,Torino,7.7,2,0,0,13,4,2,57,6,9,0,0,0,36,3,3,50.0
105,Janis Antiste,Spezia,8.8,0,0,0,15,6,5,12,4,11,0,0,0,36,16,19,45.7
106,Waldemar Anton,Stuttgart,28.8,6,1,0,29,16,1,11,32,26,0,0,0,208,62,52,54.4
107,Josep Antoni Gaya,Mallorca,0.6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0
108,Michail Antonio,West Ham,33.0,8,1,1,50,52,13,63,3,17,0,0,0,90,79,112,41.4
109,Christopher Antwi-Adjei,Bochum,12.6,2,0,0,15,29,11,29,1,18,1,0,0,52,11,40,21.6
110,Houssem Aouar,Lyon,27.8,1,0,0,27,39,3,21,20,30,0,0,0,155,6,21,22.2
111,Adil Aouchiche,Saint-Étienne,12.0,2,0,0,10,13,2,68,17,6,0,0,0,77,10,17,37.0
112,Dennis Appiah,Nantes,23.3,4,0,0,39,4,2,38,27,34,0,1,1,97,30,39,43.5
113,Mauro Arambarri,Getafe,29.6,13,0,0,51,48,0,116,32,37,0,1,0,182,27,26,50.9
114,Mattia Aramu,Venezia,23.3,6,0,0,29,81,7,144,8,15,1,1,0,91,11,27,28.9
115,Charles Aranguiz,Leverkusen,17.5,2,0,0,26,13,0,9,33,25,0,0,0,129,7,16,30.4
116,Nestor Araujo,Celta Vigo,29.1,4,0,0,19,10,0,3,27,14,0,0,1,160,63,48,56.8
117,Ronald Araujo,Barcelona,25.2,6,0,0,25,12,1,7,23,23,0,0,0,135,60,24,71.4
118,Cameron Archer,Aston Villa,0.3,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,50.0
119,Alphonse Areola,West Ham,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
120,Jesus Areso,Osasuna,2.1,1,0,0,3,4,0,2,0,3,0,0,0,6,3,6,33.3
121,Matias Arezo,Granada,1.8,1,0,0,3,1,0,4,1,3,0,0,0,3,7,5,58.3
122,Santiago Arias,Granada,4.9,1,0,0,6,5,2,15,5,5,0,0,0,23,9,14,39.1
123,Adam Armstrong,Southampton,15.7,1,0,0,13,6,2,18,3,4,1,0,0,36,13,23,36.1
124,Stuart Armstrong,Southampton,16.4,1,0,0,11,20,1,35,8,19,1,0,0,94,3,11,21.4
125,Marko Arnautovic,Bologna,29.9,6,0,0,45,21,14,12,7,9,0,0,0,77,25,41,37.9
126,Maximilian Arnold,Wolfsburg,33.3,4,0,0,47,57,1,182,37,20,0,1,0,243,33,28,54.1
127,Kepa Arrizabalaga,Chelsea,4.0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,100.0
128,Tolgay Arslan,Udinese,18.4,9,0,0,28,36,0,33,13,20,1,0,0,140,6,8,42.9
130,Arthur,Fiorentina,8.3,1,0,0,16,10,1,2,1,5,0,0,0,15,12,26,31.6
131,Santiago Arzamendia,Cádiz,5.2,2,0,0,6,4,1,18,4,6,0,0,0,36,12,19,38.7
132,Takuma Asano,Bochum,17.9,1,0,0,17,27,18,34,7,6,0,0,0,86,15,42,26.3
133,Santiago Ascacibar,Hertha BSC,26.4,5,0,0,35,31,2,2,41,54,0,0,0,192,33,39,45.8
134,Sergio Asenjo,Villarreal,6.0,1,0,0,0,0,0,0,1,0,0,0,0,17,2,0,100.0
135,Alejandro Asensio,Rayo Vallecano,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,100.0
136,Marco Asensio,Real Madrid,19.2,2,0,0,8,20,2,71,12,8,0,0,0,83,0,9,0.0
137,Harrison Ashby,West Ham,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
138,Kristoffer Askildsen,Sampdoria,8.4,5,0,0,17,14,0,2,15,6,0,0,1,43,21,10,67.7
139,Fisnik Asllani,Hoffenheim,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
140,Kristjan Asllani,Empoli,15.0,2,0,0,13,23,0,29,19,9,0,0,0,122,4,6,40.0
141,Iago Aspas,Celta Vigo,34.3,9,0,0,22,50,20,108,11,7,0,1,0,113,22,32,40.7
142,Lorenz Assignon,Rennes,6.8,0,0,0,10,12,2,21,11,10,0,0,0,40,11,6,64.7
143,Simon Asta,Greuther Fürth,8.7,1,0,0,13,9,2,16,8,6,0,0,1,50,4,5,44.4
144,Youcef Atal,Nice,12.7,4,0,0,17,23,3,54,32,19,1,1,0,72,26,12,68.4
145,Pierre-Emerick Aubameyang,Arsenal,11.5,3,0,0,15,8,10,11,0,5,0,0,0,22,25,28,47.2
146,Pierre-Emerick Aubameyang,Barcelona,12.0,0,0,0,7,7,7,5,2,2,0,0,0,17,7,13,35.0
147,Emil Audero,Sampdoria,28.4,2,0,0,0,6,0,0,2,1,0,0,0,31,7,0,100.0
148,Tommaso Augello,Sampdoria,26.6,0,0,0,12,21,1,74,29,20,0,0,0,172,33,19,63.5
149,Jean-Kevin Augustin,Nantes,0.9,1,0,0,1,1,0,0,0,0,0,0,0,3,2,1,66.7
150,Ludwig Augustinsson,Sevilla,8.8,3,0,0,13,10,0,47,5,14,0,0,0,41,15,7,68.2
151,Serge Aurier,Villarreal,11.2,4,0,0,15,6,1,27,11,9,0,1,0,52,21,16,56.8
152,Ezequiel Avila,Osasuna,20.8,9,1,1,31,40,13,79,13,7,0,1,0,77,50,70,41.7
153,Taiwo Awoniyi,Union Berlin,24.2,1,0,0,25,23,21,10,2,7,1,0,1,82,54,101,34.8
154,Ramzi Aya,Salernitana,1.5,1,0,0,1,0,0,1,0,1,0,0,0,8,0,1,0.0
156,Jordan Ayew,Crystal Palace,22.4,2,0,0,38,66,2,74,15,30,1,0,0,132,32,58,35.6
157,Kaan Ayhan,Sassuolo,15.0,2,1,0,13,5,1,2,13,12,0,1,0,68,24,34,41.4
158,Luke Ayling,Leeds United,25.2,4,1,0,22,19,2,31,28,42,0,1,0,187,34,50,40.5
159,Karim Azamoum,Troyes,4.3,2,0,0,12,3,0,1,1,5,0,0,0,21,7,5,58.3
160,Sardar Azmoun,Leverkusen,4.0,0,0,0,8,4,0,2,0,1,0,0,0,9,7,10,41.2
161,Cesar Azpilicueta,Chelsea,23.0,3,0,0,25,5,2,47,23,28,0,1,0,110,46,29,61.3
162,Iddrisu Baba,Mallorca,21.5,9,0,0,42,38,0,5,24,30,0,0,0,187,41,34,54.7
163,Carlos Bacca,Granada,5.7,3,0,0,3,8,5,4,1,4,1,0,0,12,8,16,33.3
164,Daniel Bachmann,Watford,12.0,0,0,0,1,1,0,0,1,0,0,1,0,10,2,0,100.0
165,Loic Bade,Rennes,10.9,3,1,1,6,1,0,2,12,5,0,0,0,61,25,18,58.1
166,Milan Badelj,Genoa,31.6,4,0,0,39,19,0,10,85,37,1,0,0,258,34,28,54.8
167,Edgar Badia,Elche,24.0,2,0,0,0,1,0,0,0,0,0,0,0,44,8,3,72.7
168,Benoit Badiashile,Monaco,20.4,4,0,0,24,9,2,1,28,19,0,1,0,150,57,17,77.0
169,Youssouph Badji,Brest,1.5,0,0,0,4,0,1,1,0,0,0,0,0,2,7,6,53.8
170,Miguel Baeza,Celta Vigo,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
171,Nicola Bagnolini,Bologna,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
172,Issa Bah,Venezia,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,100.0
173,Stephane Bahoken,Angers,12.2,0,0,0,23,14,4,10,3,8,0,0,0,22,24,38,38.7
174,Leon Bailey,Aston Villa,8.5,3,0,0,12,11,4,33,1,11,0,0,0,38,10,16,38.5
175,Eric Bailly,Manchester Utd,2.4,1,0,0,2,0,0,0,3,4,0,0,1,10,6,2,75.0
176,Denys Bain,Brest,2.0,0,0,0,4,2,0,0,3,3,0,0,0,11,4,2,66.7
177,Stefan Bajic,Saint-Étienne,5.7,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,75.0
178,Nedim Bajrami,Empoli,22.8,3,0,0,16,14,7,156,3,14,0,0,0,91,0,14,0.0
179,Cedric Bakambu,Marseille,4.0,1,0,0,6,2,5,3,0,0,0,0,0,5,7,11,38.9
180,Abdoulaye Bakayoko,Saint-Étienne,3.4,0,0,0,7,5,0,0,12,9,0,0,0,25,4,4,50.0
182,Tiemoue Bakayoko,Milan,5.6,3,0,0,12,10,0,1,9,13,0,1,0,33,16,8,66.7
183,Mitchel Bakker,Leverkusen,20.2,6,0,0,15,19,0,37,23,22,0,1,0,147,13,13,50.0
184,Ridle Baku,Wolfsburg,27.2,4,0,0,28,37,9,73,21,37,0,0,0,166,28,35,44.4
185,Dilane Bakwa,Bordeaux,0.5,0,0,0,2,1,0,0,0,1,0,0,0,2,3,1,75.0
186,Tommaso Baldanzi,Empoli,0.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
187,Alejandro Balde,Barcelona,2.1,0,0,0,4,4,0,6,1,1,0,0,0,13,0,2,0.0
188,Ibrahima Balde,Lens,0.6,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,66.7
189,Keita Balde,Cagliari,13.7,2,0,0,27,30,9,8,4,4,1,1,0,33,20,46,30.3
190,Gareth Bale,Real Madrid,3.1,2,0,0,3,0,1,3,2,1,0,0,0,4,7,5,58.3
191,Mikel Balenziaga,Athletic Club,22.5,2,0,0,21,12,1,51,21,24,0,0,0,125,33,18,64.7
192,Leonardo Balerdi,Marseille,10.6,4,1,0,10,5,0,0,19,6,0,0,0,78,17,13,56.7
193,Ivan Balliu,Rayo Vallecano,35.0,10,1,0,42,57,4,111,39,22,0,3,0,166,23,33,41.1
194,Fode Ballo-Toure,Milan,5.0,2,0,0,12,10,1,18,3,14,0,1,0,35,5,9,35.7
195,Folarin Balogun,Arsenal,0.8,0,0,0,0,1,1,0,0,1,0,0,0,2,1,3,25.0
196,Abdoulaye Bamba,Angers,5.1,1,0,0,5,6,0,10,9,5,0,0,1,19,6,5,54.5
197,Jonathan Bamba,Lille,27.0,3,0,0,11,56,14,115,21,12,0,0,0,169,16,19,45.7
198,Patrick Bamford,Leeds United,6.2,2,0,0,5,5,5,3,2,0,0,0,0,12,5,14,26.3
199,Filippo Bandinelli,Empoli,21.7,10,0,0,53,18,5,68,10,20,0,1,0,117,12,31,27.9
200,Mattia Bani,Genoa,13.5,1,0,0,14,19,0,1,20,13,0,0,0,70,42,27,60.9
201,Simon Banza,Lens,1.4,0,0,0,3,7,0,1,1,1,0,0,0,5,6,5,54.5
202,Shandon Baptiste,Brentford,10.1,2,1,1,6,11,1,8,11,4,0,0,0,62,7,18,28.0
203,Antonin Barak,Hellas Verona,26.0,4,0,0,27,17,3,13,6,8,1,0,0,156,41,68,37.6
204,Barbero,Osasuna,0.2,0,0,0,2,1,0,0,0,0,0,0,0,0,2,2,50.0
205,Danilo Barbosa,Nice,1.0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,5,44.4
206,Barcia,Granada,0.8,0,0,0,0,0,0,0,1,0,0,0,0,6,1,1,50.0
208,Bradley Barcola,Lyon,2.9,0,0,0,5,0,1,4,2,4,0,0,0,16,5,5,50.0
209,Melvin Bard,Nice,28.8,3,0,0,21,30,1,87,51,37,0,0,0,226,41,31,56.9
210,Enis Bardhi,Levante,18.9,3,0,0,33,44,4,87,10,12,0,1,0,95,6,8,42.9
211,Francesco Bardi,Bologna,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100.0
212,Keidi Bare,Espanyol,16.5,9,0,0,25,29,0,7,15,17,1,0,0,90,13,30,30.2
213,Nicolo Barella,Inter,32.4,9,0,0,30,52,4,66,21,42,1,0,0,190,22,24,47.8
214,Kike Barja,Osasuna,9.6,2,0,0,17,23,0,55,9,11,0,0,0,65,9,11,45.0
215,Ross Barkley,Chelsea,2.0,0,0,0,2,4,0,7,1,0,0,0,0,17,6,2,75.0
216,Aymen Barkok,Eint Frankfurt,1.8,0,0,0,4,1,0,2,5,2,0,0,0,11,6,3,66.7
217,Ashley Barnes,Burnley,9.0,4,0,0,21,12,9,2,2,2,0,1,0,34,49,65,43.0
218,Harvey Barnes,Leicester City,23.3,2,0,0,19,20,10,45,5,16,0,0,0,93,24,41,36.9
219,Antonio Barragan,Elche,11.3,5,0,0,19,17,0,33,17,14,0,2,0,54,8,2,80.0
220,Leandro Barreiro Martins,Mainz 05,19.9,3,0,0,41,27,0,8,32,32,2,0,0,109,25,27,48.1
221,Ander Barrenetxea,Real Sociedad,6.1,0,0,0,10,16,1,8,2,10,0,0,0,39,4,4,50.0
222,Jacob Barrett Laursen,Arminia,18.1,1,0,0,12,6,1,54,28,12,0,0,1,99,18,26,40.9
223,Musa Barrow,Bologna,23.7,0,0,0,10,25,6,112,6,4,0,0,0,93,15,48,23.8
224,Abdourahmane Barry,Greuther Fürth,2.3,2,0,0,9,3,0,7,4,4,0,0,0,18,4,1,80.0
225,Marc Bartra,Betis,22.1,5,0,0,21,16,0,0,33,14,0,0,0,99,59,36,62.1
226,Daniele Baselli,Torino,1.7,0,0,0,3,4,1,5,1,3,0,0,0,11,2,6,25.0
227,Daniele Baselli,Cagliari,3.2,1,0,0,2,3,0,17,2,5,0,0,0,24,2,3,40.0
228,Toma Basic,Lazio,10.9,3,0,0,13,6,0,15,4,8,0,0,0,41,8,10,44.4
229,Toma Basic,Bordeaux,2.3,0,0,0,6,2,0,18,2,2,0,0,0,4,0,1,0.0
230,Amine Bassi,Metz,2.0,0,0,0,4,4,0,16,0,3,0,0,0,12,1,4,20.0
231,Alvaro Bastida,Cádiz,2.2,1,0,0,1,0,0,0,3,4,0,0,0,12,1,8,11.1
232,Alessandro Bastoni,Inter,25.7,4,0,0,30,28,0,29,35,25,0,1,0,152,43,26,62.3
234,Simone Bastoni,Spezia,25.4,5,1,0,30,35,1,113,30,34,0,0,0,185,25,13,65.8
235,Lewis Bate,Leeds United,1.6,0,0,0,3,1,0,0,1,0,0,0,0,8,0,2,0.0
236,Rodrigo Battaglia,Mallorca,13.1,4,0,0,28,18,0,1,10,16,0,1,0,82,32,24,57.1
237,Maximilian Bauer,Greuther Fürth,18.8,5,0,0,26,10,1,1,29,15,0,1,1,90,49,36,57.6
238,Oliver Baumann,Hoffenheim,33.0,1,0,0,0,3,0,0,0,0,0,0,0,86,9,0,100.0
239,Timo Baumgartl,Union Berlin,24.1,5,0,0,24,13,0,10,37,28,0,0,2,127,53,43,55.2
240,Julian Baumgartlinger,Leverkusen,1.0,1,0,0,2,0,0,1,2,1,0,0,0,8,1,1,50.0
241,Christoph Baumgartner,Hoffenheim,21.0,5,0,0,37,32,1,35,8,15,0,0,0,103,37,49,43.0
242,Jon Bautista,Real Sociedad,0.5,0,0,0,1,2,1,0,1,0,0,0,0,3,1,0,100.0
243,Paul Baysse,Bordeaux,0.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0
244,Noah Joel Sarenren Bazee,Augsburg,2.7,1,0,0,6,3,0,10,1,2,0,0,0,12,8,14,36.4
245,Bebe,Rayo Vallecano,9.6,2,0,0,12,16,6,87,3,5,1,0,0,47,8,14,36.4
246,Ihlas Bebou,Hoffenheim,23.2,0,0,0,26,21,11,49,12,14,0,0,0,78,37,77,32.5
247,Rodrigo Becao,Udinese,34.8,10,0,0,57,45,4,17,42,46,0,1,0,193,63,32,66.3
248,Mads Bech Sorensen,Brentford,9.3,3,0,0,8,4,0,10,6,7,0,1,0,41,9,4,69.2
249,Sheraldo Becker,Union Berlin,19.5,4,0,0,26,25,10,123,2,6,0,0,0,96,11,39,22.0
250,Jan Bednarek,Southampton,29.2,10,0,0,30,15,1,1,72,15,0,1,1,177,91,38,70.5
251,Donny van de Beek,Manchester Utd,0.8,0,0,0,2,2,0,0,2,4,0,0,0,7,1,2,33.3
252,Donny van de Beek,Everton,5.4,1,0,0,7,1,0,6,6,7,0,0,0,35,7,5,58.3
253,Asmir Begovic,Everton,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,100.0
254,Valon Behrami,Genoa,3.5,3,0,0,8,5,0,2,1,1,0,0,0,13,0,7,0.0
255,Kevin Behrens,Union Berlin,5.5,1,0,0,15,5,1,2,3,2,1,0,0,25,45,40,52.9
