,Player,Squad,90s,Att,Pass Types - Live,Pass Types - Dead,Pass Types - FK,Pass Types - TB,Pass Types - Sw,Pass Types - Crs,Pass Types - TI,Pass Types - CK,Corner Kicks - In,Corner Kicks - Out,Corner Kicks - Str,Outcomes - Cmp,Outcomes - Off,Outcomes - Blocks
20,Tyler Adams,Leeds United,24.0,1343,1271,72,58,1,2,2,14,0,0,0,0,1108,0,24
21,Sargis Adamyan,Köln,7.2,179,159,19,0,1,1,13,6,0,0,0,0,123,1,8
22,Tosin Adarabioyo,Fulham,23.2,1300,1235,58,47,2,12,2,7,0,0,0,0,1066,7,10
23,Martin Adeline,Reims,1.2,41,38,3,1,0,0,0,1,1,0,0,0,29,0,1
24,Karim Adeyemi,Dortmund,15.4,457,431,23,3,2,1,25,12,8,7,1,0,335,3,21
26,Amine Adli,Leverkusen,15.9,565,535,23,4,3,2,18,5,8,2,2,0,427,7,19
27,Yacine Adli,Milan,1.6,76,72,4,1,0,1,6,1,2,0,2,0,49,0,5
28,Michel Aebischer,Bologna,17.1,674,641,30,10,0,3,21,13,4,1,3,0,557,3,16
29,Felix Afena-Gyan,Cremonese,9.1,193,185,8,2,0,1,4,5,0,0,0,0,146,0,4
30,Emmanuel Agbadou,Reims,26.5,1493,1433,56,50,7,18,2,4,0,0,0,0,1281,4,11
31,Julen Agirrezabala,Athletic Club,7.5,241,169,72,10,0,0,0,0,0,0,0,0,171,0,0
32,Lucien Agoume,Troyes,12.2,744,720,21,15,3,8,9,2,4,3,0,0,619,3,12
33,Felix Agu,Werder Bremen,0.5,25,19,6,0,0,0,1,6,0,0,0,0,16,0,2
34,Alvaro Aguado,Valladolid,21.0,1142,1040,95,50,3,39,57,5,35,3,24,0,930,7,17
35,Kevin Agudelo,Spezia,23.7,735,711,17,2,5,1,34,7,5,3,2,0,531,7,39
36,Nayef Aguerd,West Ham,17.7,763,723,36,29,0,21,0,0,0,0,0,0,599,4,5
37,Ruben Aguilar,Monaco,13.0,847,696,149,18,0,3,39,131,0,0,0,0,696,2,22
38,Naouirou Ahamada,Crystal Palace,1.0,46,45,1,0,0,0,2,0,0,0,0,0,37,0,0
39,Naouirou Ahamada,Stuttgart,15.5,529,514,13,4,2,1,6,5,0,0,0,0,449,2,13
40,Amar Ahmed,Troyes,0.2,10,10,0,0,0,0,0,0,0,0,0,0,6,0,0
41,Jean-Eudes Aholou,Strasbourg,14.4,592,576,16,13,3,6,5,1,0,0,0,0,447,0,11
42,Joseph Aidoo,Celta Vigo,34.7,1766,1710,51,42,0,5,2,8,0,0,0,0,1525,5,13
43,Ola Aina,Torino,9.7,544,432,108,8,0,3,35,97,3,0,0,0,402,4,17
44,Rayan Ait Nouri,Wolves,12.0,578,487,89,5,0,2,21,81,3,1,2,0,470,2,18
45,Emanuel Aiwum,Cremonese,18.4,817,715,100,24,1,6,4,67,0,0,0,0,646,2,13
46,Kristoffer Ajer,Brentford,8.5,345,293,51,7,0,4,6,44,0,0,0,0,259,1,8
47,Ludovic Ajorque,Strasbourg,8.6,255,242,10,1,3,3,0,0,0,0,0,0,178,3,1
48,Ludovic Ajorque,Mainz 05,13.5,415,398,14,1,1,5,4,2,0,0,0,0,243,3,11
49,Manuel Akanji,Manchester City,25.4,2056,1999,55,28,0,8,6,27,0,0,0,0,1912,2,8
50,Nathan Ake,Manchester City,20.8,1813,1685,126,35,1,6,15,91,0,0,0,0,1639,2,26
52,Sergio Akieme,Almería,25.5,1061,824,230,25,3,13,70,205,0,0,0,0,821,7,20
53,Babatunde Akinsola,Valladolid,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
54,Maghnes Akliouche,Monaco,4.5,168,161,5,1,0,0,10,3,1,1,0,0,130,2,6
55,Paul Akouokou,Betis,5.0,174,168,4,2,1,2,0,2,0,0,0,0,160,2,3
56,Jean-Daniel Akpa-Akpro,Empoli,15.1,406,396,9,7,1,3,11,2,0,0,0,0,302,1,20
57,Kevin Akpoguma,Hoffenheim,21.7,1024,966,56,30,1,14,8,26,0,0,0,0,814,2,18
58,David Alaba,Real Madrid,20.4,1189,1082,98,45,4,3,26,46,3,3,0,0,1042,9,11
59,Angel Alarcon,Barcelona,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Tomas Alarcon,Cádiz,2.5,95,88,7,5,1,3,6,0,2,1,1,0,78,0,0
61,Lucas Alario,Eint Frankfurt,3.7,85,80,5,0,0,0,0,0,0,0,0,0,56,0,1
62,Jordi Alba,Barcelona,15.8,1460,1277,178,40,4,8,91,137,1,0,0,0,1217,5,24
63,Luis Alberto,Lazio,27.1,1988,1732,246,81,14,7,147,7,117,55,49,0,1640,10,30
64,Raul Albiol,Villarreal,23.5,1472,1428,42,34,0,15,1,0,0,0,0,0,1303,2,7
65,Marc Albrighton,Leicester City,2.6,148,130,17,1,1,0,28,7,7,1,3,2,89,1,10
66,Thiago Alcantara,Liverpool,13.9,1097,1063,31,23,8,15,3,6,0,0,0,0,946,3,22
67,Carlos Alcaraz,Southampton,11.4,290,279,9,1,2,4,4,1,0,0,0,0,222,2,10
68,Ruben Alcaraz,Cádiz,22.7,1046,978,63,44,6,27,44,0,15,9,2,2,827,5,17
69,Omar Alderete,Getafe,22.7,877,826,37,30,1,25,7,7,0,0,0,0,509,14,13
70,Ivan Alejo,Cádiz,14.6,392,365,25,5,1,0,108,13,7,2,4,0,219,2,26
71,Dogan Alemdar,Rennes,4.5,145,96,48,13,0,0,0,0,0,0,0,0,95,1,0
72,Carles Alena,Getafe,23.5,809,782,21,8,3,10,43,2,9,5,4,0,607,6,18
73,Trent Alexander-Arnold,Liverpool,32.5,2912,2393,509,70,26,59,252,341,98,16,74,1,2188,10,37
74,Alejandro Alfaro,Elche,0.2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
75,Angel Algobia,Getafe,12.6,521,502,17,15,0,5,11,0,1,1,0,0,420,2,8
76,Mohamed Ali Cho,Real Sociedad,6.5,165,158,6,0,0,0,30,0,2,1,1,0,108,1,6
78,Faride Alidou,Eint Frankfurt,2.0,101,84,17,0,0,0,7,17,0,0,0,0,74,0,2
79,Alisson,Liverpool,37.0,1453,1199,250,57,0,2,0,0,0,0,0,0,1241,4,1
80,Jim Allevinah,Clermont Foot,24.9,848,789,58,7,0,3,65,50,0,0,0,0,658,1,32
81,Dele Alli,Everton,0.4,15,13,2,1,0,0,0,0,0,0,0,0,12,0,0
82,Domingos Andre Ribeiro Almeida,Valencia,28.2,1402,1226,164,72,7,12,127,13,63,22,17,0,1110,12,18
83,Miguel Almiron,Newcastle Utd,27.7,982,946,30,0,3,4,26,18,11,0,0,0,811,6,29
84,Marcos Alonso,Barcelona,13.0,1005,956,47,16,1,11,23,16,12,6,4,0,896,2,8
85,Mickael Alphonse,Ajaccio,15.1,686,527,157,8,0,0,27,149,0,0,0,0,448,2,21
86,Eder Alvarez Balanta,Schalke 04,2.6,91,84,5,3,1,1,2,0,2,1,1,0,64,2,1
87,Carlos Alvarez,Sevilla,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
88,Gaston Alvarez,Getafe,16.7,579,431,147,6,0,2,23,141,0,0,0,0,350,1,16
89,Julian Alvarez,Manchester City,16.3,503,478,21,2,7,3,26,4,4,3,0,0,395,4,17
90,Agustin Alvarez Martinez,Sassuolo,4.1,84,76,8,0,0,1,4,0,3,0,3,0,68,0,1
91,Yeray Alvarez,Athletic Club,25.9,1392,1308,80,72,5,35,9,2,0,0,0,0,1123,4,12
92,Ibrahim Amadou,Angers,4.7,190,186,4,4,0,0,1,0,0,0,0,0,161,0,5
93,Selim Amallah,Valladolid,3.0,83,80,3,0,0,1,2,2,0,0,0,0,63,0,1
94,Daniel Amartey,Leicester City,17.9,1114,1092,20,15,2,2,0,5,0,0,0,0,1015,2,2
95,Amath,Mallorca,13.6,299,278,20,1,1,1,16,8,0,0,0,0,215,1,16
96,Jordan Amavi,Getafe,2.2,96,69,27,1,0,0,6,26,0,0,0,0,51,0,5
97,Lukas Ambros,Wolfsburg,0.2,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
98,Kelvin Amian,Spezia,26.4,1110,869,238,14,1,2,39,222,2,0,1,0,830,3,31
99,Bruno Amione,Hellas Verona,0.6,16,9,7,0,0,0,0,3,0,0,0,0,11,0,1
100,Bruno Amione,Sampdoria,23.2,1032,948,81,33,0,0,5,48,0,0,0,0,821,3,23
101,Nadiem Amiri,Leverkusen,10.9,507,472,32,14,4,4,16,4,9,2,7,0,423,3,15
102,Samuel Amo-Ameyaw,Southampton,0.0,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
104,Ethan Ampadu,Spezia,29.3,1548,1426,116,46,3,17,11,47,0,0,0,0,1254,6,20
105,Sofyan Amrabat,Fiorentina,22.2,1490,1396,91,80,1,22,26,9,1,0,0,0,1323,3,25
106,Ayoub Amraoui,Nice,3.3,185,174,11,0,0,1,14,11,0,0,0,0,155,0,5
107,Joachim Andersen,Crystal Palace,30.9,1972,1840,123,107,4,44,10,13,1,0,0,0,1561,9,13
108,Elliot Anderson,Newcastle Utd,4.6,198,193,3,0,1,0,9,2,1,0,0,0,150,2,10
109,Felipe Anderson,Lazio,32.9,1410,1370,34,2,4,8,50,21,3,1,2,0,1093,6,41
110,Benjamin Andre,Lille,32.4,2324,2262,54,49,8,23,14,5,0,0,0,0,1942,8,31
111,Marcos Andre,Valencia,5.0,64,58,6,0,1,1,1,0,0,0,0,0,43,0,1
112,Komnen Andric,Clermont Foot,16.1,428,391,35,0,0,4,1,0,0,0,0,0,320,2,16
113,Robert Andrich,Leverkusen,26.7,1455,1404,49,42,0,4,4,5,0,0,0,0,1218,2,12
114,Angelino,Hoffenheim,29.1,1544,1160,366,42,1,16,179,276,48,18,23,0,1012,18,40
115,Fabrizio Angileri,Getafe,6.5,260,190,70,3,0,2,12,67,0,0,0,0,153,0,13
116,Jaidon Anthony,Bournemouth,14.0,526,480,45,9,2,5,43,21,14,9,1,1,387,1,18
117,Janis Antiste,Sassuolo,0.6,18,18,0,0,0,0,0,0,0,0,0,0,13,0,0
118,Waldemar Anton,Stuttgart,32.6,2059,1854,201,64,4,21,31,136,0,0,0,0,1629,4,31
119,Josep Antoni Gaya,Mallorca,1.1,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0
120,Jose Antonio,Cádiz,0.5,10,9,1,1,0,0,1,0,0,0,0,0,8,0,1
121,Marcos Antonio,Lazio,6.6,420,418,2,2,1,0,0,0,0,0,0,0,380,0,5
122,Michail Antonio,West Ham,20.3,348,335,12,1,1,1,35,8,0,0,0,0,186,1,18
123,Antony,Manchester Utd,20.0,819,804,15,1,3,2,32,13,1,0,0,0,651,0,29
124,Valentin Antov,Monza,3.4,229,213,16,4,0,1,2,12,0,0,0,0,201,0,1
125,Christopher Antwi-Adjei,Bochum,22.0,712,513,195,3,2,2,63,180,4,0,0,0,432,4,32
126,Anuar,Valladolid,2.3,40,39,1,0,0,0,1,1,0,0,0,0,30,0,4
127,Houssem Aouar,Lyon,5.8,370,361,9,4,1,3,6,1,3,0,0,0,299,0,9
128,Adil Aouchiche,Lorient,2.8,154,133,21,8,0,4,17,3,8,2,4,0,115,0,4
130,Dennis Appiah,Nantes,8.8,468,393,74,5,0,0,21,69,0,0,0,0,339,1,8
131,Stredair Appuah,Nantes,0.7,27,26,1,1,0,1,2,0,0,0,0,0,19,0,2
132,Mauro Arambarri,Getafe,11.0,421,355,66,44,0,6,42,0,22,14,7,1,326,0,7
133,Charles Aranguiz,Leverkusen,5.5,311,290,20,12,0,0,12,1,7,4,3,0,248,1,3
134,Ronald Araujo,Barcelona,20.0,1287,1207,75,41,2,19,5,25,0,0,0,0,1139,5,6
135,Cameron Archer,Aston Villa,0.5,12,11,1,1,0,0,1,0,0,0,0,0,8,0,1
136,Tairyk Arconte,Brest,1.4,17,15,2,0,0,0,1,1,0,0,0,0,10,0,1
137,Alphonse Areola,West Ham,3.4,92,59,32,2,0,0,0,0,0,0,0,0,67,1,0
138,Adu Ares,Athletic Club,0.9,51,49,2,0,0,1,8,1,1,0,0,0,42,0,1
139,Joe Aribo,Southampton,13.6,385,376,9,0,0,0,8,2,0,0,0,0,280,0,16
140,Adam Armstrong,Southampton,14.8,302,267,35,0,0,4,14,3,0,0,0,0,220,0,21
141,Stuart Armstrong,Southampton,15.6,676,634,40,4,3,3,37,14,2,0,2,0,531,2,24
142,Marko Arnautovic,Bologna,17.0,467,420,40,0,3,0,9,4,0,0,0,0,328,7,15
143,Maximilian Arnold,Wolfsburg,30.7,1642,1335,296,177,6,32,154,9,87,57,28,0,1269,11,9
144,Mohamed El Arouch,Lyon,0.0,2,1,1,0,0,0,1,0,1,1,0,0,1,0,0
145,Sergio Arribas,Real Madrid,0.2,11,9,2,0,0,0,1,0,2,1,0,0,9,0,0
146,Kepa Arrizabalaga,Chelsea,28.5,1046,805,241,59,0,3,0,0,0,0,0,0,871,0,1
147,Roberto Arroyo,Valladolid,0.2,5,5,0,0,0,1,1,0,0,0,0,0,0,0,2
148,Tolgay Arslan,Udinese,13.5,605,556,48,27,0,15,28,6,14,7,1,0,485,1,14
149,Ricard Artero,Girona,1.5,47,47,0,0,0,0,0,0,0,0,0,0,37,0,3
150,Arthur,Fiorentina,15.9,271,253,16,0,1,1,4,3,0,0,0,0,183,2,14
151,Santiago Arzamendia,Cádiz,5.4,226,188,35,7,0,3,14,26,2,1,1,0,150,3,16
152,Takuma Asano,Bochum,19.0,342,336,4,1,2,0,28,2,1,0,0,0,237,2,16
153,Santiago Ascacibar,Cremonese,8.1,435,412,21,11,0,4,5,5,5,0,3,0,358,2,9
154,Sergio Asenjo,Valladolid,10.0,353,234,118,26,0,2,0,0,0,0,0,0,233,1,1
156,Marco Asensio,Real Madrid,16.0,802,722,76,18,5,7,82,8,48,25,7,0,650,4,28
157,Kristoffer Askildsen,Lecce,8.1,269,234,34,11,0,8,19,5,15,7,6,0,165,1,8
158,Fisnik Asllani,Hoffenheim,1.9,63,62,1,0,0,0,3,0,0,0,0,0,37,0,4
159,Kristjan Asllani,Inter,6.6,457,426,30,13,1,5,21,1,16,5,9,0,402,1,4
160,Iago Aspas,Celta Vigo,31.9,1227,1146,75,23,15,15,45,11,23,8,6,0,936,6,33
161,Lorenz Assignon,Rennes,2.9,155,127,27,5,0,0,4,22,0,0,0,0,127,1,2
162,Youcef Atal,Nice,8.7,509,432,77,11,1,1,40,66,0,0,0,0,408,0,19
163,Valentin Atangana Edoa,Reims,1.9,48,48,0,0,0,1,1,0,0,0,0,0,41,0,1
164,Pierre-Emerick Aubameyang,Chelsea,6.2,111,101,10,0,0,0,3,0,0,0,0,0,82,0,5
165,Pierre-Emerick Aubameyang,Barcelona,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
166,Emil Audero,Sampdoria,25.0,919,628,286,86,0,0,0,0,0,0,0,0,617,5,2
167,Tommaso Augello,Sampdoria,34.0,1774,1408,365,49,0,5,170,295,21,6,15,0,1283,1,71
168,Ludwig Augustinsson,Aston Villa,0.9,43,34,9,1,0,0,5,8,0,0,0,0,26,0,0
169,Ludwig Augustinsson,Mallorca,1.5,70,60,10,0,0,0,6,10,0,0,0,0,49,0,0
170,Serge Aurier,Nott'ham Forest,21.6,943,758,183,16,1,0,40,167,0,0,0,0,667,2,28
171,Mathias Autret,Auxerre,14.3,597,530,64,20,4,18,65,10,24,13,7,0,451,3,15
172,Ezequiel Avila,Osasuna,19.0,526,478,43,10,2,24,81,8,15,6,7,0,287,5,21
173,Cedric Avinel,Ajaccio,19.9,714,693,21,21,0,1,0,0,0,0,0,0,607,0,2
174,Taiwo Awoniyi,Nott'ham Forest,15.6,223,220,3,0,2,1,3,1,0,0,0,0,143,0,9
175,Yasin Ayari,Brighton,0.7,23,22,0,0,1,0,0,0,0,0,0,0,20,1,0
176,Mehmet Aydin,Schalke 04,6.3,280,220,56,4,1,1,23,51,1,0,0,0,178,4,13
177,Andre Ayew,Nott'ham Forest,3.5,73,68,5,0,0,0,1,0,1,0,0,0,53,0,0
178,Jordan Ayew,Crystal Palace,30.2,875,860,13,3,5,1,43,9,0,0,0,0,676,2,34
179,Kaan Ayhan,Sassuolo,6.1,332,311,20,15,0,7,0,2,0,0,0,0,288,1,2
180,Luke Ayling,Leeds United,22.8,1132,912,212,22,0,11,62,190,0,0,0,0,786,8,46
182,Ayman Azhil,Leverkusen,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Sardar Azmoun,Leverkusen,10.3,247,232,13,0,2,0,0,1,0,0,0,0,162,2,10
184,Cesar Azpilicueta,Chelsea,17.0,1065,893,169,30,0,0,26,139,0,0,0,0,872,3,14
185,Sanoussy Ba,RB Leipzig,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,Iddrisu Baba,Mallorca,18.9,584,571,10,9,1,7,0,1,0,0,0,0,476,3,9
187,Srdan Babic,Almería,33.3,1373,1295,71,65,1,12,2,5,0,0,0,0,1172,7,9
188,Loic Bade,Sevilla,16.1,847,829,15,12,0,0,4,2,0,0,0,0,735,3,9
189,Loic Bade,Rennes,1.0,59,59,0,0,0,0,0,0,0,0,0,0,52,0,0
190,Edgar Badia,Elche,36.0,1072,666,402,106,0,1,0,0,0,0,0,0,791,4,0
191,Benoit Badiashile,Chelsea,10.1,860,840,19,17,1,6,2,2,0,0,0,0,769,1,4
192,Benoit Badiashile,Monaco,9.3,468,455,13,13,0,5,0,0,0,0,0,0,403,0,2
193,Alex Baena,Villarreal,21.6,859,831,23,8,21,3,26,2,8,6,0,0,681,5,30
194,Jaime Baez,Cremonese,1.1,48,44,4,2,0,0,9,0,2,0,1,0,32,0,2
195,Leon Bailey,Aston Villa,21.9,547,507,40,4,4,5,96,10,18,13,0,0,337,0,31
196,Eric Bailly,Marseille,6.0,274,256,17,13,1,0,0,3,0,0,0,0,231,1,3
197,Denys Bain,Auxerre,1.4,56,55,1,1,0,1,0,0,0,0,0,0,52,0,0
198,Brandon Baiye,Clermont Foot,0.6,32,29,3,3,0,0,0,0,0,0,0,0,27,0,0
199,Stefan Bajcetic,Liverpool,5.8,258,255,3,3,0,3,5,0,0,0,0,0,200,0,6
200,Nedim Bajrami,Empoli,10.4,348,305,43,9,0,4,35,8,18,10,5,0,260,0,8
201,Nedim Bajrami,Sassuolo,9.1,355,307,48,9,0,0,57,5,34,17,13,0,245,0,15
202,Cedric Bakambu,Marseille,0.7,23,23,0,0,0,0,1,0,0,0,0,0,19,0,1
203,Tiemoue Bakayoko,Milan,0.5,20,20,0,0,0,0,0,0,0,0,0,0,17,0,0
204,Mitchel Bakker,Leverkusen,18.4,968,790,177,14,1,8,26,162,1,0,0,0,764,1,20
205,Ridle Baku,Wolfsburg,28.7,1551,1286,258,24,2,7,70,232,2,2,0,0,1216,7,34
206,Tommaso Baldanzi,Empoli,19.7,647,592,52,6,3,4,21,3,6,1,0,0,534,3,19
208,Alejandro Balde,Barcelona,27.5,1670,1444,217,32,0,5,67,185,0,0,0,0,1482,9,19
209,Thierno Balde,Troyes,23.9,931,758,173,15,4,2,37,156,2,2,0,0,763,0,19
210,Carlos Baleba,Lille,5.3,300,294,5,5,0,3,1,0,0,0,0,0,249,1,9
211,Mikel Balenziaga,Athletic Club,1.3,69,57,11,0,0,0,3,11,0,0,0,0,49,1,0
212,Leonardo Balerdi,Marseille,29.3,1656,1607,48,36,2,8,6,6,0,0,0,0,1389,1,16
213,Dominic Ballard,Southampton,0.3,7,5,2,0,0,0,0,1,0,0,0,0,5,0,0
214,Ivan Balliu,Rayo Vallecano,35.9,1850,1406,430,24,1,2,105,406,0,0,0,0,1422,14,46
215,Fode Ballo-Toure,Milan,5.8,281,219,62,6,0,1,17,56,0,0,0,0,234,0,2
216,Folarin Balogun,Reims,33.3,582,520,55,1,4,3,23,3,0,0,0,0,408,7,21
217,Abdoulaye Bamba,Angers,15.2,721,651,70,17,2,0,19,53,0,0,0,0,619,0,10
218,Jonathan Bamba,Lille,30.9,1405,1334,67,18,9,5,79,40,9,2,2,0,1125,4,56
219,Patrick Bamford,Leeds United,16.8,333,294,38,0,1,0,5,1,0,0,0,0,229,1,10
220,Lameck Banda,Lecce,18.2,428,409,17,1,0,1,51,5,11,5,1,0,278,2,22
221,Filippo Bandinelli,Empoli,25.1,1049,973,69,17,3,8,91,41,9,3,5,0,773,7,42
222,Leo Baptistao,Almería,19.2,540,526,11,2,6,7,18,8,0,0,0,0,359,3,25
223,Shandon Baptiste,Brentford,6.9,295,287,6,1,2,0,11,3,2,2,0,0,247,2,7
224,Antonin Barak,Hellas Verona,0.3,14,13,1,0,0,0,1,0,0,0,0,0,11,0,0
225,Antonin Barak,Fiorentina,20.0,719,689,28,6,5,6,14,7,0,0,0,0,590,2,16
226,Andrea Barberis,Monza,3.8,166,157,9,6,0,0,4,1,2,0,2,0,140,0,2
227,Tommaso Barbieri,Juventus,1.2,64,49,14,1,1,0,7,13,0,0,0,0,43,1,2
228,Bradley Barcola,Lyon,16.0,466,460,3,0,0,1,21,3,0,0,0,0,324,3,17
229,Melvin Bard,Nice,27.3,1505,1278,224,22,1,3,70,202,0,0,0,0,1201,3,46
230,Francesco Bardi,Bologna,1.0,23,12,10,1,0,0,0,0,0,0,0,0,18,1,0
231,Keidi Bare,Espanyol,5.6,267,260,7,3,0,2,6,0,1,1,0,0,221,0,6
232,Nicolo Barella,Inter,29.0,1601,1566,29,13,6,16,84,8,6,0,2,0,1306,6,30
234,Kike Barja,Osasuna,14.6,487,458,28,2,2,2,110,12,13,5,5,0,316,1,21
235,Ross Barkley,Nice,10.7,497,441,55,13,1,2,46,4,38,19,14,0,391,1,11
236,Aymen Barkok,Mainz 05,6.5,264,249,12,2,2,1,12,7,3,1,1,0,181,3,10
237,Harvey Barnes,Leicester City,30.1,786,769,10,0,5,1,44,8,0,0,0,0,549,7,31
238,Leandro Barreiro Martins,Mainz 05,23.8,557,547,7,7,2,0,6,0,0,0,0,0,379,3,21
239,Enzo Barrenechea,Juventus,1.8,115,111,4,3,0,0,0,1,0,0,0,0,98,0,5
240,Ander Barrenetxea,Real Sociedad,9.8,376,343,32,5,1,1,13,25,2,0,0,0,288,1,19
241,Mickael Barreto,Ajaccio,14.7,695,607,83,46,2,4,76,12,24,9,11,0,481,5,14
242,Pablo Barrios,Atlético Madrid,8.0,450,438,9,7,1,5,6,2,0,0,0,0,368,3,12
243,Musa Barrow,Bologna,21.8,806,701,94,17,5,17,103,13,50,30,18,0,583,11,22
244,Federico Baschirotto,Lecce,37.0,1432,1312,113,66,1,22,14,41,0,0,0,0,1049,7,14
245,Toma Basic,Lazio,5.7,293,273,20,6,2,0,20,0,7,3,4,0,214,0,13
246,Alberto Basso,Cremonese,0.2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
247,Gil Bastiao Dias,Stuttgart,4.4,174,170,4,1,0,2,6,3,0,0,0,0,120,0,14
248,Alessandro Bastoni,Inter,24.0,1671,1510,152,53,2,24,49,77,0,0,0,0,1384,9,24
249,Simone Bastoni,Spezia,13.2,596,481,114,23,2,5,103,43,48,26,16,0,367,1,38
250,Rodrigo Battaglia,Mallorca,7.6,232,224,6,6,0,2,1,0,0,0,0,0,185,2,4
251,Maximilian Bauer,Augsburg,20.5,758,722,34,28,0,7,2,6,0,0,0,0,551,2,11
252,Oliver Baumann,Hoffenheim,34.0,1417,1081,332,83,0,6,0,0,0,0,0,0,1068,4,1
253,Timo Baumgartl,Union Berlin,6.2,316,301,15,13,0,3,6,0,0,0,0,0,257,0,2
254,Julian Baumgartlinger,Augsburg,6.2,228,219,9,4,0,2,2,1,0,0,0,0,189,0,2
255,Christoph Baumgartner,Hoffenheim,28.5,915,850,56,10,4,9,29,31,1,0,0,0,610,9,42
256,Cyrille Bayala,Ajaccio,22.3,654,615,35,1,5,0,44,34,0,0,0,0,399,4,32
257,Brian Bayeye,Torino,0.7,50,38,12,0,0,0,2,12,0,0,0,0,30,0,6
258,Noah Joel Sarenren Bazee,Augsburg,0.2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1
260,Gavin Bazunu,Southampton,32.0,1178,847,325,88,0,1,0,0,0,0,0,0,718,6,0
261,Bebe,Rayo Vallecano,0.7,38,26,11,6,0,2,16,2,3,2,0,0,21,1,2
262,Ihlas Bebou,Hoffenheim,15.7,369,336,30,0,0,2,11,21,0,0,0,0,246,3,12
263,Rodrigo Becao,Udinese,27.6,1400,1181,216,68,1,10,19,148,0,0,0,0,1089,3,31
264,Mads Bech Sorensen,Brentford,0.2,11,7,4,0,0,0,0,4,0,0,0,0,7,0,0
265,Julius Beck,Spezia,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
266,Sheraldo Becker,Union Berlin,28.4,652,631,17,3,1,1,139,10,2,0,0,0,387,4,44
267,Jan Bednarek,Southampton,18.6,902,849,52,35,0,3,1,12,0,0,0,0,753,1,8
268,Jan Bednarek,Aston Villa,1.1,66,64,2,2,0,0,0,0,0,0,0,0,60,0,1
269,Donny van de Beek,Manchester Utd,1.9,61,56,3,0,0,0,0,0,1,0,0,0,46,2,4
270,Asmir Begovic,Everton,1.0,30,21,9,1,0,0,0,0,0,0,0,0,21,0,0
271,Yanis Begraoui,Toulouse,0.7,19,17,2,0,0,0,0,0,0,0,0,0,14,0,0
