,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches - Touches,Touches - Def Pen,Touches - Def 3rd,Touches - Mid 3rd,Touches - Att 3rd,Touches - Att Pen,Touches - Live,Take-Ons - Att,Take-Ons - Succ,Take-Ons - Succ%,Take-Ons - Tkld,Take-Ons - Tkld%,Carries - Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - 1/3,Carries - CPA,Carries - Mis,Carries - Dis,Receiving - Rec,Receiving - PrgR
618,Matheus Cunha,br BRA,"FW,MF",Hertha BSC,Bundesliga,20.0,1999.0,8.3,281.0,4.0,33.0,144.0,120.0,24.0,281.0,50.0,41.0,82.0,9.0,18.0,186.0,1512.0,853.0,25.0,19.0,11.0,16.0,23.0,193.0,30.0
619,Matheus Cunha,br BRA,"FW,MF",RB Leipzig,Bundesliga,20.0,1999.0,3.1,144.0,1.0,4.0,59.0,82.0,21.0,144.0,10.0,5.0,50.0,5.0,50.0,93.0,503.0,258.0,9.0,7.0,5.0,10.0,13.0,105.0,13.0
620,Felipe Curcio,br BRA,DF,Brescia,Serie A,25.0,1993.0,0.1,13.0,0.0,2.0,8.0,3.0,1.0,13.0,0.0,0.0,,0.0,,8.0,92.0,80.0,1.0,0.0,0.0,0.0,0.0,9.0,3.0
621,Patrick Cutrone,it ITA,FW,Wolves,Premier League,21.0,1998.0,3.3,102.0,1.0,11.0,49.0,44.0,13.0,102.0,5.0,3.0,60.0,2.0,40.0,51.0,321.0,135.0,5.0,3.0,1.0,8.0,9.0,57.0,20.0
622,Patrick Cutrone,it ITA,FW,Fiorentina,Serie A,21.0,1998.0,9.3,266.0,7.0,32.0,103.0,132.0,42.0,266.0,9.0,4.0,44.4,5.0,55.6,163.0,761.0,267.0,11.0,4.0,7.0,37.0,10.0,200.0,69.0
624,Wylan Cyprien,fr FRA,MF,Nice,Ligue 1,24.0,1995.0,19.7,1504.0,43.0,292.0,937.0,293.0,16.0,1499.0,23.0,14.0,60.9,9.0,39.1,714.0,3224.0,2044.0,24.0,19.0,1.0,18.0,15.0,1112.0,28.0
625,Rafael Czichos,de GER,DF,Köln,Bundesliga,29.0,1990.0,24.5,1501.0,223.0,775.0,694.0,48.0,19.0,1501.0,14.0,9.0,64.3,5.0,35.7,774.0,4786.0,2842.0,30.0,12.0,1.0,11.0,5.0,849.0,7.0
626,Lennart-Marten Czyborra,de GER,DF,Atalanta,Serie A,20.0,1999.0,0.2,13.0,0.0,1.0,5.0,7.0,0.0,13.0,0.0,0.0,,0.0,,8.0,17.0,5.0,0.0,0.0,0.0,0.0,1.0,10.0,2.0
627,Marco D'Alessandro,it ITA,"MF,DF",SPAL,Serie A,28.0,1991.0,8.7,332.0,8.0,62.0,117.0,165.0,20.0,332.0,27.0,24.0,88.9,3.0,11.1,215.0,1886.0,1061.0,36.0,19.0,11.0,17.0,5.0,237.0,58.0
628,Danilo D'Ambrosio,it ITA,DF,Inter,Serie A,30.0,1988.0,15.6,1040.0,55.0,328.0,540.0,175.0,23.0,1040.0,13.0,9.0,69.2,4.0,30.8,521.0,2269.0,1340.0,21.0,15.0,3.0,17.0,6.0,694.0,67.0
629,Felice D'Amico,it ITA,MF,Sampdoria,Serie A,18.0,2000.0,0.0,10.0,0.0,2.0,2.0,6.0,1.0,10.0,1.0,0.0,0.0,1.0,100.0,5.0,45.0,9.0,1.0,0.0,1.0,2.0,0.0,5.0,0.0
630,Lucas Da Cunha,fr FRA,MF,Rennes,Ligue 1,18.0,2001.0,0.8,31.0,0.0,4.0,17.0,12.0,2.0,31.0,1.0,1.0,100.0,0.0,0.0,22.0,189.0,46.0,0.0,1.0,0.0,2.0,1.0,22.0,3.0
631,Jacopo Da Riva,it ITA,MF,Atalanta,Serie A,18.0,2000.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
632,Damien Da Silva,fr FRA,DF,Rennes,Ligue 1,31.0,1988.0,24.9,1514.0,163.0,844.0,652.0,35.0,10.0,1514.0,8.0,6.0,75.0,2.0,25.0,925.0,4880.0,2511.0,20.0,8.0,0.0,6.0,6.0,946.0,3.0
633,Moanes Dabbur,il ISR,FW,Sevilla,La Liga,27.0,1992.0,0.3,24.0,0.0,0.0,5.0,19.0,5.0,24.0,0.0,0.0,,0.0,,11.0,27.0,9.0,0.0,0.0,0.0,2.0,1.0,18.0,4.0
634,Moanes Dabbur,il ISR,FW,Hoffenheim,Bundesliga,27.0,1992.0,8.5,347.0,1.0,32.0,170.0,150.0,35.0,347.0,23.0,10.0,43.5,13.0,56.5,217.0,938.0,429.0,9.0,6.0,1.0,18.0,17.0,258.0,65.0
635,Bryan Dabo,bf BFA,MF,SPAL,Serie A,27.0,1992.0,12.5,690.0,19.0,127.0,422.0,152.0,10.0,690.0,19.0,12.0,63.2,7.0,36.8,440.0,2517.0,1361.0,31.0,21.0,1.0,24.0,8.0,518.0,27.0
636,Colin Dagba,fr FRA,DF,Paris S-G,Ligue 1,20.0,1998.0,7.4,472.0,21.0,121.0,200.0,153.0,15.0,472.0,13.0,7.0,53.8,6.0,46.2,271.0,1506.0,833.0,24.0,14.0,5.0,7.0,5.0,313.0,55.0
637,Mahmoud Dahoud,de GER,MF,Dortmund,Bundesliga,23.0,1996.0,6.2,567.0,13.0,105.0,354.0,111.0,8.0,567.0,13.0,10.0,76.9,3.0,23.1,367.0,1801.0,815.0,7.0,8.0,0.0,11.0,8.0,455.0,11.0
638,Leon Dajaku,de GER,"DF,MF",Bayern Munich,Bundesliga,18.0,2001.0,0.1,7.0,0.0,2.0,3.0,2.0,0.0,7.0,0.0,0.0,,0.0,,3.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
639,Felipe dal Belo,br BRA,DF,SPAL,Serie A,35.0,1984.0,11.1,544.0,70.0,270.0,249.0,30.0,7.0,544.0,2.0,2.0,100.0,0.0,0.0,289.0,1159.0,654.0,9.0,4.0,0.0,3.0,1.0,349.0,5.0
640,Christian Dalle Mura,it ITA,FW,Fiorentina,Serie A,17.0,2002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641,Diogo Dalot,pt POR,"DF,MF",Manchester Utd,Premier League,20.0,1999.0,0.7,80.0,3.0,12.0,36.0,32.0,1.0,80.0,3.0,0.0,0.0,3.0,100.0,36.0,192.0,65.0,2.0,0.0,1.0,1.0,2.0,48.0,7.0
642,Charlie Daniels,eng ENG,DF,Bournemouth,Premier League,32.0,1986.0,1.4,61.0,7.0,24.0,25.0,13.0,0.0,61.0,0.0,0.0,,0.0,,37.0,138.0,42.0,1.0,1.0,0.0,1.0,1.0,29.0,3.0
643,Danilo,br BRA,DF,Juventus,Serie A,28.0,1991.0,16.0,1382.0,52.0,353.0,720.0,320.0,15.0,1382.0,19.0,15.0,78.9,4.0,21.1,813.0,3268.0,1960.0,40.0,31.0,6.0,12.0,3.0,980.0,65.0
644,Arnaut Danjuma,nl NED,MF,Bournemouth,Premier League,22.0,1997.0,7.0,306.0,3.0,59.0,136.0,119.0,22.0,306.0,38.0,21.0,55.3,17.0,44.7,227.0,1820.0,823.0,31.0,19.0,13.0,12.0,14.0,239.0,60.0
645,Scott Dann,eng ENG,DF,Crystal Palace,Premier League,32.0,1987.0,14.1,704.0,108.0,408.0,271.0,28.0,22.0,704.0,6.0,5.0,83.3,1.0,16.7,332.0,1342.0,892.0,1.0,4.0,2.0,5.0,1.0,388.0,2.0
646,Kevin Danso,at AUT,DF,Southampton,Premier League,20.0,1998.0,3.1,203.0,12.0,46.0,116.0,43.0,2.0,203.0,7.0,3.0,42.9,4.0,57.1,88.0,556.0,287.0,6.0,4.0,0.0,4.0,1.0,109.0,4.0
647,Dante,br BRA,DF,Nice,Ligue 1,35.0,1983.0,21.0,1862.0,249.0,968.0,870.0,33.0,20.0,1862.0,9.0,8.0,88.9,1.0,11.1,1073.0,5226.0,3331.0,8.0,2.0,0.0,9.0,7.0,1396.0,1.0
648,Andrea Danzi,it ITA,MF,Hellas Verona,Serie A,20.0,1999.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
650,Sergi Darder,es ESP,MF,Espanyol,La Liga,25.0,1993.0,29.5,1347.0,24.0,196.0,747.0,426.0,35.0,1347.0,42.0,20.0,47.6,22.0,52.4,770.0,4043.0,1691.0,34.0,38.0,4.0,39.0,29.0,884.0,118.0
651,Vladimír Darida,cz CZE,MF,Hertha BSC,Bundesliga,28.0,1990.0,25.1,1465.0,38.0,255.0,815.0,418.0,42.0,1465.0,36.0,24.0,66.7,12.0,33.3,780.0,4513.0,1807.0,43.0,43.0,8.0,49.0,44.0,919.0,106.0
652,Matteo Darmian,it ITA,DF,Parma,Serie A,29.0,1989.0,29.8,1830.0,114.0,659.0,837.0,346.0,29.0,1830.0,23.0,10.0,43.5,13.0,56.5,928.0,3901.0,2253.0,36.0,30.0,6.0,22.0,13.0,1007.0,95.0
653,Alphonso Davies,ca CAN,DF,Bayern Munich,Bundesliga,18.0,2000.0,24.8,2172.0,60.0,539.0,1010.0,653.0,61.0,2172.0,129.0,82.0,63.6,47.0,36.4,1238.0,7792.0,4438.0,121.0,90.0,22.0,53.0,42.0,1320.0,191.0
654,Ben Davies,wls WAL,DF,Tottenham,Premier League,26.0,1993.0,15.9,1144.0,55.0,354.0,590.0,201.0,18.0,1144.0,18.0,9.0,50.0,9.0,50.0,600.0,2447.0,1399.0,32.0,20.0,2.0,7.0,9.0,643.0,54.0
655,Tom Davies,eng ENG,MF,Everton,Premier League,21.0,1998.0,22.5,1119.0,42.0,256.0,682.0,197.0,23.0,1119.0,30.0,21.0,70.0,9.0,30.0,611.0,3046.0,1486.0,24.0,29.0,1.0,28.0,20.0,698.0,32.0
656,Keinan Davis,eng ENG,FW,Aston Villa,Premier League,21.0,1998.0,6.1,217.0,4.0,11.0,91.0,120.0,30.0,217.0,20.0,14.0,70.0,6.0,30.0,148.0,864.0,400.0,19.0,11.0,7.0,26.0,11.0,172.0,50.0
657,Paweł Dawidowicz,pl POL,DF,Hellas Verona,Serie A,24.0,1995.0,7.7,516.0,57.0,219.0,260.0,40.0,6.0,516.0,4.0,3.0,75.0,1.0,25.0,263.0,1443.0,1021.0,14.0,8.0,0.0,6.0,0.0,322.0,4.0
658,Craig Dawson,eng ENG,DF,Watford,Premier League,29.0,1990.0,26.2,1252.0,162.0,610.0,568.0,81.0,49.0,1252.0,4.0,3.0,75.0,1.0,25.0,622.0,2801.0,1289.0,4.0,0.0,0.0,15.0,3.0,665.0,7.0
659,Kevin De Bruyne,be BEL,MF,Manchester City,Premier League,28.0,1991.0,31.0,2595.0,39.0,194.0,1050.0,1376.0,150.0,2593.0,81.0,48.0,59.3,33.0,40.7,1785.0,8895.0,5181.0,139.0,114.0,44.0,47.0,31.0,1939.0,257.0
660,Sebastien De Maio,fr FRA,DF,Udinese,Serie A,32.0,1987.0,16.7,853.0,122.0,475.0,342.0,42.0,10.0,853.0,1.0,0.0,0.0,1.0,100.0,439.0,2236.0,1113.0,8.0,5.0,0.0,6.0,2.0,469.0,7.0
661,Rodrigo De Paul,ar ARG,MF,Udinese,Serie A,25.0,1994.0,31.4,2241.0,20.0,314.0,1084.0,892.0,89.0,2241.0,92.0,62.0,67.4,30.0,32.6,1459.0,10499.0,6029.0,176.0,132.0,32.0,70.0,48.0,1562.0,183.0
662,Mattia De Sciglio,it ITA,DF,Juventus,Serie A,26.0,1992.0,5.2,397.0,18.0,128.0,203.0,71.0,4.0,397.0,13.0,10.0,76.9,3.0,23.1,233.0,1245.0,549.0,13.0,10.0,2.0,7.0,5.0,256.0,24.0
663,Lorenzo De Silvestri,it ITA,DF,Torino,Serie A,31.0,1988.0,24.9,1181.0,87.0,288.0,505.0,394.0,59.0,1181.0,9.0,4.0,44.4,5.0,55.6,529.0,2908.0,1488.0,49.0,24.0,4.0,25.0,14.0,712.0,138.0
664,Lucas Deaux,fr FRA,MF,Nîmes,Ligue 1,30.0,1988.0,14.8,891.0,30.0,195.0,580.0,122.0,24.0,891.0,16.0,9.0,56.3,7.0,43.8,362.0,1738.0,826.0,14.0,10.0,4.0,31.0,6.0,472.0,24.0
665,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,Ligue 1,34.0,1985.0,19.7,1344.0,75.0,442.0,618.0,294.0,18.0,1344.0,17.0,11.0,64.7,6.0,35.3,476.0,2663.0,1468.0,33.0,11.0,1.0,24.0,17.0,661.0,66.0
666,Troy Deeney,eng ENG,FW,Watford,Premier League,31.0,1988.0,24.7,961.0,28.0,82.0,459.0,430.0,103.0,955.0,20.0,10.0,50.0,10.0,50.0,402.0,1384.0,522.0,12.0,15.0,3.0,51.0,26.0,717.0,104.0
667,Grégoire Defrel,mq MTQ,"FW,MF",Sassuolo,Serie A,28.0,1991.0,10.9,453.0,9.0,42.0,223.0,195.0,32.0,452.0,22.0,11.0,50.0,11.0,50.0,253.0,1693.0,771.0,27.0,20.0,8.0,25.0,13.0,333.0,70.0
668,Alessandro Deiola,it ITA,MF,Cagliari,Serie A,23.0,1995.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
669,Alessandro Deiola,it ITA,MF,Lecce,Serie A,23.0,1995.0,8.0,378.0,23.0,125.0,199.0,57.0,11.0,378.0,11.0,9.0,81.8,2.0,18.2,209.0,1057.0,479.0,8.0,7.0,0.0,8.0,7.0,233.0,12.0
670,Romain Del Castillo,fr FRA,"FW,MF",Rennes,Ligue 1,23.0,1996.0,13.8,663.0,4.0,67.0,328.0,291.0,33.0,662.0,60.0,35.0,58.3,25.0,41.7,445.0,3075.0,1719.0,52.0,40.0,9.0,43.0,25.0,481.0,99.0
671,Thomas Delaine,fr FRA,DF,Metz,Ligue 1,27.0,1992.0,13.9,837.0,25.0,210.0,388.0,250.0,13.0,837.0,29.0,17.0,58.6,12.0,41.4,393.0,3359.0,2013.0,66.0,55.0,10.0,22.0,11.0,473.0,86.0
672,Thomas Delaney,dk DEN,MF,Dortmund,Bundesliga,27.0,1991.0,9.2,696.0,30.0,202.0,415.0,80.0,8.0,696.0,5.0,4.0,80.0,1.0,20.0,349.0,1334.0,537.0,9.0,7.0,1.0,8.0,7.0,471.0,6.0
673,Paul Delecroix,gw GNB,GK,Metz,Ligue 1,30.0,1988.0,1.5,48.0,39.0,47.0,1.0,0.0,0.0,48.0,0.0,0.0,,0.0,,19.0,179.0,144.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0
674,Cristian Dell'Orco,it ITA,DF,Lecce,Serie A,25.0,1994.0,11.2,671.0,59.0,270.0,291.0,113.0,6.0,671.0,13.0,7.0,53.8,6.0,46.2,379.0,1893.0,1126.0,20.0,10.0,2.0,6.0,8.0,415.0,29.0
676,Andy Delort,dz ALG,FW,Montpellier,Ligue 1,27.0,1991.0,25.3,1103.0,16.0,64.0,423.0,629.0,118.0,1101.0,65.0,28.0,43.1,37.0,56.9,552.0,2826.0,1219.0,50.0,29.0,29.0,81.0,25.0,845.0,246.0
677,Fabian Delph,eng ENG,MF,Everton,Premier League,29.0,1989.0,13.2,909.0,31.0,221.0,558.0,140.0,0.0,909.0,26.0,21.0,80.8,5.0,19.2,574.0,2786.0,1221.0,19.0,24.0,0.0,17.0,6.0,620.0,9.0
678,Moussa Dembélé,fr FRA,FW,Lyon,Ligue 1,23.0,1996.0,24.3,751.0,33.0,64.0,323.0,375.0,113.0,746.0,60.0,24.0,40.0,36.0,60.0,452.0,2419.0,1030.0,38.0,23.0,21.0,94.0,58.0,578.0,134.0
679,Ousmane Dembélé,fr FRA,FW,Barcelona,La Liga,22.0,1997.0,4.0,308.0,0.0,20.0,99.0,192.0,24.0,308.0,30.0,14.0,46.7,16.0,53.3,220.0,1517.0,707.0,24.0,16.0,15.0,11.0,5.0,251.0,45.0
680,Merih Demiral,tr TUR,DF,Juventus,Serie A,21.0,1998.0,4.6,353.0,43.0,163.0,180.0,10.0,4.0,353.0,1.0,0.0,0.0,1.0,100.0,209.0,987.0,353.0,0.0,0.0,0.0,0.0,0.0,265.0,0.0
681,Kerem Demirbay,de GER,MF,Leverkusen,Bundesliga,26.0,1993.0,17.5,1398.0,18.0,193.0,824.0,394.0,28.0,1398.0,39.0,28.0,71.8,11.0,28.2,780.0,4373.0,2027.0,34.0,29.0,8.0,33.0,21.0,962.0,37.0
682,Diego Demme,de GER,MF,Napoli,Serie A,27.0,1991.0,10.0,847.0,30.0,178.0,515.0,162.0,5.0,847.0,6.0,3.0,50.0,3.0,50.0,548.0,2753.0,1273.0,20.0,27.0,1.0,8.0,7.0,693.0,8.0
683,Diego Demme,de GER,MF,RB Leipzig,Bundesliga,27.0,1991.0,13.5,1244.0,21.0,234.0,817.0,201.0,9.0,1244.0,19.0,11.0,57.9,8.0,42.1,729.0,3512.0,1824.0,18.0,26.0,2.0,24.0,9.0,935.0,16.0
684,Jason Denayer,be BEL,DF,Lyon,Ligue 1,24.0,1995.0,23.7,1777.0,169.0,827.0,930.0,30.0,11.0,1777.0,11.0,9.0,81.8,2.0,18.2,1209.0,6763.0,4168.0,15.0,11.0,0.0,7.0,3.0,1354.0,3.0
685,Leander Dendoncker,be BEL,"MF,DF",Wolves,Premier League,24.0,1995.0,31.1,1640.0,104.0,558.0,889.0,196.0,38.0,1640.0,21.0,16.0,76.2,5.0,23.8,767.0,3409.0,1941.0,17.0,18.0,1.0,31.0,11.0,1026.0,39.0
686,Kevin Denkey,tg TOG,FW,Nîmes,Ligue 1,18.0,2000.0,6.7,217.0,1.0,13.0,108.0,97.0,25.0,217.0,9.0,7.0,77.8,2.0,22.2,122.0,534.0,197.0,6.0,4.0,3.0,22.0,12.0,162.0,52.0
687,Stefano Denswil,nl NED,DF,Bologna,Serie A,26.0,1993.0,24.9,1504.0,116.0,614.0,793.0,111.0,15.0,1504.0,7.0,5.0,71.4,2.0,28.6,828.0,4556.0,2639.0,20.0,17.0,1.0,11.0,3.0,912.0,8.0
688,Fabio Depaoli,it ITA,"MF,DF",Sampdoria,Serie A,22.0,1997.0,20.6,934.0,52.0,209.0,371.0,366.0,44.0,934.0,41.0,20.0,48.8,21.0,51.2,484.0,2506.0,1344.0,37.0,25.0,8.0,29.0,14.0,548.0,135.0
689,Kastriot Dermaku,al ALB,DF,Parma,Serie A,27.0,1992.0,11.4,512.0,117.0,332.0,175.0,9.0,3.0,512.0,0.0,0.0,,0.0,,263.0,1377.0,726.0,0.0,1.0,0.0,2.0,1.0,279.0,1.0
690,Daniele Dessena,it ITA,MF,Brescia,Serie A,32.0,1987.0,20.8,849.0,27.0,160.0,530.0,171.0,24.0,849.0,23.0,12.0,52.2,11.0,47.8,484.0,2630.0,1247.0,21.0,14.0,2.0,30.0,20.0,556.0,44.0
691,Mattia Destro,it ITA,FW,Bologna,Serie A,28.0,1991.0,2.1,42.0,0.0,4.0,23.0,15.0,8.0,42.0,1.0,1.0,100.0,0.0,0.0,25.0,90.0,36.0,1.0,1.0,0.0,6.0,3.0,31.0,8.0
692,Mattia Destro,it ITA,"FW,MF",Genoa,Serie A,28.0,1991.0,1.7,40.0,1.0,3.0,16.0,21.0,8.0,40.0,3.0,3.0,100.0,0.0,0.0,20.0,123.0,76.0,4.0,0.0,3.0,2.0,0.0,22.0,9.0
693,Gerard Deulofeu,es ESP,FW,Watford,Premier League,25.0,1994.0,23.3,1112.0,11.0,134.0,361.0,647.0,133.0,1111.0,105.0,62.0,59.0,43.0,41.0,751.0,6112.0,3408.0,123.0,80.0,62.0,67.0,52.0,749.0,170.0
694,Deyverson,br BRA,FW,Getafe,La Liga,28.0,1991.0,2.3,91.0,5.0,10.0,38.0,43.0,6.0,91.0,5.0,3.0,60.0,2.0,40.0,49.0,158.0,61.0,2.0,1.0,0.0,5.0,7.0,68.0,7.0
695,Samuel Di Carmine,it ITA,"FW,MF",Hellas Verona,Serie A,30.0,1988.0,14.4,347.0,11.0,23.0,143.0,181.0,56.0,345.0,6.0,3.0,50.0,3.0,50.0,205.0,750.0,211.0,8.0,1.0,4.0,28.0,13.0,276.0,79.0
696,Federico Di Francesco,it ITA,FW,SPAL,Serie A,25.0,1994.0,12.0,469.0,4.0,56.0,195.0,229.0,37.0,469.0,27.0,15.0,55.6,12.0,44.4,286.0,1897.0,845.0,29.0,14.0,16.0,23.0,15.0,325.0,82.0
697,Giovanni Di Lorenzo,it ITA,DF,Napoli,Serie A,25.0,1993.0,33.0,2538.0,128.0,679.0,1276.0,593.0,61.0,2538.0,33.0,21.0,63.6,12.0,36.4,1655.0,7693.0,4592.0,67.0,44.0,15.0,32.0,20.0,1831.0,151.0
698,Ángel Di María,ar ARG,"FW,MF",Paris S-G,Ligue 1,31.0,1988.0,22.2,1584.0,4.0,81.0,635.0,883.0,117.0,1582.0,133.0,67.0,50.4,66.0,49.6,989.0,6153.0,3165.0,111.0,82.0,38.0,53.0,27.0,1219.0,275.0
699,Boulaye Dia,sn SEN,FW,Reims,Ligue 1,22.0,1996.0,20.1,550.0,20.0,66.0,239.0,259.0,85.0,549.0,48.0,22.0,45.8,26.0,54.2,317.0,2130.0,916.0,32.0,29.0,21.0,58.0,31.0,364.0,115.0
700,Fousseni Diabaté,ml MLI,"FW,MF",Amiens,Ligue 1,23.0,1995.0,13.2,621.0,3.0,99.0,278.0,256.0,41.0,621.0,47.0,29.0,61.7,18.0,38.3,358.0,2806.0,1228.0,47.0,28.0,16.0,51.0,27.0,439.0,111.0
702,Moussa Diaby,fr FRA,"FW,MF",Leverkusen,Bundesliga,20.0,1999.0,19.7,927.0,7.0,84.0,403.0,465.0,90.0,927.0,107.0,68.0,63.6,39.0,36.4,690.0,5855.0,3024.0,118.0,76.0,49.0,75.0,37.0,762.0,204.0
703,Mouctar Diakhaby,gn GUI,DF,Valencia,La Liga,22.0,1996.0,16.0,960.0,134.0,537.0,405.0,23.0,5.0,960.0,6.0,6.0,100.0,0.0,0.0,631.0,3754.0,1943.0,16.0,6.0,0.0,5.0,5.0,644.0,1.0
704,Bafodé Diakité,fr FRA,DF,Toulouse,Ligue 1,18.0,2001.0,15.2,820.0,119.0,422.0,365.0,43.0,10.0,820.0,6.0,4.0,66.7,2.0,33.3,462.0,2392.0,1463.0,9.0,6.0,0.0,3.0,1.0,489.0,3.0
705,Abdou Diallo,sn SEN,DF,Paris S-G,Ligue 1,23.0,1996.0,13.3,1167.0,77.0,358.0,765.0,55.0,9.0,1167.0,19.0,16.0,84.2,3.0,15.8,726.0,4110.0,2637.0,21.0,15.0,2.0,14.0,3.0,897.0,10.0
706,Amad Diallo,ci CIV,FW,Atalanta,Serie A,17.0,2002.0,0.3,23.0,0.0,0.0,10.0,14.0,3.0,23.0,2.0,1.0,50.0,1.0,50.0,20.0,109.0,62.0,3.0,2.0,2.0,1.0,0.0,20.0,9.0
707,Habib Diallo,sn SEN,FW,Metz,Ligue 1,24.0,1995.0,24.4,753.0,47.0,74.0,350.0,338.0,97.0,750.0,42.0,21.0,50.0,21.0,50.0,379.0,2300.0,802.0,35.0,28.0,22.0,87.0,33.0,557.0,129.0
708,Ibrahima Diallo,fr FRA,MF,Brest,Ligue 1,20.0,1999.0,17.3,992.0,40.0,288.0,635.0,84.0,4.0,992.0,32.0,26.0,81.3,6.0,18.8,617.0,3567.0,1781.0,24.0,11.0,1.0,23.0,22.0,656.0,18.0
709,Moussa Diarra,ml MLI,DF,Toulouse,Ligue 1,18.0,2000.0,1.0,65.0,4.0,31.0,34.0,0.0,0.0,65.0,0.0,0.0,,0.0,,33.0,168.0,110.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
710,Lucas Dias,fr FRA,GK,Nîmes,Ligue 1,20.0,1999.0,3.5,115.0,106.0,115.0,0.0,0.0,0.0,115.0,0.0,0.0,,0.0,,39.0,193.0,112.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0
711,Amadou Diawara,gn GUI,MF,Roma,Serie A,22.0,1997.0,16.9,1120.0,34.0,242.0,747.0,141.0,7.0,1119.0,11.0,11.0,100.0,0.0,0.0,693.0,3855.0,2102.0,15.0,22.0,0.0,4.0,2.0,807.0,13.0
712,Brahim Díaz,es ESP,FW,Real Madrid,La Liga,19.0,1999.0,0.7,57.0,0.0,5.0,32.0,21.0,6.0,57.0,5.0,2.0,40.0,3.0,60.0,40.0,317.0,163.0,6.0,5.0,3.0,4.0,3.0,52.0,9.0
713,Víctor Díaz,es ESP,DF,Granada,La Liga,31.0,1988.0,32.0,1889.0,131.0,637.0,831.0,445.0,14.0,1889.0,25.0,11.0,44.0,14.0,56.0,821.0,3363.0,1717.0,32.0,32.0,0.0,16.0,4.0,855.0,59.0
714,Bakaye Dibassy,ml MLI,DF,Amiens,Ligue 1,29.0,1989.0,20.8,1121.0,112.0,514.0,533.0,80.0,12.0,1121.0,13.0,11.0,84.6,2.0,15.4,565.0,2816.0,1454.0,15.0,6.0,0.0,16.0,2.0,660.0,11.0
715,Eric Dier,eng ENG,"DF,MF",Tottenham,Premier League,25.0,1994.0,14.9,1082.0,110.0,469.0,562.0,53.0,12.0,1082.0,4.0,4.0,100.0,0.0,0.0,662.0,2739.0,1327.0,4.0,5.0,0.0,5.0,4.0,729.0,4.0
716,Lucas Digne,fr FRA,DF,Everton,Premier League,26.0,1993.0,33.7,2376.0,99.0,631.0,921.0,842.0,52.0,2376.0,36.0,23.0,63.9,13.0,36.1,1009.0,4362.0,2418.0,69.0,54.0,6.0,28.0,24.0,1112.0,251.0
717,Mitchell Dijks,nl NED,DF,Bologna,Serie A,26.0,1993.0,11.2,649.0,32.0,197.0,279.0,179.0,6.0,649.0,24.0,6.0,25.0,18.0,75.0,364.0,1835.0,1056.0,29.0,14.0,3.0,14.0,6.0,367.0,45.0
718,Javairô Dilrosun,nl NED,"MF,FW",Hertha BSC,Bundesliga,21.0,1998.0,14.5,584.0,9.0,121.0,287.0,194.0,33.0,584.0,55.0,38.0,69.1,17.0,30.9,340.0,3182.0,1733.0,64.0,43.0,18.0,37.0,22.0,364.0,65.0
719,Federico Dimarco,it ITA,DF,Hellas Verona,Serie A,21.0,1997.0,5.8,477.0,16.0,99.0,205.0,182.0,19.0,477.0,4.0,3.0,75.0,1.0,25.0,301.0,1313.0,750.0,18.0,26.0,1.0,5.0,2.0,314.0,38.0
720,Federico Dimarco,it ITA,DF,Inter,Serie A,21.0,1997.0,0.3,18.0,0.0,4.0,9.0,5.0,1.0,18.0,0.0,0.0,,0.0,,7.0,55.0,31.0,1.0,0.0,0.0,2.0,0.0,7.0,0.0
721,Tristan Dingomé,cm CMR,MF,Reims,Ligue 1,28.0,1991.0,9.9,441.0,4.0,51.0,223.0,167.0,15.0,441.0,5.0,3.0,60.0,2.0,40.0,224.0,703.0,191.0,1.0,3.0,0.0,21.0,11.0,332.0,48.0
722,Lois Diony,fr FRA,FW,Saint-Étienne,Ligue 1,26.0,1992.0,7.4,177.0,1.0,5.0,70.0,104.0,26.0,177.0,6.0,1.0,16.7,5.0,83.3,110.0,550.0,190.0,15.0,5.0,6.0,19.0,14.0,138.0,45.0
723,Issa Diop,fr FRA,DF,West Ham,Premier League,22.0,1997.0,30.7,1317.0,229.0,698.0,588.0,39.0,25.0,1317.0,7.0,5.0,71.4,2.0,28.6,630.0,3407.0,1747.0,7.0,2.0,0.0,10.0,5.0,629.0,2.0
