,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - PK,Standard - PKatt
815,Alfred Duncan,gh GHA,MF,Sassuolo,Serie A,22.0,1993.0,27.6,1.0,,6.0,,,0.22,,0.17,,0.0,0.0
816,Maxime Dupé,fr FRA,GK,Nantes,Ligue 1,22.0,1993.0,7.0,0.0,,0.0,,,0.0,,,,0.0,0.0
817,Erik Durm,de GER,"DF,MF",Dortmund,Bundesliga,23.0,1992.0,9.6,1.0,,4.0,,,0.42,,0.25,,0.0,0.0
818,Paulo Dybala,ar ARG,FW,Juventus,Serie A,21.0,1993.0,27.1,19.0,,43.0,,,1.58,,0.3,,6.0,6.0
819,Nathan Dyer,eng ENG,"FW,MF",Swansea City,Premier League,27.0,1987.0,0.2,0.0,,0.0,,,0.0,,,,0.0,0.0
820,Nathan Dyer,eng ENG,"FW,MF",Leicester City,Premier League,27.0,1987.0,2.4,1.0,,2.0,,,0.82,,0.5,,0.0,0.0
821,Edin Džeko,ba BIH,FW,Roma,Serie A,29.0,1986.0,21.8,8.0,,33.0,,,1.52,,0.18,,2.0,2.0
822,Blerim Džemaili,ch SUI,MF,Genoa,Serie A,29.0,1986.0,19.8,3.0,,7.0,,,0.35,,0.43,,0.0,0.0
823,Patrick Ebert,de GER,MF,Rayo Vallecano,La Liga,28.0,1987.0,6.2,0.0,10.0,4.0,40.0,1.62,0.65,0.0,0.0,,0.0,0.0
824,Elderson Echiéjilé,ng NGA,DF,Monaco,Ligue 1,27.0,1988.0,17.4,0.0,,0.0,,,0.0,,,,0.0,0.0
825,Edenílson,br BRA,MF,Udinese,Serie A,25.0,1989.0,24.5,0.0,,4.0,,,0.16,,0.0,,0.0,0.0
826,Éder,pt POR,FW,Swansea City,Premier League,27.0,1987.0,3.1,0.0,,1.0,,,0.33,,0.0,,0.0,0.0
827,Éder,it ITA,FW,Sampdoria,Serie A,28.0,1986.0,18.2,12.0,,20.0,,,1.1,,0.45,,3.0,3.0
828,Éder,it ITA,"FW,MF",Inter,Serie A,28.0,1986.0,8.3,1.0,,7.0,,,0.84,,0.14,,0.0,0.0
829,Éder,pt POR,FW,Lille,Ligue 1,27.0,1987.0,11.9,6.0,,18.0,,,1.51,,0.28,,1.0,1.0
830,Simone Edera,it ITA,MF,Torino,Serie A,18.0,1997.0,0.1,0.0,,0.0,,,0.0,,,,0.0,0.0
832,Maximilian Eggestein,de GER,"MF,FW",Werder Bremen,Bundesliga,18.0,1996.0,1.9,0.0,,1.0,,,0.52,,0.0,,0.0,0.0
833,Albin Ekdal,se SWE,MF,Hamburger SV,Bundesliga,26.0,1989.0,12.6,0.0,,0.0,,,0.0,,,,0.0,0.0
834,Borja Ekiza,es ESP,DF,Eibar,La Liga,27.0,1988.0,2.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
835,Rob Elliot,ie IRL,GK,Newcastle Utd,Premier League,29.0,1986.0,21.0,0.0,,0.0,,,0.0,,,,0.0,0.0
836,Mohamed Elneny,eg EGY,MF,Arsenal,Premier League,23.0,1992.0,8.8,0.0,,2.0,,,0.23,,0.0,,0.0,0.0
837,Tommy Elphick,eng ENG,DF,Bournemouth,Premier League,27.0,1987.0,11.3,1.0,,2.0,,,0.18,,0.5,,0.0,0.0
838,Aritz Elustondo,es ESP,DF,Real Sociedad,La Liga,21.0,1994.0,28.8,1.0,16.0,5.0,31.3,0.56,0.17,0.06,0.2,,0.0,0.0
839,Gorka Elustondo,es ESP,"MF,DF",Athletic Club,La Liga,28.0,1987.0,5.2,1.0,3.0,2.0,66.7,0.57,0.38,0.33,0.5,,0.0,0.0
840,Nico Elvedi,ch SUI,DF,M'Gladbach,Bundesliga,18.0,1996.0,17.2,0.0,,1.0,,,0.06,,0.0,,0.0,0.0
841,Rodrigo Ely,br BRA,DF,Milan,Serie A,21.0,1993.0,1.9,0.0,,1.0,,,0.52,,0.0,,0.0,0.0
842,Tarik Elyounoussi,no NOR,MF,Hoffenheim,Bundesliga,27.0,1988.0,4.7,0.0,,0.0,,,0.0,,,,0.0,0.0
843,Urby Emanuelson,nl NED,"MF,DF",Hellas Verona,Serie A,29.0,1986.0,6.9,0.0,,2.0,,,0.29,,0.0,,0.0,0.0
844,Adri Embarba,es ESP,MF,Rayo Vallecano,La Liga,23.0,1992.0,20.4,2.0,41.0,15.0,36.6,2.01,0.74,0.05,0.13,,0.0,0.0
845,Emmanuel Emenike,ng NGA,"FW,MF",West Ham,Premier League,28.0,1987.0,5.7,0.0,,2.0,,,0.35,,0.0,,0.0,0.0
846,Marvin Emnes,nl NED,MF,Swansea City,Premier League,27.0,1988.0,0.7,0.0,,0.0,,,0.0,,,,0.0,0.0
847,Konstantin Engel,kz KAZ,DF,Ingolstadt 04,Bundesliga,27.0,1988.0,2.2,0.0,,1.0,,,0.46,,0.0,,0.0,0.0
848,Sergi Enrich,es ESP,FW,Eibar,La Liga,25.0,1990.0,26.9,9.0,44.0,23.0,52.3,1.64,0.85,0.2,0.39,,0.0,0.0
849,Vincent Enyeama,ng NGA,GK,Lille,Ligue 1,32.0,1982.0,34.8,0.0,,0.0,,,0.0,,,,0.0,0.0
850,Kermit Erasmus,za RSA,"FW,MF",Rennes,Ligue 1,25.0,1990.0,0.4,0.0,,0.0,,,0.0,,,,0.0,0.0
851,Javier Eraso,es ESP,MF,Athletic Club,La Liga,25.0,1990.0,8.7,2.0,12.0,5.0,41.7,1.38,0.57,0.17,0.4,,0.0,0.0
852,Mevlüt Erdinç,tr TUR,FW,Guingamp,Ligue 1,28.0,1987.0,9.7,4.0,,5.0,,,0.52,,0.8,,0.0,0.0
853,Mevlüt Erdinç,tr TUR,FW,Hannover 96,Bundesliga,28.0,1987.0,4.2,0.0,,3.0,,,0.72,,0.0,,0.0,1.0
854,Christian Eriksen,dk DEN,MF,Tottenham,Premier League,23.0,1992.0,32.6,6.0,,42.0,,,1.29,,0.14,,0.0,0.0
855,Gonzalo Escalante,ar ARG,MF,Eibar,La Liga,22.0,1993.0,31.3,3.0,24.0,5.0,20.8,0.77,0.16,0.13,0.6,,0.0,0.0
856,Sergio Escudero,es ESP,"DF,MF",Sevilla,La Liga,25.0,1989.0,13.0,1.0,13.0,6.0,46.2,1.0,0.46,0.08,0.17,,0.0,0.0
858,Fábio Espinho,pt POR,MF,Málaga,La Liga,29.0,1985.0,1.0,0.0,2.0,1.0,50.0,2.02,1.01,0.0,0.0,,0.0,0.0
859,Bernardo Espinosa,co COL,DF,Sporting Gijón,La Liga,26.0,1989.0,14.8,1.0,13.0,6.0,46.2,0.88,0.4,0.08,0.17,,0.0,0.0
860,Alexander Esswein,de GER,MF,Augsburg,Bundesliga,25.0,1990.0,20.0,3.0,,13.0,,,0.65,,0.23,,0.0,0.0
861,Marcelo Estigarribia,py PAR,"DF,MF",Atalanta,Serie A,27.0,1987.0,0.3,0.0,,0.0,,,0.0,,,,0.0,0.0
862,Beñat Etxebarria,es ESP,MF,Athletic Club,La Liga,28.0,1987.0,32.2,1.0,29.0,9.0,31.0,0.9,0.28,0.03,0.11,,0.0,0.0
863,Xabier Etxeita,es ESP,DF,Athletic Club,La Liga,27.0,1987.0,27.6,0.0,10.0,1.0,10.0,0.36,0.04,0.0,0.0,,0.0,0.0
864,Jonny Evans,nir NIR,"DF,MF",West Brom,Premier League,27.0,1988.0,28.8,1.0,,1.0,,,0.03,,1.0,,0.0,0.0
865,Patrice Evra,fr FRA,"MF,DF",Juventus,Serie A,34.0,1981.0,22.7,2.0,,6.0,,,0.26,,0.33,,0.0,0.0
866,Valentin Eysseric,fr FRA,"FW,MF",Nice,Ligue 1,23.0,1992.0,0.2,0.0,,0.0,,,0.0,,,,0.0,0.0
867,Valentin Eysseric,fr FRA,"MF,FW",Saint-Étienne,Ligue 1,23.0,1992.0,19.2,6.0,,8.0,,,0.42,,0.5,,2.0,2.0
868,Marco Fabián,mx MEX,"MF,FW",Eint Frankfurt,Bundesliga,26.0,1989.0,8.9,0.0,,4.0,,,0.45,,0.0,,0.0,0.0
869,Łukasz Fabiański,pl POL,GK,Swansea City,Premier League,30.0,1985.0,37.0,0.0,,0.0,,,0.0,,,,0.0,0.0
870,Fabinho,br BRA,"DF,MF",Monaco,Ligue 1,21.0,1993.0,34.0,6.0,,14.0,,,0.41,,0.0,,6.0,6.0
871,Cesc Fàbregas,es ESP,MF,Chelsea,Premier League,28.0,1987.0,32.2,5.0,,19.0,,,0.59,,0.16,,2.0,2.0
872,Ralf Fährmann,de GER,GK,Schalke 04,Bundesliga,26.0,1988.0,34.0,0.0,,0.0,,,0.0,,,,0.0,0.0
873,Fayçal Fajr,ma MAR,MF,La Coruña,La Liga,26.0,1988.0,31.6,5.0,46.0,19.0,41.3,1.46,0.6,0.11,0.26,,0.0,0.0
874,Radamel Falcao,co COL,FW,Chelsea,Premier League,29.0,1986.0,2.6,1.0,,5.0,,,1.9,,0.2,,0.0,0.0
875,Diego Falcinelli,it ITA,FW,Sassuolo,Serie A,24.0,1991.0,12.4,2.0,,7.0,,,0.56,,0.14,,1.0,1.0
876,Filippo Falco,it ITA,FW,Bologna,Serie A,23.0,1992.0,2.5,0.0,,0.0,,,0.0,,,,0.0,0.0
877,Iago Falque,es ESP,"FW,MF",Roma,Serie A,25.0,1990.0,13.0,2.0,,9.0,,,0.69,,0.22,,0.0,0.0
878,Mohamed Fares,dz ALG,"DF,MF",Hellas Verona,Serie A,19.0,1996.0,6.1,0.0,,0.0,,,0.0,,,,0.0,0.0
879,Luis Fariña,ar ARG,"FW,MF",Rayo Vallecano,La Liga,24.0,1991.0,0.6,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
880,Alexander Farnerud,se SWE,MF,Torino,Serie A,31.0,1984.0,1.1,0.0,,0.0,,,0.0,,,,0.0,0.0
881,Andrea Favilli,it ITA,FW,Juventus,Serie A,18.0,1997.0,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0
882,Federico Fazio,ar ARG,DF,Sevilla,La Liga,28.0,1987.0,3.3,0.0,1.0,1.0,100.0,0.31,0.31,0.0,0.0,,0.0,0.0
884,Zouhair Feddal,ma MAR,DF,Levante,La Liga,26.0,1989.0,28.0,1.0,13.0,3.0,23.1,0.46,0.11,0.08,0.33,,0.0,0.0
885,Matteo Fedele,ch SUI,MF,Carpi,Serie A,23.0,1992.0,6.3,0.0,,3.0,,,0.48,,0.0,,0.0,0.0
886,Adam Federici,au AUS,GK,Bournemouth,Premier League,30.0,1985.0,5.5,0.0,,0.0,,,0.0,,,,0.0,0.0
887,Sofiane Feghouli,dz ALG,"FW,MF",Valencia,La Liga,25.0,1989.0,14.0,1.0,22.0,8.0,36.4,1.57,0.57,0.05,0.13,,0.0,0.0
888,Nabil Fekir,fr FRA,"FW,MF",Lyon,Ligue 1,22.0,1993.0,5.2,4.0,,8.0,,,1.55,,0.5,,0.0,0.0
889,Felipe,br BRA,DF,Hannover 96,Bundesliga,28.0,1987.0,1.5,0.0,,0.0,,,0.0,,,,0.0,0.0
890,Marouane Fellaini,be BEL,MF,Manchester Utd,Premier League,27.0,1987.0,11.9,1.0,,8.0,,,0.67,,0.13,,0.0,0.0
891,Leroy Fer,nl NED,MF,Swansea City,Premier League,25.0,1990.0,8.4,0.0,,1.0,,,0.12,,0.0,,0.0,0.0
892,Arianit Ferati,xk KVX,MF,Stuttgart,Bundesliga,17.0,1997.0,0.8,0.0,,0.0,,,0.0,,,,0.0,0.0
893,Julien Féret,fr FRA,MF,Caen,Ligue 1,33.0,1982.0,36.3,4.0,,11.0,,,0.3,,0.27,,1.0,1.0
894,Bruno Fernandes,pt POR,"MF,FW",Udinese,Serie A,20.0,1994.0,23.4,3.0,,16.0,,,0.68,,0.13,,1.0,1.0
895,Gelson Fernandes,ch SUI,MF,Rennes,Ligue 1,28.0,1986.0,32.2,1.0,,2.0,,,0.06,,0.5,,0.0,0.0
896,Andrés Fernández,es ESP,GK,Granada,La Liga,28.0,1986.0,37.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
897,Augusto Fernández,ar ARG,MF,Atlético Madrid,La Liga,29.0,1986.0,9.5,0.0,4.0,1.0,25.0,0.42,0.11,0.0,0.0,,0.0,0.0
898,Augusto Fernández,ar ARG,MF,Celta Vigo,La Liga,29.0,1986.0,14.9,1.0,9.0,3.0,33.3,0.61,0.2,0.11,0.33,,0.0,0.0
899,Borja Fernández,es ESP,MF,Celta Vigo,La Liga,19.0,1995.0,1.5,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
900,Carlos Fernández,es ESP,FW,Sevilla,La Liga,19.0,1996.0,0.3,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
901,Federico Fernández,ar ARG,DF,Swansea City,Premier League,26.0,1989.0,32.0,1.0,,3.0,,,0.09,,0.33,,0.0,0.0
902,Matías Fernández,cl CHI,MF,Fiorentina,Serie A,29.0,1986.0,12.0,1.0,,4.0,,,0.33,,0.25,,0.0,0.0
903,Fernandinho,br BRA,MF,Manchester City,Premier League,30.0,1985.0,30.3,2.0,,4.0,,,0.13,,0.5,,0.0,0.0
904,Fernando,br BRA,MF,Manchester City,Premier League,28.0,1987.0,19.1,2.0,,5.0,,,0.26,,0.4,,0.0,0.0
905,Fernando,br BRA,MF,Sampdoria,Serie A,23.0,1992.0,33.1,4.0,,14.0,,,0.42,,0.29,,0.0,0.0
906,Alex Ferrari,it ITA,DF,Bologna,Serie A,21.0,1994.0,14.0,0.0,,1.0,,,0.07,,0.0,,0.0,0.0
907,Jordan Ferri,fr FRA,MF,Lyon,Ligue 1,23.0,1992.0,27.2,2.0,,14.0,,,0.52,,0.14,,0.0,0.0
908,Markus Feulner,de GER,"DF,MF",Augsburg,Bundesliga,33.0,1982.0,12.0,1.0,,4.0,,,0.33,,0.25,,0.0,0.0
910,Riccardo Fiamozzi,it ITA,MF,Genoa,Serie A,22.0,1993.0,5.3,0.0,,0.0,,,0.0,,,,0.0,0.0
911,Sam Field,eng ENG,MF,West Brom,Premier League,17.0,1998.0,0.1,0.0,,0.0,,,0.0,,,,0.0,0.0
912,Diogo Figueiras,pt POR,"MF,DF",Genoa,Serie A,24.0,1991.0,6.1,1.0,,3.0,,,0.49,,0.33,,0.0,0.0
913,Diogo Figueiras,pt POR,"MF,DF",Sevilla,La Liga,24.0,1991.0,3.1,0.0,2.0,0.0,0.0,0.65,0.0,0.0,,,0.0,0.0
914,Egor Filipenko,by BLR,"DF,MF",Málaga,La Liga,27.0,1988.0,6.2,0.0,8.0,0.0,0.0,1.28,0.0,0.0,,,0.0,0.0
915,Rodéric Filippi,fr FRA,DF,Gazélec Ajaccio,Ligue 1,26.0,1989.0,21.4,2.0,,3.0,,,0.14,,0.67,,0.0,0.0
916,Alfreð Finnbogason,is ISL,FW,Augsburg,Bundesliga,26.0,1989.0,12.5,7.0,,18.0,,,1.43,,0.33,,1.0,1.0
917,Roberto Firmino,br BRA,"FW,MF",Liverpool,Premier League,23.0,1991.0,21.9,10.0,,25.0,,,1.14,,0.4,,0.0,0.0
918,Mathieu Flamini,fr FRA,MF,Arsenal,Premier League,31.0,1984.0,12.1,0.0,,2.0,,,0.17,,0.0,,0.0,0.0
919,Jon Flanagan,eng ENG,DF,Liverpool,Premier League,22.0,1993.0,4.7,0.0,,0.0,,,0.0,,,,0.0,0.0
920,Darren Fletcher,sct SCO,MF,West Brom,Premier League,31.0,1984.0,37.5,1.0,,4.0,,,0.11,,0.25,,0.0,0.0
921,Steven Fletcher,sct SCO,FW,Sunderland,Premier League,28.0,1987.0,11.2,4.0,,11.0,,,0.98,,0.36,,0.0,0.0
922,Steven Fletcher,sct SCO,FW,Marseille,Ligue 1,28.0,1987.0,8.4,2.0,,7.0,,,0.84,,0.29,,0.0,1.0
923,Sergio Floccari,it ITA,FW,Bologna,Serie A,33.0,1981.0,12.4,2.0,,7.0,,,0.56,,0.29,,0.0,0.0
924,Sergio Floccari,it ITA,FW,Sassuolo,Serie A,33.0,1981.0,4.8,4.0,,10.0,,,2.06,,0.4,,0.0,0.0
925,Alessandro Florenzi,it ITA,"DF,MF",Roma,Serie A,24.0,1991.0,30.2,7.0,,14.0,,,0.46,,0.5,,0.0,0.0
926,Antonio Floro Flores,it ITA,"FW,MF",Chievo,Serie A,32.0,1983.0,7.2,1.0,,9.0,,,1.24,,0.11,,0.0,0.0
927,Antonio Floro Flores,it ITA,FW,Sassuolo,Serie A,32.0,1983.0,7.1,3.0,,22.0,,,3.1,,0.14,,0.0,0.0
928,Johannes Flum,de GER,MF,Eint Frankfurt,Bundesliga,27.0,1987.0,1.6,0.0,,0.0,,,0.0,,,,0.0,0.0
929,Mohamed Fofana,ml MLI,DF,Reims,Ligue 1,30.0,1985.0,10.9,0.0,,1.0,,,0.09,,0.0,,0.0,0.0
930,Moryké Fofana,ci CIV,"FW,MF",Lorient,Ligue 1,23.0,1991.0,1.3,0.0,,0.0,,,0.0,,,,0.0,0.0
931,Seko Fofana,ci CIV,MF,Bastia,Ligue 1,20.0,1995.0,25.6,1.0,,8.0,,,0.31,,0.13,,0.0,0.0
932,Andreu Fontàs,es ESP,DF,Celta Vigo,La Liga,25.0,1989.0,6.0,1.0,2.0,1.0,50.0,0.33,0.17,0.5,1.0,,0.0,0.0
933,José Fonte,pt POR,DF,Southampton,Premier League,31.0,1983.0,35.2,2.0,,7.0,,,0.2,,0.29,,0.0,0.0
934,Pablo Fornals,es ESP,MF,Málaga,La Liga,19.0,1996.0,14.4,1.0,22.0,5.0,22.7,1.53,0.35,0.05,0.2,,0.0,0.0
936,Fraser Forster,eng ENG,GK,Southampton,Premier League,27.0,1988.0,18.0,0.0,,0.0,,,0.0,,,,0.0,0.0
937,Odaïr Fortes,cv CPV,"MF,FW",Reims,Ligue 1,28.0,1987.0,5.3,0.0,,0.0,,,0.0,,,,0.0,0.0
938,Iver Fossum,no NOR,"MF,FW",Hannover 96,Bundesliga,19.0,1996.0,8.0,0.0,,4.0,,,0.5,,0.0,,0.0,0.0
939,Ben Foster,eng ENG,GK,West Brom,Premier League,32.0,1983.0,15.0,0.0,,0.0,,,0.0,,,,0.0,0.0
940,Timothy Fosu-Mensah,nl NED,DF,Manchester Utd,Premier League,17.0,1998.0,2.9,0.0,,0.0,,,0.0,,,,0.0,0.0
941,Dimitri Foulquier,fr FRA,DF,Granada,La Liga,22.0,1993.0,17.0,1.0,6.0,1.0,16.7,0.35,0.06,0.17,1.0,,0.0,0.0
942,Hugo Fraile,es ESP,MF,Sporting Gijón,La Liga,28.0,1987.0,0.9,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
943,Simon Francis,eng ENG,DF,Bournemouth,Premier League,30.0,1985.0,37.6,0.0,,1.0,,,0.03,,0.0,,0.0,0.0
944,Alessandro Frara,it ITA,MF,Frosinone,Serie A,32.0,1982.0,12.9,2.0,,3.0,,,0.23,,0.67,,0.0,0.0
945,Fabian Frei,ch SUI,MF,Mainz 05,Bundesliga,26.0,1989.0,10.7,0.0,,4.0,,,0.37,,0.0,,0.0,0.0
946,Remo Freuler,ch SUI,MF,Atalanta,Serie A,23.0,1992.0,5.0,1.0,,1.0,,,0.2,,1.0,,0.0,0.0
947,Marlon Frey,de GER,MF,Leverkusen,Bundesliga,19.0,1996.0,2.8,0.0,,1.0,,,0.36,,0.0,,0.0,0.0
948,Nicolas Frey,fr FRA,DF,Chievo,Serie A,31.0,1984.0,16.5,0.0,,0.0,,,0.0,,,,0.0,0.0
949,Marvin Friedrich,de GER,DF,Schalke 04,Bundesliga,19.0,1995.0,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0
950,Clemens Fritz,de GER,MF,Werder Bremen,Bundesliga,34.0,1980.0,28.0,1.0,,6.0,,,0.21,,0.17,,0.0,0.0
951,Lukas Fröde,de GER,FW,Werder Bremen,Bundesliga,20.0,1995.0,1.4,0.0,,1.0,,,0.74,,0.0,,0.0,0.0
952,Christian Fuchs,at AUT,DF,Leicester City,Premier League,29.0,1986.0,30.1,0.0,,8.0,,,0.27,,0.0,,0.0,0.0
953,Javi Fuego,es ESP,MF,Valencia,La Liga,31.0,1984.0,22.7,0.0,5.0,1.0,20.0,0.22,0.04,0.0,0.0,,0.0,0.0
954,Jay Fulton,sct SCO,MF,Swansea City,Premier League,21.0,1994.0,0.2,0.0,,0.0,,,0.0,,,,0.0,0.0
955,Ramiro Funes Mori,ar ARG,DF,Everton,Premier League,24.0,1991.0,24.4,4.0,,6.0,,,0.25,,0.67,,0.0,0.0
956,Dominik Furman,pl POL,MF,Hellas Verona,Serie A,23.0,1992.0,0.2,0.0,,0.0,,,0.0,,,,0.0,0.0
957,Manolo Gabbiadini,it ITA,FW,Napoli,Serie A,23.0,1991.0,6.2,5.0,,10.0,,,1.6,,0.4,,1.0,1.0
958,Gabi,es ESP,MF,Atlético Madrid,La Liga,32.0,1983.0,32.0,1.0,17.0,3.0,17.6,0.53,0.09,0.06,0.33,,0.0,0.0
959,Gabriel,br BRA,GK,Napoli,Serie A,22.0,1992.0,1.0,0.0,,0.0,,,0.0,,,,0.0,0.0
960,Mijat Gaćinović,rs SRB,MF,Eint Frankfurt,Bundesliga,20.0,1995.0,3.6,0.0,,2.0,,,0.55,,0.0,,0.0,0.0
962,Roberto Gagliardini,it ITA,MF,Atalanta,Serie A,21.0,1994.0,0.9,0.0,,0.0,,,0.0,,,,0.0,0.0
963,Riccardo Gagliolo,se SWE,DF,Carpi,Serie A,25.0,1990.0,29.3,1.0,,4.0,,,0.14,,0.25,,0.0,0.0
964,Milan Gajić,rs SRB,DF,Bordeaux,Ligue 1,19.0,1996.0,6.5,1.0,,1.0,,,0.15,,1.0,,0.0,0.0
965,Marvin Gakpa,fr FRA,"FW,MF",Lorient,Ligue 1,21.0,1993.0,0.5,0.0,,1.0,,,2.05,,0.0,,0.0,0.0
966,Serge Gakpé,tg TOG,FW,Genoa,Serie A,28.0,1987.0,8.6,3.0,,11.0,,,1.28,,0.27,,0.0,0.0
967,Serge Gakpé,tg TOG,"FW,MF",Atalanta,Serie A,28.0,1987.0,0.9,0.0,,0.0,,,0.0,,,,0.0,0.0
968,Brendan Galloway,zw ZIM,DF,Everton,Premier League,19.0,1996.0,13.6,0.0,,0.0,,,0.0,,,,0.0,0.0
969,Álex Gálvez,es ESP,DF,Werder Bremen,Bundesliga,26.0,1989.0,14.2,1.0,,1.0,,,0.07,,1.0,,0.0,0.0
970,Alessandro Gamberini,it ITA,DF,Chievo,Serie A,33.0,1981.0,20.1,0.0,,0.0,,,0.0,,,,0.0,0.0
971,Cristian Gamboa,cr CRC,"DF,MF",West Brom,Premier League,25.0,1989.0,0.3,0.0,,0.0,,,0.0,,,,0.0,0.0
972,Kévin Gameiro,fr FRA,FW,Sevilla,La Liga,28.0,1987.0,23.1,16.0,72.0,39.0,54.2,3.11,1.69,0.17,0.31,,4.0,5.0
973,Jesús Gámez,es ESP,DF,Atlético Madrid,La Liga,30.0,1985.0,8.1,0.0,2.0,0.0,0.0,0.25,0.0,0.0,,,0.0,0.0
974,Idrissa Gana Gueye,sn SEN,MF,Aston Villa,Premier League,25.0,1989.0,34.1,0.0,,4.0,,,0.12,,0.0,,0.0,0.0
975,Alberto García,es ESP,GK,Sporting Gijón,La Liga,30.0,1985.0,6.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
976,Dani García,es ESP,MF,Eibar,La Liga,25.0,1990.0,33.9,0.0,21.0,5.0,23.8,0.62,0.15,0.0,0.0,,0.0,1.0
977,David García,es ESP,DF,Las Palmas,La Liga,33.0,1982.0,17.9,2.0,9.0,4.0,44.4,0.5,0.22,0.22,0.5,,0.0,0.0
978,Manu García,es ESP,"FW,MF",Manchester City,Premier League,17.0,1998.0,0.1,0.0,,0.0,,,0.0,,,,0.0,0.0
979,Raúl García,es ESP,MF,Athletic Club,La Liga,29.0,1986.0,26.3,7.0,77.0,20.0,26.0,2.92,0.76,0.09,0.35,,0.0,0.0
980,Raúl García,es ESP,"FW,MF",Atlético Madrid,La Liga,29.0,1986.0,0.1,0.0,1.0,0.0,0.0,9.0,0.0,0.0,,,0.0,0.0
981,Rubén García,es ESP,"FW,MF",Levante,La Liga,22.0,1993.0,11.3,1.0,15.0,7.0,46.7,1.33,0.62,0.07,0.14,,0.0,0.0
982,Samu García,es ESP,"MF,FW",Villarreal,La Liga,25.0,1990.0,8.5,2.0,9.0,3.0,33.3,1.06,0.35,0.22,0.67,,0.0,0.0
983,Santiago García,ar ARG,DF,Werder Bremen,Bundesliga,27.0,1988.0,27.3,0.0,,1.0,,,0.04,,0.0,,0.0,0.0
984,Ulisses Garcia,ch SUI,"MF,DF",Werder Bremen,Bundesliga,19.0,1996.0,6.6,0.0,,3.0,,,0.46,,0.0,,0.0,0.0
985,Craig Gardner,eng ENG,MF,West Brom,Premier League,28.0,1986.0,22.6,3.0,,13.0,,,0.57,,0.23,,0.0,1.0
986,György Garics,at AUT,DF,Darmstadt 98,Bundesliga,31.0,1984.0,20.0,0.0,,1.0,,,0.05,,0.0,,0.0,0.0
988,Javier Garrido,es ESP,DF,Las Palmas,La Liga,30.0,1985.0,17.5,0.0,2.0,1.0,50.0,0.11,0.06,0.0,0.0,,0.0,0.0
989,Mario Gaspar,es ESP,DF,Villarreal,La Liga,24.0,1990.0,31.9,2.0,33.0,7.0,21.2,1.03,0.22,0.06,0.29,,0.0,0.0
990,Lamine Gassama,sn SEN,DF,Lorient,Ligue 1,25.0,1989.0,30.1,0.0,,0.0,,,0.0,,,,0.0,0.0
991,Daniele Gastaldello,it ITA,DF,Bologna,Serie A,32.0,1983.0,24.4,1.0,,2.0,,,0.08,,0.5,,0.0,0.0
992,Dwight Gayle,eng ENG,FW,Crystal Palace,Premier League,24.0,1990.0,8.6,3.0,,9.0,,,1.05,,0.33,,0.0,0.0
993,Ander Gayoso,es ESP,DF,Eibar,La Liga,22.0,1993.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
994,Paulo Gazzaniga,ar ARG,GK,Southampton,Premier League,23.0,1992.0,2.0,0.0,,0.0,,,0.0,,,,0.0,0.0
995,Alessandro Gazzi,it ITA,MF,Torino,Serie A,32.0,1983.0,10.7,0.0,,1.0,,,0.09,,0.0,,0.0,0.0
996,Marcello Gazzola,it ITA,DF,Sassuolo,Serie A,30.0,1985.0,5.3,0.0,,1.0,,,0.19,,0.0,,0.0,0.0
997,David de Gea,es ESP,GK,Manchester Utd,Premier League,24.0,1990.0,34.0,0.0,,0.0,,,0.0,,,,0.0,0.0
998,Theodor Gebre Selassie,cz CZE,DF,Werder Bremen,Bundesliga,28.0,1986.0,32.9,1.0,,5.0,,,0.15,,0.2,,0.0,0.0
999,Johannes Geis,de GER,MF,Schalke 04,Bundesliga,21.0,1993.0,25.8,2.0,,9.0,,,0.35,,0.11,,1.0,1.0
1000,Romain Genevois,ht HAI,"DF,MF",Nice,Ligue 1,27.0,1987.0,11.2,1.0,,1.0,,,0.09,,1.0,,0.0,0.0
1001,Santiago Gentiletti,ar ARG,DF,Lazio,Serie A,30.0,1985.0,19.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1002,Christian Gentner,de GER,MF,Stuttgart,Bundesliga,29.0,1985.0,27.6,5.0,,19.0,,,0.69,,0.26,,0.0,0.0
1003,Joel Gerezgiher,de GER,MF,Eint Frankfurt,Bundesliga,19.0,1995.0,1.0,0.0,,1.0,,,1.05,,0.0,,0.0,0.0
1004,Yannick Gerhardt,de GER,MF,Köln,Bundesliga,21.0,1994.0,20.9,2.0,,9.0,,,0.43,,0.22,,0.0,0.0
