Player,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK,Expected - xG,Expected - npxG,Expected - xAG,Expected - npxG+xAG,Per 90 Minutes - xG,Per 90 Minutes - xAG,Per 90 Minutes - xG+xAG,Per 90 Minutes - npxG,Per 90 Minutes - npxG+xAG,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - xG,Expected - npxG,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,90s,Total - Cmp,Total - Att,Total - Cmp%,Total - TotDist,Total - PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,Prog,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Pass Types - Live,Pass Types - Dead,Pass Types - FK,Pass Types - TB,Pass Types - Sw,Pass Types - Crs,Pass Types - TI,Pass Types - CK,Corner Kicks - In,Corner Kicks - Out,Corner Kicks - Str,Outcomes - Cmp,Outcomes - Off,Outcomes - Blocks,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,90s,SCA - SCA,SCA - SCA90,SCA Types - PassLive,SCA Types - PassDead,SCA Types - Drib,SCA Types - Sh,SCA Types - Fld,SCA Types - Def,GCA - GCA,GCA - GCA90,GCA Types - PassLive,GCA Types - PassDead,GCA Types - Drib,GCA Types - Sh,GCA Types - Fld,GCA Types - Def,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles - Tkl,Tackles - TklW,Tackles - Def 3rd,Tackles - Mid 3rd,Tackles - Att 3rd,Vs Dribbles - Tkl,Vs Dribbles - Att,Vs Dribbles - Tkl%,Vs Dribbles - Past,Blocks - Blocks,Blocks - Sh,Blocks - Pass,Int,Tkl+Int,Clr,Err
Matteo Gabbia,977,ITA,DF,Milan,it Serie A,21.0,1999.0,8.0,6.0,537.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.01,0.02,0.03,0.01,0.03,977,ITA,DF,Milan,it Serie A,21.0,1999.0,6.0,0.0,1.0,0.0,0.0,0.17,0.0,0.0,,5.8,0.0,0.0,0.0,0.1,0.1,0.08,-0.1,-0.1,977,ITA,DF,Milan,it Serie A,21.0,1999.0,6.0,377.0,437.0,86.3,7780.0,2598.0,104.0,119.0,87.4,211.0,227.0,93.0,59.0,84.0,70.2,0.0,0.1,0.1,-0.1,1.0,21.0,2.0,0.0,18.0,977,ITA,DF,Milan,it Serie A,21.0,1999.0,6.0,437.0,417.0,19.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,377.0,1.0,1.0,977,ITA,DF,Milan,it Serie A,21.0,1999.0,6.0,3.0,0.5,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.34,2.0,0.0,0.0,0.0,0.0,0.0,977,ITA,DF,Milan,it Serie A,21.0,1999.0,6.0,4.0,3.0,1.0,3.0,0.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,8.0,12.0,12.0,0.0
Manolo Gabbiadini,978,ITA,"FW,MF",Sampdoria,it Serie A,29.0,1991.0,18.0,15.0,1140.0,12.7,6.0,2.0,6.0,0.0,0.0,3.0,0.0,0.47,0.16,0.63,0.47,0.63,4.5,4.5,2.3,6.8,0.36,0.18,0.54,0.36,0.54,978,ITA,"FW,MF",Sampdoria,it Serie A,29.0,1991.0,12.7,6.0,44.0,20.0,45.5,3.47,1.58,0.14,0.3,19.3,3.0,0.0,0.0,4.5,4.5,0.1,1.5,1.5,978,ITA,"FW,MF",Sampdoria,it Serie A,29.0,1991.0,12.7,213.0,338.0,63.0,2869.0,943.0,129.0,167.0,77.2,58.0,93.0,62.4,11.0,38.0,28.9,2.0,2.3,1.4,-0.3,17.0,20.0,11.0,4.0,26.0,978,ITA,"FW,MF",Sampdoria,it Serie A,29.0,1991.0,12.7,338.0,313.0,23.0,4.0,3.0,1.0,24.0,3.0,11.0,3.0,4.0,0.0,213.0,2.0,13.0,978,ITA,"FW,MF",Sampdoria,it Serie A,29.0,1991.0,12.7,37.0,2.92,23.0,4.0,0.0,8.0,2.0,0.0,4.0,0.32,2.0,0.0,0.0,2.0,0.0,0.0,978,ITA,"FW,MF",Sampdoria,it Serie A,29.0,1991.0,12.7,6.0,4.0,3.0,2.0,1.0,1.0,7.0,14.3,6.0,5.0,2.0,3.0,3.0,9.0,10.0,0.0
Mijat Gaćinović,979,SRB,"FW,MF",Hoffenheim,de Bundesliga,26.0,1995.0,4.0,1.0,110.0,1.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.08,0.0,0.08,0.08,0.08,979,SRB,"FW,MF",Hoffenheim,de Bundesliga,26.0,1995.0,1.2,0.0,1.0,0.0,0.0,0.82,0.0,0.0,,10.9,0.0,0.0,0.0,0.1,0.1,0.09,-0.1,-0.1,979,SRB,"FW,MF",Hoffenheim,de Bundesliga,26.0,1995.0,1.2,39.0,53.0,73.6,658.0,255.0,16.0,19.0,84.2,18.0,20.0,90.0,4.0,8.0,50.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,979,SRB,"FW,MF",Hoffenheim,de Bundesliga,26.0,1995.0,1.2,53.0,46.0,7.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,39.0,0.0,5.0,979,SRB,"FW,MF",Hoffenheim,de Bundesliga,26.0,1995.0,1.2,3.0,2.45,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979,SRB,"FW,MF",Hoffenheim,de Bundesliga,26.0,1995.0,1.2,3.0,3.0,1.0,1.0,1.0,3.0,3.0,100.0,0.0,1.0,0.0,1.0,1.0,4.0,2.0,0.0
Gianluca Gaetano,980,ITA,MF,Napoli,it Serie A,21.0,2000.0,2.0,0.0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980,ITA,MF,Napoli,it Serie A,21.0,2000.0,0.2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,980,ITA,MF,Napoli,it Serie A,21.0,2000.0,0.2,9.0,12.0,75.0,113.0,31.0,6.0,7.0,85.7,3.0,3.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,980,ITA,MF,Napoli,it Serie A,21.0,2000.0,0.2,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,980,ITA,MF,Napoli,it Serie A,21.0,2000.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980,ITA,MF,Napoli,it Serie A,21.0,2000.0,0.2,1.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0
Luca Gagliano,981,ITA,"FW,DF",Cagliari,it Serie A,21.0,2000.0,2.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,981,ITA,"FW,DF",Cagliari,it Serie A,21.0,2000.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,981,ITA,"FW,DF",Cagliari,it Serie A,21.0,2000.0,0.1,3.0,6.0,50.0,51.0,5.0,1.0,1.0,100.0,2.0,4.0,50.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,981,ITA,"FW,DF",Cagliari,it Serie A,21.0,2000.0,0.1,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,981,ITA,"FW,DF",Cagliari,it Serie A,21.0,2000.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,981,ITA,"FW,DF",Cagliari,it Serie A,21.0,2000.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Roberto Gagliardini,982,ITA,MF,Inter,it Serie A,27.0,1994.0,18.0,6.0,649.0,7.2,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.28,0.28,0.55,0.28,0.55,1.0,1.0,1.3,2.3,0.14,0.18,0.33,0.14,0.33,982,ITA,MF,Inter,it Serie A,27.0,1994.0,7.2,2.0,8.0,4.0,50.0,1.11,0.55,0.25,0.5,17.7,0.0,0.0,0.0,1.0,1.0,0.13,1.0,1.0,982,ITA,MF,Inter,it Serie A,27.0,1994.0,7.2,285.0,336.0,84.8,4261.0,1080.0,167.0,186.0,89.8,99.0,113.0,87.6,13.0,22.0,59.1,2.0,1.3,0.8,0.7,6.0,27.0,3.0,0.0,21.0,982,ITA,MF,Inter,it Serie A,27.0,1994.0,7.2,336.0,330.0,5.0,3.0,1.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,285.0,1.0,7.0,982,ITA,MF,Inter,it Serie A,27.0,1994.0,7.2,17.0,2.37,14.0,0.0,0.0,2.0,1.0,0.0,2.0,0.28,2.0,0.0,0.0,0.0,0.0,0.0,982,ITA,MF,Inter,it Serie A,27.0,1994.0,7.2,12.0,6.0,7.0,4.0,1.0,1.0,13.0,7.7,12.0,14.0,5.0,9.0,9.0,21.0,7.0,0.0
Riccardo Gagliolo,983,SWE,DF,Salernitana,it Serie A,31.0,1990.0,17.0,12.0,1138.0,12.6,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.08,0.08,0.0,0.08,0.5,0.5,0.3,0.8,0.04,0.03,0.06,0.04,0.06,983,SWE,DF,Salernitana,it Serie A,31.0,1990.0,12.6,0.0,8.0,1.0,12.5,0.63,0.08,0.0,0.0,18.4,0.0,0.0,0.0,0.5,0.5,0.06,-0.5,-0.5,983,SWE,DF,Salernitana,it Serie A,31.0,1990.0,12.6,392.0,510.0,76.9,7567.0,3287.0,134.0,166.0,80.7,199.0,239.0,83.3,50.0,82.0,61.0,1.0,0.3,0.3,0.7,2.0,37.0,3.0,3.0,27.0,983,SWE,DF,Salernitana,it Serie A,31.0,1990.0,12.6,510.0,463.0,45.0,20.0,0.0,2.0,15.0,25.0,0.0,0.0,0.0,0.0,392.0,2.0,9.0,983,SWE,DF,Salernitana,it Serie A,31.0,1990.0,12.6,10.0,0.79,3.0,1.0,0.0,2.0,0.0,4.0,2.0,0.16,0.0,0.0,0.0,1.0,0.0,1.0,983,SWE,DF,Salernitana,it Serie A,31.0,1990.0,12.6,23.0,12.0,16.0,4.0,3.0,16.0,27.0,59.3,11.0,15.0,8.0,7.0,28.0,51.0,52.0,0.0
Javi Galán,984,ESP,DF,Celta Vigo,es La Liga,26.0,1994.0,37.0,37.0,3298.0,36.6,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.08,0.08,0.0,0.08,0.6,0.6,2.5,3.1,0.02,0.07,0.09,0.02,0.08,984,ESP,DF,Celta Vigo,es La Liga,26.0,1994.0,36.6,0.0,19.0,5.0,26.3,0.52,0.14,0.0,0.0,27.7,1.0,0.0,0.0,0.6,0.6,0.03,-0.6,-0.6,984,ESP,DF,Celta Vigo,es La Liga,26.0,1994.0,36.6,1697.0,2182.0,77.8,27626.0,8103.0,831.0,941.0,88.3,679.0,834.0,81.4,124.0,260.0,47.7,3.0,2.5,3.1,0.5,23.0,73.0,38.0,26.0,87.0,984,ESP,DF,Celta Vigo,es La Liga,26.0,1994.0,36.6,2182.0,1759.0,417.0,33.0,1.0,17.0,173.0,380.0,4.0,2.0,2.0,0.0,1697.0,6.0,49.0,984,ESP,DF,Celta Vigo,es La Liga,26.0,1994.0,36.6,64.0,1.75,50.0,4.0,2.0,1.0,4.0,3.0,5.0,0.14,4.0,0.0,0.0,1.0,0.0,0.0,984,ESP,DF,Celta Vigo,es La Liga,26.0,1994.0,36.6,108.0,66.0,60.0,37.0,11.0,42.0,99.0,42.4,57.0,48.0,8.0,40.0,45.0,153.0,52.0,0.0
Iñigo Ruiz de Galarreta,985,ESP,MF,Mallorca,es La Liga,27.0,1993.0,22.0,17.0,1378.0,15.3,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.7,1.3,0.04,0.05,0.08,0.04,0.08,985,ESP,MF,Mallorca,es La Liga,27.0,1993.0,15.3,0.0,8.0,3.0,37.5,0.52,0.2,0.0,0.0,22.6,0.0,0.0,0.0,0.6,0.6,0.07,-0.6,-0.6,985,ESP,MF,Mallorca,es La Liga,27.0,1993.0,15.3,616.0,761.0,80.9,10417.0,3377.0,295.0,333.0,88.6,233.0,279.0,83.5,63.0,93.0,67.7,0.0,0.7,1.1,-0.7,11.0,86.0,12.0,1.0,73.0,985,ESP,MF,Mallorca,es La Liga,27.0,1993.0,15.3,761.0,716.0,41.0,27.0,5.0,8.0,14.0,2.0,5.0,3.0,0.0,0.0,616.0,4.0,15.0,985,ESP,MF,Mallorca,es La Liga,27.0,1993.0,15.3,29.0,1.89,23.0,1.0,2.0,1.0,0.0,2.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,985,ESP,MF,Mallorca,es La Liga,27.0,1993.0,15.3,40.0,21.0,14.0,21.0,5.0,14.0,30.0,46.7,16.0,16.0,2.0,14.0,20.0,60.0,21.0,0.0
Nicolas Galazzi,986,ITA,MF,Venezia,it Serie A,20.0,2000.0,1.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986,ITA,MF,Venezia,it Serie A,20.0,2000.0,0.2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,986,ITA,MF,Venezia,it Serie A,20.0,2000.0,0.2,5.0,8.0,62.5,68.0,14.0,2.0,3.0,66.7,3.0,4.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986,ITA,MF,Venezia,it Serie A,20.0,2000.0,0.2,8.0,6.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,986,ITA,MF,Venezia,it Serie A,20.0,2000.0,0.2,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986,ITA,MF,Venezia,it Serie A,20.0,2000.0,0.2,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Pablo Galdames Millán,988,CHL,MF,Genoa,it Serie A,24.0,1996.0,19.0,11.0,1028.0,11.4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.1,1.8,0.06,0.1,0.16,0.06,0.16,988,CHL,MF,Genoa,it Serie A,24.0,1996.0,11.4,0.0,12.0,3.0,25.0,1.05,0.26,0.0,0.0,23.7,0.0,0.0,0.0,0.6,0.6,0.05,-0.6,-0.6,988,CHL,MF,Genoa,it Serie A,24.0,1996.0,11.4,324.0,443.0,73.1,5772.0,2027.0,142.0,172.0,82.6,130.0,168.0,77.4,41.0,74.0,55.4,0.0,1.1,1.5,-1.1,13.0,26.0,9.0,3.0,33.0,988,CHL,MF,Genoa,it Serie A,24.0,1996.0,11.4,443.0,403.0,38.0,25.0,1.0,7.0,31.0,4.0,8.0,2.0,5.0,1.0,324.0,2.0,7.0,988,CHL,MF,Genoa,it Serie A,24.0,1996.0,11.4,28.0,2.45,15.0,7.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988,CHL,MF,Genoa,it Serie A,24.0,1996.0,11.4,28.0,12.0,6.0,16.0,6.0,12.0,35.0,34.3,23.0,16.0,2.0,14.0,8.0,36.0,9.0,1.0
Thiago Galhardo,989,BRA,"FW,MF",Celta Vigo,es La Liga,32.0,1989.0,31.0,9.0,1148.0,12.8,2.0,2.0,2.0,0.0,0.0,5.0,0.0,0.16,0.16,0.31,0.16,0.31,4.2,4.2,2.2,6.4,0.33,0.17,0.5,0.33,0.5,989,BRA,"FW,MF",Celta Vigo,es La Liga,32.0,1989.0,12.8,2.0,30.0,16.0,53.3,2.35,1.25,0.07,0.13,12.5,0.0,0.0,0.0,4.2,4.2,0.14,-2.2,-2.2,989,BRA,"FW,MF",Celta Vigo,es La Liga,32.0,1989.0,12.8,170.0,276.0,61.6,2103.0,626.0,102.0,137.0,74.5,37.0,68.0,54.4,7.0,15.0,46.7,2.0,2.2,1.6,-0.2,12.0,12.0,12.0,2.0,17.0,989,BRA,"FW,MF",Celta Vigo,es La Liga,32.0,1989.0,12.8,276.0,265.0,7.0,1.0,2.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,170.0,4.0,7.0,989,BRA,"FW,MF",Celta Vigo,es La Liga,32.0,1989.0,12.8,25.0,1.96,19.0,0.0,0.0,5.0,1.0,0.0,4.0,0.31,4.0,0.0,0.0,0.0,0.0,0.0,989,BRA,"FW,MF",Celta Vigo,es La Liga,32.0,1989.0,12.8,12.0,6.0,3.0,3.0,6.0,2.0,12.0,16.7,10.0,15.0,2.0,13.0,6.0,18.0,9.0,0.0
Conor Gallagher,990,GBR,MF,Crystal Palace,eng Premier League,21.0,2000.0,34.0,33.0,2845.0,31.6,8.0,3.0,8.0,0.0,0.0,10.0,0.0,0.25,0.09,0.35,0.25,0.35,7.7,7.7,3.5,11.2,0.24,0.11,0.36,0.24,0.36,990,GBR,MF,Crystal Palace,eng Premier League,21.0,2000.0,31.6,8.0,52.0,22.0,42.3,1.64,0.7,0.15,0.36,17.5,4.0,0.0,0.0,7.7,7.7,0.15,0.3,0.3,990,GBR,MF,Crystal Palace,eng Premier League,21.0,2000.0,31.6,890.0,1188.0,74.9,14543.0,3808.0,443.0,517.0,85.7,305.0,386.0,79.0,88.0,173.0,50.9,3.0,3.5,3.1,-0.5,38.0,86.0,20.0,9.0,60.0,990,GBR,MF,Crystal Palace,eng Premier League,21.0,2000.0,31.6,1188.0,1030.0,151.0,70.0,2.0,8.0,128.0,4.0,62.0,26.0,16.0,4.0,890.0,7.0,27.0,990,GBR,MF,Crystal Palace,eng Premier League,21.0,2000.0,31.6,91.0,2.88,48.0,24.0,3.0,8.0,7.0,1.0,10.0,0.32,7.0,0.0,2.0,0.0,1.0,0.0,990,GBR,MF,Crystal Palace,eng Premier League,21.0,2000.0,31.6,68.0,37.0,34.0,20.0,14.0,21.0,69.0,30.4,48.0,58.0,9.0,49.0,29.0,97.0,26.0,0.0
Gauthier Gallon,991,FRA,GK,Troyes,fr Ligue 1,28.0,1993.0,31.0,31.0,2790.0,31.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,991,FRA,GK,Troyes,fr Ligue 1,28.0,1993.0,31.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,991,FRA,GK,Troyes,fr Ligue 1,28.0,1993.0,31.0,755.0,1062.0,71.1,21393.0,15902.0,155.0,157.0,98.7,314.0,321.0,97.8,277.0,573.0,48.3,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,991,FRA,GK,Troyes,fr Ligue 1,28.0,1993.0,31.0,1062.0,730.0,330.0,84.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,755.0,2.0,1.0,991,FRA,GK,Troyes,fr Ligue 1,28.0,1993.0,31.0,1.0,0.03,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,991,FRA,GK,Troyes,fr Ligue 1,28.0,1993.0,31.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,2.0,5.0,12.0,1.0
Cristian Gamboa,992,CRI,DF,Bochum,de Bundesliga,31.0,1989.0,23.0,20.0,1722.0,19.1,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.05,0.0,0.05,0.05,0.05,0.1,0.1,1.2,1.3,0.01,0.06,0.07,0.01,0.07,992,CRI,DF,Bochum,de Bundesliga,31.0,1989.0,19.1,1.0,5.0,1.0,20.0,0.26,0.05,0.2,1.0,27.3,0.0,0.0,0.0,0.1,0.1,0.03,0.9,0.9,992,CRI,DF,Bochum,de Bundesliga,31.0,1989.0,19.1,694.0,984.0,70.5,14026.0,6486.0,243.0,274.0,88.7,325.0,440.0,73.9,116.0,226.0,51.3,0.0,1.2,1.7,-1.2,13.0,74.0,18.0,11.0,62.0,992,CRI,DF,Bochum,de Bundesliga,31.0,1989.0,19.1,984.0,768.0,209.0,18.0,1.0,9.0,32.0,191.0,0.0,0.0,0.0,0.0,694.0,7.0,16.0,992,CRI,DF,Bochum,de Bundesliga,31.0,1989.0,19.1,36.0,1.88,24.0,6.0,1.0,0.0,3.0,2.0,4.0,0.21,3.0,1.0,0.0,0.0,0.0,0.0,992,CRI,DF,Bochum,de Bundesliga,31.0,1989.0,19.1,59.0,36.0,40.0,16.0,3.0,30.0,61.0,49.2,31.0,22.0,7.0,15.0,32.0,91.0,35.0,1.0
Kévin Gameiro,993,FRA,FW,Strasbourg,fr Ligue 1,34.0,1987.0,35.0,28.0,2385.0,26.5,11.0,3.0,10.0,1.0,3.0,0.0,0.0,0.42,0.11,0.53,0.38,0.49,14.2,11.8,3.5,15.3,0.54,0.13,0.67,0.45,0.58,993,FRA,FW,Strasbourg,fr Ligue 1,34.0,1987.0,26.5,11.0,65.0,25.0,38.5,2.45,0.94,0.15,0.4,14.2,0.0,1.0,3.0,14.2,11.8,0.18,-3.2,-1.8,993,FRA,FW,Strasbourg,fr Ligue 1,34.0,1987.0,26.5,628.0,802.0,78.3,7763.0,1157.0,403.0,468.0,86.1,154.0,192.0,80.2,20.0,35.0,57.1,3.0,3.5,3.4,-0.5,28.0,20.0,23.0,1.0,40.0,993,FRA,FW,Strasbourg,fr Ligue 1,34.0,1987.0,26.5,802.0,754.0,45.0,1.0,3.0,3.0,16.0,3.0,0.0,0.0,0.0,0.0,628.0,3.0,28.0,993,FRA,FW,Strasbourg,fr Ligue 1,34.0,1987.0,26.5,67.0,2.53,57.0,0.0,0.0,6.0,4.0,0.0,9.0,0.34,6.0,0.0,0.0,2.0,1.0,0.0,993,FRA,FW,Strasbourg,fr Ligue 1,34.0,1987.0,26.5,19.0,10.0,5.0,9.0,5.0,6.0,18.0,33.3,12.0,22.0,1.0,21.0,6.0,25.0,1.0,0.0
Idrissa Gana Gueye,994,SEN,MF,Paris S-G,fr Ligue 1,31.0,1989.0,26.0,18.0,1641.0,18.2,3.0,1.0,3.0,0.0,0.0,4.0,0.0,0.16,0.05,0.22,0.16,0.22,2.0,2.0,2.1,4.1,0.11,0.12,0.23,0.11,0.23,994,SEN,MF,Paris S-G,fr Ligue 1,31.0,1989.0,18.2,3.0,24.0,7.0,29.2,1.32,0.38,0.13,0.43,23.6,0.0,0.0,0.0,2.0,2.0,0.08,1.0,1.0,994,SEN,MF,Paris S-G,fr Ligue 1,31.0,1989.0,18.2,1298.0,1394.0,93.1,19520.0,5530.0,697.0,734.0,95.0,469.0,494.0,94.9,68.0,76.0,89.5,1.0,2.1,1.3,-1.1,15.0,138.0,7.0,0.0,92.0,994,SEN,MF,Paris S-G,fr Ligue 1,31.0,1989.0,18.2,1394.0,1355.0,35.0,25.0,2.0,7.0,2.0,9.0,1.0,0.0,0.0,0.0,1298.0,4.0,13.0,994,SEN,MF,Paris S-G,fr Ligue 1,31.0,1989.0,18.2,39.0,2.14,32.0,1.0,1.0,2.0,1.0,2.0,3.0,0.16,3.0,0.0,0.0,0.0,0.0,0.0,994,SEN,MF,Paris S-G,fr Ligue 1,31.0,1989.0,18.2,60.0,36.0,24.0,24.0,12.0,18.0,44.0,40.9,26.0,23.0,4.0,19.0,24.0,84.0,13.0,0.0
Ignatius Ganago,995,CMR,FW,Lens,fr Ligue 1,22.0,1999.0,28.0,11.0,1024.0,11.4,5.0,1.0,5.0,0.0,0.0,2.0,0.0,0.44,0.09,0.53,0.44,0.53,4.6,4.6,1.4,6.0,0.41,0.12,0.53,0.41,0.53,995,CMR,FW,Lens,fr Ligue 1,22.0,1999.0,11.4,5.0,31.0,10.0,32.3,2.72,0.88,0.16,0.5,13.2,0.0,0.0,0.0,4.6,4.6,0.15,0.4,0.4,995,CMR,FW,Lens,fr Ligue 1,22.0,1999.0,11.4,142.0,196.0,72.4,1845.0,236.0,78.0,100.0,78.0,43.0,57.0,75.4,5.0,9.0,55.6,1.0,1.4,0.5,-0.4,11.0,8.0,4.0,0.0,7.0,995,CMR,FW,Lens,fr Ligue 1,22.0,1999.0,11.4,196.0,176.0,19.0,1.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,142.0,1.0,5.0,995,CMR,FW,Lens,fr Ligue 1,22.0,1999.0,11.4,29.0,2.55,21.0,1.0,3.0,4.0,0.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,995,CMR,FW,Lens,fr Ligue 1,22.0,1999.0,11.4,3.0,2.0,1.0,2.0,0.0,2.0,6.0,33.3,4.0,4.0,0.0,4.0,2.0,5.0,3.0,0.0
Silvère Ganvoula M'Boussy,996,COG,FW,Bochum,de Bundesliga,25.0,1996.0,9.0,0.0,153.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.7,0.4,0.0,0.4,0.4,0.4,996,COG,FW,Bochum,de Bundesliga,25.0,1996.0,1.7,0.0,3.0,1.0,33.3,1.76,0.59,0.0,0.0,8.1,0.0,0.0,0.0,0.7,0.7,0.23,-0.7,-0.7,996,COG,FW,Bochum,de Bundesliga,25.0,1996.0,1.7,34.0,59.0,57.6,529.0,85.0,18.0,31.0,58.1,12.0,18.0,66.7,2.0,3.0,66.7,0.0,0.0,0.1,0.0,0.0,2.0,0.0,0.0,4.0,996,COG,FW,Bochum,de Bundesliga,25.0,1996.0,1.7,59.0,53.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,2.0,996,COG,FW,Bochum,de Bundesliga,25.0,1996.0,1.7,2.0,1.18,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996,COG,FW,Bochum,de Bundesliga,25.0,1996.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
