,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Min,Playing Time - Mn/MP,Playing Time - Min%,Playing Time - 90s,Starts - Starts,Starts - Mn/Start,Starts - Compl,Subs - Subs,Subs - Mn/Sub,Subs - unSub,Team Success - PPM,Team Success - onG,Team Success - onGA,Team Success - +/-,Team Success - +/-90,Team Success - On-Off
2388,Walter Samuel,ar ARG,DF,Inter,Serie A,35.0,1978.0,14.0,1168.0,83.0,,13.0,13.0,,11.0,1.0,,,,,,,,
2389,Mikel San José,es ESP,"DF,MF",Athletic Club,La Liga,24.0,1989.0,25.0,1808.0,72.0,,20.1,19.0,,19.0,6.0,,,,,,,,
2390,Antonio Sanabria,py PAR,FW,Sassuolo,Serie A,17.0,1996.0,2.0,37.0,19.0,,0.4,0.0,,,2.0,,,,,,,,
2392,Alexis Sánchez,cl CHI,"FW,MF",Barcelona,La Liga,24.0,1988.0,34.0,2369.0,70.0,,26.3,27.0,,13.0,7.0,,,,,,,,
2393,Carlos Sánchez,co COL,"DF,MF",Elche,La Liga,27.0,1986.0,30.0,2127.0,71.0,,23.6,24.0,,17.0,6.0,,,,,,,,
2394,Sergio Sánchez,es ESP,DF,Málaga,La Liga,27.0,1986.0,27.0,2329.0,86.0,,25.9,26.0,,25.0,1.0,,,,,,,,
2395,Víctor Sánchez,es ESP,"DF,MF",Espanyol,La Liga,25.0,1987.0,33.0,2876.0,87.0,,32.0,32.0,,26.0,1.0,,,,,,,,
2396,Sandro,br BRA,MF,Tottenham,Premier League,24.0,1989.0,17.0,828.0,49.0,,9.2,10.0,,4.0,7.0,,,,,,,,
2397,Lamine Sané,sn SEN,"DF,MF",Bordeaux,Ligue 1,26.0,1987.0,36.0,3240.0,90.0,,36.0,36.0,,36.0,0.0,,,,,,,,
2398,Leroy Sané,de GER,"FW,MF",Schalke 04,Bundesliga,17.0,1996.0,1.0,14.0,14.0,,0.2,0.0,,,1.0,,,,,,,,
2399,Salif Sané,sn SEN,"DF,MF",Hannover 96,Bundesliga,22.0,1990.0,19.0,1405.0,74.0,,15.6,16.0,,13.0,3.0,,,,,,,,
2400,Marco Sangalli,es ESP,"FW,MF",Real Sociedad,La Liga,21.0,1992.0,2.0,104.0,52.0,,1.2,1.0,,1.0,1.0,,,,,,,,
2401,Oier Sanjurjo,es ESP,"DF,MF",Osasuna,La Liga,27.0,1986.0,28.0,1152.0,41.0,,12.8,9.0,,8.0,19.0,,,,,,,,
2402,Younousse Sankharé,sn SEN,MF,Guingamp,Ligue 1,23.0,1989.0,36.0,2990.0,83.0,,33.2,35.0,,24.0,1.0,,,,,,,,
2403,Baissama Sankoh,gn GUI,"DF,MF",Guingamp,Ligue 1,21.0,1992.0,11.0,883.0,80.0,,9.8,10.0,,9.0,1.0,,,,,,,,
2404,Yaya Sanogo,fr FRA,FW,Arsenal,Premier League,20.0,1993.0,8.0,79.0,10.0,,0.9,0.0,,,8.0,,,,,,,,
2405,Morgan Sanson,fr FRA,MF,Montpellier,Ligue 1,18.0,1994.0,32.0,2463.0,77.0,,27.4,28.0,,21.0,4.0,,,,,,,,
2406,Gianluca Sansone,it ITA,FW,Sampdoria,Serie A,26.0,1987.0,24.0,1072.0,45.0,,11.9,9.0,,4.0,15.0,,,,,,,,
2407,Nicola Sansone,it ITA,"FW,MF",Sassuolo,Serie A,21.0,1991.0,12.0,909.0,76.0,,10.1,10.0,,6.0,2.0,,,,,,,,
2408,Nicola Sansone,it ITA,"FW,MF",Parma,Serie A,21.0,1991.0,17.0,731.0,43.0,,8.1,6.0,,4.0,11.0,,,,,,,,
2409,Roque Santa Cruz,py PAR,FW,Málaga,La Liga,31.0,1981.0,31.0,2134.0,69.0,,23.7,24.0,,16.0,7.0,,,,,,,,
2410,Felipe Santana,br BRA,DF,Schalke 04,Bundesliga,27.0,1986.0,20.0,1233.0,62.0,,13.7,13.0,,12.0,7.0,,,,,,,,
2411,Mario Santana,ar ARG,MF,Genoa,Serie A,31.0,1981.0,6.0,301.0,50.0,,3.3,4.0,,0.0,2.0,,,,,,,,
2412,Davide Santon,it ITA,DF,Newcastle Utd,Premier League,22.0,1991.0,27.0,2218.0,82.0,,24.6,26.0,,20.0,1.0,,,,,,,,
2413,Douglas Santos,br BRA,"DF,MF",Udinese,Serie A,19.0,1994.0,3.0,166.0,55.0,,1.8,3.0,,0.0,0.0,,,,,,,,
2414,Riccardo Saponara,it ITA,"FW,MF",Milan,Serie A,21.0,1991.0,7.0,219.0,31.0,,2.4,2.0,,0.0,5.0,,,,,,,,
2415,Cristian Săpunaru,ro ROU,DF,Elche,La Liga,29.0,1984.0,8.0,656.0,82.0,,7.3,8.0,,3.0,0.0,,,,,,,,
2416,Guillermo Sara,ar ARG,GK,Betis,La Liga,25.0,1987.0,15.0,1305.0,87.0,,14.5,15.0,,14.0,0.0,,,,,,,,
2418,Pablo Sarabia,es ESP,"FW,MF",Getafe,La Liga,21.0,1992.0,33.0,1941.0,59.0,,21.6,21.0,,11.0,12.0,,,,,,,,
2419,Sercan Sararer,tr TUR,"FW,MF",Stuttgart,Bundesliga,23.0,1989.0,6.0,60.0,10.0,,0.7,0.0,,,6.0,,,,,,,,
2420,Gennaro Sardo,it ITA,DF,Chievo,Serie A,34.0,1979.0,30.0,2195.0,73.0,,24.4,24.0,,19.0,6.0,,,,,,,,
2421,Marian Sarr,gm GAM,DF,Dortmund,Bundesliga,18.0,1995.0,2.0,135.0,68.0,,1.5,2.0,,1.0,0.0,,,,,,,,
2422,Mouhamadou-Naby Sarr,fr FRA,DF,Lyon,Ligue 1,19.0,1993.0,2.0,114.0,57.0,,1.3,1.0,,1.0,1.0,,,,,,,,
2423,Lluís Sastre,es ESP,MF,Valladolid,La Liga,27.0,1986.0,14.0,941.0,67.0,,10.5,10.0,,8.0,4.0,,,,,,,,
2424,Marco Sau,it ITA,"FW,MF",Cagliari,Serie A,25.0,1987.0,30.0,2084.0,69.0,,23.2,27.0,,6.0,3.0,,,,,,,,
2425,Stefan Savić,me MNE,"DF,MF",Fiorentina,Serie A,22.0,1991.0,31.0,2790.0,90.0,,31.0,31.0,,31.0,0.0,,,,,,,,
2426,Vujadin Savić,rs SRB,DF,Bordeaux,Ligue 1,23.0,1990.0,2.0,24.0,12.0,,0.3,0.0,,,2.0,,,,,,,,
2427,Lionel Scaloni,ar ARG,"DF,MF",Atalanta,Serie A,35.0,1978.0,5.0,428.0,86.0,,4.8,4.0,,3.0,1.0,,,,,,,,
2428,Marcel Schäfer,de GER,"DF,MF",Wolfsburg,Bundesliga,29.0,1984.0,21.0,495.0,24.0,,5.5,5.0,,1.0,16.0,,,,,,,,
2429,Raphael Schäfer,de GER,GK,Nürnberg,Bundesliga,34.0,1979.0,33.0,2925.0,89.0,,32.5,33.0,,32.0,0.0,,,,,,,,
2430,Dani Schahin,de GER,FW,Mainz 05,Bundesliga,24.0,1989.0,3.0,175.0,58.0,,1.9,2.0,,1.0,1.0,,,,,,,,
2431,Ezequiel Schelotto,it ITA,"DF,MF",Sassuolo,Serie A,24.0,1989.0,11.0,670.0,61.0,,7.4,9.0,,4.0,2.0,,,,,,,,
2432,Ezequiel Schelotto,it ITA,"DF,MF",Parma,Serie A,24.0,1989.0,16.0,716.0,45.0,,8.0,7.0,,2.0,9.0,,,,,,,,
2433,Pasquale Schiattarella,it ITA,MF,Livorno,Serie A,26.0,1987.0,17.0,1467.0,86.0,,16.3,17.0,,14.0,0.0,,,,,,,,
2434,Julian Schieber,de GER,FW,Dortmund,Bundesliga,24.0,1989.0,12.0,146.0,12.0,,1.6,1.0,,0.0,11.0,,,,,,,,
2435,Sven Schipplock,de GER,FW,Hoffenheim,Bundesliga,24.0,1988.0,23.0,879.0,38.0,,9.8,7.0,,1.0,16.0,,,,,,,,
2436,Jan Schlaudraff,de GER,"FW,MF",Hannover 96,Bundesliga,30.0,1983.0,21.0,632.0,30.0,,7.0,4.0,,1.0,17.0,,,,,,,,
2437,Marcel Schmelzer,de GER,DF,Dortmund,Bundesliga,25.0,1988.0,19.0,1587.0,84.0,,17.6,19.0,,15.0,0.0,,,,,,,,
2438,Jonathan Schmid,fr FRA,"DF,MF",Freiburg,Bundesliga,23.0,1990.0,29.0,2439.0,84.0,,27.1,28.0,,24.0,1.0,,,,,,,,
2439,Manuel Schmiedebach,de GER,MF,Hannover 96,Bundesliga,24.0,1988.0,24.0,1730.0,72.0,,19.2,19.0,,15.0,5.0,,,,,,,,
2440,Lukas Schmitz,de GER,"DF,MF",Werder Bremen,Bundesliga,24.0,1988.0,3.0,97.0,32.0,,1.1,0.0,,,3.0,,,,,,,,
2441,Morgan Schneiderlin,fr FRA,MF,Southampton,Premier League,23.0,1989.0,33.0,2765.0,84.0,,30.7,31.0,,28.0,2.0,,,,,,,,
2442,Tim Schraml,de GER,"DF,MF",Freiburg,Bundesliga,20.0,1993.0,1.0,1.0,1.0,,0.0,0.0,,,1.0,,,,,,,,
2444,Stephan Schröck,ph PHI,"DF,MF",Eint Frankfurt,Bundesliga,26.0,1986.0,12.0,684.0,57.0,,7.6,7.0,,4.0,5.0,,,,,,,,
2445,Christian Schulz,de GER,"DF,MF",Hannover 96,Bundesliga,30.0,1983.0,27.0,2151.0,80.0,,23.9,24.0,,22.0,3.0,,,,,,,,
2446,Nico Schulz,de GER,"DF,FW",Hertha BSC,Bundesliga,20.0,1993.0,23.0,1434.0,62.0,,15.9,15.0,,10.0,8.0,,,,,,,,
2447,André Schürrle,de GER,"FW,MF",Chelsea,Premier League,22.0,1990.0,30.0,1329.0,44.0,,14.8,15.0,,3.0,15.0,,,,,,,,
2448,Julian Schuster,de GER,MF,Freiburg,Bundesliga,28.0,1985.0,27.0,1932.0,72.0,,21.5,22.0,,16.0,5.0,,,,,,,,
2449,Daniel Schwaab,de GER,DF,Stuttgart,Bundesliga,24.0,1988.0,32.0,2870.0,90.0,,31.9,32.0,,30.0,0.0,,,,,,,,
2450,Mark Schwarzer,au AUS,GK,Chelsea,Premier League,40.0,1972.0,4.0,360.0,90.0,,4.0,4.0,,4.0,0.0,,,,,,,,
2451,Pirmin Schwegler,ch SUI,MF,Eint Frankfurt,Bundesliga,26.0,1987.0,17.0,1152.0,68.0,,12.8,14.0,,10.0,3.0,,,,,,,,
2452,Bastian Schweinsteiger,de GER,"DF,MF",Bayern Munich,Bundesliga,28.0,1984.0,23.0,1824.0,79.0,,20.3,22.0,,14.0,1.0,,,,,,,,
2453,Alexander Schwolow,de GER,GK,Freiburg,Bundesliga,21.0,1992.0,1.0,90.0,90.0,,1.0,1.0,,1.0,0.0,,,,,,,,
2454,Ignacio Scocco,ar ARG,"FW,MF",Sunderland,Premier League,28.0,1985.0,6.0,99.0,17.0,,1.1,0.0,,,6.0,,,,,,,,
2455,Simone Scuffet,it ITA,GK,Udinese,Serie A,17.0,1996.0,16.0,1440.0,90.0,,16.0,16.0,,16.0,0.0,,,,,,,,
2456,Giuseppe Sculli,it ITA,"FW,MF",Genoa,Serie A,32.0,1981.0,10.0,689.0,69.0,,7.7,9.0,,2.0,1.0,,,,,,,,
2457,Haris Seferović,ch SUI,FW,Real Sociedad,La Liga,21.0,1992.0,24.0,887.0,37.0,,9.9,9.0,,2.0,15.0,,,,,,,,
2458,Davie Selke,de GER,FW,Werder Bremen,Bundesliga,18.0,1995.0,3.0,129.0,43.0,,1.4,1.0,,0.0,2.0,,,,,,,,
2459,Philippe Senderos,ch SUI,DF,Fulham,Premier League,28.0,1985.0,12.0,1026.0,86.0,,11.4,12.0,,11.0,0.0,,,,,,,,
2460,Philippe Senderos,ch SUI,DF,Valencia,La Liga,28.0,1985.0,8.0,659.0,82.0,,7.3,7.0,,6.0,1.0,,,,,,,,
2461,Grégory Sertic,fr FRA,MF,Bordeaux,Ligue 1,23.0,1989.0,30.0,2578.0,86.0,,28.6,29.0,,24.0,1.0,,,,,,,,
2462,Stéphane Sessègnon,bj BEN,"FW,MF",West Brom,Premier League,29.0,1984.0,26.0,1952.0,75.0,,21.7,23.0,,10.0,3.0,,,,,,,,
2463,Stéphane Sessègnon,bj BEN,"FW,MF",Sunderland,Premier League,29.0,1984.0,2.0,116.0,58.0,,1.3,2.0,,0.0,0.0,,,,,,,,
2464,Alessio Sestu,it ITA,MF,Sampdoria,Serie A,29.0,1983.0,2.0,38.0,19.0,,0.4,0.0,,,2.0,,,,,,,,
2465,Alessio Sestu,it ITA,MF,Chievo,Serie A,29.0,1983.0,12.0,603.0,50.0,,6.7,8.0,,1.0,4.0,,,,,,,,
2466,Ryu Seung-woo,kr KOR,"FW,MF",Leverkusen,Bundesliga,19.0,1993.0,2.0,13.0,7.0,,0.1,0.0,,,2.0,,,,,,,,
2467,Salva Sevilla,es ESP,MF,Betis,La Liga,29.0,1984.0,21.0,1337.0,64.0,,14.9,16.0,,7.0,5.0,,,,,,,,
2468,Stephan El Shaarawy,it ITA,"FW,MF",Milan,Serie A,20.0,1992.0,6.0,213.0,36.0,,2.4,1.0,,0.0,5.0,,,,,,,,
2470,Xherdan Shaqiri,ch SUI,"FW,MF",Bayern Munich,Bundesliga,21.0,1991.0,17.0,782.0,46.0,,8.7,10.0,,2.0,7.0,,,,,,,,
2471,Luke Shaw,eng ENG,"DF,MF",Southampton,Premier League,18.0,1995.0,35.0,2986.0,85.0,,33.2,35.0,,30.0,0.0,,,,,,,,
2472,Ryan Shawcross,eng ENG,DF,Stoke City,Premier League,25.0,1987.0,37.0,3291.0,89.0,,36.6,37.0,,36.0,0.0,,,,,,,,
2473,Brek Shea,us USA,"DF,FW",Stoke City,Premier League,23.0,1990.0,1.0,32.0,32.0,,0.4,0.0,,,1.0,,,,,,,,
2474,Itay Shechter,il ISR,FW,Nantes,Ligue 1,26.0,1987.0,11.0,613.0,56.0,,6.8,7.0,,2.0,4.0,,,,,,,,
2475,Jonjo Shelvey,eng ENG,MF,Swansea City,Premier League,21.0,1992.0,32.0,2470.0,77.0,,27.4,29.0,,20.0,3.0,,,,,,,,
2476,Djibril Sidibé,fr FRA,"DF,MF",Lille,Ligue 1,21.0,1992.0,20.0,1359.0,68.0,,15.1,14.0,,13.0,6.0,,,,,,,,
2477,Sidnei,br BRA,DF,Espanyol,La Liga,23.0,1989.0,12.0,1033.0,86.0,,11.5,11.0,,11.0,1.0,,,,,,,,
2478,Steve Sidwell,eng ENG,MF,Fulham,Premier League,30.0,1982.0,38.0,3231.0,85.0,,35.9,36.0,,32.0,2.0,,,,,,,,
2479,Franck Signorino,fr FRA,DF,Reims,Ligue 1,31.0,1981.0,25.0,2116.0,85.0,,23.5,24.0,,22.0,1.0,,,,,,,,
2480,Gylfi Sigurðsson,is ISL,"FW,MF",Tottenham,Premier League,23.0,1989.0,25.0,1277.0,51.0,,14.2,14.0,,5.0,11.0,,,,,,,,
2481,Luca Siligardi,it ITA,"FW,MF",Livorno,Serie A,25.0,1988.0,26.0,1310.0,50.0,,14.6,13.0,,5.0,13.0,,,,,,,,
2482,David Silva,es ESP,"FW,MF",Manchester City,Premier League,27.0,1986.0,27.0,2161.0,80.0,,24.0,26.0,,12.0,1.0,,,,,,,,
2483,Francisco Silva,cl CHI,"DF,MF",Osasuna,La Liga,27.0,1986.0,31.0,2541.0,82.0,,28.2,29.0,,24.0,2.0,,,,,,,,
2484,Gabriel Silva,br BRA,"DF,MF",Udinese,Serie A,22.0,1991.0,31.0,2522.0,81.0,,28.0,29.0,,26.0,2.0,,,,,,,,
2485,Marcelo Silva,uy URU,DF,Almería,La Liga,24.0,1989.0,2.0,109.0,55.0,,1.2,1.0,,0.0,1.0,,,,,,,,
2486,Marco da Silva,fr FRA,MF,Valenciennes,Ligue 1,21.0,1992.0,20.0,1396.0,70.0,,15.5,15.0,,10.0,5.0,,,,,,,,
2487,Thiago Silva,br BRA,DF,Paris S-G,Ligue 1,28.0,1984.0,28.0,2382.0,85.0,,26.5,28.0,,26.0,0.0,,,,,,,,
2488,Matías Silvestre,ar ARG,DF,Milan,Serie A,28.0,1984.0,4.0,309.0,77.0,,3.4,3.0,,3.0,1.0,,,,,,,,
2489,Marco Silvestri,it ITA,GK,Cagliari,Serie A,22.0,1991.0,3.0,234.0,78.0,,2.6,3.0,,2.0,0.0,,,,,,,,
2490,Scott Sinclair,eng ENG,"FW,MF",West Brom,Premier League,24.0,1989.0,8.0,301.0,38.0,,3.3,4.0,,0.0,4.0,,,,,,,,
2491,Nathan Sinkala,zm ZAM,"DF,MF",Sochaux,Ligue 1,22.0,1990.0,15.0,1274.0,85.0,,14.2,15.0,,13.0,0.0,,,,,,,,
2492,Giovanni Sio,ci CIV,"FW,MF",Wolfsburg,Bundesliga,24.0,1989.0,1.0,11.0,11.0,,0.1,0.0,,,1.0,,,,,,,,
2493,Pantxi Sirieix,fr FRA,MF,Toulouse,Ligue 1,32.0,1980.0,12.0,469.0,39.0,,5.2,5.0,,3.0,7.0,,,,,,,,
2494,Salvatore Sirigu,it ITA,GK,Paris S-G,Ligue 1,26.0,1987.0,37.0,3330.0,90.0,,37.0,37.0,,37.0,0.0,,,,,,,,
2496,Maicon Sisenando,br BRA,DF,Roma,Serie A,32.0,1981.0,28.0,2320.0,83.0,,25.8,28.0,,20.0,0.0,,,,,,,,
2497,Sisi,es ESP,"FW,MF",Osasuna,La Liga,27.0,1986.0,9.0,598.0,66.0,,6.6,7.0,,2.0,2.0,,,,,,,,
2498,Ibrahim Sissoko,ci CIV,FW,Saint-Étienne,Ligue 1,21.0,1991.0,4.0,94.0,24.0,,1.0,0.0,,,4.0,,,,,,,,
2499,Mohamed Sissoko,ml MLI,MF,Levante,La Liga,28.0,1985.0,10.0,432.0,43.0,,4.8,4.0,,3.0,6.0,,,,,,,,
2500,Moussa Sissoko,fr FRA,MF,Newcastle Utd,Premier League,23.0,1989.0,35.0,3030.0,87.0,,33.7,35.0,,29.0,0.0,,,,,,,,
2501,Oumar Sissoko,ml MLI,GK,Ajaccio,Ligue 1,25.0,1987.0,1.0,90.0,90.0,,1.0,1.0,,1.0,0.0,,,,,,,,
2502,Łukasz Skorupski,pl POL,GK,Roma,Serie A,22.0,1991.0,2.0,180.0,90.0,,2.0,2.0,,2.0,0.0,,,,,,,,
2503,Martin Škrtel,sk SVK,DF,Liverpool,Premier League,28.0,1984.0,36.0,3221.0,89.0,,35.8,36.0,,35.0,0.0,,,,,,,,
2504,Petar Slišković,hr CRO,FW,Mainz 05,Bundesliga,22.0,1991.0,2.0,22.0,11.0,,0.2,0.0,,,2.0,,,,,,,,
2505,Chris Smalling,eng ENG,DF,Manchester Utd,Premier League,23.0,1989.0,25.0,1939.0,78.0,,21.5,21.0,,19.0,4.0,,,,,,,,
2506,Brad Smith,au AUS,"DF,MF",Liverpool,Premier League,19.0,1994.0,1.0,31.0,31.0,,0.3,0.0,,,1.0,,,,,,,,
2507,Robert Snodgrass,sct SCO,"FW,MF",Norwich City,Premier League,25.0,1987.0,30.0,2569.0,86.0,,28.5,29.0,,25.0,1.0,,,,,,,,
2508,Artur Sobiech,pl POL,FW,Hannover 96,Bundesliga,23.0,1990.0,17.0,1029.0,61.0,,11.4,12.0,,5.0,5.0,,,,,,,,
2509,Lasse Sobiech,de GER,"DF,MF",Hamburger SV,Bundesliga,22.0,1991.0,10.0,696.0,70.0,,7.7,7.0,,6.0,3.0,,,,,,,,
2510,Enrique Sola,es ESP,FW,Athletic Club,La Liga,27.0,1986.0,5.0,231.0,46.0,,2.6,2.0,,2.0,3.0,,,,,,,,
2511,Roberto Soldado,es ESP,FW,Tottenham,Premier League,28.0,1985.0,28.0,1928.0,69.0,,21.4,22.0,,12.0,6.0,,,,,,,,
2512,Simone Solinas,it ITA,FW,Cagliari,Serie A,17.0,1996.0,1.0,2.0,2.0,,0.0,0.0,,,1.0,,,,,,,,
2513,Alex Song,cm CMR,"DF,MF",Barcelona,La Liga,25.0,1987.0,19.0,1134.0,60.0,,12.6,12.0,,10.0,7.0,,,,,,,,
2514,Jérémy Sorbon,fr FRA,DF,Guingamp,Ligue 1,29.0,1983.0,37.0,3330.0,90.0,,37.0,37.0,,37.0,0.0,,,,,,,,
2515,Oliver Sorg,de GER,DF,Freiburg,Bundesliga,23.0,1990.0,31.0,2769.0,89.0,,30.8,31.0,,30.0,0.0,,,,,,,,
2516,Bruno Soriano,es ESP,MF,Villarreal,La Liga,29.0,1984.0,36.0,2976.0,83.0,,33.1,35.0,,29.0,1.0,,,,,,,,
2517,Fernando Soriano,es ESP,MF,Almería,La Liga,33.0,1979.0,35.0,1872.0,53.0,,20.8,24.0,,3.0,11.0,,,,,,,,
2518,Roberto Soriano,it ITA,MF,Sampdoria,Serie A,22.0,1991.0,29.0,1936.0,67.0,,21.5,21.0,,14.0,8.0,,,,,,,,
2519,Olivier Sorlin,fr FRA,MF,Evian,Ligue 1,34.0,1979.0,37.0,3295.0,89.0,,36.6,37.0,,35.0,0.0,,,,,,,,
2520,José Sosa,ar ARG,MF,Atlético Madrid,La Liga,28.0,1985.0,15.0,461.0,31.0,,5.1,4.0,,0.0,11.0,,,,,,,,
2522,Elkin Soto,co COL,MF,Mainz 05,Bundesliga,32.0,1980.0,20.0,1262.0,63.0,,14.0,17.0,,6.0,3.0,,,,,,,,
2523,Pape Souaré,sn SEN,DF,Lille,Ligue 1,23.0,1990.0,33.0,2873.0,87.0,,31.9,33.0,,27.0,0.0,,,,,,,,
2524,Modou Sougou,sn SEN,"FW,MF",Evian,Ligue 1,28.0,1984.0,29.0,1958.0,68.0,,21.8,21.0,,15.0,8.0,,,,,,,,
2525,Adama Soumaoro,fr FRA,DF,Lille,Ligue 1,21.0,1992.0,4.0,329.0,82.0,,3.7,4.0,,1.0,0.0,,,,,,,,
2526,Emir Spahić,ba BIH,DF,Leverkusen,Bundesliga,32.0,1980.0,27.0,2343.0,87.0,,26.0,26.0,,24.0,1.0,,,,,,,,
2527,Uroš Spajić,rs SRB,DF,Toulouse,Ligue 1,20.0,1993.0,32.0,2586.0,81.0,,28.7,32.0,,27.0,0.0,,,,,,,,
2528,Julián Speroni,ar ARG,GK,Crystal Palace,Premier League,34.0,1979.0,37.0,3330.0,90.0,,37.0,37.0,,37.0,0.0,,,,,,,,
2529,Nicolás Spolli,ar ARG,DF,Catania,Serie A,30.0,1983.0,21.0,1772.0,84.0,,19.7,20.0,,18.0,1.0,,,,,,,,
2530,Marco Sportiello,it ITA,GK,Atalanta,Serie A,21.0,1992.0,3.0,270.0,90.0,,3.0,3.0,,3.0,0.0,,,,,,,,
2531,Sébastien Squillaci,fr FRA,DF,Bastia,Ligue 1,32.0,1980.0,31.0,2750.0,89.0,,30.6,31.0,,30.0,0.0,,,,,,,,
2532,Lorenzo Squizzi,it ITA,GK,Chievo,Serie A,39.0,1974.0,1.0,90.0,90.0,,1.0,1.0,,1.0,0.0,,,,,,,,
2533,Kostas Stafylidis,gr GRE,"DF,MF",Leverkusen,Bundesliga,19.0,1993.0,1.0,8.0,8.0,,0.1,0.0,,,1.0,,,,,,,,
2534,Benjamin Stambouli,fr FRA,"DF,MF",Montpellier,Ligue 1,22.0,1990.0,37.0,3330.0,90.0,,37.0,37.0,,37.0,0.0,,,,,,,,
2535,Niklas Stark,de GER,"DF,MF",Nürnberg,Bundesliga,18.0,1995.0,21.0,1298.0,62.0,,14.4,15.0,,9.0,6.0,,,,,,,,
2536,Tom Starke,de GER,GK,Bayern Munich,Bundesliga,32.0,1981.0,2.0,180.0,90.0,,2.0,2.0,,2.0,0.0,,,,,,,,
2537,Markus Steinhöfer,de GER,"DF,MF",Betis,La Liga,27.0,1986.0,3.0,161.0,54.0,,1.8,2.0,,1.0,1.0,,,,,,,,
2538,Maarten Stekelenburg,nl NED,GK,Fulham,Premier League,30.0,1982.0,19.0,1680.0,88.0,,18.7,19.0,,17.0,0.0,,,,,,,,
2539,Guglielmo Stendardo,it ITA,DF,Atalanta,Serie A,32.0,1981.0,28.0,2414.0,86.0,,26.8,28.0,,24.0,0.0,,,,,,,,
2540,Marc Stendera,de GER,MF,Eint Frankfurt,Bundesliga,17.0,1995.0,5.0,70.0,14.0,,0.8,1.0,,0.0,4.0,,,,,,,,
2541,Raheem Sterling,eng ENG,"FW,MF",Liverpool,Premier League,18.0,1994.0,33.0,2218.0,67.0,,24.6,24.0,,16.0,9.0,,,,,,,,
2542,Miroslav Stevanović,ba BIH,"FW,MF",Elche,La Liga,23.0,1990.0,3.0,120.0,40.0,,1.3,2.0,,0.0,1.0,,,,,,,,
2543,Lars Stindl,de GER,"FW,MF",Hannover 96,Bundesliga,24.0,1988.0,31.0,2653.0,86.0,,29.5,31.0,,27.0,0.0,,,,,,,,
2544,David Stockdale,eng ENG,GK,Fulham,Premier League,27.0,1985.0,21.0,1740.0,83.0,,19.3,19.0,,19.0,2.0,,,,,,,,
2545,Adrian Stoian,ro ROU,MF,Genoa,Serie A,22.0,1991.0,7.0,178.0,25.0,,2.0,0.0,,,7.0,,,,,,,,
2546,Adrian Stoian,ro ROU,MF,Chievo,Serie A,22.0,1991.0,8.0,349.0,44.0,,3.9,5.0,,0.0,3.0,,,,,,,,
2548,Dejan Stojanović,at AUT,GK,Bologna,Serie A,20.0,1993.0,1.0,90.0,90.0,,1.0,1.0,,1.0,0.0,,,,,,,,
2549,Alexander Stolz,de GER,GK,Hoffenheim,Bundesliga,29.0,1983.0,1.0,18.0,18.0,,0.2,0.0,,,1.0,,,,,,,,
2550,John Stones,eng ENG,DF,Everton,Premier League,19.0,1994.0,21.0,1372.0,65.0,,15.2,15.0,,14.0,6.0,,,,,,,,
2551,Marco Storari,it ITA,GK,Juventus,Serie A,36.0,1977.0,6.0,515.0,86.0,,5.7,5.0,,5.0,1.0,,,,,,,,
2552,Martin Stranzl,at AUT,"DF,MF",M'Gladbach,Bundesliga,33.0,1980.0,30.0,2672.0,89.0,,29.7,30.0,,28.0,0.0,,,,,,,,
2553,Tobias Strobl,de GER,"DF,MF",Hoffenheim,Bundesliga,23.0,1990.0,29.0,1868.0,64.0,,20.8,19.0,,14.0,10.0,,,,,,,,
2554,Kevin Strootman,nl NED,MF,Roma,Serie A,23.0,1990.0,24.0,1994.0,83.0,,22.2,23.0,,20.0,1.0,,,,,,,,
2555,Cristhian Stuani,uy URU,"FW,MF",Espanyol,La Liga,26.0,1986.0,34.0,2574.0,76.0,,28.6,28.0,,21.0,6.0,,,,,,,,
2556,Stefano Sturaro,it ITA,MF,Genoa,Serie A,20.0,1993.0,16.0,1113.0,70.0,,12.4,13.0,,10.0,3.0,,,,,,,,
2557,Daniel Sturridge,eng ENG,"FW,MF",Liverpool,Premier League,23.0,1989.0,29.0,2267.0,78.0,,25.2,26.0,,13.0,3.0,,,,,,,,
2558,Damián Suárez,uy URU,DF,Elche,La Liga,25.0,1988.0,31.0,2758.0,89.0,,30.6,31.0,,29.0,0.0,,,,,,,,
2559,Jeffrén Suárez,ve VEN,"FW,MF",Valladolid,La Liga,25.0,1988.0,11.0,479.0,44.0,,5.3,5.0,,0.0,6.0,,,,,,,,
2560,Luis Suárez,uy URU,FW,Liverpool,Premier League,26.0,1987.0,33.0,2962.0,90.0,,32.9,33.0,,30.0,0.0,,,,,,,,
2561,Mario Suárez,es ESP,MF,Atlético Madrid,La Liga,26.0,1987.0,17.0,1361.0,80.0,,15.1,16.0,,13.0,1.0,,,,,,,,
2562,Rubén Suárez,es ESP,MF,Almería,La Liga,34.0,1979.0,1.0,23.0,23.0,,0.3,0.0,,,1.0,,,,,,,,
2563,Danijel Subašić,hr CRO,GK,Monaco,Ligue 1,28.0,1984.0,35.0,3150.0,90.0,,35.0,35.0,,35.0,0.0,,,,,,,,
2564,Neven Subotić,rs SRB,DF,Dortmund,Bundesliga,24.0,1988.0,10.0,824.0,82.0,,9.2,10.0,,8.0,0.0,,,,,,,,
