,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - xG,Expected - npxG,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG
28,Felix Agu,de GER,DF,Werder Bremen,Bundesliga,20.0,1999.0,7.8,1.0,4.0,1.0,25.0,0.51,0.13,0.25,1.0,19.3,0.0,0.0,0.0,0.6,0.6,0.15,0.4,0.4
29,Kevin Agudelo,co COL,FW,Spezia,Serie A,21.0,1998.0,15.1,1.0,19.0,4.0,21.1,1.26,0.27,0.05,0.25,17.2,0.0,0.0,0.0,1.5,1.5,0.08,-0.5,-0.5
30,Nayef Aguerd,ma MAR,DF,Rennes,Ligue 1,24.0,1996.0,35.0,3.0,28.0,6.0,21.4,0.8,0.17,0.11,0.5,10.1,0.0,0.0,0.0,3.2,3.2,0.12,-0.2,-0.2
31,Sergio Agüero,ar ARG,FW,Manchester City,Premier League,32.0,1988.0,6.2,4.0,17.0,10.0,58.8,2.74,1.61,0.18,0.3,14.6,0.0,1.0,2.0,3.5,1.9,0.11,0.5,1.1
32,Ruben Aguilar,fr FRA,"DF,MF",Monaco,Ligue 1,27.0,1993.0,24.7,1.0,8.0,3.0,37.5,0.32,0.12,0.13,0.33,11.0,0.0,0.0,0.0,0.9,0.9,0.11,0.1,0.1
33,Naouirou Ahamada,fr FRA,MF,Stuttgart,Bundesliga,18.0,2002.0,2.8,0.0,5.0,1.0,20.0,1.79,0.36,0.0,0.0,23.4,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2
34,Matteo Ahlinvi,bj BEN,MF,Nîmes,Ligue 1,21.0,1999.0,10.0,2.0,12.0,7.0,58.3,1.2,0.7,0.17,0.29,22.5,0.0,0.0,0.0,1.4,1.4,0.11,0.6,0.6
35,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,Ligue 1,26.0,1994.0,23.8,2.0,31.0,6.0,19.4,1.3,0.25,0.06,0.33,21.3,0.0,0.0,0.0,2.3,2.1,0.07,-0.3,-0.1
36,Jean-Eudes Aholou,ci CIV,MF,Monaco,Ligue 1,26.0,1994.0,0.4,0.0,2.0,1.0,50.0,5.0,2.5,0.0,0.0,16.8,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1
37,Joseph Aidoo,gh GHA,DF,Celta Vigo,La Liga,24.0,1995.0,14.3,0.0,9.0,0.0,0.0,0.63,0.0,0.0,,14.9,0.0,0.0,0.0,0.8,0.8,0.09,-0.8,-0.8
38,Ola Aina,ng NGA,DF,Fulham,Premier League,23.0,1996.0,29.6,2.0,14.0,4.0,28.6,0.47,0.14,0.14,0.5,24.6,1.0,0.0,0.0,1.2,1.2,0.09,0.8,0.8
39,Rayan Aït Nouri,dz ALG,DF,Wolves,Premier League,19.0,2001.0,15.6,1.0,15.0,6.0,40.0,0.96,0.38,0.07,0.17,19.8,0.0,0.0,0.0,0.6,0.6,0.04,0.4,0.4
40,Rayan Aït Nouri,dz ALG,DF,Angers,Ligue 1,19.0,2001.0,2.1,0.0,1.0,0.0,0.0,0.48,0.0,0.0,,14.3,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1
41,Semi Ajayi,ng NGA,DF,West Brom,Premier League,26.0,1993.0,30.9,2.0,13.0,4.0,30.8,0.42,0.13,0.15,0.5,9.8,0.0,0.0,0.0,1.9,1.9,0.15,0.1,0.1
42,Ludovic Ajorque,fr FRA,FW,Strasbourg,Ligue 1,26.0,1994.0,33.0,16.0,66.0,30.0,45.5,2.0,0.91,0.18,0.4,15.0,0.0,4.0,5.0,15.7,11.8,0.18,0.3,0.2
43,Manuel Akanji,ch SUI,DF,Dortmund,Bundesliga,25.0,1995.0,26.1,2.0,19.0,4.0,21.1,0.73,0.15,0.11,0.5,13.9,0.0,0.0,0.0,1.7,1.7,0.09,0.3,0.3
44,Carlos Akapo,gq EQG,DF,Cádiz,La Liga,27.0,1993.0,9.6,1.0,2.0,1.0,50.0,0.21,0.1,0.5,1.0,23.4,0.0,0.0,0.0,0.3,0.3,0.17,0.7,0.7
45,Marley Aké,fr FRA,FW,Marseille,Ligue 1,19.0,2001.0,1.6,0.0,4.0,0.0,0.0,2.47,0.0,0.0,,12.7,0.0,0.0,0.0,1.0,1.0,0.26,-1.0,-1.0
46,Nathan Aké,nl NED,DF,Manchester City,Premier League,25.0,1995.0,8.9,1.0,3.0,1.0,33.3,0.34,0.11,0.33,1.0,15.5,0.0,0.0,0.0,0.3,0.3,0.09,0.7,0.7
47,Paul Akouokou,ci CIV,MF,Betis,La Liga,22.0,1997.0,4.2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
48,Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,Serie A,27.0,1992.0,11.7,0.0,12.0,1.0,8.3,1.02,0.09,0.0,0.0,16.6,0.0,0.0,0.0,1.2,1.2,0.1,-1.2,-1.2
49,Kevin Akpoguma,ng NGA,DF,Hoffenheim,Bundesliga,25.0,1995.0,13.2,1.0,2.0,2.0,100.0,0.15,0.15,0.5,0.5,21.0,0.0,0.0,0.0,0.1,0.1,0.04,0.9,0.9
50,David Alaba,at AUT,"DF,MF",Bayern Munich,Bundesliga,28.0,1992.0,29.7,2.0,21.0,6.0,28.6,0.71,0.2,0.1,0.33,23.9,3.0,0.0,0.0,1.2,1.2,0.06,0.8,0.8
52,Sofiane Alakouch,ma MAR,DF,Nîmes,Ligue 1,22.0,1998.0,16.7,0.0,5.0,0.0,0.0,0.3,0.0,0.0,,21.4,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2
53,Jony Álamo,es ESP,MF,Elche,La Liga,18.0,2001.0,0.8,0.0,1.0,0.0,0.0,1.23,0.0,0.0,,26.1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
54,Lucas Alario,ar ARG,FW,Leverkusen,Bundesliga,27.0,1992.0,13.8,11.0,39.0,18.0,46.2,2.82,1.3,0.23,0.5,13.4,0.0,2.0,2.0,7.2,5.7,0.14,3.8,3.3
55,Jordi Alba,es ESP,"DF,FW",Barcelona,La Liga,31.0,1989.0,33.6,3.0,27.0,10.0,37.0,0.8,0.3,0.11,0.3,20.2,1.0,0.0,0.0,1.9,1.9,0.07,1.1,1.1
56,Luis Alberto,es ESP,MF,Lazio,Serie A,27.0,1992.0,29.1,9.0,69.0,29.0,42.0,2.37,1.0,0.13,0.31,21.3,3.0,0.0,0.0,5.1,5.0,0.07,3.9,4.0
57,Raúl Albiol,es ESP,DF,Villarreal,La Liga,34.0,1985.0,34.6,0.0,8.0,1.0,12.5,0.23,0.03,0.0,0.0,14.6,0.0,0.0,0.0,0.9,0.9,0.11,-0.9,-0.9
58,Marc Albrighton,eng ENG,"DF,FW",Leicester City,Premier League,30.0,1989.0,19.4,1.0,21.0,9.0,42.9,1.08,0.46,0.05,0.11,21.2,0.0,0.0,0.0,1.2,1.2,0.06,-0.2,-0.2
59,Paco Alcácer,es ESP,FW,Villarreal,La Liga,26.0,1993.0,17.2,6.0,35.0,16.0,45.7,2.04,0.93,0.14,0.31,14.0,3.0,1.0,2.0,9.0,7.5,0.21,-3.0,-2.5
60,Pedro Alcalá,es ESP,DF,Cádiz,La Liga,31.0,1989.0,10.1,0.0,2.0,0.0,0.0,0.2,0.0,0.0,,14.6,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1
61,Thiago Alcántara,es ESP,MF,Liverpool,Premier League,29.0,1991.0,20.6,1.0,22.0,5.0,22.7,1.07,0.24,0.05,0.2,23.3,1.0,0.0,0.0,1.2,1.2,0.06,-0.2,-0.2
62,Rubén Alcaraz,es ESP,MF,Valladolid,La Liga,29.0,1991.0,24.1,1.0,28.0,3.0,10.7,1.16,0.12,0.04,0.33,25.1,7.0,0.0,0.0,1.8,1.8,0.06,-0.8,-0.8
63,Omar Alderete,py PAR,DF,Hertha BSC,Bundesliga,23.0,1996.0,14.4,0.0,6.0,2.0,33.3,0.42,0.14,0.0,0.0,15.0,0.0,0.0,0.0,0.3,0.3,0.05,-0.3,-0.3
64,Toby Alderweireld,be BEL,DF,Tottenham,Premier League,31.0,1989.0,24.9,1.0,10.0,3.0,30.0,0.4,0.12,0.1,0.33,8.5,0.0,0.0,0.0,0.7,0.7,0.07,0.3,0.3
65,Iván Alejo,es ESP,"MF,FW",Cádiz,La Liga,25.0,1995.0,9.2,1.0,13.0,4.0,30.8,1.41,0.44,0.08,0.25,17.9,1.0,0.0,0.0,1.1,1.1,0.08,-0.1,-0.1
66,Carles Aleñá,es ESP,MF,Barcelona,La Liga,22.0,1998.0,0.5,0.0,1.0,0.0,0.0,1.87,0.0,0.0,,17.8,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1
67,Carles Aleñá,es ESP,"MF,FW",Getafe,La Liga,22.0,1998.0,15.2,2.0,30.0,8.0,26.7,1.98,0.53,0.07,0.25,22.0,0.0,0.0,0.0,1.7,1.7,0.06,0.3,0.3
68,Rúnar Alex Rúnarsson,is ISL,GK,Arsenal,Premier League,25.0,1995.0,0.2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
69,Trent Alexander-Arnold,eng ENG,DF,Liverpool,Premier League,21.0,1998.0,33.7,2.0,55.0,12.0,21.8,1.63,0.36,0.04,0.17,24.9,18.0,0.0,0.0,2.6,2.6,0.05,-0.6,-0.6
70,Alfon,es ESP,MF,Celta Vigo,La Liga,21.0,1999.0,0.4,0.0,1.0,1.0,100.0,2.65,2.65,0.0,0.0,15.0,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1
71,Mohamed Ali Cho,fr FRA,"FW,MF",Angers,Ligue 1,16.0,2004.0,3.9,0.0,10.0,0.0,0.0,2.59,0.0,0.0,,13.0,0.0,0.0,0.0,1.9,1.9,0.19,-1.9,-1.9
72,Ezgjan Alioski,mk MKD,"DF,MF",Leeds United,Premier League,28.0,1992.0,27.3,2.0,25.0,8.0,32.0,0.91,0.29,0.08,0.25,19.0,0.0,0.0,0.0,1.6,1.6,0.06,0.4,0.4
73,Rachid Alioui,ma MAR,FW,Angers,Ligue 1,28.0,1992.0,0.2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
74,Alisson,br BRA,GK,Liverpool,Premier League,27.0,1992.0,33.0,1.0,1.0,1.0,100.0,0.03,0.03,1.0,1.0,8.4,0.0,0.0,0.0,0.1,0.1,0.09,0.9,0.9
75,Saturnin Allagbé,bj BEN,GK,Dijon,Ligue 1,26.0,1993.0,12.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
76,Allan,br BRA,MF,Everton,Premier League,29.0,1991.0,22.8,0.0,7.0,2.0,28.6,0.31,0.09,0.0,0.0,22.4,0.0,0.0,0.0,0.3,0.3,0.04,-0.3,-0.3
78,Dele Alli,eng ENG,MF,Tottenham,Premier League,24.0,1996.0,6.9,0.0,12.0,4.0,33.3,1.74,0.58,0.0,0.0,15.4,0.0,0.0,0.0,2.0,2.0,0.17,-2.0,-2.0
79,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,Premier League,26.0,1994.0,27.0,4.0,33.0,14.0,42.4,1.22,0.52,0.12,0.29,19.2,1.0,0.0,0.0,3.2,3.2,0.1,0.8,0.8
80,Marcos Alonso,es ESP,DF,Chelsea,Premier League,29.0,1990.0,10.7,2.0,22.0,9.0,40.9,2.06,0.84,0.09,0.22,17.6,5.0,0.0,0.0,1.8,1.8,0.08,0.2,0.2
81,Sergio Álvarez,es ESP,"MF,DF",Eibar,La Liga,28.0,1992.0,17.4,0.0,6.0,2.0,33.3,0.34,0.11,0.0,0.0,17.5,0.0,0.0,0.0,0.4,0.4,0.07,-0.4,-0.4
82,Yeray Álvarez,es ESP,DF,Athletic Club,La Liga,25.0,1995.0,21.6,1.0,10.0,1.0,10.0,0.46,0.05,0.1,1.0,14.4,0.0,0.0,0.0,0.6,0.6,0.06,0.4,0.4
83,Bruno Alves,pt POR,DF,Parma,Serie A,38.0,1981.0,18.1,1.0,10.0,3.0,30.0,0.55,0.17,0.1,0.33,23.5,3.0,0.0,0.0,0.4,0.4,0.04,0.6,0.6
84,Steven Alzate,co COL,MF,Brighton,Premier League,21.0,1998.0,10.0,1.0,7.0,2.0,28.6,0.7,0.2,0.14,0.5,18.7,0.0,0.0,0.0,0.8,0.8,0.12,0.2,0.2
85,Ibrahim Amadou,fr FRA,MF,Angers,Ligue 1,27.0,1993.0,16.7,0.0,15.0,5.0,33.3,0.9,0.3,0.0,0.0,20.3,0.0,0.0,0.0,1.5,1.5,0.1,-1.5,-1.5
86,Romain Amalfitano,fr FRA,"FW,DF",Dijon,Ligue 1,30.0,1989.0,1.3,0.0,2.0,0.0,0.0,1.55,0.0,0.0,,30.3,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
87,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,La Liga,18.0,2001.0,0.5,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
88,Daniel Amartey,gh GHA,DF,Leicester City,Premier League,25.0,1994.0,8.0,1.0,3.0,1.0,33.3,0.37,0.12,0.33,1.0,10.6,0.0,0.0,0.0,0.4,0.4,0.12,0.6,0.6
89,Jordan Amavi,fr FRA,DF,Marseille,Ligue 1,26.0,1994.0,9.0,1.0,4.0,1.0,25.0,0.44,0.11,0.25,1.0,11.8,0.0,0.0,0.0,0.2,0.2,0.06,0.8,0.8
90,Thierry Ambrose,gp GLP,FW,Metz,Ligue 1,23.0,1997.0,8.4,0.0,19.0,6.0,31.6,2.27,0.72,0.0,0.0,20.0,0.0,0.0,0.0,1.0,1.0,0.05,-1.0,-1.0
91,Wisdom Amey,it ITA,DF,Bologna,Serie A,14.0,2005.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
92,Nadiem Amiri,de GER,MF,Leverkusen,Bundesliga,23.0,1996.0,21.0,2.0,42.0,14.0,33.3,2.0,0.67,0.05,0.14,24.4,3.0,0.0,0.0,2.2,2.2,0.05,-0.2,-0.2
93,Ethan Ampadu,wls WAL,"DF,MF",Sheffield Utd,Premier League,19.0,2000.0,23.2,0.0,7.0,2.0,28.6,0.3,0.09,0.0,0.0,19.3,0.0,0.0,0.0,0.3,0.3,0.05,-0.3,-0.3
94,Sofyan Amrabat,ma MAR,MF,Fiorentina,Serie A,23.0,1996.0,27.1,0.0,10.0,3.0,30.0,0.37,0.11,0.0,0.0,21.0,0.0,0.0,0.0,0.4,0.4,0.04,-0.4,-0.4
95,Jon Ander Garrido,es ESP,MF,Cádiz,La Liga,30.0,1989.0,8.9,0.0,5.0,1.0,20.0,0.56,0.11,0.0,0.0,14.4,0.0,0.0,0.0,0.3,0.3,0.06,-0.3,-0.3
96,Joachim Andersen,dk DEN,DF,Fulham,Premier League,24.0,1996.0,30.3,1.0,13.0,3.0,23.1,0.43,0.1,0.08,0.33,16.4,1.0,0.0,0.0,1.2,1.2,0.09,-0.2,-0.2
97,Joachim Andersen,dk DEN,DF,Lyon,Ligue 1,24.0,1996.0,2.1,0.0,5.0,0.0,0.0,2.34,0.0,0.0,,21.9,1.0,0.0,0.0,0.3,0.3,0.07,-0.3,-0.3
98,Djavan Anderson,nl NED,DF,Lazio,Serie A,25.0,1995.0,0.8,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
99,Elliot Anderson,sct SCO,MF,Newcastle Utd,Premier League,17.0,2002.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
100,Felipe Anderson,br BRA,"FW,MF",West Ham,Premier League,27.0,1993.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
101,Sebastian Andersson,se SWE,FW,Köln,Bundesliga,29.0,1991.0,12.5,3.0,39.0,13.0,33.3,3.12,1.04,0.05,0.15,13.0,0.0,1.0,1.0,6.2,5.4,0.14,-3.2,-3.4
102,Nícolas Andrade,br BRA,GK,Udinese,Serie A,32.0,1988.0,2.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
104,Benjamin André,fr FRA,MF,Lille,Ligue 1,29.0,1990.0,32.1,0.0,19.0,7.0,36.8,0.59,0.22,0.0,0.0,15.2,0.0,0.0,0.0,1.6,1.6,0.08,-1.6,-1.6
105,Robert Andrich,de GER,MF,Union Berlin,Bundesliga,25.0,1994.0,28.1,5.0,41.0,9.0,22.0,1.46,0.32,0.12,0.56,24.0,4.0,0.0,0.0,2.6,2.6,0.06,2.4,2.4
106,Victorien Angban,ci CIV,MF,Metz,Ligue 1,23.0,1996.0,18.6,0.0,6.0,1.0,16.7,0.32,0.05,0.0,0.0,22.1,0.0,0.0,0.0,0.5,0.5,0.08,-0.5,-0.5
107,Ángel,es ESP,GK,Granada,La Liga,18.0,2002.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
108,José Ángel,es ESP,DF,Eibar,La Liga,30.0,1989.0,10.0,0.0,2.0,0.0,0.0,0.2,0.0,0.0,,30.2,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
109,Miguel Ángel Rubio,es ESP,DF,Valladolid,La Liga,22.0,1998.0,1.5,0.0,1.0,0.0,0.0,0.67,0.0,0.0,,8.5,0.0,0.0,0.0,0.1,0.1,0.11,-0.1,-0.1
110,Angeliño,es ESP,"DF,FW",RB Leipzig,Bundesliga,23.0,1997.0,24.0,4.0,35.0,13.0,37.1,1.46,0.54,0.11,0.31,16.1,4.0,0.0,0.0,4.2,4.2,0.12,-0.2,-0.2
111,Davide Angelo Ghislandi,it ITA,DF,Atalanta,Serie A,19.0,2001.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
112,Philip Ankhrah,gh GHA,MF,Hellas Verona,Serie A,17.0,2002.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
113,Cristian Ansaldi,ar ARG,"DF,FW",Torino,Serie A,33.0,1986.0,21.6,1.0,17.0,6.0,35.3,0.79,0.28,0.0,0.0,23.5,4.0,1.0,1.0,1.9,1.1,0.07,-0.9,-1.1
114,Waldemar Anton,de GER,DF,Stuttgart,Bundesliga,24.0,1996.0,30.1,0.0,12.0,4.0,33.3,0.4,0.13,0.0,0.0,14.9,0.0,0.0,0.0,1.3,1.3,0.1,-1.3,-1.3
115,Michail Antonio,jm JAM,FW,West Ham,Premier League,30.0,1990.0,21.9,10.0,63.0,22.0,34.9,2.87,1.0,0.16,0.45,13.4,0.0,0.0,0.0,12.9,12.9,0.22,-2.9,-2.9
116,José Antonio Miranda,gq EQG,"MF,DF",Getafe,La Liga,22.0,1998.0,0.3,0.0,1.0,0.0,0.0,3.46,0.0,0.0,,7.6,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1
117,Valentin Antov,bg BUL,DF,Bologna,Serie A,19.0,2000.0,2.6,0.0,1.0,0.0,0.0,0.39,0.0,0.0,,31.1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
118,Houssem Aouar,fr FRA,"MF,FW",Lyon,Ligue 1,22.0,1998.0,19.8,7.0,68.0,25.0,36.8,3.44,1.26,0.07,0.2,16.6,0.0,2.0,2.0,9.9,8.3,0.12,-2.9,-3.3
119,Adil Aouchiche,fr FRA,"MF,FW",Saint-Étienne,Ligue 1,18.0,2002.0,19.2,2.0,26.0,12.0,46.2,1.35,0.62,0.08,0.17,20.8,2.0,0.0,0.0,3.4,3.4,0.13,-1.4,-1.4
120,Dennis Appiah,fr FRA,DF,Nantes,Ligue 1,28.0,1992.0,17.3,0.0,6.0,0.0,0.0,0.35,0.0,0.0,,18.0,0.0,0.0,0.0,0.3,0.3,0.05,-0.3,-0.3
121,Aritz Arambarri,es ESP,DF,Real Sociedad,La Liga,22.0,1998.0,0.3,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
122,Mauro Arambarri,uy URU,MF,Getafe,La Liga,24.0,1995.0,33.1,3.0,46.0,9.0,19.6,1.39,0.27,0.07,0.33,26.5,6.0,0.0,0.0,2.1,2.1,0.05,0.9,0.9
123,Charles Aránguiz,cl CHI,MF,Leverkusen,Bundesliga,31.0,1989.0,18.5,0.0,4.0,2.0,50.0,0.22,0.11,0.0,0.0,10.1,0.0,0.0,0.0,0.6,0.6,0.14,-0.6,-0.6
124,Luiz Araújo,br BRA,MF,Lille,Ligue 1,24.0,1996.0,16.6,4.0,49.0,10.0,20.4,2.95,0.6,0.08,0.4,23.2,1.0,0.0,0.0,3.7,3.7,0.07,0.3,0.3
125,Néstor Araujo,mx MEX,DF,Celta Vigo,La Liga,28.0,1991.0,27.0,0.0,6.0,0.0,0.0,0.22,0.0,0.0,,11.3,0.0,0.0,0.0,0.4,0.4,0.06,-0.4,-0.4
