,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Performance - CrdY,Performance - CrdR,Performance - 2CrdY,Performance - Fls,Performance - Fld,Performance - Off,Performance - Crs,Performance - Int,Performance - TklW,Performance - PKwon,Performance - PKcon,Performance - OG,Performance - Recov,Aerial Duels - Won,Aerial Duels - Lost,Aerial Duels - Won%
10,David Abraham,ar ARG,DF,Eint Frankfurt,Bundesliga,34.0,1986.0,13.6,5.0,1.0,1.0,9.0,6.0,1.0,13.0,17.0,12.0,0.0,0.0,0.0,76.0,31.0,18.0,63.3
11,Tammy Abraham,eng ENG,FW,Chelsea,Premier League,22.0,1997.0,11.6,0.0,0.0,0.0,22.0,12.0,4.0,6.0,5.0,5.0,1.0,0.0,0.0,28.0,38.0,28.0,57.6
12,Amir Abrashi,al ALB,"MF,DF",Freiburg,Bundesliga,30.0,1990.0,0.7,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,1.0,2.0,33.3
13,Gennaro Acampora,it ITA,"MF,FW",Spezia,Serie A,26.0,1994.0,4.9,2.0,0.0,0.0,10.0,12.0,1.0,7.0,4.0,4.0,0.0,0.0,0.0,31.0,3.0,5.0,37.5
14,Francesco Acerbi,it ITA,DF,Lazio,Serie A,32.0,1988.0,31.3,9.0,1.0,1.0,31.0,24.0,2.0,32.0,76.0,32.0,0.0,0.0,0.0,227.0,62.0,25.0,71.3
15,Ragnar Ache,de GER,"FW,DF",Eint Frankfurt,Bundesliga,22.0,1998.0,1.1,1.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,9.0,7.0,56.3
16,Marcos Acuña,ar ARG,DF,Sevilla,La Liga,28.0,1991.0,25.9,5.0,0.0,0.0,45.0,32.0,2.0,119.0,23.0,42.0,0.0,2.0,0.0,160.0,20.0,33.0,37.7
17,Che Adams,sct SCO,FW,Southampton,Premier League,24.0,1996.0,29.6,1.0,0.0,0.0,30.0,55.0,19.0,6.0,4.0,16.0,0.0,0.0,0.0,84.0,53.0,133.0,28.5
18,Tyler Adams,us USA,"MF,DF",RB Leipzig,Bundesliga,21.0,1999.0,20.6,3.0,0.0,0.0,29.0,29.0,2.0,19.0,29.0,24.0,0.0,0.0,0.0,169.0,21.0,13.0,61.8
19,Sargis Adamyan,am ARM,"FW,MF",Hoffenheim,Bundesliga,27.0,1993.0,5.3,2.0,0.0,0.0,5.0,8.0,3.0,10.0,6.0,4.0,0.0,0.0,0.0,20.0,11.0,11.0,50.0
20,Tosin Adarabioyo,eng ENG,DF,Fulham,Premier League,22.0,1997.0,32.8,1.0,0.0,0.0,16.0,6.0,2.0,2.0,42.0,19.0,0.0,1.0,1.0,143.0,82.0,38.0,68.3
21,Bobby Adekanye,nl NED,"FW,MF",Cádiz,La Liga,21.0,1999.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,
22,Yacine Adli,fr FRA,MF,Bordeaux,Ligue 1,20.0,2000.0,26.9,6.0,0.0,0.0,39.0,37.0,0.0,53.0,39.0,37.0,0.0,0.0,0.0,172.0,27.0,27.0,50.0
23,Andrea Adorante,it ITA,FW,Parma,Serie A,20.0,2000.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
24,Adrián,es ESP,GK,Liverpool,Premier League,33.0,1987.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,100.0
26,Martin Agirregabiria,es ESP,"DF,MF",Alavés,La Liga,24.0,1996.0,17.3,1.0,0.0,0.0,23.0,23.0,1.0,32.0,27.0,18.0,0.0,0.0,0.0,81.0,19.0,22.0,46.3
27,Lucien Agoume,fr FRA,MF,Spezia,Serie A,18.0,2002.0,8.9,2.0,0.0,0.0,17.0,8.0,0.0,1.0,15.0,10.0,0.0,0.0,0.0,75.0,12.0,2.0,85.7
28,Felix Agu,de GER,DF,Werder Bremen,Bundesliga,20.0,1999.0,7.8,0.0,0.0,0.0,5.0,26.0,1.0,12.0,12.0,9.0,0.0,0.0,0.0,45.0,13.0,11.0,54.2
29,Kevin Agudelo,co COL,FW,Spezia,Serie A,21.0,1998.0,15.1,4.0,0.0,0.0,20.0,32.0,2.0,11.0,10.0,28.0,0.0,0.0,0.0,60.0,16.0,34.0,32.0
30,Nayef Aguerd,ma MAR,DF,Rennes,Ligue 1,24.0,1996.0,35.0,6.0,0.0,0.0,22.0,29.0,2.0,1.0,47.0,30.0,0.0,1.0,0.0,197.0,121.0,71.0,63.0
31,Sergio Agüero,ar ARG,FW,Manchester City,Premier League,32.0,1988.0,6.2,0.0,0.0,0.0,2.0,7.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,12.0,2.0,4.0,33.3
32,Ruben Aguilar,fr FRA,"DF,MF",Monaco,Ligue 1,27.0,1993.0,24.7,6.0,0.0,0.0,39.0,36.0,1.0,118.0,47.0,37.0,1.0,0.0,0.0,139.0,46.0,38.0,54.8
33,Naouirou Ahamada,fr FRA,MF,Stuttgart,Bundesliga,18.0,2002.0,2.8,2.0,1.0,0.0,6.0,9.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,16.0,0.0,1.0,0.0
34,Matteo Ahlinvi,bj BEN,MF,Nîmes,Ligue 1,21.0,1999.0,10.0,0.0,0.0,0.0,17.0,15.0,1.0,6.0,2.0,20.0,0.0,1.0,0.0,57.0,8.0,13.0,38.1
35,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,Ligue 1,26.0,1994.0,23.8,9.0,0.0,0.0,50.0,32.0,0.0,8.0,53.0,25.0,0.0,0.0,0.0,165.0,40.0,30.0,57.1
36,Jean-Eudes Aholou,ci CIV,MF,Monaco,Ligue 1,26.0,1994.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,100.0
37,Joseph Aidoo,gh GHA,DF,Celta Vigo,La Liga,24.0,1995.0,14.3,3.0,0.0,0.0,13.0,13.0,1.0,1.0,25.0,17.0,0.0,0.0,0.0,89.0,42.0,40.0,51.2
38,Ola Aina,ng NGA,DF,Fulham,Premier League,23.0,1996.0,29.6,3.0,0.0,0.0,32.0,25.0,2.0,52.0,45.0,20.0,0.0,0.0,0.0,147.0,31.0,36.0,46.3
39,Rayan Aït Nouri,dz ALG,DF,Wolves,Premier League,19.0,2001.0,15.6,1.0,0.0,0.0,15.0,19.0,1.0,61.0,15.0,16.0,0.0,1.0,0.0,86.0,5.0,23.0,17.9
40,Rayan Aït Nouri,dz ALG,DF,Angers,Ligue 1,19.0,2001.0,2.1,0.0,0.0,0.0,2.0,3.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,8.0,1.0,3.0,25.0
41,Semi Ajayi,ng NGA,DF,West Brom,Premier League,26.0,1993.0,30.9,3.0,1.0,0.0,28.0,4.0,1.0,7.0,42.0,14.0,0.0,2.0,0.0,161.0,74.0,54.0,57.8
42,Ludovic Ajorque,fr FRA,FW,Strasbourg,Ligue 1,26.0,1994.0,33.0,5.0,0.0,0.0,38.0,46.0,12.0,27.0,11.0,18.0,2.0,0.0,0.0,67.0,166.0,133.0,55.5
43,Manuel Akanji,ch SUI,DF,Dortmund,Bundesliga,25.0,1995.0,26.1,4.0,0.0,0.0,22.0,18.0,0.0,2.0,49.0,22.0,1.0,1.0,0.0,148.0,46.0,30.0,60.5
44,Carlos Akapo,gq EQG,DF,Cádiz,La Liga,27.0,1993.0,9.6,3.0,1.0,1.0,10.0,4.0,0.0,18.0,19.0,14.0,0.0,0.0,0.0,49.0,14.0,3.0,82.4
45,Marley Aké,fr FRA,FW,Marseille,Ligue 1,19.0,2001.0,1.6,0.0,0.0,0.0,6.0,5.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,7.0,4.0,6.0,40.0
46,Nathan Aké,nl NED,DF,Manchester City,Premier League,25.0,1995.0,8.9,4.0,0.0,0.0,8.0,4.0,0.0,1.0,9.0,5.0,0.0,1.0,0.0,30.0,24.0,17.0,58.5
47,Paul Akouokou,ci CIV,MF,Betis,La Liga,22.0,1997.0,4.2,5.0,1.0,1.0,11.0,2.0,0.0,2.0,6.0,8.0,0.0,0.0,0.0,29.0,10.0,8.0,55.6
48,Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,Serie A,27.0,1992.0,11.7,9.0,0.0,0.0,31.0,12.0,0.0,4.0,18.0,25.0,0.0,0.0,0.0,70.0,9.0,9.0,50.0
49,Kevin Akpoguma,ng NGA,DF,Hoffenheim,Bundesliga,25.0,1995.0,13.2,1.0,0.0,0.0,15.0,16.0,0.0,8.0,13.0,12.0,0.0,0.0,0.0,69.0,21.0,28.0,42.9
50,David Alaba,at AUT,"DF,MF",Bayern Munich,Bundesliga,28.0,1992.0,29.7,4.0,0.0,0.0,19.0,10.0,0.0,37.0,43.0,21.0,0.0,0.0,0.0,189.0,19.0,18.0,51.4
52,Sofiane Alakouch,ma MAR,DF,Nîmes,Ligue 1,22.0,1998.0,16.7,4.0,0.0,0.0,25.0,26.0,1.0,19.0,21.0,33.0,1.0,1.0,0.0,106.0,7.0,13.0,35.0
53,Jony Álamo,es ESP,MF,Elche,La Liga,18.0,2001.0,0.8,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0
54,Lucas Alario,ar ARG,FW,Leverkusen,Bundesliga,27.0,1992.0,13.8,2.0,0.0,0.0,17.0,17.0,11.0,0.0,2.0,2.0,0.0,0.0,0.0,29.0,38.0,69.0,35.5
55,Jordi Alba,es ESP,"DF,FW",Barcelona,La Liga,31.0,1989.0,33.6,9.0,0.0,0.0,20.0,15.0,10.0,119.0,49.0,30.0,0.0,0.0,1.0,218.0,4.0,8.0,33.3
56,Luis Alberto,es ESP,MF,Lazio,Serie A,27.0,1992.0,29.1,5.0,0.0,0.0,19.0,36.0,2.0,150.0,13.0,24.0,0.0,0.0,0.0,209.0,10.0,12.0,45.5
57,Raúl Albiol,es ESP,DF,Villarreal,La Liga,34.0,1985.0,34.6,7.0,0.0,0.0,13.0,16.0,1.0,6.0,22.0,15.0,0.0,0.0,0.0,175.0,65.0,42.0,60.7
58,Marc Albrighton,eng ENG,"DF,FW",Leicester City,Premier League,30.0,1989.0,19.4,2.0,0.0,0.0,9.0,19.0,4.0,118.0,17.0,19.0,0.0,0.0,0.0,138.0,10.0,36.0,21.7
59,Paco Alcácer,es ESP,FW,Villarreal,La Liga,26.0,1993.0,17.2,0.0,0.0,0.0,7.0,8.0,17.0,3.0,9.0,3.0,0.0,0.0,0.0,31.0,13.0,44.0,22.8
60,Pedro Alcalá,es ESP,DF,Cádiz,La Liga,31.0,1989.0,10.1,2.0,0.0,0.0,12.0,4.0,1.0,0.0,16.0,4.0,0.0,0.0,1.0,34.0,17.0,26.0,39.5
61,Thiago Alcántara,es ESP,MF,Liverpool,Premier League,29.0,1991.0,20.6,4.0,0.0,0.0,48.0,25.0,0.0,7.0,30.0,36.0,0.0,1.0,0.0,153.0,31.0,31.0,50.0
62,Rubén Alcaraz,es ESP,MF,Valladolid,La Liga,29.0,1991.0,24.1,10.0,0.0,0.0,47.0,44.0,0.0,10.0,31.0,29.0,0.0,0.0,0.0,153.0,52.0,46.0,53.1
63,Omar Alderete,py PAR,DF,Hertha BSC,Bundesliga,23.0,1996.0,14.4,2.0,0.0,0.0,22.0,5.0,0.0,2.0,21.0,10.0,0.0,0.0,0.0,68.0,32.0,29.0,52.5
64,Toby Alderweireld,be BEL,DF,Tottenham,Premier League,31.0,1989.0,24.9,2.0,0.0,0.0,17.0,3.0,0.0,1.0,10.0,22.0,0.0,1.0,1.0,117.0,45.0,35.0,56.3
65,Iván Alejo,es ESP,"MF,FW",Cádiz,La Liga,25.0,1995.0,9.2,5.0,0.0,0.0,29.0,22.0,4.0,63.0,3.0,10.0,0.0,0.0,0.0,42.0,13.0,9.0,59.1
66,Carles Aleñá,es ESP,MF,Barcelona,La Liga,22.0,1998.0,0.5,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,50.0
67,Carles Aleñá,es ESP,"MF,FW",Getafe,La Liga,22.0,1998.0,15.2,1.0,0.0,0.0,20.0,26.0,0.0,60.0,2.0,10.0,0.0,0.0,0.0,75.0,14.0,34.0,29.2
68,Rúnar Alex Rúnarsson,is ISL,GK,Arsenal,Premier League,25.0,1995.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
69,Trent Alexander-Arnold,eng ENG,DF,Liverpool,Premier League,21.0,1998.0,33.7,2.0,0.0,0.0,21.0,9.0,5.0,297.0,49.0,33.0,0.0,1.0,0.0,258.0,8.0,23.0,25.8
70,Alfon,es ESP,MF,Celta Vigo,La Liga,21.0,1999.0,0.4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
71,Mohamed Ali Cho,fr FRA,"FW,MF",Angers,Ligue 1,16.0,2004.0,3.9,1.0,0.0,0.0,8.0,8.0,0.0,11.0,3.0,7.0,0.0,0.0,0.0,20.0,7.0,9.0,43.8
72,Ezgjan Alioski,mk MKD,"DF,MF",Leeds United,Premier League,28.0,1992.0,27.3,7.0,0.0,0.0,39.0,44.0,6.0,62.0,23.0,31.0,0.0,2.0,0.0,146.0,39.0,44.0,47.0
73,Rachid Alioui,ma MAR,FW,Angers,Ligue 1,28.0,1992.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,
74,Alisson,br BRA,GK,Liverpool,Premier League,27.0,1992.0,33.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,74.0,12.0,1.0,92.3
75,Saturnin Allagbé,bj BEN,GK,Dijon,Ligue 1,26.0,1993.0,12.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,3.0,1.0,75.0
76,Allan,br BRA,MF,Everton,Premier League,29.0,1991.0,22.8,6.0,0.0,0.0,37.0,30.0,0.0,4.0,19.0,45.0,0.0,0.0,0.0,187.0,4.0,11.0,26.7
78,Dele Alli,eng ENG,MF,Tottenham,Premier League,24.0,1996.0,6.9,0.0,0.0,0.0,10.0,12.0,1.0,10.0,7.0,11.0,0.0,0.0,0.0,50.0,8.0,11.0,42.1
79,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,Premier League,26.0,1994.0,27.0,3.0,0.0,0.0,18.0,39.0,6.0,39.0,25.0,29.0,0.0,0.0,0.0,163.0,8.0,17.0,32.0
80,Marcos Alonso,es ESP,DF,Chelsea,Premier League,29.0,1990.0,10.7,2.0,0.0,0.0,13.0,12.0,2.0,24.0,12.0,3.0,0.0,0.0,0.0,59.0,23.0,15.0,60.5
81,Sergio Álvarez,es ESP,"MF,DF",Eibar,La Liga,28.0,1992.0,17.4,3.0,0.0,0.0,38.0,16.0,0.0,9.0,22.0,25.0,0.0,0.0,0.0,103.0,45.0,45.0,50.0
82,Yeray Álvarez,es ESP,DF,Athletic Club,La Liga,25.0,1995.0,21.6,6.0,0.0,0.0,20.0,15.0,1.0,5.0,53.0,12.0,0.0,0.0,0.0,126.0,58.0,45.0,56.3
83,Bruno Alves,pt POR,DF,Parma,Serie A,38.0,1981.0,18.1,3.0,0.0,0.0,20.0,9.0,1.0,8.0,26.0,10.0,0.0,0.0,0.0,74.0,43.0,5.0,89.6
84,Steven Alzate,co COL,MF,Brighton,Premier League,21.0,1998.0,10.0,2.0,0.0,0.0,20.0,6.0,1.0,3.0,8.0,8.0,0.0,0.0,0.0,46.0,7.0,12.0,36.8
85,Ibrahim Amadou,fr FRA,MF,Angers,Ligue 1,27.0,1993.0,16.7,6.0,0.0,0.0,34.0,5.0,0.0,4.0,23.0,26.0,0.0,0.0,0.0,98.0,19.0,17.0,52.8
86,Romain Amalfitano,fr FRA,"FW,DF",Dijon,Ligue 1,30.0,1989.0,1.3,0.0,0.0,0.0,2.0,1.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,6.0,1.0,1.0,50.0
87,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,La Liga,18.0,2001.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,
88,Daniel Amartey,gh GHA,DF,Leicester City,Premier League,25.0,1994.0,8.0,3.0,0.0,0.0,3.0,1.0,0.0,1.0,12.0,7.0,0.0,0.0,0.0,60.0,19.0,16.0,54.3
89,Jordan Amavi,fr FRA,DF,Marseille,Ligue 1,26.0,1994.0,9.0,3.0,1.0,0.0,13.0,14.0,0.0,10.0,27.0,9.0,1.0,0.0,0.0,46.0,23.0,11.0,67.6
90,Thierry Ambrose,gp GLP,FW,Metz,Ligue 1,23.0,1997.0,8.4,4.0,0.0,0.0,22.0,9.0,3.0,19.0,2.0,4.0,0.0,0.0,0.0,33.0,21.0,29.0,42.0
91,Wisdom Amey,it ITA,DF,Bologna,Serie A,14.0,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
92,Nadiem Amiri,de GER,MF,Leverkusen,Bundesliga,23.0,1996.0,21.0,5.0,0.0,0.0,21.0,26.0,4.0,68.0,12.0,7.0,0.0,0.0,0.0,109.0,4.0,21.0,16.0
93,Ethan Ampadu,wls WAL,"DF,MF",Sheffield Utd,Premier League,19.0,2000.0,23.2,3.0,0.0,0.0,25.0,25.0,1.0,19.0,49.0,36.0,0.0,1.0,1.0,114.0,52.0,29.0,64.2
94,Sofyan Amrabat,ma MAR,MF,Fiorentina,Serie A,23.0,1996.0,27.1,7.0,0.0,0.0,59.0,44.0,0.0,16.0,23.0,22.0,0.0,0.0,0.0,188.0,18.0,26.0,40.9
95,Jon Ander Garrido,es ESP,MF,Cádiz,La Liga,30.0,1989.0,8.9,1.0,0.0,0.0,13.0,6.0,0.0,2.0,14.0,10.0,1.0,0.0,0.0,45.0,22.0,26.0,45.8
96,Joachim Andersen,dk DEN,DF,Fulham,Premier League,24.0,1996.0,30.3,7.0,1.0,0.0,39.0,15.0,1.0,12.0,44.0,19.0,0.0,2.0,0.0,172.0,98.0,44.0,69.0
97,Joachim Andersen,dk DEN,DF,Lyon,Ligue 1,24.0,1996.0,2.1,1.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,10.0,4.0,0.0,100.0
98,Djavan Anderson,nl NED,DF,Lazio,Serie A,25.0,1995.0,0.8,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,
99,Elliot Anderson,sct SCO,MF,Newcastle Utd,Premier League,17.0,2002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
100,Felipe Anderson,br BRA,"FW,MF",West Ham,Premier League,27.0,1993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
101,Sebastian Andersson,se SWE,FW,Köln,Bundesliga,29.0,1991.0,12.5,1.0,0.0,0.0,21.0,7.0,7.0,2.0,2.0,2.0,1.0,0.0,0.0,23.0,79.0,63.0,55.6
102,Nícolas Andrade,br BRA,GK,Udinese,Serie A,32.0,1988.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
104,Benjamin André,fr FRA,MF,Lille,Ligue 1,29.0,1990.0,32.1,10.0,0.0,0.0,70.0,53.0,0.0,14.0,76.0,68.0,0.0,0.0,0.0,276.0,84.0,83.0,50.3
105,Robert Andrich,de GER,MF,Union Berlin,Bundesliga,25.0,1994.0,28.1,5.0,1.0,0.0,50.0,34.0,2.0,17.0,51.0,24.0,0.0,0.0,1.0,176.0,46.0,25.0,64.8
106,Victorien Angban,ci CIV,MF,Metz,Ligue 1,23.0,1996.0,18.6,5.0,0.0,0.0,27.0,27.0,0.0,9.0,19.0,24.0,0.0,0.0,0.0,132.0,13.0,18.0,41.9
107,Ángel,es ESP,GK,Granada,La Liga,18.0,2002.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0
108,José Ángel,es ESP,DF,Eibar,La Liga,30.0,1989.0,10.0,3.0,0.0,0.0,8.0,4.0,0.0,59.0,13.0,8.0,0.0,0.0,0.0,81.0,17.0,12.0,58.6
109,Miguel Ángel Rubio,es ESP,DF,Valladolid,La Liga,22.0,1998.0,1.5,0.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,9.0,8.0,52.9
110,Angeliño,es ESP,"DF,FW",RB Leipzig,Bundesliga,23.0,1997.0,24.0,2.0,0.0,0.0,22.0,27.0,7.0,184.0,30.0,19.0,0.0,0.0,0.0,110.0,12.0,22.0,35.3
111,Davide Angelo Ghislandi,it ITA,DF,Atalanta,Serie A,19.0,2001.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
112,Philip Ankhrah,gh GHA,MF,Hellas Verona,Serie A,17.0,2002.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
113,Cristian Ansaldi,ar ARG,"DF,FW",Torino,Serie A,33.0,1986.0,21.6,1.0,0.0,0.0,24.0,22.0,0.0,177.0,16.0,33.0,0.0,1.0,0.0,99.0,7.0,14.0,33.3
114,Waldemar Anton,de GER,DF,Stuttgart,Bundesliga,24.0,1996.0,30.1,3.0,0.0,0.0,24.0,34.0,1.0,11.0,47.0,20.0,0.0,1.0,0.0,228.0,50.0,34.0,59.5
115,Michail Antonio,jm JAM,FW,West Ham,Premier League,30.0,1990.0,21.9,3.0,0.0,0.0,29.0,40.0,15.0,31.0,7.0,4.0,1.0,0.0,0.0,51.0,71.0,88.0,44.7
116,José Antonio Miranda,gq EQG,"MF,DF",Getafe,La Liga,22.0,1998.0,0.3,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,100.0
117,Valentin Antov,bg BUL,DF,Bologna,Serie A,19.0,2000.0,2.6,1.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,11.0,3.0,5.0,37.5
118,Houssem Aouar,fr FRA,"MF,FW",Lyon,Ligue 1,22.0,1998.0,19.8,3.0,1.0,0.0,20.0,23.0,3.0,19.0,17.0,12.0,0.0,0.0,0.0,90.0,4.0,17.0,19.0
119,Adil Aouchiche,fr FRA,"MF,FW",Saint-Étienne,Ligue 1,18.0,2002.0,19.2,2.0,0.0,0.0,20.0,31.0,0.0,130.0,10.0,20.0,0.0,0.0,0.0,100.0,13.0,28.0,31.7
120,Dennis Appiah,fr FRA,DF,Nantes,Ligue 1,28.0,1992.0,17.3,3.0,0.0,0.0,16.0,3.0,1.0,47.0,25.0,34.0,0.0,1.0,0.0,99.0,30.0,23.0,56.6
121,Aritz Arambarri,es ESP,DF,Real Sociedad,La Liga,22.0,1998.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,50.0
122,Mauro Arambarri,uy URU,MF,Getafe,La Liga,24.0,1995.0,33.1,11.0,0.0,0.0,58.0,73.0,1.0,123.0,42.0,39.0,0.0,0.0,0.0,204.0,54.0,53.0,50.5
123,Charles Aránguiz,cl CHI,MF,Leverkusen,Bundesliga,31.0,1989.0,18.5,4.0,0.0,0.0,31.0,25.0,0.0,4.0,33.0,23.0,0.0,0.0,0.0,122.0,10.0,16.0,38.5
124,Luiz Araújo,br BRA,MF,Lille,Ligue 1,24.0,1996.0,16.6,5.0,0.0,0.0,24.0,18.0,0.0,27.0,11.0,25.0,0.0,0.0,0.0,88.0,10.0,20.0,33.3
125,Néstor Araujo,mx MEX,DF,Celta Vigo,La Liga,28.0,1991.0,27.0,5.0,0.0,0.0,30.0,4.0,0.0,2.0,43.0,16.0,0.0,0.0,0.0,134.0,61.0,46.0,57.0
126,Ronald Araújo,uy URU,DF,Barcelona,La Liga,21.0,1999.0,16.8,3.0,0.0,0.0,12.0,17.0,2.0,0.0,20.0,11.0,1.0,1.0,0.0,104.0,51.0,22.0,69.9
127,Anaitz Arbilla,es ESP,DF,Eibar,La Liga,33.0,1987.0,31.2,8.0,0.0,0.0,36.0,13.0,0.0,43.0,69.0,26.0,0.0,2.0,0.0,245.0,68.0,53.0,56.2
128,Alphonse Areola,fr FRA,GK,Fulham,Premier League,27.0,1993.0,36.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,13.0,1.0,92.9
