,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - xG,Expected - npxG,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG
48,Marc Albrighton,eng ENG,"FW,MF",Leicester City,Premier League,28.0,1989.0,18.1,2.0,19.0,7.0,36.8,1.05,0.39,0.11,0.29,21.4,0.0,0.0,0.0,1.2,1.2,0.06,0.8,0.8
49,Paco Alcácer,es ESP,FW,Dortmund,Bundesliga,24.0,1993.0,13.5,18.0,51.0,26.0,51.0,3.79,1.93,0.33,0.65,16.0,6.0,1.0,1.0,9.5,8.8,0.17,8.5,8.2
50,Pedro Alcalá,es ESP,DF,Girona,La Liga,29.0,1989.0,20.8,1.0,15.0,3.0,20.0,0.72,0.14,0.07,0.33,20.2,4.0,0.0,0.0,1.0,1.0,0.07,0.0,0.0
52,Thiago Alcántara,es ESP,MF,Bayern Munich,Bundesliga,27.0,1991.0,26.8,2.0,23.0,7.0,30.4,0.86,0.26,0.09,0.29,20.1,1.0,0.0,0.0,1.9,1.9,0.08,0.1,0.1
53,Rubén Alcaraz,es ESP,MF,Valladolid,La Liga,27.0,1991.0,33.1,3.0,51.0,11.0,21.6,1.54,0.33,0.06,0.27,25.9,11.0,0.0,1.0,3.5,2.7,0.05,-0.5,0.3
54,Toby Alderweireld,be BEL,DF,Tottenham,Premier League,29.0,1989.0,32.5,0.0,19.0,5.0,26.3,0.59,0.15,0.0,0.0,14.1,0.0,0.0,0.0,1.1,1.1,0.06,-1.1,-1.1
55,Álex Alegría,es ESP,"FW,MF",Rayo Vallecano,La Liga,25.0,1992.0,1.6,0.0,3.0,2.0,66.7,1.93,1.29,0.0,0.0,16.8,0.0,0.0,0.0,0.2,0.2,0.08,-0.2,-0.2
56,Alexis Alegue,fr FRA,FW,Nantes,Ligue 1,21.0,1996.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
57,Iván Alejo,es ESP,MF,Getafe,La Liga,23.0,1995.0,1.6,0.0,1.0,0.0,0.0,0.62,0.0,0.0,,22.8,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
58,Carles Aleñá,es ESP,MF,Barcelona,La Liga,20.0,1998.0,7.1,2.0,14.0,3.0,21.4,1.98,0.42,0.14,0.67,22.9,0.0,0.0,0.0,1.3,1.3,0.09,0.7,0.7
59,Rúnar Alex Rúnarsson,is ISL,GK,Dijon,Ligue 1,23.0,1995.0,25.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
60,Alexander,ar ARG,FW,Leganés,La Liga,29.0,1988.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
61,Trent Alexander-Arnold,eng ENG,DF,Liverpool,Premier League,19.0,1998.0,27.4,1.0,29.0,9.0,31.0,1.06,0.33,0.03,0.11,25.1,9.0,0.0,0.0,1.6,1.6,0.05,-0.6,-0.6
62,Rachid Alioui,ma MAR,FW,Nîmes,Ligue 1,26.0,1992.0,13.9,5.0,52.0,20.0,38.5,3.74,1.44,0.1,0.25,21.0,4.0,0.0,0.0,5.4,5.4,0.1,-0.4,-0.4
63,Alisson,br BRA,GK,Liverpool,Premier League,25.0,1992.0,38.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
64,Bobby Allain,fr FRA,GK,Dijon,Ligue 1,26.0,1991.0,13.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
65,Allan,br BRA,MF,Napoli,Serie A,27.0,1991.0,29.1,1.0,25.0,2.0,8.0,0.86,0.07,0.04,0.5,25.4,0.0,0.0,0.0,1.0,1.0,0.04,0.0,0.0
66,Allan,br BRA,MF,Eint Frankfurt,Bundesliga,21.0,1997.0,2.0,0.0,2.0,0.0,0.0,1.02,0.0,0.0,,21.3,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1
67,Dele Alli,eng ENG,MF,Tottenham,Premier League,22.0,1996.0,20.3,5.0,39.0,19.0,48.7,1.92,0.94,0.13,0.26,14.4,0.0,0.0,0.0,4.8,4.8,0.12,0.2,0.2
68,Miguel Almirón,py PAR,MF,Newcastle Utd,Premier League,24.0,1994.0,8.4,0.0,19.0,8.0,42.1,2.25,0.95,0.0,0.0,20.1,0.0,0.0,0.0,1.5,1.5,0.08,-1.5,-1.5
69,Júnior Alonso,py PAR,"DF,MF",Celta Vigo,La Liga,25.0,1993.0,6.0,0.0,4.0,2.0,50.0,0.67,0.34,0.0,0.0,15.4,0.0,0.0,0.0,0.4,0.4,0.09,-0.4,-0.4
70,Marcos Alonso,es ESP,DF,Chelsea,Premier League,27.0,1990.0,30.7,2.0,45.0,7.0,15.6,1.47,0.23,0.04,0.29,19.2,8.0,0.0,0.0,3.4,3.4,0.08,-1.4,-1.4
71,Mickaël Alphonse,gp GLP,DF,Dijon,Ligue 1,29.0,1989.0,6.3,1.0,3.0,1.0,33.3,0.47,0.16,0.33,1.0,24.7,0.0,0.0,0.0,0.3,0.3,0.1,0.7,0.7
72,Sergio Álvarez,es ESP,"DF,MF",Eibar,La Liga,26.0,1992.0,11.9,0.0,2.0,0.0,0.0,0.17,0.0,0.0,,10.2,0.0,0.0,0.0,0.2,0.2,0.12,-0.2,-0.2
73,Sergio Álvarez,es ESP,GK,Celta Vigo,La Liga,31.0,1986.0,13.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
74,Yeray Álvarez,es ESP,DF,Athletic Club,La Liga,23.0,1995.0,29.0,0.0,11.0,3.0,27.3,0.38,0.1,0.0,0.0,10.0,0.0,0.0,0.0,1.3,1.0,0.09,-1.3,-1.0
75,Bruno Alves,pt POR,DF,Parma,Serie A,36.0,1981.0,32.5,4.0,16.0,5.0,31.3,0.49,0.15,0.25,0.8,20.4,8.0,0.0,0.0,2.2,2.2,0.14,1.8,1.8
76,Dani Alves,br BRA,"MF,DF",Paris S-G,Ligue 1,35.0,1983.0,18.0,1.0,27.0,6.0,22.2,1.5,0.33,0.04,0.17,22.0,3.0,0.0,0.0,1.8,1.8,0.07,-0.8,-0.8
78,Alfons Amade,de GER,MF,Hoffenheim,Bundesliga,18.0,1999.0,0.1,0.0,1.0,0.0,0.0,10.0,0.0,0.0,,11.7,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1
79,Ibrahim Amadou,fr FRA,"MF,DF",Sevilla,La Liga,25.0,1993.0,8.5,0.0,9.0,2.0,22.2,1.06,0.24,0.0,0.0,21.2,0.0,0.0,0.0,0.4,0.4,0.05,-0.4,-0.4
80,Romain Amalfitano,fr FRA,"MF,FW",Dijon,Ligue 1,28.0,1989.0,28.0,0.0,19.0,4.0,21.1,0.68,0.14,0.0,0.0,25.9,0.0,0.0,0.0,0.7,0.7,0.03,-0.7,-0.7
81,Daniel Amartey,gh GHA,DF,Leicester City,Premier League,23.0,1994.0,7.1,0.0,4.0,1.0,25.0,0.56,0.14,0.0,0.0,19.4,0.0,0.0,0.0,0.3,0.3,0.08,-0.3,-0.3
82,Jordi Amat,id IDN,DF,Rayo Vallecano,La Liga,26.0,1992.0,30.7,0.0,5.0,1.0,20.0,0.16,0.03,0.0,0.0,7.9,0.0,0.0,0.0,0.5,0.5,0.11,-0.5,-0.5
83,Amath,sn SEN,MF,Getafe,La Liga,22.0,1996.0,11.1,1.0,15.0,6.0,40.0,1.35,0.54,0.07,0.17,17.3,0.0,0.0,0.0,1.2,1.2,0.08,-0.2,-0.2
84,Jordan Amavi,fr FRA,DF,Marseille,Ligue 1,24.0,1994.0,24.2,0.0,24.0,3.0,12.5,0.99,0.12,0.0,0.0,24.3,0.0,0.0,0.0,0.8,0.8,0.03,-0.8,-0.8
85,Kelvin Amian,fr FRA,DF,Toulouse,Ligue 1,20.0,1998.0,32.0,0.0,18.0,4.0,22.2,0.56,0.12,0.0,0.0,26.7,0.0,0.0,0.0,0.6,0.6,0.03,-0.6,-0.6
86,Nadiem Amiri,de GER,MF,Hoffenheim,Bundesliga,21.0,1996.0,8.4,3.0,18.0,6.0,33.3,2.15,0.72,0.17,0.5,18.8,0.0,0.0,0.0,2.2,2.2,0.12,0.8,0.8
87,Yanis Ammour,fr FRA,MF,Montpellier,Ligue 1,19.0,1999.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
88,Luke Amos,eng ENG,MF,Tottenham,Premier League,21.0,1997.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
89,Joachim Andersen,dk DEN,DF,Sampdoria,Serie A,22.0,1996.0,32.0,0.0,13.0,5.0,38.5,0.41,0.16,0.0,0.0,15.3,0.0,0.0,0.0,1.0,1.0,0.08,-1.0,-1.0
90,Felipe Anderson,br BRA,"MF,FW",West Ham,Premier League,25.0,1993.0,33.8,9.0,58.0,24.0,41.4,1.72,0.71,0.16,0.38,18.7,5.0,0.0,0.0,5.5,5.5,0.09,3.5,3.5
91,Florin Andone,ro ROU,FW,Brighton,Premier League,25.0,1993.0,9.8,3.0,19.0,8.0,42.1,1.94,0.82,0.16,0.38,12.3,0.0,0.0,0.0,2.5,2.5,0.13,0.5,0.5
92,Benjamin André,fr FRA,MF,Rennes,Ligue 1,27.0,1990.0,27.7,3.0,28.0,9.0,32.1,1.01,0.32,0.11,0.33,14.4,0.0,0.0,0.0,3.0,3.0,0.11,0.0,0.0
93,Marco Andreolli,it ITA,DF,Cagliari,Serie A,32.0,1986.0,1.2,0.0,1.0,1.0,100.0,0.85,0.85,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
94,Marco Andreolli,it ITA,DF,Chievo,Serie A,32.0,1986.0,7.2,0.0,2.0,1.0,50.0,0.28,0.14,0.0,0.0,10.7,0.0,0.0,0.0,0.1,0.1,0.07,-0.1,-0.1
95,Yoann Andreu,fr FRA,DF,Angers,Ligue 1,29.0,1989.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
96,José Ángel,es ESP,DF,Eibar,La Liga,28.0,1989.0,33.6,1.0,24.0,4.0,16.7,0.71,0.12,0.04,0.25,27.7,5.0,0.0,0.0,0.7,0.7,0.03,0.3,0.3
97,Miguel Ángel Moyá,es ESP,GK,Real Sociedad,La Liga,34.0,1984.0,11.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
98,Cristian Ansaldi,ar ARG,"DF,MF",Torino,Serie A,31.0,1986.0,20.1,3.0,39.0,10.0,25.6,1.94,0.5,0.08,0.3,25.5,5.0,0.0,0.0,1.4,1.4,0.03,1.6,1.6
99,Mirco Antenucci,it ITA,FW,SPAL,Serie A,33.0,1984.0,23.7,5.0,48.0,16.0,33.3,2.03,0.68,0.08,0.25,18.7,1.0,1.0,2.0,6.6,5.0,0.1,-1.6,-1.0
100,Waldemar Anton,de GER,DF,Hannover 96,Bundesliga,22.0,1996.0,34.0,1.0,23.0,4.0,17.4,0.68,0.12,0.04,0.25,13.9,0.0,0.0,0.0,1.8,1.8,0.08,-0.8,-0.8
101,Luca Antonelli,it ITA,DF,Empoli,Serie A,31.0,1987.0,8.4,0.0,5.0,2.0,40.0,0.6,0.24,0.0,0.0,16.0,0.0,0.0,0.0,0.3,0.3,0.06,-0.3,-0.3
102,Mauro Antonio Burruchaga,ar ARG,MF,Chievo,Serie A,20.0,1998.0,0.6,0.0,1.0,1.0,100.0,1.55,1.55,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
104,Michail Antonio,jm JAM,"MF,FW",West Ham,Premier League,28.0,1990.0,23.4,6.0,65.0,25.0,38.5,2.78,1.07,0.09,0.24,16.2,0.0,0.0,0.0,7.1,7.1,0.11,-1.1,-1.1
105,Antoñito,es ESP,"DF,MF",Valladolid,La Liga,30.0,1987.0,20.7,2.0,8.0,2.0,25.0,0.39,0.1,0.25,1.0,16.3,0.0,0.0,0.0,1.0,1.0,0.12,1.0,1.0
106,Vitorino Antunes,pt POR,"DF,MF",Getafe,La Liga,31.0,1987.0,24.2,1.0,29.0,6.0,20.7,1.2,0.25,0.03,0.17,26.7,4.0,0.0,0.0,1.0,1.0,0.04,0.0,0.0
107,Anuar,ma MAR,"MF,FW",Valladolid,La Liga,23.0,1995.0,12.0,1.0,10.0,4.0,40.0,0.83,0.33,0.1,0.25,12.4,0.0,0.0,0.0,2.7,2.7,0.27,-1.7,-1.7
108,Dennis Aogo,de GER,MF,Stuttgart,Bundesliga,31.0,1987.0,11.4,0.0,10.0,1.0,10.0,0.88,0.09,0.0,0.0,23.2,2.0,0.0,0.0,0.5,0.5,0.05,-0.5,-0.5
109,Houssem Aouar,fr FRA,MF,Lyon,Ligue 1,20.0,1998.0,34.0,7.0,71.0,22.0,31.0,2.09,0.65,0.1,0.32,17.8,1.0,0.0,0.0,6.8,6.8,0.1,0.2,0.2
110,Emmanuel Apeh,ng NGA,"FW,MF",Celta Vigo,La Liga,21.0,1996.0,0.2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
111,Mauro Arambarri,uy URU,MF,Getafe,La Liga,22.0,1995.0,29.7,1.0,29.0,9.0,31.0,0.98,0.3,0.03,0.11,24.7,3.0,0.0,0.0,1.3,1.3,0.05,-0.3,-0.3
112,Guilherme Arana,br BRA,DF,Sevilla,La Liga,21.0,1997.0,7.0,0.0,6.0,2.0,33.3,0.86,0.29,0.0,0.0,14.6,0.0,0.0,0.0,0.9,0.9,0.16,-0.9,-0.9
113,Charles Aránguiz,cl CHI,MF,Leverkusen,Bundesliga,29.0,1989.0,21.0,2.0,23.0,5.0,21.7,1.09,0.24,0.09,0.4,23.3,3.0,0.0,0.0,1.4,1.4,0.06,0.6,0.6
114,Luiz Araújo,br BRA,"FW,MF",Lille,Ligue 1,22.0,1996.0,8.7,3.0,24.0,7.0,29.2,2.77,0.81,0.13,0.43,24.1,2.0,0.0,0.0,2.1,2.1,0.09,0.9,0.9
115,Néstor Araujo,mx MEX,DF,Celta Vigo,La Liga,26.0,1991.0,29.8,3.0,12.0,7.0,58.3,0.4,0.23,0.25,0.43,10.6,0.0,0.0,0.0,1.3,1.3,0.1,1.7,1.7
116,Anaitz Arbilla,es ESP,DF,Eibar,La Liga,31.0,1987.0,21.7,1.0,18.0,1.0,5.6,0.83,0.05,0.06,1.0,24.7,3.0,0.0,0.0,0.9,0.9,0.05,0.1,0.1
117,Joaquín Ardaiz,uy URU,FW,Frosinone,Serie A,19.0,1999.0,0.2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
118,Alphonse Areola,fr FRA,GK,Paris S-G,Ligue 1,25.0,1993.0,21.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
119,Santiago Arias,co COL,DF,Atlético Madrid,La Liga,26.0,1992.0,19.7,1.0,9.0,1.0,11.1,0.46,0.05,0.11,1.0,17.3,0.0,0.0,0.0,0.4,0.4,0.05,0.6,0.6
120,Lorenzo Ariaudo,it ITA,DF,Frosinone,Serie A,29.0,1989.0,18.7,0.0,6.0,2.0,33.3,0.32,0.11,0.0,0.0,7.0,0.0,0.0,0.0,0.9,0.9,0.15,-0.9,-0.9
121,Nicolò Armini,it ITA,DF,Lazio,Serie A,17.0,2001.0,0.4,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
122,Yoël Armougom,fr FRA,DF,Caen,Ligue 1,20.0,1998.0,20.6,0.0,11.0,1.0,9.1,0.53,0.05,0.0,0.0,29.9,0.0,0.0,0.0,0.3,0.3,0.03,-0.3,-0.3
123,Stuart Armstrong,sct SCO,MF,Southampton,Premier League,26.0,1992.0,15.9,3.0,32.0,12.0,37.5,2.01,0.75,0.09,0.25,21.8,0.0,0.0,0.0,2.0,2.0,0.06,1.0,1.0
124,José Arnaiz,es ESP,"MF,FW",Leganés,La Liga,23.0,1995.0,1.3,0.0,1.0,0.0,0.0,0.8,0.0,0.0,,14.0,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1
125,Marko Arnautović,at AUT,FW,West Ham,Premier League,29.0,1989.0,22.1,10.0,61.0,31.0,50.8,2.76,1.4,0.15,0.29,17.5,3.0,1.0,1.0,8.9,8.1,0.13,1.1,0.9
