,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,90s,Performance - GA,Performance - GA90,Performance - SoTA,Performance - Saves,Performance - Save%,Performance - W,Performance - D,Performance - L,Performance - CS,Performance - CS%,Penalty Kicks - PKatt,Penalty Kicks - PKA,Penalty Kicks - PKsv,Penalty Kicks - PKm,Penalty Kicks - Save%
50,Iván Cuéllar,es ESP,GK,Sporting Gijón,La Liga,32.0,1984.0,36.0,36.0,3240.0,36.0,69.0,1.92,184.0,123.0,65.8,6.0,10.0,20.0,7.0,19.4,8.0,6.0,2.0,0.0,25.0
52,Morgan De Sanctis,it ITA,GK,Monaco,Ligue 1,39.0,1977.0,1.0,1.0,90.0,1.0,1.0,1.0,3.0,2.0,66.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
53,Paul Delecroix,gw GNB,GK,Lorient,Ligue 1,27.0,1988.0,7.0,7.0,630.0,7.0,18.0,2.57,39.0,21.0,59.0,2.0,2.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
54,Thomas Didillon,fr FRA,GK,Metz,Ligue 1,20.0,1995.0,32.0,32.0,2880.0,32.0,64.0,2.0,192.0,128.0,69.3,9.0,8.0,15.0,9.0,28.1,6.0,5.0,1.0,0.0,16.7
55,Jaume Doménech,es ESP,GK,Valencia,La Liga,25.0,1990.0,3.0,3.0,270.0,3.0,4.0,1.33,13.0,9.0,69.2,2.0,0.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,
56,Gianluigi Donnarumma,it ITA,GK,Milan,Serie A,17.0,1999.0,38.0,38.0,3420.0,38.0,45.0,1.18,189.0,144.0,78.8,18.0,9.0,11.0,12.0,31.6,10.0,5.0,2.0,3.0,28.6
57,Bartłomiej Drągowski,pl POL,GK,Fiorentina,Serie A,18.0,1997.0,1.0,1.0,90.0,1.0,2.0,2.0,6.0,4.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
58,Matthieu Dreyer,fr FRA,GK,Caen,Ligue 1,27.0,1989.0,2.0,2.0,180.0,2.0,2.0,1.0,11.0,9.0,90.9,1.0,0.0,1.0,1.0,50.0,1.0,1.0,0.0,0.0,0.0
59,Jaroslav Drobný,cz CZE,GK,Werder Bremen,Bundesliga,36.0,1979.0,10.0,10.0,849.0,9.4,15.0,1.59,45.0,30.0,71.1,3.0,4.0,2.0,1.0,10.0,2.0,2.0,0.0,0.0,0.0
60,Maxime Dupé,fr FRA,GK,Nantes,Ligue 1,23.0,1993.0,16.0,16.0,1440.0,16.0,20.0,1.25,63.0,43.0,73.0,8.0,3.0,5.0,5.0,31.3,3.0,3.0,0.0,0.0,0.0
61,Vincent Enyeama,ng NGA,GK,Lille,Ligue 1,33.0,1982.0,32.0,32.0,2854.0,31.7,40.0,1.26,125.0,85.0,71.2,10.0,7.0,15.0,8.0,25.0,6.0,4.0,1.0,1.0,20.0
62,Michael Esser,de GER,GK,Darmstadt 98,Bundesliga,28.0,1987.0,28.0,28.0,2484.0,27.6,50.0,1.81,144.0,94.0,68.8,6.0,3.0,19.0,3.0,10.7,7.0,5.0,1.0,1.0,16.7
63,Łukasz Fabiański,pl POL,GK,Swansea City,Premier League,31.0,1985.0,37.0,37.0,3330.0,37.0,69.0,1.86,174.0,105.0,63.8,11.0,5.0,21.0,8.0,21.6,8.0,6.0,1.0,1.0,14.3
64,Ralf Fährmann,de GER,GK,Schalke 04,Bundesliga,27.0,1988.0,34.0,34.0,3060.0,34.0,40.0,1.18,118.0,78.0,71.2,11.0,10.0,13.0,8.0,23.5,10.0,6.0,4.0,0.0,40.0
65,Adam Federici,au AUS,GK,Bournemouth,Premier League,31.0,1985.0,2.0,2.0,180.0,2.0,3.0,1.5,8.0,5.0,62.5,1.0,0.0,1.0,1.0,50.0,1.0,0.0,0.0,1.0,
66,Álvaro Fernández,es ESP,GK,Osasuna,La Liga,18.0,1998.0,1.0,0.0,45.0,0.5,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
67,Andrés Fernández,es ESP,GK,Villarreal,La Liga,29.0,1986.0,15.0,14.0,1315.0,14.6,18.0,1.23,68.0,54.0,79.4,9.0,1.0,4.0,5.0,35.7,4.0,4.0,0.0,0.0,0.0
68,Mario Fernández,es ESP,GK,Osasuna,La Liga,28.0,1988.0,7.0,7.0,585.0,6.5,14.0,2.15,29.0,18.0,55.2,0.0,4.0,3.0,1.0,14.3,3.0,1.0,2.0,0.0,66.7
69,Marco Festa,it ITA,GK,Crotone,Serie A,24.0,1992.0,3.0,2.0,184.0,2.0,4.0,1.96,13.0,9.0,69.2,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,
70,Vincenzo Fiorillo,it ITA,GK,Pescara,Serie A,26.0,1990.0,9.0,9.0,810.0,9.0,15.0,1.67,42.0,27.0,66.7,1.0,3.0,5.0,1.0,11.1,1.0,1.0,0.0,0.0,0.0
71,Fraser Forster,eng ENG,GK,Southampton,Premier League,28.0,1988.0,38.0,38.0,3420.0,38.0,48.0,1.26,130.0,82.0,67.7,12.0,10.0,16.0,14.0,36.8,9.0,6.0,1.0,2.0,14.3
72,Ben Foster,eng ENG,GK,West Brom,Premier League,33.0,1983.0,38.0,38.0,3420.0,38.0,51.0,1.34,160.0,109.0,70.0,12.0,9.0,17.0,6.0,15.8,3.0,3.0,0.0,0.0,0.0
73,Andrea Fulignati,it ITA,GK,Palermo,Serie A,21.0,1994.0,9.0,9.0,810.0,9.0,14.0,1.56,44.0,30.0,70.5,3.0,2.0,4.0,3.0,33.3,1.0,1.0,0.0,0.0,0.0
74,Gabriel,br BRA,GK,Cagliari,Serie A,23.0,1992.0,3.0,3.0,270.0,3.0,5.0,1.67,13.0,8.0,69.2,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
75,David de Gea,es ESP,GK,Manchester Utd,Premier League,25.0,1990.0,35.0,35.0,3150.0,35.0,29.0,0.83,103.0,74.0,75.7,16.0,14.0,5.0,14.0,40.0,4.0,4.0,0.0,0.0,0.0
76,Dani Giménez,es ESP,GK,Betis,La Liga,33.0,1983.0,1.0,1.0,90.0,1.0,2.0,2.0,5.0,3.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
78,Shay Given,ie IRL,GK,Stoke City,Premier League,40.0,1976.0,5.0,5.0,450.0,5.0,14.0,2.8,33.0,19.0,60.6,0.0,1.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,50.0
79,Mauro Goicoechea,uy URU,GK,Toulouse,Ligue 1,28.0,1988.0,2.0,2.0,180.0,2.0,0.0,0.0,8.0,8.0,100.0,0.0,2.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,
80,Pierluigi Gollini,it ITA,GK,Atalanta,Serie A,21.0,1995.0,4.0,4.0,360.0,4.0,1.0,0.25,12.0,11.0,91.7,3.0,1.0,0.0,3.0,75.0,0.0,0.0,0.0,0.0,
81,Heurelho Gomes,br BRA,GK,Watford,Premier League,35.0,1981.0,38.0,38.0,3337.0,37.1,64.0,1.73,177.0,113.0,65.5,11.0,7.0,19.0,6.0,15.8,4.0,3.0,1.0,0.0,25.0
82,Mathieu Gorgelin,fr FRA,GK,Lyon,Ligue 1,25.0,1990.0,1.0,1.0,90.0,1.0,2.0,2.0,4.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
83,Lee Grant,eng ENG,GK,Stoke City,Premier League,33.0,1983.0,28.0,28.0,2520.0,28.0,34.0,1.21,123.0,89.0,72.4,10.0,8.0,10.0,9.0,32.1,0.0,0.0,0.0,0.0,
84,Théo Guivarch,fr FRA,GK,Guingamp,Ligue 1,20.0,1995.0,1.0,0.0,50.0,0.6,2.0,3.6,4.0,2.0,75.0,0.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0
85,Péter Gulácsi,hu HUN,GK,RB Leipzig,Bundesliga,26.0,1990.0,33.0,33.0,2970.0,33.0,39.0,1.18,102.0,63.0,64.7,19.0,7.0,7.0,9.0,27.3,5.0,3.0,2.0,0.0,40.0
86,Brad Guzan,us USA,GK,Middlesbrough,Premier League,31.0,1984.0,10.0,10.0,900.0,10.0,17.0,1.7,53.0,36.0,69.8,2.0,3.0,5.0,3.0,30.0,2.0,1.0,0.0,1.0,0.0
87,Samir Handanović,si SVN,GK,Inter,Serie A,32.0,1984.0,37.0,37.0,3330.0,37.0,47.0,1.27,157.0,110.0,73.2,18.0,5.0,14.0,9.0,24.3,6.0,5.0,1.0,0.0,16.7
88,Martin Hansen,dk DEN,GK,Ingolstadt 04,Bundesliga,26.0,1990.0,23.0,23.0,2037.0,22.6,34.0,1.5,98.0,64.0,70.4,8.0,5.0,10.0,3.0,13.0,6.0,5.0,1.0,0.0,16.7
89,Joe Hart,eng ENG,GK,Torino,Serie A,29.0,1987.0,36.0,36.0,3240.0,36.0,62.0,1.72,166.0,104.0,66.3,12.0,14.0,10.0,5.0,13.9,6.0,6.0,0.0,0.0,0.0
90,Tom Heaton,eng ENG,GK,Burnley,Premier League,30.0,1986.0,35.0,35.0,3150.0,35.0,48.0,1.37,189.0,141.0,76.7,11.0,7.0,17.0,10.0,28.6,5.0,4.0,1.0,0.0,20.0
91,Wayne Hennessey,wls WAL,GK,Crystal Palace,Premier League,29.0,1987.0,29.0,29.0,2610.0,29.0,46.0,1.59,133.0,87.0,66.9,9.0,3.0,17.0,7.0,24.1,2.0,2.0,0.0,0.0,0.0
92,Iago Herrerín,es ESP,GK,Leganés,La Liga,28.0,1988.0,21.0,21.0,1825.0,20.3,25.0,1.23,66.0,45.0,66.7,4.0,7.0,10.0,6.0,28.6,4.0,3.0,1.0,0.0,25.0
93,Daniel Heuer Fernandes,pt POR,GK,Darmstadt 98,Bundesliga,23.0,1992.0,7.0,6.0,576.0,6.4,13.0,2.03,43.0,30.0,72.1,1.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
94,Marwin Hitz,ch SUI,GK,Augsburg,Bundesliga,28.0,1987.0,32.0,32.0,2880.0,32.0,50.0,1.56,162.0,112.0,71.6,9.0,9.0,14.0,7.0,21.9,5.0,4.0,0.0,1.0,0.0
95,Timo Horn,de GER,GK,Köln,Bundesliga,23.0,1993.0,20.0,20.0,1800.0,20.0,24.0,1.2,91.0,67.0,76.9,9.0,6.0,5.0,6.0,30.0,3.0,3.0,0.0,0.0,0.0
96,Lukáš Hrádecký,fi FIN,GK,Eint Frankfurt,Bundesliga,26.0,1989.0,33.0,33.0,2883.0,32.0,40.0,1.25,111.0,71.0,66.7,10.0,9.0,13.0,10.0,30.3,4.0,3.0,0.0,1.0,0.0
97,Jannik Huth,de GER,GK,Mainz 05,Bundesliga,22.0,1994.0,7.0,7.0,630.0,7.0,9.0,1.29,26.0,17.0,65.4,2.0,2.0,3.0,2.0,28.6,0.0,0.0,0.0,0.0,
98,Gorka Iraizoz,es ESP,GK,Athletic Club,La Liga,35.0,1981.0,16.0,15.0,1404.0,15.6,21.0,1.35,57.0,39.0,64.9,5.0,3.0,7.0,3.0,20.0,3.0,1.0,2.0,0.0,66.7
99,Eldin Jakupović,ch SUI,GK,Hull City,Premier League,31.0,1984.0,22.0,22.0,1980.0,22.0,36.0,1.64,107.0,71.0,70.1,8.0,4.0,10.0,5.0,22.7,7.0,4.0,2.0,1.0,33.3
100,Rune Jarstein,no NOR,GK,Hertha BSC,Bundesliga,31.0,1984.0,34.0,34.0,3060.0,34.0,47.0,1.38,150.0,103.0,71.3,15.0,4.0,15.0,11.0,32.4,5.0,4.0,1.0,0.0,20.0
101,Karl-Johan Johnsson,se SWE,GK,Guingamp,Ligue 1,26.0,1990.0,37.0,37.0,3280.0,36.4,51.0,1.4,153.0,102.0,70.6,13.0,8.0,15.0,8.0,21.6,10.0,6.0,2.0,2.0,25.0
102,Geoffrey Jourdren,fr FRA,GK,Montpellier,Ligue 1,30.0,1986.0,13.0,13.0,1170.0,13.0,28.0,2.15,64.0,36.0,60.9,3.0,4.0,6.0,1.0,7.7,3.0,3.0,0.0,0.0,0.0
104,Carlos Kameni,cm CMR,GK,Málaga,La Liga,32.0,1984.0,35.0,35.0,3150.0,35.0,48.0,1.37,133.0,92.0,68.4,12.0,8.0,15.0,8.0,22.9,7.0,6.0,1.0,0.0,14.3
105,Loris Karius,de GER,GK,Liverpool,Premier League,23.0,1993.0,10.0,10.0,900.0,10.0,12.0,1.2,32.0,20.0,65.6,6.0,3.0,1.0,3.0,30.0,1.0,1.0,0.0,0.0,0.0
106,Orestis Karnezis,gr GRE,GK,Udinese,Serie A,31.0,1985.0,33.0,33.0,2958.0,32.9,45.0,1.37,129.0,84.0,70.5,11.0,7.0,15.0,7.0,21.2,8.0,7.0,0.0,1.0,0.0
107,Eiji Kawashima,jp JPN,GK,Metz,Ligue 1,33.0,1983.0,5.0,5.0,450.0,5.0,6.0,1.2,23.0,17.0,73.9,2.0,1.0,2.0,1.0,20.0,1.0,0.0,1.0,0.0,100.0
108,Thomas Kessler,de GER,GK,Köln,Bundesliga,30.0,1986.0,13.0,13.0,1170.0,13.0,18.0,1.38,64.0,46.0,73.4,3.0,6.0,4.0,3.0,23.1,1.0,1.0,0.0,0.0,0.0
109,Alban Lafont,fr FRA,GK,Toulouse,Ligue 1,17.0,1999.0,36.0,36.0,3240.0,36.0,41.0,1.14,158.0,117.0,79.1,10.0,12.0,14.0,10.0,27.8,9.0,8.0,1.0,0.0,11.1
110,Eugenio Lamanna,it ITA,GK,Genoa,Serie A,26.0,1989.0,21.0,20.0,1883.0,20.9,37.0,1.77,95.0,58.0,62.1,5.0,4.0,12.0,2.0,10.0,3.0,1.0,1.0,1.0,50.0
111,Jean-Louis Leca,fr FRA,GK,Bastia,Ligue 1,30.0,1985.0,34.0,34.0,3017.0,33.5,43.0,1.28,144.0,101.0,72.9,8.0,9.0,16.0,8.0,23.5,8.0,4.0,3.0,1.0,42.9
112,Benjamin Lecomte,fr FRA,GK,Lorient,Ligue 1,25.0,1991.0,31.0,31.0,2790.0,31.0,52.0,1.68,162.0,110.0,69.1,8.0,4.0,19.0,4.0,12.9,4.0,2.0,1.0,1.0,33.3
113,Bernd Leno,de GER,GK,Leverkusen,Bundesliga,24.0,1992.0,34.0,34.0,3060.0,34.0,55.0,1.62,160.0,105.0,67.5,11.0,8.0,15.0,6.0,17.6,3.0,3.0,0.0,0.0,0.0
114,Benjamin Leroy,fr FRA,GK,Dijon,Ligue 1,27.0,1989.0,1.0,1.0,90.0,1.0,0.0,0.0,2.0,2.0,100.0,0.0,1.0,0.0,1.0,100.0,1.0,0.0,0.0,1.0,
115,Alexandre Letellier,fr FRA,GK,Angers,Ligue 1,25.0,1990.0,6.0,6.0,540.0,6.0,9.0,1.5,26.0,17.0,65.4,1.0,1.0,4.0,1.0,16.7,0.0,0.0,0.0,0.0,
116,Luca Lezzerini,it ITA,GK,Fiorentina,Serie A,21.0,1995.0,1.0,0.0,51.0,0.6,0.0,0.0,2.0,2.0,100.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
117,Heinz Lindner,at AUT,GK,Eint Frankfurt,Bundesliga,26.0,1990.0,2.0,1.0,175.0,1.9,3.0,1.54,9.0,6.0,66.7,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,
118,Raúl Lizoain,es ESP,GK,Las Palmas,La Liga,25.0,1991.0,13.0,13.0,1170.0,13.0,27.0,2.08,57.0,34.0,59.6,3.0,4.0,6.0,3.0,23.1,4.0,4.0,0.0,0.0,0.0
119,Hugo Lloris,fr FRA,GK,Tottenham,Premier League,29.0,1986.0,34.0,34.0,3004.0,33.4,24.0,0.72,101.0,77.0,77.2,24.0,5.0,4.0,15.0,44.1,1.0,1.0,0.0,0.0,0.0
120,Anthony Lopes,pt POR,GK,Lyon,Ligue 1,25.0,1990.0,37.0,37.0,3330.0,37.0,46.0,1.24,141.0,95.0,70.9,19.0,4.0,13.0,12.0,32.4,6.0,5.0,1.0,0.0,16.7
