,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Min,Playing Time - Mn/MP,Playing Time - Min%,Playing Time - 90s,Starts - Starts,Starts - Mn/Start,Starts - Compl,Subs - Subs,Subs - Mn/Sub,Subs - unSub,Team Success - PPM,Team Success - onG,Team Success - onGA,Team Success - +/-,Team Success - +/-90,Team Success - On-Off,Team Success (xG) - onxG,Team Success (xG) - onxGA,Team Success (xG) - xG+/-,Team Success (xG) - xG+/-90,Team Success (xG) - On-Off
10,Matthis Abline,fr FRA,FW,Rennes,Ligue 1,17.0,2003.0,1.0,2.0,2.0,0.1,0.0,0.0,,0.0,1.0,2.0,3.0,3.0,1.0,0.0,1.0,45.0,44.71,0.4,0.0,0.4,17.75,17.5
11,Pape Abou Cissé,sn SEN,DF,Saint-Étienne,Ligue 1,24.0,1995.0,14.0,1260.0,90.0,36.8,14.0,14.0,90.0,14.0,0.0,,1.0,1.64,21.0,18.0,3.0,0.21,0.84,20.0,19.6,0.4,0.03,0.1
12,Abdel Abqar,ma MAR,DF,Alavés,La Liga,21.0,1999.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,,,,,,
13,David Abraham,ar ARG,DF,Eint Frankfurt,Bundesliga,34.0,1986.0,14.0,1222.0,87.0,39.9,13.6,14.0,87.0,12.0,0.0,,0.0,1.64,25.0,17.0,8.0,0.59,0.2,24.9,15.8,9.1,0.67,0.55
14,Tammy Abraham,eng ENG,FW,Chelsea,Premier League,22.0,1997.0,22.0,1040.0,47.0,30.4,11.6,12.0,74.0,7.0,10.0,15.0,8.0,1.77,23.0,12.0,11.0,0.95,0.54,20.0,8.2,11.8,1.02,0.25
15,Amir Abrashi,al ALB,"MF,DF",Freiburg,Bundesliga,30.0,1990.0,5.0,60.0,12.0,2.0,0.7,0.0,,0.0,5.0,12.0,7.0,2.4,1.0,1.0,0.0,0.0,0.0,1.0,1.3,-0.3,-0.44,-0.24
16,Gennaro Acampora,it ITA,"MF,FW",Spezia,Serie A,26.0,1994.0,14.0,441.0,32.0,12.9,4.9,2.0,90.0,1.0,12.0,22.0,9.0,0.86,8.0,12.0,-4.0,-0.82,-0.33,6.1,9.3,-3.2,-0.64,-0.18
17,Francesco Acerbi,it ITA,DF,Lazio,Serie A,32.0,1988.0,32.0,2813.0,88.0,82.3,31.3,32.0,88.0,30.0,0.0,,0.0,1.88,51.0,44.0,7.0,0.22,0.37,48.6,39.2,9.3,0.3,0.08
18,Ragnar Ache,de GER,"FW,DF",Eint Frankfurt,Bundesliga,22.0,1998.0,7.0,100.0,14.0,3.3,1.1,0.0,,0.0,7.0,14.0,3.0,2.29,4.0,1.0,3.0,2.7,2.3,1.9,2.2,-0.2,-0.22,-0.58
19,Marcos Acuña,ar ARG,DF,Sevilla,La Liga,28.0,1991.0,30.0,2330.0,78.0,68.1,25.9,26.0,83.0,22.0,4.0,46.0,1.0,1.97,37.0,28.0,9.0,0.35,-0.56,41.1,23.8,17.3,0.67,0.48
20,Che Adams,sct SCO,FW,Southampton,Premier League,24.0,1996.0,36.0,2667.0,74.0,78.0,29.6,30.0,84.0,16.0,6.0,25.0,0.0,1.11,39.0,51.0,-12.0,-0.4,0.67,32.1,37.4,-5.3,-0.18,0.6
21,Tyler Adams,us USA,"MF,DF",RB Leipzig,Bundesliga,21.0,1999.0,27.0,1850.0,69.0,60.5,20.6,21.0,83.0,13.0,6.0,20.0,1.0,2.11,35.0,19.0,16.0,0.78,-0.11,37.0,18.7,18.2,0.89,-0.36
22,Sargis Adamyan,am ARM,"FW,MF",Hoffenheim,Bundesliga,27.0,1993.0,18.0,479.0,27.0,15.7,5.3,3.0,77.0,1.0,15.0,16.0,6.0,1.5,13.0,6.0,7.0,1.32,1.63,11.1,10.4,0.7,0.13,0.2
23,Tosin Adarabioyo,eng ENG,DF,Fulham,Premier League,22.0,1997.0,33.0,2953.0,89.0,86.3,32.8,33.0,89.0,32.0,0.0,,1.0,0.85,24.0,41.0,-17.0,-0.52,1.22,35.8,46.2,-10.4,-0.32,0.01
24,Enzo Adeagbo,ch SUI,DF,Lazio,Serie A,18.0,2002.0,0.0,,,,,0.0,,0.0,0.0,,3.0,,,,,,,,,,,
26,Bobby Adekanye,nl NED,"FW,MF",Lazio,Serie A,21.0,1999.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,,,,,,
27,Bobby Adekanye,nl NED,"FW,MF",Cádiz,La Liga,21.0,1999.0,3.0,36.0,12.0,1.1,0.4,0.0,,0.0,3.0,12.0,6.0,2.33,0.0,0.0,0.0,0.0,0.59,0.9,0.5,0.4,0.91,1.47
28,Yacine Adli,fr FRA,MF,Bordeaux,Ligue 1,20.0,2000.0,35.0,2418.0,69.0,70.7,26.9,25.0,84.0,16.0,10.0,32.0,0.0,1.17,28.0,47.0,-19.0,-0.71,-1.16,30.4,40.4,-9.9,-0.37,-0.24
29,Andrea Adorante,it ITA,FW,Parma,Serie A,20.0,2000.0,1.0,10.0,10.0,0.3,0.1,0.0,,0.0,1.0,10.0,5.0,0.0,0.0,1.0,-1.0,-9.0,-7.87,0.0,0.9,-0.8,-7.55,-7.08
30,Adrián,es ESP,GK,Liverpool,Premier League,33.0,1987.0,3.0,270.0,90.0,7.9,3.0,3.0,90.0,3.0,0.0,,27.0,1.33,6.0,9.0,-3.0,-1.0,-1.83,7.1,4.6,2.4,0.81,0.17
31,Martin Agirregabiria,es ESP,"DF,MF",Alavés,La Liga,24.0,1996.0,26.0,1558.0,60.0,45.6,17.3,16.0,83.0,11.0,10.0,24.0,12.0,1.12,19.0,31.0,-12.0,-0.69,-0.26,16.7,26.0,-9.3,-0.54,-0.63
32,Giuseppe Agostino,it ITA,GK,Genoa,Serie A,17.0,2002.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
33,Lucien Agoume,fr FRA,MF,Spezia,Serie A,18.0,2002.0,12.0,800.0,67.0,23.4,8.9,9.0,84.0,6.0,3.0,13.0,22.0,1.08,14.0,14.0,0.0,0.0,0.69,12.6,16.1,-3.5,-0.39,0.13
34,Felix Agu,de GER,DF,Werder Bremen,Bundesliga,20.0,1999.0,15.0,701.0,47.0,22.9,7.8,8.0,76.0,5.0,7.0,13.0,16.0,1.0,12.0,15.0,-3.0,-0.39,0.3,8.7,14.8,-6.1,-0.78,-0.24
35,Kevin Agudelo,co COL,FW,Spezia,Serie A,21.0,1998.0,29.0,1356.0,47.0,39.6,15.1,14.0,72.0,4.0,15.0,23.0,8.0,1.03,26.0,26.0,0.0,0.0,0.87,19.7,22.7,-3.0,-0.2,0.48
36,Nayef Aguerd,ma MAR,DF,Rennes,Ligue 1,24.0,1996.0,35.0,3147.0,90.0,92.0,35.0,35.0,90.0,34.0,0.0,,0.0,1.54,46.0,36.0,10.0,0.29,-0.37,41.7,35.0,6.7,0.19,-0.79
37,Sergio Agüero,ar ARG,FW,Manchester City,Premier League,32.0,1988.0,12.0,559.0,47.0,16.3,6.2,7.0,69.0,2.0,5.0,16.0,7.0,2.42,11.0,4.0,7.0,1.13,-0.26,10.9,4.5,6.4,1.03,0.04
38,Ruben Aguilar,fr FRA,"DF,MF",Monaco,Ligue 1,27.0,1993.0,33.0,2225.0,67.0,65.1,24.7,27.0,79.0,15.0,6.0,14.0,2.0,1.97,37.0,30.0,7.0,0.28,-1.75,38.2,24.8,13.4,0.54,-1.02
39,Naouirou Ahamada,fr FRA,MF,Stuttgart,Bundesliga,18.0,2002.0,6.0,252.0,42.0,8.2,2.8,3.0,43.0,0.0,3.0,41.0,6.0,0.5,3.0,12.0,-9.0,-3.21,-3.53,4.9,7.0,-2.1,-0.75,-0.79
40,Sören Ahlers,de GER,GK,Schalke 04,Bundesliga,22.0,1997.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,,,,,,
41,Matteo Ahlinvi,bj BEN,MF,Nîmes,Ligue 1,21.0,1999.0,20.0,899.0,45.0,26.3,10.0,10.0,77.0,5.0,10.0,13.0,14.0,0.75,5.0,21.0,-16.0,-1.6,-1.07,9.2,21.8,-12.6,-1.26,-0.96
42,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,Ligue 1,26.0,1994.0,27.0,2146.0,79.0,62.7,23.8,26.0,82.0,14.0,1.0,17.0,0.0,1.19,34.0,38.0,-4.0,-0.17,0.19,34.0,35.3,-1.2,-0.05,-0.29
43,Jean-Eudes Aholou,ci CIV,MF,Monaco,Ligue 1,26.0,1994.0,2.0,36.0,18.0,1.1,0.4,0.0,,0.0,2.0,18.0,1.0,2.0,0.0,0.0,0.0,0.0,-0.9,0.2,0.5,-0.4,-0.93,-1.85
44,Antonis Aidonis,de GER,DF,Stuttgart,Bundesliga,19.0,2001.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
45,Joseph Aidoo,gh GHA,DF,Celta Vigo,La Liga,24.0,1995.0,25.0,1289.0,52.0,37.7,14.3,14.0,80.0,11.0,11.0,15.0,10.0,1.76,26.0,22.0,4.0,0.28,0.53,20.1,19.1,1.0,0.07,0.14
46,Ola Aina,ng NGA,DF,Fulham,Premier League,23.0,1996.0,31.0,2664.0,86.0,77.9,29.6,31.0,86.0,24.0,0.0,,4.0,0.84,22.0,36.0,-14.0,-0.47,0.96,30.4,42.0,-11.6,-0.39,-0.33
47,Rayan Aït Nouri,dz ALG,DF,Wolves,Premier League,19.0,2001.0,21.0,1404.0,67.0,41.1,15.6,16.0,83.0,10.0,5.0,15.0,8.0,1.0,16.0,23.0,-7.0,-0.45,-0.05,15.1,18.5,-3.5,-0.22,0.2
48,Rayan Aït Nouri,dz ALG,DF,Angers,Ligue 1,19.0,2001.0,3.0,187.0,62.0,5.5,2.1,2.0,80.0,0.0,1.0,28.0,0.0,1.0,3.0,8.0,-5.0,-2.41,-2.04,2.0,5.7,-3.7,-1.79,-1.6
49,Semi Ajayi,ng NGA,DF,West Brom,Premier League,26.0,1993.0,33.0,2780.0,84.0,81.3,30.9,31.0,88.0,30.0,2.0,26.0,4.0,0.64,31.0,71.0,-40.0,-1.29,-1.15,26.1,58.7,-32.6,-1.06,-1.13
50,Ludovic Ajorque,fr FRA,FW,Strasbourg,Ligue 1,26.0,1994.0,35.0,2967.0,85.0,86.8,33.0,34.0,87.0,28.0,1.0,25.0,1.0,1.2,46.0,49.0,-3.0,-0.09,1.1,48.7,45.0,3.7,0.11,0.43
52,Manuel Akanji,ch SUI,DF,Dortmund,Bundesliga,25.0,1995.0,28.0,2350.0,84.0,76.8,26.1,26.0,89.0,23.0,2.0,25.0,0.0,1.82,60.0,37.0,23.0,0.88,0.12,53.4,30.9,22.5,0.86,0.59
53,Carlos Akapo,gq EQG,DF,Cádiz,La Liga,27.0,1993.0,13.0,865.0,67.0,25.3,9.6,10.0,74.0,7.0,3.0,41.0,14.0,1.46,10.0,8.0,2.0,0.21,1.05,8.7,10.2,-1.5,-0.15,0.52
54,Marley Aké,fr FRA,FW,Juventus,Serie A,19.0,2001.0,0.0,,,,,0.0,,0.0,0.0,,3.0,,,,,,,,,,,
55,Marley Aké,fr FRA,FW,Marseille,Ligue 1,19.0,2001.0,9.0,146.0,16.0,4.3,1.6,0.0,,0.0,9.0,16.0,11.0,1.56,3.0,3.0,0.0,0.0,-0.19,3.1,3.4,-0.4,-0.23,-0.23
56,Nathan Aké,nl NED,DF,Manchester City,Premier League,25.0,1995.0,10.0,797.0,80.0,23.3,8.9,9.0,86.0,8.0,1.0,20.0,7.0,1.7,16.0,13.0,3.0,0.34,-1.31,15.6,9.4,6.2,0.7,-0.39
57,Paul Akouokou,ci CIV,MF,Betis,La Liga,22.0,1997.0,10.0,378.0,38.0,11.1,4.2,4.0,75.0,1.0,6.0,13.0,21.0,1.5,6.0,3.0,3.0,0.71,0.8,7.3,4.3,3.0,0.71,0.73
58,Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,Serie A,27.0,1992.0,32.0,1056.0,33.0,30.9,11.7,6.0,83.0,2.0,26.0,22.0,4.0,2.0,18.0,15.0,3.0,0.26,0.14,15.0,13.8,1.2,0.11,-0.26
59,Kevin Akpoguma,ng NGA,DF,Hoffenheim,Bundesliga,25.0,1995.0,16.0,1184.0,74.0,38.7,13.2,14.0,83.0,10.0,2.0,14.0,2.0,1.06,21.0,22.0,-1.0,-0.08,-0.03,20.0,22.7,-2.7,-0.2,-0.27
60,David Alaba,at AUT,"DF,MF",Bayern Munich,Bundesliga,28.0,1992.0,32.0,2675.0,84.0,87.4,29.7,30.0,88.0,27.0,2.0,23.0,0.0,2.25,82.0,43.0,39.0,1.31,-2.43,62.7,37.5,25.2,0.85,-1.62
61,Sofiane Alakouch,ma MAR,DF,Nîmes,Ligue 1,22.0,1998.0,22.0,1505.0,68.0,44.0,16.7,17.0,84.0,9.0,5.0,17.0,9.0,0.77,22.0,34.0,-12.0,-0.72,0.18,19.8,28.4,-8.6,-0.51,0.07
62,Jony Álamo,es ESP,MF,Elche,La Liga,18.0,2001.0,1.0,73.0,73.0,2.1,0.8,1.0,73.0,0.0,0.0,,15.0,1.0,2.0,1.0,1.0,1.23,1.82,0.6,0.8,-0.2,-0.29,0.54
63,Lucas Alario,ar ARG,FW,Leverkusen,Bundesliga,27.0,1992.0,25.0,1245.0,50.0,40.7,13.8,12.0,75.0,3.0,13.0,27.0,4.0,1.56,21.0,15.0,6.0,0.43,0.04,17.6,15.3,2.4,0.17,-0.06
64,Fabrizio Alastra,it ITA,GK,Parma,Serie A,22.0,1997.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,,,,,,
65,David Alba,es ESP,MF,Getafe,La Liga,21.0,1999.0,0.0,,,,,0.0,,0.0,0.0,,3.0,,,,,,,,,,,
66,Jordi Alba,es ESP,"DF,FW",Barcelona,La Liga,31.0,1989.0,35.0,3025.0,86.0,88.5,33.6,34.0,88.0,28.0,1.0,45.0,1.0,2.14,79.0,34.0,45.0,1.34,0.88,66.4,35.4,31.1,0.92,0.55
67,Luis Alberto,es ESP,MF,Lazio,Serie A,27.0,1992.0,34.0,2618.0,77.0,76.5,29.1,33.0,78.0,10.0,1.0,39.0,0.0,1.82,46.0,39.0,7.0,0.24,0.35,45.6,34.2,11.4,0.39,0.46
68,Raúl Albiol,es ESP,DF,Villarreal,La Liga,34.0,1985.0,35.0,3115.0,89.0,91.1,34.6,35.0,89.0,31.0,0.0,,2.0,1.4,51.0,42.0,9.0,0.26,-1.81,51.1,38.8,12.3,0.35,-0.13
69,Julian Albrecht,de GER,MF,Hertha BSC,Bundesliga,18.0,2001.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
70,Marc Albrighton,eng ENG,"DF,FW",Leicester City,Premier League,30.0,1989.0,31.0,1746.0,56.0,51.1,19.4,17.0,80.0,9.0,14.0,27.0,7.0,1.9,36.0,22.0,14.0,0.72,0.51,30.5,24.1,6.4,0.33,0.15
71,Paco Alcácer,es ESP,FW,Villarreal,La Liga,26.0,1993.0,27.0,1544.0,57.0,45.1,17.2,19.0,71.0,1.0,8.0,24.0,2.0,1.44,25.0,22.0,3.0,0.17,-0.45,23.5,19.1,4.5,0.26,-0.19
72,Pedro Alcalá,es ESP,DF,Cádiz,La Liga,31.0,1989.0,13.0,909.0,70.0,26.6,10.1,8.0,87.0,7.0,5.0,42.0,20.0,0.77,12.0,25.0,-13.0,-1.29,-0.96,10.7,17.5,-6.8,-0.67,-0.17
73,Thiago Alcántara,es ESP,MF,Liverpool,Premier League,29.0,1991.0,24.0,1854.0,77.0,54.2,20.6,20.0,85.0,13.0,4.0,40.0,1.0,1.71,34.0,18.0,16.0,0.78,0.2,38.5,22.2,16.4,0.79,0.32
74,Rubén Alcaraz,es ESP,MF,Valladolid,La Liga,29.0,1991.0,30.0,2165.0,72.0,63.3,24.1,25.0,82.0,15.0,5.0,22.0,1.0,0.9,24.0,39.0,-15.0,-0.62,-0.05,27.6,30.9,-3.3,-0.14,0.55
75,Omar Alderete,py PAR,DF,Hertha BSC,Bundesliga,23.0,1996.0,17.0,1299.0,76.0,42.5,14.4,14.0,89.0,13.0,3.0,18.0,12.0,1.18,17.0,19.0,-2.0,-0.14,0.32,18.7,17.9,0.8,0.06,0.38
76,Toby Alderweireld,be BEL,DF,Tottenham,Premier League,31.0,1989.0,25.0,2240.0,90.0,65.5,24.9,25.0,90.0,24.0,0.0,,10.0,1.8,44.0,25.0,19.0,0.76,0.46,33.9,29.4,4.5,0.18,0.23
78,Iván Alejo,es ESP,"MF,FW",Cádiz,La Liga,25.0,1995.0,22.0,827.0,38.0,24.2,9.2,6.0,69.0,0.0,16.0,26.0,12.0,1.36,10.0,13.0,-3.0,-0.33,0.33,9.4,13.7,-4.2,-0.46,0.11
79,Carles Aleñá,es ESP,MF,Barcelona,La Liga,22.0,1998.0,2.0,48.0,24.0,1.4,0.5,0.0,,0.0,2.0,24.0,14.0,3.0,1.0,0.0,1.0,1.87,0.65,0.5,2.0,-1.4,-2.66,-3.57
80,Carles Aleñá,es ESP,"MF,FW",Getafe,La Liga,22.0,1998.0,22.0,1366.0,62.0,39.9,15.2,15.0,83.0,6.0,7.0,18.0,0.0,0.95,10.0,21.0,-11.0,-0.72,-0.55,16.5,15.3,1.3,0.08,0.4
81,Kyle Alex John,eng ENG,DF,Everton,Premier League,19.0,2001.0,0.0,,,,,0.0,,,0.0,,6.0,,,,,,,,,,,
82,Rúnar Alex Rúnarsson,is ISL,GK,Arsenal,Premier League,25.0,1995.0,1.0,16.0,16.0,0.5,0.2,0.0,,0.0,1.0,16.0,21.0,0.0,0.0,0.0,0.0,0.0,-0.42,0.2,0.4,-0.3,-1.36,-1.6
83,Rúnar Alex Rúnarsson,is ISL,GK,Dijon,Ligue 1,25.0,1995.0,0.0,,,,,0.0,,,0.0,,3.0,,,,,,,,,,,
84,Trent Alexander-Arnold,eng ENG,DF,Liverpool,Premier League,21.0,1998.0,36.0,3031.0,84.0,88.6,33.7,34.0,88.0,30.0,2.0,19.0,0.0,1.81,60.0,40.0,20.0,0.59,-0.79,61.2,37.5,23.8,0.71,0.53
85,Alfon,es ESP,MF,Celta Vigo,La Liga,21.0,1999.0,2.0,34.0,17.0,1.0,0.4,0.0,,0.0,2.0,17.0,3.0,0.5,0.0,0.0,0.0,0.0,0.05,0.2,0.2,0.0,0.07,0.09
86,Mohamed Ali Cho,fr FRA,"FW,MF",Angers,Ligue 1,16.0,2004.0,21.0,348.0,17.0,10.2,3.9,1.0,65.0,0.0,20.0,14.0,10.0,0.67,5.0,8.0,-3.0,-0.78,-0.34,5.6,5.8,-0.2,-0.05,0.26
87,Marco Alia,al ALB,GK,Lazio,Serie A,20.0,2000.0,0.0,,,,,0.0,,0.0,0.0,,31.0,,,,,,,,,,,
88,Ezgjan Alioski,mk MKD,"DF,MF",Leeds United,Premier League,28.0,1992.0,36.0,2461.0,68.0,72.0,27.3,29.0,79.0,19.0,7.0,22.0,2.0,1.64,47.0,35.0,12.0,0.44,0.81,45.0,41.3,3.7,0.13,0.69
89,Rachid Alioui,ma MAR,FW,Angers,Ligue 1,28.0,1992.0,1.0,15.0,15.0,0.4,0.2,0.0,,0.0,1.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.05,0.33
90,Alisson,br BRA,GK,Liverpool,Premier League,27.0,1992.0,33.0,2970.0,90.0,86.8,33.0,33.0,90.0,33.0,0.0,,0.0,1.88,58.0,32.0,26.0,0.79,0.79,58.3,36.7,21.6,0.66,0.07
91,Saturnin Allagbé,bj BEN,GK,Dijon,Ligue 1,26.0,1993.0,12.0,1080.0,90.0,31.6,12.0,12.0,90.0,12.0,0.0,,20.0,0.67,6.0,30.0,-24.0,-2.0,-1.08,10.8,23.1,-12.3,-1.03,-0.01
92,Allan,br BRA,MF,Everton,Premier League,29.0,1991.0,24.0,2051.0,85.0,60.0,22.8,23.0,88.0,21.0,1.0,33.0,2.0,1.54,27.0,30.0,-3.0,-0.13,-0.26,29.5,30.1,-0.6,-0.03,0.23
93,Dele Alli,eng ENG,MF,Tottenham,Premier League,24.0,1996.0,15.0,620.0,41.0,18.1,6.9,7.0,70.0,1.0,8.0,16.0,8.0,1.33,11.0,9.0,2.0,0.29,-0.38,11.0,8.8,2.1,0.31,0.25
94,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,Premier League,26.0,1994.0,34.0,2429.0,71.0,71.0,27.0,28.0,82.0,12.0,6.0,20.0,2.0,1.18,30.0,48.0,-18.0,-0.67,-0.85,29.1,40.8,-11.7,-0.43,-0.14
95,Gael Alonso,es ESP,DF,Celta Vigo,La Liga,18.0,2002.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
96,Marcos Alonso,es ESP,DF,Chelsea,Premier League,29.0,1990.0,13.0,960.0,74.0,28.1,10.7,11.0,84.0,9.0,2.0,20.0,9.0,2.08,15.0,13.0,2.0,0.19,-0.54,15.5,9.8,5.7,0.53,-0.43
97,Altube,es ESP,GK,Real Madrid,La Liga,20.0,2000.0,0.0,,,,,0.0,,0.0,0.0,,35.0,,,,,,,,,,,
98,Fran Álvarez,es ESP,MF,Valladolid,La Liga,22.0,1998.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
99,Iker Álvarez,ad AND,GK,Villarreal,La Liga,19.0,2001.0,0.0,,,,,0.0,,0.0,0.0,,3.0,,,,,,,,,,,
100,Sergio Álvarez,es ESP,"MF,DF",Eibar,La Liga,28.0,1992.0,27.0,1568.0,58.0,45.8,17.4,17.0,84.0,12.0,10.0,15.0,11.0,0.89,10.0,28.0,-18.0,-1.03,-0.79,14.0,24.6,-10.6,-0.61,-1.1
101,Yeray Álvarez,es ESP,DF,Athletic Club,La Liga,25.0,1995.0,23.0,1948.0,85.0,57.0,21.6,22.0,87.0,21.0,1.0,45.0,3.0,1.22,29.0,26.0,3.0,0.14,0.08,26.0,24.3,1.7,0.08,-0.14
102,Bruno Alves,pt POR,DF,Parma,Serie A,38.0,1981.0,19.0,1632.0,86.0,47.7,18.1,18.0,90.0,18.0,1.0,12.0,11.0,0.58,10.0,39.0,-29.0,-1.6,-0.84,13.9,29.6,-15.6,-0.86,-0.71
104,Steven Alzate,co COL,MF,Brighton,Premier League,21.0,1998.0,15.0,896.0,60.0,26.2,10.0,10.0,76.0,4.0,5.0,28.0,20.0,0.93,10.0,17.0,-7.0,-0.7,-0.74,11.3,11.2,0.1,0.01,-0.55
105,Alfons Amade,de GER,"DF,MF",Hoffenheim,Bundesliga,20.0,1999.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
106,Ibrahim Amadou,fr FRA,MF,Angers,Ligue 1,27.0,1993.0,24.0,1504.0,63.0,44.0,16.7,20.0,72.0,7.0,4.0,15.0,0.0,1.25,13.0,19.0,-6.0,-0.36,0.2,17.9,20.9,-3.0,-0.18,0.18
107,Romain Amalfitano,fr FRA,"FW,DF",Dijon,Ligue 1,30.0,1989.0,2.0,116.0,58.0,3.4,1.3,1.0,70.0,0.0,1.0,46.0,0.0,0.0,1.0,4.0,-3.0,-2.33,-1.1,0.3,5.3,-5.0,-3.91,-2.99
108,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,La Liga,18.0,2001.0,1.0,45.0,45.0,1.3,0.5,0.0,,0.0,1.0,45.0,9.0,0.0,1.0,2.0,-1.0,-2.0,-1.63,0.9,1.1,-0.2,-0.4,-0.24
109,Daniel Amartey,gh GHA,DF,Leicester City,Premier League,25.0,1994.0,12.0,722.0,60.0,21.1,8.0,8.0,80.0,6.0,4.0,21.0,14.0,1.54,13.0,14.0,-1.0,-0.12,-0.76,9.9,9.1,0.7,0.09,-0.21
110,Jordan Amavi,fr FRA,DF,Marseille,Ligue 1,26.0,1994.0,13.0,813.0,63.0,23.8,9.0,10.0,80.0,7.0,3.0,3.0,2.0,2.31,16.0,6.0,10.0,1.11,1.21,11.3,12.6,-1.3,-0.15,-0.18
111,Thierry Ambrose,gp GLP,FW,Metz,Ligue 1,23.0,1997.0,23.0,753.0,33.0,22.0,8.4,5.0,62.0,0.0,18.0,25.0,10.0,1.22,13.0,12.0,1.0,0.12,0.29,9.6,11.5,-1.9,-0.23,-0.12
112,Wisdom Amey,it ITA,DF,Bologna,Serie A,14.0,2005.0,1.0,2.0,2.0,0.1,0.0,0.0,,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,1.11,1.32
113,Bruno Amione,ar ARG,DF,Hellas Verona,Serie A,18.0,2002.0,0.0,,,,,0.0,,0.0,0.0,,13.0,,,,,,,,,,,
