,Player,Squad,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - xG,Expected - npxG,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG
33,Youssef Ait Bennasser,Bordeaux,6.0,0,2,0,0.0,0.34,0.00,0.00,0.0,30.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
34,Rayan Ait Nouri,Angers,14.2,0,4,0,0.0,0.28,0.00,0.00,0.0,17.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2
35,Albian Ajeti,West Ham,1.5,0,3,0,0.0,1.94,0.00,0.00,0.0,15.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2
36,Ludovic Ajorque,Strasbourg,22.9,8,49,21,42.9,2.14,0.92,0.14,0.33,13.4,0,1,1,7.2,6.4,0.13,+0.8,+0.6
37,Manuel Akanji,Dortmund,25.7,0,8,2,25.0,0.31,0.08,0.00,0.00,21.2,0,0,0,0.4,0.4,0.05,-0.4,-0.4
38,Marley Ake,Marseille,1.1,0,3,0,0.0,2.73,0.00,0.00,0.0,24.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1
39,Nathan Ake,Bournemouth,27.8,2,25,7,28.0,0.90,0.25,0.08,0.29,10.3,0,0,0,3.0,3.0,0.12,-1.0,-1.0
40,Chadrac Akolo,Amiens,6.0,2,9,4,44.4,1.49,0.66,0.22,0.50,19.1,0,0,0,1.1,1.1,0.13,+0.9,+0.9
41,Kevin Akpoguma,Hoffenheim,12.7,0,2,0,0.0,0.16,0.00,0.00,0.0,19.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1
42,David Alaba,Bayern Munich,27.8,1,19,7,36.8,0.68,0.25,0.05,0.14,25.7,6,0,0,1.0,1.0,0.05,0.0,0.0
43,Sofiane Alakouch,Nîmes,15.6,0,9,4,44.4,0.58,0.26,0.00,0.00,21.8,0,0,0,0.9,0.9,0.10,-0.9,-0.9
44,Lucas Alario,Leverkusen,13.0,7,49,18,36.7,3.76,1.38,0.12,0.33,12.7,0,1,1,7.3,6.5,0.13,-0.3,-0.5
45,Jordi Alba,Barcelona,24.3,2,7,3,42.9,0.29,0.12,0.29,0.67,16.4,0,0,0,1.4,1.4,0.20,+0.6,+0.6
46,Luis Alberto,Lazio,34.6,6,97,27,27.8,2.80,0.78,0.05,0.19,21.6,11,1,1,6.6,5.8,0.06,-0.6,-0.8
47,Raul Albiol,Villarreal,36.0,1,15,4,26.7,0.42,0.11,0.07,0.25,10.8,0,0,0,2.3,2.3,0.15,-1.3,-1.3
48,Marc Albrighton,Leicester City,9.6,0,10,2,20.0,1.04,0.21,0.00,0.00,20.7,0,0,0,0.4,0.4,0.04,-0.4,-0.4
49,Paco Alcacer,Villarreal,10.3,4,26,7,26.9,2.53,0.68,0.15,0.57,16.4,1,0,0,3.7,3.7,0.14,+0.3,+0.3
50,Paco Alcacer,Dortmund,5.9,5,16,7,43.8,2.72,1.19,0.31,0.71,13.1,0,0,0,3.9,3.9,0.25,+1.1,+1.1
52,Thiago Alcantara,Bayern Munich,19.7,3,18,8,44.4,0.91,0.41,0.17,0.38,17.7,0,0,0,2.4,2.4,0.14,+0.6,+0.6
53,Ruben Alcaraz,Valladolid,21.4,2,33,8,24.2,1.54,0.37,0.06,0.25,25.9,9,0,0,1.9,1.9,0.06,+0.1,+0.1
54,Toby Alderweireld,Tottenham,32.9,2,16,4,25.0,0.49,0.12,0.13,0.50,12.6,0,0,0,0.7,0.7,0.05,+1.3,+1.3
55,Haitam Aleesami,Amiens,21.3,1,2,1,50.0,0.09,0.05,0.50,1.00,12.6,0,0,0,0.4,0.4,0.18,+0.6,+0.6
56,Alex Alegria,Mallorca,1.2,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
57,Carles Alena,Barcelona,1.9,0,1,1,100.0,0.52,0.52,0.00,0.00,17.6,0,0,0,0.1,0.1,0.08,-0.1,-0.1
58,Carles Alena,Betis,8.2,1,12,4,33.3,1.47,0.49,0.08,0.25,21.5,0,0,0,1.4,1.4,0.12,-0.4,-0.4
59,Runar Alex Runarsson,Dijon,10.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
60,Trent Alexander-Arnold,Liverpool,35.3,4,44,13,29.5,1.25,0.37,0.09,0.31,22.6,13,0,0,2.8,2.8,0.06,+1.2,+1.2
61,Enrico Alfonso,Brescia,3.1,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
62,Rachid Alioui,Angers,17.4,6,58,22,37.9,3.34,1.27,0.10,0.27,20.7,11,0,0,5.2,5.2,0.09,+0.8,+0.8
63,Alisson,Liverpool,28.3,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
64,Allan,Napoli,14.2,2,12,7,58.3,0.84,0.49,0.17,0.29,21.1,0,0,0,0.5,0.5,0.05,+1.5,+1.5
65,Dele Alli,Tottenham,20.5,8,41,18,43.9,2.00,0.88,0.17,0.39,14.9,0,1,1,8.1,7.3,0.18,-0.1,-0.3
66,Miguel Almiron,Newcastle Utd,33.6,4,56,17,30.4,1.67,0.51,0.07,0.24,16.2,0,0,0,6.7,6.7,0.12,-2.7,-2.7
67,Marcos Alonso,Chelsea,15.9,4,30,8,26.7,1.89,0.50,0.13,0.50,16.5,1,0,0,2.6,2.6,0.09,+1.4,+1.4
68,Mickael Alphonse,Dijon,15.3,0,6,0,0.0,0.39,0.00,0.00,0.0,23.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2
69,Sergio Alvarez,Eibar,12.7,0,4,0,0.0,0.31,0.00,0.00,0.0,20.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2
70,Sergio Alvarez,Celta Vigo,2.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
71,Yeray Alvarez,Athletic Club,31.2,0,12,2,16.7,0.38,0.06,0.00,0.00,13.9,0,0,0,1.3,1.3,0.11,-1.3,-1.3
72,Bruno Alves,Parma,29.7,0,24,1,4.2,0.81,0.03,0.00,0.00,20.0,10,0,0,1.3,1.3,0.05,-1.3,-1.3
73,Steven Alzate,Brighton,13.2,0,13,3,23.1,0.98,0.23,0.00,0.00,18.3,0,0,0,1.2,1.2,0.09,-1.2,-1.2
74,Ibrahim Amadou,Norwich City,8.4,0,6,1,16.7,0.71,0.12,0.00,0.00,17.6,0,0,0,0.8,0.8,0.13,-0.8,-0.8
75,Ibrahim Amadou,Leganés,8.6,0,5,1,20.0,0.58,0.12,0.00,0.00,13.5,0,0,0,0.7,0.7,0.14,-0.7,-0.7
76,Romain Amalfitano,Dijon,18.8,1,11,2,18.2,0.58,0.11,0.09,0.50,26.4,0,0,0,0.4,0.4,0.04,+0.6,+0.6
78,Amath,Getafe,0.7,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
79,Jordan Amavi,Marseille,24.0,1,16,4,25.0,0.67,0.17,0.06,0.25,21.9,0,0,0,0.7,0.7,0.05,+0.3,+0.3
80,Thierry Ambrose,Metz,6.1,0,23,4,17.4,3.78,0.66,0.00,0.00,20.0,0,0,0,1.2,1.2,0.05,-1.2,-1.2
81,Kelvin Amian,Toulouse,18.1,0,8,3,37.5,0.44,0.17,0.00,0.00,19.4,0,0,0,0.4,0.4,0.05,-0.4,-0.4
82,Nadiem Amiri,Leverkusen,20.6,1,42,18,42.9,2.04,0.87,0.02,0.06,23.3,1,0,0,2.2,2.2,0.05,-1.2,-1.2
83,Ethan Ampadu,RB Leipzig,0.9,0,1,0,0.0,1.11,0.00,0.00,0.0,8.6,0,0,0,0.1,0.1,0.10,-0.1,-0.1
84,Opoku Ampomah,Düsseldorf,5.6,0,16,5,31.3,2.88,0.90,0.00,0.00,20.6,0,0,0,0.7,0.7,0.05,-0.7,-0.7
85,Sofyan Amrabat,Hellas Verona,32.4,1,18,6,33.3,0.55,0.18,0.00,0.00,22.7,0,1,1,2.0,1.3,0.07,-1.0,-1.3
86,Joachim Andersen,Lyon,17.0,1,10,1,10.0,0.59,0.06,0.10,1.00,16.1,0,0,0,0.9,0.9,0.09,+0.1,+0.1
87,Djavan Anderson,Lazio,1.9,0,1,0,0.0,0.54,0.00,0.00,0.0,17.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1
88,Felipe Anderson,West Ham,16.6,1,23,8,34.8,1.38,0.48,0.04,0.13,17.1,0,0,0,2.5,2.5,0.11,-1.5,-1.5
89,Sebastian Andersson,Union Berlin,29.8,12,63,35,55.6,2.11,1.17,0.17,0.31,12.3,0,1,2,11.9,10.3,0.16,+0.1,+0.7
90,Florin Andone,Brighton,0.8,1,1,1,100.0,1.23,1.23,1.00,1.00,7.8,0,0,0,0.4,0.4,0.36,+0.6,+0.6
91,Benjamin Andre,Lille,22.8,2,14,3,21.4,0.61,0.13,0.14,0.67,15.8,0,0,0,0.9,0.9,0.07,+1.1,+1.1
92,Lorenzo Andrenacci,Brescia,5.9,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
93,Robert Andrich,Union Berlin,28.6,1,49,7,14.3,1.71,0.24,0.02,0.14,24.9,4,0,0,2.6,2.6,0.05,-1.6,-1.6
94,Victorien Angban,Metz,11.4,0,4,0,0.0,0.35,0.00,0.00,0.0,30.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
95,Miguel Angel Guerrero,Leganés,8.8,1,13,4,30.8,1.48,0.46,0.08,0.25,13.5,0,0,1,2.6,1.8,0.14,-1.6,-0.8
96,Jose Angel,Eibar,26.2,1,24,7,29.2,0.92,0.27,0.04,0.14,28.0,8,0,0,0.8,0.8,0.03,+0.2,+0.2
97,Miguel Angel Moya,Real Sociedad,13.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
98,Angelino,Manchester City,4.7,0,5,0,0.0,1.06,0.00,0.00,0.0,19.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2
99,Angelino,RB Leipzig,12.2,1,5,2,40.0,0.41,0.16,0.20,0.50,12.5,0,0,0,0.9,0.9,0.18,+0.1,+0.1
100,Faustino Anjorin,Chelsea,0.2,0,1,0,0.0,4.50,0.00,0.00,0.0,31.8,0,0,0,0.0,0.0,0.02,0.0,0.0
101,Peter Ankersen,Genoa,11.8,0,13,3,23.1,1.10,0.25,0.00,0.00,23.6,0,0,0,0.4,0.4,0.03,-0.4,-0.4
102,Cristian Ansaldi,Torino,19.6,4,29,8,27.6,1.48,0.41,0.14,0.50,21.0,1,0,0,1.9,1.9,0.06,+2.1,+2.1
104,Janis Antiste,Toulouse,0.1,0,1,0,0.0,7.50,0.00,0.00,0.0,13.9,0,0,0,0.0,0.0,0.05,0.0,0.0
105,Michail Antonio,West Ham,19.6,10,67,30,44.8,3.41,1.53,0.13,0.30,13.7,0,1,1,12.9,12.1,0.19,-2.9,-3.1
106,Antonito,Valladolid,11.4,0,1,0,0.0,0.09,0.00,0.00,0.0,9.8,0,0,0,0.1,0.1,0.08,-0.1,-0.1
107,Mirko Antonucci,Roma,0.9,0,3,0,0.0,3.29,0.00,0.00,0.0,12.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2
108,Vitorino Antunes,Getafe,0.1,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
109,Christopher Antwi-Adjei,Paderborn 07,27.4,1,46,8,17.4,1.68,0.29,0.02,0.13,17.9,1,0,0,3.8,3.8,0.08,-2.8,-2.8
110,Anuar,Valladolid,2.1,0,1,0,0.0,0.48,0.00,0.00,0.0,28.0,0,0,0,0.0,0.0,0.02,0.0,0.0
111,Houssem Aouar,Lyon,21.7,3,46,18,39.1,2.12,0.83,0.07,0.17,20.0,2,0,0,3.7,3.7,0.08,-0.7,-0.7
112,Adil Aouchiche,Paris S-G,0.7,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
113,Dennis Appiah,Nantes,17.8,0,1,0,0.0,0.06,0.00,0.00,0.0,17.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1
114,Mauro Arambarri,Getafe,34.1,1,47,7,14.9,1.38,0.21,0.02,0.14,25.3,5,0,0,2.1,2.1,0.04,-1.1,-1.1
115,Guilherme Arana,Atalanta,0.9,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
116,Charles Aranguiz,Leverkusen,23.5,1,16,2,12.5,0.68,0.08,0.06,0.50,18.6,0,0,0,1.4,1.4,0.09,-0.4,-0.4
117,Luiz Araujo,Lille,9.2,2,24,11,45.8,2.61,1.20,0.08,0.18,24.8,0,0,0,1.0,1.0,0.04,+1.0,+1.0
118,Nestor Araujo,Celta Vigo,32.1,1,13,3,23.1,0.41,0.09,0.08,0.33,14.0,0,0,0,1.0,1.0,0.08,0.0,0.0
119,Ronald Araujo,Barcelona,2.6,0,1,0,0.0,0.38,0.00,0.00,0.0,3.7,0,0,0,0.2,0.2,0.21,-0.2,-0.2
120,Anaitz Arbilla,Eibar,22.3,1,14,2,14.3,0.63,0.09,0.07,0.50,24.9,3,0,0,0.7,0.7,0.05,+0.3,+0.3
121,Alphonse Areola,Real Madrid,4.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
122,Alphonse Areola,Paris S-G,3.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
123,Santiago Arias,Atlético Madrid,12.0,0,6,2,33.3,0.50,0.17,0.00,0.00,19.9,0,0,0,0.5,0.5,0.09,-0.5,-0.5
124,Nicolo Armini,Lazio,0.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
125,Stuart Armstrong,Southampton,19.1,5,46,20,43.5,2.41,1.05,0.11,0.25,21.2,0,0,0,2.8,2.8,0.06,+2.2,+2.2
126,Jose Arnaiz,Osasuna,8.8,2,21,6,28.6,2.39,0.68,0.10,0.33,16.2,0,0,0,1.4,1.4,0.07,+0.6,+0.6
127,Jose Arnaiz,Leganés,3.7,0,10,4,40.0,2.67,1.07,0.00,0.00,19.4,0,0,0,0.7,0.7,0.07,-0.7,-0.7
128,Maximilian Arnold,Wolfsburg,31.3,4,63,16,25.4,2.01,0.51,0.06,0.25,26.4,9,0,0,2.9,2.9,0.05,+1.1,+1.1
130,Kepa Arrizabalaga,Chelsea,33.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
131,Kwadwo Asamoah,Inter,7.1,0,3,1,33.3,0.42,0.14,0.00,0.00,18.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1
132,Santiago Ascacibar,Hertha BSC,7.0,0,2,0,0.0,0.28,0.00,0.00,0.0,30.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
133,Sergio Asenjo,Villarreal,34.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
134,Marco Asensio,Real Madrid,3.7,3,8,5,62.5,2.14,1.34,0.38,0.60,15.7,1,0,0,1.1,1.1,0.14,+1.9,+1.9
135,Kristoffer Askildsen,Sampdoria,0.8,1,1,1,100.0,1.18,1.18,1.00,1.00,31.0,0,0,0,0.0,0.0,0.02,+1.0,+1.0
136,Iago Aspas,Celta Vigo,36.2,14,77,32,41.6,2.12,0.88,0.12,0.28,17.5,11,5,7,14.6,9.0,0.12,-0.6,0.0
137,Roger Assale,Leganés,5.9,2,11,6,54.5,1.86,1.02,0.18,0.33,16.2,0,0,0,1.7,1.7,0.15,+0.3,+0.3
138,Youcef Atal,Nice,11.1,1,19,9,47.4,1.70,0.81,0.05,0.11,18.1,0,0,0,1.4,1.4,0.07,-0.4,-0.4
139,Miguel Atienza,Eibar,0.3,0,2,0,0.0,6.00,0.00,0.00,0.0,12.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1
140,Christian Atsu,Newcastle Utd,8.3,0,5,1,20.0,0.60,0.12,0.00,0.00,19.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
141,Pierre-Emerick Aubameyang,Arsenal,34.8,22,91,40,44.0,2.61,1.15,0.22,0.50,15.5,2,2,2,14.7,13.2,0.14,+7.3,+6.8
142,Emil Audero,Sampdoria,36.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
143,Tommaso Augello,Sampdoria,12.6,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
144,Jean-Kevin Augustin,Monaco,3.0,0,7,3,42.9,2.37,1.02,0.00,0.00,13.8,0,0,0,0.5,0.5,0.07,-0.5,-0.5
145,Ludwig Augustinsson,Werder Bremen,10.3,0,5,0,0.0,0.49,0.00,0.00,0.0,24.1,2,0,0,0.2,0.2,0.05,-0.2,-0.2
146,Serge Aurier,Tottenham,30.0,1,13,4,30.8,0.43,0.13,0.08,0.25,19.1,0,0,0,0.5,0.5,0.04,+0.5,+0.5
147,Mathias Autret,Brest,13.6,2,27,9,33.3,1.99,0.66,0.07,0.22,22.1,0,0,0,1.8,1.8,0.07,+0.2,+0.2
148,Ezequiel Avila,Osasuna,17.7,9,69,28,40.6,3.90,1.58,0.13,0.32,18.5,0,0,0,7.7,7.7,0.12,+1.3,+1.3
149,Javier Aviles,Leganés,2.0,1,5,2,40.0,2.45,0.98,0.20,0.50,18.0,0,0,0,0.6,0.6,0.12,+0.4,+0.4
150,Chidozie Awaziem,Leganés,22.2,0,11,0,0.0,0.50,0.00,0.00,0.0,14.0,0,0,0,0.8,0.8,0.08,-0.8,-0.8
151,Taiwo Awoniyi,Mainz 05,5.4,1,14,3,21.4,2.61,0.56,0.07,0.33,11.1,0,0,0,3.2,3.2,0.23,-2.2,-2.2
152,Florian Aye,Brescia,15.3,0,23,7,30.4,1.50,0.46,0.00,0.00,14.7,0,0,0,2.4,2.4,0.10,-2.4,-2.4
153,Jordan Ayew,Crystal Palace,35.0,9,58,24,41.4,1.66,0.69,0.16,0.38,14.8,0,0,0,7.5,7.5,0.13,+1.5,+1.5
154,Kaan Ayhan,Düsseldorf,30.3,2,29,5,17.2,0.96,0.16,0.07,0.40,17.9,8,0,0,2.2,2.2,0.07,-0.2,-0.2
156,Ramon Azeez,Granada,15.1,2,20,3,15.0,1.32,0.20,0.10,0.67,21.0,0,0,0,2.4,2.4,0.12,-0.4,-0.4
157,Cesar Azpilicueta,Chelsea,35.9,2,29,6,20.7,0.81,0.17,0.07,0.33,13.8,0,0,0,2.4,2.4,0.08,-0.4,-0.4
158,Ludovic Baal,Brest,9.2,0,2,0,0.0,0.22,0.00,0.00,0.0,11.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1
159,Iddrisu Baba,Mallorca,32.3,0,15,2,13.3,0.47,0.06,0.00,0.00,22.4,0,0,0,1.0,1.0,0.07,-1.0,-1.0
160,Khouma Babacar,Lecce,15.8,3,47,16,34.0,2.97,1.01,0.06,0.19,16.0,0,0,2,6.6,4.9,0.10,-3.6,-1.9
161,Carlos Bacca,Villarreal,7.6,2,18,6,33.3,2.35,0.78,0.11,0.33,13.5,0,0,0,3.4,3.4,0.19,-1.4,-1.4
162,Milan Badelj,Fiorentina,17.6,1,15,2,13.3,0.85,0.11,0.07,0.50,23.6,0,0,0,1.1,1.1,0.07,-0.1,-0.1
163,Matthias Bader,Köln,0.1,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
164,Benoit Badiashile,Monaco,15.7,0,10,3,30.0,0.64,0.19,0.00,0.00,14.7,0,0,0,0.7,0.7,0.07,-0.7,-0.7
165,Bastian Badu,Montpellier,0.1,0,1,1,100.0,10.00,10.00,0.00,0.00,13.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
166,Alex Baena,Villarreal,0.2,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
167,Stephane Bahoken,Angers,10.1,4,18,8,44.4,1.79,0.79,0.17,0.38,16.5,0,1,1,3.4,2.6,0.14,+0.6,+0.4
168,Daniel Baier,Augsburg,21.6,1,16,2,12.5,0.74,0.09,0.06,0.50,27.2,0,0,0,0.5,0.5,0.03,+0.5,+0.5
169,Leon Bailey,Leverkusen,12.1,5,29,11,37.9,2.39,0.91,0.17,0.45,17.7,1,0,0,4.3,4.3,0.15,+0.7,+0.7
170,Eric Bailly,Manchester Utd,1.7,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
171,Denys Bain,Brest,14.1,1,3,1,33.3,0.21,0.07,0.33,1.00,6.9,0,0,0,0.7,0.7,0.23,+0.3,+0.3
172,Leighton Baines,Everton,4.5,0,1,0,0.0,0.22,0.00,0.00,0.0,31.0,1,0,0,0.1,0.1,0.05,-0.1,-0.1
173,Stefan Bajic,Saint-Étienne,1.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
174,Tiemoue Bakayoko,Monaco,19.1,1,24,7,29.2,1.26,0.37,0.04,0.14,18.5,0,0,0,2.1,2.1,0.09,-1.1,-1.1
175,Lewis Baker,Düsseldorf,6.1,0,12,5,41.7,1.98,0.83,0.00,0.00,27.0,2,0,0,0.6,0.6,0.05,-0.6,-0.6
176,Mitchel Bakker,Paris S-G,1.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
177,Ridle Baku,Mainz 05,26.1,1,22,6,27.3,0.84,0.23,0.05,0.17,22.9,0,0,0,1.0,1.0,0.05,0.0,0.0
178,Fabian Balbuena,West Ham,13.1,1,10,4,40.0,0.76,0.31,0.10,0.25,8.9,0,0,0,1.5,1.5,0.15,-0.5,-0.5
