,Player,Squad,90s,Att,Pass Types - Live,Pass Types - Dead,Pass Types - FK,Pass Types - TB,Pass Types - Sw,Pass Types - Crs,Pass Types - TI,Pass Types - CK,Corner Kicks - In,Corner Kicks - Out,Corner Kicks - Str,Outcomes - Cmp,Outcomes - Off,Outcomes - Blocks
35,Jean-Eudes Aholou,Strasbourg,23.8,851,835,15,13,1,6,8,1,1,0,1,0,701,1,10
36,Jean-Eudes Aholou,Monaco,0.4,10,10,0,0,0,0,0,0,0,0,0,0,7,0,0
37,Joseph Aidoo,Celta Vigo,14.3,629,608,16,15,0,2,1,1,0,0,0,0,511,5,8
38,Ola Aina,Fulham,29.6,1769,1486,282,28,0,13,52,254,0,0,0,0,1352,1,34
39,Rayan Ait Nouri,Wolves,15.6,805,675,129,6,0,3,61,116,7,1,6,0,662,1,20
40,Rayan Ait Nouri,Angers,2.1,147,126,21,1,0,1,4,20,0,0,0,0,132,0,1
41,Semi Ajayi,West Brom,30.9,999,931,61,13,0,10,7,48,0,0,0,0,719,7,7
42,Ludovic Ajorque,Strasbourg,33.0,927,875,52,0,0,25,27,4,0,0,0,0,620,0,30
43,Manuel Akanji,Dortmund,26.1,2137,2076,56,44,1,25,2,12,0,0,0,0,1961,5,8
44,Carlos Akapo,Cádiz,9.6,356,245,109,7,0,0,18,102,0,0,0,0,229,2,6
45,Marley Ake,Marseille,1.6,31,28,2,0,0,0,2,0,0,0,0,0,22,1,1
46,Nathan Ake,Manchester City,8.9,763,741,22,11,0,0,1,11,0,0,0,0,709,0,5
47,Paul Akouokou,Betis,4.2,187,186,1,1,0,1,2,0,0,0,0,0,170,0,0
48,Jean-Daniel Akpa-Akpro,Lazio,11.7,361,340,20,5,0,2,4,12,0,0,0,0,293,1,11
49,Kevin Akpoguma,Hoffenheim,13.2,735,684,50,20,0,3,8,30,0,0,0,0,600,1,7
50,David Alaba,Bayern Munich,29.7,2290,2181,99,55,0,16,37,41,2,0,1,0,1929,10,28
52,Sofiane Alakouch,Nîmes,16.7,913,719,191,14,0,3,19,176,0,0,0,0,718,3,26
53,Jony Alamo,Elche,0.8,16,16,0,0,0,0,0,0,0,0,0,0,14,0,0
54,Lucas Alario,Leverkusen,13.8,308,294,12,1,0,1,0,0,0,0,0,0,226,2,8
55,Jordi Alba,Barcelona,33.6,2929,2647,276,38,0,14,119,235,3,0,0,0,2479,6,45
56,Luis Alberto,Lazio,29.1,1946,1664,266,71,9,14,150,22,119,63,38,1,1493,16,43
57,Raul Albiol,Villarreal,34.6,2065,1994,68,62,0,19,6,5,0,0,0,0,1829,3,14
58,Marc Albrighton,Leicester City,19.4,933,830,97,8,1,9,118,60,29,6,15,0,627,6,53
59,Paco Alcacer,Villarreal,17.2,270,229,37,0,1,0,3,1,0,0,0,0,193,4,7
60,Pedro Alcala,Cádiz,10.1,282,266,14,14,0,5,0,0,0,0,0,0,205,2,4
61,Thiago Alcantara,Liverpool,20.6,1735,1686,44,30,3,19,7,3,0,0,0,0,1545,5,12
62,Ruben Alcaraz,Valladolid,24.1,1131,1076,48,43,0,39,10,5,0,0,0,0,930,7,14
63,Omar Alderete,Hertha BSC,14.4,916,878,32,31,0,5,2,1,0,0,0,0,732,6,4
64,Toby Alderweireld,Tottenham,24.9,1453,1377,74,61,2,16,1,13,0,0,0,0,1199,2,9
65,Ivan Alejo,Cádiz,9.2,229,217,12,1,0,0,63,7,3,1,2,0,127,0,20
66,Carles Alena,Barcelona,0.5,39,39,0,0,0,0,0,0,0,0,0,0,36,0,0
67,Carles Alena,Getafe,15.2,591,510,74,37,1,7,60,4,32,16,10,0,390,7,16
68,Runar Alex Runarsson,Arsenal,0.2,11,8,3,2,0,0,0,0,0,0,0,0,7,0,0
69,Trent Alexander-Arnold,Liverpool,33.7,3015,2516,488,56,6,55,297,326,106,16,61,2,2245,11,52
70,Alfon,Celta Vigo,0.4,16,16,0,0,0,0,0,0,0,0,0,0,16,0,0
71,Mohamed Ali Cho,Angers,3.9,111,106,3,0,0,0,11,2,0,0,0,0,67,2,6
72,Ezgjan Alioski,Leeds United,27.3,1670,1410,255,29,1,7,62,226,0,0,0,0,1321,5,44
73,Rachid Alioui,Angers,0.2,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0
74,Alisson,Liverpool,33.0,1157,919,234,61,0,2,0,0,0,0,0,0,1000,4,0
75,Saturnin Allagbe,Dijon,12.0,403,265,137,32,0,1,0,0,0,0,0,0,269,1,1
76,Allan,Everton,22.8,1068,1029,35,22,1,4,4,5,0,0,0,0,908,4,18
78,Dele Alli,Tottenham,6.9,345,316,27,8,1,1,10,3,0,0,0,0,275,2,12
79,Miguel Almiron,Newcastle Utd,27.0,895,866,26,6,3,5,39,3,5,0,0,0,708,3,33
80,Marcos Alonso,Chelsea,10.7,610,517,90,11,0,3,24,75,4,0,4,0,493,3,21
81,Sergio Alvarez,Eibar,17.4,698,681,16,14,0,8,9,2,0,0,0,0,531,1,6
82,Yeray Alvarez,Athletic Club,21.6,1107,1049,54,51,0,26,5,3,0,0,0,0,907,4,8
83,Bruno Alves,Parma,18.1,931,894,33,29,0,11,8,2,0,0,0,0,790,4,4
84,Steven Alzate,Brighton,10.0,449,438,11,1,0,1,3,9,0,0,0,0,403,0,5
85,Ibrahim Amadou,Angers,16.7,691,677,13,11,0,5,4,2,0,0,0,0,582,1,11
86,Romain Amalfitano,Dijon,1.3,57,52,4,0,0,0,5,4,0,0,0,0,44,1,1
87,Emmanuel Amankwaa Akurugu,Getafe,0.5,14,11,3,0,0,0,1,3,0,0,0,0,9,0,1
88,Daniel Amartey,Leicester City,8.0,493,453,38,2,0,0,1,36,0,0,0,0,414,2,8
89,Jordan Amavi,Marseille,9.0,442,362,79,6,0,3,10,73,0,0,0,0,343,1,14
90,Thierry Ambrose,Metz,8.4,243,229,13,1,1,2,19,2,3,3,0,0,164,1,15
91,Wisdom Amey,Bologna,0.0,5,3,2,0,0,0,0,2,0,0,0,0,5,0,0
92,Nadiem Amiri,Leverkusen,21.0,1139,1036,96,41,3,3,68,7,44,15,19,0,930,7,24
93,Ethan Ampadu,Sheffield Utd,23.2,1087,1002,83,18,0,15,19,60,5,5,0,0,870,2,14
94,Sofyan Amrabat,Fiorentina,27.1,1378,1314,61,38,0,33,16,5,0,0,0,0,1210,3,18
95,Jon Ander Garrido,Cádiz,8.9,230,223,7,7,0,0,2,0,0,0,0,0,180,0,2
96,Joachim Andersen,Fulham,30.3,1993,1902,83,68,0,35,12,15,0,0,0,0,1609,8,13
97,Joachim Andersen,Lyon,2.1,117,110,7,6,0,2,0,1,0,0,0,0,105,0,1
98,Djavan Anderson,Lazio,0.8,32,25,7,0,0,0,2,7,0,0,0,0,23,0,1
99,Elliot Anderson,Newcastle Utd,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
100,Felipe Anderson,West Ham,0.0,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0
101,Sebastian Andersson,Köln,12.5,247,221,25,0,0,0,2,0,0,0,0,0,168,1,6
102,Nicolas Andrade,Udinese,2.0,40,29,11,2,0,0,0,0,0,0,0,0,34,0,0
104,Benjamin Andre,Lille,32.1,2040,2005,30,28,0,16,14,2,0,0,0,0,1703,5,35
105,Marcos Andre,Valladolid,13.1,199,194,2,0,1,3,9,1,0,0,0,0,114,3,8
106,Robert Andrich,Union Berlin,28.1,1442,1408,25,20,2,12,17,2,0,0,0,0,1127,9,21
107,Victorien Angban,Metz,18.6,890,871,18,15,0,9,9,3,0,0,0,0,780,1,11
108,Angel,Granada,1.0,31,12,19,2,0,0,0,0,0,0,0,0,14,0,0
109,Jose Angel,Eibar,10.0,692,552,135,19,0,9,59,115,1,0,0,0,510,5,15
110,Miguel Angel Rubio,Valladolid,1.5,54,53,0,0,0,0,0,0,0,0,0,0,39,1,0
111,Angelino,RB Leipzig,24.0,1500,1207,284,44,1,4,184,193,47,23,15,0,1057,9,36
112,Davide Angelo Ghislandi,Atalanta,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
113,Philip Ankhrah,Hellas Verona,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,Cristian Ansaldi,Torino,21.6,997,757,239,32,0,26,177,185,22,3,16,0,674,1,28
115,Waldemar Anton,Stuttgart,30.1,2097,1993,100,60,1,6,11,40,0,0,0,0,1835,4,22
116,Michail Antonio,West Ham,21.9,494,481,11,1,0,3,31,8,0,0,0,0,316,2,20
117,Jose Antonio Miranda,Getafe,0.3,16,16,0,0,0,0,2,0,0,0,0,0,9,0,0
118,Valentin Antov,Bologna,2.6,122,109,13,6,0,1,0,7,0,0,0,0,108,0,0
119,Houssem Aouar,Lyon,19.8,991,945,41,14,2,5,19,7,8,2,1,0,833,5,23
120,Adil Aouchiche,Saint-Étienne,19.2,818,680,136,45,4,14,130,5,77,26,38,3,571,2,22
121,Dennis Appiah,Nantes,17.3,868,676,189,13,0,2,47,176,0,0,0,0,628,3,18
122,Aritz Arambarri,Real Sociedad,0.3,19,15,4,0,0,0,0,4,0,0,0,0,13,0,0
123,Mauro Arambarri,Getafe,33.1,1093,964,123,51,2,36,123,2,68,41,13,0,739,6,14
124,Charles Aranguiz,Leverkusen,18.5,1168,1122,44,35,0,5,4,9,0,0,0,0,998,2,19
125,Luiz Araujo,Lille,16.6,606,588,16,4,1,11,27,8,4,3,0,0,455,2,17
126,Nestor Araujo,Celta Vigo,27.0,1590,1562,26,24,1,7,2,2,0,0,0,0,1321,2,9
127,Ronald Araujo,Barcelona,16.8,1075,1037,37,28,0,6,0,9,0,0,0,0,985,1,4
128,Anaitz Arbilla,Eibar,31.2,1932,1652,278,88,0,82,43,190,0,0,0,0,1459,2,21
130,Alphonse Areola,Fulham,36.0,1014,663,348,97,0,0,0,0,0,0,0,0,746,3,0
131,Santiago Arias,Leverkusen,1.0,57,49,8,1,0,0,2,7,0,0,0,0,47,0,0
132,Karim Aribi,Nîmes,3.3,68,59,9,0,0,0,2,0,0,0,0,0,38,0,3
133,Unai Arietaleanizbeaskoa,Eibar,0.5,7,7,0,0,0,0,0,0,0,0,0,0,4,0,0
134,Nicolo Armini,Lazio,0.1,5,3,1,1,0,1,0,0,0,0,0,0,3,1,0
135,Stuart Armstrong,Southampton,30.7,1298,1203,89,14,2,4,40,16,2,0,0,0,1021,6,52
136,Maximilian Arnold,Wolfsburg,28.7,1664,1395,259,140,3,20,139,11,105,53,33,0,1323,10,19
137,Toluwalase Arokodare,Köln,1.2,37,35,2,0,0,1,1,0,0,0,0,0,26,0,1
138,Sergio Arribas,Real Madrid,1.5,89,86,2,0,1,0,1,2,0,0,0,0,72,1,3
139,Kepa Arrizabalaga,Chelsea,6.5,246,193,53,7,0,0,0,0,0,0,0,0,202,0,0
140,Tolgay Arslan,Udinese,20.2,890,853,31,26,1,10,13,3,2,1,1,0,749,6,12
141,Kwadwo Asamoah,Cagliari,2.5,114,102,12,1,0,0,7,10,1,0,0,0,95,0,1
142,Santiago Ascacibar,Hertha BSC,8.5,358,332,25,23,0,4,4,2,0,0,0,0,291,1,12
143,Sergio Asenjo,Villarreal,36.0,1308,947,358,75,0,6,0,0,0,0,0,0,1022,3,0
144,Marco Asensio,Real Madrid,20.8,1012,948,60,11,1,12,97,20,29,9,5,0,798,4,32
145,Kristoffer Askildsen,Sampdoria,1.1,19,19,0,0,0,0,1,0,0,0,0,0,10,0,0
146,Iago Aspas,Celta Vigo,31.8,1275,1209,55,19,9,11,28,12,2,1,1,0,983,11,34
147,Roger Assale,Dijon,9.2,181,171,9,1,0,2,6,2,0,0,0,0,118,1,5
148,Youcef Atal,Nice,10.6,630,533,97,11,1,5,51,86,0,0,0,0,496,0,14
149,Miguel Atienza,Eibar,9.3,341,340,1,1,0,3,4,0,0,0,0,0,271,0,3
150,Pierre-Emerick Aubameyang,Arsenal,25.9,674,651,14,0,1,3,38,3,0,0,0,0,499,9,12
151,Emil Audero,Sampdoria,37.0,1247,873,372,113,0,1,0,0,0,0,0,0,877,2,0
152,Tommaso Augello,Sampdoria,35.7,2061,1701,357,42,0,5,148,315,0,0,0,0,1564,3,62
153,Jean-Kevin Augustin,Nantes,0.4,4,3,1,0,0,0,0,0,0,0,0,0,4,0,0
154,Ludwig Augustinsson,Werder Bremen,21.7,1177,854,317,55,0,5,193,191,71,29,39,0,762,6,31
156,Serge Aurier,Tottenham,17.8,980,823,157,4,1,1,35,153,0,0,0,0,772,0,32
157,Charlie Austin,West Brom,1.5,34,32,1,0,0,0,0,0,0,0,0,0,23,1,1
158,Ezequiel Avila,Osasuna,2.2,54,53,1,0,0,3,2,0,0,0,0,0,31,0,1
159,Taiwo Awoniyi,Union Berlin,15.1,295,289,5,0,1,0,4,1,0,0,0,0,194,1,7
160,Mehmet Aydin,Schalke 04,5.6,204,156,48,1,0,0,10,47,0,0,0,0,136,0,8
161,Jordan Ayew,Crystal Palace,23.3,667,656,10,3,1,3,31,2,0,0,0,0,519,1,30
162,Kaan Ayhan,Sassuolo,8.8,567,530,36,8,0,1,3,28,0,0,0,0,515,1,3
163,Luke Ayling,Leeds United,37.8,2770,2407,355,56,4,50,82,299,0,0,0,0,2161,8,46
164,Ramon Azeez,Granada,1.1,37,35,2,1,0,0,1,1,0,0,0,0,29,0,0
165,Cesar Azpilicueta,Chelsea,24.3,2081,1892,185,32,3,0,37,153,0,0,0,0,1787,4,31
166,Ludovic Baal,Brest,3.3,253,233,20,6,0,3,2,14,0,0,0,0,212,0,1
167,Carlos Bacca,Villarreal,8.7,168,153,14,0,2,2,7,1,0,0,0,0,105,1,5
168,Loic Bade,Lens,29.0,1961,1925,33,29,1,15,5,1,0,0,0,0,1672,3,11
169,Milan Badelj,Genoa,26.8,1597,1520,70,54,3,26,15,3,2,1,1,0,1295,7,25
170,Edgar Badia,Elche,30.0,1150,776,373,88,0,0,0,0,0,0,0,0,865,1,0
171,Benoit Badiashile,Monaco,31.9,2450,2400,46,41,1,28,3,5,0,0,0,0,2124,4,7
172,Alex Baena,Villarreal,1.5,56,52,3,3,0,0,4,0,0,0,0,0,43,1,1
173,Miguel Baeza,Celta Vigo,6.0,212,196,16,3,1,3,12,5,8,4,1,0,169,0,3
174,Stephane Bahoken,Angers,18.0,333,303,28,0,1,0,20,1,0,0,0,0,234,2,19
175,Leon Bailey,Leverkusen,23.8,962,859,98,11,1,15,155,24,62,17,26,0,668,5,45
176,Eric Bailly,Manchester Utd,10.2,564,552,11,10,0,1,0,1,0,0,0,0,497,1,3
177,Stefan Bajic,Saint-Étienne,1.0,37,28,9,2,0,0,0,0,0,0,0,0,23,0,0
178,Tiemoue Bakayoko,Napoli,21.8,1228,1198,27,27,1,4,2,0,0,0,0,0,1080,3,16
179,Mitchel Bakker,Paris S-G,18.8,1334,1203,131,17,0,2,51,114,0,0,0,0,1177,0,13
180,Ridle Baku,Wolfsburg,29.8,1484,1263,217,10,0,4,102,203,4,1,0,0,1095,4,49
182,Ridle Baku,Mainz 05,2.0,91,73,18,1,0,0,6,17,0,0,0,0,63,0,3
183,Dilane Bakwa,Bordeaux,0.6,40,40,0,0,0,0,0,0,0,0,0,0,34,0,1
184,Fabian Balbuena,West Ham,13.3,488,463,22,22,1,9,3,0,0,0,0,0,362,3,4
185,Keita Balde,Sampdoria,13.3,315,292,23,1,0,0,8,2,2,2,0,0,230,0,9
186,George Baldock,Sheffield Utd,31.0,1153,954,197,5,1,1,62,192,0,0,0,0,888,2,47
187,Gareth Bale,Tottenham,10.2,416,386,29,7,2,12,40,9,13,11,1,0,285,1,14
188,Mikel Balenziaga,Athletic Club,18.8,951,757,190,20,0,1,44,170,0,0,0,0,715,4,31
189,Leonardo Balerdi,Marseille,18.2,1064,1006,58,40,0,13,1,18,0,0,0,0,921,0,10
190,Fode Ballo-Toure,Monaco,7.4,432,353,78,7,0,0,39,71,0,0,0,0,349,1,9
191,Botond Balogh,Parma,1.8,79,75,4,1,0,0,0,3,0,0,0,0,59,0,0
192,Abdoulaye Bamba,Angers,15.0,875,680,194,16,1,2,48,178,0,0,0,0,650,1,23
193,Jonathan Bamba,Lille,33.2,1680,1483,184,53,4,8,146,55,75,35,37,1,1305,13,42
194,Robson Bambu,Nice,11.6,827,787,40,27,0,6,1,13,0,0,0,0,720,0,13
195,Patrick Bamford,Leeds United,33.9,516,422,90,1,2,0,3,0,2,0,0,0,394,4,14
196,Mattia Bani,Genoa,10.2,529,513,15,12,0,5,2,3,0,0,0,0,443,1,6
197,Mattia Bani,Parma,12.7,712,684,28,21,0,6,3,6,0,0,0,0,633,0,2
198,Simon Banza,Lens,15.2,321,305,14,1,0,1,11,0,0,0,0,0,228,2,10
199,Antonin Barak,Hellas Verona,30.7,1311,1261,40,20,2,6,14,15,0,0,0,0,1017,10,37
200,Federico Barba,Benevento,29.5,1396,1152,240,61,0,4,38,171,0,0,0,0,1095,4,23
201,Danilo Barbosa,Nice,2.8,203,198,4,4,0,0,0,0,0,0,0,0,178,1,1
202,Barcia,Granada,1.0,33,23,10,1,0,0,1,9,0,0,0,0,13,0,0
203,Melvin Bard,Lyon,4.8,385,323,62,4,0,0,22,58,0,0,0,0,309,0,6
204,Enis Bardhi,Levante,18.7,888,787,89,31,2,13,65,10,47,14,10,0,656,12,25
205,Phil Bardsley,Burnley,3.0,162,119,41,0,0,0,10,41,0,0,0,0,104,2,5
206,Nicolo Barella,Inter,32.2,1931,1894,29,10,5,12,64,18,1,1,0,0,1591,8,41
208,Philipp Bargfrede,Werder Bremen,0.3,16,16,0,0,0,0,0,0,0,0,0,0,15,0,1
209,Kike Barja,Osasuna,15.9,505,492,11,1,1,3,72,5,3,0,1,0,341,2,23
210,Ross Barkley,Aston Villa,17.0,795,685,108,21,0,4,61,6,56,23,9,7,640,2,11
211,Ross Barkley,Chelsea,0.5,27,27,0,0,0,1,0,0,0,0,0,0,23,0,0
212,Aymen Barkok,Eint Frankfurt,10.9,495,437,57,11,2,1,41,19,27,4,15,0,362,1,13
213,Ashley Barnes,Burnley,14.8,315,310,2,1,0,3,8,0,0,0,0,0,189,3,11
214,Harvey Barnes,Leicester City,21.6,637,632,2,0,2,3,27,2,0,0,0,0,459,3,25
215,Marc Baro,Cádiz,1.0,19,9,10,2,0,0,6,6,2,0,2,0,11,0,2
216,Antonio Barragan,Elche,24.8,1326,1115,206,47,0,12,53,159,0,0,0,0,1091,5,16
217,Antonio Barreca,Fiorentina,0.9,51,36,15,2,0,0,11,10,3,0,3,0,32,0,2
218,Leandro Barreiro Martins,Mainz 05,25.6,702,687,12,11,3,1,9,1,0,0,0,0,449,3,31
219,Ander Barrenetxea,Real Sociedad,14.5,413,399,13,3,2,2,34,9,1,0,0,0,291,1,19
220,Jacob Barrett Laursen,Arminia,12.3,557,441,115,10,1,1,21,105,0,0,0,0,434,1,12
221,Musa Barrow,Bologna,32.5,1165,1031,125,32,1,17,138,15,66,54,5,0,818,9,21
222,Kyle Bartley,West Brom,28.7,842,805,34,23,0,7,1,11,0,0,0,0,647,3,5
223,Paolo Bartolomei,Spezia,3.6,124,117,7,1,0,1,13,1,5,0,4,0,91,0,4
224,Marc Bartra,Betis,18.8,971,917,49,43,0,9,2,6,0,0,0,0,776,5,4
225,Daniele Baselli,Torino,4.4,217,190,24,10,2,2,14,0,12,5,6,0,163,3,5
226,Chris Basham,Sheffield Utd,28.6,1153,1071,80,10,0,4,25,69,0,0,0,0,939,2,16
227,Toma Basic,Bordeaux,28.9,1289,1227,57,33,1,12,64,2,22,11,8,0,1048,5,15
228,Alvaro Bastida,Cádiz,0.4,8,8,0,0,1,0,0,0,0,0,0,0,4,0,0
229,Alessandro Bastoni,Inter,32.5,2306,2175,124,63,1,24,24,32,0,0,0,0,2065,7,24
230,Simone Bastoni,Spezia,16.9,1068,862,199,30,0,3,93,135,34,0,31,0,794,7,35
231,Bastos,Lazio,0.7,41,39,2,2,0,0,0,0,0,0,0,0,38,0,0
232,Michy Batshuayi,Crystal Palace,8.1,174,160,14,1,0,0,5,2,0,0,0,0,122,0,9
234,Rodrigo Battaglia,Alavés,27.7,1039,988,49,44,1,6,3,0,1,1,0,0,870,2,17
235,Cristian Battocchio,Brest,3.9,209,190,18,5,0,4,17,0,13,8,2,0,171,1,0
236,Oliver Baumann,Hoffenheim,31.0,1349,1043,304,100,0,8,0,0,0,0,0,0,1049,2,0
237,Julian Baumgartlinger,Leverkusen,11.9,651,631,18,16,2,8,3,1,0,0,0,0,557,2,9
238,Christoph Baumgartner,Hoffenheim,26.3,951,887,58,13,1,9,21,14,2,1,1,0,699,6,30
239,Jon Bautista,Real Sociedad,4.1,92,87,5,0,0,0,4,0,0,0,0,0,56,0,1
240,Paul Baysse,Bordeaux,29.0,1715,1651,60,55,0,18,2,5,0,0,0,0,1502,4,11
241,Noah Joel Sarenren Bazee,Augsburg,0.4,12,11,1,0,0,0,0,0,0,0,0,0,5,0,1
242,Ihlas Bebou,Hoffenheim,24.4,630,606,23,2,0,5,44,10,0,0,0,0,466,1,23
243,Rodrigo Becao,Udinese,30.9,1371,1313,54,49,0,5,13,5,0,0,0,0,1173,4,19
244,Sheraldo Becker,Union Berlin,12.3,326,321,2,0,0,2,52,2,0,0,0,0,202,3,11
245,Timo Becker,Schalke 04,18.2,788,672,114,17,0,6,23,97,0,0,0,0,593,2,27
246,Jan Bednarek,Southampton,34.4,2115,2016,96,52,0,10,0,44,0,0,0,0,1734,3,12
247,Donny van de Beek,Manchester Utd,5.8,275,267,8,4,0,2,0,2,0,0,0,0,237,0,9
248,Valon Behrami,Genoa,9.9,218,211,6,4,0,0,3,2,0,0,0,0,162,1,2
249,Brian Behrendt,Arminia,0.9,58,42,16,3,0,3,1,13,0,0,0,0,38,0,1
250,Maximilian Beier,Hoffenheim,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Ishak Belfodil,Hoffenheim,6.6,149,135,13,1,2,0,3,3,0,0,0,0,104,1,5
252,Erwan Belhadji,Dijon,0.3,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0
253,Haris Belkebla,Brest,30.3,1421,1381,40,31,0,6,11,7,0,0,0,0,1237,0,22
254,Stefan Bell,Mainz 05,14.1,594,557,33,22,0,2,2,11,0,0,0,0,438,4,3
255,Karim Bellarabi,Leverkusen,8.9,410,385,21,0,0,1,58,16,2,0,0,0,291,4,19
256,Jean-Ricner Bellegarde,Strasbourg,23.2,806,763,39,9,0,13,68,3,27,15,5,0,618,4,30
257,Hector Bellerin,Arsenal,23.2,1324,1158,163,10,2,5,54,153,0,0,0,0,1080,3,32
258,Jude Bellingham,Dortmund,18.9,1049,1022,22,15,3,6,20,2,0,0,0,0,866,5,23
260,Andrea Belotti,Torino,32.1,716,656,56,4,9,11,25,2,0,0,0,0,481,4,39
261,Fran Beltran,Celta Vigo,15.5,773,753,20,14,0,4,6,2,3,0,2,0,697,0,8
262,Sami Ben Amar,Nîmes,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0
263,Hatem Ben Arfa,Bordeaux,18.9,894,757,136,43,4,17,80,19,46,21,15,0,719,1,15
264,Salim Ben Seghir,Nice,0.1,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0
265,Wissam Ben Yedder,Monaco,29.0,893,813,76,5,7,4,17,8,0,0,0,0,651,4,21
266,Ahmad Benali,Crotone,13.5,788,736,50,23,0,3,28,8,19,6,9,0,662,2,13
267,Samy Benchamma,Montpellier,0.5,23,23,0,0,0,1,0,0,0,0,0,0,20,0,0
268,Lars Bender,Leverkusen,10.4,725,621,101,11,0,4,12,90,0,0,0,0,600,3,17
269,Sven Bender,Leverkusen,13.0,1020,998,22,22,0,5,1,0,0,0,0,0,916,0,3
270,Dario Benedetto,Marseille,17.5,360,341,19,0,0,7,11,0,0,0,0,0,240,0,11
271,Laszlo Benes,Augsburg,7.3,265,220,42,24,0,0,34,0,18,13,4,0,166,3,6
