,Player,Squad,Playing Time - MP,Playing Time - Starts,Playing Time - Min,90s,Performance - GA,Performance - GA90,Performance - SoTA,Performance - Saves,Performance - Save%,Performance - W,Performance - D,Performance - L,Performance - CS,Performance - CS%,Penalty Kicks - PKatt,Penalty Kicks - PKA,Penalty Kicks - PKsv,Penalty Kicks - PKm,Penalty Kicks - Save%
13,Etrit Berisha,Empoli,14,14,1260,14.0,25,1.79,74,49,68.9,3,3,8,4,28.6,3,2,1,0,33.3
14,Dimitry Bertaud,Montpellier,4,4,360,4.0,11,2.75,34,23,67.6,1,1,2,0,0.0,0,0,0,0,0.0
15,Marco Bizot,Brest,32,32,2876,32.0,34,1.06,129,94,75.2,15,10,7,13,40.6,3,2,1,0,33.3
16,Ruben Blanco,Marseille,2,1,121,1.3,2,1.49,6,4,66.7,0,0,1,0,0.0,0,0,0,0,0.0
17,Janis Blaswich,RB Leipzig,21,21,1890,21.0,30,1.43,76,46,65.8,10,4,7,5,23.8,4,4,0,0,0.0
18,Yassine Bounou,Sevilla,1,1,90,1.0,2,2.00,3,1,33.3,0,0,1,0,0.0,0,0,0,0,0.0
19,Claudio Bravo,Betis,7,7,630,7.0,5,0.71,20,16,75.0,3,4,0,2,28.6,0,0,0,0,0.0
20,Fabian Bredlow,Stuttgart,4,4,360,4.0,3,0.75,22,19,86.4,3,1,0,1,25.0,0,0,0,0,0.0
21,Alexander Brunst,Darmstadt 98,3,3,270,3.0,10,3.33,17,7,41.2,0,1,2,0,0.0,0,0,0,0,0.0
22,Marcin Bulka,Nice,34,34,3060,34.0,29,0.85,105,74,77.1,15,10,9,17,50.0,8,5,3,0,37.5
23,Elia Caprile,Empoli,23,23,2070,23.0,27,1.17,106,78,78.3,6,6,11,5,21.7,5,4,1,0,20.0
24,Cardenas,Rayo Vallecano,1,1,90,1.0,1,1.00,1,0,0.0,0,0,1,0,0.0,0,0,0,0,0.0
26,Marco Carnesecchi,Atalanta,27,27,2425,26.9,30,1.11,107,75,75.7,15,5,7,8,29.6,7,4,2,1,33.3
27,Koen Casteels,Wolfsburg,25,25,2250,25.0,39,1.56,115,78,67.8,8,6,11,4,16.0,3,2,0,1,0.0
28,Michele Cerofolini,Frosinone,8,7,675,7.5,11,1.47,28,18,60.7,2,2,3,3,42.9,1,0,0,1,0.0
29,Lucas Chevalier,Lille,33,33,2969,33.0,32,0.97,123,91,76.4,16,10,7,15,45.5,5,3,2,0,40.0
30,Oliver Christensen,Fiorentina,4,4,360,4.0,9,2.25,19,10,63.2,1,1,2,0,0.0,2,2,0,0,0.0
31,Andrea Consigli,Sassuolo,35,35,3150,35.0,68,1.94,159,93,61.6,6,8,21,3,8.6,10,7,1,2,12.5
32,Nikita Contini Baranovsky,Napoli,1,0,17,0.2,0,0.00,0,0,0.0,0,0,0,1,0.0,0,0,0,0,0.0
33,Benoit Costil,Salernitana,13,13,1170,13.0,29,2.23,66,38,60.6,2,3,8,1,7.7,3,3,0,0,0.0
34,Gregoire Coudert,Brest,3,2,181,2.0,0,0.00,4,4,100.0,2,0,0,2,100.0,0,0,0,0,0.0
35,Thibaut Courtois,Real Madrid,4,4,332,3.7,0,0.00,15,15,100.0,3,1,0,3,75.0,0,0,0,0,0.0
36,Alessio Cragno,Sassuolo,3,3,270,3.0,7,2.33,14,8,57.1,1,1,1,0,0.0,1,1,0,0,0.0
37,Cristian,Valencia,1,0,57,0.6,1,1.58,3,2,66.7,0,0,0,0,0.0,0,0,0,0,0.0
38,Ivan Cuellar,Mallorca,1,1,90,1.0,1,1.00,6,5,83.3,1,0,0,0,0.0,0,0,0,0,0.0
39,Finn Dahmen,Augsburg,31,31,2790,31.0,52,1.68,158,106,71.5,10,9,12,3,9.7,10,7,2,1,22.2
40,Remy Descamps,Nantes,6,6,540,6.0,11,1.83,37,26,73.0,2,2,2,1,16.7,2,1,0,1,0.0
41,Arthur Desmas,Le Havre,33,33,2970,33.0,43,1.30,153,111,72.5,7,11,15,7,21.2,3,1,1,1,50.0
42,Raffaele Di Gennaro,Inter,1,0,23,0.3,0,0.00,4,4,100.0,0,0,0,0,0.0,0,0,0,0,0.0
43,Michele Di Gregorio,Monza,33,33,2872,31.9,35,1.10,159,122,79.9,11,11,11,12,36.4,5,3,2,0,40.0
44,Mory Diaw,Clermont Foot,30,30,2700,30.0,54,1.80,188,134,74.5,4,8,18,5,16.7,8,6,1,1,14.3
45,Guillaume Dietsch,Metz,1,0,73,0.8,1,1.23,3,2,66.7,0,0,0,0,0.0,0,0,0,0,0.0
46,Stole Dimitrievski,Rayo Vallecano,37,37,3330,37.0,47,1.27,150,104,69.3,8,14,15,13,35.1,2,1,1,0,50.0
47,Yehvann Diouf,Reims,34,34,3060,34.0,47,1.38,137,90,70.1,13,8,13,8,23.5,7,6,1,0,14.3
48,Marko Dmitrovic,Sevilla,13,13,1170,13.0,25,1.92,68,44,66.2,2,2,9,2,15.4,2,2,0,0,0.0
49,Jaume Domenech,Valencia,2,1,79,0.9,3,3.42,12,9,75.0,0,0,1,0,0.0,0,0,0,0,0.0
50,Gianluigi Donnarumma,Paris S-G,25,25,2169,24.1,20,0.83,110,89,84.5,18,6,1,10,40.0,4,3,1,0,25.0
52,Martin Dubravka,Newcastle Utd,23,22,1985,22.1,42,1.90,130,87,70.8,9,4,9,5,22.7,5,4,1,0,20.0
53,Ederson,Manchester City,33,33,2785,30.9,27,0.87,82,56,70.7,24,6,3,10,30.3,3,3,0,0,0.0
54,Aaron Escandell,Las Palmas,2,1,153,1.7,3,1.76,4,1,25.0,0,0,1,0,0.0,0,0,0,0,0.0
55,Lukasz Fabianski,West Ham,10,7,721,8.0,21,2.62,53,33,66.0,3,1,3,1,14.3,3,3,0,0,0.0
56,Wladimiro Falcone,Lecce,38,38,3420,38.0,54,1.42,173,119,71.7,8,14,16,7,18.4,6,5,1,0,16.7
57,Aitor Fernandez,Osasuna,7,6,551,6.1,9,1.47,20,11,60.0,0,2,4,1,16.7,1,1,0,0,0.0
58,Raul Fernandez,Granada,4,4,280,3.1,11,3.54,17,7,35.3,1,0,3,0,0.0,1,0,0,1,0.0
59,Fernando,Almería,4,4,360,4.0,10,2.50,23,13,56.5,1,1,2,0,0.0,0,0,0,0,0.0
60,Andre Ferreira,Granada,15,14,1340,14.9,29,1.95,77,49,66.2,0,5,9,0,0.0,3,3,0,0,0.0
61,Vincenzo Fiorillo,Salernitana,4,4,360,4.0,8,2.00,26,18,69.2,0,2,2,0,0.0,0,0,0,0,0.0
62,Mark Flekken,Brentford,37,37,3285,36.5,63,1.73,176,113,65.3,10,9,18,7,18.9,2,2,0,0,0.0
63,Wes Foderingham,Sheffield Utd,30,29,2649,29.4,79,2.68,204,130,63.7,3,4,22,1,3.4,6,5,0,1,0.0
64,Daniel Fuzato,Getafe,1,0,7,0.1,2,25.71,2,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0
65,Paulo Gazzaniga,Girona,38,38,3420,38.0,46,1.21,168,121,75.6,25,6,7,12,31.6,7,5,1,1,16.7
66,Luca Gemello,Torino,2,2,180,2.0,5,2.50,9,4,55.6,0,0,2,0,0.0,1,1,0,0,0.0
67,David Gil,Cádiz,5,4,372,4.1,8,1.94,24,17,66.7,0,3,1,1,25.0,0,0,0,0,0.0
68,Pierluigi Gollini,Napoli,7,7,630,7.0,8,1.14,24,16,66.7,3,1,3,1,14.3,0,0,0,0,0.0
69,Mathieu Gorgelin,Le Havre,1,1,90,1.0,2,2.00,5,3,80.0,0,0,1,0,0.0,1,1,0,0,0.0
70,Jens Grahl,Eint Frankfurt,2,2,180,2.0,2,1.00,9,7,77.8,1,1,0,0,0.0,0,0,0,0,0.0
71,Ivo Grbic,Sheffield Utd,9,9,771,8.6,25,2.92,59,36,57.6,0,3,6,0,0.0,1,0,0,1,0.0
72,Dominik Greif,Mallorca,1,1,90,1.0,0,0.00,4,4,100.0,0,1,0,1,100.0,0,0,0,0,0.0
73,Vicente Guaita,Celta Vigo,27,26,2403,26.7,39,1.46,120,83,70.8,8,7,11,6,23.1,5,4,0,1,0.0
74,Peter Gulacsi,RB Leipzig,13,13,1170,13.0,9,0.69,41,33,78.0,9,4,0,5,38.5,1,0,0,1,0.0
75,Dean Henderson,Crystal Palace,18,18,1620,18.0,30,1.67,86,57,66.3,8,4,6,4,22.2,1,1,0,0,0.0
76,Sergio Herrera,Osasuna,32,32,2869,31.9,47,1.47,132,84,64.4,12,7,13,9,28.1,1,0,1,0,100.0
78,Lukas Hradecky,Leverkusen,33,33,2970,33.0,24,0.73,102,78,76.5,28,5,0,15,45.5,0,0,0,0,0.0
79,Sam Johnstone,Crystal Palace,20,20,1796,20.0,27,1.35,67,41,62.7,5,6,9,6,30.0,2,2,0,0,0.0
80,Filip Jorgensen,Villarreal,36,36,3240,36.0,63,1.75,205,143,72.2,13,10,13,6,16.7,6,6,0,0,0.0
81,Thomas Kaminski,Luton Town,38,38,3405,37.8,85,2.25,221,140,63.3,6,8,24,2,5.3,4,4,0,0,0.0
82,Loris Karius,Newcastle Utd,1,1,90,1.0,4,4.00,7,4,42.9,0,0,1,0,0.0,0,0,0,0,0.0
83,Caoimhin Kelleher,Liverpool,10,10,900,10.0,11,1.10,38,28,71.1,8,2,0,2,20.0,0,0,0,0,0.0
84,Gregor Kobel,Dortmund,27,27,2365,26.3,34,1.29,118,84,75.4,14,8,5,7,25.9,6,5,1,0,16.7
85,Philipp Kohn,Monaco,22,22,1980,22.0,32,1.45,97,65,72.2,11,5,6,5,22.7,6,5,1,0,16.7
86,Tomas Koubek,Augsburg,3,3,270,3.0,8,2.67,25,17,68.0,0,0,3,0,0.0,0,0,0,0,0.0
87,Matej Kovar,Leverkusen,1,1,90,1.0,0,0.00,3,3,100.0,0,1,0,1,100.0,0,0,0,0,0.0
88,Alban Lafont,Nantes,28,28,2496,27.7,43,1.55,118,75,70.3,7,4,17,7,25.0,8,8,0,0,0.0
89,Nicola Leali,Genoa,3,2,176,2.0,2,1.02,9,7,77.8,1,0,1,0,0.0,0,0,0,0,0.0
90,Jean-Louis Leca,Lens,1,1,90,1.0,2,2.00,2,0,0.0,0,1,0,0,0.0,0,0,0,0,0.0
91,Benjamin Lecomte,Montpellier,30,30,2700,30.0,37,1.23,137,102,75.9,9,11,10,10,33.3,5,4,1,0,20.0
92,Jeremias Ledesma,Cádiz,34,34,3048,33.9,47,1.39,151,104,70.2,6,12,16,9,26.5,2,2,0,0,0.0
93,Bernd Leno,Fulham,38,38,3420,38.0,61,1.61,190,133,72.1,13,8,17,10,26.3,8,8,0,0,0.0
94,Anthony Lopes,Lyon,31,31,2790,31.0,49,1.58,155,106,71.0,16,4,11,9,29.0,6,4,1,1,20.0
95,Pau Lopez,Marseille,33,33,2939,32.7,39,1.19,124,86,71.0,13,11,9,7,21.2,3,3,0,0,0.0
96,Andriy Lunin,Real Madrid,21,21,1890,21.0,17,0.81,65,48,75.4,16,5,0,10,47.6,1,1,0,0,0.0
97,Andreas Luthe,Bochum,1,1,90,1.0,4,4.00,4,1,0.0,0,0,1,0,0.0,0,0,0,0,0.0
98,Mike Maignan,Milan,29,29,2609,29.0,34,1.17,120,86,77.5,19,5,5,10,34.5,7,7,0,0,0.0
99,Radoslaw Majecki,Monaco,12,12,1080,12.0,10,0.83,54,45,81.5,9,2,1,7,58.3,0,0,0,0,0.0
100,Giorgi Mamardashvili,Valencia,37,37,3284,36.5,41,1.12,145,103,73.8,13,10,14,13,35.1,6,3,3,0,50.0
101,Steve Mandanda,Rennes,34,34,3060,34.0,46,1.35,147,104,70.7,12,10,12,7,20.6,3,3,0,0,0.0
102,Christos Mandas,Lazio,9,8,721,8.0,6,0.75,29,23,79.3,6,1,1,4,50.0,0,0,0,0,0.0
104,Vito Mannone,Lille,2,1,91,1.0,2,1.98,5,3,60.0,0,1,0,0,0.0,0,0,0,0,0.0
105,Diego Marino,Almería,1,1,90,1.0,2,2.00,4,2,100.0,0,0,1,0,0.0,2,2,0,0,0.0
106,Unai Marrero,Real Sociedad,2,1,142,1.6,3,1.90,5,2,60.0,0,0,1,0,0.0,1,1,0,0,0.0
107,Tommaso Martinelli,Fiorentina,1,1,90,1.0,2,2.00,3,1,33.3,1,0,0,0,0.0,0,0,0,0,0.0
108,Emiliano Martinez,Aston Villa,34,34,3015,33.5,48,1.43,139,95,66.2,19,8,7,8,23.5,1,1,0,0,0.0
109,Josep Martinez,Genoa,36,36,3239,36.0,43,1.19,130,87,69.2,11,13,12,8,22.2,4,3,1,0,25.0
110,Marc Martinez,Granada,3,3,270,3.0,11,3.67,23,12,60.9,0,0,3,0,0.0,2,2,0,0,0.0
111,Remi Matthews,Crystal Palace,1,0,4,0.0,1,22.50,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0
112,Luis Maximiano,Almería,33,33,2970,33.0,63,1.91,175,111,66.3,2,11,20,6,18.2,7,4,1,2,20.0
113,Alex Meret,Napoli,31,31,2773,30.8,40,1.30,104,62,63.5,10,13,8,5,16.1,4,2,2,0,50.0
114,Alexander Meyer,Dortmund,8,7,695,7.7,9,1.17,27,19,66.7,4,1,2,3,42.9,0,0,0,0,0.0
115,Vanja Milinkovic-Savic,Torino,36,36,3240,36.0,31,0.86,134,103,81.3,13,14,9,18,50.0,6,6,0,0,0.0
116,Antonio Mirante,Milan,2,2,177,2.0,3,1.53,8,5,62.5,0,1,1,0,0.0,0,0,0,0,0.0
117,Lorenzo Montipo,Hellas Verona,37,37,3330,37.0,49,1.32,153,105,69.3,9,10,18,8,21.6,2,2,0,0,0.0
118,Kevin Muller,Heidenheim,34,34,3060,34.0,55,1.62,174,121,72.4,10,12,12,6,17.6,10,7,1,2,12.5
119,Arijanet Muric,Burnley,10,10,900,10.0,16,1.60,78,62,80.8,2,4,4,0,0.0,2,1,1,0,50.0
120,Juan Musso,Atalanta,11,11,990,11.0,12,1.09,34,23,70.6,6,1,4,6,54.5,2,2,0,0,0.0
121,Yvon Mvogo,Lorient,34,34,3060,34.0,66,1.94,207,142,72.0,7,8,19,4,11.8,8,8,0,0,0.0
122,Lapo Nava,Milan,1,0,3,0.0,1,30.00,2,1,50.0,0,0,0,0,0.0,0,0,0,0,0.0
123,Keylor Navas,Paris S-G,4,4,360,4.0,6,1.50,12,6,58.3,2,2,0,1,25.0,1,1,0,0,0.0
124,Massamba Ndiaye,Clermont Foot,4,4,360,4.0,6,1.50,24,18,79.2,1,2,1,0,0.0,1,1,0,0,0.0
125,Neto,Bournemouth,32,32,2880,32.0,55,1.72,165,110,69.7,10,9,13,7,21.9,6,5,1,0,16.7
126,Manuel Neuer,Bayern Munich,23,23,2053,22.8,33,1.45,93,59,66.7,16,1,6,6,26.1,3,2,1,0,33.3
127,Moritz Nicolas,Gladbach,27,27,2430,27.0,49,1.81,160,111,71.9,6,11,10,4,14.8,4,4,0,0,0.0
128,Alexander Nubel,Stuttgart,30,30,2700,30.0,36,1.20,107,74,69.2,20,3,7,11,36.7,3,3,0,0,0.0
130,Orjan Nyland,Sevilla,24,24,2160,24.0,27,1.13,104,78,76.9,8,9,7,6,25.0,3,3,0,0,0.0
131,Jan Oblak,Atlético Madrid,38,38,3420,38.0,43,1.13,144,101,70.8,24,4,10,13,34.2,2,1,0,1,0.0
132,Guillermo Ochoa,Salernitana,21,21,1890,21.0,44,2.10,115,72,67.8,0,6,15,1,4.8,7,7,0,0,0.0
133,Maduka Okoye,Udinese,21,21,1890,21.0,25,1.19,89,65,75.3,5,8,8,5,23.8,3,3,0,0,0.0
134,Robin Olsen,Aston Villa,5,4,405,4.5,13,2.89,34,20,61.8,1,0,3,0,0.0,1,0,1,0,100.0
135,Jonas Omlin,Gladbach,7,7,630,7.0,18,2.57,47,29,66.0,1,2,4,0,0.0,2,2,0,0,0.0
136,Andre Onana,Manchester Utd,38,38,3420,38.0,58,1.53,203,146,74.9,18,6,14,9,23.7,7,7,0,0,0.0
137,Stefan Ortega,Manchester City,9,5,635,7.1,7,0.99,27,20,74.1,4,1,0,3,60.0,0,0,0,0,0.0
138,Alexandre Oukidja,Metz,34,34,2987,33.2,57,1.72,185,128,72.4,8,5,21,6,17.6,6,6,0,0,0.0
139,Jesus Owono,Alavés,4,4,360,4.0,8,2.00,24,16,66.7,1,2,1,1,25.0,0,0,0,0,0.0
140,Rui Patricio,Roma,23,23,2070,23.0,27,1.17,74,49,66.2,11,5,7,6,26.1,3,2,0,1,0.0
141,Jiri Pavlenka,Werder Bremen,7,7,630,7.0,17,2.43,38,21,60.5,2,0,5,1,14.3,2,2,0,0,0.0
142,Inaki Pena,Barcelona,10,10,900,10.0,17,1.70,39,22,56.4,6,2,2,2,20.0,0,0,0,0,0.0
143,Daniel Peretz,Bayern Munich,1,0,17,0.2,0,0.00,0,0,0.0,0,0,0,1,0.0,0,0,0,0,0.0
144,Simone Perilli,Hellas Verona,1,1,90,1.0,2,2.00,10,8,80.0,0,1,0,0,0.0,0,0,0,0,0.0
145,Mattia Perin,Juventus,3,3,225,2.5,1,0.40,5,4,80.0,2,1,0,1,33.3,0,0,0,0,0.0
146,Samuele Perisan,Empoli,1,1,90,1.0,2,2.00,5,3,60.0,0,0,1,0,0.0,0,0,0,0,0.0
147,Pavao Pervan,Wolfsburg,9,9,810,9.0,17,1.89,36,20,52.8,2,1,6,2,22.2,0,0,0,0,0.0
148,Denis Petric,Nantes,1,0,24,0.3,1,3.75,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0
149,Dorde Petrovic,Chelsea,23,22,1987,22.1,38,1.72,108,73,65.7,13,5,4,5,22.7,2,1,0,1,0.0
150,Jordan Pickford,Everton,38,38,3420,38.0,51,1.34,165,117,73.9,13,9,16,13,34.2,8,8,0,0,0.0
151,Carlo Pinsoglio,Juventus,1,0,45,0.5,0,0.00,3,3,100.0,0,0,0,1,0.0,0,0,0,0,0.0
152,Nick Pope,Newcastle Utd,15,15,1345,14.9,16,1.07,58,42,72.4,9,2,4,5,33.3,0,0,0,0,0.0
153,Ivan Provedel,Lazio,30,30,2699,30.0,33,1.10,119,86,73.9,12,6,12,9,30.0,3,2,0,1,0.0
154,Ionut Radu,Bournemouth,2,2,180,2.0,7,3.50,11,4,36.4,1,0,1,0,0.0,0,0,0,0,0.0
156,Boris Radunovic,Cagliari,7,7,630,7.0,12,1.71,27,16,55.6,0,2,5,2,28.6,1,0,0,1,0.0
157,Predrag Rajkovic,Mallorca,36,36,3240,36.0,43,1.19,138,95,71.7,7,15,14,9,25.0,5,4,1,0,20.0
158,Aaron Ramsdale,Arsenal,6,6,540,6.0,5,0.83,14,9,64.3,5,1,0,2,33.3,0,0,0,0,0.0
159,Federico Ravaglia,Bologna,6,6,535,5.9,3,0.50,18,13,83.3,4,1,1,4,66.7,1,0,1,0,100.0
160,David Raya,Arsenal,32,32,2880,32.0,24,0.75,69,45,68.1,23,4,5,16,50.0,3,2,1,0,33.3
161,Pepe Reina,Villarreal,2,2,180,2.0,2,1.00,9,7,77.8,1,1,0,0,0.0,0,0,0,0,0.0
162,Alex Remiro,Real Sociedad,37,37,3275,36.4,36,0.99,130,94,76.2,16,12,9,15,40.5,6,5,1,0,16.7
163,Guillaume Restes,Toulouse,34,34,3060,34.0,46,1.35,139,93,69.8,11,10,13,6,17.6,4,4,0,0,0.0
164,Manuel Riemann,Bochum,33,33,2970,33.0,70,2.12,185,116,67.0,7,12,14,4,12.1,11,9,2,0,18.2
165,Remy Riou,Lyon,3,3,270,3.0,6,2.00,14,8,57.1,0,1,2,1,33.3,0,0,0,0,0.0
166,Francesco Rossi,Atalanta,1,0,5,0.1,0,0.00,1,1,100.0,0,0,0,1,0.0,0,0,0,0,0.0
167,Frederik Ronnow,Union Berlin,33,33,2970,33.0,56,1.70,162,105,68.5,9,6,18,7,21.2,7,5,2,0,28.6
168,Jose Sa,Wolves,35,35,3037,33.7,58,1.72,188,131,73.4,12,7,16,4,11.4,8,8,0,0,0.0
169,Brice Samba,Lens,33,33,2970,33.0,35,1.06,136,101,78.7,14,8,11,14,42.4,8,6,1,1,14.3
170,Robert Sanchez,Chelsea,16,16,1433,15.9,25,1.57,78,52,70.5,5,4,7,3,18.8,3,2,1,0,33.3
171,Marcel Schuhen,Darmstadt 98,31,31,2790,31.0,76,2.45,198,123,62.1,3,7,21,3,9.7,2,1,1,0,50.0
172,Marvin Schwabe,Köln,34,34,3060,34.0,60,1.76,168,108,66.1,5,12,17,4,11.8,3,3,0,0,0.0
173,Alexander Schwolow,Union Berlin,1,1,90,1.0,2,2.00,6,4,66.7,0,0,1,0,0.0,0,0,0,0,0.0
174,Simone Scuffet,Cagliari,31,31,2789,31.0,55,1.77,129,76,59.7,8,10,13,3,9.7,3,3,0,0,0.0
175,Matz Sels,Nott'ham Forest,16,16,1440,16.0,27,1.69,61,36,57.4,4,4,8,1,6.3,1,1,0,0,0.0
176,Matz Sels,Strasbourg,19,19,1710,19.0,24,1.26,62,40,62.9,6,7,6,3,15.8,1,1,0,0,0.0
177,James Shea,Luton Town,1,0,15,0.2,0,0.00,2,2,100.0,0,0,0,0,0.0,0,0,0,0,0.0
178,Rui Silva,Betis,28,28,2475,27.5,36,1.31,120,85,75.8,10,9,9,9,32.1,8,7,1,0,12.5
179,Marco Silvestri,Udinese,17,17,1530,17.0,28,1.65,68,40,67.6,1,11,5,4,23.5,6,6,0,0,0.0
180,Unai Simon,Athletic Club,36,36,3182,35.4,33,0.93,122,90,73.8,18,11,7,16,44.4,5,1,3,1,75.0
182,Antonio Sivera,Alavés,34,34,3060,34.0,38,1.12,123,87,75.6,11,8,15,10,29.4,8,8,0,0,0.0
183,Lukasz Skorupski,Bologna,32,32,2880,32.0,29,0.91,106,77,75.5,14,13,5,13,40.6,6,3,1,2,25.0
184,Daniele Sommariva,Genoa,1,0,5,0.1,0,0.00,0,0,0.0,0,0,0,1,0.0,0,0,0,0,0.0
185,Yann Sommer,Inter,34,34,3060,34.0,19,0.56,98,78,82.7,27,6,1,19,55.9,4,2,1,1,33.3
186,David Soria,Getafe,38,38,3413,37.9,52,1.37,171,118,72.5,10,13,15,10,26.3,7,5,1,1,16.7
187,Alessandro Sorrentino,Monza,7,5,548,6.1,16,2.63,32,16,62.5,0,1,4,0,0.0,4,4,0,0,0.0
188,Marco Sportiello,Milan,7,7,630,7.0,11,1.57,33,23,69.7,3,3,1,2,28.6,1,1,0,0,0.0
189,Jason Steele,Brighton,17,17,1530,17.0,34,2.00,74,42,58.1,5,4,8,2,11.8,3,3,0,0,0.0
190,Thomas Strakosha,Brentford,2,1,135,1.5,2,1.33,8,6,75.0,0,0,1,0,0.0,0,0,0,0,0.0
191,Mile Svilar,Roma,15,15,1350,15.0,19,1.27,77,58,76.6,7,4,4,5,33.3,2,1,1,0,50.0
192,Wojciech Szczesny,Juventus,35,35,3150,35.0,30,0.86,108,79,74.1,17,13,5,15,42.9,3,2,1,0,33.3
193,Arnau Tenas,Paris S-G,6,5,529,5.9,7,1.19,25,18,72.0,2,2,1,1,20.0,0,0,0,0,0.0
194,Marc-Andre ter Stegen,Barcelona,28,28,2520,28.0,27,0.96,102,75,75.5,20,5,3,15,53.6,2,2,0,0,0.0
195,Pietro Terracciano,Fiorentina,33,33,2970,33.0,35,1.06,126,90,77.0,15,8,10,8,24.2,7,6,1,0,14.3
196,James Trafford,Burnley,28,28,2520,28.0,62,2.21,166,106,65.7,3,5,20,2,7.1,5,5,0,0,0.0
197,Kevin Trapp,Eint Frankfurt,32,32,2880,32.0,48,1.50,137,87,71.5,10,13,9,7,21.9,11,9,2,0,18.2
198,Mark Travers,Bournemouth,4,4,360,4.0,5,1.25,18,13,77.8,2,0,2,2,50.0,1,1,0,0,0.0
199,Stefano Turati,Frosinone,31,31,2745,30.5,58,1.90,152,94,65.1,6,9,16,4,12.9,7,5,1,1,16.7
200,Matt Turner,Nott'ham Forest,17,17,1530,17.0,28,1.65,80,52,67.5,4,5,8,2,11.8,2,2,0,0,0.0
201,Sven Ulreich,Bayern Munich,11,11,990,11.0,12,1.09,31,19,64.5,7,2,2,4,36.4,1,1,0,0,0.0
202,Alvaro Valles,Las Palmas,37,37,3263,36.3,44,1.21,152,108,74.3,10,10,17,8,21.6,9,5,3,1,37.5
203,Bart Verbruggen,Brighton,21,21,1890,21.0,28,1.33,91,63,72.5,7,8,6,4,19.0,3,3,0,0,0.0
204,Guglielmo Vicario,Tottenham,38,38,3420,38.0,61,1.61,167,109,67.7,20,6,12,7,18.4,7,7,0,0,0.0
205,Fran Vieites,Betis,4,3,315,3.5,4,1.14,18,14,77.8,1,2,0,2,66.7,0,0,0,0,0.0
206,Ivan Villar,Celta Vigo,12,12,1014,11.3,18,1.60,44,26,63.6,2,4,6,0,0.0,3,2,1,0,33.3
208,Odisseas Vlachodimos,Nott'ham Forest,5,5,450,5.0,12,2.40,22,10,50.0,1,0,4,1,20.0,1,1,0,0,0.0
209,Robin Zentner,Mainz 05,30,30,2700,30.0,48,1.60,128,81,64.8,7,12,11,7,23.3,4,3,0,1,0.0
210,Michael Zetterer,Werder Bremen,27,27,2430,27.0,37,1.37,128,92,74.2,9,9,9,6,22.2,4,4,0,0,0.0
