,Player,Squad,Playing Time - MP,Playing Time - Starts,Playing Time - Min,90s,Performance - GA,Performance - GA90,Performance - SoTA,Performance - Saves,Performance - Save%,Performance - W,Performance - D,Performance - L,Performance - CS,Performance - CS%,Penalty Kicks - PKatt,Penalty Kicks - PKA,Penalty Kicks - PKsv,Penalty Kicks - PKm,Penalty Kicks - Save%
21,Marco Bizot,Brest,38,38,3420,38.0,57,1.50,170,115,68.8,13,9,16,7,18.4,4,4,0,0,0.0
22,Yassine Bounou,Sevilla,31,31,2790,31.0,24,0.77,100,75,78.0,14,13,4,13,41.9,4,2,1,1,33.3
23,Claudio Bravo,Betis,17,17,1456,16.2,19,1.17,56,39,67.9,8,4,5,5,29.4,1,1,0,0,0.0
24,Fabian Bredlow,Stuttgart,4,4,360,4.0,7,1.75,24,17,70.8,0,2,2,0,0.0,0,0,0,0,0.0
26,Sascha Burchert,Greuther Fürth,14,14,1260,14.0,28,2.00,72,46,65.3,2,4,8,3,21.4,3,3,0,0,0.0
27,Roman Burki,Dortmund,1,1,90,1.0,1,1.00,1,0,100.0,1,0,0,0,0.0,1,1,0,0,0.0
28,Jack Butland,Crystal Palace,9,8,765,8.5,13,1.53,28,16,53.6,2,4,2,1,12.5,1,0,1,0,100.0
29,Marcin Bulka,Nice,1,1,90,1.0,1,1.00,5,4,80.0,0,0,1,0,0.0,0,0,0,0,0.0
30,Willy Caballero,Southampton,2,2,180,2.0,5,2.50,11,6,54.5,0,1,1,0,0.0,0,0,0,0,0.0
31,Marc-Aurele Caillard,Metz,19,17,1542,17.1,30,1.75,87,57,67.8,4,5,8,5,29.4,2,2,0,0,0.0
32,Cardenas,Levante,24,24,2160,24.0,46,1.92,120,74,65.0,6,6,12,5,20.8,4,4,0,0,0.0
33,Kiko Casilla,Elche,14,14,1260,14.0,17,1.21,60,43,71.7,3,4,7,3,21.4,0,0,0,0,0.0
34,Koen Casteels,Wolfsburg,28,28,2520,28.0,40,1.43,118,76,68.6,11,6,11,10,35.7,6,3,2,1,40.0
35,Jasper Cillessen,Valencia,17,17,1457,16.2,29,1.79,77,49,68.8,4,8,5,3,17.6,6,5,1,0,16.7
36,Diego Conde,Getafe,1,0,6,0.1,0,0.00,0,0,0.0,0,0,0,1,0.0,0,0,0,0,0.0
37,Andrea Consigli,Sassuolo,37,37,3322,36.9,63,1.71,171,108,67.8,13,11,13,3,8.1,9,8,1,0,11.1
38,Benoit Costil,Bordeaux,25,25,2250,25.0,62,2.48,133,72,57.1,3,8,14,0,0.0,5,5,0,0,0.0
39,Thibaut Courtois,Real Madrid,36,36,3240,36.0,29,0.81,120,91,77.5,26,7,3,16,44.4,3,2,1,0,33.3
40,Alessio Cragno,Cagliari,35,35,3150,35.0,63,1.80,168,104,66.1,6,10,19,2,5.7,8,6,2,0,25.0
41,Finn Dahmen,Mainz 05,2,2,180,2.0,3,1.50,5,2,60.0,1,1,0,0,0.0,1,1,0,0,0.0
42,Karl Darlow,Newcastle Utd,8,8,720,8.0,15,1.87,37,23,64.9,0,5,3,0,0.0,2,2,0,0,0.0
43,Arthur Desmas,Clermont Foot,15,15,1304,14.5,33,2.28,66,34,54.5,3,5,7,3,20.0,3,3,0,0,0.0
44,Javier Diaz,Sevilla,1,1,90,1.0,1,1.00,2,1,50.0,0,1,0,0,0.0,0,0,0,0,0.0
45,Stole Dimitrievski,Rayo Vallecano,31,30,2772,30.8,37,1.20,126,88,76.2,11,8,11,9,30.0,9,7,2,0,22.2
46,Matias Dituro,Celta Vigo,38,38,3420,38.0,43,1.13,136,91,71.3,12,10,16,14,36.8,8,4,4,0,50.0
47,Ouparine Djoco,Clermont Foot,24,23,2116,23.5,36,1.53,99,65,65.7,6,4,13,5,21.7,2,2,0,0,0.0
48,Marko Dmitrovic,Sevilla,6,6,540,6.0,5,0.83,19,14,73.7,4,2,0,4,66.7,0,0,0,0,0.0
49,Jaume Domenech,Valencia,4,3,343,3.8,4,1.05,11,8,63.6,2,0,1,1,33.3,0,0,0,0,0.0
50,Gianluigi Donnarumma,Paris S-G,17,17,1530,17.0,17,1.00,61,45,73.8,13,2,2,5,29.4,1,1,0,0,0.0
52,Bartlomiej Dragowski,Fiorentina,7,7,556,6.2,8,1.29,26,17,73.1,3,0,4,2,28.6,2,1,1,0,50.0
53,Matthieu Dreyer,Lorient,16,16,1440,16.0,25,1.56,57,32,57.9,5,4,7,7,43.8,1,1,0,0,0.0
54,Martin Dubravka,Newcastle Utd,26,26,2340,26.0,35,1.35,106,72,67.9,13,4,9,8,30.8,1,1,0,0,0.0
55,Ederson,Manchester City,37,37,3330,37.0,26,0.70,83,57,69.9,28,6,3,20,54.1,1,1,0,0,0.0
56,Aaron Escandell,Granada,4,3,284,3.2,6,1.90,16,10,75.0,0,2,1,1,33.3,2,2,0,0,0.0
57,Michael Esser,Bochum,3,3,270,3.0,7,2.33,21,14,76.2,2,0,1,0,0.0,2,2,0,0,0.0
58,Lukasz Fabianski,West Ham,37,37,3330,37.0,50,1.35,162,111,70.4,16,8,13,8,21.6,6,2,3,1,60.0
59,Wladimiro Falcone,Sampdoria,10,9,855,9.5,14,1.47,54,41,75.9,2,1,6,2,22.2,1,1,0,0,0.0
60,Wuilker Farinez,Lens,13,11,1105,12.3,15,1.22,45,30,68.9,7,3,1,3,27.3,1,1,0,0,0.0
61,Aitor Fernandez,Levante,13,13,1166,13.0,29,2.24,81,51,65.4,1,5,7,2,15.4,2,1,1,0,50.0
62,Alvaro Fernandez,Brentford,12,12,1080,12.0,24,2.00,69,47,66.7,3,2,7,1,8.3,1,1,0,0,0.0
63,Vincenzo Fiorillo,Salernitana,1,1,90,1.0,5,5.00,8,3,37.5,0,0,1,0,0.0,0,0,0,0,0.0
64,Mark Flekken,Freiburg,32,32,2880,32.0,39,1.22,141,103,73.8,15,9,8,10,31.3,2,2,0,0,0.0
65,Fraser Forster,Southampton,19,19,1710,19.0,35,1.84,101,68,67.3,6,5,8,3,15.8,2,2,0,0,0.0
66,Ben Foster,Watford,26,26,2340,26.0,49,1.88,116,67,60.3,5,5,16,4,15.4,4,3,1,0,25.0
67,Christian Fruchtl,Bayern Munich,1,0,10,0.1,0,0.00,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0
68,Marius Funk,Greuther Fürth,8,8,720,8.0,30,3.75,54,26,48.1,0,0,8,0,0.0,2,2,0,0,0.0
69,Gauthier Gallon,Troyes,31,31,2790,31.0,45,1.45,135,92,72.6,8,8,15,8,25.8,8,8,0,0,0.0
70,Joan Garcia,Espanyol,2,1,108,1.2,3,2.50,3,0,0.0,0,0,1,0,0.0,0,0,0,0,0.0
71,David de Gea,Manchester Utd,38,38,3420,38.0,57,1.50,180,124,70.0,16,10,12,8,21.1,5,3,2,0,40.0
72,Luca Gemello,Torino,1,1,90,1.0,0,0.00,3,3,100.0,1,0,0,1,100.0,0,0,0,0,0.0
73,Rafal Gikiewicz,Augsburg,34,34,3060,34.0,56,1.65,156,102,67.3,10,8,16,9,26.5,5,5,0,0,0.0
74,Alfred Gomis,Rennes,25,25,2250,25.0,25,1.00,67,43,68.7,14,5,6,10,40.0,4,4,0,0,0.0
75,Jens Grahl,Eint Frankfurt,1,1,90,1.0,2,2.00,4,2,50.0,0,0,1,0,0.0,0,0,0,0,0.0
76,Ivo Grbic,Lille,21,21,1890,21.0,28,1.33,85,58,69.4,8,7,6,2,9.5,2,2,0,0,0.0
78,Etienne Green,Saint-Étienne,15,15,1197,13.3,27,2.03,67,42,61.2,2,5,8,1,6.7,1,1,0,0,0.0
79,Dominik Greif,Mallorca,1,1,90,1.0,3,3.00,6,3,50.0,0,0,1,0,0.0,0,0,0,0,0.0
80,Lennart Grill,Leverkusen,1,1,90,1.0,2,2.00,6,5,66.7,1,0,0,0,0.0,0,0,0,0,0.0
81,Vicente Guaita,Crystal Palace,30,30,2655,29.5,33,1.12,116,83,74.1,9,11,10,11,36.7,3,3,0,0,0.0
82,Peter Gulacsi,RB Leipzig,33,33,2967,33.0,34,1.03,111,78,72.1,17,7,9,9,27.3,3,3,0,0,0.0
83,Angus Gunn,Norwich City,9,9,810,9.0,22,2.44,57,34,64.9,1,2,6,1,11.1,4,2,1,1,33.3
84,Samir Handanovic,Inter,37,37,3330,37.0,30,0.81,124,95,79.0,25,9,3,15,40.5,4,4,0,0,0.0
85,Wayne Hennessey,Burnley,2,2,180,2.0,6,3.00,13,8,53.8,0,0,2,0,0.0,0,0,0,0,0.0
86,Sergio Herrera,Osasuna,36,36,3240,36.0,48,1.33,147,97,70.1,12,10,14,12,33.3,7,4,3,0,42.9
87,Marwin Hitz,Dortmund,5,4,405,4.5,12,2.67,25,13,60.0,1,0,3,0,0.0,2,2,0,0,0.0
88,Timo Horn,Köln,13,13,1170,13.0,21,1.62,56,36,62.5,4,6,3,1,7.7,0,0,0,0,0.0
89,Lukas Hradecky,Leverkusen,32,32,2880,32.0,44,1.37,154,109,72.7,17,7,8,8,25.0,4,2,1,1,33.3
90,Leo Jardim,Lille,17,17,1530,17.0,20,1.18,66,47,75.8,6,6,5,8,47.1,4,4,0,0,0.0
91,Stefanos Kapino,Arminia,1,1,90,1.0,0,0.00,4,4,100.0,1,0,0,1,100.0,0,0,0,0,0.0
92,Eiji Kawashima,Strasbourg,1,1,90,1.0,0,0.00,1,1,100.0,1,0,0,1,100.0,0,0,0,0,0.0
93,Caoimhin Kelleher,Liverpool,2,2,180,2.0,2,1.00,8,6,75.0,1,1,0,1,50.0,0,0,0,0,0.0
94,Kristoffer Klaesson,Leeds United,1,0,36,0.4,0,0.00,4,4,100.0,0,0,0,0,0.0,0,0,0,0,0.0
95,Gregor Kobel,Dortmund,29,29,2565,28.5,39,1.37,110,73,67.3,20,3,6,7,24.1,3,3,0,0,0.0
96,Tim Krul,Norwich City,29,29,2610,29.0,62,2.14,165,105,66.7,4,5,20,5,17.2,8,7,0,1,0.0
97,Alban Lafont,Nantes,38,38,3420,38.0,48,1.26,155,105,71.6,15,10,13,8,21.1,7,4,3,0,42.9
98,Jean-Louis Leca,Lens,27,27,2313,25.7,33,1.28,100,66,70.0,10,8,9,5,18.5,4,3,1,0,25.0
99,Jeremias Ledesma,Cádiz,38,38,3420,38.0,51,1.34,170,117,76.5,8,15,15,13,34.2,13,11,2,0,15.4
100,Bernd Leno,Arsenal,4,4,360,4.0,9,2.25,19,10,52.6,1,0,3,1,25.0,0,0,0,0,0.0
101,Alexandre Letellier,Paris S-G,1,0,8,0.1,0,0.00,0,0,0.0,0,0,0,1,0.0,0,0,0,0,0.0
102,Luca Lezzerini,Venezia,6,6,495,5.5,9,1.64,39,30,76.9,2,1,3,0,0.0,0,0,0,0,0.0
104,Andreas Linde,Greuther Fürth,12,12,1080,12.0,24,2.00,62,39,62.9,1,5,6,3,25.0,1,1,0,0,0.0
105,Hugo Lloris,Tottenham,38,38,3420,38.0,40,1.05,137,98,72.3,22,5,11,16,42.1,2,2,0,0,0.0
106,Anthony Lopes,Lyon,34,34,2982,33.1,45,1.36,148,105,71.6,14,11,9,8,23.5,4,3,1,0,25.0
107,Diego Lopez,Espanyol,36,36,3177,35.3,49,1.39,157,110,70.7,10,12,14,9,25.0,4,3,0,1,0.0
108,Pau Lopez,Marseille,29,29,2610,29.0,31,1.07,86,55,68.6,15,6,8,10,34.5,4,4,0,0,0.0
109,Jonas Lossl,Brentford,2,2,180,2.0,5,2.50,7,2,28.6,0,0,2,0,0.0,0,0,0,0,0.0
110,Marcel Lotka,Hertha BSC,10,9,885,9.8,20,2.03,49,29,65.3,2,1,6,2,22.2,3,3,0,0,0.0
111,Andriy Lunin,Real Madrid,2,2,180,2.0,2,1.00,9,6,88.9,0,1,1,0,0.0,2,1,1,0,50.0
112,Andrey Lunyov,Leverkusen,1,1,90,1.0,1,1.00,2,1,50.0,1,0,0,0,0.0,0,0,0,0,0.0
113,Andreas Luthe,Union Berlin,27,27,2430,27.0,39,1.44,104,68,64.4,11,7,9,6,22.2,2,2,0,0,0.0
114,Niki Maenpaa,Venezia,17,16,1485,16.5,27,1.64,84,57,73.8,1,4,11,1,6.3,6,5,0,1,0.0
115,Mike Maignan,Milan,32,32,2880,32.0,21,0.66,101,81,81.2,22,7,3,17,53.1,2,2,0,0,0.0
116,Giorgi Mamardashvili,Valencia,18,18,1620,18.0,20,1.11,75,55,76.0,5,7,6,8,44.4,2,2,0,0,0.0
117,Steve Mandanda,Marseille,9,9,810,9.0,7,0.78,26,20,73.1,6,2,1,5,55.6,0,0,0,0,0.0
118,Anthony Mandrea,Angers,10,10,900,10.0,14,1.40,44,31,68.2,3,3,4,2,20.0,0,0,0,0,0.0
119,Davide Marfella,Napoli,1,0,11,0.1,0,0.00,1,1,100.0,0,0,0,1,0.0,0,0,0,0,0.0
120,Emiliano Martinez,Aston Villa,36,36,3240,36.0,48,1.33,140,93,68.6,13,6,17,11,30.6,6,4,1,1,20.0
121,Josep Martinez,RB Leipzig,1,1,90,1.0,3,3.00,4,1,25.0,0,0,1,0,0.0,0,0,0,0,0.0
122,Luis Maximiano,Granada,35,35,3136,34.8,55,1.58,177,122,71.8,8,12,15,7,20.0,7,5,2,0,28.6
123,Alex McCarthy,Southampton,17,17,1530,17.0,27,1.59,71,44,62.0,3,7,7,5,29.4,0,0,0,0,0.0
124,Edouard Mendy,Chelsea,34,34,3060,34.0,31,0.91,102,72,75.5,19,10,5,14,41.2,6,6,0,0,0.0
125,Alex Meret,Napoli,7,7,619,6.9,6,0.87,29,23,79.3,5,1,1,2,28.6,0,0,0,0,0.0
126,Illan Meslier,Leeds United,38,38,3384,37.6,79,2.10,220,142,66.4,9,11,18,5,13.2,5,5,0,0,0.0
127,Vanja Milinkovic-Savic,Torino,27,27,2430,27.0,33,1.22,80,46,67.5,9,7,11,4,14.8,8,7,1,0,12.5
128,Lorenzo Montipo,Hellas Verona,34,34,3060,34.0,50,1.47,137,88,65.0,13,10,11,4,11.8,3,2,1,0,33.3
130,Jessy Moulin,Troyes,7,7,630,7.0,8,1.14,24,16,75.0,1,3,3,1,14.3,2,2,0,0,0.0
131,Florian Muller,Stuttgart,30,30,2700,30.0,52,1.73,139,88,65.5,7,10,13,4,13.3,4,4,0,0,0.0
132,Juan Musso,Atalanta,33,33,2932,32.6,42,1.29,119,80,67.2,16,8,9,8,24.2,4,3,0,1,0.0
133,Paul Nardi,Lorient,22,22,1980,22.0,38,1.73,91,56,62.6,3,8,11,4,18.2,5,4,0,1,0.0
134,Keylor Navas,Paris S-G,21,21,1856,20.6,18,0.87,78,60,79.5,13,6,2,7,33.3,2,2,0,0,0.0
135,Neto,Barcelona,3,3,270,3.0,4,1.33,14,10,71.4,2,1,0,0,0.0,0,0,0,0,0.0
136,Manuel Neuer,Bayern Munich,28,28,2510,27.9,26,0.93,89,63,71.9,22,4,2,10,35.7,1,1,0,0,0.0
137,Alexander Nubel,Monaco,38,38,3420,38.0,40,1.05,141,104,77.3,20,9,9,11,28.9,9,8,0,1,0.0
138,Jan Oblak,Atlético Madrid,38,38,3420,38.0,43,1.13,106,65,66.0,21,8,9,12,31.6,8,7,1,0,12.5
139,Oier Olazabal,Espanyol,2,1,135,1.5,1,0.67,9,8,100.0,0,0,1,1,100.0,1,1,0,0,0.0
140,Robin Olsen,Aston Villa,1,1,90,1.0,3,3.00,5,2,40.0,0,0,1,0,0.0,0,0,0,0,0.0
141,Jonas Omlin,Montpellier,29,29,2587,28.7,41,1.43,158,117,75.9,10,4,15,8,27.6,4,3,1,0,25.0
142,Stefan Ortega,Arminia,33,33,2970,33.0,53,1.61,176,125,73.9,4,13,16,6,18.2,7,7,0,0,0.0
143,David Ospina,Napoli,31,31,2790,31.0,25,0.81,106,82,77.4,19,6,6,13,41.9,1,1,0,0,0.0
144,Alexandre Oukidja,Metz,21,21,1875,20.8,39,1.87,91,54,60.4,2,8,11,3,14.3,3,3,0,0,0.0
145,Jesus Owono,Alavés,1,1,90,1.0,1,1.00,4,3,75.0,0,1,0,0,0.0,0,0,0,0,0.0
146,Fernando Pacheco,Alavés,34,34,3053,33.9,60,1.77,148,85,62.8,8,5,21,5,14.7,8,5,3,0,37.5
147,Daniele Padelli,Udinese,3,3,270,3.0,8,2.67,21,13,61.9,1,0,2,1,33.3,0,0,0,0,0.0
148,Ivor Pandur,Hellas Verona,3,3,270,3.0,6,2.00,15,9,66.7,1,0,2,0,0.0,1,1,0,0,0.0
149,Rui Patricio,Roma,38,38,3420,38.0,43,1.13,146,104,74.0,18,9,11,15,39.5,6,5,1,0,16.7
150,Gianluca Pegolo,Sassuolo,1,1,90,1.0,3,3.00,5,2,40.0,0,0,1,0,0.0,0,0,0,0,0.0
151,Philipp Pentke,Hoffenheim,1,1,90,1.0,3,3.00,7,4,57.1,1,0,0,0,0.0,0,0,0,0,0.0
152,Juan Perez,Osasuna,2,2,180,2.0,3,1.50,4,2,25.0,0,1,1,0,0.0,0,0,0,0,0.0
153,Mattia Perin,Juventus,5,5,405,4.5,7,1.56,16,10,56.3,2,1,2,1,20.0,0,0,0,0,0.0
154,Pavao Pervan,Wolfsburg,6,6,540,6.0,14,2.33,38,25,65.8,1,0,5,1,16.7,1,1,0,0,0.0
156,Danijel Petkovic,Angers,15,15,1350,15.0,22,1.47,65,45,69.2,3,3,9,2,13.3,2,2,0,0,0.0
157,Jordan Pickford,Everton,35,35,3150,35.0,58,1.66,170,116,66.5,10,6,19,7,20.0,1,1,0,0,0.0
158,Carlo Pinsoglio,Juventus,1,0,45,0.5,1,2.00,2,1,100.0,0,0,0,0,0.0,1,1,0,0,0.0
159,Julian Pollersbeck,Lyon,6,4,436,4.8,6,1.24,25,19,92.0,3,0,1,1,25.0,4,4,0,0,0.0
160,Nick Pope,Burnley,36,36,3240,36.0,47,1.31,165,119,74.5,7,14,15,9,25.0,5,5,0,0,0.0
161,Gaetan Poussin,Bordeaux,13,13,1170,13.0,29,2.23,61,32,55.7,3,5,5,2,15.4,4,2,2,0,50.0
162,Alejandro Primo,Levante,1,1,90,1.0,1,1.00,2,1,50.0,1,0,0,0,0.0,0,0,0,0,0.0
163,Ivan Provedel,Spezia,31,31,2761,30.7,52,1.70,165,116,73.9,9,5,17,7,22.6,11,9,0,2,0.0
164,Ionut Radu,Inter,1,1,90,1.0,2,2.00,3,1,33.3,0,0,1,0,0.0,0,0,0,0,0.0
165,Boris Radunovic,Cagliari,3,3,270,3.0,5,1.67,17,11,76.5,0,2,1,1,33.3,2,1,1,0,50.0
166,Predrag Rajkovic,Reims,38,38,3420,38.0,44,1.16,161,116,75.8,11,13,14,11,28.9,7,5,1,1,16.7
167,Diant Ramaj,Eint Frankfurt,1,1,90,1.0,1,1.00,4,3,75.0,0,1,0,0,0.0,0,0,0,0,0.0
168,Aaron Ramsdale,Arsenal,34,34,3060,34.0,39,1.15,128,90,73.4,21,3,10,12,35.3,6,5,0,1,0.0
169,Nicola Ravaglia,Sampdoria,1,0,5,0.1,1,18.00,1,0,100.0,0,0,0,0,0.0,1,1,0,0,0.0
170,David Raya,Brentford,24,24,2160,24.0,27,1.13,103,76,77.7,10,5,9,8,33.3,4,4,0,0,0.0
171,Manolo Reina,Mallorca,21,21,1890,21.0,26,1.24,75,49,68.0,6,9,6,8,38.1,3,2,1,0,33.3
172,Pepe Reina,Lazio,15,15,1350,15.0,29,1.93,60,31,58.3,6,4,5,2,13.3,5,4,0,1,0.0
173,Alex Remiro,Real Sociedad,35,35,3150,35.0,32,0.91,112,79,75.0,15,11,9,19,54.3,5,4,1,0,20.0
174,Sergio Rico,Mallorca,14,14,1260,14.0,29,2.07,57,29,54.4,4,0,10,1,7.1,4,3,1,0,25.0
175,Sergio Rico,Paris S-G,1,0,23,0.3,1,3.91,3,2,66.7,0,0,0,0,0.0,0,0,0,0,0.0
176,Manuel Riemann,Bochum,31,31,2790,31.0,45,1.45,155,112,72.9,10,6,15,7,22.6,6,3,2,1,40.0
177,Leonardo Roman,Mallorca,2,2,180,2.0,5,2.50,14,10,71.4,0,0,2,0,0.0,1,1,0,0,0.0
178,Sergio Romero,Venezia,16,16,1440,16.0,33,2.06,105,74,74.3,3,4,9,3,18.8,6,6,0,0,0.0
179,Francesco Rossi,Atalanta,1,0,37,0.4,1,2.43,2,1,50.0,0,0,0,0,0.0,0,0,0,0,0.0
180,John Ruddy,Wolves,2,1,135,1.5,3,2.00,7,4,57.1,0,1,0,0,0.0,0,0,0,0,0.0
182,Geronimo Rulli,Villarreal,32,32,2880,32.0,28,0.87,100,72,75.0,14,9,9,14,43.8,4,3,1,0,25.0
183,Mathew Ryan,Real Sociedad,3,3,270,3.0,5,1.67,15,10,73.3,2,0,1,1,33.3,1,1,0,0,0.0
184,Frederik Ronnow,Union Berlin,7,7,630,7.0,5,0.71,18,14,72.2,5,2,0,2,28.6,0,0,0,0,0.0
185,Jose Sa,Wolves,37,37,3285,36.5,40,1.10,160,121,80.6,15,5,17,11,29.7,10,9,0,1,0.0
186,Romain Salin,Rennes,1,1,90,1.0,2,2.00,3,1,33.3,0,0,1,0,0.0,0,0,0,0,0.0
187,Robert Sanchez,Brighton,37,37,3329,37.0,42,1.14,141,99,72.3,12,15,10,11,29.7,4,3,0,1,0.0
188,Giacomo Satalino,Sassuolo,1,0,8,0.1,0,0.00,1,1,100.0,0,0,0,0,0.0,0,0,0,0,0.0
189,Kasper Schmeichel,Leicester City,37,37,3330,37.0,58,1.57,187,128,72.7,13,10,14,7,18.9,9,7,2,0,22.2
190,Marvin Schwabe,Köln,21,21,1890,21.0,28,1.33,98,70,71.4,10,4,7,3,14.3,1,0,1,0,100.0
191,Alexander Schwolow,Hertha BSC,25,25,2175,24.2,51,2.11,123,72,62.6,7,5,13,4,16.0,5,5,0,0,0.0
192,Matz Sels,Strasbourg,37,37,3330,37.0,43,1.16,130,88,70.0,16,12,9,13,35.1,4,4,0,0,0.0
193,Adrian Semper,Genoa,1,1,90,1.0,1,1.00,4,3,75.0,0,0,1,0,0.0,0,0,0,0,0.0
194,Luigi Sepe,Salernitana,16,16,1392,15.5,24,1.55,78,54,73.1,4,8,4,1,6.3,3,3,0,0,0.0
195,Rui Silva,Betis,22,21,1964,21.8,21,0.96,76,55,75.0,11,4,6,8,38.1,2,2,0,0,0.0
196,Marco Silvestri,Udinese,35,35,3150,35.0,50,1.43,141,92,68.1,10,14,11,7,20.0,7,5,0,2,0.0
197,Unai Simon,Athletic Club,34,34,3060,34.0,31,0.91,111,81,74.8,13,11,10,12,35.3,3,3,0,0,0.0
198,Tobias Sippel,M'Gladbach,1,1,90,1.0,1,1.00,3,2,66.7,0,1,0,0,0.0,0,0,0,0,0.0
199,Salvatore Sirigu,Genoa,37,37,3330,37.0,59,1.59,180,122,69.4,4,16,17,10,27.0,5,4,1,0,20.0
200,Antonio Sivera,Alavés,4,3,277,3.1,4,1.30,16,12,81.3,0,1,2,1,33.3,1,1,0,0,0.0
201,Lukasz Skorupski,Bologna,36,36,3240,36.0,53,1.47,174,122,74.1,11,9,16,12,33.3,9,8,1,0,11.1
202,Yann Sommer,M'Gladbach,33,33,2970,33.0,60,1.82,182,120,68.7,12,8,13,5,15.2,5,3,2,0,40.0
203,David Soria,Getafe,38,38,3414,37.9,41,1.08,132,91,70.5,8,15,15,13,34.2,4,2,1,1,33.3
204,Marco Sportiello,Atalanta,5,5,450,5.0,5,1.00,18,13,83.3,0,3,2,2,40.0,2,2,0,0,0.0
205,Jason Steele,Brighton,1,1,90,1.0,2,2.00,5,3,60.0,0,0,1,0,0.0,0,0,0,0,0.0
206,Jed Steer,Aston Villa,1,1,90,1.0,3,3.00,4,1,25.0,0,0,1,0,0.0,0,0,0,0,0.0
208,Zack Steffen,Manchester City,1,1,90,1.0,0,0.00,2,2,100.0,1,0,0,1,100.0,0,0,0,0,0.0
209,Thomas Strakosha,Lazio,23,23,2070,23.0,29,1.26,86,58,67.4,12,6,5,7,30.4,1,1,0,0,0.0
210,Wojciech Szczesny,Juventus,33,33,2970,33.0,29,0.88,105,73,75.2,18,9,6,12,36.4,6,3,3,0,50.0
211,Ciprian Tatarusanu,Milan,6,6,540,6.0,10,1.67,24,14,66.7,4,1,1,1,16.7,3,2,1,0,33.3
212,Marc-Andre ter Stegen,Barcelona,35,35,3150,35.0,34,0.97,109,74,70.6,19,9,7,11,31.4,3,2,1,0,33.3
213,Pietro Terracciano,Fiorentina,32,31,2862,31.8,43,1.35,100,58,59.0,16,5,10,9,29.0,3,2,1,0,33.3
214,Kevin Trapp,Eint Frankfurt,32,32,2880,32.0,46,1.44,157,112,73.2,10,11,11,5,15.6,4,4,0,0,0.0
215,Philipp Tschauner,RB Leipzig,1,0,3,0.0,0,0.00,0,0,0.0,0,0,0,1,0.0,0,0,0,0,0.0
