,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total - Cmp,Total - Att,Total - Cmp%,Total - TotDist,Total - PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
2161,Kalvin Phillips,eng ENG,MF,Leeds United,Premier League,24.0,1995.0,27.0,1222.0,1490.0,82.0,25451.0,6915.0,394.0,444.0,88.7,583.0,661.0,88.2,220.0,321.0,68.5,2.0,3.4,3.0,-1.4,35.0,114.0,18.0,3.0,137.0
2162,Matt Phillips,sct SCO,MF,West Brom,Premier League,29.0,1991.0,20.3,384.0,563.0,68.2,6033.0,1999.0,202.0,253.0,79.8,128.0,177.0,72.3,31.0,68.0,45.6,1.0,3.4,2.5,-2.4,26.0,26.0,21.0,11.0,51.0
2163,Nathaniel Phillips,eng ENG,DF,Liverpool,Premier League,23.0,1997.0,16.2,948.0,1127.0,84.1,16825.0,5678.0,383.0,428.0,89.5,481.0,542.0,88.7,69.0,124.0,55.6,1.0,0.6,0.3,0.4,7.0,62.0,2.0,0.0,55.0
2164,Jaden Philogene Bidace,eng ENG,FW,Aston Villa,Premier League,18.0,2002.0,0.0,2.0,4.0,50.0,41.0,0.0,1.0,3.0,33.3,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2165,Krzysztof Piątek,pl POL,FW,Hertha BSC,Bundesliga,25.0,1995.0,18.1,282.0,396.0,71.2,3954.0,517.0,174.0,223.0,78.0,70.0,95.0,73.7,19.0,27.0,70.4,1.0,1.1,0.8,-0.1,10.0,13.0,5.0,1.0,21.0
2166,Pablo Piatti,ar ARG,"MF,FW",Elche,La Liga,31.0,1989.0,4.0,92.0,127.0,72.4,1351.0,247.0,49.0,59.0,83.1,31.0,41.0,75.6,6.0,16.0,37.5,0.0,0.2,0.4,-0.2,3.0,6.0,4.0,3.0,10.0
2167,Cristiano Piccini,it ITA,DF,Atalanta,Serie A,27.0,1992.0,0.7,14.0,18.0,77.8,193.0,74.0,7.0,8.0,87.5,3.0,3.0,100.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
2168,Cristiano Piccini,it ITA,DF,Valencia,La Liga,27.0,1992.0,0.7,22.0,30.0,73.3,401.0,146.0,7.0,7.0,100.0,12.0,14.0,85.7,3.0,8.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2169,Roberto Piccoli,it ITA,FW,Spezia,Serie A,19.0,2001.0,7.8,90.0,137.0,65.7,1055.0,118.0,66.0,87.0,75.9,14.0,27.0,51.9,2.0,4.0,50.0,0.0,0.6,0.1,-0.6,3.0,4.0,2.0,0.0,6.0
2170,Jordan Pickford,eng ENG,GK,Everton,Premier League,26.0,1994.0,30.5,766.0,1154.0,66.4,23261.0,18485.0,201.0,203.0,99.0,248.0,250.0,99.2,307.0,686.0,44.8,0.0,0.0,0.1,0.0,1.0,28.0,1.0,0.0,0.0
2171,Jérémy Pied,fr FRA,DF,Lille,Ligue 1,31.0,1989.0,3.5,221.0,284.0,77.8,3658.0,1364.0,112.0,132.0,84.8,81.0,97.0,83.5,18.0,36.0,50.0,0.0,0.6,0.6,-0.6,6.0,28.0,8.0,6.0,33.0
2172,Amos Pieper,de GER,DF,Arminia,Bundesliga,22.0,1998.0,29.8,1269.0,1540.0,82.4,27784.0,8492.0,312.0,355.0,87.9,733.0,807.0,90.8,217.0,349.0,62.2,1.0,0.5,0.9,0.5,6.0,62.0,12.0,1.0,86.0
2173,Ronaël Pierre-Gabriel,fr FRA,DF,Brest,Ligue 1,22.0,1998.0,25.6,1158.0,1416.0,81.8,19227.0,7571.0,557.0,629.0,88.6,496.0,577.0,86.0,79.0,144.0,54.9,0.0,1.0,1.4,-1.0,16.0,115.0,23.0,9.0,124.0
2174,Erik Pieters,nl NED,"DF,MF",Burnley,Premier League,31.0,1988.0,14.1,449.0,606.0,74.1,7105.0,2720.0,226.0,254.0,89.0,172.0,214.0,80.4,30.0,94.0,31.9,1.0,0.4,0.5,0.6,5.0,28.0,3.0,0.0,37.0
2175,Tomás Pina Isla,es ESP,MF,Alavés,La Liga,32.0,1987.0,28.6,752.0,918.0,81.9,11631.0,3990.0,417.0,485.0,86.0,284.0,324.0,87.7,33.0,62.0,53.2,1.0,1.0,0.7,0.0,7.0,88.0,4.0,1.0,94.0
2176,Andrea Pinamonti,it ITA,FW,Inter,Serie A,21.0,1999.0,1.9,37.0,52.0,71.2,421.0,81.0,26.0,32.0,81.3,8.0,10.0,80.0,0.0,2.0,0.0,0.0,0.1,0.1,-0.1,2.0,2.0,1.0,0.0,5.0
2177,Yeremi Pino,es ESP,"FW,MF",Villarreal,La Liga,17.0,2002.0,8.9,242.0,307.0,78.8,3168.0,720.0,157.0,178.0,88.2,60.0,80.0,75.0,12.0,16.0,75.0,1.0,1.3,1.6,-0.3,9.0,11.0,13.0,0.0,30.0
2178,Carlo Pinsoglio,it ITA,GK,Juventus,Serie A,30.0,1990.0,0.3,10.0,11.0,90.9,179.0,128.0,5.0,5.0,100.0,4.0,4.0,100.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2179,Gerard Piqué,es ESP,DF,Barcelona,La Liga,33.0,1987.0,16.5,1170.0,1246.0,93.9,21894.0,7340.0,381.0,404.0,94.3,669.0,689.0,97.1,97.0,117.0,82.9,0.0,0.4,0.7,-0.4,2.0,75.0,1.0,0.0,67.0
2180,Fabio Pisacane,it ITA,DF,Cagliari,Serie A,34.0,1986.0,2.5,82.0,97.0,84.5,1275.0,551.0,43.0,48.0,89.6,35.0,41.0,85.4,3.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0
2181,Łukasz Piszczek,pl POL,DF,Dortmund,Bundesliga,35.0,1985.0,5.1,249.0,319.0,78.1,4228.0,1621.0,116.0,128.0,90.6,109.0,138.0,79.0,20.0,37.0,54.1,0.0,0.2,0.2,-0.2,3.0,27.0,3.0,1.0,20.0
2182,Marko Pjaca,hr CRO,"FW,MF",Genoa,Serie A,25.0,1995.0,15.8,416.0,498.0,83.5,5448.0,959.0,251.0,287.0,87.5,111.0,125.0,88.8,17.0,22.0,77.3,2.0,1.9,0.9,0.1,14.0,26.0,13.0,1.0,50.0
2184,Miralem Pjanić,ba BIH,MF,Barcelona,La Liga,30.0,1990.0,7.0,688.0,761.0,90.4,10154.0,2874.0,381.0,401.0,95.0,250.0,270.0,92.6,33.0,47.0,70.2,0.0,0.6,1.0,-0.6,12.0,44.0,13.0,0.0,61.0
2185,Óscar Plano,es ESP,"MF,FW",Valladolid,La Liga,29.0,1991.0,28.0,606.0,830.0,73.0,8892.0,2504.0,343.0,422.0,81.3,191.0,249.0,76.7,42.0,80.0,52.5,5.0,2.1,1.8,2.9,25.0,68.0,16.0,4.0,77.0
2186,Marvin Plattenhardt,de GER,DF,Hertha BSC,Bundesliga,28.0,1992.0,11.9,526.0,708.0,74.3,8950.0,3504.0,248.0,271.0,91.5,221.0,279.0,79.2,46.0,114.0,40.4,2.0,1.2,1.6,0.8,10.0,42.0,9.0,8.0,56.0
2187,Alassane Pléa,fr FRA,FW,M'Gladbach,Bundesliga,27.0,1993.0,20.0,495.0,691.0,71.6,7486.0,1675.0,273.0,341.0,80.1,153.0,204.0,75.0,39.0,62.0,62.9,1.0,4.6,3.2,-3.6,28.0,39.0,33.0,5.0,75.0
2188,Dani Plomer,es ESP,FW,Granada,La Liga,21.0,1998.0,0.5,3.0,3.0,100.0,32.0,0.0,3.0,3.0,100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2189,Tommaso Pobega,it ITA,MF,Spezia,Serie A,21.0,1999.0,13.7,342.0,449.0,76.2,5618.0,1121.0,181.0,209.0,86.6,126.0,168.0,75.0,27.0,45.0,60.0,0.0,0.3,0.3,-0.3,7.0,33.0,4.0,1.0,38.0
2190,Daniel Podence,pt POR,"MF,FW",Wolves,Premier League,24.0,1995.0,18.5,483.0,643.0,75.1,7867.0,2039.0,269.0,316.0,85.1,129.0,180.0,71.7,59.0,84.0,70.2,2.0,1.7,1.7,0.3,21.0,47.0,20.0,5.0,72.0
2191,Paul Pogba,fr FRA,"MF,FW",Manchester Utd,Premier League,27.0,1993.0,21.1,1112.0,1367.0,81.3,19406.0,4987.0,541.0,617.0,87.7,399.0,468.0,85.3,131.0,187.0,70.1,3.0,2.4,1.8,0.6,26.0,132.0,26.0,1.0,139.0
2192,Joel Pohjanpalo,fi FIN,FW,Union Berlin,Bundesliga,25.0,1994.0,9.5,128.0,188.0,68.1,1933.0,492.0,73.0,96.0,76.0,40.0,60.0,66.7,9.0,13.0,69.2,0.0,1.2,1.0,-1.2,8.0,19.0,4.0,1.0,26.0
2193,Joel Pohjanpalo,fi FIN,MF,Leverkusen,Bundesliga,25.0,1994.0,0.1,2.0,2.0,100.0,32.0,0.0,0.0,0.0,,2.0,2.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2194,Andrea Poli,it ITA,MF,Bologna,Serie A,30.0,1989.0,4.3,191.0,213.0,89.7,2874.0,912.0,101.0,108.0,93.5,80.0,84.0,95.2,4.0,8.0,50.0,0.0,0.6,0.2,-0.6,6.0,29.0,2.0,1.0,25.0
2195,Matteo Politano,it ITA,"FW,MF",Napoli,Serie A,26.0,1993.0,21.2,659.0,871.0,75.7,10066.0,2388.0,378.0,423.0,89.4,198.0,260.0,76.2,57.0,111.0,51.4,4.0,3.9,3.0,0.1,34.0,28.0,27.0,7.0,78.0
2196,Jorge Pombo,es ESP,"FW,MF",Cádiz,La Liga,26.0,1994.0,5.8,135.0,182.0,74.2,2325.0,626.0,68.0,79.0,86.1,49.0,60.0,81.7,12.0,32.0,37.5,0.0,0.6,0.5,-0.6,7.0,13.0,7.0,2.0,27.0
2197,Marin Pongračić,hr CRO,DF,Wolfsburg,Bundesliga,22.0,1997.0,6.4,273.0,321.0,85.0,6078.0,2154.0,53.0,58.0,91.4,174.0,196.0,88.8,44.0,61.0,72.1,0.0,0.0,0.2,0.0,0.0,16.0,0.0,0.0,20.0
2198,Pere Pons,es ESP,MF,Alavés,La Liga,27.0,1993.0,13.2,270.0,349.0,77.4,3710.0,1000.0,164.0,190.0,86.3,74.0,92.0,80.4,13.0,29.0,44.8,0.0,1.1,0.6,-1.1,8.0,23.0,6.0,2.0,36.0
2199,Nick Pope,eng ENG,GK,Burnley,Premier League,28.0,1992.0,32.0,505.0,989.0,51.1,20828.0,18354.0,35.0,35.0,100.0,143.0,150.0,95.3,327.0,789.0,41.4,0.0,0.1,0.1,-0.1,2.0,37.0,1.0,0.0,1.0
2200,Manolo Portanova,it ITA,"MF,FW",Genoa,Serie A,20.0,2000.0,0.7,18.0,24.0,75.0,287.0,123.0,10.0,10.0,100.0,5.0,7.0,71.4,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0
2201,Manolo Portanova,it ITA,MF,Juventus,Serie A,20.0,2000.0,0.8,18.0,20.0,90.0,252.0,36.0,11.0,12.0,91.7,5.0,5.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2202,Francisco Portillo,es ESP,"MF,FW",Getafe,La Liga,30.0,1990.0,4.6,196.0,272.0,72.1,2869.0,965.0,107.0,125.0,85.6,70.0,87.0,80.5,10.0,24.0,41.7,1.0,0.5,0.8,0.5,5.0,27.0,8.0,2.0,35.0
2203,Portu,es ESP,"FW,MF",Real Sociedad,La Liga,28.0,1992.0,24.3,384.0,580.0,66.2,5001.0,1224.0,228.0,289.0,78.9,111.0,159.0,69.8,10.0,41.0,24.4,3.0,3.7,3.9,-0.7,26.0,11.0,19.0,4.0,38.0
2204,Stefan Posch,at AUT,DF,Hoffenheim,Bundesliga,23.0,1997.0,23.5,1153.0,1464.0,78.8,21862.0,7944.0,434.0,494.0,87.9,573.0,660.0,86.8,128.0,235.0,54.5,0.0,0.7,1.0,-0.7,14.0,114.0,16.0,9.0,133.0
2205,Sergio Postigo,es ESP,DF,Levante,La Liga,31.0,1988.0,18.0,720.0,874.0,82.4,14640.0,6190.0,252.0,270.0,93.3,354.0,386.0,91.7,109.0,201.0,54.2,0.0,0.2,0.3,-0.2,3.0,57.0,4.0,2.0,58.0
2206,Yussuf Poulsen,dk DEN,FW,RB Leipzig,Bundesliga,26.0,1994.0,15.0,316.0,446.0,70.9,3669.0,787.0,195.0,246.0,79.3,65.0,102.0,63.7,11.0,18.0,61.1,4.0,1.8,1.4,2.2,14.0,20.0,10.0,0.0,37.0
2207,Maxime Poundjé,fr FRA,DF,Bordeaux,Ligue 1,27.0,1992.0,5.5,189.0,261.0,72.4,2782.0,937.0,107.0,128.0,83.6,74.0,95.0,77.9,5.0,16.0,31.3,0.0,0.1,0.1,-0.1,1.0,8.0,2.0,1.0,16.0
2208,Darío Poveda,es ESP,FW,Getafe,La Liga,23.0,1997.0,0.1,2.0,5.0,40.0,23.0,2.0,0.0,0.0,,1.0,3.0,33.3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2210,Alejandro Pozo Pozo,es ESP,"DF,MF",Eibar,La Liga,21.0,1999.0,24.3,829.0,1161.0,71.4,14342.0,5725.0,406.0,473.0,85.8,294.0,396.0,74.2,106.0,225.0,47.1,0.0,1.1,1.5,-1.1,12.0,90.0,19.0,12.0,75.0
2211,Dennis Praet,be BEL,MF,Leicester City,Premier League,26.0,1994.0,8.0,248.0,315.0,78.7,3458.0,779.0,142.0,159.0,89.3,77.0,104.0,74.0,10.0,22.0,45.5,1.0,1.1,0.7,-0.1,7.0,11.0,7.0,2.0,25.0
2212,Sanjin Prcić,ba BIH,MF,Strasbourg,Ligue 1,26.0,1993.0,3.9,200.0,244.0,82.0,4073.0,1260.0,74.0,82.0,90.2,84.0,94.0,89.4,36.0,54.0,66.7,1.0,0.5,0.6,0.5,7.0,22.0,6.0,4.0,34.0
2213,Nicolas de Préville,fr FRA,"FW,MF",Bordeaux,Ligue 1,29.0,1991.0,17.9,451.0,654.0,69.0,7481.0,2185.0,244.0,306.0,79.7,132.0,187.0,70.6,55.0,97.0,56.7,2.0,3.4,3.2,-1.4,32.0,44.0,16.0,4.0,74.0
2214,Manuel Prietl,at AUT,MF,Arminia,Bundesliga,28.0,1991.0,28.0,777.0,978.0,79.4,14061.0,3957.0,304.0,370.0,82.2,382.0,444.0,86.0,69.0,110.0,62.7,1.0,1.8,2.0,-0.8,10.0,62.0,8.0,1.0,67.0
2215,Grischa Prömel,de GER,MF,Union Berlin,Bundesliga,25.0,1995.0,20.2,557.0,718.0,77.6,9344.0,2188.0,238.0,301.0,79.1,255.0,303.0,84.2,38.0,57.0,66.7,1.0,1.0,0.7,0.0,9.0,56.0,5.0,2.0,66.0
2216,Davy Pröpper,nl NED,MF,Brighton,Premier League,28.0,1991.0,2.4,70.0,96.0,72.9,1134.0,372.0,37.0,51.0,72.5,25.0,32.0,78.1,5.0,6.0,83.3,0.0,0.0,0.2,0.0,0.0,5.0,5.0,0.0,14.0
2217,Ivan Provedel,it ITA,GK,Spezia,Serie A,26.0,1994.0,29.0,1042.0,1404.0,74.2,29950.0,19305.0,138.0,140.0,98.6,469.0,482.0,97.3,430.0,774.0,55.6,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0
2218,Antonio Puertas,es ESP,"FW,MF",Granada,La Liga,28.0,1992.0,24.1,418.0,652.0,64.1,5773.0,1456.0,254.0,323.0,78.6,105.0,168.0,62.5,25.0,69.0,36.2,5.0,2.3,1.3,2.7,17.0,28.0,13.0,4.0,47.0
2219,Riqui Puig,es ESP,"MF,FW",Barcelona,La Liga,20.0,1999.0,3.2,318.0,349.0,91.1,4530.0,953.0,182.0,197.0,92.4,90.0,100.0,90.0,25.0,28.0,89.3,0.0,0.2,0.4,-0.2,5.0,27.0,3.0,0.0,34.0
2220,Erick Pulgar,cl CHI,MF,Fiorentina,Serie A,26.0,1994.0,22.2,933.0,1152.0,81.0,16703.0,5147.0,400.0,442.0,90.5,392.0,438.0,89.5,111.0,199.0,55.8,3.0,1.8,1.8,1.2,21.0,95.0,10.0,5.0,94.0
2221,Jorge Pulido,es ESP,DF,Huesca,La Liga,29.0,1991.0,32.1,1358.0,1637.0,83.0,26618.0,8801.0,453.0,504.0,89.9,741.0,816.0,90.8,151.0,273.0,55.3,0.0,0.3,0.5,-0.3,5.0,96.0,8.0,2.0,99.0
2222,Christian Pulisic,us USA,"FW,MF",Chelsea,Premier League,21.0,1998.0,19.3,561.0,705.0,79.6,7253.0,1587.0,347.0,405.0,85.7,159.0,197.0,80.7,13.0,26.0,50.0,2.0,2.8,2.2,-0.8,25.0,34.0,37.0,3.0,82.0
2223,Ignacio Pussetto,ar ARG,FW,Udinese,Serie A,24.0,1995.0,8.4,118.0,185.0,63.8,1657.0,445.0,68.0,90.0,75.6,35.0,65.0,53.8,7.0,12.0,58.3,1.0,0.9,0.5,0.1,8.0,9.0,6.0,1.0,18.0
2224,Fabio Quagliarella,it ITA,FW,Sampdoria,Serie A,37.0,1983.0,24.5,362.0,526.0,68.8,5487.0,1166.0,194.0,253.0,76.7,110.0,152.0,72.4,27.0,49.0,55.1,1.0,1.4,1.1,-0.4,19.0,35.0,10.0,2.0,46.0
2225,Robin Quaison,se SWE,"FW,MF",Mainz 05,Bundesliga,26.0,1993.0,16.4,211.0,324.0,65.1,3105.0,851.0,121.0,161.0,75.2,62.0,96.0,64.6,14.0,28.0,50.0,2.0,2.6,1.8,-0.6,10.0,24.0,6.0,0.0,40.0
2226,Domingos Quina,pt POR,MF,Granada,La Liga,20.0,1999.0,3.8,68.0,91.0,74.7,1052.0,210.0,38.0,46.0,82.6,19.0,27.0,70.4,6.0,6.0,100.0,0.0,0.2,0.3,-0.2,5.0,6.0,4.0,0.0,10.0
2227,Quini,es ESP,DF,Granada,La Liga,30.0,1989.0,13.2,341.0,513.0,66.5,5122.0,1915.0,192.0,229.0,83.8,110.0,163.0,67.5,23.0,73.0,31.5,0.0,0.2,0.3,-0.2,4.0,27.0,6.0,5.0,30.0
2228,Quique,es ESP,"FW,MF",Eibar,La Liga,30.0,1990.0,1.9,35.0,49.0,71.4,501.0,71.0,23.0,29.0,79.3,11.0,15.0,73.3,1.0,3.0,33.3,0.0,0.1,0.0,-0.1,1.0,3.0,0.0,0.0,2.0
2229,Dani Raba,es ESP,"MF,FW",Villarreal,La Liga,24.0,1995.0,1.7,63.0,84.0,75.0,997.0,252.0,33.0,38.0,86.8,18.0,23.0,78.3,6.0,16.0,37.5,0.0,0.0,0.3,0.0,2.0,3.0,4.0,1.0,10.0
2230,Simone Rabbi,it ITA,"FW,DF",Bologna,Serie A,18.0,2001.0,0.4,5.0,9.0,55.6,72.0,22.0,3.0,3.0,100.0,2.0,4.0,50.0,0.0,0.0,,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2231,Adrien Rabiot,fr FRA,MF,Juventus,Serie A,25.0,1995.0,25.7,1297.0,1450.0,89.4,20213.0,5167.0,687.0,752.0,91.4,492.0,528.0,93.2,80.0,91.0,87.9,2.0,1.1,1.2,0.9,10.0,114.0,23.0,4.0,122.0
2232,Uroš Račić,rs SRB,MF,Valencia,La Liga,22.0,1998.0,24.3,835.0,1055.0,79.1,15999.0,3791.0,337.0,420.0,80.2,337.0,388.0,86.9,134.0,179.0,74.9,1.0,0.3,0.5,0.7,10.0,91.0,6.0,1.0,104.0
2233,Anthony Racioppi,ch SUI,GK,Dijon,Ligue 1,21.0,1998.0,21.0,431.0,650.0,66.3,12101.0,9728.0,84.0,85.0,98.8,211.0,213.0,99.1,134.0,349.0,38.4,0.0,0.2,0.0,-0.2,1.0,10.0,0.0,0.0,0.0
2234,Nemanja Radoja,rs SRB,MF,Levante,La Liga,27.0,1993.0,12.5,588.0,683.0,86.1,10203.0,2456.0,269.0,304.0,88.5,243.0,273.0,89.0,58.0,76.0,76.3,2.0,0.2,0.8,1.8,3.0,42.0,9.0,1.0,63.0
2236,Nemanja Radonjić,rs SRB,FW,Marseille,Ligue 1,24.0,1996.0,4.4,81.0,135.0,60.0,999.0,312.0,56.0,80.0,70.0,20.0,28.0,71.4,1.0,7.0,14.3,1.0,0.3,0.3,0.7,6.0,4.0,4.0,1.0,10.0
2237,Nemanja Radonjić,rs SRB,"FW,MF",Hertha BSC,Bundesliga,24.0,1996.0,6.8,157.0,252.0,62.3,2188.0,872.0,98.0,130.0,75.4,40.0,64.0,62.5,8.0,16.0,50.0,2.0,1.0,0.9,1.0,8.0,17.0,13.0,4.0,31.0
2238,Aleksandar Radovanović,rs SRB,DF,Lens,Ligue 1,26.0,1993.0,1.0,31.0,45.0,68.9,632.0,191.0,9.0,14.0,64.3,17.0,22.0,77.3,5.0,8.0,62.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
2239,Ivan Radovanović,rs SRB,"DF,MF",Genoa,Serie A,31.0,1988.0,24.8,968.0,1140.0,84.9,20153.0,6983.0,288.0,320.0,90.0,529.0,577.0,91.7,141.0,215.0,65.6,0.0,0.3,0.2,-0.3,3.0,45.0,0.0,0.0,55.0
2240,Ionuț Radu,ro ROU,GK,Inter,Serie A,23.0,1997.0,1.5,54.0,56.0,96.4,982.0,484.0,21.0,21.0,100.0,29.0,29.0,100.0,3.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2241,Ștefan Radu,ro ROU,DF,Lazio,Serie A,33.0,1986.0,27.3,1355.0,1635.0,82.9,23882.0,9253.0,612.0,677.0,90.4,594.0,680.0,87.4,122.0,212.0,57.5,3.0,1.5,1.9,1.5,19.0,147.0,32.0,17.0,165.0
2242,Rafael,br BRA,GK,Spezia,Serie A,38.0,1982.0,2.3,78.0,107.0,72.9,1970.0,1422.0,24.0,24.0,100.0,30.0,31.0,96.8,24.0,52.0,46.2,1.0,0.4,0.0,0.6,1.0,0.0,0.0,0.0,0.0
2243,Rafinha,br BRA,"MF,FW",Paris S-G,Ligue 1,27.0,1993.0,15.1,1058.0,1182.0,89.5,15569.0,3450.0,605.0,640.0,94.5,346.0,388.0,89.2,63.0,82.0,76.8,4.0,2.6,1.7,1.4,23.0,109.0,14.0,1.0,119.0
2244,Antonio Raimondo,it ITA,FW,Bologna,Serie A,16.0,2004.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2245,Predrag Rajković,rs SRB,GK,Reims,Ligue 1,24.0,1995.0,36.5,966.0,1451.0,66.6,27846.0,18754.0,137.0,137.0,100.0,491.0,497.0,98.8,335.0,809.0,41.4,0.0,0.0,0.1,0.0,1.0,28.0,3.0,0.0,0.0
2246,Ivan Rakitić,hr CRO,MF,Sevilla,La Liga,32.0,1988.0,24.8,1480.0,1717.0,86.2,25592.0,6345.0,722.0,778.0,92.8,543.0,600.0,90.5,167.0,247.0,67.6,2.0,1.5,1.7,0.5,25.0,149.0,10.0,1.0,167.0
2247,Jonás Ramalho,es ESP,DF,Osasuna,La Liga,27.0,1993.0,3.4,99.0,132.0,75.0,1776.0,772.0,48.0,54.0,88.9,38.0,48.0,79.2,11.0,26.0,42.3,0.0,0.0,0.1,0.0,1.0,8.0,3.0,2.0,9.0
2248,Benito Raman,be BEL,"FW,MF",Schalke 04,Bundesliga,25.0,1994.0,13.8,220.0,328.0,67.1,3751.0,1280.0,104.0,144.0,72.2,83.0,105.0,79.0,23.0,30.0,76.7,0.0,1.2,1.1,-1.2,14.0,14.0,13.0,5.0,30.0
2249,Gastón Ramírez,uy URU,"FW,MF",Sampdoria,Serie A,29.0,1990.0,10.8,350.0,490.0,71.4,5545.0,1776.0,189.0,230.0,82.2,95.0,126.0,75.4,41.0,84.0,48.8,4.0,2.2,1.9,1.8,22.0,41.0,12.0,1.0,58.0
2250,Sandro Ramírez,es ESP,FW,Huesca,La Liga,25.0,1995.0,14.3,246.0,326.0,75.5,3934.0,735.0,132.0,159.0,83.0,78.0,98.0,79.6,23.0,31.0,74.2,1.0,0.5,0.8,0.5,10.0,14.0,5.0,2.0,24.0
2251,Sergio Ramos,es ESP,DF,Real Madrid,La Liga,34.0,1986.0,14.2,1019.0,1112.0,91.6,21101.0,7915.0,334.0,356.0,93.8,493.0,514.0,95.9,174.0,201.0,86.6,0.0,0.4,0.3,-0.4,4.0,96.0,2.0,1.0,98.0
2252,Aaron Ramsdale,eng ENG,GK,Sheffield Utd,Premier League,22.0,1998.0,38.0,569.0,1153.0,49.3,22218.0,19232.0,71.0,73.0,97.3,176.0,179.0,98.3,318.0,889.0,35.8,0.0,0.1,0.1,-0.1,2.0,44.0,1.0,0.0,0.0
2253,Aaron Ramsey,wls WAL,MF,Juventus,Serie A,29.0,1990.0,12.1,622.0,728.0,85.4,9585.0,2443.0,328.0,365.0,89.9,217.0,241.0,90.0,48.0,65.0,73.8,4.0,3.3,2.0,0.7,31.0,57.0,21.0,5.0,72.0
2254,Jacob Ramsey,eng ENG,MF,Aston Villa,Premier League,19.0,2001.0,7.0,192.0,229.0,83.8,3083.0,765.0,102.0,114.0,89.5,70.0,78.0,89.7,14.0,19.0,73.7,0.0,0.3,0.2,-0.3,6.0,15.0,1.0,1.0,23.0
2255,Kayne Ramsey,eng ENG,DF,Southampton,Premier League,19.0,2000.0,1.0,17.0,23.0,73.9,242.0,81.0,9.0,10.0,90.0,7.0,10.0,70.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2256,Darren Randolph,ie IRL,GK,West Ham,Premier League,33.0,1987.0,3.0,36.0,66.0,54.5,1188.0,987.0,6.0,6.0,100.0,14.0,14.0,100.0,16.0,46.0,34.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2257,Andrea Ranocchia,it ITA,DF,Inter,Serie A,32.0,1988.0,7.8,468.0,496.0,94.4,9382.0,3387.0,124.0,130.0,95.4,290.0,296.0,98.0,49.0,61.0,80.3,1.0,0.5,0.1,0.5,3.0,11.0,0.0,0.0,17.0
2258,Raphinha,br BRA,"MF,FW",Leeds United,Premier League,23.0,1996.0,26.2,687.0,1064.0,64.6,11676.0,4332.0,347.0,413.0,84.0,218.0,336.0,64.9,88.0,204.0,43.1,9.0,7.9,6.8,1.1,64.0,79.0,40.0,7.0,97.0
2259,Raphinha,br BRA,"FW,MF",Rennes,Ligue 1,23.0,1996.0,4.5,89.0,139.0,64.0,1576.0,500.0,39.0,49.0,79.6,39.0,51.0,76.5,9.0,27.0,33.3,2.0,0.9,0.8,1.1,9.0,12.0,5.0,1.0,12.0
2260,Marcus Rashford,eng ENG,FW,Manchester Utd,Premier League,22.0,1997.0,32.4,1001.0,1248.0,80.2,14132.0,2775.0,579.0,663.0,87.3,303.0,367.0,82.6,54.0,84.0,64.3,9.0,3.8,3.1,5.2,43.0,44.0,54.0,5.0,117.0
2262,Milot Rashica,xk KVX,"FW,MF",Werder Bremen,Bundesliga,24.0,1996.0,16.2,285.0,423.0,67.4,4812.0,975.0,145.0,194.0,74.7,99.0,136.0,72.8,31.0,54.0,57.4,2.0,1.6,2.0,0.4,19.0,11.0,20.0,10.0,31.0
