,Player,90s,SCA - SCA,SCA - SCA90,SCA Types - PassLive,SCA Types - PassDead,SCA Types - TO,SCA Types - Sh,SCA Types - Fld,SCA Types - Def,GCA - GCA,GCA - GCA90,GCA Types - PassLive,GCA Types - PassDead,GCA Types - TO,GCA Types - Sh,GCA Types - Fld,GCA Types - Def
0,Max Aarons,10.6,17,1.61,12,2,0,0,3,0,1,0.09,1,0,0,0,0,0
1,Brenden Aaronson,3.2,8,2.50,7,1,0,0,0,0,1,0.31,1,0,0,0,0,0
2,Paxten Aaronson,0.5,1,2.00,1,0,0,0,0,0,1,2.00,1,0,0,0,0,0
3,Yunis Abdelhamid,12.0,6,0.50,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0
4,Salis Abdul Samed,9.4,16,1.70,16,0,0,0,0,0,0,0.00,0,0,0,0,0,0
5,Laurent Abergel,12.0,25,2.08,19,1,1,0,0,4,4,0.33,2,0,1,0,0,1
6,Matthis Abline,3.5,14,3.95,12,0,2,0,0,0,1,0.28,0,0,1,0,0,0
7,Abner,5.8,9,1.55,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0
8,Zakaria Aboukhlal,4.2,9,2.15,6,0,1,1,1,0,1,0.24,0,0,0,0,1,0
9,Abdel Abqar,10.0,6,0.60,4,0,0,1,1,0,0,0.00,0,0,0,0,0,0
10,Francesco Acerbi,9.0,10,1.11,8,0,0,2,0,0,1,0.11,1,0,0,0,0,0
11,Marcos Acuna,4.6,16,3.50,10,3,1,0,1,1,0,0.00,0,0,0,0,0,0
12,Benie Adama Traore,3.6,5,1.38,5,0,0,0,0,0,1,0.28,1,0,0,0,0,0
13,Akor Adams,9.7,18,1.85,11,0,4,2,1,0,2,0.21,0,0,2,0,0,0
14,Junior Adamu,0.9,1,1.15,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
15,Sargis Adamyan,1.6,7,4.41,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
16,Tosin Adarabioyo,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
17,Elijah Adebayo,4.3,9,2.09,7,0,0,1,1,0,0,0.00,0,0,0,0,0,0
18,Karim Adeyemi,3.6,6,1.67,3,0,1,0,2,0,1,0.28,1,0,0,0,0,0
19,Simon Adingra,7.4,13,1.75,7,0,3,1,1,1,3,0.40,2,0,0,0,0,1
20,Amine Adli,1.7,12,7.01,10,0,1,1,0,0,2,1.17,2,0,0,0,0,0
21,Yacine Adli,3.3,11,3.36,7,4,0,0,0,0,1,0.31,0,1,0,0,0,0
22,Adson,2.3,7,3.06,6,0,1,0,0,0,0,0.00,0,0,0,0,0,0
23,Michel Aebischer,10.7,13,1.22,12,0,0,0,1,0,1,0.09,1,0,0,0,0,0
24,Emmanuel Agbadou,7.7,11,1.43,8,0,0,3,0,0,0,0.00,0,0,0,0,0,0
26,Lucien Agoume,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
27,Felix Agu,0.0,1,45.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
28,Nayef Aguerd,10.7,8,0.75,6,1,0,1,0,0,0,0.00,0,0,0,0,0,0
29,Ruben Aguilar,6.7,17,2.55,16,0,0,1,0,0,1,0.15,1,0,0,0,0,0
30,Naouirou Ahamada,0.9,2,2.20,2,0,0,0,0,0,1,1.10,1,0,0,0,0,0
31,Anel Ahmedhodzic,8.0,6,0.75,5,0,0,1,0,0,1,0.12,0,0,0,1,0,0
32,Joseph Aidoo,4.5,6,1.33,4,0,1,1,0,0,1,0.22,0,0,0,1,0,0
33,Ola Aina,7.0,10,1.43,6,1,1,0,1,1,1,0.14,1,0,0,0,0,0
34,Rayan Ait Nouri,9.7,25,2.58,14,6,1,2,2,0,1,0.10,0,0,0,0,1,0
35,Tosin Aiyegun,5.0,5,1.00,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
36,Kristoffer Ajer,7.1,14,1.98,12,0,1,1,0,0,2,0.28,2,0,0,0,0,0
37,Ludovic Ajorque,5.8,11,1.91,9,1,0,0,1,0,0,0.00,0,0,0,0,0,0
38,Manuel Akanji,9.0,14,1.56,14,0,0,0,0,0,2,0.22,2,0,0,0,0,0
39,Marley Ake,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
40,Nathan Ake,6.1,9,1.46,7,0,0,2,0,0,2,0.33,1,0,0,1,0,0
41,Ilias Akhomach,3.6,9,2.51,6,1,1,1,0,0,1,0.28,1,0,0,0,0,0
42,Sergio Akieme,10.0,20,2.00,11,2,4,1,2,0,1,0.10,0,0,0,1,0,0
43,Maghnes Akliouche,3.9,18,4.63,12,0,3,2,1,0,2,0.51,2,0,0,0,0,0
44,Paul Akouokou,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
45,Paul Akouokou,1.9,4,2.09,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0
46,Jean-Daniel Akpa-Akpro,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
47,Kevin Akpoguma,4.8,6,1.26,4,0,1,0,1,0,1,0.21,1,0,0,0,0,0
48,David Alaba,10.4,18,1.72,13,4,0,1,0,0,1,0.10,0,1,0,0,0,0
49,Luis Alberto,11.2,46,4.10,33,11,0,2,0,0,2,0.18,2,0,0,0,0,0
50,Raul Albiol,9.8,1,0.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
52,Ruben Alcaraz,10.0,18,1.80,14,2,0,1,0,1,3,0.30,2,0,0,1,0,0
53,Omar Alderete,5.8,6,1.03,4,0,1,0,1,0,0,0.00,0,0,0,0,0,0
54,Ivan Alejo,8.0,13,1.62,9,0,0,0,4,0,2,0.25,1,0,0,0,1,0
55,Carles Alena,6.0,21,3.47,12,8,0,0,1,0,2,0.33,1,1,0,0,0,0
56,Trent Alexander-Arnold,8.6,41,4.75,29,8,2,2,0,0,4,0.46,3,1,0,0,0,0
57,Mohamed Ali Cho,2.7,3,1.11,1,0,1,0,1,0,1,0.37,0,0,0,0,1,0
59,Faride Alidou,2.7,7,2.56,6,0,0,0,1,0,1,0.37,1,0,0,0,0,0
60,Nabil Alioui,9.1,24,2.64,14,8,2,0,0,0,0,0.00,0,0,0,0,0,0
61,Alisson,12.0,6,0.50,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0
62,Jim Allevinah,8.8,28,3.19,19,2,3,2,1,1,0,0.00,0,0,0,0,0,0
63,Domingos Andre Ribeiro Almeida,5.3,17,3.20,11,2,2,2,0,0,1,0.19,1,0,0,0,0,0
64,Miguel Almiron,8.3,20,2.41,16,0,1,2,1,0,2,0.24,1,0,0,1,0,0
65,Pontus Almqvist,10.2,31,3.04,19,1,4,3,3,1,5,0.49,3,0,0,0,1,1
66,Marcos Alonso,1.8,7,3.89,7,0,0,0,0,0,1,0.56,1,0,0,0,0,0
67,Adria Altimira,3.1,3,0.96,3,0,0,0,0,0,1,0.32,1,0,0,0,0,0
68,Sergi Altimira,1.0,1,0.96,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0
69,Edson Alvarez,8.4,10,1.19,6,0,1,3,0,0,2,0.24,2,0,0,0,0,0
70,Gaston Alvarez,10.0,10,1.00,8,1,0,1,0,0,0,0.00,0,0,0,0,0,0
71,Julian Alvarez,10.9,44,4.02,31,10,1,1,1,0,8,0.73,6,1,0,0,1,0
72,Yeray Alvarez,2.1,4,1.95,2,2,0,0,0,0,1,0.49,1,0,0,0,0,0
73,Skelly Alvero,3.5,8,2.26,3,1,1,2,1,0,0,0.00,0,0,0,0,0,0
74,Papa Amadou Diallo,1.7,2,1.15,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
75,Selim Amallah,3.9,9,2.33,3,0,3,0,3,0,1,0.26,1,0,0,0,0,0
76,Amath,2.9,9,3.10,3,0,1,2,2,1,0,0.00,0,0,0,0,0,0
78,Lorenzo Amatucci,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
79,Zeki Amdouni,8.2,14,1.70,6,0,2,3,2,1,0,0.00,0,0,0,0,0,0
80,Bruno Amione,2.9,2,0.68,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
81,Michael Amir Murillo,2.6,2,0.78,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0
82,Nadiem Amiri,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
83,Sofyan Amrabat,3.5,4,1.15,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
84,Joachim Andersen,12.0,22,1.83,20,1,0,1,0,0,2,0.17,2,0,0,0,0,0
85,Elliot Anderson,4.6,14,3.07,13,0,1,0,0,0,1,0.22,1,0,0,0,0,0
86,Felipe Anderson,9.9,34,3.45,29,0,2,2,0,1,6,0.61,5,0,0,0,0,1
87,Benjamin Andre,12.0,21,1.75,17,1,0,0,2,1,1,0.08,0,0,0,0,1,0
88,Komnen Andric,1.4,4,2.86,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
89,Robert Andrich,1.7,2,1.16,2,0,0,0,0,0,1,0.58,1,0,0,0,0,0
90,Miguel Angel Rubio,6.2,2,0.32,2,0,0,0,0,0,1,0.16,1,0,0,0,0,0
91,Fabrizio Angileri,0.8,4,4.86,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0
92,Jaidon Anthony,1.7,3,1.78,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0
93,Waldemar Anton,11.0,11,1.00,9,0,0,1,1,0,2,0.18,2,0,0,0,0,0
94,Michail Antonio,9.0,18,1.99,13,0,3,0,1,1,5,0.55,4,0,1,0,0,0
95,Antony,5.4,21,3.87,19,0,1,0,1,0,0,0.00,0,0,0,0,0,0
96,Christopher Antwi-Adjei,4.7,10,2.11,8,1,0,1,0,0,1,0.21,1,0,0,0,0,0
97,Houssem Aouar,4.7,18,3.86,9,4,1,2,2,0,0,0.00,0,0,0,0,0,0
98,Stredair Appuah,0.3,2,6.92,0,0,1,1,0,0,0,0.00,0,0,0,0,0,0
99,Mauro Arambarri,3.8,9,2.39,8,0,0,0,0,1,0,0.00,0,0,0,0,0,0
100,Julian Araujo,6.6,13,1.98,10,1,1,0,0,1,0,0.00,0,0,0,0,0,0
101,Ronald Araujo,6.4,8,1.26,7,0,1,0,0,0,0,0.00,0,0,0,0,0,0
102,Cameron Archer,7.9,13,1.64,11,0,1,1,0,0,0,0.00,0,0,0,0,0,0
104,Cameron Archer,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
105,Alphonse Areola,12.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
106,Adu Ares,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
107,Jesus Areso,8.1,13,1.60,11,2,0,0,0,0,1,0.12,1,0,0,0,0,0
108,Jose Arnaiz,3.1,11,3.60,1,4,1,1,4,0,0,0.00,0,0,0,0,0,0
109,Hakon Arnar Haraldsson,3.5,7,2.01,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
110,Marko Arnautovic,1.4,6,4.32,6,0,0,0,0,0,1,0.72,1,0,0,0,0,0
111,Maximilian Arnold,8.7,19,2.18,12,7,0,0,0,0,0,0.00,0,0,0,0,0,0
112,Mohamed El Arouch,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
113,Sergio Arribas,8.4,19,2.25,14,1,0,1,3,0,0,0.00,0,0,0,0,0,0
114,Kepa Arrizabalaga,10.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
115,Arthur,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
116,Takuma Asano,9.3,28,3.03,19,0,2,3,3,1,2,0.22,1,0,0,1,0,0
117,Marco Asensio,2.6,10,3.90,10,0,0,0,0,0,2,0.78,2,0,0,0,0,0
118,Kristjan Asllani,1.0,2,2.02,2,0,0,0,0,0,1,1.01,1,0,0,0,0,0
119,Joel Asoro,5.2,9,1.72,6,0,2,0,1,0,2,0.38,1,0,1,0,0,0
120,Iago Aspas,11.1,70,6.32,46,15,5,2,2,0,5,0.45,1,2,1,1,0,0
121,Lorenz Assignon,10.6,38,3.59,27,3,4,0,2,2,6,0.57,3,0,2,0,1,0
122,Youcef Atal,4.0,12,3.01,9,0,1,1,1,0,1,0.25,1,0,0,0,0,0
123,Valentin Atangana Edoa,1.7,2,1.16,0,0,0,1,0,1,0,0.00,0,0,0,0,0,0
124,Arthur Atta,1.3,4,3.16,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
125,Noah Atubolu,11.0,1,0.09,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
126,Pierre-Emerick Aubameyang,9.1,21,2.32,12,0,2,5,2,0,4,0.44,2,0,1,1,0,0
127,Tommaso Augello,8.8,19,2.16,13,6,0,0,0,0,0,0.00,0,0,0,0,0,0
128,Yann Aurel Bisseck,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
130,Serge Aurier,8.3,11,1.33,9,1,0,0,1,0,2,0.24,2,0,0,0,0,0
131,Ezequiel Avila,6.8,26,3.80,18,6,0,2,0,0,4,0.58,3,1,0,0,0,0
132,Taiwo Awoniyi,7.4,20,2.71,16,0,1,0,2,1,5,0.68,4,0,1,0,0,0
133,Jordan Ayew,11.3,29,2.57,15,0,2,4,7,1,7,0.62,5,0,1,0,1,0
134,Neil El Aynaoui,1.5,2,1.30,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0
135,Sardar Azmoun,0.9,3,3.51,1,0,1,1,0,0,1,1.17,0,0,0,1,0,0
136,Cesar Azpilicueta,6.5,10,1.54,10,0,0,0,0,0,1,0.15,1,0,0,0,0,0
137,Paulo Azzi,4.2,7,1.69,5,0,0,1,0,1,0,0.00,0,0,0,0,0,0
138,Oussama El Azzouzi,2.2,3,1.36,2,0,0,0,1,0,1,0.45,1,0,0,0,0,0
139,Iddrisu Baba,8.2,11,1.34,10,0,0,0,0,1,0,0.00,0,0,0,0,0,0
140,Srdan Babic,1.0,3,3.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
141,Aliou Badara Balde,0.4,1,2.73,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0
142,Loic Bade,9.0,13,1.44,12,0,0,1,0,0,3,0.33,2,0,0,1,0,0
143,Milan Badelj,6.8,6,0.88,6,0,0,0,0,0,1,0.15,1,0,0,0,0,0
144,Matthias Bader,7.7,21,2.72,17,1,0,1,1,1,1,0.13,1,0,0,0,0,0
145,Alex Baena,8.8,42,4.79,29,7,4,1,0,1,5,0.57,3,2,0,0,0,0
146,Jaime Baez,5.0,14,2.80,5,6,1,0,2,0,2,0.40,1,0,0,0,1,0
147,Leon Bailey,3.8,18,4.68,14,1,1,2,0,0,3,0.78,2,0,0,1,0,0
148,Nedim Bajrami,6.1,18,2.97,14,2,1,0,0,1,2,0.33,2,0,0,0,0,0
149,Tiemoue Bakayoko,3.1,2,0.65,2,0,0,0,0,0,1,0.32,1,0,0,0,0,0
150,Mitchel Bakker,1.2,2,1.65,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
151,Ridle Baku,5.4,17,3.12,16,0,0,0,1,0,0,0.00,0,0,0,0,0,0
152,Dilane Bakwa,5.6,14,2.52,6,5,0,1,2,0,0,0.00,0,0,0,0,0,0
153,Tommaso Baldanzi,6.8,27,3.98,19,2,2,0,4,0,1,0.15,1,0,0,0,0,0
154,Alejandro Balde,10.0,16,1.60,15,0,1,0,0,0,3,0.30,3,0,0,0,0,0
156,George Baldock,5.0,7,1.40,3,2,1,0,1,0,1,0.20,0,0,0,0,1,0
157,Carlos Baleba,3.0,2,0.67,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
158,Carlos Baleba,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
159,Leonardo Balerdi,5.2,5,0.96,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
160,Ivan Balliu,11.0,21,1.91,17,3,1,0,0,0,1,0.09,0,1,0,0,0,0
161,Folarin Balogun,5.6,19,3.41,13,0,4,1,1,0,2,0.36,1,0,1,0,0,0
162,Jonathan Bamba,12.3,47,3.82,41,0,4,1,1,0,3,0.24,3,0,0,0,0,0
163,Lameck Banda,6.1,21,3.43,12,1,3,5,0,0,1,0.16,1,0,0,0,0,0
164,Mamady Bangre,1.0,5,5.23,4,0,1,0,0,0,1,1.05,1,0,0,0,0,0
165,Mattia Bani,10.0,2,0.20,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
166,Leo Baptistao,4.6,6,1.31,2,0,0,1,3,0,1,0.22,0,0,0,0,1,0
167,Shandon Baptiste,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
168,Antonin Barak,1.2,6,4.91,4,0,0,1,0,1,0,0.00,0,0,0,0,0,0
169,Francisco Barbosa,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
170,Bradley Barcola,3.0,5,1.67,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
171,Bradley Barcola,3.8,22,5.74,18,0,3,1,0,0,3,0.78,3,0,0,0,0,0
172,Melvin Bard,11.1,21,1.90,16,2,0,1,0,2,2,0.18,2,0,0,0,0,0
173,Nicolo Barella,9.9,34,3.43,33,0,0,0,0,1,3,0.30,3,0,0,0,0,0
174,Kike Barja,2.7,9,3.36,7,0,1,1,0,0,1,0.37,1,0,0,0,0,0
175,Ross Barkley,4.9,14,2.83,6,4,1,1,1,1,3,0.61,2,0,0,0,1,0
176,Aymen Barkok,2.6,12,4.66,8,1,1,1,1,0,1,0.39,1,0,0,0,0,0
177,Harvey Barnes,2.1,6,2.89,4,0,1,0,1,0,1,0.48,1,0,0,0,0,0
178,Leandro Barreiro Martins,10.9,21,1.93,14,1,1,1,2,2,1,0.09,1,0,0,0,0,0
179,Enzo Barrenechea,10.1,11,1.09,11,0,0,0,0,0,0,0.00,0,0,0,0,0,0
180,Ander Barrenetxea,8.2,22,2.67,15,0,3,2,2,0,3,0.36,1,0,0,2,0,0
182,Pablo Barrios,5.3,15,2.85,13,0,1,1,0,0,1,0.19,1,0,0,0,0,0
183,Davide Bartesaghi,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
184,Marc Bartra,2.5,3,1.20,2,0,0,1,0,0,1,0.40,0,0,0,1,0,0
185,Federico Baschirotto,10.6,6,0.57,5,0,0,1,0,0,1,0.09,1,0,0,0,0,0
186,Chris Basham,3.6,3,0.84,1,0,0,1,1,0,0,0.00,0,0,0,0,0,0
187,Calvin Bassey,5.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
188,Alessandro Bastoni,8.3,24,2.88,19,1,0,1,2,1,1,0.12,1,0,0,0,0,0
189,Simone Bastoni,1.8,3,1.69,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
190,Maximilian Bauer,5.3,3,0.56,1,0,0,2,0,0,0,0.00,0,0,0,0,0,0
191,Oliver Baumann,11.0,2,0.18,1,1,0,0,0,0,1,0.09,0,1,0,0,0,0
192,Christoph Baumgartner,3.2,14,4.45,6,0,1,2,4,1,2,0.64,0,0,0,1,1,0
193,Bebe,0.7,3,4.09,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
194,Ihlas Bebou,5.6,11,1.97,8,0,1,1,1,0,0,0.00,0,0,0,0,0,0
195,Adrian Beck,4.3,13,3.01,8,0,1,3,0,1,2,0.46,1,0,0,1,0,0
196,Sheraldo Becker,6.5,26,3.99,20,0,2,2,2,0,4,0.61,2,0,0,1,1,0
197,Donny van de Beek,0.0,1,30.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
198,Yanis Begraoui,3.0,6,2.00,3,0,0,0,3,0,1,0.33,1,0,0,0,0,0
199,Kevin Behrens,8.8,20,2.28,13,0,0,2,4,1,1,0.11,1,0,0,0,0,0
200,Maximilian Beier,8.1,22,2.73,7,0,3,4,8,0,5,0.62,0,0,1,2,2,0
201,Jeremie Bela,0.4,3,7.71,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
202,Amari'i Bell,6.2,6,0.96,6,0,0,0,0,0,1,0.16,1,0,0,0,0,0
203,Stefan Bell,6.4,5,0.78,5,0,0,0,0,0,1,0.16,1,0,0,0,0,0
204,Raoul Bellanova,10.1,24,2.37,20,0,2,0,1,1,3,0.30,3,0,0,0,0,0
205,Jean-Ricner Bellegarde,2.4,9,3.75,3,2,3,0,1,0,0,0.00,0,0,0,0,0,0
206,Jean-Ricner Bellegarde,3.0,6,2.01,4,0,2,0,0,0,3,1.00,2,0,1,0,0,0
208,Hector Bellerin,9.0,12,1.34,10,1,0,0,1,0,0,0.00,0,0,0,0,0,0
209,Jude Bellingham,10.5,40,3.81,32,0,3,2,3,0,4,0.38,3,0,0,1,0,0
210,Jeanoel Belocian,6.3,5,0.80,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0
211,Andrea Belotti,5.3,17,3.19,8,0,2,2,4,1,6,1.13,3,0,2,1,0,0
212,Fran Beltran,10.0,15,1.50,14,0,0,1,0,0,1,0.10,1,0,0,0,0,0
213,Lucas Beltran,4.1,11,2.69,7,0,2,0,1,1,4,0.98,3,0,1,0,0,0
214,Eliesse Ben Seghir,0.4,2,5.29,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0
215,Anis Ben Slimane,1.2,3,2.41,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
216,Wissam Ben Yedder,9.9,28,2.84,24,0,1,1,1,1,2,0.20,2,0,0,0,0,0
217,Carlos Benavidez,3.4,5,1.47,1,0,0,0,2,2,0,0.00,0,0,0,0,0,0
218,Said Benrahma,4.8,20,4.13,18,0,2,0,0,0,1,0.21,1,0,0,0,0,0
219,Ramy Bensebaini,7.2,18,2.50,12,1,1,1,3,0,2,0.28,2,0,0,0,0,0
220,Nabil Bentaleb,3.8,3,0.78,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
221,Rodrigo Bentancur,0.7,2,3.05,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
222,Domenico Berardi,9.9,50,5.07,39,1,1,5,3,1,4,0.41,3,0,0,0,1,0
223,Yuri Berchiche,6.5,10,1.55,9,1,0,0,0,0,2,0.31,2,0,0,0,0,0
224,Alex Berenguer,4.6,21,4.55,8,11,0,1,0,1,2,0.43,0,1,0,0,0,1
225,Bartosz Bereszynski,3.9,5,1.29,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0
226,Johann Berg Gudmundsson,4.8,16,3.35,8,7,0,0,1,0,1,0.21,1,0,0,0,0,0
227,Sander Berge,8.8,10,1.14,10,0,0,0,0,0,1,0.11,1,0,0,0,0,0
228,Etrit Berisha,10.0,1,0.10,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
229,Mergim Berisha,1.6,4,2.48,2,0,1,1,0,0,0,0.00,0,0,0,0,0,0
230,Mergim Berisha,1.4,5,3.69,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0
231,Bernardo,11.0,11,1.00,10,0,0,0,1,0,1,0.09,1,0,0,0,0,0
232,Victor Bernth Kristiansen,5.7,14,2.46,10,0,2,2,0,0,2,0.35,1,0,0,1,0,0
234,Matus Bero,4.0,8,2.03,5,0,0,1,1,1,0,0.00,0,0,0,0,0,0
235,Luke Berry,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
236,Jan-Niklas Beste,9.4,43,4.59,14,22,1,3,3,0,8,0.85,4,2,0,1,1,0
237,Beto,3.3,17,5.08,9,0,5,1,0,2,1,0.30,1,0,0,0,0,0
238,Beto,0.8,6,7.30,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
239,Sam Beukema,11.0,5,0.45,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
240,Jordan Beyer,7.5,7,0.93,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
241,Jaka Bijol,12.0,3,0.25,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
242,Philip Billing,10.3,26,2.51,24,0,0,1,1,0,2,0.19,2,0,0,0,0,0
243,Cristiano Biraghi,6.5,12,1.84,4,4,3,0,1,0,6,0.92,1,3,2,0,0,0
244,Davide Biraschi,1.0,1,1.00,0,0,1,0,0,0,1,1.00,0,0,1,0,0,0
245,Samuele Birindelli,5.2,12,2.31,10,0,0,1,1,0,2,0.39,2,0,0,0,0,0
246,Tom Bischof,1.3,4,2.98,1,2,0,1,0,0,1,0.74,1,0,0,0,0,0
247,Yves Bissouma,9.8,22,2.24,17,0,3,0,0,2,1,0.10,1,0,0,0,0,0
248,Leonardo Bittencourt,4.3,7,1.62,6,0,0,1,0,0,1,0.23,1,0,0,0,0,0
249,Marco Bizot,11.0,2,0.18,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
250,Antonio Blanco,7.5,21,2.79,18,0,0,1,2,0,0,0.00,0,0,0,0,0,0
251,Ruben Blanco,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
252,Ludovic Blas,8.7,24,2.75,16,1,4,3,0,0,3,0.34,2,0,0,1,0,0
253,Janis Blaswich,11.0,1,0.09,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
254,Alexis Blin,3.0,2,0.67,1,0,0,1,0,0,1,0.33,0,0,0,1,0,0
255,Daley Blind,12.0,24,2.00,23,0,0,0,0,1,5,0.42,4,0,0,0,0,1
256,Myron Boadu,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
257,Oscar Bobb,0.6,5,8.49,4,0,0,0,1,0,2,3.40,1,0,0,0,1,0
258,Jeremie Boga,6.9,26,3.80,13,3,6,3,1,0,3,0.44,1,1,1,0,0,0
260,Jayden Bogle,7.3,7,0.96,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
261,Emil Bohinen,4.6,11,2.37,9,0,0,0,1,1,1,0.22,1,0,0,0,0,0
262,Daniel Boloca,10.4,32,3.08,27,0,5,0,0,0,2,0.19,2,0,0,0,0,0
263,Willy Boly,8.5,7,0.82,5,0,0,2,0,0,0,0.00,0,0,0,0,0,0
264,Giacomo Bonaventura,10.0,32,3.21,29,1,0,1,1,0,4,0.40,4,0,0,0,0,0
265,Federico Bonazzoli,5.7,17,3.00,15,0,0,2,0,0,1,0.18,1,0,0,0,0,0
266,Warren Bondo,1.7,7,4.01,5,0,0,1,0,1,2,1.15,1,0,0,1,0,0
267,Victor Boniface,10.5,39,3.70,17,0,18,2,2,0,9,0.85,5,0,3,0,1,0
268,Kevin Bonifazi,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
269,Leonardo Bonucci,4.9,3,0.62,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
270,Angelo Borges,6.4,20,3.13,14,2,2,0,1,1,2,0.31,2,0,0,0,0,0
271,Neto Borges,7.0,17,2.43,13,1,0,1,2,0,1,0.14,0,0,0,0,1,0
272,Yvandro Borges Sanches,0.2,1,5.29,0,0,0,0,1,0,1,5.29,0,0,0,0,1,0
273,Sebastiaan Bornauw,2.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
274,Rafael Borre,4.8,11,2.29,9,0,0,1,1,0,2,0.42,1,0,0,0,1,0
275,Gennaro Borrelli,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
276,Adri Bosch,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
277,Erik Botheim,3.5,1,0.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
278,Sven Botman,5.0,4,0.81,3,0,0,1,0,0,1,0.20,1,0,0,0,0,0
279,Ayyoub Bouaddi,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
