,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Performance - CrdY,Performance - CrdR,Performance - 2CrdY,Performance - Fls,Performance - Fld,Performance - Off,Performance - Crs,Performance - Int,Performance - TklW,Performance - PKwon,Performance - PKcon,Performance - OG,Performance - Recov,Aerial Duels - Won,Aerial Duels - Lost,Aerial Duels - Won%
1249,Phil Jones,eng ENG,DF,Manchester Utd,Premier League,25.0,1992.0,21.9,2.0,0.0,0.0,10.0,24.0,0.0,2.0,41.0,18.0,0.0,0.0,1.0,134.0,53.0,22.0,70.7
1250,Nigel de Jong,nl NED,MF,Mainz 05,Bundesliga,32.0,1984.0,8.2,2.0,0.0,0.0,11.0,11.0,0.0,0.0,12.0,12.0,0.0,1.0,0.0,35.0,13.0,5.0,72.2
1251,Jony,es ESP,"FW,MF",Málaga,La Liga,26.0,1991.0,2.4,1.0,0.0,0.0,2.0,2.0,0.0,35.0,2.0,2.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0
1252,Joan Jordán,es ESP,MF,Eibar,La Liga,23.0,1994.0,27.0,2.0,1.0,1.0,37.0,17.0,5.0,114.0,30.0,24.0,0.0,0.0,0.0,176.0,36.0,35.0,50.7
1253,Jorge,br BRA,DF,Monaco,Ligue 1,21.0,1996.0,21.3,8.0,0.0,0.0,28.0,43.0,3.0,61.0,66.0,40.0,2.0,0.0,0.0,144.0,30.0,39.0,43.5
1254,Jorginho,it ITA,MF,Napoli,Serie A,25.0,1991.0,29.4,5.0,0.0,0.0,32.0,19.0,0.0,20.0,50.0,46.0,0.0,0.0,0.0,255.0,15.0,24.0,38.5
1255,Willian José,br BRA,FW,Real Sociedad,La Liga,25.0,1991.0,30.8,4.0,0.0,0.0,31.0,53.0,21.0,15.0,5.0,7.0,0.0,1.0,0.0,77.0,49.0,59.0,45.4
1256,Joselu,es ESP,FW,Newcastle Utd,Premier League,27.0,1990.0,19.0,2.0,0.0,0.0,30.0,23.0,3.0,6.0,11.0,17.0,0.0,0.0,0.0,54.0,144.0,120.0,54.5
1257,Yann Jouffre,fr FRA,"FW,MF",Metz,Ligue 1,33.0,1984.0,3.1,0.0,0.0,0.0,2.0,4.0,1.0,18.0,3.0,2.0,0.0,0.0,0.0,19.0,1.0,1.0,50.0
1258,Vukašin Jovanović,rs SRB,DF,Bordeaux,Ligue 1,21.0,1996.0,16.0,4.0,0.0,0.0,8.0,16.0,0.0,1.0,27.0,14.0,0.0,0.0,0.0,84.0,20.0,20.0,50.0
1259,Stevan Jovetić,me MNE,FW,Monaco,Ligue 1,27.0,1989.0,8.4,1.0,0.0,0.0,15.0,11.0,7.0,4.0,3.0,4.0,0.0,0.0,0.0,36.0,26.0,31.0,45.6
1260,Luka Jović,rs SRB,FW,Eint Frankfurt,Bundesliga,19.0,1997.0,10.4,2.0,0.0,0.0,21.0,10.0,7.0,5.0,1.0,5.0,0.0,0.0,0.0,25.0,20.0,44.0,31.3
1261,Jozabed,es ESP,MF,Celta Vigo,La Liga,26.0,1991.0,16.4,7.0,0.0,0.0,14.0,10.0,2.0,7.0,16.0,12.0,0.0,0.0,0.0,126.0,5.0,9.0,35.7
1262,Juanfran,es ESP,DF,La Coruña,La Liga,28.0,1988.0,34.0,3.0,0.0,0.0,24.0,32.0,1.0,161.0,63.0,44.0,0.0,1.0,0.0,201.0,39.0,31.0,55.7
1263,Juanfran,es ESP,DF,Atlético Madrid,La Liga,32.0,1985.0,14.5,3.0,0.0,0.0,32.0,9.0,5.0,36.0,26.0,24.0,0.0,0.0,0.0,76.0,5.0,10.0,33.3
1264,Juankar,es ESP,DF,Málaga,La Liga,27.0,1990.0,8.7,2.0,0.0,0.0,9.0,8.0,1.0,24.0,19.0,17.0,0.0,0.0,0.0,51.0,5.0,11.0,31.3
1265,Juanmi,es ESP,"FW,MF",Real Sociedad,La Liga,24.0,1993.0,16.5,3.0,0.0,0.0,20.0,23.0,16.0,5.0,10.0,13.0,1.0,1.0,0.0,57.0,12.0,17.0,41.4
1266,Juanpe,es ESP,DF,Girona,La Liga,26.0,1991.0,34.1,7.0,0.0,0.0,48.0,7.0,1.0,4.0,53.0,30.0,1.0,0.0,0.0,108.0,60.0,30.0,66.7
1267,Juanpi,ve VEN,"MF,FW",Málaga,La Liga,23.0,1994.0,6.8,1.0,0.0,0.0,4.0,15.0,0.0,13.0,6.0,8.0,0.0,0.0,0.0,28.0,2.0,15.0,11.8
1268,Mariano Julio Izco,ar ARG,MF,Crotone,Serie A,34.0,1983.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,21.0,0.0,0.0,
1269,Christopher Jullien,fr FRA,DF,Toulouse,Ligue 1,24.0,1993.0,28.9,7.0,0.0,0.0,31.0,7.0,1.0,2.0,40.0,25.0,0.0,0.0,0.0,138.0,124.0,40.0,75.6
1270,David Juncà,es ESP,DF,Eibar,La Liga,23.0,1993.0,10.0,3.0,0.0,0.0,14.0,7.0,0.0,71.0,11.0,13.0,0.0,0.0,0.0,58.0,5.0,5.0,50.0
1271,Gideon Jung,de GER,"MF,DF",Hamburger SV,Bundesliga,22.0,1994.0,28.6,7.0,1.0,0.0,60.0,54.0,2.0,4.0,38.0,41.0,0.0,1.0,0.0,152.0,42.0,45.0,48.3
1272,Sebastian Jung,de GER,DF,Wolfsburg,Bundesliga,27.0,1990.0,0.9,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,
1274,Zlatko Junuzović,at AUT,"MF,FW",Werder Bremen,Bundesliga,29.0,1987.0,18.1,2.0,0.0,0.0,26.0,27.0,4.0,82.0,18.0,23.0,0.0,0.0,0.0,78.0,8.0,18.0,30.8
1275,Mathias Jørgensen,dk DEN,DF,Huddersfield,Premier League,27.0,1990.0,38.0,6.0,0.0,0.0,45.0,9.0,2.0,0.0,76.0,36.0,0.0,1.0,0.0,166.0,87.0,82.0,51.5
1276,Christian Kabasele,be BEL,DF,Watford,Premier League,26.0,1991.0,25.9,5.0,0.0,0.0,31.0,16.0,0.0,1.0,34.0,25.0,0.0,1.0,1.0,98.0,103.0,45.0,69.6
1277,Younès Kaboul,fr FRA,DF,Watford,Premier League,31.0,1986.0,1.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,7.0,8.0,3.0,72.7
1278,Alexander Kačaniklić,se SWE,"MF,FW",Nantes,Ligue 1,25.0,1991.0,3.5,0.0,0.0,0.0,2.0,4.0,2.0,12.0,6.0,5.0,0.0,0.0,0.0,13.0,3.0,2.0,60.0
1279,Gojko Kačar,rs SRB,DF,Augsburg,Bundesliga,30.0,1987.0,2.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0,4.0,6.0,11.0,35.3
1280,Elias Kachunga,cd COD,"FW,MF",Huddersfield,Premier League,25.0,1992.0,14.8,1.0,0.0,0.0,20.0,32.0,5.0,24.0,2.0,26.0,0.0,0.0,0.0,79.0,17.0,35.0,32.7
1281,Pavel Kadeřábek,cz CZE,"FW,DF",Hoffenheim,Bundesliga,25.0,1992.0,24.4,5.0,0.0,0.0,35.0,21.0,1.0,85.0,34.0,30.0,0.0,0.0,0.0,71.0,56.0,40.0,58.3
1282,Shinji Kagawa,jp JPN,MF,Dortmund,Bundesliga,28.0,1989.0,13.0,0.0,0.0,0.0,9.0,17.0,1.0,36.0,6.0,22.0,1.0,0.0,0.0,59.0,2.0,15.0,11.8
1283,Sullay Kaikai,sl SLE,MF,Crystal Palace,Premier League,21.0,1995.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
1284,Florian Kainz,at AUT,"MF,FW",Werder Bremen,Bundesliga,24.0,1992.0,19.0,5.0,0.0,0.0,35.0,29.0,3.0,116.0,17.0,25.0,0.0,0.0,0.0,89.0,13.0,20.0,39.4
1285,Dominik Kaiser,de GER,"MF,FW",RB Leipzig,Bundesliga,28.0,1988.0,3.1,0.0,0.0,0.0,4.0,7.0,0.0,18.0,1.0,5.0,0.0,0.0,0.0,12.0,2.0,7.0,22.2
1286,Gaël Kakuta,cd COD,"MF,FW",Amiens,Ligue 1,26.0,1991.0,34.3,3.0,0.0,0.0,17.0,63.0,7.0,173.0,26.0,32.0,0.0,0.0,0.0,203.0,45.0,103.0,30.4
1287,Nikola Kalinić,hr CRO,FW,Milan,Serie A,29.0,1988.0,20.1,3.0,0.0,0.0,44.0,45.0,18.0,1.0,3.0,5.0,2.0,0.0,0.0,39.0,43.0,55.0,43.9
1288,Salomon Kalou,ci CIV,"FW,MF",Hertha BSC,Bundesliga,31.0,1985.0,24.5,0.0,0.0,0.0,22.0,34.0,11.0,16.0,10.0,11.0,0.0,0.0,0.0,90.0,33.0,63.0,34.4
1289,Daichi Kamada,jp JPN,"MF,FW",Eint Frankfurt,Bundesliga,20.0,1996.0,1.6,0.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,2.0,9.0,18.2
1290,François Kamano,gn GUI,FW,Bordeaux,Ligue 1,21.0,1996.0,22.4,4.0,0.0,0.0,38.0,36.0,16.0,60.0,15.0,24.0,2.0,0.0,0.0,110.0,12.0,24.0,33.3
1291,Bingourou Kamara,sn SEN,GK,Strasbourg,Ligue 1,20.0,1996.0,18.8,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,1.0,50.0
1292,Boubacar Kamara,fr FRA,"DF,MF",Marseille,Ligue 1,17.0,1999.0,5.1,1.0,0.0,0.0,8.0,4.0,0.0,2.0,3.0,14.0,0.0,0.0,0.0,31.0,10.0,9.0,52.6
1293,Marcin Kamiński,pl POL,DF,Stuttgart,Bundesliga,25.0,1992.0,12.6,0.0,0.0,0.0,7.0,0.0,0.0,8.0,30.0,14.0,0.0,0.0,0.0,46.0,33.0,30.0,52.4
1294,Kevin Kampl,si SVN,MF,RB Leipzig,Bundesliga,26.0,1990.0,22.4,3.0,0.0,0.0,30.0,21.0,7.0,80.0,33.0,33.0,0.0,0.0,0.0,155.0,9.0,16.0,36.0
1295,Kevin Kampl,si SVN,MF,Leverkusen,Bundesliga,26.0,1990.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0
1296,Harry Kane,eng ENG,FW,Tottenham,Premier League,24.0,1993.0,34.2,5.0,0.0,0.0,34.0,40.0,42.0,20.0,5.0,12.0,1.0,0.0,0.0,72.0,58.0,78.0,42.6
1297,Wilfried Kanga,ci CIV,"FW,MF",Angers,Ligue 1,19.0,1998.0,1.9,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,6.0,33.3
1298,Mamadou Kanouté,sn SEN,"FW,MF",Benevento,Serie A,23.0,1993.0,0.4,0.0,0.0,,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
1300,N'Golo Kanté,fr FRA,MF,Chelsea,Premier League,26.0,1991.0,33.3,3.0,0.0,0.0,41.0,15.0,1.0,13.0,85.0,77.0,0.0,0.0,0.0,312.0,16.0,31.0,34.0
1301,Bartosz Kapustka,pl POL,"FW,MF",Freiburg,Bundesliga,20.0,1996.0,2.6,0.0,0.0,0.0,4.0,3.0,2.0,5.0,3.0,5.0,0.0,0.0,0.0,8.0,4.0,10.0,28.6
1302,Kenan Karaman,tr TUR,"MF,FW",Hannover 96,Bundesliga,23.0,1994.0,9.5,2.0,0.0,0.0,11.0,18.0,1.0,13.0,1.0,13.0,0.0,0.0,0.0,38.0,12.0,18.0,40.0
1303,Yann Karamoh,fr FRA,"FW,MF",Inter,Serie A,19.0,1998.0,5.4,0.0,0.0,0.0,4.0,15.0,2.0,31.0,4.0,1.0,0.0,0.0,0.0,20.0,3.0,8.0,27.3
1304,Loris Karius,de GER,GK,Liverpool,Premier League,24.0,1993.0,19.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,35.0,7.0,1.0,87.5
1305,Orestis Karnezis,gr GRE,GK,Watford,Premier League,32.0,1985.0,14.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,100.0
1306,Rick Karsdorp,nl NED,DF,Roma,Serie A,22.0,1995.0,0.9,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
1307,Aleksandar Katai,rs SRB,"MF,DF",Alavés,La Liga,26.0,1991.0,0.6,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
1308,Florian Kath,de GER,"FW,MF",Freiburg,Bundesliga,22.0,1994.0,7.5,3.0,0.0,0.0,21.0,34.0,0.0,11.0,8.0,10.0,0.0,0.0,0.0,26.0,15.0,23.0,39.5
1309,Ole Käuper,de GER,MF,Werder Bremen,Bundesliga,20.0,1997.0,0.8,1.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,4.0,1.0,1.0,50.0
1310,Eiji Kawashima,jp JPN,GK,Metz,Ligue 1,34.0,1983.0,28.5,0.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,40.0,1.0,3.0,25.0
1311,Beram Kayal,il ISR,MF,Brighton,Premier League,29.0,1988.0,8.3,2.0,0.0,0.0,15.0,15.0,1.0,5.0,12.0,11.0,0.0,0.0,0.0,54.0,8.0,8.0,50.0
1312,Joris Kayembe,be BEL,"FW,MF",Nantes,Ligue 1,22.0,1994.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
1313,Olarenwaju Kayode,ng NGA,"FW,MF",Girona,La Liga,24.0,1993.0,4.3,2.0,0.0,0.0,11.0,11.0,5.0,4.0,1.0,3.0,2.0,0.0,0.0,14.0,5.0,7.0,41.7
1314,Moise Kean,it ITA,FW,Hellas Verona,Serie A,17.0,2000.0,12.6,5.0,0.0,0.0,14.0,8.0,10.0,13.0,7.0,5.0,0.0,0.0,0.0,49.0,10.0,34.0,22.7
1315,Michael Keane,eng ENG,DF,Everton,Premier League,24.0,1993.0,28.4,3.0,0.0,0.0,21.0,10.0,4.0,4.0,53.0,25.0,0.0,0.0,0.0,138.0,128.0,85.0,60.1
1316,Thilo Kehrer,de GER,DF,Schalke 04,Bundesliga,20.0,1996.0,26.3,4.0,0.0,0.0,35.0,29.0,2.0,3.0,35.0,64.0,1.0,0.0,0.0,125.0,55.0,48.0,53.4
1317,Cheick Keita,ml MLI,DF,Bologna,Serie A,21.0,1996.0,1.4,0.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,9.0,2.0,3.0,40.0
1318,Naby Keïta,gn GUI,MF,RB Leipzig,Bundesliga,22.0,1995.0,21.8,8.0,2.0,1.0,52.0,60.0,0.0,18.0,36.0,48.0,0.0,0.0,0.0,190.0,14.0,22.0,38.9
1319,Keko,es ESP,"MF,FW",Málaga,La Liga,25.0,1991.0,13.4,3.0,0.0,0.0,35.0,28.0,6.0,41.0,13.0,23.0,0.0,0.0,0.0,88.0,14.0,10.0,58.3
1320,Martin Kelly,eng ENG,DF,Crystal Palace,Premier League,27.0,1990.0,13.3,1.0,0.0,0.0,8.0,4.0,0.0,6.0,9.0,13.0,0.0,0.0,1.0,43.0,27.0,36.0,42.9
1321,Marc-Oliver Kempf,de GER,DF,Freiburg,Bundesliga,22.0,1995.0,10.0,1.0,0.0,0.0,7.0,5.0,0.0,0.0,17.0,12.0,0.0,1.0,0.0,43.0,23.0,16.0,59.0
1322,Kenedy,br BRA,"MF,DF",Newcastle Utd,Premier League,21.0,1996.0,11.4,1.0,0.0,0.0,15.0,20.0,0.0,38.0,14.0,17.0,1.0,0.0,0.0,84.0,2.0,17.0,10.5
1323,Jonjoe Kenny,eng ENG,DF,Everton,Premier League,20.0,1997.0,17.7,2.0,0.0,0.0,17.0,4.0,0.0,46.0,28.0,33.0,1.0,0.0,0.0,85.0,38.0,31.0,55.1
1324,Ryan Kent,eng ENG,"FW,MF",Freiburg,Bundesliga,20.0,1996.0,2.7,1.0,0.0,0.0,3.0,3.0,0.0,5.0,1.0,3.0,0.0,0.0,0.0,10.0,1.0,12.0,7.7
1326,Christophe Kerbrat,fr FRA,DF,Guingamp,Ligue 1,30.0,1986.0,36.9,4.0,0.0,0.0,11.0,29.0,0.0,4.0,62.0,45.0,0.0,1.0,0.0,189.0,35.0,54.0,39.3
1327,Franck Kessié,ci CIV,MF,Milan,Serie A,20.0,1996.0,36.3,9.0,0.0,0.0,69.0,46.0,4.0,65.0,26.0,34.0,1.0,2.0,0.0,230.0,45.0,67.0,40.2
1328,Billy Ketkeophomphone,la LAO,MF,Angers,Ligue 1,27.0,1990.0,4.9,0.0,0.0,0.0,10.0,10.0,0.0,10.0,5.0,9.0,0.0,0.0,0.0,30.0,6.0,14.0,30.0
1329,Driss Khalid,ma MAR,FW,Toulouse,Ligue 1,18.0,1999.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,100.0
1330,Saîf-Eddine Khaoui,tn TUN,"MF,FW",Troyes,Ligue 1,22.0,1995.0,21.7,1.0,0.0,0.0,40.0,26.0,1.0,104.0,27.0,25.0,0.0,0.0,0.0,119.0,9.0,20.0,31.0
1331,Wahbi Khazri,tn TUN,"FW,MF",Rennes,Ligue 1,26.0,1991.0,21.3,8.0,1.0,0.0,38.0,52.0,17.0,64.0,7.0,18.0,0.0,0.0,0.0,109.0,15.0,30.0,33.3
1332,Rani Khedira,de GER,"MF,DF",Augsburg,Bundesliga,23.0,1994.0,25.3,8.0,0.0,0.0,48.0,32.0,1.0,8.0,36.0,47.0,0.0,0.0,0.0,88.0,55.0,61.0,47.4
1333,Sami Khedira,de GER,MF,Juventus,Serie A,30.0,1987.0,21.2,1.0,0.0,0.0,14.0,7.0,6.0,12.0,20.0,9.0,0.0,0.0,0.0,77.0,19.0,11.0,63.3
1334,Stefan Kießling,de GER,"DF,MF",Leverkusen,Bundesliga,33.0,1984.0,0.9,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,6.0,53.8
1335,Kike,es ESP,FW,Eibar,La Liga,27.0,1989.0,27.3,5.0,0.0,0.0,47.0,76.0,13.0,15.0,10.0,8.0,0.0,0.0,0.0,101.0,95.0,133.0,41.7
1336,Joshua Kimmich,de GER,DF,Bayern Munich,Bundesliga,22.0,1995.0,25.9,1.0,0.0,0.0,17.0,52.0,2.0,212.0,20.0,23.0,1.0,1.0,0.0,140.0,20.0,18.0,52.6
1337,Presnel Kimpembe,fr FRA,DF,Paris S-G,Ligue 1,21.0,1995.0,26.9,8.0,2.0,2.0,34.0,48.0,1.0,6.0,24.0,28.0,0.0,2.0,0.0,169.0,31.0,23.0,57.4
1338,Andy King,wls WAL,MF,Leicester City,Premier League,28.0,1988.0,6.0,1.0,0.0,0.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,0.0,0.0,34.0,10.0,8.0,55.6
1339,Andy King,wls WAL,MF,Swansea City,Premier League,28.0,1988.0,7.9,1.0,0.0,0.0,4.0,6.0,0.0,8.0,6.0,11.0,0.0,0.0,0.0,41.0,5.0,6.0,45.5
1340,Joshua King,no NOR,"FW,MF",Bournemouth,Premier League,25.0,1992.0,27.3,3.0,0.0,0.0,45.0,56.0,4.0,34.0,4.0,26.0,1.0,0.0,0.0,132.0,67.0,82.0,45.0
1341,Simon Kjær,dk DEN,DF,Sevilla,La Liga,28.0,1989.0,17.5,3.0,0.0,0.0,18.0,9.0,0.0,1.0,32.0,24.0,0.0,0.0,0.0,69.0,43.0,21.0,67.2
1342,Davy Klaassen,nl NED,"MF,FW",Everton,Premier League,24.0,1993.0,2.8,0.0,0.0,0.0,5.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,10.0,2.0,3.0,40.0
1343,Felix Klaus,de GER,"MF,FW",Hannover 96,Bundesliga,24.0,1992.0,22.0,5.0,0.0,0.0,28.0,59.0,7.0,73.0,8.0,38.0,4.0,0.0,0.0,83.0,22.0,48.0,31.4
1344,Ragnar Klavan,ee EST,DF,Liverpool,Premier League,31.0,1985.0,16.1,0.0,0.0,0.0,7.0,12.0,0.0,1.0,15.0,10.0,0.0,0.0,0.0,96.0,37.0,39.0,48.7
1345,Tim Kleindienst,de GER,"FW,DF",Freiburg,Bundesliga,21.0,1995.0,12.6,2.0,0.0,0.0,31.0,13.0,4.0,9.0,6.0,15.0,0.0,0.0,0.0,27.0,83.0,72.0,53.5
1346,Lukas Klostermann,de GER,DF,RB Leipzig,Bundesliga,21.0,1996.0,24.3,2.0,0.0,0.0,13.0,16.0,1.0,41.0,33.0,41.0,0.0,0.0,0.0,106.0,41.0,34.0,54.7
1347,Lukas Klünter,de GER,"DF,FW",Köln,Bundesliga,21.0,1996.0,14.8,6.0,0.0,0.0,22.0,18.0,5.0,53.0,13.0,20.0,0.0,1.0,0.0,55.0,17.0,12.0,58.6
1348,Robin Knoche,de GER,DF,Wolfsburg,Bundesliga,25.0,1992.0,23.4,2.0,0.0,0.0,18.0,11.0,1.0,3.0,25.0,20.0,1.0,1.0,1.0,77.0,66.0,37.0,64.1
1349,Anthony Knockaert,fr FRA,"MF,FW",Brighton,Premier League,25.0,1991.0,26.9,4.0,1.0,0.0,22.0,23.0,8.0,98.0,23.0,26.0,0.0,0.0,0.0,171.0,15.0,19.0,44.1
1350,Törles Knöll,de GER,"MF,FW",Hamburger SV,Bundesliga,19.0,1997.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1352,Robin Koch,de GER,"MF,DF",Freiburg,Bundesliga,21.0,1996.0,21.3,3.0,0.0,0.0,31.0,16.0,0.0,1.0,35.0,24.0,0.0,0.0,0.0,106.0,78.0,58.0,57.4
1353,Kenan Kodro,ba BIH,"FW,DF",Mainz 05,Bundesliga,23.0,1993.0,2.6,0.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,5.0,8.0,6.0,57.1
1354,Hervé Koffi,bf BFA,GK,Lille,Ligue 1,20.0,1996.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,100.0
1355,Dominik Kohr,de GER,MF,Leverkusen,Bundesliga,23.0,1994.0,18.5,9.0,1.0,1.0,45.0,23.0,1.0,3.0,30.0,26.0,0.0,0.0,0.0,86.0,22.0,36.0,37.9
1356,Seybou Koita,ne NIG,FW,Amiens,Ligue 1,23.0,1994.0,2.4,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,9.0,5.0,8.0,38.5
1357,Koke,es ESP,MF,Atlético Madrid,La Liga,25.0,1992.0,30.6,3.0,0.0,0.0,24.0,51.0,1.0,140.0,24.0,45.0,0.0,0.0,0.0,232.0,13.0,10.0,56.5
1358,Aleksandar Kolarov,rs SRB,DF,Roma,Serie A,31.0,1985.0,34.0,3.0,0.0,0.0,26.0,40.0,4.0,295.0,53.0,47.0,2.0,1.0,0.0,217.0,53.0,30.0,63.9
1359,Sead Kolašinac,ba BIH,DF,Arsenal,Premier League,24.0,1993.0,23.9,3.0,0.0,0.0,32.0,10.0,1.0,42.0,26.0,37.0,0.0,0.0,0.0,134.0,47.0,32.0,59.5
1360,Vincent Kompany,be BEL,DF,Manchester City,Premier League,31.0,1986.0,15.5,6.0,0.0,0.0,18.0,1.0,0.0,0.0,16.0,11.0,0.0,0.0,0.0,91.0,42.0,12.0,77.8
1361,Ibrahima Konaté,fr FRA,DF,RB Leipzig,Bundesliga,18.0,1999.0,13.6,1.0,0.0,0.0,13.0,10.0,0.0,0.0,20.0,25.0,0.0,1.0,0.0,58.0,36.0,19.0,65.5
1362,Moussa Konaté,sn SEN,FW,Amiens,Ligue 1,24.0,1993.0,27.5,8.0,0.0,0.0,52.0,53.0,29.0,23.0,3.0,6.0,1.0,0.0,0.0,55.0,71.0,108.0,39.7
1363,Geoffrey Kondogbia,cf CTA,MF,Valencia,La Liga,24.0,1993.0,29.0,12.0,1.0,1.0,57.0,53.0,1.0,3.0,62.0,57.0,0.0,1.0,0.0,231.0,41.0,35.0,53.9
1364,Bakary Koné,bf BFA,DF,Strasbourg,Ligue 1,29.0,1988.0,27.4,3.0,0.0,0.0,23.0,17.0,2.0,1.0,33.0,17.0,1.0,2.0,0.0,106.0,49.0,32.0,60.5
1365,Terence Kongolo,nl NED,DF,Huddersfield,Premier League,23.0,1994.0,11.7,0.0,0.0,0.0,5.0,10.0,0.0,10.0,32.0,20.0,0.0,0.0,0.0,50.0,27.0,13.0,67.5
1366,Terence Kongolo,nl NED,DF,Monaco,Ligue 1,23.0,1994.0,2.9,0.0,0.0,0.0,5.0,4.0,0.0,11.0,5.0,4.0,0.0,0.0,0.0,24.0,4.0,0.0,100.0
1367,Yevhen Konoplyanka,ua UKR,"FW,MF",Schalke 04,Bundesliga,27.0,1989.0,17.4,1.0,0.0,0.0,23.0,22.0,4.0,107.0,5.0,9.0,1.0,0.0,0.0,56.0,8.0,21.0,27.6
1368,Julian Korb,de GER,"DF,MF",Hannover 96,Bundesliga,25.0,1992.0,26.0,8.0,0.0,0.0,41.0,15.0,2.0,64.0,22.0,41.0,0.0,0.0,0.0,104.0,13.0,27.0,32.5
1369,Laurent Koscielny,fr FRA,DF,Arsenal,Premier League,31.0,1985.0,24.7,4.0,0.0,0.0,14.0,26.0,2.0,5.0,54.0,21.0,0.0,0.0,0.0,160.0,77.0,59.0,56.6
1370,Filip Kostić,rs SRB,"FW,MF",Hamburger SV,Bundesliga,24.0,1992.0,27.1,2.0,0.0,0.0,35.0,40.0,8.0,125.0,10.0,38.0,0.0,1.0,0.0,111.0,30.0,64.0,31.9
1371,Christian Kouakou,ci CIV,"MF,FW",Caen,Ligue 1,26.0,1991.0,9.4,0.0,0.0,0.0,18.0,22.0,14.0,19.0,8.0,13.0,0.0,0.0,0.0,44.0,9.0,8.0,52.9
1372,Rominigue Kouamé,ml MLI,"DF,MF",Lille,Ligue 1,20.0,1996.0,2.2,0.0,0.0,0.0,3.0,2.0,0.0,3.0,5.0,2.0,0.0,1.0,0.0,18.0,0.0,4.0,0.0
1373,Tomáš Koubek,cz CZE,GK,Rennes,Ligue 1,24.0,1992.0,34.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,49.0,16.0,1.0,94.1
1374,Kalidou Koulibaly,sn SEN,DF,Napoli,Serie A,26.0,1991.0,34.1,5.0,1.0,0.0,30.0,9.0,1.0,2.0,40.0,42.0,0.0,0.0,0.0,285.0,63.0,45.0,58.3
1375,Jules Koundé,fr FRA,DF,Bordeaux,Ligue 1,18.0,1998.0,17.7,1.0,0.0,0.0,9.0,6.0,1.0,1.0,14.0,19.0,0.0,0.0,0.0,106.0,30.0,34.0,46.9
1376,Cheikhou Kouyaté,sn SEN,MF,West Ham,Premier League,27.0,1989.0,31.1,5.0,0.0,0.0,45.0,41.0,6.0,17.0,32.0,49.0,0.0,1.0,0.0,188.0,119.0,108.0,52.4
