,Player,Squad,Playing Time - MP,Playing Time - Starts,Playing Time - Min,90s,Performance - GA,Performance - GA90,Performance - SoTA,Performance - Saves,Performance - Save%,Performance - W,Performance - D,Performance - L,Performance - CS,Performance - CS%,Penalty Kicks - PKatt,Penalty Kicks - PKA,Penalty Kicks - PKsv,Penalty Kicks - PKm,Penalty Kicks - Save%
39,Mory Diaw,Clermont Foot,37,37,3330,37.0,47,1.27,161,110,75.8,17,8,12,10,27.0,12,8,4,0,33.3
40,Stole Dimitrievski,Rayo Vallecano,37,37,3324,36.9,49,1.33,139,94,67.6,13,10,14,9,24.3,5,4,0,1,0.0
41,Yehvann Diouf,Reims,31,31,2790,31.0,31,1.00,137,107,78.1,11,12,8,14,45.2,1,1,0,0,0.0
42,Ouparine Djoco,Clermont Foot,1,1,90,1.0,2,2.00,3,1,33.3,0,0,1,0,0.0,0,0,0,0,0.0
43,Marko Dmitrovic,Sevilla,15,13,1269,14.1,13,0.92,55,43,76.4,6,4,3,5,38.5,0,0,0,0,0.0
44,Gianluigi Donnarumma,Paris S-G,38,38,3409,37.9,40,1.06,160,120,76.3,27,4,7,13,34.2,5,2,1,2,33.3
45,Bartlomiej Dragowski,Spezia,34,34,2946,32.7,54,1.65,164,112,69.5,6,10,18,6,17.6,6,4,1,1,20.0
46,Martin Dubravka,Newcastle Utd,2,1,157,1.7,1,0.57,9,9,88.9,0,1,0,0,0.0,0,0,0,0,0.0
47,Maxime Dupe,Toulouse,38,38,3420,38.0,57,1.50,179,122,70.4,13,9,16,9,23.7,7,4,3,0,42.9
48,Ederson,Manchester City,35,35,3150,35.0,32,0.91,77,46,62.3,26,4,5,11,31.4,3,3,0,0,0.0
49,Tjark Ernst,Hertha BSC,1,1,90,1.0,1,1.00,7,6,85.7,1,0,0,0,0.0,0,0,0,0,0.0
50,Lukasz Fabianski,West Ham,36,36,3111,34.6,48,1.39,154,106,70.1,11,6,19,8,22.2,4,2,1,1,33.3
52,Ralf Fahrmann,Schalke 04,12,12,1025,11.4,13,1.14,55,43,78.2,3,6,3,5,41.7,2,1,0,1,0.0
53,Wladimiro Falcone,Lecce,38,38,3420,38.0,46,1.21,156,112,73.7,8,12,18,6,15.8,6,5,1,0,16.7
54,Aitor Fernandez,Osasuna,21,21,1890,21.0,19,0.90,77,59,75.3,10,5,6,8,38.1,0,0,0,0,0.0
55,Alvaro Fernandez,Espanyol,11,11,990,11.0,18,1.64,50,33,64.0,3,4,4,2,18.2,0,0,0,0,0.0
56,Fernando,Almería,37,37,3285,36.5,61,1.67,193,132,70.5,11,8,18,4,10.8,6,4,1,1,20.0
57,Vincenzo Fiorillo,Salernitana,1,1,90,1.0,2,2.00,4,2,50.0,1,0,0,0,0.0,0,0,0,0,0.0
58,Mark Flekken,Freiburg,34,34,3060,34.0,44,1.29,150,106,74.0,17,8,9,13,38.2,6,5,0,1,0.0
59,Yahia Fofana,Angers,11,11,990,11.0,19,1.73,54,35,66.7,3,1,7,1,9.1,2,1,1,0,50.0
60,Fraser Forster,Tottenham,14,13,1215,13.5,24,1.78,55,30,60.0,5,3,5,3,23.1,3,2,1,0,33.3
61,Gauthier Gallon,Troyes,30,30,2667,29.6,65,2.19,177,114,66.1,3,9,18,0,0.0,5,5,0,0,0.0
62,Joan Garcia,Espanyol,1,1,90,1.0,3,3.00,4,1,50.0,0,1,0,0,0.0,1,1,0,0,0.0
63,Paulo Gazzaniga,Girona,28,28,2520,28.0,37,1.32,125,87,73.6,11,8,9,4,14.3,6,4,1,1,20.0
64,David de Gea,Manchester Utd,38,38,3420,38.0,43,1.13,142,99,71.1,23,6,9,17,44.7,3,2,1,0,33.3
65,Rafal Gikiewicz,Augsburg,23,23,2070,23.0,41,1.78,136,93,70.6,8,3,12,5,21.7,4,1,2,1,66.7
66,David Gil,Cádiz,4,4,360,4.0,5,1.25,23,18,82.6,1,1,2,1,25.0,1,1,0,0,0.0
67,Pierluigi Gollini,Fiorentina,3,3,270,3.0,2,0.67,8,6,75.0,1,2,0,2,66.7,0,0,0,0,0.0
68,Pierluigi Gollini,Napoli,4,4,360,4.0,4,1.00,16,12,75.0,2,1,1,2,50.0,0,0,0,0,0.0
69,Antonio Gomis,Atlético Madrid,1,0,6,0.1,1,15.00,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0
70,Ivo Grbic,Atlético Madrid,12,10,922,10.2,12,1.17,48,36,81.3,6,3,1,2,20.0,3,3,0,0,0.0
71,Dominik Greif,Mallorca,1,1,90,1.0,3,3.00,8,5,62.5,0,0,1,0,0.0,0,0,0,0,0.0
72,Lennart Grill,Union Berlin,5,5,450,5.0,11,2.20,25,14,64.0,2,1,2,2,40.0,2,2,0,0,0.0
73,Vicente Guaita,Crystal Palace,27,27,2430,27.0,34,1.26,116,84,72.4,7,9,11,6,22.2,2,2,0,0,0.0
74,Peter Gulacsi,RB Leipzig,6,6,540,6.0,10,1.67,26,17,65.4,2,2,2,2,33.3,1,1,0,0,0.0
75,Samir Handanovic,Inter,14,14,1234,13.7,18,1.31,52,35,67.3,9,0,5,4,28.6,1,1,0,0,0.0
76,Dean Henderson,Nott'ham Forest,18,18,1620,18.0,31,1.72,85,52,65.9,5,5,8,6,33.3,5,2,2,1,50.0
78,Wayne Hennessey,Nott'ham Forest,4,3,271,3.0,5,1.66,14,9,64.3,0,2,1,1,33.3,0,0,0,0,0.0
79,Sergio Herrera,Osasuna,17,17,1530,17.0,23,1.35,71,48,69.0,5,3,9,3,17.6,4,1,1,2,50.0
80,Lukas Hradecky,Leverkusen,33,33,2969,33.0,47,1.42,142,97,71.8,14,8,11,9,27.3,7,7,0,0,0.0
81,Daniel Iversen,Leicester City,12,12,1080,12.0,22,1.83,59,38,66.1,2,4,6,1,8.3,2,2,0,0,0.0
82,Leo Jardim,Lille,6,6,540,6.0,13,2.17,17,4,35.3,3,1,2,0,0.0,2,2,0,0,0.0
83,Sam Johnstone,Crystal Palace,9,9,810,9.0,10,1.11,34,25,76.5,4,3,2,3,33.3,2,2,0,0,0.0
84,Filip Jorgensen,Villarreal,2,2,180,2.0,3,1.50,6,3,50.0,0,1,1,0,0.0,0,0,0,0,0.0
85,Bingourou Kamara,Montpellier,5,4,408,4.5,11,2.43,25,13,60.0,0,1,3,0,0.0,3,1,1,1,50.0
86,Caoimhin Kelleher,Liverpool,1,1,90,1.0,4,4.00,10,6,60.0,0,1,0,0,0.0,0,0,0,0,0.0
87,Gregor Kobel,Dortmund,27,27,2430,27.0,32,1.19,119,88,73.9,19,3,5,11,40.7,1,1,0,0,0.0
88,Tomas Koubek,Augsburg,11,11,990,11.0,22,2.00,65,45,66.2,1,4,6,1,9.1,0,0,0,0,0.0
89,Alban Lafont,Nantes,37,37,3329,37.0,54,1.46,179,129,74.9,7,14,16,11,29.7,9,9,0,0,0.0
90,Jean-Louis Leca,Lens,1,1,90,1.0,1,1.00,4,3,75.0,1,0,0,0,0.0,0,0,0,0,0.0
91,Benjamin Lecomte,Espanyol,10,10,899,10.0,14,1.40,40,27,65.0,1,5,4,1,10.0,0,0,0,0,0.0
92,Benjamin Lecomte,Montpellier,19,19,1710,19.0,22,1.16,96,72,79.2,10,3,6,8,42.1,4,2,2,0,50.0
93,Jeremias Ledesma,Cádiz,34,34,3060,34.0,48,1.41,179,130,77.7,9,11,14,12,35.3,9,8,1,0,11.1
94,Bernd Leno,Fulham,36,36,3240,36.0,51,1.42,192,142,77.1,15,5,16,8,22.2,8,7,1,0,12.5
95,Donovan Leon,Auxerre,2,2,180,2.0,2,1.00,11,9,90.9,1,1,0,0,0.0,1,1,0,0,0.0
96,Benjamin Leroy,Ajaccio,32,32,2798,31.1,60,1.93,133,74,60.9,6,4,22,4,12.5,9,8,0,1,0.0
97,Alexandre Letellier,Paris S-G,1,0,11,0.1,0,0.00,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0
98,Mateusz Lis,Troyes,9,8,751,8.3,16,1.92,51,34,72.5,1,3,4,1,12.5,3,2,1,0,33.3
99,Hugo Lloris,Tottenham,25,25,2205,24.5,39,1.59,117,79,67.5,13,3,9,7,28.0,1,1,0,0,0.0
100,Anthony Lopes,Lyon,32,32,2816,31.3,39,1.25,131,94,75.6,16,4,12,7,21.9,7,7,0,0,0.0
101,Diego Lopez,Rayo Vallecano,2,1,96,1.1,4,3.75,5,1,20.0,0,0,1,0,0.0,0,0,0,0,0.0
102,Pau Lopez,Marseille,33,32,2925,32.5,34,1.05,123,90,76.4,21,4,7,10,31.3,5,5,0,0,0.0
104,Andriy Lunin,Real Madrid,7,7,630,7.0,7,1.00,18,12,61.1,4,1,2,3,42.9,0,0,0,0,0.0
105,Andrey Lunyov,Leverkusen,1,1,90,1.0,2,2.00,4,2,50.0,0,0,1,0,0.0,0,0,0,0,0.0
106,Mike Maignan,Milan,22,22,1978,22.0,21,0.96,62,40,69.4,11,7,4,8,36.4,3,2,1,0,33.3
107,Giorgi Mamardashvili,Valencia,38,38,3420,38.0,45,1.18,148,105,70.9,11,9,18,7,18.4,5,2,0,3,0.0
108,Steve Mandanda,Rennes,34,34,3014,33.5,31,0.93,110,79,73.6,19,5,10,12,35.3,3,2,1,0,33.3
109,Vito Mannone,Lorient,18,17,1608,17.9,24,1.34,84,60,72.6,4,6,7,5,29.4,1,1,0,0,0.0
110,Agustin Marchesin,Celta Vigo,19,19,1710,19.0,29,1.53,72,42,62.5,5,5,9,6,31.6,4,2,2,0,50.0
111,Federico Marchetti,Spezia,1,0,66,0.7,2,2.73,3,1,33.3,0,0,0,0,0.0,0,0,0,0,0.0
112,Diego Marino,Almería,1,0,45,0.5,2,4.00,5,3,60.0,0,0,0,0,0.0,0,0,0,0,0.0
113,Emiliano Martinez,Aston Villa,36,36,3139,34.9,38,1.09,132,97,74.2,17,7,12,11,30.6,5,4,1,0,20.0
114,Jordi Masip,Valladolid,28,28,2507,27.9,42,1.51,145,101,74.5,9,5,14,8,28.6,9,5,3,1,37.5
115,Luis Maximiano,Lazio,1,1,5,0.1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Alex McCarthy,Southampton,6,6,540,6.0,17,2.83,30,14,46.7,0,1,5,0,0.0,1,1,0,0,0.0
117,Edouard Mendy,Chelsea,10,9,855,9.5,14,1.47,39,25,64.1,3,2,4,1,11.1,0,0,0,0,0.0
118,Alex Meret,Napoli,34,34,3060,34.0,24,0.71,91,66,74.7,26,5,3,16,47.1,2,1,1,0,50.0
119,Illan Meslier,Leeds United,34,34,3060,34.0,67,1.97,158,92,59.5,7,9,18,5,14.7,3,3,0,0,0.0
120,Alexander Meyer,Dortmund,7,7,630,7.0,12,1.71,32,20,62.5,3,2,2,1,14.3,0,0,0,0,0.0
121,Vanja Milinkovic-Savic,Torino,38,38,3420,38.0,41,1.08,136,95,73.5,14,11,13,11,28.9,6,5,0,1,0.0
122,Antonio Mirante,Milan,1,0,2,0.0,0,0.00,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0
123,Lorenzo Montipo,Hellas Verona,37,37,3330,37.0,59,1.59,181,124,68.0,7,9,21,5,13.5,2,1,1,0,50.0
124,Florian Muller,Stuttgart,19,19,1710,19.0,34,1.79,87,53,62.1,3,7,9,1,5.3,1,1,0,0,0.0
125,Juan Musso,Atalanta,24,24,2077,23.1,27,1.17,89,64,71.9,13,4,7,7,29.2,2,2,0,0,0.0
126,Yvon Mvogo,Lorient,21,21,1812,20.1,29,1.44,98,70,71.4,11,4,6,3,14.3,1,1,0,0,0.0
127,Keylor Navas,Nott'ham Forest,17,17,1529,17.0,32,1.88,83,51,66.3,4,4,9,1,5.9,4,4,0,0,0.0
128,Neto,Bournemouth,27,27,2385,26.5,39,1.47,138,100,74.6,9,6,12,6,22.2,5,4,0,1,0.0
130,Manuel Neuer,Bayern Munich,12,12,1080,12.0,11,0.92,44,33,79.5,7,4,1,4,33.3,2,2,0,0,0.0
131,Alexander Nubel,Monaco,38,38,3420,38.0,58,1.53,195,140,72.8,19,8,11,9,23.7,5,5,0,0,0.0
132,Orjan Nyland,RB Leipzig,2,2,180,2.0,2,1.00,5,4,60.0,2,0,0,1,50.0,0,0,0,0,0.0
133,Jan Oblak,Atlético Madrid,28,28,2492,27.7,20,0.72,79,59,75.9,17,5,6,11,39.3,2,1,0,1,0.0
134,Guillermo Ochoa,Salernitana,20,20,1800,20.0,33,1.65,105,71,71.4,4,10,6,4,20.0,4,3,1,0,25.0
135,Jan Olschowsky,M'Gladbach,4,4,360,4.0,11,2.75,31,20,67.7,1,1,2,0,0.0,1,1,0,0,0.0
136,Robin Olsen,Aston Villa,4,2,281,3.1,8,2.56,19,11,63.2,1,0,1,1,50.0,1,1,0,0,0.0
137,Jonas Omlin,Montpellier,14,14,1166,13.0,26,2.01,73,48,68.5,5,1,8,2,14.3,4,3,1,0,25.0
138,Jonas Omlin,M'Gladbach,15,15,1290,14.3,18,1.26,56,38,71.4,5,4,6,5,33.3,2,2,0,0,0.0
139,Andre Onana,Inter,24,24,2160,24.0,24,1.00,83,61,73.5,14,3,7,8,33.3,2,2,0,0,0.0
140,Stefan Ortega,Manchester City,3,3,270,3.0,1,0.33,15,14,93.3,2,1,0,2,66.7,0,0,0,0,0.0
141,Fernando Pacheco,Almería,1,1,90,1.0,2,2.00,5,3,60.0,0,0,1,0,0.0,0,0,0,0,0.0
142,Fernando Pacheco,Espanyol,16,16,1440,16.0,33,2.06,88,54,67.0,4,3,9,3,18.8,5,4,1,0,20.0
143,Rui Patricio,Roma,35,35,3150,35.0,35,1.00,108,73,69.4,17,8,10,13,37.1,3,2,1,0,33.3
144,Jiri Pavlenka,Werder Bremen,33,33,2908,32.3,61,1.89,170,110,65.3,10,5,18,4,12.1,3,2,1,0,33.3
145,Gianluca Pegolo,Sassuolo,2,2,180,2.0,3,1.50,6,3,66.7,0,1,1,0,0.0,1,1,0,0,0.0
146,Inaki Pena,Barcelona,2,0,73,0.8,2,2.47,4,2,50.0,0,0,0,0,0.0,0,0,0,0,0.0
147,Patrick Pentz,Reims,7,7,630,7.0,14,2.00,29,16,58.6,1,3,3,0,0.0,2,2,0,0,0.0
148,Simone Perilli,Hellas Verona,1,1,90,1.0,0,0.00,4,4,100.0,0,1,0,1,100.0,0,0,0,0,0.0
149,Mattia Perin,Juventus,11,10,948,10.5,7,0.66,40,32,85.0,5,3,2,6,60.0,2,1,1,0,50.0
150,Samuele Perisan,Empoli,7,7,630,7.0,9,1.29,24,15,62.5,1,1,5,2,28.6,0,0,0,0,0.0
151,Jordan Pickford,Everton,37,37,3330,37.0,57,1.54,181,123,71.3,7,12,18,8,21.6,6,5,1,0,16.7
152,Nick Pope,Newcastle Utd,37,37,3261,36.2,32,0.88,118,85,74.6,19,13,5,14,37.8,5,2,2,1,50.0
153,Ivan Provedel,Lazio,38,37,3413,37.9,30,0.79,128,99,77.3,21,8,8,21,56.8,2,1,0,1,0.0
154,Ghjuvanni Quilichini,Ajaccio,1,0,82,0.9,0,0.00,4,4,100.0,0,0,0,1,0.0,0,0,0,0,0.0
156,Ionut Radu,Cremonese,9,9,810,9.0,19,2.11,64,45,75.0,0,3,6,1,11.1,3,3,0,0,0.0
157,Ionut Radu,Auxerre,17,17,1530,17.0,20,1.18,74,53,73.0,4,6,7,5,29.4,2,0,2,0,100.0
158,Predrag Rajkovic,Mallorca,36,36,3240,36.0,40,1.11,133,92,74.4,13,8,15,12,33.3,7,6,1,0,14.3
159,Diant Ramaj,Eint Frankfurt,1,1,90,1.0,1,1.00,5,4,80.0,0,1,0,0,0.0,0,0,0,0,0.0
160,Aaron Ramsdale,Arsenal,38,38,3420,38.0,43,1.13,136,94,70.6,26,6,6,14,36.8,5,3,0,2,0.0
161,Nicola Ravaglia,Sampdoria,9,9,810,9.0,23,2.56,64,41,67.2,0,3,6,0,0.0,2,2,0,0,0.0
162,David Raya,Brentford,38,38,3420,38.0,46,1.21,197,154,77.7,15,14,9,12,31.6,2,2,0,0,0.0
163,Pepe Reina,Villarreal,22,22,1980,22.0,27,1.23,87,61,73.6,13,3,6,5,22.7,4,4,0,0,0.0
164,Alex Remiro,Real Sociedad,38,38,3420,38.0,35,0.92,133,99,74.4,21,8,9,15,39.5,2,1,1,0,50.0
165,Manuel Riemann,Bochum,34,34,3060,34.0,72,2.12,200,128,68.0,10,5,19,5,14.7,14,8,3,3,27.3
166,Remy Riou,Lyon,7,6,601,6.7,8,1.20,24,17,83.3,2,4,0,1,16.7,4,4,0,0,0.0
167,Joel Robles,Leeds United,4,4,360,4.0,11,2.75,27,16,66.7,0,1,3,0,0.0,3,2,0,1,0.0
168,Marek Rodak,Fulham,2,2,180,2.0,2,1.00,4,2,50.0,0,2,0,1,50.0,0,0,0,0,0.0
169,Leonardo Roman,Mallorca,1,1,90,1.0,0,0.00,4,4,100.0,1,0,0,1,100.0,0,0,0,0,0.0
170,Francesco Rossi,Atalanta,1,0,4,0.0,0,0.00,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0
171,Geronimo Rulli,Villarreal,14,14,1260,14.0,10,0.71,56,46,82.1,6,3,5,7,50.0,0,0,0,0,0.0
172,Alessandro Russo,Sassuolo,1,1,90,1.0,3,3.00,7,4,57.1,0,0,1,0,0.0,0,0,0,0,0.0
173,Frederik Ronnow,Union Berlin,29,29,2610,29.0,27,0.93,119,92,81.5,16,7,6,11,37.9,5,5,0,0,0.0
174,Jose Sa,Wolves,36,36,3240,36.0,55,1.53,161,105,67.1,11,7,18,11,30.6,4,2,2,0,50.0
175,Brice Samba,Lens,37,37,3330,37.0,28,0.76,125,98,80.0,24,9,4,15,40.5,3,3,0,0,0.0
176,Robert Sanchez,Brighton,23,23,2070,23.0,30,1.30,74,46,66.2,11,5,7,6,26.1,6,5,1,0,16.7
177,Mouhamadou Sarr,Cremonese,2,2,180,2.0,3,1.50,8,5,62.5,1,0,1,1,50.0,0,0,0,0,0.0
178,Kasper Schmeichel,Nice,36,36,3240,36.0,35,0.97,141,105,77.3,15,12,9,11,30.6,5,3,1,1,25.0
179,Marvin Schwabe,Köln,34,34,3060,34.0,54,1.59,129,77,61.2,10,12,12,6,17.6,5,4,1,0,20.0
180,Alexander Schwolow,Schalke 04,23,22,2035,22.6,58,2.57,138,80,60.9,4,4,14,2,9.1,4,4,0,0,0.0
182,Matz Sels,Strasbourg,38,38,3420,38.0,59,1.55,174,115,71.8,9,13,16,6,15.8,11,10,0,1,0.0
183,Luigi Sepe,Salernitana,17,17,1530,17.0,27,1.59,87,57,73.6,4,5,8,3,17.6,7,4,3,0,42.9
184,Rui Silva,Betis,26,26,2340,26.0,32,1.23,104,73,71.2,12,4,10,9,34.6,2,2,0,0,0.0
185,Marco Silvestri,Udinese,38,38,3420,38.0,48,1.26,137,91,69.3,11,13,14,10,26.3,7,6,0,1,0.0
186,Unai Simon,Athletic Club,31,31,2745,30.5,37,1.21,104,70,67.3,13,6,12,9,29.0,3,3,0,0,0.0
187,Tobias Sippel,M'Gladbach,6,5,510,5.7,12,2.12,33,21,66.7,1,1,3,1,20.0,1,1,0,0,0.0
188,Salvatore Sirigu,Fiorentina,1,1,90,1.0,0,0.00,5,5,100.0,1,0,0,1,100.0,0,0,0,0,0.0
189,Lukasz Skorupski,Bologna,37,37,3330,37.0,49,1.32,161,113,73.9,13,12,12,7,18.9,9,7,2,0,22.2
190,Francois-Joseph Sollacaro,Ajaccio,6,6,540,6.0,14,2.33,24,11,45.8,1,1,4,1,16.7,1,1,0,0,0.0
191,Yann Sommer,Bayern Munich,19,19,1710,19.0,25,1.32,55,30,67.3,11,4,4,5,26.3,7,7,0,0,0.0
192,Yann Sommer,M'Gladbach,10,10,900,10.0,14,1.40,60,47,80.0,4,4,2,3,30.0,2,2,0,0,0.0
193,David Soria,Getafe,38,38,3420,38.0,45,1.18,166,119,75.3,10,12,16,13,34.2,8,4,4,0,50.0
194,Marco Sportiello,Atalanta,15,14,1339,14.9,21,1.41,64,43,68.8,6,3,5,2,14.3,1,1,0,0,0.0
195,Jason Steele,Brighton,15,15,1350,15.0,23,1.53,57,36,61.4,7,3,5,6,40.0,2,1,1,0,50.0
196,Mile Svilar,Roma,3,3,270,3.0,3,1.00,10,7,70.0,1,1,1,1,33.3,0,0,0,0,0.0
197,Wojciech Szczesny,Juventus,28,28,2472,27.5,26,0.95,93,67,75.3,17,3,8,14,50.0,3,3,0,0,0.0
198,Ciprian Tatarusanu,Milan,16,16,1440,16.0,22,1.37,61,40,67.2,9,3,4,4,25.0,2,2,0,0,0.0
199,Marc-Andre ter Stegen,Barcelona,38,38,3347,37.2,18,0.48,98,83,84.7,28,4,6,26,68.4,3,3,0,0,0.0
200,Pietro Terracciano,Fiorentina,29,29,2610,29.0,38,1.31,96,59,66.7,9,8,12,5,17.2,7,6,1,0,14.3
201,Kevin Trapp,Eint Frankfurt,33,33,2970,33.0,51,1.55,130,80,62.3,13,10,10,6,18.2,2,2,0,0,0.0
202,Mark Travers,Bournemouth,12,11,1035,11.5,32,2.78,66,36,54.5,2,0,9,2,18.2,2,2,0,0,0.0
203,Martin Turk,Sampdoria,4,4,360,4.0,9,2.25,30,21,73.3,1,1,2,0,0.0,2,1,0,1,0.0
204,Samir Ujkani,Empoli,1,0,7,0.1,1,12.86,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0
205,Sven Ulreich,Bayern Munich,3,3,270,3.0,2,0.67,8,5,75.0,3,0,0,2,66.7,1,0,1,0,100.0
206,Guglielmo Vicario,Empoli,31,31,2783,30.9,39,1.26,134,95,73.9,9,12,10,7,22.6,6,4,1,1,20.0
208,Ivan Villar,Celta Vigo,19,19,1710,19.0,24,1.26,62,38,66.1,6,5,8,4,21.1,4,3,0,1,0.0
209,Danny Ward,Leicester City,26,26,2340,26.0,46,1.77,119,75,63.0,7,3,16,6,23.1,3,2,1,0,33.3
210,Axel Werner,Elche,2,2,180,2.0,4,2.00,8,4,50.0,0,0,2,0,0.0,0,0,0,0,0.0
211,Joseph Whitworth,Crystal Palace,2,2,180,2.0,5,2.50,10,5,50.0,0,0,2,0,0.0,0,0,0,0,0.0
212,Robin Zentner,Mainz 05,26,26,2340,26.0,39,1.50,109,69,67.0,9,8,9,7,26.9,5,3,1,1,25.0
213,Michael Zetterer,Werder Bremen,2,1,152,1.7,3,1.78,14,11,78.6,0,1,0,0,0.0,0,0,0,0,0.0
