,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - PK,Standard - PKatt
1523,Valentin Lavigne,FRA,FW,Lorient,fr Ligue 1,21.0,1994.0,1.7,0.0,,1.0,,,0.58,,0.0,,0.0,0.0
1524,Diego Laxalt,URY,"MF,FW",Genoa,it Serie A,22.0,1993.0,34.1,3.0,,10.0,,,0.29,,0.3,,0.0,0.0
1525,Miguel Layún,MEX,"MF,DF",Watford,eng Premier League,27.0,1988.0,1.5,1.0,,1.0,,,0.69,,1.0,,0.0,0.0
1526,Achraf Lazaar,MAR,"MF,DF",Palermo,it Serie A,23.0,1992.0,25.5,1.0,,8.0,,,0.31,,0.13,,0.0,0.0
1527,Darko Lazović,SRB,FW,Genoa,it Serie A,24.0,1990.0,7.2,0.0,,3.0,,,0.42,,0.0,,0.0,0.0
1528,Andrea Lazzari,ITA,MF,Carpi,it Serie A,30.0,1984.0,3.8,1.0,,4.0,,,1.04,,0.25,,0.0,1.0
1529,Mickaël Le Bihan,FRA,FW,Nice,fr Ligue 1,25.0,1990.0,1.5,1.0,,3.0,,,1.97,,0.33,,0.0,0.0
1530,Vincent Le Goff,FRA,DF,Lorient,fr Ligue 1,25.0,1989.0,19.8,0.0,,3.0,,,0.15,,0.0,,0.0,0.0
1531,Maxime Le Marchand,FRA,DF,Nice,fr Ligue 1,25.0,1989.0,24.4,1.0,,2.0,,,0.08,,0.5,,0.0,0.0
1532,Nicola Leali,ITA,GK,Frosinone,it Serie A,22.0,1993.0,33.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1534,Jordan Leborgne,GLP,"MF,FW",Caen,fr Ligue 1,19.0,1995.0,7.4,0.0,,5.0,,,0.68,,0.0,,0.0,0.0
1535,Jean-Louis Leca,FRA,GK,Bastia,fr Ligue 1,29.0,1985.0,33.2,0.0,,0.0,,,0.0,,,,0.0,0.0
1536,Mathew Leckie,AUS,FW,Ingolstadt 04,de Bundesliga,24.0,1991.0,27.5,3.0,,8.0,,,0.29,,0.38,,0.0,1.0
1537,Benjamin Lecomte,FRA,GK,Lorient,fr Ligue 1,24.0,1991.0,36.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1538,Joe Ledley,GB-WLS,MF,Crystal Palace,eng Premier League,28.0,1987.0,10.9,1.0,,2.0,,,0.18,,0.5,,0.0,0.0
1539,Matthias Lehmann,DEU,MF,Köln,de Bundesliga,32.0,1983.0,30.8,0.0,,3.0,,,0.1,,0.0,,0.0,0.0
1540,Moritz Leitner,DEU,MF,Dortmund,de Bundesliga,22.0,1992.0,3.6,0.0,,2.0,,,0.55,,0.0,,0.0,0.0
1541,Lucas Leiva,BRA,"MF,DF",Liverpool,eng Premier League,28.0,1987.0,21.7,0.0,,2.0,,,0.09,,0.0,,0.0,0.0
1542,Jonathan Leko,GBR,MF,West Brom,eng Premier League,16.0,1999.0,3.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1543,Iñigo Lekue,ESP,"DF,MF",Athletic Club,es La Liga,22.0,1993.0,12.9,1.0,11.0,4.0,36.4,0.85,0.31,0.09,0.25,,0.0,0.0
1544,Reynald Lemaître,FRA,DF,Guingamp,fr Ligue 1,32.0,1983.0,5.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1545,Thomas Lemar,FRA,"MF,FW",Monaco,fr Ligue 1,19.0,1995.0,20.1,5.0,,8.0,,,0.4,,0.63,,0.0,0.0
1546,Mario Lemina,GAB,MF,Juventus,it Serie A,21.0,1993.0,8.1,2.0,,4.0,,,0.49,,0.25,,1.0,0.0
1547,Mario Lemina,GAB,MF,Marseille,fr Ligue 1,21.0,1993.0,3.7,0.0,,1.0,,,0.27,,0.0,,0.0,0.0
1548,Jérôme Lemoigne,FRA,MF,Gazélec Ajaccio,fr Ligue 1,32.0,1983.0,27.3,0.0,,3.0,,,0.11,,0.0,,0.0,0.0
1549,Fabien Lemoine,FRA,MF,Saint-Étienne,fr Ligue 1,28.0,1987.0,27.2,0.0,,4.0,,,0.15,,0.0,,0.0,0.0
1550,Mauricio Lemos,URY,DF,Las Palmas,es La Liga,19.0,1995.0,8.2,0.0,4.0,2.0,50.0,0.49,0.24,0.0,0.0,,0.0,0.0
1551,Ermir Lenjani,ALB,"DF,FW",Rennes,fr Ligue 1,25.0,1989.0,0.9,0.0,,4.0,,,4.62,,0.0,,0.0,0.0
1552,Ermir Lenjani,ALB,"DF,MF",Nantes,fr Ligue 1,25.0,1989.0,15.5,1.0,,5.0,,,0.32,,0.2,,0.0,0.0
1553,Aaron Lennon,GBR,"MF,FW",Everton,eng Premier League,28.0,1987.0,17.1,5.0,,11.0,,,0.64,,0.45,,0.0,0.0
1554,Bernd Leno,DEU,GK,Leverkusen,de Bundesliga,23.0,1992.0,33.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1555,Jeremain Lens,NLD,"MF,FW",Sunderland,eng Premier League,27.0,1987.0,14.4,3.0,,7.0,,,0.49,,0.43,,0.0,0.0
1556,Pedro León,ESP,MF,Getafe,es La Liga,28.0,1986.0,20.5,2.0,47.0,11.0,23.4,2.29,0.54,0.04,0.18,,0.0,1.0
1557,Jefferson Lerma,COL,"MF,DF",Levante,es La Liga,20.0,1994.0,29.8,1.0,35.0,3.0,8.6,1.17,0.1,0.03,0.33,,0.0,0.0
1558,Joleon Lescott,GBR,DF,West Brom,eng Premier League,32.0,1982.0,2.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1560,Joleon Lescott,GBR,DF,Aston Villa,eng Premier League,32.0,1982.0,29.2,1.0,,3.0,,,0.1,,0.33,,0.0,0.0
1561,Alexandre Letellier,FRA,GK,Angers,fr Ligue 1,24.0,1990.0,17.0,0.0,,23.0,,,1.35,,0.0,,0.0,0.0
1562,Gaetano Letizia,ITA,"DF,MF",Carpi,it Serie A,25.0,1990.0,32.1,1.0,,3.0,,,0.09,,0.33,,0.0,0.0
1563,Tobias Levels,DEU,DF,Ingolstadt 04,de Bundesliga,28.0,1986.0,16.0,1.0,,2.0,,,0.12,,0.5,,0.0,0.0
1564,Dorian Lévêque,FRA,DF,Guingamp,fr Ligue 1,25.0,1989.0,13.4,1.0,,3.0,,,0.22,,0.33,,0.0,0.0
1565,Robert Lewandowski,POL,FW,Bayern Munich,de Bundesliga,26.0,1988.0,29.5,30.0,,74.0,,,2.51,,0.38,,2.0,2.0
1566,Stefan Lex,DEU,"FW,MF",Ingolstadt 04,de Bundesliga,25.0,1989.0,9.8,2.0,,15.0,,,1.53,,0.13,,0.0,0.0
1567,Dario Lezcano,PRY,FW,Ingolstadt 04,de Bundesliga,25.0,1990.0,13.7,2.0,,7.0,,,0.51,,0.29,,0.0,0.0
1568,Luca Lezzerini,ITA,GK,Fiorentina,it Serie A,20.0,1995.0,1.2,0.0,,0.0,,,0.0,,,,0.0,0.0
1569,Igor Lichnovsky,CHL,DF,Sporting Gijón,es La Liga,21.0,1994.0,2.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
1570,Stephan Lichtsteiner,CHE,"MF,DF",Juventus,it Serie A,31.0,1984.0,20.2,0.0,,6.0,,,0.3,,0.0,,0.0,0.0
1571,Jonathan Ligali,FRA,GK,Montpellier,fr Ligue 1,24.0,1991.0,6.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1572,Lillo,ESP,DF,Eibar,es La Liga,26.0,1989.0,6.1,0.0,4.0,0.0,0.0,0.65,0.0,0.0,,,0.0,0.0
1573,Jesse Lingard,GBR,MF,Manchester Utd,eng Premier League,22.0,1992.0,18.1,4.0,,13.0,,,0.72,,0.31,,0.0,0.0
1574,Marko Livaja,HRV,FW,Empoli,it Serie A,21.0,1993.0,6.8,1.0,,2.0,,,0.3,,0.5,,0.0,0.0
1575,Jérémy Livolant,FRA,MF,Guingamp,fr Ligue 1,17.0,1998.0,0.1,0.0,,0.0,,,0.0,,,,0.0,0.0
1576,Raúl Lizoain,ESP,GK,Las Palmas,es La Liga,24.0,1991.0,7.9,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
1577,Adem Ljajić,SRB,"FW,MF",Roma,it Serie A,23.0,1991.0,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1578,Adem Ljajić,SRB,"MF,FW",Inter,it Serie A,23.0,1991.0,16.0,3.0,,12.0,,,0.75,,0.25,,0.0,0.0
1579,Diego Llorente,ESP,"DF,MF",Rayo Vallecano,es La Liga,21.0,1993.0,31.9,2.0,14.0,6.0,42.9,0.44,0.19,0.14,0.33,,0.0,0.0
1580,Fernando Llorente,ESP,FW,Juventus,it Serie A,30.0,1985.0,0.1,0.0,,0.0,,,0.0,,,,0.0,0.0
1581,Fernando Llorente,ESP,FW,Sevilla,es La Liga,30.0,1985.0,12.9,4.0,29.0,12.0,41.4,2.25,0.93,0.14,0.33,,0.0,0.0
1582,Marcos Llorente,ESP,"DF,MF",Real Madrid,es La Liga,20.0,1995.0,0.3,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
1583,Gautier Lloris,FRA,DF,Nice,fr Ligue 1,20.0,1995.0,0.7,0.0,,0.0,,,0.0,,,,0.0,0.0
1584,Hugo Lloris,FRA,GK,Tottenham,eng Premier League,28.0,1986.0,37.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1586,Manuel Locatelli,ITA,MF,Milan,it Serie A,17.0,1998.0,1.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1587,Francesco Lodi,ITA,MF,Udinese,it Serie A,31.0,1984.0,20.8,1.0,,7.0,,,0.34,,0.14,,0.0,0.0
1588,Ruben Loftus-Cheek,GBR,MF,Chelsea,eng Premier League,19.0,1996.0,4.6,1.0,,3.0,,,0.66,,0.33,,0.0,0.0
1589,Lorenzo Lollo,ITA,"MF,FW",Carpi,it Serie A,24.0,1990.0,23.3,3.0,,11.0,,,0.47,,0.27,,0.0,0.0
1590,David Lombán,ESP,DF,Granada,es La Liga,28.0,1987.0,29.2,0.0,13.0,2.0,15.4,0.45,0.07,0.0,0.0,,0.0,0.0
1591,Shane Long,IRL,"FW,MF",Southampton,eng Premier League,28.0,1987.0,23.5,10.0,,22.0,,,0.94,,0.45,,0.0,0.0
1592,Alessandro Longhi,ITA,DF,Sassuolo,it Serie A,26.0,1989.0,3.4,0.0,,0.0,,,0.0,,,,0.0,0.0
1593,Samuele Longo,ITA,FW,Frosinone,it Serie A,23.0,1992.0,3.7,0.0,,3.0,,,0.81,,0.0,,0.0,0.0
1594,Anthony Lopes,PRT,GK,Lyon,fr Ligue 1,24.0,1990.0,37.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1595,Miguel Lopes,PRT,DF,Granada,es La Liga,28.0,1986.0,21.9,0.0,11.0,4.0,36.4,0.5,0.18,0.0,0.0,,0.0,0.0
1596,Rony Lopes,PRT,FW,Lille,fr Ligue 1,19.0,1995.0,5.8,2.0,,8.0,,,1.39,,0.25,,0.0,0.0
1597,Rony Lopes,PRT,"MF,FW",Monaco,fr Ligue 1,19.0,1995.0,1.3,0.0,,0.0,,,0.0,,,,0.0,0.0
1598,Adrián López,ESP,FW,Villarreal,es La Liga,27.0,1988.0,8.8,4.0,8.0,6.0,75.0,0.91,0.69,0.5,0.67,,0.0,0.0
1599,Ángel López,ESP,"DF,MF",Las Palmas,es La Liga,34.0,1981.0,0.4,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
1600,David López,ESP,MF,Napoli,it Serie A,25.0,1989.0,8.3,1.0,,3.0,,,0.36,,0.33,,0.0,0.0
1601,Diego López,ESP,GK,Milan,it Serie A,33.0,1981.0,8.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1602,Isma López,ESP,DF,Sporting Gijón,es La Liga,25.0,1990.0,27.8,2.0,17.0,5.0,29.4,0.61,0.18,0.12,0.4,,0.0,0.0
1603,Iván López,ESP,DF,Levante,es La Liga,21.0,1993.0,10.6,0.0,6.0,0.0,0.0,0.56,0.0,0.0,,,0.0,0.0
1604,Javi López,ESP,"DF,MF",Espanyol,es La Liga,29.0,1986.0,26.9,0.0,3.0,1.0,33.3,0.11,0.04,0.0,0.0,,0.0,0.0
1605,Maxi López,ARG,FW,Torino,it Serie A,31.0,1984.0,12.1,4.0,,11.0,,,0.91,,0.18,,2.0,3.0
1606,Pedro López Muñoz,ESP,DF,Levante,es La Liga,31.0,1983.0,14.4,1.0,6.0,2.0,33.3,0.42,0.14,0.17,0.5,,0.0,0.0
1607,Nicolás López,URY,MF,Granada,es La Liga,21.0,1993.0,1.8,0.0,7.0,0.0,0.0,3.96,0.0,0.0,,,0.0,0.0
1608,Pau López,ESP,GK,Espanyol,es La Liga,20.0,1994.0,35.5,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
1609,Alberto Lopo,ESP,DF,La Coruña,es La Liga,35.0,1980.0,8.3,0.0,4.0,0.0,0.0,0.48,0.0,0.0,,,0.0,0.0
1610,Alberto Lora,ESP,DF,Sporting Gijón,es La Liga,28.0,1987.0,26.8,0.0,7.0,0.0,0.0,0.26,0.0,0.0,,,0.0,0.0
1612,Melvyn Lorenzen,UGA,FW,Werder Bremen,de Bundesliga,20.0,1994.0,1.7,0.0,,1.0,,,0.59,,0.0,,0.0,0.0
1613,Jonas Lössl,DNK,GK,Guingamp,fr Ligue 1,26.0,1989.0,37.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1614,Jeff Louis,HTI,"MF,FW",Caen,fr Ligue 1,22.0,1992.0,7.8,1.0,,6.0,,,0.77,,0.17,,0.0,0.0
1615,Donald Love,SYC,"DF,MF",Manchester Utd,eng Premier League,20.0,1994.0,0.6,0.0,,0.0,,,0.0,,,,0.0,0.0
1616,Vágner Love,BRA,"FW,MF",Monaco,fr Ligue 1,31.0,1984.0,8.7,4.0,,13.0,,,1.5,,0.31,,0.0,1.0
1617,Dejan Lovren,HRV,DF,Liverpool,eng Premier League,26.0,1989.0,21.1,0.0,,6.0,,,0.28,,0.0,,0.0,0.0
1618,Filipe Luís,BRA,DF,Atlético Madrid,es La Liga,29.0,1985.0,31.5,1.0,9.0,2.0,22.2,0.29,0.06,0.11,0.5,,0.0,0.0
1619,José Luis Gayà,ESP,DF,Valencia,es La Liga,20.0,1995.0,16.0,0.0,2.0,1.0,50.0,0.12,0.06,0.0,0.0,,0.0,0.0
1620,José Luis Morales,ESP,"MF,FW",Levante,es La Liga,28.0,1987.0,29.6,7.0,71.0,24.0,33.8,2.4,0.81,0.1,0.29,,0.0,0.0
1621,Luisinho,PRT,"MF,DF",La Coruña,es La Liga,30.0,1985.0,12.2,0.0,8.0,1.0,12.5,0.66,0.08,0.0,0.0,,0.0,0.0
1622,David Luiz,BRA,DF,Paris S-G,fr Ligue 1,28.0,1987.0,23.2,1.0,,5.0,,,0.22,,0.2,,0.0,0.0
1623,Romelu Lukaku,BEL,FW,Everton,eng Premier League,22.0,1993.0,35.2,18.0,,48.0,,,1.36,,0.35,,1.0,2.0
1624,Assani Lukimya-Mulongoti,COD,DF,Werder Bremen,de Bundesliga,29.0,1986.0,10.2,0.0,,0.0,,,0.0,,,,0.0,0.0
1625,Senad Lulić,BIH,"DF,MF",Lazio,it Serie A,29.0,1986.0,26.1,3.0,,10.0,,,0.38,,0.3,,0.0,0.0
1626,Antonio Luna,ESP,DF,Eibar,es La Liga,24.0,1991.0,11.1,0.0,2.0,1.0,50.0,0.18,0.09,0.0,0.0,,0.0,0.0
1627,Fabian Lustenberger,CHE,"MF,DF",Hertha BSC,de Bundesliga,27.0,1988.0,28.1,1.0,,4.0,,,0.14,,0.25,,0.0,0.0
1628,Germán Lux,ARG,GK,La Coruña,es La Liga,33.0,1982.0,28.4,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
1629,Jordan Lyden,AUS,"MF,DF",Aston Villa,eng Premier League,19.0,1996.0,1.7,0.0,,0.0,,,0.0,,,,0.0,0.0
1630,Cheikh M'Bengue,SEN,DF,Rennes,fr Ligue 1,27.0,1988.0,21.1,0.0,,0.0,,,0.0,,,,0.0,0.0
1631,Hicham M'Laab,FRA,"FW,MF",Nantes,fr Ligue 1,25.0,1990.0,0.3,0.0,,0.0,,,0.0,,,,0.0,0.0
1632,Paul-Jose M'Poku,COD,"FW,MF",Chievo,it Serie A,23.0,1992.0,8.5,0.0,,5.0,,,0.59,,0.0,,0.0,0.0
1633,Yann M'Vila,FRA,MF,Sunderland,eng Premier League,25.0,1990.0,35.4,1.0,,5.0,,,0.14,,0.2,,0.0,0.0
1634,Edwin Maanane,FRA,FW,Reims,fr Ligue 1,20.0,1995.0,0.2,0.0,,0.0,,,0.0,,,,0.0,0.0
1635,Christopher Maboulou,COG,FW,Bastia,fr Ligue 1,25.0,1990.0,2.7,0.0,,0.0,,,0.0,,,,0.0,0.0
1636,Massimo Maccarone,ITA,FW,Empoli,it Serie A,35.0,1979.0,30.5,13.0,,36.0,,,1.18,,0.33,,1.0,1.0
1638,Shaun MacDonald,GB-WLS,MF,Bournemouth,eng Premier League,27.0,1988.0,0.3,0.0,,0.0,,,0.0,,,,0.0,0.0
1639,Zinédine Machach,FRA,"MF,FW",Toulouse,fr Ligue 1,19.0,1996.0,9.5,1.0,,3.0,,,0.32,,0.33,,0.0,0.0
1640,Lévy Madinda,GAB,MF,Celta Vigo,es La Liga,23.0,1992.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
1641,Christian Maggio,ITA,DF,Napoli,it Serie A,33.0,1982.0,4.4,0.0,,0.0,,,0.0,,,,0.0,0.0
1642,Francesco Magnanelli,ITA,MF,Sassuolo,it Serie A,30.0,1984.0,34.0,1.0,,4.0,,,0.12,,0.25,,0.0,0.0
1643,Riyad Mahrez,DZA,MF,Leicester City,eng Premier League,24.0,1991.0,33.7,17.0,,39.0,,,1.16,,0.33,,4.0,6.0
1644,Raffaele Maiello,ITA,MF,Empoli,it Serie A,24.0,1991.0,5.3,0.0,,0.0,,,0.0,,,,0.0,0.0
1645,Domenico Maietta,ITA,DF,Bologna,it Serie A,32.0,1982.0,17.3,0.0,,1.0,,,0.06,,0.0,,0.0,0.0
1646,Modibo Maïga,MLI,"FW,MF",West Ham,eng Premier League,27.0,1987.0,0.3,1.0,,2.0,,,6.67,,0.5,,0.0,0.0
1647,Mike Maignan,FRA,GK,Lille,fr Ligue 1,20.0,1995.0,3.2,0.0,,0.0,,,0.0,,,,0.0,0.0
1648,Diego Mainz,ESP,DF,Granada,es La Liga,32.0,1982.0,4.5,0.0,1.0,1.0,100.0,0.22,0.22,0.0,0.0,,0.0,0.0
1649,Abdul Majeed Waris,GHA,FW,Lorient,fr Ligue 1,23.0,1991.0,18.3,11.0,,24.0,,,1.31,,0.38,,2.0,2.0
1650,Jean-Victor Makengo,FRA,MF,Caen,fr Ligue 1,17.0,1998.0,4.8,0.0,,0.0,,,0.0,,,,0.0,0.0
1651,Nikola Maksimović,SRB,DF,Torino,it Serie A,23.0,1991.0,16.0,0.0,,1.0,,,0.06,,0.0,,0.0,0.0
1652,Steed Malbranque,FRA,"MF,FW",Lyon,fr Ligue 1,35.0,1980.0,4.5,0.0,,1.0,,,0.22,,0.0,,0.0,0.0
1653,Malcom,BRA,"FW,MF",Bordeaux,fr Ligue 1,18.0,1997.0,6.0,1.0,,5.0,,,0.84,,0.2,,0.0,0.0
1654,Kévin Malcuit,MAR,"DF,MF",Saint-Étienne,fr Ligue 1,24.0,1991.0,7.9,0.0,,0.0,,,0.0,,,,0.0,0.0
1655,Yunus Mallı,TUR,MF,Mainz 05,de Bundesliga,23.0,1992.0,30.9,11.0,,29.0,,,0.94,,0.34,,1.0,1.0
1656,Wallyson Mallmann,BRA,"FW,MF",Nice,fr Ligue 1,21.0,1994.0,8.3,0.0,,5.0,,,0.6,,0.0,,0.0,0.0
1657,Hugo Mallo,ESP,DF,Celta Vigo,es La Liga,24.0,1991.0,32.7,1.0,7.0,4.0,57.1,0.21,0.12,0.14,0.25,,0.0,0.0
1658,Rey Manaj,ALB,FW,Inter,it Serie A,18.0,1997.0,0.4,0.0,,0.0,,,0.0,,,,0.0,0.0
1659,Vincent Manceau,FRA,DF,Angers,fr Ligue 1,26.0,1989.0,26.5,0.0,,1.0,,,0.04,,0.0,,0.0,0.0
1660,Matteo Mancosu,ITA,FW,Bologna,it Serie A,30.0,1984.0,3.7,1.0,,3.0,,,0.82,,0.33,,0.0,0.0
1661,Matteo Mancosu,ITA,FW,Carpi,it Serie A,30.0,1984.0,6.4,1.0,,8.0,,,1.25,,0.0,,1.0,1.0
1662,Steve Mandanda,FRA,GK,Marseille,fr Ligue 1,30.0,1985.0,36.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1664,Aïssa Mandi,DZA,DF,Reims,fr Ligue 1,23.0,1991.0,31.8,5.0,,9.0,,,0.28,,0.56,,0.0,0.0
1665,Mario Mandžukić,HRV,FW,Juventus,it Serie A,29.0,1986.0,22.7,10.0,,16.0,,,0.71,,0.63,,0.0,0.0
1666,Sadio Mané,SEN,"MF,FW",Southampton,eng Premier League,23.0,1992.0,28.9,11.0,,34.0,,,1.18,,0.32,,0.0,1.0
1667,Eliaquim Mangala,FRA,DF,Manchester City,eng Premier League,24.0,1991.0,22.3,0.0,,1.0,,,0.04,,0.0,,0.0,0.0
1668,Kader Mangane,SEN,"DF,MF",Gazélec Ajaccio,fr Ligue 1,32.0,1983.0,28.4,1.0,,1.0,,,0.04,,1.0,,0.0,0.0
1669,Thomas Mangani,FRA,MF,Angers,fr Ligue 1,28.0,1987.0,27.6,5.0,,14.0,,,0.51,,0.14,,3.0,4.0
1670,Alex Manninger,AUT,GK,Augsburg,de Bundesliga,38.0,1977.0,1.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1671,Vito Mannone,ITA,GK,Sunderland,eng Premier League,27.0,1988.0,19.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1672,Kostas Manolas,GRC,DF,Roma,it Serie A,24.0,1991.0,34.7,2.0,,3.0,,,0.09,,0.67,,0.0,0.0
1673,Javier Manquillo,ESP,DF,Marseille,fr Ligue 1,21.0,1994.0,29.7,0.0,,2.0,,,0.07,,0.0,,0.0,0.0
1674,Manu,ESP,GK,La Coruña,es La Liga,29.0,1986.0,7.6,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
1675,Manucho,AGO,FW,Rayo Vallecano,es La Liga,32.0,1983.0,10.5,4.0,25.0,11.0,44.0,2.37,1.04,0.16,0.36,,0.0,0.0
1676,José Manuel Jurado,ESP,MF,Watford,eng Premier League,29.0,1986.0,22.3,0.0,,10.0,,,0.45,,0.0,,0.0,0.0
1677,Juan Manuel Vargas,PER,DF,Betis,es La Liga,31.0,1983.0,19.1,2.0,17.0,4.0,23.5,0.89,0.21,0.12,0.5,,0.0,0.0
1678,Florian Marange,FRA,"DF,MF",Bastia,fr Ligue 1,29.0,1986.0,18.5,0.0,,0.0,,,0.0,,,,0.0,0.0
1679,Marcelo,BRA,DF,Real Madrid,es La Liga,27.0,1988.0,27.5,2.0,19.0,4.0,21.1,0.69,0.15,0.11,0.5,,0.0,0.0
1680,Marcelo,BRA,DF,Hannover 96,de Bundesliga,28.0,1987.0,19.0,1.0,,2.0,,,0.11,,0.5,,0.0,0.0
1681,Giovanni Marchese,ITA,DF,Genoa,it Serie A,30.0,1984.0,7.4,0.0,,0.0,,,0.0,,,,0.0,0.0
1682,Federico Marchetti,ITA,GK,Lazio,it Serie A,32.0,1983.0,28.3,0.0,,0.0,,,0.0,,,,0.0,0.0
1683,Claudio Marchisio,ITA,MF,Juventus,it Serie A,29.0,1986.0,21.4,0.0,,6.0,,,0.28,,0.0,,0.0,0.0
1684,Óscar de Marcos,ESP,"DF,MF",Athletic Club,es La Liga,26.0,1989.0,32.0,1.0,13.0,4.0,30.8,0.41,0.12,0.08,0.25,,0.0,0.0
1685,Enzo Maresca,ITA,MF,Palermo,it Serie A,35.0,1980.0,11.0,1.0,,3.0,,,0.27,,0.33,,0.0,0.0
1686,José Mari,ESP,MF,Levante,es La Liga,27.0,1987.0,8.9,0.0,12.0,4.0,33.3,1.36,0.45,0.0,0.0,,0.0,0.0
1687,José María Giménez,URY,DF,Atlético Madrid,es La Liga,20.0,1995.0,27.0,1.0,12.0,4.0,33.3,0.44,0.15,0.08,0.25,,0.0,0.0
1688,Mariano,BRA,DF,Sevilla,es La Liga,29.0,1986.0,18.8,0.0,10.0,1.0,10.0,0.53,0.05,0.0,0.0,,0.0,0.0
1690,Adrian Mariappa,JAM,DF,Crystal Palace,eng Premier League,28.0,1986.0,2.8,0.0,,0.0,,,0.0,,,,0.0,0.0
1691,Adrián Marín,ESP,DF,Villarreal,es La Liga,18.0,1997.0,10.3,0.0,1.0,1.0,100.0,0.1,0.1,0.0,0.0,,0.0,0.0
1692,Diego Mariño,ESP,GK,Levante,es La Liga,25.0,1990.0,23.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
1693,Dominic Maroh,SVN,DF,Köln,de Bundesliga,28.0,1987.0,23.6,2.0,,6.0,,,0.25,,0.33,,0.0,0.0
1694,Javi Márquez,ESP,MF,Granada,es La Liga,29.0,1986.0,14.6,0.0,21.0,5.0,23.8,1.44,0.34,0.0,0.0,,0.0,0.0
1695,Rafael Márquez,MEX,DF,Hellas Verona,it Serie A,36.0,1979.0,8.4,0.0,,0.0,,,0.0,,,,0.0,0.0
1696,Marquinho,BRA,MF,Udinese,it Serie A,29.0,1986.0,5.0,0.0,,2.0,,,0.4,,0.0,,0.0,0.0
1697,Marquinhos,BRA,DF,Paris S-G,fr Ligue 1,21.0,1994.0,21.4,1.0,,3.0,,,0.14,,0.33,,0.0,0.0
1698,Luca Marrone,ITA,MF,Hellas Verona,it Serie A,25.0,1990.0,9.7,0.0,,1.0,,,0.1,,0.0,,0.0,0.0
1699,Luca Marrone,ITA,"MF,DF",Carpi,it Serie A,25.0,1990.0,8.0,1.0,,3.0,,,0.37,,0.33,,0.0,0.0
1700,Roger Martí,ESP,FW,Levante,es La Liga,24.0,1991.0,7.2,0.0,21.0,8.0,38.1,2.91,1.11,0.0,0.0,,0.0,0.0
1701,Anthony Martial,FRA,"MF,FW",Manchester Utd,eng Premier League,19.0,1995.0,29.2,11.0,,25.0,,,0.85,,0.44,,0.0,0.0
1702,Anthony Martial,FRA,FW,Monaco,fr Ligue 1,19.0,1995.0,2.3,0.0,,0.0,,,0.0,,,,0.0,0.0
1703,Johan Martial,FRA,DF,Troyes,fr Ligue 1,24.0,1991.0,6.3,0.0,,0.0,,,0.0,,,,0.0,0.0
1704,Jonas Martin,FRA,MF,Montpellier,fr Ligue 1,25.0,1990.0,34.8,4.0,,12.0,,,0.34,,0.17,,2.0,2.0
1705,Marvin Martin,FRA,MF,Lille,fr Ligue 1,27.0,1988.0,4.7,0.0,,1.0,,,0.21,,0.0,,0.0,0.0
1706,Russell Martin,SYC,DF,Norwich City,eng Premier League,29.0,1986.0,30.0,3.0,,6.0,,,0.2,,0.5,,0.0,0.0
1707,Cuco Martina,CUW,DF,Southampton,eng Premier League,25.0,1989.0,12.1,1.0,,2.0,,,0.17,,0.5,,0.0,0.0
1708,Luca Martinelli,ITA,DF,Empoli,it Serie A,26.0,1988.0,1.0,0.0,,1.0,,,1.0,,0.0,,0.0,0.0
1709,Carlos Martínez,ESP,DF,Real Sociedad,es La Liga,29.0,1986.0,6.0,0.0,3.0,0.0,0.0,0.5,0.0,0.0,,,0.0,0.0
1710,Iñigo Martínez,ESP,DF,Real Sociedad,es La Liga,24.0,1991.0,30.0,1.0,16.0,4.0,25.0,0.53,0.13,0.06,0.25,,0.0,0.0
