,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G+A,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Expected - xG,Expected - npxG,Expected - xAG,Expected - npxG+xAG,Progression - PrgC,Progression - PrgP,Progression - PrgR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK,Per 90 Minutes - xG,Per 90 Minutes - xAG,Per 90 Minutes - xG+xAG,Per 90 Minutes - npxG,Per 90 Minutes - npxG+xAG
39,David Alaba,at AUT,DF,Bayern Munich,Bundesliga,25.0,1992.0,23.0,17.0,1551.0,17.2,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,1.3,1.3,2.3,3.5,53.0,110.0,178.0,0.12,0.12,0.23,0.12,0.23,0.07,0.13,0.2,0.07,0.2
40,Lucas Alario,ar ARG,FW,Leverkusen,Bundesliga,24.0,1992.0,23.0,17.0,1550.0,17.2,9.0,4.0,13.0,8.0,1.0,2.0,4.0,1.0,10.5,8.9,1.8,10.8,16.0,28.0,111.0,0.52,0.23,0.75,0.46,0.7,0.61,0.11,0.72,0.52,0.63
41,David Alba,es ESP,DF,Getafe,La Liga,18.0,1999.0,1.0,1.0,61.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Jordi Alba,es ESP,DF,Barcelona,La Liga,28.0,1989.0,33.0,30.0,2744.0,30.5,2.0,8.0,10.0,2.0,0.0,0.0,7.0,0.0,2.1,2.1,6.1,8.3,58.0,135.0,314.0,0.07,0.26,0.33,0.07,0.33,0.07,0.2,0.27,0.07,0.27
43,Raúl Albentosa,es ESP,DF,La Coruña,La Liga,28.0,1988.0,20.0,19.0,1748.0,19.4,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.5,1.5,0.2,1.6,1.0,27.0,5.0,0.05,0.0,0.05,0.05,0.05,0.08,0.01,0.08,0.08,0.08
44,Luis Alberto,es ESP,"FW,MF",Lazio,Serie A,24.0,1992.0,34.0,32.0,2669.0,29.7,11.0,14.0,25.0,10.0,1.0,2.0,5.0,0.0,7.2,5.7,11.8,17.4,126.0,272.0,179.0,0.37,0.47,0.84,0.34,0.81,0.24,0.4,0.64,0.19,0.59
45,Raúl Albiol,es ESP,DF,Napoli,Serie A,31.0,1985.0,31.0,30.0,2742.0,30.5,3.0,1.0,4.0,3.0,0.0,0.0,7.0,0.0,1.4,1.4,1.3,2.6,27.0,231.0,4.0,0.1,0.03,0.13,0.1,0.13,0.04,0.04,0.09,0.04,0.09
46,Miiko Albornoz,cl CHI,"DF,MF",Hannover 96,Bundesliga,26.0,1990.0,10.0,7.0,703.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,1.4,1.6,10.0,25.0,19.0,0.0,0.0,0.0,0.0,0.0,0.02,0.18,0.21,0.02,0.21
47,Marc Albrighton,eng ENG,"MF,FW",Leicester City,Premier League,27.0,1989.0,34.0,30.0,2538.0,28.2,2.0,7.0,9.0,2.0,0.0,0.0,5.0,1.0,1.6,1.6,5.7,7.3,64.0,114.0,162.0,0.07,0.25,0.32,0.07,0.32,0.06,0.2,0.26,0.06,0.26
48,Paco Alcácer,es ESP,"MF,FW",Barcelona,La Liga,23.0,1993.0,17.0,8.0,695.0,7.7,4.0,3.0,7.0,4.0,0.0,0.0,0.0,0.0,3.9,3.9,2.1,6.0,6.0,13.0,42.0,0.52,0.39,0.91,0.52,0.91,0.51,0.27,0.78,0.51,0.78
49,Pedro Alcalá,es ESP,DF,Girona,La Liga,28.0,1989.0,8.0,8.0,689.0,7.7,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,0.2,1.2,3.0,24.0,0.0,0.13,0.0,0.13,0.13,0.13,0.13,0.03,0.16,0.13,0.16
50,Thiago Alcántara,es ESP,"MF,FW",Bayern Munich,Bundesliga,26.0,1991.0,19.0,12.0,1247.0,13.9,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,2.5,2.5,1.9,4.4,30.0,183.0,80.0,0.14,0.14,0.29,0.14,0.29,0.18,0.14,0.32,0.18,0.32
52,David Alcibiade,fr FRA,DF,Nantes,Ligue 1,25.0,1991.0,3.0,2.0,208.0,2.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.4,2.0,6.0,2.0,0.0,0.43,0.43,0.0,0.43,0.03,0.16,0.19,0.03,0.19
53,Toby Alderweireld,be BEL,DF,Tottenham,Premier League,28.0,1989.0,14.0,13.0,1178.0,13.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.1,0.5,12.0,109.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
54,Steve Aldo One,cm CMR,DF,La Coruña,La Liga,22.0,1995.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Álex Alegría,es ESP,FW,Levante,La Liga,24.0,1992.0,9.0,8.0,628.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1,1.1,0.2,1.3,2.0,8.0,29.0,0.0,0.0,0.0,0.0,0.0,0.16,0.03,0.19,0.16,0.19
56,Iván Alejo,es ESP,"MF,FW",Eibar,La Liga,22.0,1995.0,22.0,14.0,1102.0,12.2,1.0,3.0,4.0,1.0,0.0,0.0,5.0,0.0,0.5,0.5,2.1,2.6,71.0,20.0,125.0,0.08,0.25,0.33,0.08,0.33,0.04,0.17,0.21,0.04,0.21
57,Alexander,ar ARG,"MF,FW",Leganés,La Liga,28.0,1988.0,13.0,13.0,1060.0,11.8,2.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,2.2,1.4,2.5,3.9,17.0,26.0,72.0,0.17,0.17,0.34,0.08,0.25,0.19,0.21,0.4,0.12,0.33
58,Trent Alexander-Arnold,eng ENG,DF,Liverpool,Premier League,18.0,1998.0,19.0,18.0,1573.0,17.5,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,2.6,3.6,39.0,94.0,126.0,0.06,0.06,0.11,0.06,0.11,0.05,0.15,0.21,0.05,0.21
59,Alexis,es ESP,DF,Alavés,La Liga,31.0,1985.0,28.0,25.0,2184.0,24.3,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,1.2,1.2,0.3,1.5,5.0,34.0,11.0,0.04,0.0,0.04,0.04,0.04,0.05,0.01,0.06,0.05,0.06
60,Alisson,br BRA,GK,Roma,Serie A,24.0,1992.0,37.0,37.0,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Allan,br BRA,MF,Napoli,Serie A,26.0,1991.0,38.0,32.0,2850.0,31.7,4.0,5.0,9.0,4.0,0.0,0.0,2.0,0.0,3.8,3.8,3.6,7.3,83.0,186.0,135.0,0.13,0.16,0.28,0.13,0.28,0.12,0.11,0.23,0.12,0.23
62,Joe Allen,wls WAL,MF,Stoke City,Premier League,27.0,1990.0,36.0,36.0,3139.0,34.9,2.0,6.0,8.0,2.0,0.0,0.0,8.0,0.0,1.8,1.8,2.8,4.6,37.0,165.0,89.0,0.06,0.17,0.23,0.06,0.23,0.05,0.08,0.13,0.05,0.13
63,Dele Alli,eng ENG,"MF,FW",Tottenham,Premier League,21.0,1996.0,36.0,34.0,2958.0,32.9,9.0,10.0,19.0,9.0,0.0,0.0,7.0,0.0,9.1,9.1,8.2,17.3,100.0,181.0,359.0,0.27,0.3,0.58,0.27,0.58,0.28,0.25,0.53,0.28,0.53
64,Júnior Alonso,py PAR,DF,Lille,Ligue 1,24.0,1993.0,34.0,30.0,2781.0,30.9,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,1.1,1.1,0.5,1.7,19.0,114.0,14.0,0.06,0.03,0.1,0.06,0.1,0.04,0.02,0.05,0.04,0.05
65,José Alonso Lara,es ESP,MF,Sevilla,La Liga,17.0,2000.0,1.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Marcos Alonso,es ESP,"DF,MF",Chelsea,Premier League,26.0,1990.0,33.0,33.0,2855.0,31.7,7.0,2.0,9.0,7.0,0.0,0.0,6.0,0.0,4.1,4.1,2.8,7.0,78.0,103.0,261.0,0.22,0.06,0.28,0.22,0.28,0.13,0.09,0.22,0.13,0.22
67,Ricky Álvarez,ar ARG,MF,Sampdoria,Serie A,29.0,1988.0,12.0,2.0,267.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.5,0.9,7.0,13.0,30.0,0.34,0.34,0.67,0.34,0.67,0.14,0.17,0.31,0.14,0.31
68,Sergio Álvarez,es ESP,GK,Celta Vigo,La Liga,30.0,1986.0,17.0,16.0,1476.0,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Yeray Álvarez,es ESP,DF,Athletic Club,La Liga,22.0,1995.0,8.0,7.0,675.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,10.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
70,Dani Alves,br BRA,DF,Paris S-G,Ligue 1,34.0,1983.0,25.0,23.0,2063.0,22.9,1.0,7.0,8.0,1.0,0.0,0.0,7.0,1.0,1.4,1.4,5.0,6.3,76.0,168.0,144.0,0.04,0.31,0.35,0.04,0.35,0.06,0.22,0.28,0.06,0.28
71,Ibrahim Amadou,fr FRA,"MF,DF",Lille,Ligue 1,24.0,1993.0,30.0,30.0,2405.0,26.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.9,0.9,0.4,1.3,18.0,114.0,19.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.05,0.03,0.05
72,Eloi Amagat,es ESP,MF,Girona,La Liga,32.0,1985.0,2.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,1.2,1.2,1.2
73,Morgan Amalfitano,fr FRA,"MF,FW",Rennes,Ligue 1,32.0,1985.0,14.0,10.0,746.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.5,1.5,16.0,24.0,34.0,0.0,0.0,0.0,0.0,0.0,0.12,0.06,0.18,0.12,0.18
74,Romain Amalfitano,fr FRA,MF,Dijon,Ligue 1,27.0,1989.0,33.0,31.0,2703.0,30.0,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,1.8,2.2,50.0,146.0,46.0,0.0,0.1,0.1,0.0,0.1,0.01,0.06,0.07,0.01,0.07
75,Daniel Amartey,gh GHA,DF,Leicester City,Premier League,22.0,1994.0,8.0,6.0,487.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Jordi Amat,id IDN,"DF,MF",Betis,La Liga,25.0,1992.0,25.0,24.0,2045.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.4,0.4,0.1,0.5,13.0,101.0,5.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
78,Amath,sn SEN,"MF,FW",Getafe,La Liga,21.0,1996.0,37.0,36.0,2859.0,31.8,3.0,3.0,6.0,3.0,0.0,0.0,9.0,0.0,4.4,4.4,2.7,7.2,66.0,66.0,158.0,0.09,0.09,0.19,0.09,0.19,0.14,0.09,0.23,0.14,0.23
79,Jordan Amavi,fr FRA,DF,Marseille,Ligue 1,23.0,1994.0,27.0,24.0,2193.0,24.4,0.0,5.0,5.0,0.0,0.0,0.0,7.0,0.0,0.6,0.6,2.0,2.6,70.0,90.0,83.0,0.0,0.21,0.21,0.0,0.21,0.02,0.08,0.11,0.02,0.11
80,Stephan Ambrosius,gh GHA,DF,Hamburger SV,Bundesliga,18.0,1998.0,1.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Kelvin Amian,fr FRA,DF,Toulouse,Ligue 1,19.0,1998.0,36.0,35.0,3154.0,35.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,1.4,1.4,1.1,2.4,41.0,107.0,83.0,0.03,0.03,0.06,0.03,0.06,0.04,0.03,0.07,0.04,0.07
82,Nadiem Amiri,de GER,MF,Hoffenheim,Bundesliga,20.0,1996.0,28.0,19.0,1744.0,19.4,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,2.9,2.9,3.4,6.4,51.0,89.0,116.0,0.1,0.15,0.26,0.1,0.26,0.15,0.18,0.33,0.15,0.33
83,Ethan Ampadu,wls WAL,DF,Chelsea,Premier League,16.0,2000.0,1.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Nordin Amrabat,ma MAR,FW,Watford,Premier League,30.0,1987.0,3.0,3.0,198.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,3.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.09,0.02,0.09
85,Nordin Amrabat,ma MAR,"FW,MF",Leganés,La Liga,30.0,1987.0,30.0,17.0,1623.0,18.0,2.0,4.0,6.0,2.0,0.0,0.0,6.0,1.0,3.7,3.7,3.2,6.9,87.0,50.0,146.0,0.11,0.22,0.33,0.11,0.33,0.2,0.18,0.38,0.2,0.38
86,Jon Ander Serantes,es ESP,GK,Leganés,La Liga,27.0,1989.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
