,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,90s,Performance - GA,Performance - GA90,Performance - SoTA,Performance - Saves,Performance - Save%,Performance - W,Performance - D,Performance - L,Performance - CS,Performance - CS%,Penalty Kicks - PKatt,Penalty Kicks - PKA,Penalty Kicks - PKsv,Penalty Kicks - PKm,Penalty Kicks - Save%
84,Angus Gunn,sct SCO,GK,Norwich City,Premier League,25.0,1996.0,9.0,9.0,810.0,9.0,22.0,2.44,57.0,34.0,64.9,1.0,2.0,6.0,1.0,11.1,4.0,2.0,1.0,1.0,33.3
85,Samir Handanović,si SVN,GK,Inter,Serie A,37.0,1984.0,37.0,37.0,3330.0,37.0,30.0,0.81,124.0,95.0,79.0,25.0,9.0,3.0,15.0,40.5,4.0,4.0,0.0,0.0,0.0
86,Wayne Hennessey,wls WAL,GK,Burnley,Premier League,34.0,1987.0,2.0,2.0,180.0,2.0,6.0,3.0,13.0,8.0,53.8,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
87,Sergio Herrera,es ESP,GK,Osasuna,La Liga,28.0,1993.0,36.0,36.0,3240.0,36.0,48.0,1.33,147.0,97.0,70.1,12.0,10.0,14.0,12.0,33.3,7.0,4.0,3.0,0.0,42.9
88,Marwin Hitz,ch SUI,GK,Dortmund,Bundesliga,33.0,1987.0,5.0,4.0,405.0,4.5,12.0,2.67,25.0,13.0,60.0,1.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
89,Timo Horn,de GER,GK,Köln,Bundesliga,28.0,1993.0,13.0,13.0,1170.0,13.0,21.0,1.62,56.0,36.0,62.5,4.0,6.0,3.0,1.0,7.7,0.0,0.0,0.0,0.0,
90,Lukáš Hrádecký,fi FIN,GK,Leverkusen,Bundesliga,31.0,1989.0,32.0,32.0,2880.0,32.0,44.0,1.37,154.0,109.0,72.7,17.0,7.0,8.0,8.0,25.0,4.0,2.0,1.0,1.0,33.3
91,Stefanos Kapino,gr GRE,GK,Arminia,Bundesliga,27.0,1994.0,1.0,1.0,90.0,1.0,0.0,0.0,4.0,4.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,
92,Eiji Kawashima,jp JPN,GK,Strasbourg,Ligue 1,38.0,1983.0,1.0,1.0,90.0,1.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,
93,Caoimhín Kelleher,ie IRL,GK,Liverpool,Premier League,22.0,1998.0,2.0,2.0,180.0,2.0,2.0,1.0,8.0,6.0,75.0,1.0,1.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,
94,Kristoffer Klaesson,no NOR,GK,Leeds United,Premier League,20.0,2000.0,1.0,0.0,36.0,0.4,0.0,0.0,4.0,4.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
95,Gregor Kobel,ch SUI,GK,Dortmund,Bundesliga,23.0,1997.0,29.0,29.0,2565.0,28.5,39.0,1.37,110.0,73.0,67.3,20.0,3.0,6.0,7.0,24.1,3.0,3.0,0.0,0.0,0.0
96,Tim Krul,nl NED,GK,Norwich City,Premier League,33.0,1988.0,29.0,29.0,2610.0,29.0,62.0,2.14,165.0,105.0,66.7,4.0,5.0,20.0,5.0,17.2,8.0,7.0,0.0,1.0,0.0
97,Alban Lafont,fr FRA,GK,Nantes,Ligue 1,22.0,1999.0,38.0,38.0,3420.0,38.0,48.0,1.26,155.0,105.0,71.6,15.0,10.0,13.0,8.0,21.1,7.0,4.0,3.0,0.0,42.9
98,Jean-Louis Leca,fr FRA,GK,Lens,Ligue 1,35.0,1985.0,27.0,27.0,2313.0,25.7,33.0,1.28,100.0,66.0,70.0,10.0,8.0,9.0,5.0,18.5,4.0,3.0,1.0,0.0,25.0
99,Jeremías Ledesma,ar ARG,GK,Cádiz,La Liga,28.0,1993.0,38.0,38.0,3420.0,38.0,51.0,1.34,170.0,117.0,76.5,8.0,15.0,15.0,13.0,34.2,13.0,11.0,2.0,0.0,15.4
100,Bernd Leno,de GER,GK,Arsenal,Premier League,29.0,1992.0,4.0,4.0,360.0,4.0,9.0,2.25,19.0,10.0,52.6,1.0,0.0,3.0,1.0,25.0,0.0,0.0,0.0,0.0,
101,Alexandre Letellier,fr FRA,GK,Paris S-G,Ligue 1,30.0,1990.0,1.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,
102,Luca Lezzerini,it ITA,GK,Venezia,Serie A,26.0,1995.0,6.0,6.0,495.0,5.5,9.0,1.64,39.0,30.0,76.9,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,
104,Andreas Linde,se SWE,GK,Greuther Fürth,Bundesliga,28.0,1993.0,12.0,12.0,1080.0,12.0,24.0,2.0,62.0,39.0,62.9,1.0,5.0,6.0,3.0,25.0,1.0,1.0,0.0,0.0,0.0
105,Hugo Lloris,fr FRA,GK,Tottenham,Premier League,34.0,1986.0,38.0,38.0,3420.0,38.0,40.0,1.05,137.0,98.0,72.3,22.0,5.0,11.0,16.0,42.1,2.0,2.0,0.0,0.0,0.0
106,Anthony Lopes,pt POR,GK,Lyon,Ligue 1,30.0,1990.0,34.0,34.0,2982.0,33.1,45.0,1.36,148.0,105.0,71.6,14.0,11.0,9.0,8.0,23.5,4.0,3.0,1.0,0.0,25.0
107,Diego López,es ESP,GK,Espanyol,La Liga,39.0,1981.0,36.0,36.0,3177.0,35.3,49.0,1.39,157.0,110.0,70.7,10.0,12.0,14.0,9.0,25.0,4.0,3.0,0.0,1.0,0.0
108,Pau López,es ESP,GK,Marseille,Ligue 1,26.0,1994.0,29.0,29.0,2610.0,29.0,31.0,1.07,86.0,55.0,68.6,15.0,6.0,8.0,10.0,34.5,4.0,4.0,0.0,0.0,0.0
109,Jonas Lössl,dk DEN,GK,Brentford,Premier League,32.0,1989.0,2.0,2.0,180.0,2.0,5.0,2.5,7.0,2.0,28.6,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
110,Marcel Lotka,pl POL,GK,Hertha BSC,Bundesliga,20.0,2001.0,10.0,9.0,885.0,9.8,20.0,2.03,49.0,29.0,65.3,2.0,1.0,6.0,2.0,22.2,3.0,3.0,0.0,0.0,0.0
111,Andriy Lunin,ua UKR,GK,Real Madrid,La Liga,22.0,1999.0,2.0,2.0,180.0,2.0,2.0,1.0,9.0,6.0,88.9,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,50.0
112,Andrey Lunyov,ru RUS,GK,Leverkusen,Bundesliga,29.0,1991.0,1.0,1.0,90.0,1.0,1.0,1.0,2.0,1.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
113,Andreas Luthe,de GER,GK,Union Berlin,Bundesliga,34.0,1987.0,27.0,27.0,2430.0,27.0,39.0,1.44,104.0,68.0,64.4,11.0,7.0,9.0,6.0,22.2,2.0,2.0,0.0,0.0,0.0
114,Niki Mäenpää,fi FIN,GK,Venezia,Serie A,36.0,1985.0,17.0,16.0,1485.0,16.5,27.0,1.64,84.0,57.0,73.8,1.0,4.0,11.0,1.0,6.3,6.0,5.0,0.0,1.0,0.0
115,Mike Maignan,fr FRA,GK,Milan,Serie A,26.0,1995.0,32.0,32.0,2880.0,32.0,21.0,0.66,101.0,81.0,81.2,22.0,7.0,3.0,17.0,53.1,2.0,2.0,0.0,0.0,0.0
116,Giorgi Mamardashvili,ge GEO,GK,Valencia,La Liga,20.0,2000.0,18.0,18.0,1620.0,18.0,20.0,1.11,75.0,55.0,76.0,5.0,7.0,6.0,8.0,44.4,2.0,2.0,0.0,0.0,0.0
117,Steve Mandanda,fr FRA,GK,Marseille,Ligue 1,36.0,1985.0,9.0,9.0,810.0,9.0,7.0,0.78,26.0,20.0,73.1,6.0,2.0,1.0,5.0,55.6,0.0,0.0,0.0,0.0,
118,Anthony Mandrea,dz ALG,GK,Angers,Ligue 1,24.0,1996.0,10.0,10.0,900.0,10.0,14.0,1.4,44.0,31.0,68.2,3.0,3.0,4.0,2.0,20.0,0.0,0.0,0.0,0.0,
119,Davide Marfella,it ITA,GK,Napoli,Serie A,21.0,1999.0,1.0,0.0,11.0,0.1,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,
120,Emiliano Martínez,ar ARG,GK,Aston Villa,Premier League,28.0,1992.0,36.0,36.0,3240.0,36.0,48.0,1.33,140.0,93.0,68.6,13.0,6.0,17.0,11.0,30.6,6.0,4.0,1.0,1.0,20.0
