,Player,Squad,Playing Time - MP,Playing Time - Starts,Playing Time - Min,90s,Performance - GA,Performance - GA90,Performance - SoTA,Performance - Saves,Performance - Save%,Performance - W,Performance - D,Performance - L,Performance - CS,Performance - CS%,Penalty Kicks - PKatt,Penalty Kicks - PKA,Penalty Kicks - PKsv,Penalty Kicks - PKm,Penalty Kicks - Save%
93,Karl-Johan Johnsson,Guingamp,38,38,3420,38.0,59,1.55,171,111,68.4,12,11,15,11,28.9,7,5,2,0,28.6
94,Bingourou Kamara,Strasbourg,19,19,1692,18.8,32,1.70,86,54,65.1,4,6,9,2,10.5,2,2,0,0,0.0
95,Loris Karius,Liverpool,19,19,1710,19.0,14,0.74,45,30,73.3,11,5,3,10,52.6,3,2,1,0,33.3
96,Orestis Karnezis,Watford,15,14,1292,14.4,24,1.67,56,32,62.5,4,3,7,4,28.6,3,3,0,0,0.0
97,Eiji Kawashima,Metz,29,29,2569,28.5,60,2.10,167,106,64.1,5,7,17,2,6.9,2,0,2,0,100.0
98,Herve Koffi,Lille,4,4,360,4.0,11,2.75,20,10,50.0,0,1,3,0,0.0,1,1,0,0,0.0
99,Tomas Koubek,Rennes,34,34,3060,34.0,36,1.06,127,91,73.2,16,8,10,10,29.4,5,2,2,1,50.0
100,Maksym Koval,La Coruña,2,2,121,1.3,3,2.23,5,2,40.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Thomas Kraft,Hertha BSC,3,3,270,3.0,2,0.67,14,12,92.9,0,3,0,1,33.3,1,1,0,0,0.0
102,Alban Lafont,Toulouse,38,38,3420,38.0,54,1.42,158,106,69.6,9,10,19,12,31.6,6,6,0,0,0.0
104,Eugenio Lamanna,Genoa,1,1,90,1.0,1,1.00,3,2,66.7,0,0,1,0,0.0,0,0,0,0,0.0
105,Benjamin Lecomte,Montpellier,38,38,3420,38.0,33,0.87,117,84,76.1,11,18,9,14,36.8,6,5,0,1,0.0
106,Bernd Leno,Leverkusen,33,33,2970,33.0,40,1.21,110,70,68.2,15,10,8,10,30.3,5,5,0,0,0.0
107,Alexandre Letellier,Angers,13,13,1170,13.0,17,1.31,44,28,65.9,2,7,4,1,7.7,2,2,0,0,0.0
108,Raul Lizoain,Las Palmas,11,11,990,11.0,27,2.45,66,39,62.1,1,2,8,1,9.1,2,2,0,0,0.0
109,Hugo Lloris,Tottenham,36,36,3240,36.0,35,0.97,117,82,71.8,22,7,7,15,41.7,3,2,0,1,0.0
110,Anthony Lopes,Lyon,34,34,3060,34.0,37,1.09,137,101,76.6,21,8,5,14,41.2,8,5,2,1,28.6
111,Diego Lopez,Espanyol,10,10,854,9.5,11,1.16,40,30,75.0,3,5,2,3,30.0,2,1,1,0,50.0
112,Pau Lopez,Espanyol,29,28,2566,28.5,31,1.09,124,92,77.4,9,8,11,9,32.1,4,3,1,0,25.0
113,Pedro Lopez,Betis,5,4,411,4.6,8,1.75,16,8,50.0,1,1,2,1,25.0,0,0,0,0,0.0
114,Jonas Lossl,Huddersfield,38,38,3420,38.0,58,1.53,158,99,65.8,9,10,19,10,26.3,6,4,2,0,33.3
115,Andreas Luthe,Augsburg,2,2,180,2.0,4,2.00,7,3,57.1,0,1,1,0,0.0,1,1,0,0,0.0
116,Rais M'Bolhi,Rennes,1,1,90,1.0,3,3.00,6,3,83.3,0,0,1,0,0.0,2,2,0,0,0.0
117,Mike Maignan,Lille,34,34,3032,33.7,53,1.57,160,107,68.8,10,7,17,5,14.7,5,3,2,0,40.0
118,Steve Mandanda,Marseille,31,31,2706,30.0,37,1.23,114,77,70.2,18,9,4,11,35.5,5,3,1,1,25.0
119,Gabriele Marchegiani,SPAL,1,0,1,0.0,0,0.00,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0
120,Emiliano Martinez,Getafe,5,5,450,5.0,7,1.40,19,12,68.4,2,1,2,2,40.0,1,1,0,0,0.0
121,Christian Mathenia,Hamburger SV,24,24,2160,24.0,38,1.58,95,58,63.2,4,6,14,6,25.0,4,3,0,1,0.0
122,Alex McCarthy,Southampton,18,18,1620,18.0,26,1.44,68,42,63.2,3,8,7,4,22.2,1,1,0,0,0.0
123,Brais Mendez,Celta Vigo,1,0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,Alex Meret,SPAL,13,13,1158,12.9,16,1.24,60,44,78.3,2,7,4,4,30.8,5,3,2,0,40.0
125,Mathieu Michel,Angers,7,6,597,6.6,13,1.96,26,14,57.7,1,2,3,1,16.7,2,2,0,0,0.0
126,Simon Mignolet,Liverpool,19,19,1710,19.0,24,1.26,59,34,62.7,10,7,2,7,36.8,3,2,1,0,33.3
127,Vanja Milinkovic-Savic,Torino,1,1,90,1.0,1,1.00,2,1,50.0,1,0,0,0,0.0,0,0,0,0,0.0
128,Antonio Mirante,Bologna,33,33,2970,33.0,46,1.39,144,101,69.4,10,5,18,7,21.2,3,2,0,1,0.0
130,Jessy Moulin,Saint-Étienne,4,3,304,3.4,6,1.78,29,23,82.8,1,0,2,1,33.3,1,1,0,0,0.0
131,Florian Muller,Mainz 05,5,5,450,5.0,7,1.40,21,13,66.7,1,1,3,1,20.0,1,0,1,0,100.0
132,Yvon Mvogo,RB Leipzig,1,1,90,1.0,1,1.00,4,3,75.0,0,0,1,0,0.0,0,0,0,0,0.0
133,Boaz Myhill,West Brom,1,1,90,1.0,1,1.00,3,2,66.7,0,1,0,0,0.0,0,0,0,0,0.0
134,Keylor Navas,Real Madrid,27,27,2430,27.0,31,1.15,111,79,73.9,16,7,4,7,25.9,4,2,2,0,50.0
135,Neto,Valencia,33,33,2970,33.0,33,1.00,143,108,79.0,18,7,8,10,30.3,5,3,2,0,40.0
136,Manuel Neuer,Bayern Munich,3,3,270,3.0,2,0.67,7,5,71.4,2,0,1,2,66.7,0,0,0,0,0.0
137,Alexander Nubel,Schalke 04,1,0,45,0.5,0,0.00,2,2,100.0,0,0,0,1,0.0,0,0,0,0,0.0
138,Jan Oblak,Atlético Madrid,37,37,3330,37.0,22,0.59,126,102,83.3,22,10,5,22,59.5,4,1,3,0,75.0
139,Oier Olazabal,Levante,26,26,2340,26.0,39,1.50,122,85,72.1,9,7,10,7,26.9,6,5,0,1,0.0
140,David Ospina,Arsenal,5,4,381,4.2,3,0.71,12,9,75.0,3,0,1,2,50.0,0,0,0,0,0.0
141,Alexandre Oukidja,Strasbourg,17,16,1457,16.2,29,1.79,71,41,64.8,3,5,8,2,12.5,5,4,1,0,20.0
142,Ramazan Ozcan,Leverkusen,1,1,90,1.0,4,4.00,8,3,50.0,0,0,1,0,0.0,1,0,1,0,100.0
143,Fernando Pacheco,Alavés,38,37,3357,37.3,50,1.34,171,121,74.9,15,2,20,12,32.4,10,7,2,1,22.2
144,Costel Pantilimon,La Coruña,6,6,540,6.0,9,1.50,26,18,69.2,3,0,3,1,16.7,1,1,0,0,0.0
145,Jiri Pavlenka,Werder Bremen,34,34,3060,34.0,40,1.18,162,123,76.5,10,12,12,8,23.5,4,2,1,1,33.3
146,Gianluca Pegolo,Sassuolo,2,1,104,1.2,1,0.87,6,6,83.3,0,0,1,0,0.0,0,0,0,0,0.0
147,Yohann Pele,Marseille,9,7,714,8.2,10,1.26,27,18,66.7,4,2,1,3,42.9,1,1,0,0,0.0
148,Mattia Perin,Genoa,37,37,3330,37.0,42,1.14,167,127,77.2,11,8,18,12,32.4,4,4,0,0,0.0
149,Jordan Pickford,Everton,38,38,3420,38.0,58,1.53,178,119,69.1,13,10,15,10,26.3,5,3,1,1,25.0
150,Carlo Pinsoglio,Juventus,1,0,28,0.3,1,3.21,2,1,50.0,0,0,0,0,0.0,0,0,0,0,0.0
151,Julian Pollersbeck,Hamburger SV,10,10,900,10.0,15,1.50,47,32,68.1,4,1,5,1,10.0,0,0,0,0,0.0
152,Nick Pope,Burnley,35,34,3115,34.6,35,1.01,148,113,78.4,12,11,11,12,35.3,5,3,1,1,25.0
153,Nicolas de Preville,Lille,1,0,11,3.2,1,8.18,2,1,50.0,0,0,0,0,0.0,0,0,0,0,0.0
154,Andres Prieto,Málaga,4,4,360,4.0,10,2.50,20,10,60.0,0,0,4,0,0.0,2,2,0,0,0.0
156,Jerome Prior,Bordeaux,2,2,180,2.0,3,1.50,9,6,66.7,0,0,2,0,0.0,0,0,0,0,0.0
157,Christian Puggioni,Benevento,14,14,1179,13.1,26,1.98,65,39,67.7,3,1,10,2,14.3,6,5,0,1,0.0
158,Christian Puggioni,Sampdoria,9,9,810,9.0,12,1.33,53,41,83.0,5,2,2,3,33.3,3,3,0,0,0.0
159,Rafael,Cagliari,10,8,794,8.8,11,1.25,39,28,74.4,4,1,3,1,12.5,1,1,0,0,0.0
160,Tono Ramirez,Real Sociedad,4,3,315,3.5,6,1.71,11,5,45.5,1,0,2,2,66.7,0,0,0,0,0.0
161,Pepe Reina,Napoli,37,37,3330,37.0,29,0.78,97,68,72.2,28,6,3,18,48.6,2,2,0,0,0.0
162,Baptiste Reynet,Dijon,38,38,3420,38.0,73,1.92,201,128,69.2,13,9,16,5,13.2,14,11,3,0,21.4
163,Sergio Rico,Sevilla,24,23,2155,24.0,39,1.63,92,52,60.9,10,3,10,9,39.1,5,3,1,1,25.0
164,Asier Riesgo,Eibar,1,1,90,1.0,1,1.00,5,4,80.0,1,0,0,0,0.0,0,0,0,0,0.0
165,Roberto,Málaga,34,34,3060,34.0,51,1.50,150,98,68.7,5,5,24,6,17.6,5,4,1,0,20.0
166,Sergio Romero,Manchester Utd,1,1,90,1.0,0,0.00,3,3,100.0,1,0,0,1,100.0,0,0,0,0,0.0
167,Francesco Rossi,Atalanta,1,0,8,0.1,1,11.25,2,1,50.0,0,0,0,0,0.0,0,0,0,0,0.0
168,Ruben,La Coruña,28,27,2477,27.5,58,2.11,134,77,58.2,3,9,15,4,14.8,3,2,1,0,33.3
169,Stephane Ruffier,Saint-Étienne,35,35,3112,34.6,44,1.27,150,106,74.0,14,10,11,12,34.3,6,5,1,0,16.7
170,Geronimo Rulli,Real Sociedad,26,26,2340,26.0,45,1.73,105,61,61.0,10,5,11,6,23.1,5,4,1,0,20.0
171,Mathew Ryan,Brighton,38,38,3420,38.0,54,1.42,172,121,69.2,9,13,16,10,26.3,3,1,2,0,66.7
172,Mamadou Samassa,Troyes,21,21,1890,21.0,31,1.48,101,70,71.3,6,3,12,5,23.8,3,2,1,0,33.3
173,Brice Samba,Caen,4,3,315,3.5,4,1.14,19,15,84.2,1,1,1,2,66.7,1,1,0,0,0.0
174,Antonio Santurro,Bologna,1,1,90,1.0,1,1.00,5,4,80.0,0,1,0,0,0.0,0,0,0,0,0.0
175,Kasper Schmeichel,Leicester City,33,33,2965,32.9,47,1.43,138,90,66.7,11,10,12,8,24.2,3,1,2,0,66.7
176,Alexander Schwolow,Freiburg,33,33,2906,32.3,53,1.64,151,102,67.5,8,11,14,9,27.3,5,4,0,1,0.0
177,Simone Scuffet,Udinese,6,6,540,6.0,11,1.83,27,16,59.3,1,0,5,1,16.7,1,0,1,0,100.0
178,Luigi Sepe,Napoli,1,1,90,1.0,0,0.00,1,1,100.0,0,1,0,1,100.0,0,0,0,0,0.0
179,Marco Silvestri,Hellas Verona,2,2,180,2.0,7,3.50,25,18,72.0,0,0,2,0,0.0,0,0,0,0,0.0
180,Tobias Sippel,M'Gladbach,5,4,435,4.8,10,2.07,23,13,56.5,1,0,3,1,25.0,0,0,0,0,0.0
182,Salvatore Sirigu,Torino,37,37,3330,37.0,45,1.22,158,110,74.7,12,15,10,10,27.0,8,5,3,0,37.5
183,Antonio Sivera,Alavés,1,1,63,0.7,0.0,0.0,1,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,Lukasz Skorupski,Roma,1,1,90,1.0,0,0.00,3,3,100.0,1,0,0,1,100.0,0,0,0,0,0.0
185,Yann Sommer,M'Gladbach,30,30,2625,29.2,42,1.44,151,110,74.8,12,8,10,6,20.0,4,4,0,0,0.0
186,David Soria,Sevilla,15,15,1265,14.0,19,1.35,58,40,70.7,7,4,4,5,33.3,3,2,0,1,0.0
187,Stefano Sorrentino,Chievo,38,38,3420,38.0,59,1.55,187,129,70.6,10,10,18,7,18.4,7,4,3,0,42.9
188,Julian Speroni,Crystal Palace,11,11,990,11.0,14,1.27,43,29,69.8,3,5,3,2,18.2,1,1,0,0,0.0
189,Marco Sportiello,Fiorentina,37,37,3202,35.6,38,1.07,131,92,72.5,16,9,12,14,37.8,3,2,1,0,33.3
190,Tom Starke,Bayern Munich,2,2,180,2.0,0,0.00,4,4,100.0,2,0,0,2,100.0,0,0,0,0,0.0
191,Thomas Strakosha,Lazio,38,38,3420,38.0,49,1.29,159,111,74.8,21,9,8,11,28.9,10,9,1,0,10.0
192,Danijel Subasic,Monaco,34,34,2940,32.7,41,1.26,125,85,70.4,21,8,5,10,29.4,4,4,0,0,0.0
193,Seydou Sy,Monaco,3,2,255,2.8,4,1.41,16,12,81.3,1,0,1,1,50.0,1,1,0,0,0.0
194,Wojciech Szczesny,Juventus,17,17,1530,17.0,9,0.53,33,24,72.7,13,3,1,11,64.7,0,0,0,0,0.0
195,Ciprian Tatarusanu,Nantes,37,37,3330,37.0,38,1.03,133,96,72.9,14,10,13,12,32.4,3,2,0,1,0.0
196,Marc-Andre ter Stegen,Barcelona,37,37,3330,37.0,28,0.76,126,98,79.4,27,9,1,19,51.4,2,2,0,0,0.0
197,Kevin Trapp,Paris S-G,4,4,360,4.0,4,1.00,17,13,88.2,3,0,1,1,25.0,2,2,0,0,0.0
198,Philipp Tschauner,Hannover 96,31,31,2790,31.0,45,1.45,158,113,72.8,9,9,13,5,16.1,3,2,0,1,0.0
199,Przemyslaw Tyton,La Coruña,2,1,97,1.1,4,3.71,5,1,20.0,0,0,1,0,0.0,0,0,0,0,0.0
200,Sven Ulreich,Bayern Munich,29,29,2610,29.0,26,0.90,84,58,70.2,23,3,3,12,41.4,4,1,3,0,75.0
201,Francis Uzoho,La Coruña,2,2,180,2.0,2,1.00,9,7,88.9,0,1,1,1,50.0,1,1,0,0,0.0
202,Koke Vegas,Levante,1,1,90,1.0,4,4.00,8,4,50.0,0,0,1,0,0.0,0,0,0,0,0.0
203,Remy Vercoutre,Caen,35,35,3103,34.5,48,1.39,132,88,66.7,9,7,19,11,31.4,4,4,0,0,0.0
204,Emiliano Viviano,Sampdoria,27,27,2430,27.0,43,1.59,132,87,68.9,11,4,12,6,22.2,6,2,4,0,66.7
205,Michel Vorm,Tottenham,1,1,90,1.0,1,1.00,4,4,75.0,0,1,0,0,0.0,0,0,0,0,0.0
206,Roman Weidenfeller,Dortmund,2,1,91,1.0,4,3.96,7,3,42.9,0,1,0,0,0.0,0,0,0,0,0.0
208,Axel Werner,Atlético Madrid,1,1,90,1.0,0,0.00,3,3,100.0,1,0,0,1,100.0,0,0,0,0,0.0
209,Yoel,Eibar,1,1,90,1.0,0,0.00,5,5,100.0,0,1,0,1,100.0,0,0,0,0,0.0
210,Erwin Zelazny,Troyes,17,17,1530,17.0,28,1.65,92,64,71.7,3,3,11,3,17.6,2,2,0,0,0.0
211,Robin Zentner,Mainz 05,15,15,1350,15.0,27,1.80,70,44,67.1,3,5,7,2,13.3,4,4,0,0,0.0
212,Luca Zidane,Real Madrid,1,1,90,1.0,2,2.00,4,2,50.0,0,1,0,0,0.0,0,0,0,0,0.0
213,Ron-Robert Zieler,Stuttgart,34,34,3060,34.0,36,1.06,155,117,79.4,15,6,13,12,35.3,6,4,2,0,33.3
