,Player,Squad,Playing Time - MP,Playing Time - Min,Playing Time - Mn/MP,Playing Time - Min%,Playing Time - 90s,Starts - Starts,Starts - Mn/Start,Starts - Compl,Subs - Subs,Subs - Mn/Sub,Subs - unSub,Team Success - PPM,Team Success - onG,Team Success - onGA,Team Success - +/-,Team Success - +/-90,Team Success - On-Off,Team Success (xG) - onxG,Team Success (xG) - onxGA,Team Success (xG) - xG+/-,Team Success (xG) - xG+/-90,Team Success (xG) - On-Off
54,Naouirou Ahamada,Crystal Palace,20,349,17,10.2,3.9,0,0.0,0,20,17,14,0.85,13,14,-1,-0.26,-0.26,10.0,8.6,+1.4,+0.35,+0.49
55,Anel Ahmedhodzic,Sheffield Utd,31,2649,85,77.5,29.4,29,89,27,2,34,0,0.35,28,89,-61,-2.07,-1.14,31.9,61.5,-29.6,-1.01,+0.01
56,Jean-Eudes Aholou,Strasbourg,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Joseph Aidoo,Celta Vigo,6,407,68,11.9,4.5,4,90,4,2,24,3,0.83,3,6,-3,-0.66,-0.42,5.3,7.0,-1.7,-0.38,-0.31
58,Ola Aina,Nott'ham Forest,22,1692,77,49.5,18.8,20,84,9,2,5,3,1.00,27,39,-12,-0.64,-0.33,23.3,28.6,-5.3,-0.28,-0.39
59,Rayan Ait-Nouri,Wolves,33,2329,71,68.1,25.9,29,76,10,4,30,0,1.21,36,43,-7,-0.27,+0.39,32.8,45.5,-12.7,-0.49,+0.19
60,Tosin Aiyegun,Lorient,19,902,47,29.5,10.0,10,73,2,9,20,3,0.79,15,25,-10,-1.00,-0.46,10.6,16.3,-5.6,-0.56,-0.08
61,Junior Ajayi,Hellas Verona,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Kristoffer Ajer,Brentford,28,1832,65,53.6,20.4,21,84,13,7,11,1,1.14,28,33,-5,-0.25,-0.02,32.5,29.6,+2.9,+0.14,+0.18
63,Ludovic Ajorque,Mainz 05,26,1360,52,44.4,15.1,15,80,9,11,14,6,1.04,13,26,-13,-0.86,-0.91,20.6,20.9,-0.2,-0.01,-0.03
64,Manuel Akanji,Manchester City,30,2511,84,73.4,27.9,28,88,25,2,23,4,2.40,72,23,+49,+1.76,+0.47,57.1,26.8,+30.4,+1.09,-0.35
65,Marley Ake,Udinese,1,10,10,0.3,0.1,0,0.0,0,1,10,14,1.00,0,0,0,0.00,+0.42,0.0,0.5,-0.5,-4.40,-4.14
66,Nathan Ake,Manchester City,29,2042,70,59.7,22.7,24,83,19,5,12,6,2.38,55,20,+35,+1.54,-0.22,43.8,21.6,+22.2,+0.98,-0.51
67,Ilias Akhomach,Villarreal,31,1511,49,44.2,16.8,17,70,2,14,23,6,1.45,26,33,-7,-0.42,-0.75,25.5,29.0,-3.4,-0.20,-0.22
68,Sergio Akieme,Almería,19,1675,88,49.0,18.6,19,88,18,0,0.0,1,0.32,17,36,-19,-1.02,-0.35,24.7,33.0,-8.3,-0.45,-0.22
69,Sergio Akieme,Reims,13,818,63,26.7,9.1,8,82,3,5,33,2,1.08,10,7,+3,+0.33,+0.65,10.6,12.4,-1.9,-0.20,-0.20
70,Ebenezer Akinsanmiro,Inter,1,15,15,0.4,0.2,0,0.0,0,1,15,4,3.00,0,0,0,0.00,-1.77,0.3,0.0,+0.3,+1.76,+0.52
71,Maghnes Akliouche,Monaco,28,1613,58,52.7,17.9,18,78,3,10,20,3,1.93,32,17,+15,+0.84,+0.15,32.4,20.9,+11.5,+0.64,+0.64
72,Paul Akouokou,Betis,2,27,14,0.8,0.3,0,0.0,0,2,14,1,1.50,1,1,0,0.00,-0.08,0.5,0.7,-0.2,-0.54,-0.38
73,Paul Akouokou,Lyon,8,307,38,10.0,3.4,4,56,0,4,21,7,0.88,1,5,-4,-1.17,-1.11,4.8,5.8,-1.0,-0.28,-0.23
74,Jean-Daniel Akpa-Akpro,Monza,19,705,37,20.6,7.8,8,67,1,11,15,15,1.37,9,11,-2,-0.26,+0.08,5.9,15.1,-9.2,-1.17,-0.92
75,David Akpan Ankeye,Genoa,6,57,10,1.7,0.6,0,0.0,0,6,10,6,1.33,0,0,0,0.00,0.00,0.3,0.4,-0.1,-0.15,+0.04
76,Kevin Akpoguma,Hoffenheim,17,1097,65,35.8,12.2,11,86,9,6,26,11,1.35,26,21,+5,+0.41,+0.64,20.2,20.1,+0.1,+0.01,+0.34
78,David Alaba,Real Madrid,14,1154,82,33.7,12.8,14,82,12,0,0.0,1,2.36,23,10,+13,+1.01,-0.89,21.0,12.9,+8.1,+0.63,-0.38
79,Sofiane Alakouch,Metz,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Luis Alberto,Lazio,33,2311,70,67.6,25.7,29,77,13,4,18,1,1.55,32,26,+6,+0.23,-0.09,29.7,28.2,+1.5,+0.06,-0.19
81,Raul Albiol,Villarreal,26,2031,78,59.4,22.6,24,82,18,2,35,4,1.15,34,36,-2,-0.09,-0.22,30.8,37.5,-6.7,-0.30,-0.52
82,Thiago Alcantara,Liverpool,1,6,6,0.2,0.1,0,0.0,0,1,6,0,0.00,0,1,-1,-15.00,-16.21,0.0,0.0,0.0,-0.62,-1.73
83,Carlos Alcaraz,Juventus,10,380,38,11.1,4.2,3,75,1,7,22,3,1.40,8,5,+3,+0.71,+0.12,5.5,6.1,-0.6,-0.14,-0.89
84,Ruben Alcaraz,Cádiz,36,3134,87,91.6,34.8,36,87,29,0,0.0,0,0.89,26,48,-22,-0.63,+1.57,34.0,46.4,-12.4,-0.36,+0.88
85,Omar Alderete,Getafe,31,2195,71,64.2,24.4,24,84,20,7,27,3,1.06,26,34,-8,-0.33,-0.03,30.4,34.4,-4.0,-0.16,+0.14
86,Ivan Alejo,Cádiz,30,1692,56,49.5,18.8,21,71,3,9,22,5,1.00,14,26,-12,-0.64,+0.25,17.3,25.7,-8.3,-0.44,-0.03
87,Carles Alena,Getafe,29,1020,35,29.8,11.3,10,58,0,19,23,5,1.10,12,22,-10,-0.88,-0.81,15.3,18.4,-3.1,-0.27,-0.08
88,Filippo Alessio,Roma,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Trent Alexander-Arnold,Liverpool,28,2155,77,63.0,23.9,25,83,14,3,28,0,2.00,53,28,+25,+1.04,-0.38,54.5,28.5,+26.0,+1.09,-0.05
90,Aboubacar Ali,Strasbourg,9,130,14,4.2,1.4,1,59,0,8,9,2,1.33,1,4,-3,-2.08,-1.80,2.3,1.8,+0.5,+0.36,+0.49
91,Mohamed Ali Cho,Real Sociedad,11,249,23,7.3,2.8,1,90,1,10,16,6,1.73,5,7,-2,-0.72,-1.12,5.2,4.0,+1.2,+0.43,+0.36
92,Mohamed Ali Cho,Nice,17,861,51,28.1,9.6,11,67,0,6,20,0,1.18,11,8,+3,+0.31,-0.01,13.8,9.0,+4.7,+0.50,+0.10
93,Faride Alidou,Köln,26,1282,49,41.9,14.2,14,69,0,12,27,2,0.85,12,27,-15,-1.05,-0.19,15.0,24.5,-9.5,-0.67,+0.13
94,Nabil Alioui,Le Havre,18,1009,56,33.0,11.2,12,71,0,6,26,1,1.11,10,14,-4,-0.36,-0.05,11.9,15.2,-3.3,-0.30,+0.14
95,Alisson,Liverpool,28,2520,90,73.7,28.0,28,90,28,0,0.0,0,2.00,60,30,+30,+1.07,-0.43,62.1,35.4,+26.7,+0.95,-0.58
96,Tadeo Allende,Celta Vigo,10,336,34,9.8,3.7,2,66,0,8,26,5,0.80,7,8,-1,-0.27,+0.02,5.2,5.4,-0.2,-0.06,+0.05
97,Jim Allevinah,Clermont Foot,29,1861,64,60.8,20.7,22,76,5,7,27,1,0.72,17,32,-15,-0.73,+0.70,19.1,35.7,-16.6,-0.80,+0.03
98,Teo Allix,Montpellier,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Pasquale Allocca,Salernitana,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Domingos Andre Ribeiro Almeida,Valencia,18,965,54,28.2,10.7,12,67,2,6,26,3,1.00,15,11,+4,+0.37,+0.70,13.9,12.5,+1.4,+0.13,+0.35
101,Iker Almena,Girona,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Miguel Almiron,Newcastle Utd,33,1937,59,56.6,21.5,23,74,5,10,23,0,1.52,40,40,0,0.00,-1.40,39.2,37.4,+1.8,+0.08,-0.70
104,Nando Almodovar,Cádiz,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Pontus Almqvist,Lecce,30,2107,70,61.6,23.4,25,79,12,5,24,1,0.97,20,32,-12,-0.51,+0.17,26.0,33.0,-7.0,-0.30,-0.08
106,Marcos Alonso,Barcelona,5,252,50,7.4,2.8,3,75,2,2,14,16,3.00,7,4,+3,+1.07,+0.16,5.2,3.5,+1.7,+0.59,-0.38
107,Adria Altimira,Villarreal,11,775,70,22.7,8.6,10,74,4,1,37,7,1.00,11,22,-11,-1.28,-1.65,12.8,18.7,-5.9,-0.68,-0.77
108,Sergi Altimira,Betis,14,568,41,16.6,6.3,6,72,2,8,17,21,1.43,6,11,-5,-0.79,-1.04,8.5,10.2,-1.7,-0.27,-0.12
109,Edson Alvarez,West Ham,31,2377,77,69.5,26.4,28,82,18,3,25,1,1.48,40,45,-5,-0.19,+0.59,35.4,49.0,-13.6,-0.52,-0.07
110,Gaston Alvarez,Getafe,34,2537,75,74.2,28.2,29,85,24,5,12,2,1.15,24,40,-16,-0.57,-0.98,30.3,40.3,-10.0,-0.35,-0.54
111,Hugo Alvarez,Celta Vigo,12,762,64,22.3,8.5,8,85,4,4,21,3,1.83,12,10,+2,+0.24,+0.68,14.4,10.4,+4.0,+0.47,+0.74
112,Iker Alvarez,Villarreal,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,Julian Alvarez,Manchester City,36,2647,74,77.4,29.4,31,83,15,5,13,2,2.42,76,24,+52,+1.77,+0.60,61.4,25.9,+35.5,+1.21,+0.11
114,Agustin Alvarez Martinez,Sassuolo,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,Yeray Alvarez,Athletic Club,19,1152,61,33.7,12.8,14,72,8,5,30,3,1.84,19,12,+7,+0.55,-0.13,13.8,12.5,+1.2,+0.10,-0.31
116,Skelly Alvero,Lyon,8,426,53,13.9,4.7,6,65,2,2,18,1,0.75,5,9,-4,-0.85,-0.78,6.5,6.8,-0.3,-0.06,+0.02
117,Skelly Alvero,Werder Bremen,6,123,21,4.0,1.4,1,78,0,5,9,3,0.50,1,1,0,0.00,+0.18,2.0,1.7,+0.3,+0.18,+0.49
118,Steven Alzate,Brighton,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Papa Amadou Diallo,Metz,16,889,56,29.1,9.9,9,78,2,7,26,8,0.81,13,16,-3,-0.30,+0.53,11.6,13.4,-1.7,-0.17,+0.60
120,Selim Amallah,Valencia,20,604,30,17.7,6.7,7,62,1,13,13,7,1.45,4,6,-2,-0.30,-0.20,4.3,7.1,-2.8,-0.41,-0.35
121,Harry Amass,Manchester Utd,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Amath,Mallorca,15,394,26,11.5,4.4,3,63,0,12,17,7,0.87,3,4,-1,-0.23,+0.07,7.1,6.2,+0.9,+0.21,+0.31
123,Lorenzo Amatucci,Fiorentina,2,22,11,0.6,0.2,0,0.0,0,2,11,15,1.50,0,0,0,0.00,-0.40,0.2,0.1,+0.1,+0.42,+0.33
124,Jordan Amavi,Brest,2,91,46,3.0,1.0,1,90,1,1,1,12,2.00,3,0,+3,+2.97,+2.48,1.7,0.9,+0.8,+0.80,+0.55
125,Zeki Amdouni,Burnley,34,1953,57,57.1,21.7,27,69,2,7,14,4,0.62,20,41,-21,-0.97,+0.01,19.5,36.2,-16.7,-0.77,+0.03
126,Kelvin Amian,Nantes,12,798,67,26.1,8.9,11,72,6,1,11,0,0.75,6,17,-11,-1.24,-0.68,9.2,14.6,-5.3,-0.60,-0.20
127,Bruno Amione,Hellas Verona,10,579,58,16.9,6.4,7,76,3,3,16,12,1.00,7,12,-5,-0.78,-0.52,5.7,8.9,-3.2,-0.49,-0.25
128,Michael Amir Murillo,Marseille,16,997,62,32.6,11.1,10,86,8,6,24,3,1.75,20,12,+8,+0.72,+0.59,19.8,10.0,+9.8,+0.89,+0.47
130,Nadiem Amiri,Mainz 05,15,1315,88,43.0,14.6,15,88,11,0,0.0,0,1.53,23,20,+3,+0.21,+0.98,23.3,21.7,+1.6,+0.11,+0.18
131,Nadiem Amiri,Leverkusen,8,86,11,2.8,1.0,1,67,0,7,3,11,2.50,0,0,0,0.00,-1.97,2.3,0.7,+1.6,+1.62,+0.34
132,Jordan Amissah,Sheffield Utd,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Kofi Amoako,Wolfsburg,2,2,1,0.1,0.0,0,0.0,0,2,1,4,2.00,0,0,0,0.00,+0.44,0.0,0.0,0.0,0.00,+0.16
134,Sofyan Amrabat,Manchester Utd,21,938,45,27.4,10.4,10,83,6,11,10,8,1.71,8,15,-7,-0.67,-0.89,14.3,19.1,-4.7,-0.45,-0.17
135,Sofyan Amrabat,Fiorentina,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,Ayoub Amraoui,Nice,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,Joseph Anang,West Ham,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,Joachim Andersen,Crystal Palace,38,3415,90,99.9,37.9,38,90,36,0,0.0,0,1.29,57,58,-1,-0.03,-0.03,48.6,52.0,-3.4,-0.09,-0.09
139,Elliot Anderson,Newcastle Utd,21,1027,49,30.0,11.4,10,80,3,11,21,0,1.86,30,14,+16,+1.40,+1.14,25.9,12.2,+13.7,+1.20,+1.17
140,Felipe Anderson,Lazio,38,2770,73,81.0,30.8,33,79,14,5,32,0,1.61,38,31,+7,+0.23,-0.19,36.2,33.0,+3.3,+0.11,-0.07
141,Benjamin Andre,Lille,30,2570,86,84.0,28.6,29,87,23,1,35,0,1.77,39,24,+15,+0.53,-0.03,39.4,25.3,+14.1,+0.49,+0.85
142,Komnen Andric,Clermont Foot,7,169,24,5.5,1.9,1,67,0,6,17,6,0.29,1,5,-4,-2.13,-1.20,2.2,5.3,-3.1,-1.63,-0.87
143,Robert Andrich,Leverkusen,28,1690,60,55.2,18.8,18,87,16,10,12,6,2.71,47,9,+38,+2.02,+0.25,40.7,14.0,+26.6,+1.42,+0.30
144,Miguel Angel Rubio,Granada,19,1560,82,45.6,17.3,17,88,15,2,29,11,0.89,21,35,-14,-0.81,+0.50,20.8,31.6,-10.9,-0.63,-0.11
145,Spyridon Angelidis,Werder Bremen,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,Vincent Angelini,Brentford,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,Angelino,Roma,16,1141,71,33.4,12.7,14,76,5,2,42,0,1.75,22,16,+6,+0.47,-0.04,16.4,16.3,+0.1,+0.01,-0.36
148,Fabrizio Angileri,Getafe,11,164,15,4.8,1.8,2,55,0,9,6,22,1.42,4,6,-2,-1.10,-0.82,5.3,3.4,+1.9,+1.02,+1.30
149,Jaidon Anthony,Bournemouth,3,152,51,4.4,1.7,2,61,0,1,31,0,0.33,1,5,-4,-2.37,-2.12,0.6,4.4,-3.8,-2.27,-2.31
150,Jacopo Antolini,Torino,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,Waldemar Anton,Stuttgart,33,2886,87,94.3,32.1,32,89,30,1,45,0,2.12,76,38,+38,+1.19,+0.67,68.4,34.7,+33.7,+1.05,+1.57
152,Jose Antonio,Cádiz,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,Michail Antonio,West Ham,26,1695,65,49.6,18.8,21,75,2,5,26,0,1.27,33,34,-1,-0.05,+0.63,27.1,35.1,-8.0,-0.42,+0.14
154,Antony,Manchester Utd,29,1324,46,38.7,14.7,15,73,3,14,16,4,1.41,20,26,-6,-0.41,-0.62,25.5,25.4,+0.1,+0.01,+0.55
156,Christopher Antwi-Adjei,Bochum,25,1216,49,39.7,13.5,11,76,1,14,27,2,1.00,18,28,-10,-0.74,+0.33,17.3,26.1,-8.9,-0.66,-0.15
