,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles - Tkl,Tackles - TklW,Tackles - Def 3rd,Tackles - Mid 3rd,Tackles - Att 3rd,Challenges - Tkl,Challenges - Att,Challenges - Tkl%,Challenges - Lost,Blocks - Blocks,Blocks - Sh,Blocks - Pass,Int,Tkl+Int,Clr,Err
2498,Josh Sargent,us USA,"FW,MF",Norwich City,Premier League,21.0,2000.0,17.5,26.0,14.0,15.0,7.0,4.0,14.0,39.0,35.9,25.0,29.0,2.0,27.0,11.0,37.0,18.0,2.0
2499,Jeremy Sarmiento,ec ECU,"FW,MF",Brighton,Premier League,19.0,2002.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0
2500,Bouna Sarr,sn SEN,DF,Bayern Munich,Bundesliga,29.0,1992.0,0.7,4.0,4.0,2.0,1.0,1.0,4.0,5.0,80.0,1.0,2.0,1.0,1.0,6.0,10.0,1.0,0.0
2501,Ismaila Sarr,sn SEN,"FW,MF",Watford,Premier League,23.0,1998.0,20.7,12.0,7.0,4.0,3.0,5.0,5.0,19.0,26.3,14.0,10.0,1.0,9.0,9.0,21.0,10.0,0.0
2502,Malang Sarr,fr FRA,DF,Chelsea,Premier League,22.0,1999.0,6.1,14.0,7.0,10.0,2.0,2.0,7.0,12.0,58.3,5.0,6.0,3.0,3.0,11.0,25.0,20.0,0.0
2503,Joan Sastre Vanrell,es ESP,DF,Mallorca,La Liga,24.0,1997.0,2.9,6.0,3.0,5.0,0.0,1.0,3.0,4.0,75.0,1.0,3.0,0.0,3.0,2.0,8.0,10.0,0.0
2504,Giacomo Satalino,it ITA,GK,Sassuolo,Serie A,22.0,1999.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2505,Martin Satriano,uy URU,"FW,MF",Inter,Serie A,20.0,2001.0,0.4,1.0,0.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2506,Martin Satriano,uy URU,FW,Brest,Ligue 1,20.0,2001.0,10.4,5.0,2.0,1.0,1.0,3.0,2.0,7.0,28.6,5.0,8.0,0.0,8.0,2.0,7.0,3.0,0.0
2507,Téji Savanier,fr FRA,MF,Montpellier,Ligue 1,29.0,1991.0,26.8,46.0,27.0,18.0,19.0,9.0,21.0,59.0,35.6,38.0,23.0,1.0,22.0,25.0,71.0,12.0,1.0
2508,Esteban Saveljich,me MNE,DF,Rayo Vallecano,La Liga,30.0,1991.0,18.9,18.0,11.0,11.0,7.0,0.0,9.0,15.0,60.0,6.0,20.0,12.0,8.0,16.0,34.0,69.0,0.0
2509,Stefan Savić,me MNE,DF,Atlético Madrid,La Liga,30.0,1991.0,27.1,46.0,20.0,25.0,20.0,1.0,29.0,43.0,67.4,14.0,19.0,12.0,7.0,37.0,83.0,102.0,1.0
2510,Joe Scally,us USA,DF,M'Gladbach,Bundesliga,18.0,2002.0,21.2,40.0,30.0,21.0,14.0,5.0,17.0,41.0,41.5,24.0,27.0,4.0,23.0,22.0,62.0,38.0,0.0
2511,Giorgio Scalvini,it ITA,"DF,MF",Atalanta,Serie A,17.0,2003.0,8.5,22.0,11.0,13.0,8.0,1.0,9.0,19.0,47.4,10.0,12.0,1.0,11.0,22.0,44.0,16.0,0.0
2512,Gianluca Scamacca,it ITA,FW,Sassuolo,Serie A,22.0,1999.0,23.8,19.0,14.0,2.0,5.0,12.0,5.0,21.0,23.8,16.0,16.0,1.0,15.0,5.0,24.0,22.0,1.0
2513,Dane Scarlett,eng ENG,MF,Tottenham,Premier League,17.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2514,Kevin Schade,de GER,"MF,FW",Freiburg,Bundesliga,19.0,2001.0,9.2,9.0,7.0,6.0,2.0,1.0,3.0,10.0,30.0,7.0,15.0,3.0,12.0,3.0,12.0,16.0,0.0
2515,András Schäfer,hu HUN,MF,Union Berlin,Bundesliga,22.0,1999.0,2.7,4.0,1.0,3.0,1.0,0.0,0.0,5.0,0.0,5.0,7.0,1.0,6.0,2.0,6.0,4.0,0.0
2516,Fabian Schär,ch SUI,DF,Newcastle Utd,Premier League,29.0,1991.0,24.0,16.0,11.0,11.0,3.0,2.0,8.0,16.0,50.0,8.0,27.0,18.0,9.0,32.0,48.0,95.0,2.0
2517,Louis Schaub,at AUT,"MF,FW",Köln,Bundesliga,26.0,1994.0,7.3,16.0,10.0,7.0,7.0,2.0,11.0,20.0,55.0,9.0,17.0,3.0,14.0,3.0,19.0,3.0,0.0
2518,Andrea Schiavone,it ITA,MF,Salernitana,Serie A,28.0,1993.0,6.3,14.0,8.0,5.0,9.0,0.0,10.0,23.0,43.5,13.0,13.0,3.0,10.0,8.0,22.0,12.0,0.0
2519,Patrik Schick,cz CZE,FW,Leverkusen,Bundesliga,25.0,1996.0,23.1,5.0,2.0,2.0,2.0,1.0,1.0,9.0,11.1,8.0,6.0,1.0,5.0,3.0,8.0,28.0,0.0
2520,Kingsley Schindler,gh GHA,"DF,FW",Köln,Bundesliga,28.0,1993.0,3.9,1.0,0.0,0.0,0.0,1.0,1.0,5.0,20.0,4.0,5.0,1.0,4.0,5.0,6.0,5.0,0.0
2522,Xaver Schlager,at AUT,MF,Wolfsburg,Bundesliga,23.0,1997.0,11.6,43.0,20.0,20.0,20.0,3.0,20.0,49.0,40.8,29.0,25.0,2.0,23.0,9.0,52.0,14.0,0.0
2523,Keven Schlotterbeck,de GER,"DF,FW",Freiburg,Bundesliga,24.0,1997.0,3.5,11.0,5.0,6.0,5.0,0.0,5.0,6.0,83.3,1.0,7.0,4.0,3.0,11.0,22.0,24.0,1.0
2524,Nico Schlotterbeck,de GER,DF,Freiburg,Bundesliga,21.0,1999.0,30.9,72.0,43.0,36.0,34.0,2.0,33.0,48.0,68.8,15.0,41.0,32.0,9.0,56.0,128.0,154.0,1.0
2525,Jeffrey Schlupp,gh GHA,"MF,FW",Crystal Palace,Premier League,28.0,1992.0,20.6,46.0,25.0,16.0,23.0,7.0,24.0,50.0,48.0,26.0,39.0,9.0,30.0,18.0,64.0,32.0,0.0
2526,Kasper Schmeichel,dk DEN,GK,Leicester City,Premier League,34.0,1986.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,15.0,2.0
2527,Jonathan Schmid,fr FRA,DF,Freiburg,Bundesliga,31.0,1990.0,6.5,12.0,6.0,6.0,3.0,3.0,5.0,7.0,71.4,2.0,7.0,1.0,6.0,6.0,18.0,15.0,0.0
2528,Benno Schmitz,de GER,DF,Köln,Bundesliga,26.0,1994.0,26.9,57.0,37.0,21.0,27.0,9.0,42.0,86.0,48.8,44.0,44.0,8.0,36.0,39.0,96.0,39.0,0.0
2529,David Schnegg,at AUT,DF,Venezia,Serie A,22.0,1998.0,1.6,2.0,0.0,1.0,1.0,0.0,1.0,3.0,33.3,2.0,4.0,0.0,4.0,3.0,5.0,6.0,0.0
2530,Morgan Schneiderlin,fr FRA,MF,Nice,Ligue 1,31.0,1989.0,7.2,21.0,12.0,9.0,11.0,1.0,6.0,13.0,46.2,7.0,8.0,2.0,6.0,20.0,41.0,18.0,0.0
2531,Alessandro Schöpf,at AUT,MF,Arminia,Bundesliga,27.0,1994.0,26.6,40.0,22.0,19.0,16.0,5.0,14.0,30.0,46.7,16.0,31.0,5.0,26.0,30.0,70.0,21.0,1.0
2532,Jerdy Schouten,nl NED,MF,Bologna,Serie A,24.0,1997.0,15.5,25.0,17.0,10.0,12.0,3.0,9.0,22.0,40.9,13.0,22.0,5.0,17.0,33.0,58.0,29.0,1.0
2533,Nico Schulz,de GER,DF,Dortmund,Bundesliga,28.0,1993.0,9.3,21.0,12.0,9.0,7.0,5.0,9.0,21.0,42.9,12.0,8.0,1.0,7.0,11.0,32.0,8.0,0.0
2534,Marvin Schwäbe,de GER,GK,Köln,Bundesliga,26.0,1995.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0
2535,Alexander Schwolow,de GER,GK,Hertha BSC,Bundesliga,29.0,1992.0,24.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,18.0,3.0
2536,Valentino Scotta,es ESP,DF,Sevilla,La Liga,19.0,2001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2537,Demba Seck,sn SEN,"MF,FW",Torino,Serie A,20.0,2001.0,1.6,2.0,1.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2538,Aleksandar Sedlar,rs SRB,"DF,MF",Mallorca,La Liga,29.0,1991.0,4.5,5.0,3.0,4.0,1.0,0.0,3.0,5.0,60.0,2.0,4.0,4.0,0.0,5.0,10.0,19.0,0.0
2539,Paul Seguin,de GER,MF,Greuther Fürth,Bundesliga,26.0,1995.0,23.4,50.0,31.0,15.0,32.0,3.0,26.0,56.0,46.4,30.0,27.0,3.0,24.0,19.0,69.0,30.0,1.0
2540,Alidu Seidu,gh GHA,DF,Clermont Foot,Ligue 1,21.0,2000.0,15.7,34.0,20.0,20.0,13.0,1.0,16.0,27.0,59.3,11.0,25.0,11.0,14.0,34.0,68.0,49.0,1.0
2541,Davie Selke,de GER,FW,Hertha BSC,Bundesliga,26.0,1995.0,11.2,5.0,4.0,1.0,3.0,1.0,1.0,3.0,33.3,2.0,6.0,1.0,5.0,1.0,6.0,11.0,0.0
2542,Matz Sels,be BEL,GK,Strasbourg,Ligue 1,29.0,1992.0,37.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,2.0,22.0,0.0
2543,Ken Sema,se SWE,"MF,FW",Watford,Premier League,27.0,1993.0,9.5,16.0,6.0,11.0,4.0,1.0,9.0,20.0,45.0,11.0,10.0,0.0,10.0,5.0,21.0,11.0,0.0
2544,Nélson Semedo,pt POR,"MF,DF",Wolves,Premier League,27.0,1993.0,23.7,58.0,39.0,39.0,17.0,2.0,25.0,49.0,51.0,24.0,23.0,4.0,19.0,21.0,79.0,64.0,1.0
2545,Lion Semić,de GER,DF,Dortmund,Bundesliga,17.0,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2546,Adrian Šemper,hr CRO,GK,Genoa,Serie A,23.0,1998.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2548,Stefano Sensi,it ITA,"MF,FW",Sampdoria,Serie A,25.0,1995.0,8.4,18.0,9.0,10.0,6.0,2.0,10.0,23.0,43.5,13.0,2.0,0.0,2.0,6.0,24.0,4.0,0.0
2549,Stefano Sensi,it ITA,"MF,FW",Inter,Serie A,25.0,1995.0,1.9,4.0,3.0,1.0,3.0,0.0,2.0,4.0,50.0,2.0,2.0,0.0,2.0,0.0,4.0,2.0,0.0
2550,Luigi Sepe,it ITA,GK,Salernitana,Serie A,30.0,1991.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0
2551,Suat Serdar,de GER,"MF,FW",Hertha BSC,Bundesliga,24.0,1997.0,24.6,64.0,30.0,24.0,29.0,11.0,25.0,55.0,45.5,30.0,32.0,3.0,29.0,20.0,84.0,14.0,0.0
2552,Laurens Serpe,it ITA,DF,Genoa,Serie A,20.0,2001.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2553,Janni Serra,de GER,FW,Arminia,Bundesliga,23.0,1998.0,12.4,4.0,2.0,2.0,0.0,2.0,2.0,7.0,28.6,5.0,8.0,3.0,5.0,5.0,9.0,19.0,0.0
2554,Javier Serrano,es ESP,MF,Atlético Madrid,La Liga,18.0,2003.0,0.8,3.0,1.0,0.0,3.0,0.0,2.0,4.0,50.0,2.0,0.0,0.0,0.0,3.0,6.0,2.0,0.0
2555,Nicolás Serrano,es ESP,"MF,FW",Athletic Club,La Liga,18.0,2003.0,3.5,9.0,6.0,3.0,5.0,1.0,3.0,10.0,30.0,7.0,5.0,1.0,4.0,2.0,11.0,3.0,0.0
2556,Zidan Sertdemir,dk DEN,"MF,FW",Leverkusen,Bundesliga,16.0,2005.0,0.2,2.0,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2557,Ryan Sessegnon,eng ENG,"DF,MF",Tottenham,Premier League,21.0,2000.0,11.6,25.0,19.0,14.0,7.0,4.0,11.0,22.0,50.0,11.0,18.0,3.0,15.0,7.0,32.0,26.0,0.0
2558,Nils Seufert,de GER,MF,Greuther Fürth,Bundesliga,24.0,1997.0,1.1,3.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2559,Salva Sevilla,es ESP,MF,Mallorca,La Liga,37.0,1984.0,16.7,18.0,12.0,8.0,8.0,2.0,6.0,17.0,35.3,11.0,12.0,6.0,6.0,14.0,32.0,11.0,0.0
2560,Stephan El Shaarawy,it ITA,"FW,DF",Roma,Serie A,28.0,1992.0,11.7,13.0,8.0,4.0,9.0,0.0,4.0,6.0,66.7,2.0,10.0,2.0,8.0,11.0,24.0,8.0,0.0
2561,Jamie Shackleton,eng ENG,"DF,MF",Leeds United,Premier League,21.0,1999.0,7.9,27.0,16.0,19.0,7.0,1.0,13.0,25.0,52.0,12.0,11.0,7.0,4.0,8.0,35.0,12.0,1.0
2562,Xherdan Shaqiri,ch SUI,"FW,MF",Lyon,Ligue 1,29.0,1991.0,7.5,7.0,3.0,0.0,5.0,2.0,2.0,10.0,20.0,8.0,2.0,0.0,2.0,2.0,9.0,2.0,0.0
2563,Luke Shaw,eng ENG,DF,Manchester Utd,Premier League,26.0,1995.0,17.8,21.0,13.0,9.0,9.0,3.0,12.0,21.0,57.1,9.0,22.0,11.0,11.0,9.0,30.0,22.0,2.0
2564,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,Premier League,29.0,1992.0,22.0,30.0,17.0,12.0,18.0,0.0,14.0,34.0,41.2,20.0,22.0,7.0,15.0,22.0,52.0,20.0,2.0
2565,Aimar Sher,se SWE,MF,Spezia,Serie A,18.0,2002.0,0.5,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,5.0,1.0,0.0
2566,Eldor Shomurodov,uz UZB,"FW,MF",Roma,Serie A,26.0,1995.0,8.7,5.0,4.0,0.0,4.0,1.0,1.0,10.0,10.0,9.0,8.0,0.0,8.0,2.0,7.0,5.0,0.0
2567,Shola Shoretire,eng ENG,MF,Manchester Utd,Premier League,17.0,2004.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2568,Mahame Siby,ml MLI,DF,Strasbourg,Ligue 1,25.0,1996.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
2569,Aboubakar Sidibé,fr FRA,DF,Clermont Foot,Ligue 1,25.0,1996.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2570,Alassane Sidibe,ci CIV,MF,Atalanta,Serie A,19.0,2002.0,0.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2571,Djibril Sidibé,fr FRA,DF,Monaco,Ligue 1,29.0,1992.0,10.5,24.0,13.0,13.0,8.0,3.0,9.0,24.0,37.5,15.0,10.0,1.0,9.0,16.0,40.0,13.0,0.0
2572,Kaj Sierhuis,nl NED,FW,Reims,Ligue 1,23.0,1998.0,0.9,1.0,1.0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2574,Francisco Sierralta,cl CHI,DF,Watford,Premier League,24.0,1997.0,4.7,7.0,3.0,7.0,0.0,0.0,5.0,8.0,62.5,3.0,7.0,2.0,5.0,6.0,13.0,35.0,0.0
2575,Arnór Sigurðsson,is ISL,"FW,MF",Venezia,Serie A,22.0,1999.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0
2576,Kiliann Sildillia,fr FRA,"DF,MF",Freiburg,Bundesliga,19.0,2002.0,1.9,7.0,3.0,3.0,4.0,0.0,3.0,6.0,50.0,3.0,1.0,0.0,1.0,2.0,9.0,7.0,1.0
2577,Adrien Silva,pt POR,MF,Sampdoria,Serie A,32.0,1989.0,12.0,24.0,12.0,14.0,5.0,5.0,9.0,33.0,27.3,24.0,15.0,5.0,10.0,23.0,47.0,23.0,0.0
2578,André Silva,pt POR,FW,RB Leipzig,Bundesliga,25.0,1995.0,23.1,13.0,9.0,2.0,3.0,8.0,4.0,13.0,30.8,9.0,20.0,2.0,18.0,2.0,15.0,15.0,0.0
2579,Bernardo Silva,pt POR,"MF,FW",Manchester City,Premier League,26.0,1994.0,31.7,57.0,29.0,19.0,19.0,19.0,31.0,67.0,46.3,36.0,24.0,2.0,22.0,20.0,77.0,19.0,0.0
2580,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,Ligue 1,24.0,1997.0,29.6,53.0,30.0,31.0,18.0,4.0,28.0,59.0,47.5,31.0,30.0,6.0,24.0,27.0,80.0,37.0,3.0
2581,David Silva,es ESP,MF,Real Sociedad,La Liga,35.0,1986.0,19.1,28.0,17.0,10.0,11.0,7.0,3.0,20.0,15.0,17.0,13.0,3.0,10.0,7.0,35.0,12.0,0.0
2582,Fábio Silva,pt POR,FW,Wolves,Premier League,19.0,2002.0,6.4,3.0,2.0,0.0,2.0,1.0,0.0,8.0,0.0,8.0,2.0,0.0,2.0,1.0,4.0,1.0,0.0
2583,Gabriel Silva,br BRA,"DF,MF",Saint-Étienne,Ligue 1,30.0,1991.0,7.9,12.0,7.0,7.0,2.0,3.0,9.0,13.0,69.2,4.0,9.0,3.0,6.0,18.0,30.0,13.0,0.0
2584,Jonathan Silva,ar ARG,"DF,FW",Getafe,La Liga,27.0,1994.0,2.5,10.0,8.0,4.0,4.0,2.0,7.0,12.0,58.3,5.0,4.0,0.0,4.0,3.0,13.0,7.0,0.0
2585,Rui Silva,pt POR,GK,Betis,La Liga,27.0,1994.0,21.8,1.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1.0,2.0,11.0,1.0
2586,Thiago Silva,br BRA,DF,Chelsea,Premier League,36.0,1984.0,29.4,32.0,21.0,19.0,12.0,1.0,11.0,22.0,50.0,11.0,54.0,31.0,23.0,44.0,76.0,100.0,0.0
2587,Marco Silvestri,it ITA,GK,Udinese,Serie A,30.0,1991.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,11.0,1.0
2588,Mohamed Simakan,fr FRA,DF,RB Leipzig,Bundesliga,21.0,2000.0,22.3,48.0,27.0,25.0,21.0,2.0,27.0,41.0,65.9,14.0,22.0,11.0,11.0,40.0,88.0,46.0,1.0
2589,Giovanni Simeone,ar ARG,FW,Hellas Verona,Serie A,26.0,1995.0,29.5,27.0,15.0,6.0,12.0,9.0,9.0,39.0,23.1,30.0,37.0,3.0,34.0,6.0,33.0,23.0,0.0
2590,Giovanni Simeone,ar ARG,FW,Cagliari,Serie A,26.0,1995.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2591,Giuliano Simeone,ar ARG,MF,Atlético Madrid,La Liga,18.0,2002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2592,Ellis Simms,eng ENG,FW,Everton,Premier League,20.0,2001.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2593,Moses Simon,ng NGA,"FW,MF",Nantes,Ligue 1,26.0,1995.0,25.9,17.0,11.0,6.0,5.0,6.0,11.0,23.0,47.8,12.0,14.0,3.0,11.0,12.0,29.0,5.0,0.0
2594,Unai Simón,es ESP,GK,Athletic Club,La Liga,24.0,1997.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0
2595,Xavi Simons,nl NED,"MF,FW",Paris S-G,Ligue 1,18.0,2003.0,1.5,1.0,1.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0
2596,Wilfried Singo,ci CIV,DF,Torino,Serie A,20.0,2000.0,29.0,55.0,35.0,24.0,24.0,7.0,24.0,34.0,70.6,10.0,26.0,6.0,20.0,23.0,78.0,47.0,0.0
2597,Daley Sinkgraven,nl NED,DF,Leverkusen,Bundesliga,26.0,1995.0,3.9,6.0,2.0,4.0,0.0,2.0,3.0,7.0,42.9,4.0,3.0,1.0,2.0,3.0,9.0,6.0,0.0
2598,Tobias Sippel,de GER,GK,M'Gladbach,Bundesliga,33.0,1988.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2600,Hugo Siquet,be BEL,DF,Freiburg,Bundesliga,19.0,2002.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2601,Salvatore Sirigu,it ITA,GK,Genoa,Serie A,34.0,1987.0,37.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,19.0,2.0
2602,Issouf Sissokho,ml MLI,MF,Bordeaux,Ligue 1,19.0,2002.0,4.8,17.0,8.0,2.0,13.0,2.0,8.0,17.0,47.1,9.0,8.0,1.0,7.0,7.0,24.0,0.0,0.0
2603,Ibrahima Sissoko,fr FRA,"MF,DF",Strasbourg,Ligue 1,23.0,1997.0,25.6,47.0,23.0,18.0,20.0,9.0,19.0,46.0,41.3,27.0,32.0,11.0,21.0,35.0,82.0,31.0,0.0
2604,Moussa Sissoko,fr FRA,MF,Watford,Premier League,31.0,1989.0,35.8,53.0,27.0,27.0,20.0,6.0,28.0,42.0,66.7,14.0,42.0,13.0,29.0,30.0,83.0,64.0,0.0
2605,Nelson Sissoko,fr FRA,DF,Saint-Étienne,Ligue 1,24.0,1997.0,0.5,2.0,0.0,2.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
2606,Sambou Sissoko,fr FRA,"MF,DF",Reims,Ligue 1,22.0,1999.0,2.0,12.0,6.0,6.0,4.0,2.0,6.0,8.0,75.0,2.0,2.0,0.0,2.0,2.0,14.0,7.0,0.0
2607,Antonio Sivera,es ESP,GK,Alavés,La Liga,24.0,1996.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2608,Ellyes Skhiri,tn TUN,MF,Köln,Bundesliga,26.0,1995.0,20.2,55.0,33.0,25.0,26.0,4.0,22.0,41.0,53.7,19.0,41.0,7.0,34.0,37.0,92.0,35.0,1.0
2609,Oliver Skipp,eng ENG,MF,Tottenham,Premier League,20.0,2000.0,15.0,33.0,19.0,14.0,18.0,1.0,15.0,31.0,48.4,16.0,19.0,7.0,12.0,12.0,45.0,10.0,1.0
2610,Leo Skiri Østigård,no NOR,DF,Genoa,Serie A,21.0,1999.0,13.0,16.0,9.0,8.0,7.0,1.0,9.0,11.0,81.8,2.0,17.0,10.0,7.0,8.0,24.0,55.0,1.0
2611,Łukasz Skorupski,pl POL,GK,Bologna,Serie A,30.0,1991.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0
2612,Andreas Skov Olsen,dk DEN,"FW,DF",Bologna,Serie A,21.0,1999.0,8.3,12.0,10.0,4.0,4.0,4.0,5.0,11.0,45.5,6.0,9.0,1.0,8.0,3.0,15.0,11.0,0.0
2613,Robert Skov,dk DEN,"FW,DF",Hoffenheim,Bundesliga,25.0,1996.0,4.1,3.0,2.0,1.0,1.0,1.0,2.0,9.0,22.2,7.0,2.0,0.0,2.0,3.0,6.0,3.0,0.0
2614,Milan Škriniar,sk SVK,DF,Inter,Serie A,26.0,1995.0,35.0,47.0,27.0,26.0,17.0,4.0,24.0,42.0,57.1,18.0,36.0,25.0,11.0,25.0,72.0,90.0,1.0
2615,Islam Slimani,dz ALG,FW,Lyon,Ligue 1,33.0,1988.0,6.4,3.0,2.0,0.0,1.0,2.0,1.0,6.0,16.7,5.0,4.0,0.0,4.0,2.0,5.0,5.0,0.0
2616,William Smallbone,ie IRL,"MF,FW",Southampton,Premier League,21.0,2000.0,1.5,4.0,4.0,2.0,2.0,0.0,1.0,3.0,33.3,2.0,4.0,0.0,4.0,2.0,6.0,0.0,0.0
2617,Chris Smalling,eng ENG,DF,Roma,Serie A,31.0,1989.0,23.2,36.0,23.0,28.0,8.0,0.0,18.0,25.0,72.0,7.0,32.0,24.0,8.0,26.0,62.0,92.0,1.0
2618,Emile Smith Rowe,eng ENG,"MF,FW",Arsenal,Premier League,21.0,2000.0,21.3,14.0,7.0,7.0,7.0,0.0,4.0,20.0,20.0,16.0,18.0,1.0,17.0,15.0,29.0,10.0,1.0
2619,Cédric Soares,pt POR,DF,Arsenal,Premier League,29.0,1991.0,16.5,38.0,26.0,23.0,9.0,6.0,16.0,25.0,64.0,9.0,18.0,7.0,11.0,16.0,54.0,31.0,1.0
2620,Danilo Soares,br BRA,DF,Bochum,Bundesliga,29.0,1991.0,28.5,109.0,71.0,61.0,39.0,9.0,56.0,84.0,66.7,28.0,63.0,9.0,54.0,62.0,171.0,65.0,2.0
2621,Rubén Sobrino,es ESP,MF,Valencia,La Liga,29.0,1992.0,0.2,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0
2622,Rubén Sobrino,es ESP,"FW,MF",Cádiz,La Liga,29.0,1992.0,20.7,28.0,17.0,11.0,10.0,7.0,5.0,35.0,14.3,30.0,21.0,1.0,20.0,21.0,49.0,18.0,0.0
2623,Alex Sola,es ESP,"DF,FW",Real Sociedad,La Liga,22.0,1999.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,1.0,0.0,1.0,2.0,3.0,3.0,0.0
2624,Augusto Solari,ar ARG,"MF,DF",Celta Vigo,La Liga,29.0,1992.0,7.9,24.0,12.0,9.0,12.0,3.0,12.0,32.0,37.5,20.0,14.0,4.0,10.0,7.0,31.0,10.0,1.0
2626,Roberto Soldado,es ESP,FW,Levante,La Liga,36.0,1985.0,7.4,3.0,1.0,0.0,1.0,2.0,1.0,3.0,33.3,2.0,4.0,0.0,4.0,1.0,4.0,7.0,0.0
2627,Carlos Soler,es ESP,MF,Valencia,La Liga,24.0,1997.0,27.5,29.0,19.0,10.0,15.0,4.0,11.0,37.0,29.7,26.0,19.0,4.0,15.0,14.0,43.0,28.0,0.0
