Player,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK,Expected - xG,Expected - npxG,Expected - xAG,Expected - npxG+xAG,Per 90 Minutes - xG,Per 90 Minutes - xAG,Per 90 Minutes - xG+xAG,Per 90 Minutes - npxG,Per 90 Minutes - npxG+xAG
Tyler Adams,14,USA,MF,RB Leipzig,de Bundesliga,22.0,1999.0,24.0,12.0,1351.0,15.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.07,0.07,0.0,0.07,0.3,0.3,0.8,1.1,0.02,0.06,0.07,0.02,0.07
Sargis Adamyan,15,ARM,"FW,MF",Hoffenheim,de Bundesliga,28.0,1993.0,13.0,2.0,331.0,3.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,0.4,0.4,0.5,0.9,0.12,0.13,0.25,0.12,0.25
Martin Adeline,16,FRA,"MF,FW",Reims,fr Ligue 1,17.0,2003.0,8.0,2.0,352.0,3.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.8,0.09,0.11,0.2,0.09,0.2
Amine Adli,17,FRA,"FW,MF",Leverkusen,de Bundesliga,21.0,2000.0,25.0,13.0,1256.0,14.0,3.0,2.0,3.0,0.0,0.0,3.0,0.0,0.21,0.14,0.36,0.21,0.36,4.8,4.8,2.0,6.8,0.34,0.15,0.49,0.34,0.49
Yacine Adli,18,FRA,"MF,FW",Bordeaux,fr Ligue 1,21.0,2000.0,36.0,25.0,2260.0,25.1,1.0,7.0,1.0,0.0,0.0,5.0,0.0,0.04,0.28,0.32,0.04,0.32,2.3,2.3,6.2,8.6,0.09,0.25,0.34,0.09,0.34
Michel Aebischer,19,CHE,MF,Bologna,it Serie A,24.0,1997.0,12.0,4.0,443.0,4.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.6,0.03,0.1,0.12,0.03,0.12
Felix Afena-Gyan,20,GHA,"FW,MF",Roma,it Serie A,18.0,2003.0,17.0,6.0,668.0,7.4,2.0,0.0,2.0,0.0,0.0,5.0,1.0,0.27,0.0,0.27,0.27,0.27,1.5,1.5,0.7,2.2,0.2,0.1,0.3,0.2,0.3
Martin Agirregabiria,21,ESP,DF,Alavés,es La Liga,25.0,1996.0,24.0,17.0,1616.0,18.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.06,0.06,0.0,0.06,0.2,0.2,0.6,0.9,0.01,0.04,0.05,0.01,0.05
Julen Agirrezabala,22,ESP,GK,Athletic Club,es La Liga,20.0,2000.0,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucien Agoume,23,FRA,MF,Brest,fr Ligue 1,19.0,2002.0,27.0,21.0,1868.0,20.8,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.2,0.9,2.1,0.06,0.05,0.11,0.06,0.1
Kevin Agudelo,24,COL,"MF,FW",Spezia,it Serie A,22.0,1998.0,23.0,12.0,1237.0,13.7,3.0,1.0,3.0,0.0,0.0,2.0,1.0,0.22,0.07,0.29,0.22,0.29,2.0,2.0,1.1,3.1,0.15,0.08,0.23,0.15,0.23
Nayef Aguerd,26,MAR,DF,Rennes,fr Ligue 1,25.0,1996.0,31.0,31.0,2735.0,30.4,2.0,2.0,2.0,0.0,0.0,3.0,1.0,0.07,0.07,0.13,0.07,0.13,2.5,2.5,0.3,2.9,0.08,0.01,0.1,0.08,0.1
Sergio Agüero,27,ARG,FW,Barcelona,es La Liga,33.0,1988.0,4.0,2.0,151.0,1.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0.0,0.6,0.6,0.6,1.2,1.2,0.2,1.4,0.69,0.11,0.8,0.69,0.8
Ruben Aguilar,28,FRA,DF,Monaco,fr Ligue 1,28.0,1993.0,28.0,22.0,2140.0,23.8,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.08,0.08,0.0,0.08,0.5,0.5,1.6,2.1,0.02,0.07,0.09,0.02,0.09
Álvaro Aguirre,29,ESP,FW,Rayo Vallecano,es La Liga,21.0,2000.0,1.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Naouirou Ahamada,30,FRA,"MF,DF",Stuttgart,de Bundesliga,19.0,2002.0,3.0,0.0,61.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anel Ahmedhodzic,31,BIH,DF,Bordeaux,fr Ligue 1,22.0,1999.0,15.0,15.0,1350.0,15.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.07,0.07,0.0,0.07,0.5,0.5,1.0,1.5,0.03,0.07,0.1,0.03,0.1
Jean-Eudes Aholou,32,CIV,MF,Strasbourg,fr Ligue 1,27.0,1994.0,25.0,11.0,1004.0,11.2,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.09,0.09,0.18,0.09,0.18,2.2,2.2,0.9,3.1,0.19,0.08,0.28,0.19,0.28
Joseph Aidoo,33,GHA,DF,Celta Vigo,es La Liga,25.0,1995.0,32.0,30.0,2637.0,29.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.9,0.02,0.02,0.03,0.02,0.03
Ola Aina,34,NGA,DF,Torino,it Serie A,24.0,1996.0,21.0,17.0,1437.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.6,2.0,0.02,0.1,0.12,0.02,0.12
Rayan Aït Nouri,35,FRA,"DF,MF",Wolves,eng Premier League,20.0,2001.0,23.0,20.0,1828.0,20.3,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.05,0.1,0.15,0.05,0.15,0.8,0.8,1.4,2.2,0.04,0.07,0.11,0.04,0.11
Kristoffer Ajer,36,NOR,DF,Brentford,eng Premier League,23.0,1998.0,24.0,23.0,1995.0,22.2,1.0,3.0,1.0,0.0,0.0,5.0,0.0,0.05,0.14,0.18,0.05,0.18,0.8,0.8,2.2,3.1,0.04,0.1,0.14,0.04,0.14
Ludovic Ajorque,37,REU,FW,Strasbourg,fr Ligue 1,27.0,1994.0,36.0,31.0,2738.0,30.4,12.0,8.0,9.0,3.0,3.0,5.0,1.0,0.39,0.26,0.66,0.3,0.56,11.1,8.7,7.7,16.4,0.36,0.25,0.62,0.29,0.54
Manuel Akanji,38,CHE,DF,Dortmund,de Bundesliga,26.0,1995.0,26.0,25.0,2261.0,25.1,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.04,0.0,0.04,0.04,0.04,1.9,1.9,0.1,2.0,0.08,0.01,0.08,0.08,0.08
Carlos Akapo,39,GNQ,DF,Cádiz,es La Liga,28.0,1993.0,25.0,21.0,1844.0,20.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.9,0.03,0.02,0.05,0.03,0.05
Marley Aké,40,FRA,"FW,MF",Juventus,it Serie A,20.0,2001.0,4.0,0.0,77.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan Aké,41,NLD,DF,Manchester City,eng Premier League,26.0,1995.0,14.0,10.0,923.0,10.3,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,0.7,0.7,0.5,1.3,0.07,0.05,0.12,0.07,0.12
Ilias Akhomach,42,ESP,FW,Barcelona,es La Liga,17.0,2004.0,2.0,2.0,124.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.7,0.9,0.14,0.53,0.67,0.14,0.67
Maghnes Akliouche,43,FRA,"MF,FW",Monaco,fr Ligue 1,19.0,2002.0,7.0,0.0,54.0,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.16,0.07,0.23,0.16,0.23
Paul Akouokou,44,CIV,MF,Betis,es La Liga,23.0,1997.0,8.0,6.0,516.0,5.7,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.01,0.03,0.04,0.01,0.04
Jean-Daniel Akpa-Akpro,45,CIV,MF,Lazio,it Serie A,28.0,1992.0,10.0,4.0,315.0,3.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.06,0.01,0.07,0.06,0.07
Kevin Akpoguma,46,NGA,"DF,FW",Hoffenheim,de Bundesliga,26.0,1995.0,26.0,19.0,1527.0,17.0,2.0,2.0,2.0,0.0,0.0,5.0,0.0,0.12,0.12,0.24,0.12,0.24,1.4,1.4,2.6,4.1,0.08,0.16,0.24,0.08,0.24
David Alaba,47,AUT,DF,Real Madrid,es La Liga,29.0,1992.0,30.0,30.0,2642.0,29.4,2.0,3.0,2.0,0.0,0.0,2.0,0.0,0.07,0.1,0.17,0.07,0.17,1.7,1.7,2.1,3.9,0.06,0.07,0.13,0.06,0.13
Sofiane Alakouch,48,MAR,"DF,MF",Metz,fr Ligue 1,23.0,1998.0,4.0,0.0,158.0,1.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.02,0.04,0.02,0.04
Tomás Alarcón,49,CHL,MF,Cádiz,es La Liga,22.0,1999.0,23.0,16.0,1425.0,15.8,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.06,0.06,0.0,0.06,1.2,1.2,1.3,2.6,0.08,0.08,0.16,0.08,0.16
Lucas Alario,50,ARG,FW,Leverkusen,de Bundesliga,28.0,1992.0,27.0,5.0,655.0,7.3,6.0,0.0,6.0,0.0,1.0,2.0,0.0,0.82,0.0,0.82,0.82,0.82,6.2,5.4,1.2,6.6,0.85,0.16,1.02,0.75,0.91
Jordi Alba,52,ESP,DF,Barcelona,es La Liga,32.0,1989.0,30.0,30.0,2644.0,29.4,2.0,10.0,2.0,0.0,0.0,11.0,0.0,0.07,0.34,0.41,0.07,0.41,1.8,1.8,6.7,8.5,0.06,0.23,0.29,0.06,0.29
Josué Albert,53,GUF,DF,Clermont Foot,fr Ligue 1,29.0,1992.0,2.0,0.0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.25,0.0,0.25,0.25,0.25
Luis Alberto,54,ESP,MF,Lazio,it Serie A,28.0,1992.0,34.0,27.0,2353.0,26.1,5.0,9.0,5.0,0.0,0.0,5.0,0.0,0.19,0.34,0.54,0.19,0.54,4.1,4.1,7.9,11.9,0.16,0.3,0.46,0.16,0.46
Raúl Albiol,55,ESP,DF,Villarreal,es La Liga,35.0,1985.0,28.0,28.0,2465.0,27.4,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,0.02,0.0,0.02,0.02,0.02
Marc Albrighton,56,GBR,"FW,DF",Leicester City,eng Premier League,31.0,1989.0,17.0,11.0,1132.0,12.6,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.08,0.16,0.24,0.08,0.24,0.5,0.5,1.7,2.2,0.04,0.14,0.18,0.04,0.18
Paco Alcácer,57,ESP,FW,Villarreal,es La Liga,27.0,1993.0,18.0,10.0,787.0,8.7,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.11,0.34,0.46,0.11,0.46,3.3,3.3,2.0,5.3,0.37,0.23,0.6,0.37,0.6
Thiago Alcántara,58,ESP,MF,Liverpool,eng Premier League,30.0,1991.0,25.0,17.0,1534.0,17.0,1.0,4.0,1.0,0.0,0.0,2.0,0.0,0.06,0.23,0.29,0.06,0.29,2.3,2.3,2.5,4.8,0.13,0.15,0.28,0.13,0.28
Rubén Alcaraz,59,ESP,MF,Cádiz,es La Liga,30.0,1991.0,14.0,12.0,1105.0,12.3,2.0,0.0,2.0,0.0,0.0,7.0,0.0,0.16,0.0,0.16,0.16,0.16,1.6,1.6,1.1,2.7,0.13,0.09,0.22,0.13,0.22
Omar Alderete,60,PRY,DF,Valencia,es La Liga,24.0,1996.0,29.0,28.0,2403.0,26.7,2.0,0.0,2.0,0.0,0.0,15.0,0.0,0.07,0.0,0.07,0.07,0.07,0.9,0.9,0.3,1.2,0.03,0.01,0.04,0.03,0.04
Iván Alejo,61,ESP,"MF,FW",Cádiz,es La Liga,26.0,1995.0,20.0,11.0,1065.0,11.8,2.0,2.0,2.0,0.0,0.0,7.0,0.0,0.17,0.17,0.34,0.17,0.34,1.3,1.3,2.3,3.6,0.11,0.19,0.3,0.11,0.3
Doğan Alemdar,62,TUR,GK,Rennes,fr Ligue 1,18.0,2002.0,12.0,12.0,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carles Aleñá,63,ESP,MF,Getafe,es La Liga,23.0,1998.0,33.0,30.0,2320.0,25.8,1.0,2.0,1.0,0.0,0.0,6.0,1.0,0.04,0.08,0.12,0.04,0.12,2.4,2.3,1.5,3.8,0.09,0.06,0.15,0.09,0.15
Trent Alexander-Arnold,64,GBR,DF,Liverpool,eng Premier League,22.0,1998.0,32.0,32.0,2853.0,31.7,2.0,12.0,2.0,0.0,0.0,2.0,0.0,0.06,0.38,0.44,0.06,0.44,2.9,2.9,12.9,15.8,0.09,0.41,0.5,0.09,0.5
Mircea Alexandru Tirlea,65,ROU,DF,Alavés,es La Liga,21.0,2000.0,1.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohamed Ali Cho,66,FRA,FW,Angers,fr Ligue 1,17.0,2004.0,32.0,21.0,1837.0,20.4,4.0,1.0,4.0,0.0,0.0,6.0,2.0,0.2,0.05,0.24,0.2,0.24,6.6,6.6,2.6,9.1,0.32,0.13,0.45,0.32,0.45
Alisson,67,BRA,GK,Liverpool,eng Premier League,28.0,1992.0,36.0,36.0,3240.0,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,1.0,1.0,0.0,0.03,0.03,0.0,0.03
Allan,68,BRA,MF,Everton,eng Premier League,30.0,1991.0,28.0,25.0,2183.0,24.3,0.0,2.0,0.0,0.0,0.0,7.0,1.0,0.0,0.08,0.08,0.0,0.08,0.3,0.3,1.1,1.4,0.01,0.05,0.06,0.01,0.06
Jim Allevinah,69,GAB,FW,Clermont Foot,fr Ligue 1,26.0,1995.0,30.0,13.0,1488.0,16.5,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.06,0.12,0.18,0.06,0.18,3.5,3.5,1.9,5.4,0.21,0.12,0.33,0.21,0.33
Dele Alli,70,GBR,MF,Tottenham,eng Premier League,25.0,1996.0,10.0,8.0,657.0,7.3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.14,0.0,0.14,0.0,0.0,1.6,0.8,0.2,1.0,0.22,0.03,0.24,0.11,0.14
Miguel Almirón,72,PRY,"MF,FW",Newcastle Utd,eng Premier League,27.0,1994.0,30.0,19.0,1716.0,19.1,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.05,0.0,0.05,0.05,0.05,2.5,2.5,1.3,3.8,0.13,0.07,0.2,0.13,0.2
Marcos Alonso,73,ESP,DF,Chelsea,eng Premier League,30.0,1990.0,28.0,25.0,2167.0,24.1,4.0,4.0,4.0,0.0,0.0,8.0,0.0,0.17,0.17,0.33,0.17,0.33,3.6,3.6,5.2,8.8,0.15,0.22,0.36,0.15,0.36
Giorgio Altare,74,ITA,DF,Cagliari,it Serie A,22.0,1998.0,19.0,17.0,1466.0,16.3,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.06,0.0,0.06,0.06,0.06,1.3,1.3,0.6,1.9,0.08,0.03,0.12,0.08,0.12
Hugo Álvarez,75,ESP,FW,Celta Vigo,es La Liga,18.0,2003.0,1.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.57,0.0,1.57,1.57,1.57
Yeray Álvarez,76,ESP,DF,Athletic Club,es La Liga,26.0,1995.0,22.0,21.0,1860.0,20.7,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.8,0.03,0.01,0.04,0.03,0.04
Dani Alves,78,BRA,DF,Barcelona,es La Liga,38.0,1983.0,14.0,13.0,1098.0,12.2,1.0,3.0,1.0,0.0,0.0,2.0,1.0,0.08,0.25,0.33,0.08,0.33,0.3,0.3,2.3,2.6,0.02,0.19,0.21,0.02,0.21
Steven Alzate,79,COL,MF,Brighton,eng Premier League,22.0,1998.0,9.0,5.0,404.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.02,0.05,0.07,0.02,0.07
Ibrahim Amadou,80,FRA,"DF,MF",Metz,fr Ligue 1,28.0,1993.0,10.0,10.0,812.0,9.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.11,0.0,0.11,0.11,0.11,0.4,0.4,0.1,0.5,0.05,0.01,0.06,0.05,0.06
Emmanuel Amankwaa Akurugu,81,GHA,DF,Getafe,es La Liga,19.0,2001.0,3.0,1.0,79.0,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,1.14,0.0,1.14,0.0,0.0,0.1,0.2,0.04,0.16,0.2,0.04,0.2
Daniel Amartey,82,GHA,DF,Leicester City,eng Premier League,26.0,1994.0,28.0,23.0,2123.0,23.6,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.01,0.01,0.0,0.01
Amath,83,SEN,"FW,MF",Mallorca,es La Liga,25.0,1996.0,19.0,9.0,884.0,9.8,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.1,0.1,0.0,0.1,1.5,1.5,0.8,2.3,0.15,0.08,0.23,0.15,0.23
Jordan Amavi,84,FRA,DF,Nice,fr Ligue 1,27.0,1994.0,8.0,4.0,413.0,4.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.02,0.02,0.0,0.02
Wisdom Amey,86,ITA,DF,Bologna,it Serie A,15.0,2005.0,1.0,1.0,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kelvin Amian,87,FRA,DF,Spezia,it Serie A,23.0,1998.0,32.0,31.0,2646.0,29.4,1.0,1.0,1.0,0.0,0.0,9.0,2.0,0.03,0.03,0.07,0.03,0.07,3.2,3.2,1.2,4.4,0.11,0.04,0.15,0.11,0.15
Nadiem Amiri,88,DEU,"MF,FW",Genoa,it Serie A,24.0,1996.0,13.0,9.0,683.0,7.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,1.0,1.0,2.1,3.1,0.14,0.27,0.41,0.14,0.41
Ethan Ampadu,90,GB-WLS,"MF,DF",Venezia,it Serie A,20.0,2000.0,29.0,26.0,2282.0,25.4,0.0,3.0,0.0,0.0,0.0,13.0,2.0,0.0,0.12,0.12,0.0,0.12,0.3,0.3,1.7,2.1,0.01,0.07,0.08,0.01,0.08
Sofyan Amrabat,91,MAR,MF,Fiorentina,it Serie A,24.0,1996.0,23.0,8.0,944.0,10.5,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.1,0.0,0.1,0.1,0.1,0.2,0.2,0.3,0.5,0.02,0.03,0.05,0.02,0.05
Joachim Andersen,92,DNK,DF,Crystal Palace,eng Premier League,25.0,1996.0,34.0,32.0,2916.0,32.4,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.09,0.09,0.0,0.09,0.9,0.9,2.1,2.9,0.03,0.06,0.09,0.03,0.09
Felipe Anderson,93,BRA,FW,Lazio,it Serie A,28.0,1993.0,38.0,33.0,2888.0,32.1,6.0,8.0,6.0,0.0,0.0,2.0,0.0,0.19,0.25,0.44,0.19,0.44,7.1,7.1,6.7,13.8,0.22,0.21,0.43,0.22,0.43
Sebastian Andersson,94,SWE,FW,Köln,de Bundesliga,30.0,1991.0,26.0,13.0,1257.0,14.0,3.0,1.0,3.0,0.0,0.0,3.0,0.0,0.21,0.07,0.29,0.21,0.29,4.6,4.6,1.1,5.8,0.33,0.08,0.41,0.33,0.41
Florin Andone,95,ROU,FW,Cádiz,es La Liga,28.0,1993.0,5.0,1.0,176.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.4,0.13,0.08,0.21,0.13,0.21
Andrés Andrade Cedeño,96,PAN,DF,Arminia,de Bundesliga,22.0,1998.0,17.0,12.0,1046.0,11.6,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.6,0.03,0.02,0.06,0.03,0.06
Benjamin André,97,FRA,MF,Lille,fr Ligue 1,30.0,1990.0,33.0,33.0,2752.0,30.6,2.0,1.0,2.0,0.0,0.0,12.0,1.0,0.07,0.03,0.1,0.07,0.1,1.6,1.6,1.4,3.0,0.05,0.05,0.1,0.05,0.1
Fredrik André Bjørkan,98,NOR,DF,Hertha BSC,de Bundesliga,22.0,1998.0,9.0,2.0,353.0,3.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.02,0.02,0.0,0.02
Robert Andrich,99,DEU,MF,Leverkusen,de Bundesliga,26.0,1994.0,26.0,21.0,1817.0,20.2,4.0,2.0,4.0,0.0,0.0,5.0,1.0,0.2,0.1,0.3,0.2,0.3,3.8,3.4,1.4,4.8,0.19,0.07,0.26,0.17,0.24
