,# Pl,Playing Time - MP,Playing Time - Min,Playing Time - Mn/MP,Playing Time - Min%,Playing Time - 90s,Starts - Starts,Starts - Mn/Start,Starts - Compl,Subs - Subs,Subs - Mn/Sub,Subs - unSub,Team Success - PPM,Team Success - onG,Team Success - onGA,Team Success - +/-,Team Success - +/-90,Team Success (xG) - onxG,Team Success (xG) - onxGA,Team Success (xG) - xG+/-,Team Success (xG) - xG+/-90
48,26,38,3420,90,100,38.0,418,84,276,142,19,194,1.76,65,44,21,0.55,68.7,40.5,28.2,0.74
49,28,38,3420,90,100,38.0,418,82,253,164,20,178,1.76,75,47,28,0.74,72.6,50.9,21.7,0.57
50,30,38,3420,90,100,38.0,418,83,270,145,20,195,1.45,52,53,-1,-0.03,44.5,58.2,-13.6,-0.36
51,29,38,3420,90,100,38.0,418,83,274,141,21,188,1.63,65,47,18,0.47,61.1,51.6,9.5,0.25
52,27,34,3060,90,100,34.0,374,86,241,133,12,173,1.26,52,55,-3,-0.09,52.1,53.4,-1.3,-0.04
53,27,34,3060,90,100,34.0,374,81,215,160,20,143,1.35,54,55,-1,-0.03,47.1,53.6,-6.5,-0.19
54,31,38,3420,90,100,38.0,418,82,250,165,19,280,1.32,37,43,-6,-0.16,35.2,46.4,-11.2,-0.3
55,24,38,3420,90,100,38.0,418,84,294,123,19,219,2.34,94,33,61,1.61,78.7,32.1,46.6,1.23
56,26,38,3420,90,100,38.0,418,83,269,149,19,192,1.97,58,43,15,0.39,67.7,50.4,17.3,0.45
57,30,38,3420,90,100,38.0,418,81,254,163,22,157,1.92,67,40,27,0.71,65.3,42.5,22.8,0.6
58,30,38,3420,90,100,38.0,418,80,234,183,23,321,1.84,64,43,21,0.55,58.8,41.1,17.7,0.47
59,27,38,3420,90,100,38.0,418,81,260,155,23,187,1.71,70,58,12,0.32,62.1,53.2,8.9,0.23
60,31,38,3420,90,100,38.0,418,81,239,170,21,166,1.32,65,62,3,0.08,52.2,62.2,-10.0,-0.26
61,31,38,3420,90,100,38.0,418,79,229,188,23,363,1.37,48,52,-4,-0.11,45.9,51.3,-5.4,-0.14
62,29,38,3420,90,100,38.0,418,81,239,176,20,147,0.95,37,55,-18,-0.47,42.8,52.4,-9.7,-0.25
63,27,38,3420,90,100,38.0,418,82,237,181,19,319,2.37,77,28,49,1.29,64.7,31.8,33.0,0.87
64,27,38,3420,90,100,38.0,418,84,263,155,16,185,1.87,68,33,35,0.92,72.0,39.6,32.4,0.85
65,34,38,3420,90,100,38.0,418,81,255,162,22,176,1.53,48,37,11,0.29,57.2,44.6,12.6,0.33
66,33,38,3420,90,100,38.0,418,82,261,159,21,183,1.0,38,68,-30,-0.79,39.3,64.2,-24.9,-0.66
67,26,38,3420,90,100,38.0,418,81,230,183,20,198,1.39,37,42,-5,-0.13,39.4,45.7,-6.3,-0.17
68,26,38,3420,90,100,38.0,418,82,266,149,20,180,2.24,89,40,49,1.29,78.2,48.3,29.9,0.79
69,28,38,3420,90,100,38.0,418,82,231,183,18,267,1.29,45,53,-8,-0.21,43.9,49.9,-6.0,-0.16
70,25,34,3060,90,100,34.0,374,82,214,158,20,123,1.94,64,41,23,0.68,62.7,37.2,25.4,0.75
71,26,38,3420,90,100,38.0,418,83,265,151,18,248,2.05,75,36,39,1.03,75.5,38.9,36.6,0.96
72,30,38,3420,90,100,38.0,418,81,238,178,22,267,1.87,51,35,16,0.42,52.7,33.4,19.3,0.51
73,34,38,3420,90,100,38.0,418,82,248,162,19,179,1.34,45,45,0,0.0,61.5,52.7,8.9,0.23
74,32,38,3420,90,100,38.0,418,82,242,174,19,167,1.79,69,39,30,0.79,61.4,44.1,17.3,0.45
75,30,38,3420,90,100,38.0,418,81,249,168,21,307,1.66,50,38,12,0.32,57.4,32.1,25.3,0.67
76,30,38,3420,90,100,38.0,418,80,240,177,23,296,1.11,48,62,-14,-0.37,36.7,67.1,-30.5,-0.8
77,40,38,3420,90,100,38.0,418,80,243,174,23,252,0.5,24,71,-47,-1.24,34.1,66.3,-32.2,-0.85
78,31,38,3420,90,100,38.0,418,81,239,175,21,291,1.18,47,61,-14,-0.37,51.6,49.7,1.9,0.05
79,35,34,3060,90,100,34.0,374,81,228,145,23,158,0.91,35,71,-36,-1.06,39.6,57.1,-17.6,-0.52
80,35,38,3420,90,100,38.0,418,78,231,177,26,236,1.29,47,54,-7,-0.18,46.3,54.2,-7.9,-0.21
81,36,38,3420,90,100,38.0,418,81,243,175,22,167,0.66,36,73,-37,-0.97,37.7,61.0,-23.3,-0.61
82,34,38,3420,90,100,38.0,418,81,248,168,22,310,0.82,31,62,-31,-0.82,41.5,59.5,-18.0,-0.47
83,29,38,3420,90,100,38.0,418,81,250,161,22,169,1.05,51,59,-8,-0.21,48.5,55.4,-6.8,-0.18
84,30,34,3060,90,100,34.0,374,82,229,140,19,163,0.97,45,57,-12,-0.35,47.6,45.2,2.4,0.07
85,28,38,3420,90,100,38.0,418,82,255,164,20,304,1.39,42,41,1,0.03,41.8,40.0,1.8,0.05
86,29,38,3420,90,100,38.0,418,85,278,140,15,202,1.58,70,63,7,0.18,57.1,49.7,7.4,0.2
87,29,38,3420,90,100,38.0,418,82,253,162,20,180,1.26,51,57,-6,-0.16,52.5,57.0,-4.5,-0.12
88,32,38,3420,90,100,38.0,418,83,273,141,21,192,0.63,45,81,-36,-0.95,39.1,78.0,-38.9,-1.02
89,30,38,3420,90,100,38.0,418,82,242,174,20,259,1.21,47,48,-1,-0.03,46.9,51.8,-4.9,-0.13
90,28,34,3060,90,100,34.0,374,82,207,165,18,141,1.82,51,38,13,0.38,37.9,42.6,-4.7,-0.14
91,28,38,3420,90,100,38.0,418,81,238,176,22,271,1.11,42,45,-3,-0.08,49.3,43.5,5.8,0.15
92,36,38,3420,90,100,38.0,418,78,227,189,27,225,1.05,33,63,-30,-0.79,38.6,64.9,-26.3,-0.69
93,32,38,3420,90,100,38.0,418,81,245,172,21,204,1.68,59,40,19,0.5,61.7,50.3,11.3,0.3
94,25,34,3060,90,100,34.0,374,82,222,151,18,146,1.06,51,64,-13,-0.38,41.1,52.9,-11.8,-0.35
95,25,38,3420,90,100,38.0,418,84,286,132,20,204,1.05,42,55,-13,-0.34,49.2,53.0,-3.9,-0.1
96,28,34,3060,90,100,34.0,374,81,218,158,21,148,1.44,57,48,9,0.26,51.3,51.3,0.0,0.0
97,32,38,3420,90,100,38.0,418,80,248,165,24,175,1.08,31,58,-27,-0.71,36.8,59.9,-23.1,-0.61
