,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - PK,Standard - PKatt
1712,Jobi McAnuff,jm JAM,MF,Reading,Premier League,30.0,1981.0,36.3,0.0,,13.0,,,0.36,,0.0,,0.0,0.0
1713,James McArthur,sct SCO,MF,Wigan Athletic,Premier League,24.0,1987.0,26.8,3.0,,14.0,,,0.52,,0.21,,0.0,0.0
1714,Gareth McAuley,nir NIR,DF,West Brom,Premier League,32.0,1979.0,36.0,3.0,,11.0,,,0.31,,0.27,,0.0,0.0
1716,Alex McCarthy,eng ENG,GK,Reading,Premier League,22.0,1989.0,13.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1717,James McCarthy,ie IRL,MF,Wigan Athletic,Premier League,21.0,1990.0,37.5,3.0,,15.0,,,0.4,,0.2,,0.0,0.0
1718,George McCartney,nir NIR,DF,West Ham,Premier League,31.0,1981.0,9.8,0.0,,1.0,,,0.1,,0.0,,0.0,0.0
1719,James McClean,ie IRL,"DF,FW",Sunderland,Premier League,23.0,1989.0,26.0,2.0,,14.0,,,0.54,,0.14,,0.0,0.0
1720,Garath McCleary,jm JAM,"FW,MF",Reading,Premier League,25.0,1987.0,17.6,3.0,,13.0,,,0.74,,0.23,,0.0,0.0
1721,James McFadden,sct SCO,"FW,MF",Sunderland,Premier League,29.0,1983.0,0.4,0.0,,0.0,,,0.0,,,,0.0,0.0
1722,Callum McManaman,eng ENG,"FW,MF",Wigan Athletic,Premier League,21.0,1991.0,7.1,2.0,,9.0,,,1.26,,0.22,,0.0,0.0
1723,Gary Medel,cl CHI,"DF,MF",Sevilla,La Liga,24.0,1987.0,29.4,6.0,,11.0,,,0.37,,0.55,,0.0,0.0
1724,Carl Medjani,dz ALG,"DF,MF",Ajaccio,Ligue 1,27.0,1985.0,18.9,1.0,,4.0,,,0.21,,0.25,,0.0,0.0
1725,Slobodan Medojević,rs SRB,MF,Wolfsburg,Bundesliga,21.0,1990.0,6.2,0.0,,1.0,,,0.16,,0.0,,0.0,0.0
1726,Riccardo Meggiorini,it ITA,FW,Torino,Serie A,26.0,1985.0,17.7,3.0,,8.0,,,0.45,,0.38,,0.0,0.0
1727,Alexander Meier,de GER,"FW,MF",Eint Frankfurt,Bundesliga,29.0,1983.0,30.2,16.0,,33.0,,,1.09,,0.39,,3.0,3.0
1728,Raul Meireles,pt POR,MF,Chelsea,Premier League,29.0,1983.0,1.1,0.0,,0.0,,,0.0,,,,0.0,0.0
1729,Leonardo Melazzi,uy URU,FW,Genoa,Serie A,21.0,1991.0,0.3,0.0,,0.0,,,0.0,,,,0.0,0.0
1730,Maor Melikson,il ISR,MF,Valenciennes,Ligue 1,27.0,1984.0,12.5,2.0,,8.0,,,0.64,,0.25,,0.0,0.0
1731,Túlio de Melo,br BRA,FW,Lille,Ligue 1,27.0,1985.0,7.5,1.0,,9.0,,,1.19,,0.11,,0.0,0.0
1732,Lucas Mendes,br BRA,DF,Marseille,Ligue 1,22.0,1990.0,22.2,0.0,,0.0,,,0.0,,,,0.0,0.0
1733,Ryan Mendes,cv CPV,"FW,MF",Lille,Ligue 1,22.0,1990.0,3.6,2.0,,5.0,,,1.37,,0.4,,0.0,0.0
1734,Tiago Mendes,pt POR,MF,Atlético Madrid,La Liga,31.0,1981.0,15.3,2.0,,4.0,,,0.26,,0.5,,0.0,0.0
1735,Markus Mendler,de GER,"FW,MF",Nürnberg,Bundesliga,19.0,1993.0,1.7,0.0,,1.0,,,0.59,,0.0,,0.0,0.0
1736,Bernard Mendy,fr FRA,"DF,FW",Brest,Ligue 1,30.0,1981.0,29.6,0.0,,1.0,,,0.03,,0.0,,0.0,0.0
1737,Jérémy Ménez,fr FRA,"FW,MF",Paris S-G,Ligue 1,25.0,1987.0,22.7,5.0,,24.0,,,1.06,,0.21,,0.0,0.0
1738,Dolly Menga,ao ANG,FW,Torino,Serie A,19.0,1993.0,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1739,John Mensah,gh GHA,DF,Rennes,Ligue 1,29.0,1982.0,2.9,0.0,,0.0,,,0.0,,,,0.0,0.0
1740,Jonathan Mensah,gh GHA,DF,Evian,Ligue 1,22.0,1990.0,5.3,0.0,,1.0,,,0.19,,0.0,,0.0,0.0
1742,Camel Meriem,fr FRA,MF,Nice,Ligue 1,32.0,1979.0,12.9,3.0,,9.0,,,0.7,,0.33,,0.0,0.0
1743,Alexander Merkel,kz KAZ,MF,Udinese,Serie A,20.0,1992.0,1.3,0.0,,0.0,,,0.0,,,,0.0,0.0
1744,Alexander Merkel,kz KAZ,MF,Genoa,Serie A,20.0,1992.0,3.3,1.0,,2.0,,,0.6,,0.5,,0.0,0.0
1745,Per Mertesacker,de GER,DF,Arsenal,Premier League,27.0,1984.0,33.7,3.0,,8.0,,,0.24,,0.38,,0.0,0.0
1746,Maikel Mesa,es ESP,MF,Osasuna,La Liga,21.0,1991.0,0.1,0.0,,0.0,,,0.0,,,,0.0,0.0
1747,Djamel Mesbah,dz ALG,"DF,MF",Milan,Serie A,27.0,1984.0,1.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1748,Djamel Mesbah,dz ALG,"DF,MF",Parma,Serie A,27.0,1984.0,4.5,0.0,,1.0,,,0.22,,0.0,,0.0,0.0
1749,Lionel Messi,ar ARG,"FW,MF",Barcelona,La Liga,25.0,1987.0,29.4,46.0,,90.0,,,3.06,,0.47,,4.0,4.0
1750,Giandomenico Mesto,it ITA,"DF,MF",Genoa,Serie A,30.0,1982.0,1.0,0.0,,1.0,,,1.0,,0.0,,0.0,0.0
1751,Giandomenico Mesto,it ITA,"DF,MF",Napoli,Serie A,30.0,1982.0,8.2,1.0,,2.0,,,0.24,,0.5,,0.0,0.0
1752,Christoph Metzelder,de GER,DF,Schalke 04,Bundesliga,31.0,1980.0,2.3,0.0,,0.0,,,0.0,,,,0.0,0.0
1753,Philippe Mexès,fr FRA,DF,Milan,Serie A,30.0,1982.0,24.3,1.0,,5.0,,,0.21,,0.2,,0.0,0.0
1754,Max Meyer,de GER,"FW,MF",Schalke 04,Bundesliga,16.0,1995.0,0.8,0.0,,0.0,,,0.0,,,,0.0,0.0
1755,David Meyler,ie IRL,MF,Sunderland,Premier League,23.0,1989.0,0.8,0.0,,0.0,,,0.0,,,,0.0,0.0
1756,Teddy Mézague,fr FRA,DF,Montpellier,Ligue 1,22.0,1990.0,5.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1757,Fabrizio Miccoli,it ITA,FW,Palermo,Serie A,33.0,1979.0,21.1,8.0,,40.0,,,1.9,,0.15,,2.0,2.0
1758,Míchel,es ESP,MF,Getafe,La Liga,26.0,1985.0,11.8,0.0,,0.0,,,0.0,,,,0.0,0.0
1759,Míchel,es ESP,MF,Levante,La Liga,24.0,1988.0,21.5,5.0,,11.0,,,0.51,,0.36,,1.0,1.0
1760,Michu,es ESP,"FW,MF",Swansea City,Premier League,26.0,1986.0,33.3,18.0,,38.0,,,1.14,,0.47,,0.0,0.0
1761,Sebastian Mielitz,de GER,GK,Werder Bremen,Bundesliga,23.0,1989.0,34.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1762,Giulio Migliaccio,it ITA,"DF,MF",Fiorentina,Serie A,31.0,1981.0,11.1,1.0,,2.0,,,0.18,,0.5,,0.0,0.0
1763,Giulio Migliaccio,it ITA,"DF,MF",Palermo,Serie A,31.0,1981.0,0.7,0.0,,1.0,,,1.45,,0.0,,0.0,0.0
1764,Simon Mignolet,be BEL,GK,Sunderland,Premier League,24.0,1988.0,38.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1765,Jean-Pascal Mignot,fr FRA,DF,Saint-Étienne,Ligue 1,31.0,1981.0,6.7,0.0,,2.0,,,0.3,,0.0,,0.0,0.0
1766,Yassin Mikari,tn TUN,"DF,MF",Sochaux,Ligue 1,29.0,1983.0,5.7,1.0,,3.0,,,0.52,,0.33,,0.0,0.0
1768,Tobias Mikkelsen,dk DEN,"FW,MF",Greuther Fürth,Bundesliga,25.0,1986.0,1.1,0.0,,1.0,,,0.92,,0.0,,0.0,0.0
1769,Miku,ve VEN,FW,Getafe,La Liga,26.0,1985.0,1.8,0.0,,2.0,,,1.14,,0.0,,0.0,0.0
1770,Arkadiusz Milik,pl POL,FW,Leverkusen,Bundesliga,18.0,1994.0,0.7,0.0,,0.0,,,0.0,,,,0.0,0.0
1771,Diego Milito,ar ARG,FW,Inter,Serie A,33.0,1979.0,17.5,9.0,,21.0,,,1.2,,0.29,,3.0,3.0
1772,James Milner,eng ENG,"DF,MF",Manchester City,Premier League,26.0,1986.0,19.2,4.0,,15.0,,,0.78,,0.27,,0.0,0.0
1773,Santi Mina,es ESP,FW,Celta Vigo,La Liga,16.0,1995.0,0.4,0.0,,0.0,,,0.0,,,,0.0,0.0
1774,Abraham Minero,es ESP,"DF,MF",Zaragoza,La Liga,26.0,1986.0,34.7,0.0,,1.0,,,0.03,,0.0,,0.0,0.0
1775,Rubén Miño,es ESP,GK,Mallorca,La Liga,23.0,1989.0,0.3,0.0,,0.0,,,0.0,,,,0.0,0.0
1776,Ignasi Miquel,es ESP,DF,Arsenal,Premier League,19.0,1992.0,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1777,Kevin Mirallas,be BEL,"FW,MF",Everton,Premier League,24.0,1987.0,20.3,6.0,,35.0,,,1.73,,0.17,,0.0,0.0
1778,Miranda,br BRA,DF,Atlético Madrid,La Liga,27.0,1984.0,35.0,2.0,,4.0,,,0.11,,0.5,,0.0,0.0
1779,Roderick Miranda,pt POR,DF,La Coruña,La Liga,21.0,1991.0,2.6,0.0,,0.0,,,0.0,,,,0.0,0.0
1780,Antonio Mirante,it ITA,GK,Parma,Serie A,29.0,1983.0,32.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1781,Adam Mitchell,ie IRL,"FW,MF",Sunderland,Premier League,18.0,1993.0,0.0,0.0,,,,,,,,,0.0,
1782,Ryo Miyaichi,jp JPN,"FW,MF",Wigan Athletic,Premier League,19.0,1992.0,0.6,0.0,,0.0,,,0.0,,,,0.0,0.0
1783,Peniel Mlapa,tg TOG,FW,M'Gladbach,Bundesliga,21.0,1991.0,5.5,2.0,,6.0,,,1.1,,0.33,,0.0,0.0
1784,Anthony Modeste,fr FRA,FW,Bastia,Ligue 1,24.0,1988.0,33.6,15.0,,61.0,,,1.81,,0.2,,3.0,5.0
1785,Francesco Modesto,it ITA,"DF,MF",Pescara,Serie A,30.0,1982.0,17.9,0.0,,2.0,,,0.11,,0.0,,0.0,0.0
1786,Luka Modrić,hr CRO,MF,Real Madrid,La Liga,26.0,1985.0,24.2,3.0,,9.0,,,0.37,,0.33,,0.0,0.0
1787,Sascha Mölders,de GER,FW,Augsburg,Bundesliga,27.0,1985.0,20.7,10.0,,26.0,,,1.25,,0.38,,0.0,0.0
1788,Jorge Molina,es ESP,FW,Betis,La Liga,30.0,1982.0,23.5,13.0,,31.0,,,1.32,,0.39,,1.0,2.0
1789,Cristian Molinaro,it ITA,"DF,MF",Stuttgart,Bundesliga,29.0,1983.0,19.6,0.0,,2.0,,,0.1,,0.0,,0.0,0.0
1790,Guillermo Molins,se SWE,"FW,MF",Betis,La Liga,23.0,1988.0,0.6,0.0,,0.0,,,0.0,,,,0.0,0.0
1791,Yohan Mollo,fr FRA,"DF,FW",Saint-Étienne,Ligue 1,23.0,1989.0,11.8,4.0,,11.0,,,0.93,,0.36,,0.0,0.0
1792,Yohan Mollo,fr FRA,"DF,FW",Nancy,Ligue 1,23.0,1989.0,12.9,3.0,,10.0,,,0.77,,0.3,,0.0,0.0
1794,Cédric Mongongu,cd COD,DF,Evian,Ligue 1,23.0,1989.0,17.1,0.0,,4.0,,,0.23,,0.0,,0.0,0.0
1795,Garry Monk,eng ENG,DF,Swansea City,Premier League,33.0,1979.0,10.3,0.0,,1.0,,,0.1,,0.0,,0.0,0.0
1796,Kévin Monnet-Paquet,fr FRA,"FW,MF",Lorient,Ligue 1,23.0,1988.0,29.0,6.0,,28.0,,,0.96,,0.21,,0.0,0.0
1797,Nacho Monreal,es ESP,DF,Arsenal,Premier League,26.0,1986.0,8.8,1.0,,1.0,,,0.11,,1.0,,0.0,0.0
1798,Nacho Monreal,es ESP,DF,Málaga,La Liga,26.0,1986.0,13.2,1.0,,2.0,,,0.15,,0.5,,0.0,0.0
1799,Paco Montañés,es ESP,"FW,MF",Zaragoza,La Liga,25.0,1986.0,35.8,5.0,,18.0,,,0.5,,0.28,,0.0,0.0
1800,Víctor Montaño,co COL,FW,Rennes,Ligue 1,28.0,1984.0,4.0,1.0,,4.0,,,0.99,,0.25,,0.0,0.0
1801,Riccardo Montolivo,it ITA,MF,Milan,Serie A,27.0,1985.0,30.0,4.0,,19.0,,,0.63,,0.21,,0.0,0.0
1802,Martín Montoya,es ESP,DF,Barcelona,La Liga,21.0,1991.0,12.8,1.0,,3.0,,,0.23,,0.33,,0.0,0.0
1803,Fabián Monzón,ar ARG,DF,Nice,Ligue 1,25.0,1987.0,0.9,0.0,,0.0,,,0.0,,,,0.0,1.0
1804,Fabián Monzón,ar ARG,DF,Lyon,Ligue 1,25.0,1987.0,2.2,0.0,,0.0,,,0.0,,,,0.0,0.0
1805,Luke Moore,eng ENG,FW,Swansea City,Premier League,26.0,1986.0,6.0,3.0,,12.0,,,2.01,,0.25,,0.0,0.0
1806,Anselmo de Moraes,br BRA,MF,Genoa,Serie A,23.0,1989.0,1.5,0.0,,0.0,,,0.0,,,,0.0,0.0
1807,Anselmo de Moraes,br BRA,MF,Palermo,Serie A,23.0,1989.0,2.1,1.0,,1.0,,,0.47,,1.0,,0.0,0.0
1808,Pedro Morales,cl CHI,MF,Málaga,La Liga,27.0,1985.0,4.4,3.0,,8.0,,,1.82,,0.38,,0.0,0.0
1809,Maximiliano Moralez,ar ARG,"FW,MF",Atalanta,Serie A,25.0,1987.0,22.3,1.0,,9.0,,,0.4,,0.11,,0.0,0.0
1810,Erik Morán,es ESP,MF,Athletic Club,La Liga,21.0,1991.0,0.1,0.0,,0.0,,,0.0,,,,0.0,0.0
1811,Álvaro Morata,es ESP,FW,Real Madrid,La Liga,19.0,1992.0,4.6,2.0,,6.0,,,1.29,,0.33,,0.0,0.0
1812,Jan Morávek,cz CZE,"FW,MF",Augsburg,Bundesliga,22.0,1989.0,14.2,1.0,,8.0,,,0.56,,0.13,,0.0,0.0
1813,Jonathan Moreira,br BRA,DF,Inter,Serie A,26.0,1986.0,6.3,0.0,,1.0,,,0.16,,0.0,,0.0,0.0
1814,Steven Moreira,fr FRA,"DF,MF",Rennes,Ligue 1,17.0,1994.0,2.5,0.0,,0.0,,,0.0,,,,0.0,0.0
1815,Jérémy Morel,mg MAD,DF,Marseille,Ligue 1,28.0,1984.0,35.6,1.0,,5.0,,,0.14,,0.2,,0.0,0.0
1816,Alberto Moreno,es ESP,"DF,MF",Sevilla,La Liga,20.0,1992.0,12.3,0.0,,1.0,,,0.08,,0.0,,0.0,0.0
1817,Héctor Moreno,mx MEX,DF,Espanyol,La Liga,24.0,1988.0,30.8,2.0,,5.0,,,0.16,,0.4,,0.0,0.0
1818,Emiliano Moretti,it ITA,DF,Genoa,Serie A,31.0,1981.0,26.3,0.0,,1.0,,,0.04,,0.0,,0.0,0.0
1820,Michel Morganella,ch SUI,"DF,MF",Palermo,Serie A,23.0,1989.0,28.5,0.0,,4.0,,,0.14,,0.0,,0.0,0.0
1821,Takayuki Morimoto,jp JPN,"FW,MF",Catania,Serie A,24.0,1988.0,1.3,0.0,,0.0,,,0.0,,,,0.0,0.0
1822,Steve Morison,wls WAL,FW,Norwich City,Premier League,28.0,1983.0,5.3,1.0,,3.0,,,0.56,,0.33,,0.0,0.0
1823,Christoph Moritz,de GER,MF,Schalke 04,Bundesliga,22.0,1990.0,1.8,0.0,,0.0,,,0.0,,,,0.0,0.0
1824,Archimede Morleo,it ITA,DF,Bologna,Serie A,28.0,1983.0,27.1,0.0,,4.0,,,0.15,,0.0,,0.0,0.0
1825,James Morrison,sct SCO,"FW,MF",West Brom,Premier League,26.0,1986.0,31.5,5.0,,20.0,,,0.63,,0.2,,1.0,1.0
1826,Sean Morrison,eng ENG,DF,Reading,Premier League,21.0,1991.0,14.7,2.0,,5.0,,,0.34,,0.4,,0.0,0.0
1827,Stefano Morrone,it ITA,MF,Parma,Serie A,33.0,1978.0,1.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1828,Davide Moscardelli,it ITA,FW,Bologna,Serie A,32.0,1980.0,1.8,1.0,,4.0,,,2.22,,0.25,,0.0,0.0
1829,Davide Moscardelli,it ITA,FW,Chievo,Serie A,32.0,1980.0,2.2,0.0,,2.0,,,0.92,,0.0,,0.0,0.0
1830,Victor Moses,ng NGA,"DF,FW",Chelsea,Premier League,21.0,1990.0,12.5,1.0,,7.0,,,0.56,,0.14,,0.0,0.0
1831,Victor Moses,ng NGA,"DF,FW",Wigan Athletic,Premier League,21.0,1990.0,1.0,0.0,,1.0,,,1.0,,0.0,,0.0,0.0
1832,Mehdi Mostefa,dz ALG,"DF,MF",Ajaccio,Ligue 1,28.0,1983.0,28.6,2.0,,10.0,,,0.35,,0.2,,0.0,0.0
1833,Marco Motta,it ITA,DF,Bologna,Serie A,26.0,1986.0,16.5,1.0,,5.0,,,0.3,,0.2,,0.0,0.0
1834,Thiago Motta,it ITA,MF,Paris S-G,Ligue 1,29.0,1982.0,9.9,1.0,,2.0,,,0.2,,0.5,,0.0,0.0
1835,Benjamin Moukandjo,cm CMR,"FW,MF",Nancy,Ligue 1,23.0,1988.0,24.8,5.0,,22.0,,,0.89,,0.18,,1.0,1.0
1836,Barel Mouko,cg CGO,GK,Lille,Ligue 1,33.0,1979.0,3.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1837,Anthony Mounier,fr FRA,"FW,MF",Montpellier,Ligue 1,24.0,1987.0,14.4,2.0,,9.0,,,0.62,,0.22,,0.0,0.0
1838,Lucas Moura,br BRA,"FW,MF",Paris S-G,Ligue 1,19.0,1992.0,8.1,0.0,,4.0,,,0.49,,0.0,,0.0,0.0
1839,Ján Mucha,sk SVK,GK,Everton,Premier League,29.0,1982.0,2.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1840,Gaby Mudingayi,be BEL,MF,Inter,Serie A,30.0,1981.0,3.4,0.0,,0.0,,,0.0,,,,0.0,0.0
1841,Mensur Mujdža,ba BIH,"DF,MF",Freiburg,Bundesliga,28.0,1984.0,20.7,0.0,,2.0,,,0.1,,0.0,,0.0,0.0
1842,Heinz Müller,de GER,GK,Mainz 05,Bundesliga,34.0,1978.0,3.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1843,Nicolai Müller,de GER,"FW,MF",Mainz 05,Bundesliga,24.0,1987.0,26.2,8.0,,18.0,,,0.69,,0.44,,0.0,0.0
1844,Thomas Müller,de GER,"FW,MF",Bayern Munich,Bundesliga,22.0,1989.0,23.2,13.0,,29.0,,,1.25,,0.38,,2.0,2.0
1846,Rémi Mulumba,cd COD,MF,Lorient,Ligue 1,19.0,1992.0,1.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1847,Youssouf Mulumbu,cd COD,MF,West Brom,Premier League,25.0,1987.0,27.9,2.0,,7.0,,,0.25,,0.29,,0.0,0.0
1848,Gianni Munari,it ITA,MF,Sampdoria,Serie A,29.0,1983.0,16.1,3.0,,4.0,,,0.25,,0.75,,0.0,0.0
1849,Iker Muniain,es ESP,"FW,MF",Athletic Club,La Liga,19.0,1992.0,24.2,1.0,,9.0,,,0.37,,0.11,,0.0,0.0
1850,Ezequiel Muñoz,ar ARG,DF,Palermo,Serie A,21.0,1990.0,29.2,0.0,,4.0,,,0.14,,0.0,,0.0,0.0
1851,Sulley Muntari,gh GHA,MF,Milan,Serie A,27.0,1984.0,10.8,1.0,,8.0,,,0.74,,0.13,,0.0,0.0
1852,Gustavo Munúa,uy URU,GK,Levante,La Liga,34.0,1978.0,29.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1853,Vincent Muratori,fr FRA,DF,Nancy,Ligue 1,24.0,1987.0,13.2,0.0,,1.0,,,0.08,,0.0,,0.0,0.0
1854,Luis Muriel,co COL,FW,Udinese,Serie A,21.0,1991.0,15.4,11.0,,20.0,,,1.3,,0.55,,0.0,0.0
1855,Nicola Murru,it ITA,DF,Cagliari,Serie A,17.0,1994.0,11.9,0.0,,0.0,,,0.0,,,,0.0,0.0
1856,Gianluca Musacci,it ITA,MF,Parma,Serie A,25.0,1987.0,4.1,0.0,,2.0,,,0.49,,0.0,,0.0,0.0
1857,Knowledge Musona,zw ZIM,"FW,MF",Augsburg,Bundesliga,22.0,1990.0,8.7,0.0,,8.0,,,0.92,,0.0,,0.0,0.0
1858,Shkodran Mustafi,de GER,DF,Sampdoria,Serie A,20.0,1992.0,12.2,0.0,,1.0,,,0.08,,0.0,,0.0,0.0
1859,Adrian Mutu,ro ROU,"FW,MF",Ajaccio,Ligue 1,33.0,1979.0,24.6,11.0,,45.0,,,1.83,,0.18,,3.0,4.0
1860,Arnold Mvuemba,cd COD,"FW,MF",Lorient,Ligue 1,27.0,1985.0,4.0,1.0,,2.0,,,0.5,,0.0,,1.0,1.0
1861,Arnold Mvuemba,cd COD,"FW,MF",Lyon,Ligue 1,27.0,1985.0,6.7,1.0,,2.0,,,0.3,,0.5,,0.0,0.0
1862,Boaz Myhill,wls WAL,GK,West Brom,Premier League,29.0,1982.0,8.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1863,Alfred N'Diaye,sn SEN,"DF,MF",Sunderland,Premier League,22.0,1990.0,14.4,0.0,,4.0,,,0.28,,0.0,,0.0,0.0
1864,Cheick N'Diaye,sn SEN,GK,Rennes,Ligue 1,27.0,1985.0,1.7,0.0,,0.0,,,0.0,,,,0.0,0.0
1865,Guy N'dy Assembé,cm CMR,GK,Nancy,Ligue 1,26.0,1986.0,15.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1866,Landry N'Guémo,cm CMR,"DF,MF",Bordeaux,Ligue 1,26.0,1985.0,8.1,0.0,,0.0,,,0.0,,,,0.0,0.0
1867,Clinton N'Jie,cm CMR,"FW,MF",Lyon,Ligue 1,18.0,1993.0,0.5,0.0,,0.0,,,0.0,,,,0.0,0.0
1868,Fabrice N'Sakala,cd COD,"DF,MF",Troyes,Ligue 1,22.0,1990.0,20.8,0.0,,1.0,,,0.05,,0.0,,0.0,0.0
1869,Clarck N'Sikulu,cd COD,"FW,MF",Evian,Ligue 1,20.0,1992.0,1.0,1.0,,1.0,,,0.96,,1.0,,0.0,0.0
1870,Charles N'Zogbia,fr FRA,"DF,FW",Aston Villa,Premier League,26.0,1986.0,11.1,2.0,,9.0,,,0.81,,0.22,,0.0,0.0
1872,Nacho,es ESP,DF,Real Madrid,La Liga,22.0,1990.0,6.2,0.0,,0.0,,,0.0,,,,0.0,0.0
1873,Nacho,es ESP,DF,Rayo Vallecano,La Liga,23.0,1989.0,8.4,1.0,,3.0,,,0.36,,0.33,,0.0,0.0
1874,Nacho,es ESP,"DF,MF",Betis,La Liga,32.0,1980.0,26.3,0.0,,1.0,,,0.04,,0.0,,0.0,0.0
1875,Enis Nadarević,ba BIH,MF,Genoa,Serie A,25.0,1987.0,1.1,0.0,,0.0,,,0.0,,,,0.0,0.0
1876,Yuto Nagatomo,jp JPN,DF,Inter,Serie A,25.0,1986.0,21.4,0.0,,6.0,,,0.28,,0.0,,0.0,0.0
1877,Radja Nainggolan,be BEL,MF,Cagliari,Serie A,24.0,1988.0,33.0,2.0,,13.0,,,0.39,,0.15,,0.0,0.0
1878,Steven Naismith,sct SCO,"FW,MF",Everton,Premier League,25.0,1986.0,14.3,4.0,,11.0,,,0.77,,0.36,,0.0,0.0
1879,Naldo,br BRA,DF,Bologna,Serie A,23.0,1988.0,3.0,0.0,,3.0,,,1.0,,0.0,,0.0,0.0
1880,Naldo,br BRA,DF,Wolfsburg,Bundesliga,29.0,1982.0,30.1,6.0,,16.0,,,0.53,,0.38,,0.0,0.0
1881,Nani,pt POR,"FW,MF",Manchester Utd,Premier League,25.0,1986.0,7.0,1.0,,5.0,,,0.71,,0.2,,0.0,0.0
1882,Nano,es ESP,"DF,FW",Osasuna,La Liga,30.0,1982.0,15.5,0.0,,3.0,,,0.19,,0.0,,0.0,0.0
1883,Samir Nasri,fr FRA,"FW,MF",Manchester City,Premier League,25.0,1987.0,20.0,2.0,,11.0,,,0.55,,0.18,,0.0,0.0
1884,Matija Nastasić,rs SRB,DF,Manchester City,Premier League,19.0,1993.0,20.2,0.0,,4.0,,,0.2,,0.0,,0.0,0.0
1885,Matija Nastasić,rs SRB,DF,Fiorentina,Serie A,19.0,1993.0,1.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1886,Cesare Natali,it ITA,DF,Bologna,Serie A,33.0,1979.0,3.9,0.0,,1.0,,,0.26,,0.0,,0.0,0.0
1887,Kyle Naughton,eng ENG,DF,Tottenham,Premier League,23.0,1988.0,11.8,0.0,,3.0,,,0.25,,0.0,,0.0,0.0
1888,David Navarro,es ESP,DF,Levante,La Liga,32.0,1980.0,34.3,1.0,,2.0,,,0.06,,0.5,,0.0,0.0
1889,Fernando Navarro,es ESP,DF,Sevilla,La Liga,30.0,1982.0,34.7,0.0,,1.0,,,0.03,,0.0,,0.0,0.0
1890,Ximo Navarro,es ESP,DF,Mallorca,La Liga,22.0,1990.0,11.1,0.0,,1.0,,,0.09,,0.0,,0.0,0.0
1891,Jesús Navas,es ESP,"DF,FW",Sevilla,La Liga,26.0,1985.0,36.8,0.0,,26.0,,,0.71,,0.0,,0.0,0.0
1892,Keylor Navas,cr CRC,GK,Levante,La Liga,25.0,1986.0,9.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1893,Álvaro Negredo,es ESP,FW,Sevilla,La Liga,26.0,1985.0,33.6,25.0,,56.0,,,1.67,,0.38,,4.0,5.0
1894,Bernd Nehrig,de GER,"DF,FW",Greuther Fürth,Bundesliga,25.0,1986.0,22.4,1.0,,7.0,,,0.31,,0.0,,1.0,2.0
1895,Juan Neira,ar ARG,"FW,MF",Valladolid,La Liga,23.0,1989.0,1.2,0.0,,2.0,,,1.67,,0.0,,0.0,0.0
1896,Ryan Nelsen,nz NZL,DF,QPR,Premier League,34.0,1977.0,20.9,1.0,,4.0,,,0.19,,0.25,,0.0,0.0
1898,Nenê,br BRA,FW,Cagliari,Serie A,29.0,1983.0,11.1,3.0,,13.0,,,1.17,,0.15,,1.0,1.0
1899,Nenê,br BRA,"FW,MF",Paris S-G,Ligue 1,31.0,1981.0,5.6,1.0,,4.0,,,0.71,,0.25,,0.0,0.0
1900,Loris Néry,fr FRA,DF,Valenciennes,Ligue 1,21.0,1991.0,17.4,1.0,,3.0,,,0.17,,0.33,,0.0,0.0
1901,Neto,br BRA,GK,Fiorentina,Serie A,23.0,1989.0,6.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1902,Luís Neto,pt POR,DF,Siena,Serie A,24.0,1988.0,19.8,1.0,,1.0,,,0.05,,1.0,,0.0,0.0
1903,Manuel Neuer,de GER,GK,Bayern Munich,Bundesliga,26.0,1986.0,31.0,0.0,,0.0,,,0.0,,,,0.0,0.0
1904,Roman Neustädter,ru RUS,"DF,MF",Schalke 04,Bundesliga,24.0,1988.0,29.6,3.0,,9.0,,,0.3,,0.33,,0.0,0.0
1905,Phil Neville,eng ENG,"DF,MF",Everton,Premier League,35.0,1977.0,17.2,0.0,,2.0,,,0.12,,0.0,,0.0,0.0
