,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Performance - CrdY,Performance - CrdR,Performance - 2CrdY,Performance - Fls,Performance - Fld,Performance - Off,Performance - Crs,Performance - Int,Performance - TklW,Performance - PKwon,Performance - PKcon,Performance - OG
2165,Ștefan Radu,ro ROU,DF,Lazio,Serie A,29.0,1986.0,26.7,10.0,0.0,0.0,28.0,26.0,1.0,39.0,44.0,26.0,0.0,1.0,0.0
2166,Rafael,br BRA,GK,Cagliari,Serie A,34.0,1982.0,20.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2167,Rafael,br BRA,"DF,MF",Lyon,Ligue 1,26.0,1990.0,23.9,7.0,2.0,1.0,41.0,41.0,5.0,58.0,39.0,45.0,0.0,0.0,0.0
2168,Juan Rafael Fuentes,es ESP,DF,Osasuna,La Liga,26.0,1990.0,14.3,5.0,0.0,0.0,22.0,8.0,3.0,24.0,22.0,15.0,0.0,0.0,0.0
2169,Raffael,br BRA,FW,M'Gladbach,Bundesliga,31.0,1985.0,16.6,1.0,0.0,0.0,7.0,36.0,3.0,46.0,10.0,13.0,0.0,0.0,0.0
2170,Rafinha,br BRA,MF,Barcelona,La Liga,23.0,1993.0,11.9,1.0,0.0,0.0,9.0,33.0,1.0,8.0,15.0,22.0,0.0,0.0,0.0
2171,Rafinha,br BRA,DF,Bayern Munich,Bundesliga,30.0,1985.0,11.4,2.0,0.0,0.0,10.0,21.0,0.0,32.0,33.0,20.0,1.0,0.0,0.0
2172,Andrea Raggi,it ITA,DF,Monaco,Ligue 1,32.0,1984.0,10.7,0.0,0.0,0.0,6.0,5.0,4.0,23.0,14.0,11.0,0.0,0.0,0.0
2173,Antonino Ragusa,it ITA,"FW,MF",Sassuolo,Serie A,26.0,1990.0,16.0,5.0,0.0,0.0,15.0,37.0,9.0,25.0,14.0,20.0,2.0,0.0,0.0
2174,Baba Rahman,gh GHA,"DF,MF",Schalke 04,Bundesliga,22.0,1994.0,7.9,2.0,0.0,0.0,17.0,7.0,2.0,28.0,26.0,20.0,0.0,0.0,0.0
2175,Cristian Raimondi,it ITA,"MF,DF",Atalanta,Serie A,35.0,1981.0,3.1,3.0,0.0,0.0,8.0,8.0,1.0,10.0,11.0,2.0,0.0,1.0,0.0
2176,Slobodan Rajković,rs SRB,DF,Palermo,Serie A,27.0,1989.0,3.3,1.0,2.0,1.0,4.0,5.0,0.0,0.0,7.0,4.0,0.0,1.0,0.0
2177,Ivan Rakitić,hr CRO,MF,Barcelona,La Liga,28.0,1988.0,26.0,5.0,0.0,0.0,29.0,41.0,3.0,71.0,35.0,37.0,0.0,0.0,0.0
2178,André Ramalho,br BRA,"MF,DF",Mainz 05,Bundesliga,24.0,1992.0,12.6,4.0,0.0,0.0,19.0,14.0,0.0,0.0,37.0,32.0,0.0,1.0,0.0
2179,Adil Rami,fr FRA,DF,Sevilla,La Liga,30.0,1985.0,19.8,4.0,1.0,1.0,23.0,15.0,1.0,1.0,32.0,15.0,0.0,0.0,0.0
2180,Benito Ramírez,es ESP,"DF,MF",Las Palmas,La Liga,21.0,1995.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2181,Gastón Ramírez,uy URU,"MF,FW",Middlesbrough,Premier League,25.0,1990.0,17.1,9.0,2.0,1.0,36.0,30.0,1.0,81.0,15.0,37.0,0.0,0.0,0.0
2182,Sandro Ramírez,es ESP,FW,Málaga,La Liga,21.0,1995.0,25.6,3.0,0.0,0.0,22.0,57.0,25.0,77.0,13.0,12.0,2.0,0.0,0.0
2184,Iván Ramis,es ESP,DF,Eibar,La Liga,31.0,1984.0,19.1,6.0,0.0,0.0,12.0,22.0,1.0,2.0,52.0,11.0,0.0,0.0,0.0
2185,Adrián Ramos,co COL,FW,Granada,La Liga,30.0,1986.0,12.5,4.0,0.0,0.0,20.0,19.0,16.0,2.0,3.0,4.0,0.0,0.0,0.0
2186,Adrián Ramos,co COL,FW,Dortmund,Bundesliga,30.0,1986.0,4.0,2.0,0.0,0.0,0.0,8.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0
2187,Omar Ramos,es ESP,MF,Leganés,La Liga,28.0,1988.0,10.8,4.0,0.0,0.0,15.0,18.0,3.0,71.0,9.0,20.0,0.0,0.0,0.0
2188,Sergio Ramos,es ESP,DF,Real Madrid,La Liga,30.0,1986.0,27.6,8.0,1.0,0.0,36.0,37.0,4.0,3.0,60.0,33.0,0.0,3.0,1.0
2189,Aaron Ramsey,wls WAL,MF,Arsenal,Premier League,25.0,1990.0,13.7,3.0,0.0,0.0,15.0,20.0,2.0,21.0,15.0,12.0,0.0,0.0,0.0
2190,Darren Randolph,ie IRL,GK,West Ham,Premier League,29.0,1987.0,22.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2191,Àngel Rangel,es ESP,DF,Swansea City,Premier League,33.0,1982.0,9.2,1.0,0.0,0.0,10.0,10.0,1.0,11.0,26.0,23.0,0.0,1.0,0.0
2192,Andrea Ranocchia,it ITA,DF,Hull City,Premier League,28.0,1988.0,14.8,2.0,0.0,0.0,12.0,17.0,0.0,2.0,27.0,22.0,0.0,0.0,0.0
2193,Andrea Ranocchia,it ITA,DF,Inter,Serie A,28.0,1988.0,4.2,2.0,0.0,0.0,13.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0
2194,Marcus Rashford,eng ENG,"FW,MF",Manchester Utd,Premier League,18.0,1997.0,19.0,3.0,0.0,0.0,16.0,33.0,12.0,84.0,14.0,14.0,1.0,0.0,0.0
2195,Florian Raspentino,fr FRA,FW,Bastia,Ligue 1,27.0,1989.0,3.1,0.0,0.0,0.0,6.0,2.0,2.0,2.0,4.0,3.0,0.0,0.0,0.0
2196,Konstantin Rausch,ru RUS,"MF,DF",Köln,Bundesliga,26.0,1990.0,21.5,4.0,0.0,0.0,11.0,32.0,6.0,101.0,49.0,27.0,0.0,0.0,0.0
2197,Ante Rebić,hr CRO,"MF,FW",Eint Frankfurt,Bundesliga,22.0,1993.0,15.6,10.0,0.0,0.0,56.0,30.0,3.0,39.0,33.0,15.0,1.0,0.0,0.0
2198,Recio,es ESP,MF,Málaga,La Liga,25.0,1991.0,15.0,9.0,0.0,0.0,33.0,28.0,0.0,10.0,16.0,33.0,0.0,1.0,0.0
2199,Nathan Redmond,eng ENG,"FW,MF",Southampton,Premier League,22.0,1994.0,32.2,2.0,1.0,0.0,38.0,47.0,14.0,65.0,15.0,27.0,0.0,1.0,0.0
2200,Harrison Reed,eng ENG,MF,Southampton,Premier League,21.0,1995.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0
2201,Fabian Reese,de GER,FW,Schalke 04,Bundesliga,18.0,1997.0,0.8,0.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
2202,Vasco Regini,it ITA,DF,Sampdoria,Serie A,25.0,1990.0,30.9,5.0,0.0,0.0,18.0,11.0,0.0,82.0,56.0,52.0,0.0,1.0,0.0
2203,Winston Reid,nz NZL,DF,West Ham,Premier League,28.0,1988.0,28.7,9.0,2.0,1.0,33.0,36.0,1.0,4.0,86.0,29.0,2.0,0.0,0.0
2204,Pepe Reina,es ESP,GK,Napoli,Serie A,33.0,1982.0,37.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0
2205,Karim Rekik,nl NED,DF,Marseille,Ligue 1,21.0,1994.0,8.5,0.0,0.0,0.0,11.0,5.0,0.0,14.0,16.0,8.0,0.0,0.0,0.0
2206,Loïc Rémy,fr FRA,FW,Crystal Palace,Premier League,29.0,1987.0,1.5,0.0,0.0,0.0,2.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
2207,William Rémy,fr FRA,"DF,MF",Montpellier,Ligue 1,25.0,1991.0,10.5,1.0,1.0,0.0,8.0,13.0,1.0,9.0,20.0,16.0,0.0,1.0,0.0
2208,Paul Reulet,fr FRA,GK,Caen,Ligue 1,22.0,1994.0,2.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2210,Marco Reus,de GER,"FW,MF",Dortmund,Bundesliga,27.0,1989.0,13.1,2.0,2.0,1.0,21.0,28.0,15.0,30.0,12.0,14.0,1.0,0.0,0.0
2211,Diego Reyes,mx MEX,DF,Espanyol,La Liga,23.0,1992.0,32.1,2.0,0.0,0.0,27.0,18.0,1.0,4.0,73.0,30.0,0.0,0.0,1.0
2212,Baptiste Reynet,fr FRA,GK,Dijon,Ligue 1,25.0,1990.0,37.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0
2213,Jordan Rhodes,sct SCO,FW,Middlesbrough,Premier League,26.0,1990.0,2.3,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
2214,Franck Ribéry,fr FRA,"MF,FW",Bayern Munich,Bundesliga,33.0,1983.0,13.8,2.0,0.0,0.0,13.0,36.0,7.0,39.0,14.0,6.0,0.0,0.0,0.0
2215,Federico Ricca,uy URU,DF,Málaga,La Liga,21.0,1994.0,18.0,6.0,0.0,0.0,32.0,22.0,1.0,33.0,41.0,35.0,0.0,1.0,0.0
2216,Federico Ricci,it ITA,FW,Sassuolo,Serie A,22.0,1994.0,11.9,4.0,0.0,0.0,25.0,28.0,2.0,60.0,10.0,29.0,0.0,1.0,0.0
2217,Declan Rice,eng ENG,"DF,MF",West Ham,Premier League,17.0,1999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2218,Diego Rico,es ESP,DF,Leganés,La Liga,23.0,1993.0,24.7,6.0,0.0,0.0,27.0,33.0,0.0,72.0,66.0,61.0,0.0,0.0,0.0
2219,Fran Rico,es ESP,MF,Eibar,La Liga,28.0,1987.0,13.6,5.0,0.0,0.0,29.0,10.0,0.0,17.0,33.0,30.0,0.0,0.0,0.0
2220,Mikel Rico,es ESP,MF,Athletic Club,La Liga,31.0,1984.0,5.3,4.0,0.0,0.0,10.0,9.0,0.0,13.0,9.0,6.0,0.0,0.0,0.0
2221,Sergio Rico,es ESP,GK,Sevilla,La Liga,22.0,1993.0,35.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0
2222,Tim Rieder,de GER,MF,Augsburg,Bundesliga,22.0,1993.0,2.4,0.0,0.0,0.0,3.0,1.0,0.0,3.0,5.0,11.0,0.0,0.0,0.0
2223,Oriol Riera,es ESP,FW,Osasuna,La Liga,30.0,1986.0,16.2,3.0,0.0,0.0,41.0,34.0,11.0,11.0,8.0,14.0,1.0,0.0,1.0
2224,Asier Riesgo,es ESP,GK,Eibar,La Liga,32.0,1983.0,13.9,0.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2225,Sascha Riether,de GER,DF,Schalke 04,Bundesliga,33.0,1983.0,3.2,0.0,0.0,0.0,1.0,1.0,0.0,11.0,3.0,5.0,0.0,0.0,0.0
2226,Luca Rigoni,it ITA,"MF,FW",Genoa,Serie A,31.0,1984.0,26.1,13.0,0.0,0.0,59.0,43.0,14.0,25.0,25.0,47.0,0.0,0.0,0.0
2227,Nicola Rigoni,it ITA,MF,Chievo,Serie A,25.0,1990.0,5.6,2.0,0.0,0.0,16.0,1.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0
2228,Tomás Rincón,ve VEN,MF,Genoa,Serie A,28.0,1988.0,15.4,4.0,0.0,0.0,43.0,29.0,0.0,9.0,21.0,24.0,0.0,1.0,0.0
2229,Tomás Rincón,ve VEN,MF,Juventus,Serie A,28.0,1988.0,3.4,0.0,0.0,0.0,5.0,3.0,0.0,3.0,10.0,5.0,0.0,0.0,0.0
2230,Rémy Riou,fr FRA,GK,Nantes,Ligue 1,28.0,1987.0,22.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
2231,Andrea Rispoli,it ITA,"MF,DF",Palermo,Serie A,27.0,1988.0,29.8,5.0,0.0,0.0,27.0,16.0,5.0,136.0,49.0,29.0,0.0,0.0,0.0
2232,Marcel Risse,de GER,MF,Köln,Bundesliga,26.0,1989.0,12.2,1.0,0.0,0.0,5.0,8.0,0.0,60.0,22.0,11.0,0.0,0.0,0.0
2233,Cristian Rivera,es ESP,MF,Eibar,La Liga,19.0,1997.0,8.0,3.0,0.0,0.0,12.0,1.0,0.0,4.0,21.0,14.0,0.0,0.0,0.0
2234,Emmanuel Rivière,fr FRA,"FW,MF",Osasuna,La Liga,26.0,1990.0,8.9,3.0,1.0,0.0,14.0,9.0,3.0,5.0,4.0,6.0,0.0,0.0,0.0
2236,Yohann Rivière,fr FRA,FW,Dijon,Ligue 1,31.0,1984.0,1.7,2.0,0.0,0.0,16.0,5.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0
2237,Jonathan Rivierez,mq MTQ,DF,Metz,Ligue 1,27.0,1989.0,13.9,3.0,0.0,0.0,16.0,4.0,0.0,27.0,36.0,27.0,0.0,1.0,0.0
2238,Luca Rizzo,it ITA,FW,Bologna,Serie A,24.0,1992.0,5.1,0.0,0.0,0.0,2.0,4.0,1.0,13.0,6.0,8.0,0.0,0.0,0.0
2239,Arjen Robben,nl NED,"MF,FW",Bayern Munich,Bundesliga,32.0,1984.0,20.3,0.0,0.0,0.0,7.0,26.0,8.0,71.0,19.0,11.0,0.0,0.0,0.0
2240,Roberto,es ESP,GK,Espanyol,La Liga,30.0,1986.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2241,Sergi Roberto,es ESP,DF,Barcelona,La Liga,24.0,1992.0,26.5,5.0,0.0,0.0,20.0,31.0,0.0,51.0,49.0,44.0,0.0,0.0,0.0
2242,Andrew Robertson,sct SCO,"DF,MF",Hull City,Premier League,22.0,1994.0,30.4,5.0,0.0,0.0,18.0,10.0,1.0,120.0,56.0,36.0,0.0,2.0,0.0
2243,Antony Robic,fr FRA,"FW,MF",Nancy,Ligue 1,30.0,1986.0,12.9,3.0,0.0,0.0,21.0,26.0,9.0,78.0,17.0,18.0,0.0,0.0,0.0
2244,Paul Robinson,eng ENG,GK,Burnley,Premier League,36.0,1979.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2245,Joel Robles,es ESP,GK,Everton,Premier League,26.0,1990.0,19.3,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2246,Hal Robson-Kanu,wls WAL,FW,West Brom,Premier League,27.0,1989.0,7.8,3.0,0.0,0.0,28.0,24.0,5.0,11.0,4.0,4.0,0.0,0.0,0.0
2247,Marc Roca,es ESP,MF,Espanyol,La Liga,19.0,1996.0,14.7,4.0,0.0,0.0,28.0,11.0,0.0,4.0,17.0,27.0,0.0,0.0,0.0
2248,Jean Carlos Silva Rocha,br BRA,"FW,MF",Granada,La Liga,20.0,1996.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2249,Kenny Rocha Santos,cv CPV,MF,Saint-Étienne,Ligue 1,16.0,2000.0,0.7,0.0,0.0,0.0,2.0,4.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0
2250,Sebastian Rode,de GER,MF,Dortmund,Bundesliga,25.0,1990.0,6.5,0.0,0.0,0.0,9.0,8.0,0.0,4.0,22.0,5.0,0.0,0.0,0.0
2251,Ronny Rodelin,fr FRA,"MF,FW",Caen,Ligue 1,26.0,1989.0,32.8,4.0,0.0,0.0,22.0,49.0,15.0,81.0,26.0,32.0,1.0,0.0,0.0
2252,Rodri,es ESP,MF,Villarreal,La Liga,20.0,1996.0,9.4,1.0,0.0,0.0,18.0,15.0,0.0,0.0,19.0,31.0,0.0,0.0,0.0
2253,Rodrigo,es ESP,"FW,MF",Valencia,La Liga,25.0,1991.0,15.4,1.0,0.0,0.0,24.0,26.0,17.0,19.0,4.0,11.0,1.0,0.0,0.0
2254,Kévin Rodrigues,pt POR,DF,Real Sociedad,La Liga,22.0,1994.0,1.2,1.0,0.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2255,Gonzalo Rodríguez,ar ARG,DF,Fiorentina,Serie A,32.0,1984.0,24.5,7.0,3.0,1.0,25.0,18.0,0.0,1.0,51.0,35.0,0.0,1.0,0.0
2256,James Rodríguez,co COL,"MF,FW",Real Madrid,La Liga,25.0,1991.0,13.1,1.0,0.0,0.0,12.0,21.0,10.0,99.0,11.0,18.0,0.0,0.0,0.0
2257,Jay Rodriguez,eng ENG,FW,Southampton,Premier League,27.0,1989.0,9.9,0.0,0.0,0.0,15.0,8.0,10.0,8.0,2.0,6.0,0.0,0.0,0.0
2258,José Rodríguez,es ESP,MF,Málaga,La Liga,21.0,1994.0,5.0,1.0,1.0,1.0,12.0,2.0,0.0,3.0,6.0,10.0,0.0,0.0,0.0
2259,José Rodríguez,es ESP,MF,Mainz 05,Bundesliga,21.0,1994.0,0.1,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2260,Juan Rodríguez,es ESP,DF,Sporting Gijón,La Liga,21.0,1995.0,2.6,1.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0
2262,Ricardo Rodríguez,ch SUI,DF,Wolfsburg,Bundesliga,23.0,1992.0,22.4,1.0,0.0,0.0,24.0,12.0,0.0,93.0,38.0,21.0,0.0,1.0,0.0
2263,Víctor Rodríguez,es ESP,MF,Sporting Gijón,La Liga,27.0,1989.0,15.3,1.0,0.0,0.0,10.0,32.0,3.0,51.0,11.0,23.0,2.0,0.0,0.0
2264,Jack Rodwell,eng ENG,MF,Sunderland,Premier League,25.0,1991.0,16.6,4.0,0.0,0.0,23.0,12.0,1.0,8.0,19.0,29.0,0.0,0.0,0.0
2265,Davy Roef,be BEL,GK,La Coruña,La Liga,22.0,1994.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2266,Marko Rog,hr CRO,MF,Napoli,Serie A,21.0,1995.0,4.3,4.0,0.0,0.0,15.0,12.0,0.0,1.0,4.0,9.0,0.0,0.0,0.0
2267,Roger,br BRA,"MF,DF",Ingolstadt 04,Bundesliga,30.0,1985.0,25.3,6.0,0.0,0.0,38.0,49.0,0.0,0.0,63.0,47.0,0.0,1.0,0.0
2268,Marcus Rohdén,se SWE,MF,Crotone,Serie A,25.0,1991.0,27.2,4.0,0.0,0.0,35.0,25.0,4.0,56.0,39.0,49.0,0.0,0.0,0.0
2269,Marcos Rojo,ar ARG,DF,Manchester Utd,Premier League,26.0,1990.0,18.5,5.0,0.0,0.0,23.0,10.0,0.0,10.0,35.0,22.0,0.0,0.0,0.0
2270,Diego Rolán,uy URU,FW,Bordeaux,Ligue 1,23.0,1993.0,19.6,3.0,1.0,0.0,24.0,42.0,11.0,19.0,12.0,23.0,0.0,0.0,0.0
2271,Rolando,pt POR,DF,Marseille,Ligue 1,30.0,1985.0,29.1,2.0,0.0,0.0,20.0,17.0,0.0,1.0,56.0,40.0,1.0,0.0,0.0
2272,Alessio Romagnoli,it ITA,DF,Milan,Serie A,21.0,1995.0,26.3,5.0,2.0,1.0,18.0,17.0,3.0,2.0,40.0,22.0,0.0,0.0,0.0
2273,Jaime Romero,es ESP,"MF,FW",Osasuna,La Liga,26.0,1990.0,10.0,1.0,0.0,0.0,6.0,22.0,10.0,47.0,9.0,8.0,1.0,0.0,0.0
2274,Óscar Romero,py PAR,MF,Alavés,La Liga,24.0,1992.0,5.9,3.0,0.0,0.0,13.0,21.0,1.0,32.0,7.0,16.0,0.0,0.0,0.0
2275,Sergio Romero,ar ARG,GK,Manchester Utd,Premier League,29.0,1987.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2276,Oriol Romeu,es ESP,MF,Southampton,Premier League,24.0,1991.0,34.1,11.0,0.0,0.0,64.0,35.0,1.0,3.0,95.0,90.0,0.0,0.0,0.0
2277,Cristiano Ronaldo,pt POR,FW,Real Madrid,La Liga,31.0,1985.0,28.2,4.0,0.0,0.0,20.0,44.0,34.0,37.0,8.0,3.0,2.0,0.0,0.0
2278,Facundo Roncaglia,ar ARG,DF,Celta Vigo,La Liga,29.0,1987.0,30.2,8.0,1.0,1.0,51.0,30.0,4.0,16.0,78.0,63.0,0.0,3.0,0.0
2279,Salomón Rondón,ve VEN,FW,West Brom,Premier League,26.0,1989.0,32.1,2.0,0.0,0.0,41.0,59.0,29.0,9.0,8.0,14.0,0.0,0.0,0.0
2280,Valentin Rongier,fr FRA,MF,Nantes,Ligue 1,21.0,1994.0,24.0,1.0,0.0,0.0,39.0,19.0,0.0,8.0,48.0,95.0,0.0,0.0,0.0
2281,Marten de Roon,nl NED,MF,Middlesbrough,Premier League,25.0,1991.0,30.8,8.0,0.0,0.0,65.0,23.0,3.0,24.0,46.0,50.0,0.0,2.0,0.0
2282,Wayne Rooney,eng ENG,"MF,FW",Manchester Utd,Premier League,30.0,1985.0,17.1,8.0,0.0,0.0,23.0,11.0,8.0,98.0,18.0,11.0,0.0,0.0,0.0
2283,Roberto Rosales,ve VEN,DF,Málaga,La Liga,27.0,1988.0,31.8,5.0,1.0,1.0,39.0,16.0,0.0,97.0,58.0,73.0,0.0,1.0,0.0
2284,Danny Rose,eng ENG,"DF,MF",Tottenham,Premier League,26.0,1990.0,17.0,8.0,0.0,0.0,29.0,48.0,1.0,65.0,22.0,34.0,0.0,0.0,0.0
2285,Lindsay Rose,mu MRI,DF,Bastia,Ligue 1,24.0,1992.0,7.7,1.0,0.0,0.0,6.0,9.0,0.0,2.0,7.0,7.0,0.0,1.0,0.0
2286,Lindsay Rose,mu MRI,DF,Lorient,Ligue 1,24.0,1992.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,6.0,4.0,0.0,1.0,0.0
2288,Jan Rosenthal,de GER,"MF,FW",Darmstadt 98,Bundesliga,30.0,1986.0,9.3,3.0,0.0,0.0,16.0,11.0,2.0,4.0,12.0,7.0,0.0,0.0,0.0
2289,Aleandro Rosi,it ITA,"DF,MF",Crotone,Serie A,29.0,1987.0,28.4,12.0,0.0,0.0,56.0,53.0,8.0,95.0,60.0,43.0,0.0,0.0,0.0
2290,Valentin Rosier,fr FRA,DF,Dijon,Ligue 1,19.0,1996.0,3.0,0.0,0.0,0.0,6.0,2.0,0.0,3.0,8.0,2.0,0.0,0.0,0.0
2291,Luca Rossettini,it ITA,DF,Torino,Serie A,31.0,1985.0,29.5,8.0,0.0,0.0,33.0,19.0,1.0,4.0,64.0,40.0,1.0,1.0,0.0
2292,Alessandro Rossi,it ITA,FW,Lazio,Serie A,19.0,1997.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
2293,Giuseppe Rossi,it ITA,FW,Fiorentina,Serie A,29.0,1987.0,0.1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2294,Giuseppe Rossi,it ITA,FW,Celta Vigo,La Liga,29.0,1987.0,8.8,1.0,0.0,0.0,10.0,14.0,11.0,2.0,1.0,7.0,0.0,0.0,0.0
2295,Jérôme Roussillon,fr FRA,DF,Montpellier,Ligue 1,23.0,1993.0,30.4,3.0,0.0,0.0,21.0,34.0,0.0,116.0,44.0,43.0,0.0,0.0,0.0
2296,Wayne Routledge,eng ENG,"FW,MF",Swansea City,Premier League,31.0,1985.0,21.4,1.0,0.0,0.0,28.0,14.0,9.0,82.0,16.0,20.0,0.0,0.0,0.0
2297,Nolan Roux,fr FRA,FW,Saint-Étienne,Ligue 1,28.0,1988.0,13.6,2.0,0.0,0.0,12.0,30.0,9.0,17.0,4.0,8.0,0.0,0.0,0.0
2298,Rubinho,br BRA,GK,Genoa,Serie A,33.0,1982.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2299,Antonio Rüdiger,de GER,DF,Roma,Serie A,23.0,1993.0,24.5,7.0,1.0,0.0,45.0,25.0,2.0,54.0,29.0,39.0,0.0,0.0,0.0
2300,Artjoms Rudņevs,lv LVA,"FW,MF",Köln,Bundesliga,28.0,1988.0,7.7,3.0,0.0,0.0,24.0,13.0,10.0,4.0,4.0,3.0,0.0,0.0,0.0
2301,Sebastian Rudy,de GER,MF,Hoffenheim,Bundesliga,26.0,1990.0,31.0,9.0,0.0,0.0,51.0,47.0,0.0,94.0,99.0,64.0,2.0,0.0,0.0
2302,Stéphane Ruffier,fr FRA,GK,Saint-Étienne,Ligue 1,29.0,1986.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2303,Vincent Rüfli,ch SUI,"DF,MF",Dijon,Ligue 1,28.0,1988.0,16.4,8.0,0.0,0.0,21.0,30.0,0.0,28.0,37.0,51.0,1.0,0.0,0.0
2304,Daniele Rugani,it ITA,DF,Juventus,Serie A,22.0,1994.0,12.0,4.0,0.0,0.0,13.0,12.0,2.0,1.0,22.0,13.0,0.0,0.0,0.0
2305,Gennaro Ruggiero,it ITA,MF,Palermo,Serie A,16.0,2000.0,1.7,0.0,0.0,,2.0,,,,,,,,
2306,Mário Rui,pt POR,"MF,DF",Roma,Serie A,25.0,1991.0,3.9,1.0,0.0,0.0,2.0,6.0,0.0,17.0,1.0,7.0,0.0,0.0,0.0
2307,Fabián Ruiz Peña,es ESP,MF,Betis,La Liga,20.0,1996.0,1.7,0.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0
2308,Víctor Ruiz,es ESP,DF,Villarreal,La Liga,27.0,1989.0,26.3,4.0,2.0,0.0,33.0,14.0,0.0,0.0,64.0,14.0,0.0,0.0,0.0
2309,Antonio Rukavina,rs SRB,DF,Villarreal,La Liga,32.0,1984.0,3.0,2.0,0.0,0.0,8.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0
2310,Gerónimo Rulli,ar ARG,GK,Real Sociedad,La Liga,24.0,1992.0,38.0,4.0,0.0,0.0,1.0,9.0,1.0,1.0,6.0,5.0,0.0,1.0,0.0
2311,Lukas Rupp,de GER,MF,Hoffenheim,Bundesliga,25.0,1991.0,8.8,2.0,0.0,0.0,20.0,19.0,0.0,8.0,16.0,15.0,0.0,1.0,0.0
2312,Marco Russ,de GER,DF,Eint Frankfurt,Bundesliga,30.0,1985.0,2.7,1.0,0.0,0.0,3.0,4.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0
2314,Mathew Ryan,au AUS,GK,Valencia,La Liga,24.0,1992.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2315,Maciej Rybus,pl POL,"DF,MF",Lyon,Ligue 1,26.0,1989.0,13.7,1.0,0.0,0.0,20.0,16.0,3.0,45.0,29.0,25.0,0.0,0.0,0.0
2316,Youssouf Sabaly,sn SEN,DF,Bordeaux,Ligue 1,23.0,1993.0,29.4,3.0,0.0,0.0,32.0,43.0,1.0,91.0,74.0,63.0,2.0,0.0,0.0
2317,Marcel Sabitzer,at AUT,"MF,FW",RB Leipzig,Bundesliga,22.0,1994.0,28.8,3.0,0.0,0.0,24.0,40.0,14.0,42.0,33.0,25.0,0.0,0.0,0.0
2318,Enric Saborit,es ESP,"DF,MF",Athletic Club,La Liga,24.0,1992.0,5.2,1.0,0.0,0.0,6.0,4.0,0.0,4.0,13.0,8.0,0.0,0.0,0.0
