,Player,90s,Touches - Touches,Touches - Def Pen,Touches - Def 3rd,Touches - Mid 3rd,Touches - Att 3rd,Touches - Att Pen,Touches - Live,Take-Ons - Att,Take-Ons - Succ,Take-Ons - Succ%,Take-Ons - Tkld,Take-Ons - Tkld%,Carries - Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - 1/3,Carries - CPA,Carries - Mis,Carries - Dis,Receiving - Rec,Receiving - PrgR
349,Kevin-Prince Boateng,5.2,320,11,66,172,85,15,320,4,1,25.0,3,75.0,156,519,169,2,1,2,10,8,203,20
351,Jean-Paul Boetius,11.7,564,25,152,313,108,7,564,17,7,41.2,7,41.2,275,1049,413,4,5,0,21,12,323,23
352,Jeremie Boga,8.7,600,1,43,228,344,37,600,95,48,50.5,33,34.7,418,3673,1904,64,47,20,31,11,489,78
353,Emil Bohinen,9.2,610,36,172,335,110,6,610,18,8,44.4,7,38.9,320,1702,868,12,12,0,10,9,355,16
354,Quentin Boisgard,2.0,135,2,21,58,58,8,135,4,1,25.0,2,50.0,90,566,263,7,4,1,5,2,84,15
355,Willy Boly,7.6,353,69,239,101,15,9,353,2,1,50.0,0,0.0,171,769,355,1,1,0,2,0,182,0
356,Giacomo Bonaventura,21.2,1134,14,132,573,456,69,1134,54,23,42.6,19,35.2,707,4208,2260,64,60,10,23,29,804,91
357,Federico Bonazzoli,12.4,487,0,33,269,191,31,487,23,12,52.2,9,39.1,304,1138,435,11,10,3,42,12,378,67
358,Warren Bondo,0.7,60,0,8,40,13,0,60,4,3,75.0,1,25.0,45,315,147,3,3,0,1,1,51,2
359,Theo Bongonda,21.5,766,17,118,282,387,55,765,98,40,40.8,42,42.9,480,3985,2088,74,47,20,57,26,497,105
360,Kevin Bonifazi,10.0,828,127,448,364,22,4,828,7,5,71.4,2,28.6,549,3188,1823,4,3,0,9,5,613,0
361,Leonardo Bonucci,9.8,658,102,326,326,10,7,657,1,1,100.0,0,0.0,405,1630,854,2,2,0,3,1,460,1
362,Neto Borges,31.5,1869,104,566,759,576,69,1869,94,47,50.0,40,42.6,1197,6987,3368,69,57,13,44,21,1050,189
364,Yvandro Borges Sanches,0.3,15,2,3,7,6,0,15,2,2,100.0,0,0.0,9,70,43,1,1,0,2,4,9,5
365,Sebastiaan Bornauw,21.4,1433,170,693,695,54,16,1433,4,2,50.0,2,50.0,871,3766,2030,6,3,0,5,3,948,6
366,Rafael Borre,12.0,571,12,55,260,260,67,570,32,16,50.0,14,43.8,349,1694,634,26,13,15,44,14,428,102
367,Erik Botheim,9.6,300,7,38,146,118,23,300,7,2,28.6,4,57.1,166,647,259,11,5,3,19,12,230,61
368,Sven Botman,34.7,2074,338,1188,801,95,53,2074,1,1,100.0,0,0.0,1171,5259,2810,8,5,2,10,2,1347,5
370,Kouame Botue,2.5,84,1,7,31,49,13,84,5,1,20.0,4,80.0,54,385,132,4,3,3,10,1,57,16
371,Badredine Bouanani,9.6,498,1,61,203,243,35,498,51,27,52.9,20,39.2,406,3033,1541,47,25,16,23,13,389,98
372,Hicham Boudaoui,20.8,1511,48,352,880,297,25,1511,67,29,43.3,32,47.8,1166,7025,3098,39,54,7,27,17,1070,55
373,Franci Bouebari,0.8,36,1,13,12,11,0,36,1,1,100.0,0,0.0,14,46,11,0,0,0,1,2,13,2
374,Sofiane Boufal,9.3,613,1,43,298,285,38,611,80,39,48.8,36,45.0,499,3394,1573,49,33,17,28,19,488,94
375,Yassine Bounou,23.9,1011,766,995,17,0,0,1011,1,1,100.0,0,0.0,596,2682,1374,0,0,0,4,0,566,0
376,Ismaelben Boura,1.0,88,5,21,40,27,1,88,6,4,66.7,2,33.3,58,372,159,6,4,1,6,0,50,11
377,Mehdi Bourabia,30.8,1639,98,422,832,409,21,1639,64,28,43.8,32,50.0,810,3731,1777,37,30,5,54,27,956,58
378,Benjamin Bourigeaud,34.1,2305,53,274,1149,904,80,2303,33,14,42.4,17,51.5,1716,8088,3068,40,72,4,32,18,1602,250
379,Edoardo Bove,11.0,532,12,107,301,131,20,532,13,5,38.5,4,30.8,263,1015,404,9,9,2,25,17,289,26
380,Jarrod Bowen,35.9,1318,32,186,451,693,157,1316,118,36,30.5,55,46.6,732,5577,2208,102,45,56,70,55,793,213
381,Lucas Boye,27.4,1121,50,107,585,456,116,1120,130,78,60.0,48,36.9,720,3507,1434,58,33,25,139,85,810,160
382,Jayden Braaf,3.2,129,1,16,63,54,16,129,24,15,62.5,8,33.3,89,694,294,10,9,5,13,15,91,29
383,Domagoj Bradaric,25.0,1352,50,398,609,368,22,1352,50,17,34.0,28,56.0,706,4295,2396,63,46,8,27,10,744,107
384,Bilal Brahimi,8.9,487,1,45,198,250,27,487,34,18,52.9,13,38.2,385,2906,1354,41,23,9,27,12,383,100
385,Martin Braithwaite,27.3,696,10,55,287,362,75,696,53,17,32.1,26,49.1,410,2073,983,32,29,11,52,19,514,126
386,Juan Brandariz,16.5,970,105,519,363,93,8,970,16,7,43.8,9,56.3,532,2429,1057,13,6,1,11,8,577,10
387,Julian Brandt,26.6,1634,14,172,668,814,80,1634,81,41,50.6,35,43.2,989,5335,2355,67,42,27,50,35,1186,218
388,Darko Brasanac,11.6,489,12,79,245,171,28,489,10,4,40.0,3,30.0,246,1254,668,18,14,0,20,10,292,36
390,Lilian Brassier,34.4,1973,242,951,869,177,28,1973,29,13,44.8,12,41.4,1311,7882,3805,20,22,0,23,15,1145,29
393,James Bree,4.1,213,18,71,67,75,2,213,3,2,66.7,1,33.3,93,352,131,4,4,0,3,2,111,12
394,Josip Brekalo,2.5,127,0,10,49,71,8,127,10,6,60.0,2,20.0,82,823,342,11,10,2,7,6,98,31
395,Josip Brekalo,3.0,168,0,21,103,48,3,168,8,5,62.5,2,25.0,106,752,296,9,7,2,3,6,134,17
396,Gleison Bremer,29.3,1994,287,1100,827,76,50,1994,7,3,42.9,4,57.1,1146,4727,2297,8,6,0,18,8,1304,4
397,Armando Broja,3.3,110,2,7,41,63,16,110,15,8,53.3,5,33.3,54,399,199,8,1,5,15,9,71,17
398,Dylan Bronn,18.7,1196,106,562,590,48,10,1196,11,6,54.5,3,27.3,638,2651,1487,10,6,0,7,2,759,5
399,David Brooks,1.9,93,8,19,35,39,9,93,9,2,22.2,7,77.8,61,270,120,5,2,2,4,4,65,10
400,John Brooks,15.0,951,159,556,393,11,7,951,5,2,40.0,1,20.0,479,2169,992,2,3,0,1,1,494,1
401,Moritz Broschinski,2.4,88,5,12,33,43,17,88,3,0,0.0,2,66.7,50,260,103,7,0,5,13,5,55,17
402,Marcelo Brozovic,19.7,1696,81,439,987,291,22,1696,27,16,59.3,9,33.3,1085,5728,2296,29,29,7,19,6,1218,35
403,Cedric Brunner,25.7,1402,106,524,609,279,10,1402,15,9,60.0,1,6.7,621,3186,1451,32,32,2,14,13,642,27
405,Jacob Bruun Larsen,3.6,124,1,9,52,65,16,124,7,2,28.6,5,71.4,74,494,174,10,5,5,9,6,85,24
406,Andreas Bruus,18.1,777,40,203,302,279,24,777,38,16,42.1,18,47.4,507,3086,1264,47,23,8,23,3,453,117
407,Joe Bryan,2.0,119,4,27,58,36,5,119,2,0,0.0,2,100.0,82,438,182,2,6,0,3,0,73,16
408,Lee Buchanan,5.2,350,29,125,145,86,9,350,7,0,0.0,6,85.7,168,724,348,10,4,1,7,3,185,20
409,Ante Budimir,20.0,563,18,36,254,281,118,563,34,16,47.1,14,41.2,259,1199,449,23,16,10,62,27,398,98
410,Emi Buendia,26.8,1336,38,202,634,516,93,1336,59,27,45.8,26,44.1,829,3957,1970,60,46,19,63,58,955,137
411,Hugo Bueno,14.6,835,53,318,275,249,14,835,33,13,39.4,14,42.4,396,2714,1422,52,29,4,16,11,446,64
412,Santiago Bueno,33.4,2098,194,1016,1038,54,17,2098,4,2,50.0,0,0.0,1305,7395,4721,30,13,0,6,1,1447,4
414,Marius Bulter,28.9,1117,21,130,419,585,136,1113,96,32,33.3,53,55.2,660,4349,2038,78,48,24,81,28,773,199
416,Cristian Buonaiuto,10.9,652,11,62,282,319,49,651,47,20,42.6,23,48.9,395,2208,974,35,29,9,36,28,421,89
417,Facundo Buonanotte,6.3,258,8,33,114,115,19,258,19,7,36.8,9,47.4,182,1018,424,9,5,2,10,2,202,42
418,Alessandro Buongiorno,30.2,1938,161,860,976,110,33,1938,16,6,37.5,7,43.8,986,4659,2324,13,16,2,33,6,1180,19
419,Delano Burgzorg,2.7,93,1,4,26,64,11,93,13,6,46.2,7,53.8,67,410,138,4,2,4,13,6,75,24
420,Jonathan Burkardt,5.9,180,2,19,65,99,37,179,20,11,55.0,8,40.0,128,642,257,9,7,6,17,9,139,46
421,Oliver Burke,3.0,118,0,4,41,73,13,118,6,2,33.3,4,66.7,77,366,153,11,3,5,12,4,93,36
422,Dan Burn,34.6,2073,158,786,940,358,62,2073,25,11,44.0,12,48.0,926,4329,2196,29,22,5,34,9,1116,46
423,Maxime Busi,11.6,728,41,185,369,180,10,728,25,7,28.0,14,56.0,462,2885,1442,25,21,3,16,5,407,44
424,Sergio Busquets,26.0,2172,62,387,1427,373,14,2172,16,11,68.8,3,18.8,1279,5074,2594,26,32,1,19,12,1551,32
425,Aurelio Buta,14.6,928,39,190,395,352,47,928,30,10,33.3,12,40.0,423,2523,1097,45,19,17,23,9,506,118
428,Jamie Bynoe-Gittens,5.9,251,5,32,80,147,37,251,55,20,36.4,28,50.9,179,1422,714,24,13,18,22,5,192,38
429,Juan Cabal,4.9,279,29,134,136,16,1,279,4,3,75.0,0,0.0,139,642,358,4,5,0,4,3,141,8
430,Remy Cabella,28.1,2030,16,162,922,966,136,2030,78,40,51.3,26,33.3,1549,9297,4108,113,92,22,48,35,1477,242
431,Jimmy Cabot,5.7,432,13,88,162,193,19,432,24,12,50.0,11,45.8,282,2002,887,26,17,8,26,6,247,65
432,Leandro Cabrera,29.7,1642,198,723,802,125,40,1642,9,6,66.7,2,22.2,763,3158,1406,13,9,1,9,5,893,8
433,Liberato Cacace,6.5,525,33,166,243,122,12,525,20,8,40.0,10,50.0,242,1509,814,21,14,4,6,7,292,31
434,Anthony Caci,22.6,1370,81,458,667,261,20,1370,21,9,42.9,11,52.4,667,3023,1468,20,16,1,14,8,681,41
436,Moises Caicedo,34.9,2603,91,555,1520,558,28,2603,54,28,51.9,21,38.9,1507,6220,2876,38,32,6,39,23,1891,61
437,Tom Cairney,11.0,871,10,127,425,332,31,871,21,9,42.9,8,38.1,573,3124,1516,34,27,6,23,21,667,57
438,Jens Cajuste,17.0,969,41,223,533,231,40,969,79,39,49.4,30,38.0,728,4226,2387,46,36,10,28,23,663,40
440,Davide Calabria,18.8,1474,59,414,768,307,16,1474,14,3,21.4,8,57.1,755,3303,1966,26,23,2,14,7,915,80
442,Mattia Caldara,13.9,791,145,450,304,46,17,791,5,2,40.0,2,40.0,380,1885,830,5,4,0,9,4,361,4
443,Luca Caldirola,26.1,1636,219,891,674,75,12,1636,3,1,33.3,1,33.3,978,4803,2623,12,11,0,5,1,1176,13
444,Fernando Calero,17.9,944,83,377,499,77,14,944,3,1,33.3,2,66.7,454,1933,951,9,8,1,12,6,518,4
445,Duje Caleta-Car,10.5,695,136,416,268,15,9,695,2,2,100.0,0,0.0,387,1829,993,5,1,0,1,2,429,0
447,Hakan Calhanoglu,26.3,1942,34,367,1015,581,26,1941,24,8,33.3,10,41.7,1167,5515,2601,46,55,6,32,12,1323,68
448,Kerim Calhanoglu,0.7,58,3,22,17,19,1,58,3,0,0.0,3,100.0,17,79,45,3,3,0,3,0,21,3
449,Daniel Caligiuri,3.2,200,12,65,88,52,5,200,11,5,45.5,4,36.4,82,441,234,7,5,1,5,4,83,8
451,Dominic Calvert-Lewin,12.9,376,20,39,143,200,59,375,28,15,53.6,10,35.7,186,972,405,18,11,10,40,12,286,56
452,Mahdi Camara,20.2,955,30,193,569,210,36,955,45,24,53.3,16,35.6,633,3726,1596,32,25,2,27,17,550,44
453,Mohamed Camara,7.7,393,10,61,262,81,8,393,13,7,53.8,5,38.5,233,1268,585,13,10,2,11,6,241,14
454,Mohamed Camara,24.4,1574,44,344,1028,223,6,1574,49,23,46.9,15,30.6,1236,6182,2831,28,29,1,36,26,1105,19
455,Ousmane Camara,0.3,11,0,0,3,8,1,11,1,0,0.0,0,0.0,7,71,35,2,2,0,0,0,5,1
456,Ousmane Camara,5.8,416,42,190,230,3,1,416,3,2,66.7,1,33.3,336,2207,1358,3,1,0,4,1,307,0
457,Eduardo Camavinga,22.3,1770,51,372,942,485,39,1770,71,38,53.5,25,35.2,1162,6589,3684,69,77,12,39,28,1326,99
458,Nicolo Cambiaghi,14.3,638,9,87,255,311,56,638,57,22,38.6,20,35.1,442,3746,1603,73,30,23,44,21,464,99
459,Andrea Cambiaso,24.1,1790,70,620,771,423,40,1790,60,31,51.7,24,40.0,1030,5494,2822,64,59,17,42,18,1148,105
460,Axel Camblan,0.8,46,0,6,17,24,9,46,4,1,25.0,3,75.0,28,282,81,2,3,1,4,3,30,9
461,Sergio Camello,26.7,782,29,51,337,406,101,782,46,18,39.1,24,52.2,483,2631,1053,40,36,17,71,35,561,122
462,Chem Campbell,0.8,47,1,6,19,23,5,47,4,2,50.0,2,50.0,39,303,70,2,6,1,3,6,36,10
463,Emre Can,21.1,1510,82,448,872,202,18,1509,25,13,52.0,7,28.0,927,4997,2356,34,26,1,15,11,1015,12
464,Sergio Canales,26.7,1677,13,180,745,781,54,1676,54,28,51.9,19,35.2,1051,6475,3161,82,69,5,55,41,1275,150
465,Matteo Cancellieri,2.8,134,2,20,50,66,16,134,9,3,33.3,4,44.4,88,630,346,15,8,9,13,3,97,33
466,Joao Cancelo,14.2,1363,20,225,686,461,47,1363,60,30,50.0,23,38.3,838,4860,2808,72,39,21,18,14,1020,125
468,Joao Cancelo,11.2,1014,31,224,506,296,38,1014,65,34,52.3,26,40.0,636,3732,2011,51,24,19,20,9,701,90
469,Antonio Candreva,30.3,1802,48,332,783,708,46,1802,34,8,23.5,14,41.2,1093,5695,2245,71,50,10,25,13,1298,171
470,Thomas Cannon,0.3,8,0,0,2,6,4,8,1,0,0.0,0,0.0,6,34,7,1,0,0,0,0,7,2
471,Sergi Canos,0.9,57,1,13,25,20,2,57,6,4,66.7,2,33.3,29,206,111,4,2,0,0,0,36,7
472,Ander Capa,1.2,110,2,24,50,37,2,110,3,2,66.7,1,33.3,53,406,193,5,9,1,3,2,56,7
473,Pierrick Capelle,15.9,898,38,194,485,227,19,898,29,14,48.3,14,48.3,608,3413,1195,16,24,4,34,20,548,40
474,Etienne Capoue,21.7,1211,40,199,726,301,24,1211,62,31,50.0,22,35.5,783,4152,2037,45,27,10,26,13,948,72
475,Gianluca Caprari,27.1,1364,7,128,668,577,103,1363,91,40,44.0,43,47.3,884,5535,2661,100,50,42,79,32,1089,188
476,Francesco Caputo,12.2,309,4,11,126,172,49,309,9,3,33.3,5,55.6,181,696,192,6,4,7,21,14,243,76
477,Francesco Caputo,19.0,478,10,34,207,239,103,476,12,1,8.3,8,66.7,288,1218,449,16,7,7,45,24,395,128
478,Maxence Caqueret,30.7,2162,60,333,1196,654,73,2162,87,41,47.1,38,43.7,1650,8467,3482,46,81,11,70,48,1514,114
479,Andrea Carboni,1.9,104,4,41,43,20,4,104,3,1,33.3,2,66.7,50,284,190,4,2,0,0,0,66,2
480,Franco Carboni,0.7,61,2,17,28,21,1,61,7,3,42.9,4,57.1,34,293,169,7,3,1,0,0,36,8
481,Valentin Carboni,0.3,25,0,4,12,10,1,25,2,1,50.0,1,50.0,16,182,83,2,0,0,2,1,15,3
482,Isaac Carcelen,24.4,1212,119,438,550,239,12,1212,21,14,66.7,6,28.6,494,2387,1410,33,18,3,18,18,550,62
483,Irvin Cardona,2.6,85,2,7,41,37,12,85,5,1,20.0,3,60.0,56,290,92,3,1,2,7,3,57,14
484,Irvin Cardona,3.5,120,7,16,40,64,16,120,7,4,57.1,3,42.9,68,359,222,9,6,1,13,4,72,17
485,Igor Carioca,5.1,348,19,115,162,74,8,348,15,6,40.0,7,46.7,227,1269,662,8,13,1,8,1,200,23
486,Carlos,34.3,2073,111,676,917,498,71,2073,61,33,54.1,24,39.3,1032,5925,3073,87,62,15,45,28,1267,151
489,Jose Carlos Lazo,0.2,8,0,1,2,5,1,8,1,1,100.0,0,0.0,7,44,9,0,0,0,2,0,7,3
490,Jose Carlos Lazo,1.8,70,6,24,14,32,4,70,5,1,20.0,4,80.0,34,215,103,2,5,0,3,4,33,10
491,Carmona,6.5,265,20,83,93,92,14,265,20,9,45.0,8,40.0,143,814,338,8,10,6,12,4,116,27
492,Carmona,5.9,400,33,147,196,60,6,400,6,2,33.3,3,50.0,227,935,526,9,11,2,11,2,249,8
495,Yannick Carrasco,25.7,1404,32,230,456,745,160,1403,124,60,48.4,51,41.1,822,6278,3577,146,58,71,52,34,922,264
496,Dani Carvajal,19.8,1512,85,412,580,526,39,1512,17,9,52.9,5,29.4,864,3105,1547,22,30,3,23,7,1049,147
497,Fabio Carvalho,3.9,193,2,31,75,91,26,193,6,2,33.3,3,50.0,122,568,255,9,9,2,11,15,145,26
499,William Carvalho,27.1,1979,40,303,1323,370,37,1979,52,29,55.8,17,32.7,1276,5717,2667,46,43,7,23,27,1591,52
500,Nicolo Casale,27.1,1803,215,871,917,27,14,1803,3,1,33.3,2,66.7,1102,6813,3784,11,3,0,5,1,1246,3
501,Casemiro,23.6,1758,110,531,949,293,24,1758,20,9,45.0,8,40.0,850,2828,1404,14,17,1,18,14,1103,34
503,Matty Cash,20.2,1215,76,423,545,258,11,1215,33,16,48.5,9,27.3,610,3143,1677,42,33,4,24,7,652,57
505,Timothy Castagne,36.2,2237,158,820,920,508,52,2237,30,11,36.7,14,46.7,989,4010,1994,39,23,5,32,17,1246,149
506,Michele Castagnetti,15.7,941,33,209,560,184,9,941,12,8,66.7,3,25.0,449,1871,970,14,11,0,15,3,551,10
508,Valentin Castellanos,28.9,672,28,65,278,343,123,671,43,14,32.6,21,48.8,361,1903,923,30,27,11,46,22,478,128
509,Jean-Charles Castelletto,28.5,1650,164,691,876,89,24,1650,18,11,61.1,5,27.8,1112,5790,3067,19,22,0,20,7,959,20
510,Samu Castillejo,15.1,840,2,81,345,422,49,840,65,23,35.4,33,50.8,561,3278,1701,54,41,11,43,28,604,115
511,Jonny Castro,14.0,1004,53,343,444,227,13,1004,32,14,43.8,15,46.9,499,2623,1495,24,18,4,16,13,600,46
512,Gaetano Castrovilli,8.0,324,15,56,148,127,22,324,16,7,43.8,5,31.3,176,1019,467,12,13,0,11,9,200,16
513,Danilo Cataldi,21.3,1487,80,370,954,174,0,1487,18,6,33.3,8,44.4,752,2871,1108,8,9,0,7,8,1044,14
514,Catena,34.5,2120,282,1160,930,41,24,2120,2,2,100.0,0,0.0,1220,5620,2913,8,5,0,11,6,1348,2
515,Yoann Cathline,12.1,548,16,122,169,267,29,548,63,23,36.5,31,49.2,410,2896,1414,46,30,10,38,27,369,106
516,Maximiliano Caufriez,24.7,1367,206,688,595,93,14,1367,13,5,38.5,6,46.2,1006,6727,3440,33,35,1,14,7,873,13
517,Edinson Cavani,16.1,476,13,54,217,208,54,473,10,4,40.0,5,50.0,230,904,316,8,7,3,30,9,356,53
518,Dani Ceballos,17.4,1690,29,258,986,465,34,1690,66,40,60.6,22,33.3,1243,6885,3318,60,52,7,19,26,1366,60
521,Federico Ceccherini,15.7,780,86,308,386,96,15,780,3,2,66.7,1,33.3,368,1928,1123,25,14,2,13,8,409,20
522,Assan Ceesay,20.1,642,28,69,270,311,71,641,36,22,61.1,12,33.3,304,1456,590,21,15,8,64,25,417,111
523,Emil Ceide,5.7,233,1,30,80,124,39,233,25,8,32.0,14,56.0,160,1103,709,37,13,23,15,8,182,47
524,Zeki Celik,16.7,1102,43,350,491,276,18,1102,16,6,37.5,10,62.5,522,2709,1444,34,31,6,17,13,604,76
525,Alex Centelles,12.5,686,55,269,244,180,7,686,14,6,42.9,7,50.0,341,1561,854,17,11,1,11,6,368,48
526,Fabien Centonze,18.8,1217,87,331,564,332,13,1217,66,38,57.6,22,33.3,757,4676,2055,42,39,5,25,11,671,125
528,Franco Cervi,21.0,1143,16,219,496,437,50,1143,51,21,41.2,22,43.1,637,3430,1526,45,38,8,30,16,650,113
529,Julio Cesar Enciso,9.0,395,2,22,154,228,49,395,63,31,49.2,25,39.7,241,1769,1013,39,29,17,19,20,292,74
530,Julian Chabot,20.0,1434,228,831,572,35,17,1434,8,4,50.0,1,12.5,765,3090,1438,5,6,1,4,2,825,2
531,Florian Chabrolle,3.7,170,6,20,113,39,0,170,1,0,0.0,1,100.0,121,567,236,1,4,0,5,4,108,8
532,El Chadaille Bitshiabu,6.5,515,56,214,283,21,2,515,2,1,50.0,1,50.0,428,1642,610,1,3,0,2,2,396,8
533,Fares Chaibi,26.0,1314,48,194,606,531,86,1314,36,12,33.3,21,58.3,997,5316,2412,71,41,18,54,24,970,212
535,Trevoh Chalobah,17.9,1369,135,602,604,167,23,1369,10,8,80.0,1,10.0,784,2679,1393,17,13,1,6,5,973,27
536,Muhammed Cham,21.9,1268,12,148,614,527,61,1266,65,31,47.7,26,40.0,1010,6125,2895,71,74,11,39,56,967,120
538,Timothy Chandler,1.0,71,2,14,32,25,2,71,4,1,25.0,3,75.0,28,99,59,2,0,1,2,0,37,6
539,Gaetan Charbonnier,2.8,120,5,11,67,43,14,120,4,2,50.0,1,25.0,91,433,139,2,3,0,8,6,92,18
540,Brendan Chardonnet,27.7,1587,175,836,707,55,27,1587,3,3,100.0,0,0.0,1072,5655,3006,9,5,0,7,4,949,7
542,Xavier Chavalerin,27.0,1337,72,427,677,240,38,1337,17,9,52.9,5,29.4,939,4366,1543,18,21,5,24,12,840,49
543,Pep Chavarria,4.1,229,8,37,75,120,8,229,16,7,43.8,8,50.0,113,658,365,13,6,1,7,4,122,25
544,Ivane Chegra,2.1,67,0,17,30,22,1,67,8,3,37.5,4,50.0,44,355,159,7,2,1,7,5,38,5
546,Pape Cheikh Diop,0.4,20,2,7,13,0,0,20,1,0,0.0,1,100.0,13,67,26,0,0,0,0,1,14,0
547,Rayan Cherki,20.8,1364,3,83,552,758,141,1364,157,79,50.3,65,41.4,1145,8325,4182,133,91,61,63,49,1107,260
