,Player,90s,Touches - Touches,Touches - Def Pen,Touches - Def 3rd,Touches - Mid 3rd,Touches - Att 3rd,Touches - Att Pen,Touches - Live,Take-Ons - Att,Take-Ons - Succ,Take-Ons - Succ%,Take-Ons - Tkld,Take-Ons - Tkld%,Carries - Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - 1/3,Carries - CPA,Carries - Mis,Carries - Dis,Receiving - Rec,Receiving - PrgR
1464,Ibrahima Kone,17.5,565,17,59,262,247,68,562,22,14,63.6,6,27.3,380,1873,577,15,13,10,65,27,421,109
1465,Kouadio Kone,29.0,1796,61,404,1127,302,24,1796,118,57,48.3,38,32.2,1164,6283,3307,59,52,6,81,50,1268,55
1466,Youssouf Kone,10.2,531,52,218,265,54,1,531,19,8,42.1,4,21.1,345,1727,813,14,10,1,14,4,291,16
1467,Ezri Konsa,36.9,2192,349,1280,850,70,22,2192,15,5,33.3,3,20.0,1375,6226,3596,7,9,0,15,5,1533,11
1468,Teun Koopmeiners,31.8,2056,85,476,916,691,63,2052,54,28,51.9,23,42.6,1136,5759,3052,60,64,11,48,32,1396,106
1469,Odilon Kossonou,16.9,1144,105,463,614,75,4,1144,12,7,58.3,4,33.3,640,3415,2039,26,15,0,16,13,716,16
1470,Filip Kostic,28.5,1488,41,237,595,674,62,1488,52,23,44.2,24,46.2,809,4882,2587,101,54,22,50,20,943,230
1471,Filip Kostic,0.8,45,0,10,16,20,3,45,3,1,33.3,1,33.3,23,172,105,3,1,1,0,1,23,3
1472,Christian Kouame,20.7,942,8,74,324,559,111,942,66,21,31.8,36,54.5,564,2844,1302,50,32,24,80,42,703,203
1473,Rominigue Kouame,29.6,1698,113,505,1002,230,19,1698,71,50,70.4,15,21.1,1340,8361,3627,59,47,4,38,25,1180,36
1475,Kalidou Koulibaly,20.0,1687,174,793,838,63,19,1687,6,4,66.7,2,33.3,1083,4728,2459,10,8,0,10,2,1209,4
1476,Jules Kounde,27.0,2234,117,675,1215,362,45,2234,28,15,53.6,9,32.1,1477,7400,4587,58,52,5,23,18,1611,61
1477,Boubakar Kouyate,14.0,796,114,440,334,30,21,796,4,3,75.0,0,0.0,513,3101,1519,3,3,1,3,0,459,1
1478,Cheikhou Kouyate,9.8,363,39,136,166,64,14,363,9,6,66.7,1,11.1,160,725,292,6,4,3,15,9,175,14
1479,Mateo Kovacic,19.0,1492,31,279,938,289,12,1492,34,19,55.9,10,29.4,1010,5517,2591,37,39,2,26,26,1144,30
1480,Viktor Kovalenko,6.1,309,10,56,150,105,19,309,5,4,80.0,1,20.0,158,684,254,4,3,2,9,2,191,28
1482,Soichiro Kozuki,4.2,157,5,29,53,76,16,157,16,6,37.5,9,56.3,98,615,276,15,6,4,9,8,106,37
1484,Alex Kral,26.2,1108,72,273,610,241,47,1108,51,23,45.1,22,43.1,552,2960,1364,41,21,4,30,21,600,70
1485,Andrej Kramaric,26.5,1244,15,127,637,493,106,1238,58,28,48.3,22,37.9,825,4203,1674,49,34,16,61,33,945,191
1486,Christoph Kramer,24.7,1482,68,450,769,277,41,1482,48,21,43.8,24,50.0,772,3287,1556,26,28,6,26,30,1013,60
1487,Tom Krauss,27.9,1140,55,313,612,241,16,1140,33,20,60.6,12,36.4,466,2630,1272,35,26,2,26,31,431,38
1489,Raimonds Krollis,0.4,16,0,2,5,9,2,16,1,0,0.0,1,100.0,8,54,11,1,0,0,1,1,11,4
1490,Toni Kroos,23.9,2633,58,531,1618,506,18,2633,26,9,34.6,10,38.5,1796,8015,4384,51,41,3,10,12,2106,38
1491,Rade Krunic,18.4,1115,43,284,673,171,24,1115,26,19,73.1,4,15.4,659,3562,1910,31,27,2,10,8,728,21
1492,Max Kruse,3.0,144,2,11,62,72,18,144,4,2,50.0,2,50.0,68,317,146,4,3,1,4,3,105,30
1493,Lukas Kubler,18.2,1017,78,345,486,191,20,1017,8,5,62.5,3,37.5,419,1778,776,11,10,1,13,2,515,50
1494,Takefusa Kubo,27.1,1240,6,94,431,736,141,1240,117,49,41.9,50,42.7,841,5895,3281,117,60,66,90,42,929,239
1495,Dejan Kulusevski,23.0,1048,26,156,394,528,107,1048,110,50,45.5,52,47.3,675,4897,2507,87,46,48,78,52,711,195
1496,Sael Kumbedi,14.7,991,36,271,463,262,22,991,42,16,38.1,24,57.1,644,3390,1567,16,31,3,16,14,570,84
1498,Pierre Kunde,4.2,265,11,60,155,57,3,265,9,5,55.6,4,44.4,123,671,312,6,7,0,11,2,122,1
1500,Layvin Kurzawa,1.5,64,8,35,18,11,0,64,4,2,50.0,2,50.0,29,100,20,1,0,0,3,1,24,2
1501,Khvicha Kvaratskhelia,28.0,1548,8,110,486,976,175,1546,199,75,37.7,107,53.8,1054,6935,3699,139,62,84,63,48,1221,291
1502,Grejohn Kyei,24.8,840,28,60,457,333,98,834,73,39,53.4,31,42.5,617,3373,1004,27,20,13,95,48,670,160
1503,Daniel Kyereh,6.2,261,8,36,113,115,16,261,11,3,27.3,7,63.6,147,642,183,5,6,1,21,12,178,24
1504,Giorgos Kyriakopoulos,7.8,490,20,137,194,163,9,490,17,11,64.7,4,23.5,293,1735,1021,21,15,1,13,8,331,50
1505,Giorgos Kyriakopoulos,8.5,505,14,140,187,186,16,505,31,14,45.2,15,48.4,312,1875,1061,17,15,5,14,18,333,46
1506,Cesar de la Hoz,18.6,723,54,247,427,51,10,723,8,4,50.0,4,50.0,324,1233,543,3,5,0,12,4,391,6
1508,Luca de la Torre,16.5,774,13,122,371,291,31,774,21,12,57.1,8,38.1,520,3249,1568,55,48,4,32,12,542,73
1509,Remy Labeau Lascary,1.4,55,1,9,15,31,12,55,7,2,28.6,5,71.4,40,294,98,3,1,0,8,3,40,16
1510,Gaetan Laborde,27.8,1031,21,109,423,507,153,1030,55,26,47.3,27,49.1,700,4021,1723,54,40,21,69,29,696,196
1511,Gaetan Laborde,2.8,92,2,3,41,51,24,92,2,2,100.0,0,0.0,61,349,150,8,4,4,11,4,59,20
1512,Alexandre Lacazette,32.5,1272,13,81,495,704,210,1264,76,38,50.0,28,36.8,948,4339,1466,40,25,18,65,46,929,227
1513,Qazim Laci,2.4,171,3,20,109,44,1,171,4,2,50.0,1,25.0,118,585,207,0,3,0,1,0,109,4
1514,Maxence Lacroix,18.1,1298,160,690,586,29,9,1298,8,7,87.5,1,12.5,777,3937,2250,15,9,0,10,6,833,4
1515,Alban Lafont,37.0,1312,1112,1309,4,0,0,1312,3,1,33.3,2,66.7,864,4528,2496,1,0,0,2,0,547,0
1516,Aissa Laidouni,9.7,433,16,94,220,129,8,433,30,14,46.7,14,46.7,280,1145,522,10,8,0,22,8,267,25
1517,Konrad Laimer,16.3,985,26,203,553,249,38,985,56,32,57.1,18,32.1,611,3339,1895,51,29,10,35,22,645,52
1518,Stefan Lainer,9.1,720,37,203,383,136,20,720,11,2,18.2,8,72.7,382,1792,908,23,8,5,12,4,477,39
1519,Kenny Lala,15.7,1029,62,368,463,215,8,1029,25,12,48.0,12,48.0,623,3493,1612,24,22,0,12,10,520,30
1520,Adam Lallana,8.0,373,6,43,180,151,33,373,6,3,50.0,3,50.0,206,839,420,10,4,4,15,11,295,43
1521,Vassilis Lambropoulos,7.0,329,51,174,141,19,13,329,1,0,0.0,0,0.0,121,567,233,1,1,0,4,1,129,0
1522,Erik Lamela,20.5,1038,3,105,397,550,108,1038,75,33,44.0,34,45.3,656,4074,1907,66,51,28,55,50,751,162
1523,Mohamed Lamine Bayo,7.2,191,2,7,70,117,39,191,15,10,66.7,3,20.0,140,769,271,8,7,5,21,13,150,48
1524,Sam Lammers,12.2,409,15,38,214,163,44,409,29,16,55.2,12,41.4,260,1113,515,17,11,6,53,18,335,65
1525,Sam Lammers,9.8,358,12,35,151,179,49,358,23,10,43.5,12,52.2,193,1064,354,9,12,6,37,14,268,67
1526,Tariq Lamptey,5.0,376,15,80,138,161,17,376,28,8,28.6,13,46.4,232,1451,808,28,12,7,16,2,256,58
1527,Manuel Lanzini,2.8,192,3,32,111,50,3,192,3,1,33.3,0,0.0,116,524,203,2,6,0,2,3,150,6
1528,Aymeric Laporte,11.0,1036,85,335,538,166,13,1036,4,2,50.0,1,25.0,702,4015,2882,30,44,0,3,0,806,11
1529,Julien Laporte,18.4,1005,230,578,411,17,6,1005,1,1,100.0,0,0.0,709,3935,2026,4,5,0,5,2,671,0
1530,Cyle Larin,16.3,472,21,48,189,242,89,470,26,10,38.5,15,57.7,304,1538,607,25,15,11,65,36,370,72
1531,Juan Larios,1.7,106,10,32,55,20,2,106,4,3,75.0,1,25.0,38,338,201,10,2,1,3,2,47,1
1532,Yasser Larouci,20.0,1073,72,324,485,289,26,1073,87,38,43.7,42,48.3,730,5119,2569,72,49,14,43,37,643,113
1534,Jordan Larsson,5.1,173,2,20,90,67,12,173,13,4,30.8,7,53.8,91,508,164,5,3,1,4,7,106,29
1535,Kevin Lasagna,17.5,482,15,62,182,249,67,482,38,13,34.2,18,47.4,267,1736,747,36,23,14,53,34,317,105
1537,Juanmi Latasa,5.0,240,8,16,115,110,27,240,7,2,28.6,4,57.1,107,323,52,0,2,0,24,9,178,33
1538,Toni Lato,10.2,583,22,149,247,191,18,583,10,7,70.0,2,20.0,280,1402,794,18,15,2,8,2,346,47
1539,Danny Latza,9.5,503,16,142,257,111,15,503,13,4,30.8,8,61.5,244,1080,561,11,3,1,7,8,282,15
1540,Armand Lauriente,24.2,1100,7,81,392,654,106,1099,140,64,45.7,59,42.1,762,6095,3186,127,68,50,56,53,816,263
1541,Armand Lauriente,3.0,136,0,26,52,64,19,136,17,14,82.4,1,5.9,103,800,445,14,5,5,4,4,87,21
1542,Romeo Lavia,24.7,1288,58,298,828,177,1,1288,50,28,56.0,13,26.0,804,4275,1903,22,21,0,24,31,794,14
1543,Lazaro,8.0,321,4,27,138,162,38,321,28,15,53.6,13,46.4,208,1424,665,23,21,3,18,11,236,59
1544,Valentino Lazaro,15.3,1017,38,200,433,394,23,1017,35,16,45.7,13,37.1,496,2428,1262,44,25,8,16,4,607,84
1546,Darko Lazovic,24.9,1052,26,197,411,461,67,1052,54,19,35.2,30,55.6,542,3366,1943,72,37,21,38,14,620,167
1547,Manuel Lazzari,20.9,1380,52,433,657,310,27,1380,41,18,43.9,18,43.9,789,5925,3933,98,62,15,25,3,921,74
1548,Theo Le Bris,16.1,792,34,211,323,265,48,792,38,15,39.5,23,60.5,556,3435,1566,51,31,20,21,10,503,103
1549,Julien Le Cardinal,1.8,153,8,28,69,57,5,153,4,2,50.0,1,25.0,103,593,232,4,9,0,4,2,96,13
1550,Jeremy Le Douaron,23.0,718,27,92,300,341,86,718,74,22,29.7,40,54.1,490,3359,976,38,22,13,73,34,512,132
1551,Enzo Le Fee,33.6,2611,89,558,1422,675,35,2611,155,68,43.9,67,43.2,1970,12115,5413,96,90,13,74,55,1798,105
1552,Vincent Le Goff,37.0,2358,173,848,1158,371,31,2358,32,12,37.5,14,43.8,1584,8872,4688,69,57,4,18,12,1423,84
1553,Maxime Le Marchand,22.4,1405,177,627,720,74,12,1405,17,15,88.2,1,5.9,969,5240,2725,10,19,0,11,4,854,4
1554,Robin Le Normand,31.1,1976,242,946,988,53,21,1976,2,2,100.0,0,0.0,1200,6631,3761,26,11,0,8,9,1272,2
1555,Rafael Leao,26.9,1195,10,66,487,672,144,1195,171,77,45.0,76,44.4,804,7464,3808,136,113,64,69,38,924,235
1556,Paolo Lebas,0.6,18,0,2,12,4,0,18,1,1,100.0,0,0.0,13,44,15,0,0,0,1,0,11,0
1560,Benjamin Lecomte,19.0,698,567,694,5,0,0,698,1,1,100.0,0,0.0,426,2516,1595,0,0,0,0,0,294,0
1561,Jeremias Ledesma,34.0,1221,1001,1209,9,3,3,1221,4,4,100.0,0,0.0,602,3956,2788,0,1,0,1,0,372,0
1562,Pierre Lees-Melou,30.7,1840,116,576,1000,300,19,1840,44,22,50.0,12,27.3,1309,7903,3555,33,44,7,30,20,1089,45
1563,Diogo Leite,25.0,1626,200,765,765,110,20,1626,5,1,20.0,1,20.0,895,4279,2430,19,18,1,20,10,962,14
1564,Maxim Leitsch,7.4,405,42,188,205,12,2,405,1,0,0.0,1,100.0,203,957,443,5,0,1,5,1,225,1
1565,Florian Lejeune,28.5,1666,187,804,789,86,21,1666,7,4,57.1,2,28.6,956,4325,2516,8,9,0,6,1,1052,3
1566,Inigo Lekue,14.7,951,45,265,450,249,13,951,22,11,50.0,9,40.9,521,2856,1643,42,25,6,17,3,506,59
1567,Thomas Lemar,13.9,936,17,148,483,316,23,936,44,21,47.7,15,34.1,607,3165,1620,36,36,3,20,19,744,79
1568,Felix Lemarechal,3.2,143,0,21,67,58,5,143,10,3,30.0,6,60.0,98,744,266,5,13,3,5,10,93,9
1570,Mario Lemina,14.4,794,67,292,430,81,4,794,18,11,61.1,3,16.7,414,1924,949,6,6,0,13,8,521,9
1571,Mario Lemina,9.3,724,39,204,451,73,6,724,16,11,68.8,5,31.3,579,2983,1278,14,14,0,4,1,549,10
1572,Tim Lemperle,1.5,85,4,13,37,38,9,85,8,3,37.5,5,62.5,49,234,82,1,2,2,6,6,53,16
1573,Clement Lenglet,22.4,1666,178,805,761,107,17,1666,12,7,58.3,4,33.3,1142,5666,3561,33,27,1,12,8,1256,7
1575,Christopher Lenz,14.3,966,51,249,439,288,19,966,14,11,78.6,2,14.3,465,2346,1297,30,24,3,11,5,517,67
1576,Donovan Leon,2.0,86,80,86,0,0,0,86,1,1,100.0,0,0.0,51,305,142,0,0,0,0,0,28,0
1577,Sergio Leon,14.8,345,5,26,159,170,49,343,30,10,33.3,17,56.7,210,1122,563,21,16,6,45,17,242,75
1578,Johann Lepenant,21.5,1543,35,315,932,309,18,1543,48,21,43.8,21,43.8,1226,5661,2144,20,37,2,40,28,1107,44
1579,Mehdi Leris,27.3,1296,51,263,592,464,78,1296,69,29,42.0,31,44.9,742,3782,1647,56,31,13,80,48,874,165
1580,Jefferson Lerma,36.1,1934,165,587,1030,338,44,1934,23,13,56.5,9,39.1,946,3761,1861,22,32,1,24,17,1162,30
1582,Leo Leroy,13.2,692,23,184,401,123,19,692,30,11,36.7,15,50.0,467,2520,1176,14,15,3,27,14,398,25
1584,Ruan Levine,0.3,23,0,4,9,10,3,23,2,2,100.0,0,0.0,20,103,39,0,2,0,2,2,16,4
1586,Robert Lewandowski,31.6,1155,17,41,432,694,210,1154,59,30,50.8,26,44.1,781,3757,1361,52,38,25,94,50,998,248
1587,Jamie Leweling,2.9,123,0,12,33,82,18,123,25,5,20.0,17,68.0,87,727,167,8,11,2,14,8,89,24
1589,Rico Lewis,10.0,742,26,133,416,199,12,742,14,8,57.1,3,21.4,511,2555,1390,22,24,3,7,13,593,26
1590,Keane Lewis-Potter,3.6,138,4,24,48,69,18,138,14,4,28.6,10,71.4,93,652,336,8,6,3,11,8,91,39
1591,Dimitri Lienard,17.1,1169,35,291,514,379,9,1169,27,10,37.0,15,55.6,733,3725,1516,24,39,2,28,10,664,111
1592,Philipp Lienhart,27.8,1864,220,999,812,63,20,1864,8,4,50.0,0,0.0,1126,7190,3580,16,12,2,19,1,1206,4
1593,Matthijs de Ligt,26.7,2322,205,1018,1183,132,39,2322,4,0,0.0,4,100.0,1592,7491,3942,17,12,0,11,3,1704,14
1594,Dimitris Limnios,0.4,28,0,2,10,16,3,28,2,2,100.0,0,0.0,18,98,54,2,0,0,0,1,18,7
1595,Victor Lindelof,15.2,1074,145,550,491,35,5,1074,3,2,66.7,1,33.3,652,3094,1529,3,4,0,1,2,739,1
1596,Jesper Lindstrom,18.7,791,12,106,316,383,94,791,86,28,32.6,52,60.5,440,2951,1473,65,41,40,65,34,507,136
1597,Karol Linetty,21.0,1175,37,213,708,260,21,1175,22,7,31.8,13,59.1,625,3132,1657,27,24,3,27,11,767,32
1598,Jesse Lingard,10.3,371,7,44,202,132,16,371,10,6,60.0,4,40.0,214,1003,527,11,12,0,16,10,263,38
1599,Pol Lirola,7.0,396,18,126,159,117,8,396,19,7,36.8,10,52.6,213,1264,727,21,18,1,8,5,210,35
1602,Valentino Livramento,0.3,37,5,19,16,3,0,37,3,2,66.7,0,0.0,10,48,17,0,0,0,1,0,16,0
1603,Dejan Ljubicic,19.0,809,15,116,376,334,58,808,47,19,40.4,25,53.2,476,2683,1290,37,32,10,39,16,530,95
1605,Diego Llorente,7.2,506,59,283,210,15,6,506,3,2,66.7,1,33.3,303,1566,721,2,1,0,6,1,312,1
1606,Diego Llorente,6.4,355,49,205,135,16,8,355,2,1,50.0,1,50.0,220,1045,549,2,0,0,2,1,238,3
1607,Marcos Llorente,18.9,997,35,216,378,415,64,997,27,12,44.4,13,48.1,558,3321,1942,64,45,15,23,11,661,139
1609,Giovani Lo Celso,12.5,853,10,113,366,388,42,853,44,22,50.0,15,34.1,553,3273,1600,35,28,10,31,23,651,70
1610,Stanislav Lobotka,34.5,2536,66,523,1653,379,14,2536,27,18,66.7,5,18.5,1628,7751,3135,51,68,9,25,16,1950,39
1612,Manuel Locatelli,27.2,1671,100,466,939,283,20,1671,27,15,55.6,11,40.7,804,3203,1475,25,18,4,29,19,1083,37
1613,Luka Lochoshvili,20.4,1019,133,561,414,54,9,1019,9,6,66.7,3,33.3,544,2851,1642,17,14,0,11,5,589,5
1614,Bradley Locko,11.8,629,44,216,290,138,8,629,36,15,41.7,18,50.0,374,2771,1537,31,15,3,27,15,304,39
1615,Bradley Locko,3.0,160,12,58,75,29,3,160,14,9,64.3,4,28.6,101,842,474,11,4,1,2,2,83,5
1616,Renan Lodi,24.6,1143,96,478,418,263,21,1143,39,16,41.0,14,35.9,546,2834,1379,24,15,2,18,13,535,70
1617,Ruben Loftus-Cheek,17.1,1068,40,185,576,322,42,1068,60,30,50.0,22,36.7,651,3753,2210,56,29,10,22,23,774,86
1618,Sean Longstaff,28.0,1433,45,278,742,420,76,1433,27,8,29.6,18,66.7,752,2989,1191,21,16,8,37,29,951,115
1619,Ademola Lookman,19.2,867,2,58,350,470,111,864,80,34,42.5,37,46.3,572,3472,1744,73,28,33,47,46,675,185
1620,Anthony Lopes,31.3,1098,923,1092,7,0,0,1098,2,0,0.0,2,100.0,764,4021,2558,0,0,0,1,0,528,0
1621,Rony Lopes,26.1,1124,19,154,538,454,57,1124,85,45,52.9,33,38.8,805,5307,2266,61,49,13,46,37,755,117
1622,David Lopez,18.4,1379,207,795,553,37,16,1379,6,6,100.0,0,0.0,823,4281,2574,18,5,0,8,1,959,4
1624,Diego Lopez,5.0,215,4,37,78,104,27,215,19,9,47.4,8,42.1,135,1113,598,21,9,5,13,6,146,46
1625,Maxime Lopez,25.5,1855,60,456,1070,345,14,1855,27,11,40.7,15,55.6,1214,6585,3157,54,58,2,17,12,1407,40
1627,Unai Lopez,13.9,1076,9,142,633,311,22,1076,27,12,44.4,14,51.9,635,2797,1067,17,18,5,27,19,757,43
1628,Dion Lopy,15.3,935,41,209,533,211,12,935,36,16,44.4,15,41.7,696,4238,1717,17,22,1,30,17,612,38
1629,Anthony Losilla,30.2,1286,90,366,705,234,39,1286,20,9,45.0,10,50.0,410,1715,645,13,14,1,24,10,551,42
1630,Jordan Lotomba,27.3,1720,93,506,857,385,20,1720,73,38,52.1,26,35.6,1131,7852,4210,82,72,6,40,24,1034,99
1632,Dejan Lovren,16.2,1273,138,536,695,48,17,1273,2,1,50.0,1,50.0,940,5613,3091,12,13,1,5,3,850,1
1633,Sandi Lovric,25.9,1272,35,210,646,438,55,1272,38,14,36.8,20,52.6,734,3806,1793,42,34,10,51,22,818,90
1635,Anthony Lozano,16.0,495,20,61,246,199,47,495,44,17,38.6,22,50.0,313,1693,658,19,15,7,62,37,397,58
1636,Hirving Lozano,17.8,811,9,73,285,467,77,810,78,38,48.7,31,39.7,570,4050,2285,86,29,22,39,13,607,190
1639,Jean Lucas,3.2,191,8,29,136,32,5,191,14,9,64.3,3,21.4,147,968,398,5,6,1,3,1,125,6
1640,Jhon Lucumi,32.2,2258,304,1222,998,51,16,2258,6,4,66.7,2,33.3,1409,7653,4456,37,15,2,19,6,1537,6
1641,Jose Luis Gaya,30.1,1986,77,570,734,703,49,1985,36,25,69.4,11,30.6,1006,5028,2991,74,69,8,19,12,1132,200
1642,Jose Luis Morales,13.5,402,2,35,142,233,79,402,51,18,35.3,27,52.9,233,1565,769,40,22,26,24,11,283,92
1643,Jose Luis Palomino,8.4,607,48,261,313,39,9,607,3,2,66.7,1,33.3,308,1514,638,3,1,1,3,3,339,3
1644,Douglas Luiz,32.5,2118,75,534,1161,443,19,2117,44,24,54.5,14,31.8,1142,6297,2922,48,39,4,36,33,1326,35
1645,Romelu Lukaku,18.4,575,18,26,211,339,100,573,29,15,51.7,13,44.8,328,1767,778,34,21,12,47,28,482,159
1646,Castello Lukeba,33.2,2580,234,1115,1399,85,28,2580,17,11,64.7,5,29.4,2066,11163,6047,24,29,3,20,8,1885,9
1647,Dodi Lukebakio,26.6,979,20,111,412,481,103,974,141,67,47.5,64,45.4,644,5374,2513,96,59,48,82,48,683,178
1648,Sasa Lukic,4.6,253,9,49,155,52,3,253,5,4,80.0,1,20.0,146,875,413,8,7,1,3,1,171,5
1649,Sasa Lukic,13.3,850,29,129,537,190,23,849,7,1,14.3,4,57.1,448,2360,1057,26,18,4,17,8,556,33
1652,Sebastiano Luperto,34.8,2057,414,1236,783,52,23,2057,2,2,100.0,0,0.0,1125,5044,2598,13,6,1,6,3,1191,3
1653,Lyanco,13.1,720,123,368,297,64,12,720,11,8,72.7,2,18.2,368,1892,1034,13,8,1,11,4,353,4
1654,Charalambos Lykogiannis,12.3,855,31,226,403,234,5,855,11,4,36.4,7,63.6,466,2045,1141,32,19,0,10,1,544,47
1655,Youssouf M'Changama,12.0,621,19,144,323,159,15,621,23,10,43.5,11,47.8,436,2174,811,17,11,1,18,9,401,35
1656,Awer Mabil,1.8,77,2,11,31,36,2,77,4,2,50.0,2,50.0,47,235,132,5,2,0,7,1,57,14
1657,Alexis Mac Allister,32.1,2182,48,367,1194,644,63,2176,72,42,58.3,21,29.2,1319,6135,3072,69,74,8,47,36,1644,77
1658,Deiver Machado,24.3,1105,46,269,484,364,30,1105,54,17,31.5,23,42.6,737,4668,2043,59,41,10,30,11,649,131
1659,Darwin Machis,6.7,295,7,41,110,148,32,295,30,11,36.7,16,53.3,199,1326,588,29,17,11,21,6,204,53
1660,James Maddison,27.6,1447,17,160,647,655,103,1445,107,46,43.0,39,36.4,964,5653,2671,77,44,31,45,31,1075,155
1661,Noni Madueke,7.1,405,11,45,133,233,62,405,63,33,52.4,24,38.1,278,2090,1203,48,21,26,17,13,315,100
1662,Pablo Maffeo,33.1,1599,104,462,660,499,56,1599,85,35,41.2,35,41.2,804,4817,2118,67,52,14,62,36,860,134
1664,Lisandro Magallan,10.0,480,77,302,163,20,11,480,1,1,100.0,0,0.0,249,1337,533,2,1,0,3,0,250,0
1665,Soungoutou Magassa,0.9,47,1,12,31,5,0,47,2,1,50.0,1,50.0,29,147,68,0,1,0,1,0,23,1
1666,Giulio Maggiore,9.9,580,18,138,351,93,8,580,4,1,25.0,2,50.0,300,1117,427,7,3,1,18,4,365,13
1667,Giangiacomo Magnani,17.0,683,102,341,323,27,7,683,5,3,60.0,2,40.0,316,1386,605,5,5,1,6,3,307,5
1668,Hugo Magnetti,18.8,931,29,215,541,186,10,931,35,23,65.7,11,31.4,658,4099,1767,32,35,1,21,15,567,27
1669,Yohann Magnin,26.7,1643,60,430,999,226,28,1643,32,7,21.9,19,59.4,1168,5308,2152,14,28,2,20,11,1071,56
1670,Harry Maguire,8.5,672,77,353,291,32,9,672,3,2,66.7,1,33.3,414,2286,1449,8,6,1,1,0,448,4
1671,Jon Magunacelaya,0.7,28,1,9,4,15,2,28,1,1,100.0,0,0.0,18,111,70,2,1,0,3,0,15,3
1672,Riyad Mahrez,21.3,1392,14,105,494,802,110,1391,73,25,34.2,27,37.0,934,5159,2361,78,47,45,35,27,1042,242
1673,Arne Maier,21.8,862,23,167,380,320,38,862,37,16,43.2,17,45.9,418,2307,1020,32,15,15,39,26,483,77
1675,Linton Maina,24.9,932,11,81,349,523,99,932,68,22,32.4,38,55.9,597,5016,2421,90,53,37,55,26,626,173
1676,Kobbie Mainoo,0.1,11,0,2,4,5,3,11,1,0,0.0,1,100.0,5,64,48,2,0,0,0,0,6,1
1677,Ainsley Maitland-Niles,15.6,912,73,328,440,155,7,912,22,17,77.3,5,22.7,407,2036,885,15,13,2,26,13,509,35
1679,Lovro Majer,18.5,1187,18,142,572,493,62,1186,45,28,62.2,13,28.9,929,6297,3028,66,64,8,46,31,842,115
1680,Jean-Victor Makengo,8.9,393,11,64,223,112,6,393,15,11,73.3,1,6.7,259,1518,688,18,17,0,15,11,290,31
1681,Jean-Victor Makengo,11.8,652,27,152,405,109,6,652,35,21,60.0,8,22.9,546,3480,1530,23,25,1,16,23,497,30
1682,Beni Makouana,2.2,67,2,6,28,36,11,67,9,2,22.2,7,77.8,49,424,181,9,4,0,4,5,46,17
1683,Nemanja Maksimovic,22.8,794,44,189,437,174,35,794,9,3,33.3,6,66.7,300,1251,545,13,12,4,17,7,346,29
1684,Tyrell Malacia,15.5,989,54,378,392,225,16,989,19,6,31.6,13,68.4,472,2127,1023,19,17,3,17,8,557,33
1685,Lorenzo Malagrida,1.2,51,0,6,27,18,5,51,2,2,100.0,0,0.0,22,106,53,1,0,1,0,1,34,10
1686,Daniel Maldini,7.0,289,7,40,121,132,15,289,46,23,50.0,18,39.1,158,978,417,13,8,4,24,8,183,34
1687,Youssef Maleh,3.3,150,4,18,79,53,11,150,3,1,33.3,2,66.7,93,321,144,3,4,1,6,6,96,17
1688,Youssef Maleh,7.5,296,11,72,138,87,15,296,8,2,25.0,5,62.5,143,561,266,9,7,3,9,10,167,19
1690,Donyell Malen,19.0,869,10,64,321,498,101,869,115,51,44.3,51,44.3,628,4019,2138,87,37,38,38,40,715,182
1691,Ruslan Malinovskyi,6.1,425,2,61,220,152,8,425,21,9,42.9,10,47.6,279,1481,643,19,17,3,21,9,303,36
1692,Ruslan Malinovskyi,13.6,698,12,80,311,323,26,698,42,27,64.3,13,31.0,533,3349,1583,35,30,5,30,20,509,81
1693,Hugo Mallo,24.0,1694,90,549,744,415,51,1694,17,5,29.4,9,52.9,853,3500,1784,27,22,2,19,7,999,108
1694,Mickael Malsa,0.8,31,4,12,18,1,0,31,1,1,100.0,0,0.0,17,77,9,0,0,0,2,2,15,0
1696,Hianga Mananga Mbock,0.2,13,1,1,7,5,0,13,1,1,100.0,0,0.0,10,73,36,2,2,0,1,1,9,1
1697,Gianluca Mancini,31.8,1865,189,855,885,139,30,1865,14,6,42.9,5,35.7,1124,5050,3089,17,21,0,16,7,1324,19
1698,Steve Mandanda,33.5,1267,922,1251,17,0,0,1267,1,1,100.0,0,0.0,916,4101,2479,0,0,0,2,0,649,0
1699,Reinildo Mandava,20.6,1297,102,501,658,143,15,1297,24,6,25.0,12,50.0,708,3214,1819,28,20,9,20,9,770,41
1700,Aissa Mandi,16.2,1051,143,573,429,51,6,1051,3,1,33.3,1,33.3,614,2874,1516,7,7,0,3,2,726,9
1701,Rolando Mandragora,21.7,1190,33,175,670,356,37,1190,16,5,31.3,9,56.3,598,2489,1243,18,25,3,13,8,720,59
1702,Sadio Mane,15.8,622,9,39,218,375,130,620,53,24,45.3,25,47.2,410,2602,1295,59,26,33,53,14,486,164
1703,Orel Mangala,17.2,655,31,183,380,99,8,655,34,16,47.1,12,35.3,334,1742,808,14,6,2,11,9,383,8
1704,Thomas Mangani,14.8,1052,51,232,648,175,3,1050,6,4,66.7,1,16.7,640,3045,1283,9,17,1,9,3,585,15
1707,Myziane Maolida,2.6,138,0,17,56,68,8,138,11,8,72.7,2,18.2,105,732,375,13,4,3,9,4,94,26
